SHIR FPGA 16,SHIR FPGA 32,SHIR FPGA 64,SHIR FPGA 128,SHIR FPGA 256,SHIR FPGA 512,SHIR FPGA 1024,SHIR FPGA 2048,SHIR FPGA 4096,SHIR FPGA 8192,SHIR FPGA 16384,SHIR FPGA 32768,SHIR FPGA 65536,SHIR FPGA 131072,SHIR FPGA 262144
297717,281371,361403,515916,798781,1200254,2364490,4786196,8831200,16959498,34309227,81877047,142289730,327256436,772867600
298339,274642,356232,537418,796579,1295688,2342491,4484366,10122827,17065693,33573249,81292618,142360349,327616951,764266514
288247,273164,350069,528342,793995,1377046,2341344,4570132,8782338,17071206,44306182,81063750,142078723,326377597,773246104
288283,290630,360811,2077913,793812,1198885,2349524,4652210,8711550,17057730,37760461,79798787,142334078,326566180,763743688
295509,278007,340120,601683,803191,1214910,2322445,4566986,8607210,16973113,33500460,80151431,142058360,326037549,802240322
287531,275462,387240,523035,788591,1671314,2338889,4860713,9064560,17094078,33466192,89156224,142158853,327370261,781442238
295312,292868,365155,534176,787977,1334871,2330595,4496996,8651411,16893637,33606643,82277976,142639983,327466521,772352653
286980,281989,357853,511288,791483,1323222,2364784,4542239,8686749,17020870,33488435,80710799,142803619,327617692,767727444
289425,281953,362129,517712,788774,1289159,2308717,4461936,8760291,17006813,33621010,80506077,141787131,327685771,771707663
290429,259490,367363,523221,803780,1284953,2340299,4576697,8961689,17067860,33653410,81579899,142630862,327284496,768463792
287941,298020,357179,508756,789219,1278983,2334038,5026694,8916876,29909038,33416500,81163632,142498771,327144980,782584272
307785,266286,350580,513275,801945,1272500,2337009,4594659,8872352,16944385,33538485,86356467,137190698,327665323,767968436
288362,275644,363853,519920,803744,1286819,2317704,4622352,8944192,18744267,33556181,86396944,137164512,327459287,772196758
290056,277823,355163,515088,799956,1281728,2333603,4579555,8880222,16820984,33669316,86506242,137098647,326897594,860111367
288993,259008,354734,533574,799727,1251457,2388062,4612139,8871973,16965771,33595055,86728816,138869519,327191423,772848779
289899,273794,354857,527582,796688,1256036,2347754,4981677,10538198,16779389,33611583,86602523,137329838,326123102,771259790
292142,275531,359459,501452,792857,1246716,2913109,4598424,8835558,16923448,33404478,86177101,137319011,327494213,772861058
289243,274743,355678,501132,809563,1268625,2349055,4653244,8885646,16767846,33637532,86932966,136742811,327462177,770165457
314132,275134,337033,497205,783746,1242167,2403402,4548343,8951537,17166660,33581512,86006366,137148017,327410102,873404182
286575,299348,463892,494132,744079,1267935,2480344,4687493,8946278,16990347,33615537,86372583,137093686,326055732,771625884
287800,273802,395701,495233,710463,1271367,2360945,5086474,9068766,17116869,33504620,86981323,137228572,326518799,773311838
294262,258515,374231,499970,705709,1233779,2352070,4660170,8942089,16963708,33619445,86746037,137068349,327664022,772194800
280794,288349,375537,491456,710895,1268960,2352594,4616908,8879757,17011532,33598587,86270168,137168500,327451935,772802381
292801,274737,385567,496938,729999,1267754,2379243,4619076,8928902,19224488,33647774,86791573,137182522,326934854,774555320
278925,274881,373288,513280,708849,1267327,2357783,4652521,10567758,16966872,33645259,86651110,137631726,326691298,772318083
291835,280167,387945,496174,723880,1267897,2449215,4958078,8811520,17057872,33574284,86770247,136885915,327752146,770781276
279109,274852,377817,466984,705884,1272915,2376040,4565935,8944182,19184981,33568470,80593034,137228786,326463418,772571897
280584,286564,377799,477000,713801,1261008,2353752,4647190,8833468,17062113,33573753,81679981,136833760,327579288,773401161
282477,275027,393370,459480,713560,1268155,2346049,4629518,8969777,17247272,33503204,78258796,137467177,327577132,789685277
280366,283199,371649,463608,715760,1269563,2360969,4634675,13169205,17085938,33716644,77065449,137181281,327009133,781984012
280752,265353,382132,494597,703418,1266411,2344211,5004967,9154688,17243728,33512191,79755570,137012114,326664844,811386683
280061,275177,398180,473476,717770,1256972,2333498,4626340,8956839,17005645,33524022,77411132,137355085,327527073,811911542
289248,277617,402155,469153,735307,1343345,2325248,4637557,8924646,17250285,33451838,80954320,137080642,326985646,780462594
281725,284472,394330,468841,718827,1285707,2369821,4668593,9009778,17094791,33465692,85492152,136831829,327196860,785291244
284201,275091,404429,467531,759919,1263725,2310453,4689387,8930577,17234448,34823070,78010974,137007521,326997680,780808644
279903,276889,376800,464718,748088,1275709,2343200,6916893,8907865,17042524,33688716,79649361,137140149,326629066,782201640
280534,273595,380265,464193,746152,1307568,2326097,4816599,9039125,17387449,33624227,78723355,136895462,327683492,780001284
280124,273968,375444,463330,745324,1293850,2339768,4811603,8681402,17062791,33549496,81716488,137209258,327495588,778537158
283425,281181,381132,469845,764694,1313575,2372959,4853793,8698705,17284637,33661089,80085563,137985727,327679282,780429052
290494,275591,374805,487555,777041,1301642,2344167,4775183,8537477,17091266,33559311,80332046,137351563,328054424,788235049
286210,275568,375975,473718,743476,1291124,2344429,5271439,8398313,17221642,33565049,80981393,136954473,327185692,780418327
282671,274525,377139,465539,750876,1287387,2345940,4699462,8379411,17072761,33608431,81316974,137056182,327783865,780044325
274364,280207,388609,470004,760793,1285196,2332720,4581153,8399002,17021976,33555335,86681513,137234282,328233752,780955612
275762,290900,377095,473373,741836,1292057,2359799,4428304,8633538,19167476,33572769,87025650,136954634,327963584,780650557
273696,273935,403298,469598,763851,1261851,2363538,4444895,8864359,16990780,33544559,86974270,137003550,327923357,781775289
274059,275136,385347,470003,742700,1290596,2342688,4844021,8553791,17062951,33540375,86726915,137257770,328204858,780230499
276710,277646,392300,478360,749667,1298493,2338452,5492805,8452183,19203109,33611270,86805285,137238434,328406867,781633071
274971,273333,376686,486441,752813,1496111,2343802,4433501,8408106,16913274,33587699,86485831,137345926,327854521,786469221
283988,279105,383683,479183,754648,1456602,2369175,4235299,8517522,17075624,33527423,86815437,136765024,327911205,779268173
273541,275212,373666,491551,752280,1396827,2356492,4317268,8919604,19223412,33524288,87598344,137365153,327354303,778307460
284380,275544,377570,507148,768110,1236351,2369623,4610659,8684112,17164362,33614468,87472248,137366319,327703197,779389190
281159,297552,376668,502933,752436,1230204,2314174,4284173,8567529,17089584,33645268,86584999,137065987,327542337,778804160
283770,275564,375339,495900,760371,1212670,2337641,4359562,8456645,19220149,52326595,87167417,137223069,328001400,781983145
273709,274261,425757,500028,778345,1217781,2358474,4267465,8386601,16922329,33561640,87140086,137114543,327703513,780604798
272925,277704,390592,503952,760930,1242198,2323620,4329450,8478290,17135968,33585213,87046780,137026864,327792752,779763865
280204,274269,381206,502942,753131,1225299,2620974,4652506,8881893,19001965,33602844,87457016,137142431,327675774,781673669
276083,274470,377122,512991,754632,1221651,2479582,4323448,8683861,16978798,33577206,87189218,136891881,328518888,777256599
274360,274474,378668,502259,756528,1207948,2418181,4392975,8591367,17016877,33663888,86972796,136917903,327613705,772462610
274524,275587,386313,497817,764814,1213778,2409740,4194209,8821903,19274780,33643617,86947427,136746479,327751367,774236824
284911,2393608,372867,502312,761312,1204606,2423913,4243008,10131100,16997076,33671910,88235061,137322911,327978932,769430797
271906,259385,373914,494130,772019,1225213,2383545,4933827,8805894,17245602,33566289,95814738,137357033,327042518,771281597
277707,281748,373724,499642,781584,1203924,2400449,4561294,8937409,16969049,33541331,85795167,137473196,327768156,767919437
267971,275716,387263,505066,752449,1205705,2358234,4560457,8815935,17240407,33525564,87420719,137092694,327734555,770710595
292230,273424,393253,505555,753917,1193348,2376947,4336997,8884144,16969088,33630155,81856269,137178139,328007716,771446365
265557,276348,399548,514183,762257,1237655,2377723,4465883,8816838,17284522,33496726,81403885,137155915,327688951,772132513
274207,266730,401545,502031,761496,1213013,2434762,4902242,8948723,17053425,33491880,81741369,137614756,327738951,768038253
267243,274979,395251,514840,762278,1196609,2352821,4518293,10187532,17252861,33568656,81213729,137175287,327412842,779893418
270055,279536,374526,499758,764637,1222650,2361125,4534076,8964462,17128814,33514474,80886303,137542955,327470747,767440139
268391,273616,386312,501020,774784,1191140,2361330,4554633,8783320,17239560,33631494,82153960,137266921,326961902,772401987
265451,261930,375072,502479,755654,1197492,2390194,4517692,8894601,17111045,33589047,80725220,137368440,327568880,770516734
267887,291661,374286,515483,768664,1195285,2337992,4927235,8914451,17155485,33685968,81603665,137043638,327549320,771909705
273207,274853,392593,502760,784311,1202565,2347256,4640523,8992941,17016243,33653447,81824872,137562397,327683247,768800896
274907,274093,373157,503148,758128,1211202,2336134,4489472,8919934,17092797,33575977,81571552,137258885,326267352,771457029
266368,279483,371066,505445,732480,1199124,2367061,4504932,11437824,19430749,33520219,81601619,137552412,327125190,765843202
277248,273757,391531,513505,721827,1202831,2369573,4527988,9123539,17064822,33628953,81678521,137470317,326935707,769624618
270292,274855,398874,503607,730527,1217325,2357089,4871849,8925856,17269581,33490104,81136161,139877487,327379383,769291803
280112,272107,385888,517883,720160,1257980,2346020,4584931,8984726,17053875,33623745,82149327,137452097,326711620,770386602
266726,277536,391101,507448,738868,1201544,2356408,4644288,8983555,17262746,33622802,81103294,137650081,327261556,767227255
271084,284338,398020,497491,724219,1256442,2320892,4605619,8989112,17043105,33503921,81625565,137322411,327117123,771512109
266540,273894,402428,506352,737363,1311699,2340878,4591249,8981893,17277255,33587782,87646861,137623844,327886798,766478090
268590,273281,383887,505590,722336,1269183,2334290,4970696,9016881,17042893,33548328,87429273,137662948,327268685,771326611
260363,282409,376910,498686,735728,1318197,2358848,4568679,8969859,17286212,33564671,87983899,137601101,327455582,767672150
264410,274043,393285,511357,740486,1278849,2349503,4550031,8963339,17072364,33555866,87702176,137871136,327270202,769469047
261932,288683,382530,475758,729157,1300392,2327975,4547364,9005344,17257373,33657982,87770654,137999591,327189157,764571850
262066,288988,392158,468296,734976,1271545,2339530,4581033,10124664,17028266,33594469,87333702,137426144,326972292,769381790
266989,319232,397183,468864,731157,1279896,2357186,5001168,8979729,17285921,33486036,87701573,137495243,327455229,764139025
262778,304950,374451,472596,725481,1279453,2350744,4669858,8982134,17052665,33579857,87396998,137660252,326745733,768237539
267142,323992,383591,465068,792518,1293197,2349534,4664045,8951357,17288561,36881761,88019292,137908216,327561148,763524593
264674,305881,390256,472537,784685,1279431,2358110,4620493,8940379,17037372,33589991,97000567,137754976,327136979,767835456
269430,305094,387323,465684,791670,1264455,2300517,4610299,8998985,17258766,33626429,89427114,137812139,327072422,764458336
262940,300854,389394,477130,784460,1262852,2322431,4922872,8939067,17022929,33557187,88816963,137671986,327833431,768728681
268726,330058,375305,471994,791689,1283975,2364477,4571594,8990396,17236466,33579597,88774082,137426581,327246062,763767654
259773,326413,372191,481527,794917,1276683,2335840,4603719,8747274,17031854,33649967,89024565,137313056,327472242,767908057
270495,314918,369604,467071,792345,1278142,2308011,4577230,8776002,17347239,33609828,88986304,137554084,326130879,768908086
260096,330168,372095,473610,794335,1257467,2314075,4582351,8674390,17102122,33667511,83911280,137679354,326596901,766785936
271025,310686,383341,476445,803939,1247179,2335342,4873352,8514093,17334881,33472376,84299453,137542807,327459512,764773014
262691,314381,374058,476371,792502,1248440,2330603,4520793,8391360,17077882,33677616,84280959,137535845,327691617,773796463
274445,298893,365608,471897,736186,1271636,2329117,4686946,8345220,17341956,33606483,84131089,137730384,326607851,765205619
263388,327685,372391,477103,742826,1252514,2322670,4686926,8609805,17099147,33666489,84212042,138018687,327160451,767572132
275761,312361,382461,465609,745094,1268011,2326940,4691887,8618788,17319468,33565356,84065786,137695156,327018679,763796090
264344,305778,382404,474286,723683,1290088,2351133,5108101,8442581,17132835,33721224,83815162,137417022,326270913,767361461
264715,308099,377716,476233,720240,1269366,2316358,4731731,8336379,17238633,33614772,83665366,138316042,327061428,763945865
257409,297638,390179,472641,716561,1289132,2333698,4667306,8254346,17065928,33519440,84256950,137583499,327453794,768839950
257218,310162,714129,469130,728292,1272285,2334667,4580795,8321430,17241521,33578262,83768058,137414076,327364964,763093049
254353,310526,393474,471315,735551,1305905,2294555,4604359,8549063,16969099,37475359,83728515,137466157,326817717,767475464
255307,322254,395909,466744,723170,1295409,2345790,4967233,8628925,17219739,33684609,81987919,137590751,325379428,763226823
255463,316984,383394,471973,730808,1305135,2335337,4564641,8791172,17099841,33678360,74098767,137793023,326096140,767867621
255865,298434,374843,458835,728904,1271031,2327771,4620833,8543684,17312083,33696606,80636570,137595589,327542526,764856986
257263,314908,379780,528973,728852,1340702,2366717,4636099,8665588,17052124,33678594,82637391,137700561,326032580,768514940
255314,300934,383323,538324,736581,1317047,2342040,4531818,9594291,17356203,33691622,87831581,137534766,326715578,770889307
252531,305815,380484,538232,719947,1381265,2377392,4930673,8642700,16973787,33676542,92734431,137677922,327170988,767111085
255820,315359,386546,535136,759949,1255858,2342829,4579579,8910262,17302254,33636825,88075284,137477226,327144248,763925583
256623,327499,383723,532577,752306,1231481,2399647,4565656,8712488,17143288,33560691,76641742,137429537,327666791,767840295
257211,314514,377260,535937,771860,1250877,2326778,4587938,8788984,17336079,33645162,81284313,137631808,327821180,763825763
261216,309669,377463,527357,791501,1257716,2305211,4575886,10143921,17042908,33641797,75911417,137494606,327067882,767437881
256616,328838,337384,536791,763339,1252249,2350997,4894060,8707348,17273329,33539427,80928867,137475444,326914279,820997884
255597,295631,357836,521055,768502,1251510,2319243,4524671,8829701,17030593,33666648,85571444,137362738,326766248,765983233
259096,304966,361440,527008,762049,1248781,2350207,4649921,8858853,17364077,33673684,88125967,137487029,327159509,763353368
254274,318486,349989,520353,762947,1244920,2316699,4603091,8826306,17171358,33529729,88695116,137146925,327025908,766562549
256483,311104,380249,544460,789934,1245576,2326771,4605141,8803038,17279873,33597479,89640949,137525463,326605868,763117853
253134,298021,345970,530991,778751,1246431,2347658,4917449,8819445,17043607,33602211,83873306,137551449,327530731,800442166
255642,326244,363749,543730,789583,1233696,2359844,4463287,8922699,17288892,33645756,86713865,137878313,327018652,773187919
253483,326703,370517,523156,780383,1239572,2407714,4499287,8927606,17147658,35679452,82879999,137827050,327614969,771141011
262375,297076,358177,529352,757713,1314946,2367602,4340902,8939153,17084757,33610362,82628801,137681153,327842455,767355489
250832,305624,334872,532944,779652,1277855,2347862,4366472,16383517,19476494,33639112,73410461,137386252,326858568,770367479
255656,316956,366681,533044,787463,1276770,2397128,7318116,8877903,17058203,33606670,75381285,137389579,327515271,769200019
265855,298312,333675,521963,776371,1275247,2407823,4336725,8936411,17183311,33572144,72417061,137549461,327447658,778654880
252292,287783,363386,527200,798285,1266838,2433119,4382548,8918207,19104163,33539891,74663001,141273692,327058271,769731433
260650,275520,359538,518862,785354,1243176,2386214,4251515,8892135,17023214,33660781,70318149,137429019,327277357,773031762
257397,273552,358545,534361,797341,1254958,2405518,4293493,8918855,17067482,33665745,75319826,137400598,327237585,785416290
264093,273451,391360,526687,784694,1262930,2282675,4633646,8925757,19107774,33753273,71261512,137910321,327274328,773361332
257254,276589,367046,515408,796089,1254206,2343510,4331279,8886833,17075902,33748623,82321918,137374949,326938908,766811024
256251,275183,347141,509602,777485,1221762,2674303,4410116,8872444,17131937,33900075,83538579,137375788,326140788,769417424
249449,292722,361032,508044,787824,1224585,2540892,4739277,8942467,19169289,35252149,82491476,137837381,326710145,767803902
258844,269795,330447,515300,754225,1230440,2452770,4577688,8944957,17030549,33636275,76451010,137743433,326690362,798043555
252800,275685,361263,525188,734456,1225615,3179251,4923979,8937642,17198656,35565843,81333580,138254802,326860857,770489442
259417,284873,362628,510823,718604,1213051,2442582,4373778,10415729,19096852,33641894,72413391,142682927,327402272,772720236
253221,275969,335251,518609,723795,1321174,2444457,4421911,8866646,17012453,33613594,78835583,142831597,327517474,832085938
248672,277548,362931,707215,722179,4132450,2480092,4358535,8723704,17168288,33649319,74065959,143338909,327771449,771496130
254850,288114,360956,518012,750620,1288886,2490474,4360905,8865937,19184259,33645877,81484912,142650423,326691435,770158004
251926,268043,355289,511932,724497,1276267,2419459,4721877,8901547,17043670,33721065,75368287,142637272,326933198,770945796
251214,292007,357763,514692,723970,1268777,2416322,4334438,8882695,17093813,33580707,79405420,143422674,327937261,768846183
263403,275171,337803,518671,719805,1283254,2443421,4428275,9455974,19139717,33738820,87451396,142743203,327784982,833340179
252738,275107,369454,515581,723266,1266707,2399727,4279328,8905159,17002002,33630876,96597818,142382900,327559800,769705148
254527,290464,368110,541837,718826,1283463,2415634,4367212,8889742,17194535,35190130,83004240,142891174,327088453,790737779
249371,266561,360126,515164,733067,1290926,2437988,4618055,8993407,19193043,33604430,75474076,143183271,326965639,814290340
244389,275430,366226,512106,731374,1277375,2361431,4422246,8991576,17114398,33705575,74664508,143397725,327179277,770453383
249487,274504,364310,527974,717721,1276511,2378869,4516668,8954046,17343732,33648746,70701538,142620362,327050024,767132590
250851,275694,365970,512695,720162,1271393,2413057,4315037,8924363,16977709,33742022,74329479,142763227,327226821,831969005
245267,279704,355614,523864,752776,1281986,2324735,4344025,8714458,17277304,33615113,71447349,143211521,327398291,766571214
246385,274784,354413,519483,747565,1275188,2403427,4633855,8598027,16926178,33676564,75001159,143452433,327302050,768317037
247265,274282,357835,509771,747118,1257036,2397555,4290591,8544796,17254482,33633548,71360600,142974480,327282763,767493146
246885,278864,344642,511831,752949,1259213,2290764,4448384,8552921,17096209,33705424,75110135,142599578,326520949,768025871
248143,268690,352290,534035,767050,1257307,2368554,4254289,8473046,17304449,33635940,71207302,143114651,327052256,766506535
250389,275501,353051,534064,764581,1256024,2393746,4529485,8746967,16966607,33692992,74083005,142647563,327647980,775268196
251666,275585,395446,540107,782420,1260399,2336637,4811647,8580583,17225835,33667062,73087305,142788905,327756595,766110081
245964,266236,379117,508244,760806,1244487,2339829,4387277,8832371,17041378,33674950,78101009,142845567,327217775,769221056
257359,291278,386349,531444,759972,1255311,2365032,4489519,8494862,17315120,33581950,72322403,143084359,326871147,766878050
245068,275989,387425,522259,750256,1246757,2288529,4309044,8451746,17055339,33658341,83076103,142417714,327391235,767768370
244377,275444,380098,519582,749120,1250339,2362226,4377243,8493115,17149118,33576783,87533928,143032973,327147122,766196074
245795,294742,391792,531341,765381,1251401,2352645,4708579,9141911,17040797,33651390,89326302,142668117,326963266,779407507
259018,275842,385288,516122,763573,1234823,2353356,4306576,9876348,17297286,33687357,88681409,142951287,327430615,766528332
244882,278582,395758,509837,751701,1242524,2286740,4397759,8839672,17039773,33654482,83741893,143019136,326925553,768412745
252875,275933,379812,526774,761447,1244595,2321226,4282512,9153013,17236428,33707946,82274378,143121359,327325813,774423468
245635,280448,381722,515987,762650,1244057,2307682,4305654,8865992,17057803,33649687,82616663,138404837,328688226,766812432
259062,292059,378904,530139,754755,1253390,2385669,4686908,8803030,17359238,33731725,83116505,137733676,327172774,766766785
246075,278156,379116,537218,747166,1239903,2360934,4290905,8666297,17058369,33680827,83072441,137297623,329430672,770701310
256779,275937,381551,524143,745561,1246022,2353577,4390142,8952629,17301123,33617907,83656656,137108947,327107614,766417213
255580,283965,376482,533761,755932,1278705,2338696,4342499,8690777,17097227,33606659,82869546,136887390,328700559,768498467
249908,275843,392809,516844,764715,4787215,2338263,4336087,8613153,17171688,33677853,82364963,137197395,326800518,770235331
242815,284260,392826,542143,750492,1561543,2345846,4632897,8769540,17095751,33726680,83702662,137056058,328129558,767244597
251378,274431,379966,518498,762495,1335769,2327237,4269402,8754492,17313868,33640880,92298560,137492796,327269064,765656678
241397,276732,409646,538124,762058,1311129,2294290,4362106,8678397,17143670,33678510,87785443,136844816,328596605,770334979
241923,288499,378003,522794,742253,1311743,2350205,4260244,10105538,17369542,33686931,89240104,137281037,327159970,764380813
240699,273569,378293,511874,759999,1312819,2378907,4682679,8690431,16988342,33679705,83673321,137294003,328788838,766549629
243000,274596,389445,516590,758607,1315708,2332722,4944581,8562978,17324808,33648240,83657227,137414544,326634504,771598529
240196,291773,379518,522836,761536,1317182,2416634,4549059,8662654,17096514,33993678,77529878,137407020,328618230,766454998
243276,268721,388960,527742,761914,1289590,2458773,4627387,9332284,17239849,38224236,75231195,137374482,327056284,765213423
243376,275046,388003,511014,760754,1252481,2396399,5029243,8767604,17080757,33675466,75242535,137330255,328883069,767887612
241807,274571,381355,527053,746816,1257370,2427522,4644520,8847224,17353278,33635996,73608575,137501986,327386730,764930459
242750,275631,388015,516250,742886,1253050,2352512,4988172,8816189,17055570,33589923,73345970,137640074,328464601,766799884
240030,281385,382183,518663,763604,1241503,2389508,4758556,8798816,17308619,33662783,72183579,137928041,327288614,765236419
251224,273426,381229,510912,762951,1252472,2364312,4973469,18613869,17032670,33612441,82370499,137243742,328767983,766564798
241432,276227,398048,527566,763403,1257297,2421000,4754706,10376721,17248489,33574906,84129072,137124616,328278068,765571557
253532,282472,397203,513904,741658,1258473,2410522,4719072,9114136,17012794,33571756,82864265,137151481,328789336,769771272
241338,273824,399177,514423,710298,1260532,2372707,5027121,8753658,17305023,33719315,83735169,137326582,327265703,764524922
258986,1807525,394042,528831,731720,1248731,2423041,4650537,8859457,17042781,33666226,78848283,137534269,328673347,767314170
242574,279282,348987,527472,710877,1256969,2381752,4636162,8797719,17300670,33638570,74426995,137356861,327537245,769694573
252693,280440,368066,512896,710610,1234784,2383501,4596582,8779939,17047407,33665912,74210619,137564143,328913600,766039407
250537,268225,368966,518356,709321,1263811,2413964,4583568,8816940,17324233,33703851,74235668,137475567,326817394,764561385
255441,301166,369884,533416,709411,1303599,2427772,5065231,8829528,17083435,33656225,74104154,137193014,328154184,769057219
235644,332321,367319,551850,721426,1285911,2366444,4666272,8924609,17268749,33520847,72504292,137694050,326712602,764422790
236080,309916,375909,514373,707372,1296463,2391179,4641244,8943310,17052661,33652340,76868879,137188974,328503333,766885256
239796,317829,376101,538092,713286,1281561,2419921,4704090,8928167,17379858,33699208,74231555,137216244,326178230,764838789
234137,299764,362785,513340,711432,1298834,2386491,4958350,8958813,17093020,33666648,82426997,137231017,329594957,766395983
236284,313937,358255,533357,736593,1286653,2418003,5029386,8929269,17328514,33704609,86454118,137449457,326981637,764388737
237349,319482,357584,529616,716899,1272578,2413930,4628390,8955382,17150443,33723999,81888396,137273806,328618473,766428448
236198,318582,346596,529478,712140,1287162,2413589,4619114,9015113,17346516,33662996,90021778,137221425,327410582,764546054
251679,329306,359291,513519,711213,1266429,2428465,4584099,8988391,17081793,33714504,81706161,137202707,328532638,766624300
236645,306448,345231,532570,763661,1273986,2391269,4605711,8953314,17391188,39964401,81968335,137167107,327180171,766227235
239464,311690,358038,514388,762890,1271880,2392332,4915833,8825551,17064132,33558614,81301185,137626136,329157694,766673409
247492,309549,341219,517578,761032,1261991,2411873,4611284,8779083,17231690,33494465,80838202,137503800,327018986,765202957
239353,324496,359471,511387,759793,1277465,2403932,4763815,8974559,17110638,33595722,87189480,137689171,328452738,775193249
249813,319297,352964,538501,776563,1263204,2406690,4546839,8779691,17258798,35324415,72628673,138239251,327321873,765134261
237558,304378,368093,513874,751730,1281345,2412060,4511272,8750421,16941534,33469178,81550215,137822742,328847432,768088535
237723,308672,366622,519055,777492,1279553,2367205,4854097,8591957,17257879,33469163,79546216,138138055,327309461,782292752
237326,296459,365023,510556,752708,1247697,2351249,4400235,8466860,16990185,33616716,89125736,137928123,329903993,770687650
236445,312423,363460,528578,760983,1258124,2360432,4504044,8318286,17272290,33583310,87637486,138153334,327325698,767561112
238795,324079,357747,539606,753025,1243720,2347696,4344841,8377232,17093015,37800928,89573591,138004999,329089490,771692362
236925,296712,371905,545069,758106,1257227,2640252,4400261,8222040,17334258,33473450,88991969,137903673,326456067,767280158
239259,316922,359105,531948,774197,1266531,2447607,4729464,8597674,17113345,33607664,89423900,137829749,328569588,771294486
235927,318551,354445,523725,755181,1237184,2409701,4611471,8555031,17185657,33528989,89248269,137940379,326951611,774821700
238302,334042,363266,537051,773218,1286835,2438487,4601397,8605661,19324707,33147022,88162575,137891509,329575327,771110854
239281,267367,366603,627541,745056,1276723,2365687,4412683,8293368,16911792,33494301,82871284,138968946,326753290,768139509
258296,276707,350431,519442,767981,1277588,2380677,4423729,8413913,17248229,33536292,82965157,139090181,329090948,769910525
235728,274719,351921,526382,777860,1271098,2359677,4763465,8641044,17038661,33697776,82509775,139162158,326882281,767402775
245963,275291,357921,501827,742712,1346333,2380721,4446546,8686860,17146574,33623180,84194794,139108734,328525158,771286861
235037,281509,357994,515531,743307,1351871,2357189,4596141,8668390,19258051,33710800,84886266,139950841,327223776,774704103
236194,275169,355129,505581,744456,3415303,2369700,4467640,8907658,17020791,33675473,81353661,144369536,329170282,772053384
240016,268945,356494,516304,743360,1325295,2360141,4453287,24010278,17171129,33711934,72962759,145149498,326622863,767764125
234228,284472,358418,503293,767345,4778077,2407349,4765115,8785315,16897914,33778992,77865222,144663630,328719105,772596421
234488,275231,355883,519522,749578,1305383,2398019,4414846,8637017,17100777,34464780,82158116,144518046,327845483,768610493
236138,285639,357164,571348,753047,1304292,2347604,4490514,8947021,17009401,33592634,81417819,144688861,329427331,767310016
233531,272393,354711,512808,741674,1316339,2376280,4495650,9081174,17185587,33598758,78716911,145042805,328234128,771990651
233969,274113,351289,502061,713117,2880419,2369778,4614977,8766172,16882577,33628564,80388007,144329489,329572028,767000194
263010,280863,364677,511351,714114,1303444,2377770,4739527,8838995,17167085,33528518,73760013,144497040,328231507,771638499
240001,272321,376265,495828,716269,1298782,2344182,4390152,9881262,17065616,33680647,79554579,145367741,329438870,773731333
248585,276278,387924,513257,729469,1289745,2338865,4453026,8685794,17104566,33525174,88178492,144475080,326952324,769503083
236660,269929,403453,499469,725566,1295622,2368247,5428911,8945676,17078232,33684570,80042973,144744418,329516776,767972770
240479,273671,380979,505542,725179,1286937,2364365,4376002,8878964,17183981,33580924,73431143,145232726,328505449,773668152
237259,281206,377546,943630,714350,1309510,2337865,4737655,8939749,16925785,33748663,76124414,139437024,329058142,767429615
243340,273572,389126,510105,715001,1352785,2399445,4790616,8913905,17159282,33434833,73460466,139212122,327941696,765705145
235686,277715,380449,504224,709626,1338704,2403278,4723334,8764344,17012907,33568442,72920441,139055854,329262309,763510368
236757,281508,388041,503165,737821,1317766,2430917,4611163,8827545,17218614,33622331,70962647,139613618,328147466,775542166
233341,272627,391429,526407,712874,1321465,2423733,4660213,8722343,16950333,33611816,71931607,138890790,329319277,768182843
233815,273203,393964,509582,708163,1333898,2410245,5030760,8931222,17218066,33778468,80513142,139208263,329083626,823909187
234451,273770,395988,504687,715998,1321580,2406843,4616085,8766627,17041413,33481057,72087886,139042153,329458028,766861180
232015,274370,389091,507560,711392,1328180,2415616,4616862,8601887,17200759,33345770,76215008,139104319,328200095,771942977
234311,281278,385533,502531,742823,1334059,2407347,4615246,8497307,16908680,33581285,71386077,138816474,329744450,766608058
227947,272998,388336,521714,760438,1327430,2426431,4608736,8682102,17156118,33524648,76604827,138904435,328219999,766889665
244494,273222,395152,505919,753850,1314130,2420610,5026728,8467550,19145418,33471850,74107727,138956049,334692103,827588101
230782,281593,399946,514492,751042,1333565,2390698,4565328,8797008,16916710,33401873,72615169,139109046,328665854,746429835
235149,270782,405712,517987,770345,1300576,2409094,4561315,8745622,17162778,33432985,84042871,139035282,329346515,745689375
230951,275868,391107,502081,746289,1314491,2433347,4642498,8682507,17046965,33420698,74491025,139139958,328956536,786104471
231866,271643,395747,517140,748879,1317360,2396014,4576582,8643925,17101341,33488938,83095306,138921848,327260553,746284248
232473,273317,387631,503459,771925,1293706,2388669,4965216,8521887,17118180,33619667,78855516,139101260,327162002,747102035
228325,287799,377994,518401,761992,1281762,2422959,4580667,8431496,17162521,33452790,89284922,138864010,328191367,745595244
231404,277141,389621,511432,753980,1299876,2419362,4647136,8546286,17067995,33410789,84065379,139113606,327724318,747558299
232783,267178,380343,511180,761242,1288438,2360860,4720091,8858174,17094339,33504107,89701072,139365507,328396242,745614258
239936,282467,378472,509202,738680,1295609,2368794,4703704,8704337,17065771,34316413,83608567,140754029,340435367,746589012
229823,272633,388990,517065,768577,1290716,2414819,5110375,8657204,17135568,33422244,76240638,138648795,328257804,745382700
