FP32 inductor 16,FP32 inductor 32,FP32 inductor 64,FP32 inductor 128,FP32 inductor 256,FP32 inductor 512,FP32 inductor 1024,FP32 inductor 2048,FP32 inductor 4096,FP32 inductor 8192,FP32 inductor 16384,FP32 inductor 32768,FP32 inductor 65536,FP32 inductor 131072,FP32 inductor 262144
423900,590480,699481,674343,871108,1144322,1666096,5395865,14420267,25731303,46333187,150935557,147200004,268664550,524203681
430853,612939,699076,695915,934221,1123016,1735732,6663236,14215534,25283885,47167211,149811807,147443369,269227659,531349248
427272,601708,703066,718584,899601,1216553,1705426,5251862,12867865,25617346,46221786,143449872,161202693,280286321,524310127
447541,612600,706828,763009,932672,1377388,1745548,7061187,14597627,24652094,47198938,150442310,187612254,269147651,525296239
445479,603449,695936,749610,918469,1140622,1651987,5720730,12768842,26466755,46308938,138545249,144974619,270157292,535603100
434546,613897,732217,759475,895487,1421972,1565659,6617276,12819055,25242739,47182110,124457995,148841921,271897818,531497792
437425,581528,699345,747508,976283,1352442,1749577,5478351,12687353,25716750,45480769,138835085,177691123,287208205,525685614
448734,611540,719879,761339,966234,1221032,1710393,6440274,13373262,25363452,46897399,131511233,131474879,260658656,501443320
436970,601646,704590,716461,910066,1307724,1759814,5163376,12839506,24625050,46144650,131523604,160542228,266146332,493650406
433216,603843,698335,746665,996388,1309336,1682167,6177553,12782583,26227075,46805719,138699628,157505087,276712997,491899595
451557,580020,716948,783019,932247,1305009,1858991,7226401,14562223,25728241,43453215,131559283,145787212,265720231,514761828
438255,606177,694951,738571,992130,1233059,1556880,7913858,12734749,25438227,46872031,130955840,150233179,270712678,521480406
438685,621540,703154,740344,963451,1215593,1644627,6309959,12720473,25782505,46276050,137961670,141990801,268325523,494189546
449084,620507,795917,770389,936128,1361802,1621021,7336625,13243297,25401849,46885232,138304934,144966174,272830795,491919131
446486,604858,789792,740743,917456,1373107,1803591,5790119,14602005,25712206,46199067,145290381,144291107,253753427,493927283
435773,613867,792647,766513,922769,1208207,1695345,6850139,14122327,25514705,46937856,141428903,147766195,259562523,491765437
448571,610369,776719,729160,818699,1185485,1626008,5446281,12601253,25717414,46174681,126531933,147015460,272135302,500072619
447704,604745,792205,759136,897085,1371546,1621562,6417176,10115285,25432574,46817982,134594923,148917259,269759843,485930175
433365,601071,786433,730636,907171,1366366,1752670,5142393,12379407,25718377,46118131,141577659,146856948,278927289,488434678
438886,617196,786583,735758,1006211,1212010,1629081,8080774,11385519,25293613,46915207,142103371,148961890,270964542,514129529
444433,601279,786395,717656,951264,1195411,1676985,5134851,13017444,25660564,46135670,146735746,153473485,277036257,499339171
436682,596012,781917,735086,928596,1389379,1680559,6158515,13022863,25260972,46975862,137084176,151023195,270610469,483525698
438716,610844,773429,727967,909195,1176694,1679485,5156729,10745931,25630121,46286451,151185639,161016109,268689679,479592023
447211,597782,780945,742092,906153,1339867,1615396,5943290,12612075,25404752,46853898,148658546,145335730,272355074,492143155
435706,596500,775597,723745,859004,1377445,1736067,4962769,12559656,25706550,46210875,143469098,142356403,271965110,473924590
434491,592879,793351,744317,932824,1216570,1636165,5906231,11534775,25367163,46865236,140185006,147576619,286244736,469997728
446827,590719,808860,728557,882410,1183613,1632881,4809308,12728973,25692922,46190614,143006354,148285871,267966302,530639710
438608,620265,809347,741636,947750,1250806,1700029,5861051,11403650,25500964,46878956,147976659,153781760,255530981,516971417
440184,606861,789029,726696,906727,1193587,1961751,4887882,12654796,25688772,46200091,149010540,147032890,275121023,491472682
444940,591537,787825,721589,1040689,1266987,1730986,5937459,12144985,25303474,46755196,138997310,145311337,267948319,497366001
447830,576049,793247,713415,987033,1191677,1701080,7194294,14135298,25567825,46245841,141785247,146099665,266085435,511841665
435985,617351,795201,737391,977234,1308710,1622484,7885049,11617811,25378925,46737809,142199083,143338912,272850910,478006109
438679,603701,790503,722809,933033,1371467,1673380,6234989,14372067,24481296,46269986,134353257,157915000,259580197,490334727
447897,639778,786663,735300,1018195,1210200,1612959,7289423,11536790,25389297,46842204,133794099,150277488,292250033,470016151
437300,664886,827704,753871,976330,1301165,1605184,5670293,9999982,25738681,46207084,133698792,147508488,271317937,459735435
431643,683155,801318,676343,944143,1255669,1604760,6601956,12347626,25325691,46736054,141293197,156974638,272975066,483967071
448854,654322,853945,653948,885956,1161035,1653827,5278109,11280460,25749184,46145579,140608212,147844274,265006797,519969886
428866,660439,802988,661311,871084,1271320,1646544,6299352,12564153,24609620,47020395,142132516,151973755,279114962,481592572
434845,662387,837439,644842,894323,1165586,1649625,5030481,11771132,26639015,46129019,139586041,145072647,273793603,472739338
444262,665141,810273,724130,873116,1315549,1645312,5968299,11850185,25324633,46651261,139383405,157176475,282758780,479171033
442411,675771,802701,661811,832331,1248188,1661152,4744167,12641168,25859529,45972730,133506491,150181832,274873112,519044318
515875,662757,793785,674611,970188,1214106,1869317,5853682,11230611,25393614,46698966,140159086,154554598,281149901,530816830
438200,636727,809039,648011,936506,1179826,1757842,4711861,12478252,25660548,46343221,139599701,150679545,278319554,493378432
432358,620483,810093,680869,972345,1410542,1696094,6008824,11749251,25436619,47054520,132595940,153113484,275766956,508549922
449893,609211,812453,642640,920847,1196058,1710634,5015100,16284778,25593535,46407669,130696218,147674584,265084303,490441344
443742,597671,785425,659321,905415,1327510,1680035,5987994,14363638,25319660,46745456,138016069,152334241,259140959,480781020
433917,608894,767809,676679,897140,1379494,1840034,6099276,12455493,25470150,47666239,123343535,147244960,277579928,506801254
450203,603288,773012,673545,899971,1286925,1697992,6761837,12486131,24475043,46583134,122133667,147626638,264788568,485922045
442051,619651,829681,656795,847529,1663752,1714070,7501565,13186440,25593140,46044831,124015647,153161503,270525869,477046627
432879,620393,828007,674826,912820,1713749,1731717,8005570,14649124,25422106,46615171,139260146,148435013,278168801,481519246
445161,605084,774931,641921,902863,1659540,1701445,6315355,14288986,24515783,46026218,129048592,145244627,268458396,491806832
440679,605492,781940,651354,931007,1561354,1699150,7170950,15293641,26263460,46719233,129529464,148092780,267408362,483325409
432261,612080,772290,646542,1120354,1469942,1714938,5758345,14171224,25655057,45937762,129394735,147358661,275779297,491495910
433670,606368,784876,674540,1027146,1338123,1660046,6576727,13081281,25401181,46775398,122739421,147729562,275988647,483492182
445145,591201,779401,662043,1022423,1376642,1710469,5418427,13028425,25767665,46105353,123185811,148361863,264522365,481193850
424447,642789,779676,670119,1021664,1330724,1632880,6520133,13814475,24734969,46591662,122839043,150637036,271245244,478048396
423305,593384,771853,659971,937564,1328047,1697359,5215563,15109845,26714794,46029622,129834740,149341683,265085278,476597127
434387,595913,754705,661431,1078389,1453030,1631384,6510794,14146604,25368160,46490640,122204689,148357218,267322572,479153060
421186,597047,794264,655291,980571,1401343,1664817,5458768,12852466,25713415,45958407,123515508,148712485,282810937,474201235
420768,599547,781187,667039,1028244,1432186,1694674,6290795,12473999,25488820,46533896,147261602,152099934,266770746,505159669
435453,596776,772729,657629,996405,1303351,1707924,5209704,14023417,25783075,45972766,153126119,147335367,276061766,505303973
422701,614715,774274,677814,944237,1271514,1566762,6202900,14458803,25397123,46604195,118291030,152756885,278420525,490760121
423862,602458,787479,652405,892193,1224047,1659166,5067199,13348640,25682312,46072486,89428981,148892776,277808778,484703086
435548,613726,768600,667808,878082,1216793,1636151,6140557,12723550,25281270,46572725,82585632,153004854,265655081,531100098
421921,594601,796433,643951,842759,1319160,1652516,4883542,12606506,25706069,45894751,81505121,146413116,270202258,512155181
443250,605037,839082,662326,907874,1290003,1628870,8611248,11946929,25386749,46638155,82897406,150571385,271781448,474914726
456483,605793,838966,654565,868803,1221159,1692740,6646131,15155887,25873312,46529742,81619616,149810742,267755420,474761520
480935,612430,780126,668788,928041,1087022,1634769,7551567,14210470,25505778,46714983,81782408,150728023,286470061,456307723
500145,618492,852880,661303,917336,1070387,1649265,5848846,12983206,25735703,46079324,81678691,148773001,265675265,485861907
490093,611803,795851,668618,889307,1053037,1679987,6857713,11383236,25449782,46680979,83289552,149851069,277339383,438016254
503935,605210,803675,638564,878206,1041761,1674667,5465193,13768020,25772927,46094590,83377765,143766447,284964139,483801729
488677,600660,790935,668471,872628,1728988,1639278,6313107,13457978,25332495,46507135,86374850,148022909,282761531,456058594
483729,608976,800369,650893,841432,1376887,1662227,5292593,11339112,25703276,46168639,83470735,153600488,267013371,479318684
478909,602762,796849,666143,932802,1324415,1652205,6118862,14821570,25308523,46733011,83271659,148914807,283342070,487940272
491588,609747,888990,651153,929239,1257405,1690566,4989776,12727143,25873434,45929006,83089900,148582933,274719609,477562699
492767,613588,804069,668142,946214,1248584,1633405,5916016,10421702,25399756,46321493,83317679,146764743,287932477,488554730
480175,603804,802839,650458,948718,1189869,1661701,4858154,12845894,25598698,45977267,82797113,148745364,280589286,482545127
476794,609663,804079,663627,914955,1180973,1619258,5859010,12529386,25417265,46648831,83203652,150854053,287279899,498820052
484772,609717,823237,656160,967510,1193370,1637825,4900379,12603655,25757441,46005058,82868693,150706852,284069837,480444557
496630,601330,817514,674757,906175,1166201,1632501,5848314,13482557,25246669,46663208,82580654,150953806,292525626,485044837
504227,600596,797721,651014,934349,1874221,1736226,4880919,11216834,25647379,46017981,82865275,154799160,282574044,496197299
494380,616878,789393,666536,923351,1172334,1630392,5864835,12919142,25431588,46605693,83068250,150132026,296492147,494532137
496091,595851,805568,639723,901925,1100636,1662124,5141369,12043325,25726717,46086801,82886094,144073505,274574027,482746037
490874,628961,776418,678763,937540,1098404,1690683,5900526,15165712,25511211,46683459,82145141,147239673,277458505,495574641
490444,615601,776224,662840,888361,1109398,1641446,4785274,12928889,24463816,46049149,82266890,148906102,293987319,485275520
479481,612384,775817,667732,864626,1072704,1718797,5919229,12385665,26025844,46742440,82730266,153347896,280947347,529369159
480155,623547,778330,647640,881595,1060160,1748720,4794611,12862718,25676420,46118376,82340447,148106881,276079179,482469988
476483,619347,734311,662451,882426,1044540,1628668,5897663,12431138,25440802,46564572,82609969,149691897,283005714,484723555
492369,614880,734983,658851,845858,1043415,1692182,5493125,14180826,25628064,46199675,92727438,148686414,278193654,517962648
487024,632230,749675,672607,919240,1023655,1691768,6166591,14122692,24563649,46645956,82333211,157795063,284691089,486112995
480120,620676,735623,658522,892977,1045870,1643047,5213835,12854286,26478257,46177711,82425578,149885100,282417981,518214095
490089,636086,732195,664185,946158,1009056,1655096,5898263,11679405,25264141,46654252,82679419,148630252,282194875,480619348
504901,616529,774110,647380,914465,999038,1604709,4946530,11201169,25598094,46976502,82729231,153173617,281568176,491982818
503327,619953,786801,663517,911753,991144,1654918,6189830,15078905,25290820,46576078,82802544,151904588,283885573,509654611
508127,590586,763725,697639,885641,1039066,1666592,4911870,13390604,25487411,45966411,82584963,152258842,269398764,512042412
481140,603618,754178,734210,890091,981137,1656870,5970483,14358444,25190989,46758269,82701042,153792538,276566999,496668676
484834,595634,768891,716205,874821,1022204,1718968,4865664,14523569,25401069,46028292,82564705,152198152,277377671,507863075
568482,619457,777870,730266,936897,959104,1655243,6253162,16137809,25356054,46661274,82363972,150986031,270269903,505070039
504255,617547,774952,707869,896199,1104278,1677600,6880404,13910100,25779544,46167838,82249749,147607899,276754993,483796502
493229,626395,758750,663075,933182,1004513,1663290,7344321,15712379,25142278,46734673,82285476,144868050,276181031,497261919
479571,613586,779911,642320,929323,986070,1689112,7441307,12354115,25527758,45993601,82529627,151373431,268336268,500413645
543000,625567,782852,658665,862702,950264,1631043,7868586,12971804,25244270,46786190,82714958,150093734,261571303,489044075
512502,609943,774363,651407,891218,990490,1764083,6216945,11136837,24301232,46233890,82688583,145817777,267260111,488784551
509282,631209,773284,666152,876037,963379,1702584,6986941,12254643,26157155,46744926,82233610,149275931,264875607,486346667
497658,669931,780116,648258,851985,960642,1683428,5700918,11793938,25622037,46180519,83331318,149458381,264817655,498977633
496197,662900,771530,673698,906813,1016825,1638698,6737329,14822497,24475932,46680263,82613905,161832799,268925345,491453751
495190,638095,785903,644758,880937,983053,1666737,5470398,12394788,26521876,46250967,82501119,139517357,274172216,482428086
510475,604353,764520,658078,928527,1003849,1575336,6360903,12314921,25207770,46711790,82786033,157668962,250603566,475826257
503447,598417,782156,669210,906494,988735,1653656,5109963,11222799,24388702,46327233,87249772,151023061,270899234,471119615
494320,612384,755152,637564,913592,983005,1638093,6262094,13065122,26075596,46891453,83633994,147364385,275350894,472975771
498134,610723,805317,628526,882473,993163,1620557,4868289,12940848,25616144,46331908,82396676,174018545,228575236,522572099
515298,613282,799973,629226,873830,993958,1665722,6085419,10911457,25243088,47287786,82425614,146007712,260960750,473182826
504055,599366,792787,620012,849266,1241640,1674416,5313026,12643852,25578484,46110715,82625564,144771945,264215753,471278917
508755,622610,804705,652044,916881,1076335,1566278,6244406,11350045,25140556,45285766,82484890,174833739,250555664,452135348
493766,610295,780768,618635,889459,1114153,1774006,7437344,13418354,25625062,46364759,82645353,147429205,262167810,454391390
494883,610967,778490,653748,932917,1113979,1735409,8203307,13312258,25260234,47006800,88627783,158562077,251367944,475964787
508313,600702,774741,626854,910031,1096595,1683114,6305325,10690600,25539180,46255215,82614177,148940747,283091514,457685070
501797,588850,780921,644173,889120,1068876,1667984,7390129,14734894,24253469,46987132,82832651,154156386,270280700,483192201
491585,599613,780791,626513,905116,1272036,1675645,5874143,12467849,26426341,46073045,82421169,173600069,284193658,490034639
494095,615954,778562,643441,872514,1271128,1726192,7079951,10145794,25127746,46909950,82581931,142515660,281766740,487667988
509177,591187,775655,635509,842823,1035670,1767313,5780121,12850510,25487083,46129902,82501948,148173421,273094514,503439382
508013,601235,781508,635224,954192,973973,1687167,6693348,11699889,25225221,46946311,82365907,134306245,267616755,477191619
508147,601401,778060,638518,890737,1065055,1731774,5383907,14243127,25590806,46182739,82225826,148663889,263360251,479118698
495456,620025,796954,638189,928211,1013757,1664862,6432064,13619248,25266599,46901961,82588992,148516158,263467467,489090068
496591,593837,795458,625124,897397,1068899,1776728,6184293,11480874,25504300,46014665,82705609,152820464,270513488,479247025
504590,599309,770130,640423,898544,990214,1644923,7187130,12745593,25297543,46779038,82303373,149495840,248500288,488076649
503493,585169,800117,633574,884178,986414,1696075,5726663,12148806,25529490,45968991,82449589,145944341,271876030,477088625
494889,627743,782463,635541,874344,998530,1668995,6548734,14390291,25362304,46662728,83026660,147720153,271254755,477274043
496462,602927,787707,618250,841468,964265,1722136,5306273,13769665,25568442,46059837,82887467,149251845,268945336,482766590
498611,606933,834776,639396,904116,944060,1683989,6392995,12825154,25271491,46837013,82970446,146761849,258696605,502233321
509121,598190,785787,624085,878188,988149,1673041,5368133,12781292,25638562,46033378,82050397,151036990,284188106,491918993
505046,590286,805235,633940,918341,949568,2772364,6087774,13578436,25194863,46886262,83231628,161155111,312234657,470377962
492166,586235,851965,617688,894986,964615,2318717,5109704,15083857,24588890,46175167,82973250,155971108,245758148,486003774
493468,601501,842212,637323,879205,965519,2151284,5935757,13771768,26119346,46861226,83080170,145927884,265131738,488164313
497358,600238,810052,622538,886313,3939784,2086243,5084252,12910517,25418395,46169665,83095745,145902146,270717359,474923529
517752,617575,814558,639445,878358,955057,2043188,8258167,12962463,25288891,47195763,83097479,146197416,277897203,503869216
501532,614613,802893,630109,861197,976788,1956851,6489039,13663980,25652940,46229265,82905708,142521136,275422191,477835175
496235,609294,805441,649824,918859,931517,1884365,7291664,15211166,25252738,47096781,83153331,148976585,279865797,468628670
496651,613601,795729,628919,888363,973986,1952098,5724423,13201210,25655933,46106311,83099570,166133205,253715371,462235851
560736,617936,809261,635424,939290,984570,1918408,6656699,14439326,25233900,46951386,84719436,145803463,269245029,454405786
496982,607503,786104,631334,915394,1011013,1871031,5232851,13324795,25512211,46090383,82951430,171999872,283467962,442591986
502084,626847,809173,651572,890729,972546,1831704,6277174,12594369,24454367,47042417,83077323,154240904,268444972,436716947
507483,635692,793553,627832,885016,997366,1804860,5039788,12601546,26317593,46166769,82981472,144009869,277997558,471215837
500548,625277,795425,638059,872423,938039,1725263,5934802,13200860,25223120,47019195,83187873,156258510,244007773,476664641
491906,626548,784844,632517,848112,968048,1847402,4944937,14427393,25471672,45997586,82916233,157273183,274684499,461014631
577416,599053,707413,645341,923324,957413,1856528,5927998,13123053,25269930,46931461,83103448,148584066,278231232,457834955
499073,611907,712693,621037,889096,966858,1828466,5452956,12553108,25645633,46001334,82073339,142066009,276991982,458041046
493429,636597,731793,636282,927822,963849,1771613,6725053,12524063,25276170,46775875,89433969,161863362,268139123,473098484
512129,613618,720624,633054,893453,954446,1704015,5577490,12921976,26598282,46000314,82551047,148778952,268270169,463336505
561782,629004,719922,654223,879989,959295,1732381,6392425,14423864,25495942,46793232,82750037,142616901,284697221,458811884
596168,604853,732062,611389,888465,954293,1768254,5319231,13016781,26625083,46047238,82604595,142200141,265854173,463814106
518555,622210,728655,636431,889626,1039269,1676496,6419422,12592665,25779723,47013238,83053733,157530964,267538141,468547877
507492,599074,727217,624056,860507,1035265,1750988,5291168,12541132,26587793,46003584,82771705,145395555,265718568,477203003
564033,618671,714817,643093,912417,961623,1582670,6267320,12923207,25423506,43105618,83160533,143027519,240303714,475999031
494369,598098,723158,625504,881890,1033912,1687753,5240741,13171019,25979630,45957233,82945596,152375335,241032084,468616510
495149,608477,722699,632606,919314,990773,1616963,6348297,11449793,25432425,46830782,82888898,174229014,275819012,450219436
500368,623144,711102,617319,907726,1064131,1670423,5134224,12420535,25984279,48467328,82194720,169860230,264955765,466862404
503830,601024,717259,646103,883995,1019976,1625079,7124516,11157509,25401372,46479121,82521373,147601551,274081986,469107250
492551,600208,720637,621240,886182,1017552,1648837,5588015,13339917,25907731,45877955,82422235,154181909,273121016,455256890
495186,620980,719243,639612,891641,1154109,1617826,6642218,14550186,25448034,46639751,82696018,174000289,262416170,479586325
499918,594842,724986,639331,845634,1002560,1773068,6287403,13324936,24635533,44820133,82278350,147601585,280875317,463859599
506371,603321,694809,653224,902357,1215170,1752744,8311531,15258200,26275331,43730102,82463669,160169019,273428283,457077047
493499,585685,734804,619167,877471,992020,1804120,6448878,14361808,25878062,45610057,82469749,148261800,271326049,495345750
491740,611804,709817,641265,947847,1030113,1635924,7242587,15582161,25392973,46623651,82629158,172357329,274619565,455109234
489872,610583,715862,625984,902778,1004770,1752920,5666532,9907421,25958547,45634061,82508199,156141870,255802982,469991505
499886,601775,717946,642142,896065,1020312,1699178,7019324,13199601,25434452,46712913,82484121,144648806,270997254,467562142
501483,592428,709526,619301,883183,1175871,1784124,5403577,12829106,26014810,45594598,82377206,142062859,279376523,473670651
490180,608078,728060,637648,885494,1021319,1728642,6511169,13044530,25564215,46588568,82751078,148679848,265430470,472225840
487780,604323,716767,625353,851489,1018902,1756199,5412590,11122397,25897669,45537045,82333470,148640283,276877077,466937504
504197,607123,715483,645686,920285,1027960,1706686,6613885,12374967,25496483,46792274,82665099,143242484,272958785,479640273
499174,603062,726702,628124,892439,1015584,1731535,7417401,11956360,25888754,45779057,82679367,154369447,270532601,479549628
494318,633019,794818,636974,944785,988532,1782371,8147259,11654628,25446889,46530131,82894016,143788467,268611327,489181452
489792,610052,704074,621139,919405,1008153,1638809,6178439,12858002,25831949,45624261,82217479,142694548,267141444,486088985
488845,605822,701448,646531,877719,1148860,1690277,7328519,11134925,25504846,46546409,82814958,142038797,280348174,479400308
495483,610514,723510,629127,891647,1035006,1782552,5616497,12372393,26010281,45601279,81184435,161534471,268529708,474957898
499060,624905,716931,706566,878873,1013461,1708207,7049442,12061912,25462609,46806620,81966672,141281636,269649967,476618619
485856,609356,709993,706131,849222,1025154,1799849,5254960,11605780,25887243,45590836,82291414,150148472,271142918,466573759
492531,615887,714399,699646,898477,1005694,1692871,6825258,12988342,25511509,46602763,82580619,141583032,277920654,474501077
502071,601445,711571,670818,883091,1012030,1721620,5525128,12227083,25393200,45600040,81891852,175291582,283201193,465901320
499253,621404,706472,692576,923908,1170797,1651353,6555091,11111946,25146044,47347214,82524220,147051512,239479035,489956283
529592,609871,735156,672406,916618,1028940,1692584,5385555,13302077,25814808,45759911,82480240,143179614,249147501,478093126
503967,630851,720996,695892,875264,1015977,1624819,6471709,12905688,25474574,46821097,82810418,149732473,265384622,478747970
491999,613852,711760,684393,860856,971807,1713611,5105264,10473783,25970001,45748662,82605235,160374299,261644629,477000640
485694,613018,758535,679061,871841,958332,1690408,6018492,13974421,24561166,46863680,82888356,151781628,252651454,472100755
482682,614895,738044,655893,889020,995883,1747188,5105858,11442571,26633030,45645049,82966409,157019764,259453091,508557174
507536,613431,763126,678220,915617,955235,1687396,6203617,12327197,25238570,46754091,83000426,145744618,262839048,481588584
499538,617548,727346,667996,878785,966965,1671539,5118142,11594587,25783635,45699066,82540656,148275281,269065745,474404151
499226,613949,725367,674885,935828,959936,1716985,6118277,13229091,25488205,46832362,83273981,171626455,269590927,483028742
490096,618591,722915,654039,939236,968841,1729519,4853429,13049232,24529216,45827771,82615077,156507858,287079105,470369336
489285,607862,735541,663091,876953,989192,1692514,6098879,13080455,26048784,46709670,83168995,201388859,267040655,480986743
502558,601028,720629,671851,872509,1233055,1693704,5025690,11097170,25947998,45777366,82797018,145326339,265225278,469643237
502548,602640,740250,687224,866453,996834,1706048,6017070,10309698,25403718,46881057,82627237,150651854,284106296,483146700
486306,603911,723322,683996,837687,988441,1659408,4858732,13092987,26013862,45883296,89466089,147651984,287071737,468876054
489586,613139,726471,680738,927806,952555,1729771,6010700,12940445,24533608,46825416,82975739,162416977,270277252,481404349
489654,613329,718181,666500,998737,975848,1750924,4783309,10774757,26695431,45815742,82754803,151050284,266396120,475286717
498020,608601,730349,707994,1015767,935888,1719292,5933170,9423492,25442500,47210526,82881169,160017838,270411115,473984612
497108,591235,715170,678979,970344,941840,1698671,4665413,8951865,26054532,45725101,82646482,153477843,267321447,480621130
487063,622486,727085,704780,946827,919955,1643371,5834785,9150067,25502489,46630401,83042592,139875648,254109792,452625293
485544,614572,724531,685618,941942,956015,1717861,4706072,13861057,25832692,45888529,82519267,140803264,267120227,466889011
501954,601137,710061,712087,923820,927338,1733810,5845079,10646385,25460989,46700356,83184835,139781946,269341032,477385556
496833,591011,711468,664949,894631,971112,1805053,4885720,12306956,25930776,45664416,82012586,141423687,273873604,453079147
489364,618389,697412,678864,954809,946031,1694204,5985962,11016002,25474924,46824171,83096890,177780477,264622861,449204071
486619,623020,731787,663815,943086,961489,1656980,4867316,12996879,24526902,45590379,83166839,169017417,277658832,463234028
489139,606672,724939,686317,962397,925986,1714891,5963197,12970668,26189583,46768572,83124216,141748984,268048810,463449451
505271,605840,729413,671190,932800,1021478,1725875,5195986,12806256,25985800,44296154,81617151,139958133,274998380,463020117
498133,604734,730041,682007,925046,1024450,1700396,7577380,12792221,24454405,44804096,83190157,142482973,280684613,450843158
485210,602598,708860,673590,907228,1030999,1812980,5899719,10828031,26831057,44456650,82692732,144923352,266203705,454687524
493116,602504,729119,692809,905063,1006178,1692261,7106546,9267662,25407827,44749519,82853652,149142655,257142057,476574862
544702,597514,712366,681618,864261,1012267,1716408,5523238,8738064,24504614,44267348,82769413,153566243,266329507,465251843
491947,615413,731315,658937,935143,1003752,1746735,6733752,8855439,26237782,44960322,84477264,140681358,260546444,469848261
492064,585556,712030,651370,907908,1281838,1810366,5422313,13775710,25885005,44479128,82625946,150449322,301500556,439023148
502689,590727,705783,668472,933124,1000923,1799761,6600820,14146677,25361389,44813119,82495977,151443154,267127237,447547644
498420,598070,701294,656514,904935,1024513,1821014,5193931,12925753,25996254,44351911,82687795,144696884,269517857,428194861
487459,632282,709049,663320,891847,1050831,1817814,6507232,10785412,25346903,45146020,82400764,150121149,278274844,437436452
488160,584365,720794,724816,951856,1024547,1856418,4966765,13020618,25918992,44510538,82754702,146162630,274346918,430798937
498426,618945,700843,669268,917279,966188,1722152,7463948,12716672,25115426,44898937,83094161,145740142,265455656,447066825
496207,593663,710843,644889,885567,1009059,1864642,6225972,10276148,25693259,44514506,82786560,137875129,275956066,472741786
493430,601904,710427,672157,923903,1024135,1772308,7100465,12438087,24509926,45137558,82875743,146021785,268612924,464526049
485762,601737,712481,645472,886606,1080471,1808044,6189328,11040427,26287222,44471669,82694445,140439060,279121993,476772399
489654,617908,710613,674977,942439,1023752,1802569,7079755,12895547,25127859,44968970,82629591,142714077,257285205,476217105
498645,614766,731795,652323,900341,1118560,1844330,6953535,12848402,25973017,44278337,82601570,146397308,268847115,468846396
499163,605813,705593,639456,891833,1072773,1770405,7894854,10920975,25450004,44839399,83035166,144252275,279425283,450529335
487574,599835,709420,612672,889181,1106442,2024716,5947930,12296197,25913700,44352298,82263124,153486173,261790683,436981485
492144,623710,714540,648249,894494,1088647,1904335,7225789,11013787,25378378,44117879,82607538,157355512,265770880,465215269
503379,605721,721042,624520,854726,1033996,1816664,5290853,11859048,25821954,44280224,83093654,144291369,263705510,476772284
502553,617396,727091,639552,922739,993535,1848126,6692883,10885637,25477419,45018230,82945751,155801011,242031488,479611508
497784,607832,724277,613459,892581,1011400,1725333,5347008,12728184,24694400,44586132,82937465,142017492,251403572,467720927
490655,620592,709858,638175,930481,1211213,1728038,6368467,12498736,26295888,45012127,83009279,149120278,253017544,498781844
491055,595761,715109,622241,903483,1003397,1751753,4985142,10023728,25938478,44487444,82638331,148906368,267912954,470207747
496462,594150,718633,630030,889074,1015705,1673679,6508868,11832473,25340266,44842175,82738597,144075217,262711358,480839845
499313,618123,717086,614588,909122,1215626,1796463,7204132,11238197,26049462,44454959,82225250,151979802,269681623,471556793
489412,618678,714193,640684,897276,1017912,1841787,8011066,12185102,24663657,44889817,82591350,145784838,272607319,473512506
489380,599931,721913,619213,869032,978816,1825153,6233533,11505019,26654795,44321776,82735631,142388247,282497960,479460892
490471,606696,688252,636122,916484,3921621,1798249,7403076,12806779,25417041,44897480,82697283,143433661,271158033,488929553
478059,603351,717068,614526,888016,1023571,1765659,5807790,11294503,25844069,44558202,82592122,152269487,272486807,488343052
435392,619361,722885,643590,937587,1028846,1733612,6754052,10339348,25440769,44976450,82433746,143343085,251348220,497641681
433476,603040,717248,625733,902995,1002115,1785206,5296220,10087784,24766611,44356731,82236528,140884623,274158881,493769768
445064,607380,715315,641285,901229,970012,1859907,6512120,11167622,26267817,44923577,82572102,152390458,276695428,534490157
439603,605899,707298,622683,893322,957347,1694217,6915245,10341237,26048131,44373368,82361654,143042986,272410794,476996782
434489,612563,707894,654860,896916,974556,1675236,7706503,10352465,25355825,44787099,82312679,146503064,266295193,491535062
440390,605447,713617,624167,855614,981668,1694111,7331278,9463684,26012664,44372779,82338152,157946042,277136054,475338996
452237,610138,721875,647691,916119,971394,1650696,7953227,11846925,25386613,45422368,82251661,147444983,267742829,455558536
432292,614025,714104,615794,884106,986486,1667469,6102742,13693636,25830858,44445309,83900295,143704838,274191657,483193145
438066,602851,705338,650899,933990,975126,1720318,7228166,12974364,25387201,44498215,82642095,128701812,272321370,476539873
440561,610601,718410,626501,929082,978174,1732932,5680196,12864842,25934300,44301875,82978057,149992260,272211717,491340668
431123,611717,691571,652489,909600,955976,1693990,6611772,16122705,25274281,44903545,88337525,139100099,273452785,463187239
425205,602682,716138,618319,888710,996758,1651899,5055213,11535861,25983810,44407427,82849605,147884922,259310157,460305863
437564,617777,717150,640354,885121,960226,1628211,6245872,14347950,25396191,42760058,83300748,143290735,281106331,451091468
430948,616506,704220,627746,850818,3559350,1677039,5076855,11661436,25993539,44298460,83789695,153721073,265380247,462220562
432699,610643,704797,650114,918983,2005384,1646964,6051553,15005049,25057882,44766248,82201948,148635428,282734090,468082568
442293,613647,699817,611724,896591,994852,1684936,4908672,13184345,25559730,44431238,81706477,150322003,280430803,474684844
431021,620066,717183,650283,925320,1206456,1656988,6063259,10133107,25215610,44695030,82855470,143416324,283757004,470198133
