FP32 inductor 16,FP32 inductor 32,FP32 inductor 64,FP32 inductor 128,FP32 inductor 256,FP32 inductor 512,FP32 inductor 1024,FP32 inductor 2048,FP32 inductor 4096,FP32 inductor 8192,FP32 inductor 16384,FP32 inductor 32768,FP32 inductor 65536,FP32 inductor 131072,FP32 inductor 262144
431600,611977,695945,623206,897508,1031665,1637484,7138473,12251613,25991914,44421685,82193406,150919067,279024617,464106200
442694,622362,719143,642539,892252,973734,1668324,8332992,11475366,25444805,44980413,82389950,141639699,268400129,436704951
432030,625607,724109,675231,887184,984653,1684732,6604972,11587881,25893505,44505267,82416454,143550543,258658294,469904091
429537,625957,714775,759449,904070,991793,1653939,7428953,12887368,24584447,44825385,82435012,142323713,270076729,474508445
435378,615551,712275,682579,847842,985721,1720469,6302201,11258440,26825809,44240941,82319647,143437093,258608728,486186275
440416,616398,686736,693359,895706,996221,1707938,7192640,12558779,24594124,45078871,90521097,180654460,281507819,467294532
431566,588050,725735,689285,880270,1001639,1649866,5685202,11543895,25792024,44541838,82213270,151371958,272936435,487172317
445162,601779,724393,707308,918165,971114,1655019,6618683,14606984,25389585,41370302,82553608,171964863,269225483,485114593
436054,597248,720307,676072,919020,1028510,1676838,5157056,11669785,24631565,44292670,82397649,142374223,270676436,488019290
430447,604943,711624,678861,951218,999715,1675565,6270842,12545675,26314245,44689141,82702870,149262842,290708360,488413247
443067,582780,706293,657859,890802,1000183,1750969,5177372,11154944,25856413,44321381,82003132,146038385,286724392,485424812
442108,617827,702404,692906,883677,981843,1675414,6045782,12914806,25366434,44782732,82539468,152323203,245866741,475984159
498136,576693,717920,677385,862277,1077537,1632575,4971311,12869783,25942787,44329260,82396213,156976960,260890538,473851551
438410,619969,708218,702239,915108,1070781,1677703,5928928,10433794,24657409,44696002,82466066,147310872,272345809,488228129
430860,611368,746018,658754,883846,1057946,1659332,5165584,12527934,26774710,44317626,82379208,144960355,270972605,489928459
432791,625642,702198,680160,928117,1041823,1703049,6201241,10736799,25367165,44676835,82566087,169496867,261784974,479223532
466462,617667,718540,645472,925958,1066283,1705746,7298187,12730124,25841062,44318614,82289351,141185130,291242071,489863352
432442,625832,704504,675607,885756,1037600,1673839,7942897,12839367,25306249,44559309,82729373,139620762,273120176,531230786
434553,617524,717959,658064,875874,1065760,1712286,6244026,12958273,25798226,44482255,82320874,142777147,258816098,478014773
444766,615153,723835,689427,874509,1067434,1706787,7077825,13421978,25433942,44521213,82841776,177197896,266994595,490429459
428221,620349,775628,672146,954378,1053116,2409541,5937158,11129719,25899802,44267239,81692353,167391525,281055036,491864674
429695,629551,795618,676539,1016581,1042155,2386919,7395512,12478462,25390587,44760792,81495309,150744275,276283652,586456895
441429,621066,782400,658622,1003898,1059101,2220338,6163266,11161101,24707061,44292335,82435670,144166141,280877112,608815319
431081,639920,717543,689750,1034968,1033998,2109825,8657961,12582789,26292809,37544961,82331549,148108340,271378759,560432459
431953,602129,706608,663932,968029,1427767,2025579,7043378,11243961,25925543,44156798,82087302,146940818,276351283,563128035
448208,635211,716348,690900,985756,1754718,1945047,7456696,12849584,25544938,44797463,82116116,145611231,294342252,562244468
430531,620776,705628,658370,971230,987291,1908168,6219445,12849853,25927339,44278761,81294303,150031547,268529042,588368333
432104,629732,695077,678233,926375,994244,1803471,6888434,10309524,25419273,44743071,82410981,149135474,265922015,576867264
445951,618353,706822,664359,924181,994278,1885273,5847944,12179256,25959825,44172599,81413714,150111351,272876541,528601407
445976,667212,700757,667297,918131,1001718,1840949,6347232,11171412,25647368,44508860,81926895,148917492,274311282,500424207
431268,652863,700057,664481,929307,969570,1787299,5429995,12753117,26035550,44385332,81948234,146274256,273468172,518386930
446923,637455,682441,664697,931477,1010920,1848404,6106456,13027798,25692620,44876363,81759595,148776333,272849905,514451454
449965,632696,743266,655290,930036,1078516,1696408,5202727,10663529,26049019,44171083,81856896,146783477,277431867,515473333
432364,638879,680849,671024,948131,1042386,1978700,6034354,12508349,25796910,45378321,81920619,160941733,287266802,499823887
442808,622132,671375,657925,966866,1062807,1684517,7105061,11204922,26055897,44409417,81622954,145700278,270143955,528413003
442774,660685,686344,664461,904245,1044159,1764736,7851419,12730938,24657316,44800408,81448587,147045898,278646268,531797858
432255,644630,679063,650101,911079,1058543,2002089,6301778,14075492,27066877,44517339,81219878,147836921,250423802,484609191
430632,648270,676346,662328,954911,1046807,1670307,7120919,11719796,25778913,44801092,81179289,150913506,287582963,477276876
441213,653673,677209,652818,890297,1110416,1656053,7230575,12430765,25966193,44483137,81339016,149940403,245532081,484061366
430839,641956,681295,675292,940806,1084550,1631415,7899371,11169222,25765235,44721631,81394184,147142952,280690700,488416267
497738,629291,652671,654972,911974,1872824,1679126,6734807,12648829,25981069,44556345,81361139,147067531,254185398,480821997
422593,645585,678199,682890,900259,1206215,1609747,7427373,10756088,25753288,44718702,81114101,162627485,270305229,480612719
434675,647371,667387,726950,883598,1200658,2843324,6299586,12829206,24662471,44823207,81312870,148185417,271146085,460772290
433282,660683,660673,717361,931565,1201526,1841607,6974640,12902393,26628707,40821722,81480473,148994624,265894113,479653621
422799,643616,672820,690776,895184,1076994,1738335,5927314,10608037,26058652,44516204,83429960,143073930,276239992,504492342
434374,669545,664446,670424,930477,1300638,1749346,7327284,9427971,24665239,44675079,81611353,155747962,285888756,501888457
431330,635435,662623,652706,916567,1269441,1843141,6410924,9139553,27034610,44668362,83219625,166700998,264371506,478766068
417621,643163,662809,661399,887811,1230668,1765854,7014582,12740878,25776079,44838273,82532070,161200156,266063084,501869603
431443,652359,673210,664940,893749,1133749,1836624,6010419,12855686,25938230,44824954,81996558,145916609,276695544,510280547
432160,655046,669144,667264,919919,1275410,1769892,6824904,12621765,25777005,44844237,81712503,165766497,271234949,527526633
423261,654830,666083,655876,987970,1237519,1757494,5617968,12132335,24853233,44549143,82888924,143528185,274483049,524933359
432004,613454,672697,665539,924463,1212415,1753174,6464086,11246174,26854701,44789801,82287593,150475023,275778886,526140488
431268,608944,682407,655014,910206,1330648,1872083,5446146,13137226,25991449,44570244,82785733,143723787,272691968,509045925
421726,641387,669618,653643,895568,1100836,1768638,6428276,13342005,25749741,44712528,82141735,150359926,284895963,504963913
433812,613342,668571,635319,882130,1232240,1786336,5314687,11667174,26062131,44526278,82470251,146466695,287555699,519602850
430206,610697,676717,657541,947781,1171019,1761514,6341232,12348187,25748114,45132263,82962420,148291122,269500686,497244580
420742,621978,678636,644715,966100,1311630,1788947,5496316,11254733,26045642,44548033,83789888,151675372,263218939,502805556
436523,599394,682556,674821,942146,1081730,1746781,6151742,12791030,25679109,44822948,85448752,159970761,286020595,541503501
421527,612014,670819,650599,907951,1196012,1759454,6612313,14224794,26093245,44908233,83253121,148555906,268335528,515169785
419544,624266,687646,655755,891292,1210388,1808551,7421019,11701681,25680037,45012076,83786228,149021244,259200833,548223855
430871,588169,677827,646728,886160,1214883,1801944,6021666,9976608,26097833,44573095,83450724,154618694,276499479,524499040
417984,595984,677767,710516,925268,1075224,1772221,7072982,12285126,25525400,44960534,83027813,151119708,259624758,482526614
421657,610831,672578,666378,891274,1203145,1805312,5815759,11382649,26037584,44590949,83046585,148086235,274912556,486199818
433833,618265,670514,668006,921108,1320040,1743879,6653361,12468046,25757407,44891307,83475783,154654274,275639339,490547020
419722,582244,667048,657855,910264,1182603,1821670,6271869,11745510,26036444,44594237,83687925,153946859,266653413,478697425
423970,593716,705152,658716,888604,1075618,1773950,7441191,13887061,24786160,44966060,83182937,164162558,263404333,475842447
453490,611563,675534,642988,894128,1197346,1819823,5832549,11242530,26973204,44578078,83078568,155337162,262109558,463709870
431081,612188,686740,668858,918041,1201385,1755529,6872462,8904686,26995654,44880864,83003993,153692252,278746690,478616853
442414,610633,676533,644377,886584,1084475,1813534,5641936,9279751,25978763,44547730,83502507,151977853,281491507,467968683
432476,609940,684032,671272,941383,1094407,1744571,6464877,12023984,25763809,44968860,83305776,158798247,283231860,464497297
420947,598789,685731,663427,894450,1065201,1742026,5189949,13683163,26118031,44697733,83442954,155671292,270834974,463028612
439290,604482,664571,676728,870418,1074671,1768166,6281725,11126062,25731353,44926364,83482902,178675463,283864506,463336864
445174,604307,687436,639348,873995,1055449,1672146,5095266,9652356,26136006,44612491,83398311,154151956,240816474,466930887
440908,638404,694214,657836,914351,1073439,1618423,5997401,9069663,25777943,44864958,83355185,156163870,271707593,457269451
420480,610584,684651,651619,873597,1053623,1743418,4964750,9686319,24876642,44695007,83217420,154601264,276200876,470671709
434848,618611,689215,672751,914931,1307597,1672764,5923020,13762500,26649371,45748695,82492719,150654204,287154373,472748756
425902,622275,691092,645075,915736,1484748,1636944,4955529,11912297,25873024,44769835,83112690,155040179,280279121,501377259
422598,603110,690507,652713,867626,1122148,1627439,5838838,9920813,25672482,44974455,82371506,150649917,272936182,495102031
432467,602616,690451,631475,879574,1094936,1745004,5174722,11829950,25931376,44525703,83206872,154285517,271955530,513670022
429777,626020,688800,670595,953928,1083623,1725780,6104270,11999733,24782170,44802711,82147124,155632059,271974144,535285871
431144,599110,691547,699816,880420,1360819,1651104,5087883,14007636,27047897,44450103,83244333,153327708,265417045,588270756
443639,618086,695424,740062,925245,1348923,1662717,5947214,11902629,25655855,44898633,82772657,153527881,290151313,569302201
430866,588734,699522,664423,894328,1058225,1696197,5023191,9950771,26083624,44425730,82653845,154987495,210345424,603407577
419983,618445,698511,712414,903815,1051935,1641446,5826268,12205256,25601183,45145936,82055322,156694797,255416679,594973956
422873,621956,712045,707528,913513,1054562,1708796,5033192,10773571,24761402,44592580,83082234,156425847,283684342,567414421
432947,623481,694720,719439,920411,1051735,1609411,5863716,12427554,26732502,44965843,82736773,154883856,271005582,515381887
421958,610126,741613,704687,870876,1061662,1711106,4968183,11943914,26019620,44718772,82441586,153625998,294184407,492264935
419117,624133,716630,711147,911767,1066836,1604453,5992628,11414052,25858233,44864879,82651743,164046543,252066592,481862811
432233,624753,713944,703496,892753,1059990,1649434,5577153,12946244,26502494,44583120,82712302,159025100,260019027,499680830
423179,628881,700210,700734,870575,1051430,1716096,6133754,11283503,25808565,44767770,82480708,160256422,256735087,480966999
448076,623502,726125,683695,873806,1067127,1650409,5208009,12150779,26447516,44487019,83248419,145614068,273462348,481712277
438951,635250,710897,690290,959988,1014496,1660973,5879744,13571079,25858170,44809309,82806554,141839712,271235654,483218265
428305,622023,694008,685957,907936,965089,1677889,5398335,23186301,26396403,44873944,82457998,149712831,278582155,484116985
427616,627898,702802,699935,1044058,955974,1678074,8076232,14877797,24760854,44908339,82937184,156788700,287439963,456965082
438604,2594048,700947,694640,953821,982955,1636902,6113443,13597710,27352446,44491117,83129787,144498761,275228420,486322738
422340,950850,703540,696808,921084,947350,1723076,9007180,12245279,25703056,44941607,84590392,142816549,280730598,460588389
464143,585788,684829,672753,927611,1022646,1705890,5991214,13076088,26401085,44609234,82895990,148468137,275497151,469242569
436005,618122,697307,691370,960888,1034799,1733378,7232111,12322618,25726554,44888108,83637614,147890608,278049694,436749522
422615,597844,738949,664616,928421,1022938,1744354,6290478,10378058,26457132,44654253,82524578,139824768,270942276,457534775
421467,624751,712939,679345,964892,1054588,1792391,6529718,12223629,25704849,44935894,90050589,148624290,284286003,463921385
432632,594148,709307,673871,942744,1048881,1984953,5402191,11055804,24804994,45045311,83230521,147596264,283992243,484106837
420893,620585,702666,701426,907866,1029164,1887366,6236101,12874692,26783305,45303403,82950747,171225208,282010163,483011581
424892,599283,682663,675974,902716,1023154,1820779,7975814,13775972,26405256,45321989,82515724,160697253,281607580,470085318
434600,655113,712652,684821,933423,1039326,1779569,8127030,15560806,24716059,45315497,80689119,144519420,274288050,478080808
419626,618529,703419,668135,906966,1029944,1711184,6727279,12525428,27467588,44925160,82562792,146085331,243476352,494437541
417984,614345,716312,689294,954366,1030421,1757204,7303515,12460651,25728297,45063375,82169409,147107278,208606244,506225263
428539,605756,714427,655758,912273,1044062,1772045,6230120,11211339,26573310,44845006,82550957,151205753,267171814,494058454
422501,608370,718201,683140,916920,1035716,1744029,6886099,12390976,25874169,45100283,81933433,161779551,242820196,499506963
423277,592349,707427,659692,911176,993188,1750041,5796248,11859822,24727838,44904212,82373980,154233546,299265742,487486879
429562,585925,704132,685870,928308,1051240,1806535,6749068,11401969,26934706,45296048,82547724,153741780,269557614,481442195
420725,634124,719681,662138,883329,1010629,1761365,5486335,11552667,26569753,44716804,92843729,156552045,253518771,547256743
419616,615183,727392,673501,935958,1030980,1772117,6422775,12277294,25853568,45219992,82366743,145047778,262679199,490432874
428647,621580,732615,653364,906827,1009721,1723820,5251376,11233672,26529504,44863623,82984386,147840985,289067844,477956494
424316,616886,736587,662915,885240,1013119,1770406,7307397,12738462,24921827,45237995,80524128,144774912,272303440,501294201
422571,617353,743753,649020,893493,1226582,1770906,6158045,12762740,27519278,44955730,83118538,147872947,274224491,508055517
469877,612408,734493,672361,984619,1020367,1831077,8844143,10621908,25754449,45129451,82635006,143402326,258742439,478400632
424067,614188,725852,652614,876112,1052936,1775073,7176769,12392677,26397882,44898817,82792399,148250827,274894536,465441908
422574,611859,727016,667117,921464,1228908,1764021,7590798,11137254,25774642,45169202,82515517,147032878,256049957,462499167
430483,597005,710955,675780,918377,1161102,1805686,6272560,12922217,26441677,44761417,82860583,149796302,248057157,471484276
419550,605639,717017,747616,890983,1183761,1786813,7025046,12870975,25722832,45338191,82190370,143267550,283147556,482178350
423021,625712,712459,683556,892223,1142655,1757013,5831067,10671430,26435678,45183108,83045216,150623136,273817080,476841447
427808,621641,712619,671722,919654,1078053,1744138,6505794,12277421,25749372,45283490,82110715,148425881,257765372,531929637
420643,619813,716130,649299,877295,1082090,1739796,5574645,11237130,26496757,44829381,82858010,154002456,260759825,513378737
420055,607802,711400,661502,912189,1099479,1782166,6196811,12837573,25821157,45225675,82400582,166209264,267673850,476368603
429048,600013,875867,640594,892823,1044327,1770080,5226004,14037790,26471097,45087059,82818820,146035745,258201445,481612568
420614,613121,725165,668600,872588,1079150,1728490,5839381,11658368,26568638,45246607,82126998,152855266,268528683,477527736
495604,609203,733839,686614,876685,1034780,1646808,5014626,12476694,25106464,44848770,82929442,149480961,261126414,477893338
443154,608032,714181,670421,932605,1062999,1682435,5850382,11319305,26616884,45223113,82124774,152119143,268049750,476722060
432708,612562,703854,666249,927969,1104612,1726031,7887797,12515849,26003012,44919212,82335332,150710060,255317996,520662178
430721,612956,712632,656129,982283,1039573,1680765,8095068,11340005,25372393,45257778,82471986,150885681,280898748,513496946
439075,634609,714928,639668,957997,1047321,1656651,6867081,12916159,26053335,44860401,84444486,143808159,269249914,514309784
432737,674810,729057,648847,925027,1068268,1723948,7302882,12838204,25337063,45351847,82371196,148678862,270379915,499017024
428486,658807,710295,642686,899837,1080609,1716100,6030784,10368634,25976137,44942473,82603406,144853471,272081459,492201378
447049,675935,728422,665486,949334,1075244,1711704,6513144,12449500,25622809,45323003,82148894,149713895,267385048,480723676
430259,644285,716519,648028,899276,1030726,1725583,5515250,11128664,25993519,44807148,82274909,145530546,291761090,491081945
428231,679384,712760,654556,942871,1050309,1685411,6101723,12714879,25461330,45400441,82256642,151387328,274080985,542065303
443044,651620,722789,650108,907752,1188323,1708398,5236955,12195688,26047093,44868032,82556031,153454850,268813416,512876561
477543,681175,752060,670546,898321,1330389,1652943,6031305,12782456,25397193,45367420,81908716,152034578,272549281,504297112
443941,651386,720269,650695,963262,1258815,1648345,5165713,11190195,26084991,44935601,82962560,150664608,279387584,484238929
435569,664098,713217,745365,937497,1226197,1662785,6123599,12379101,25370378,45197126,81505463,152124239,269213354,524107700
428831,642775,714383,698920,879608,1346561,1712316,5135597,11615897,25910744,44869509,82962454,145859238,303967691,541316186
454946,649161,712136,721090,940443,1164433,1719777,5870264,11532909,25465717,45184975,82728367,159348257,273115053,530774375
433095,648991,713713,696836,940770,1330501,1688156,5152342,12607605,25939679,44972228,82986926,143359906,272634153,517824146
435268,659153,720633,711221,913359,1200201,1664936,7074416,11216386,25520382,45251531,82301192,140045018,276580346,514338924
439677,646139,716597,693699,936004,1180815,1632991,5550939,12326756,25543176,44855200,83121774,145281423,274487843,611513780
437946,648713,710069,722934,946253,1177974,1664771,6376142,11676144,25431875,45250042,82131399,174375283,275145569,560328223
431753,656815,714357,684943,915900,1160729,1654912,5538798,14026368,27900761,44666907,82917655,148809661,265272664,608175574
442385,658817,712117,705041,934135,1209177,1673100,6386131,11088050,26220126,45553407,82489213,152984520,260066216,548061285
441892,635685,714190,682502,933824,1366124,1631719,5427866,12283470,25429760,44881425,87744047,150485340,279293107,596002633
429017,662271,706487,695075,1000525,1180098,1666907,6279757,11211906,25029409,45496396,82069201,149205368,272493225,614131077
443126,628867,713298,673897,896796,1191209,1634747,5522969,12553761,25347433,45036237,82782811,155830845,271154023,558209309
477379,665297,706629,689394,949967,1327990,1653648,6433460,11123908,25112569,45505071,82237949,150447191,262252890,511553323
440717,628929,712594,664133,902873,1183643,1687874,5417591,12980923,25350192,45052698,82646533,145640814,268724306,529792806
440334,658990,714652,681607,945590,1296721,1838677,6484821,12809917,25063443,45354622,82140466,163362253,276992966,508867682
434546,643749,714616,671113,910760,1388115,1794840,5647984,10511749,25253209,45089641,82906946,153205700,260215275,493254632
448258,663155,716981,685101,872586,1311536,1804340,6559680,12051637,25030598,45633474,81895880,148285682,269235709,497204358
436751,652628,711664,663127,884516,1216707,1851789,5564179,11069391,25292875,45093603,82318212,151190598,272521470,486040128
431433,675764,719214,747346,930276,1181919,1794423,6466732,13262896,25059487,45230834,82700928,152994776,269480610,506264497
438745,636280,704144,729157,888970,1235010,1807083,5554230,12697958,25262563,42599903,83089235,149827086,277089829,472894274
440452,633472,717554,702230,926138,1307849,1904073,6536933,10516590,25273433,45371776,82485919,154229123,281325339,481470329
430094,598368,710654,668332,905812,1355193,1840091,5919043,12764857,25210157,44824918,83119708,154253852,266686484,491884117
443498,621273,719330,679469,914978,1232203,1893454,6636554,11154735,25099827,45209371,82638986,147288058,272597951,462626965
444637,606195,713477,674825,914194,1218496,1891830,5646779,12707397,25371770,44574747,83060388,148003333,278948227,467626841
432049,611188,706383,707725,926333,1217708,1833412,8896880,12325256,25219464,45532176,81664115,142527575,273029523,472387611
444818,619927,716175,674706,877630,1343492,1900438,7440021,12633817,25292878,44982437,82104825,153744543,279639188,476652847
439023,579741,720667,683547,927605,1221922,3232116,7935267,11155928,25050805,45681730,82532960,152373173,279573444,433526626
427359,582829,731493,656154,917165,1246256,2732917,6702731,9801016,25347511,44939687,82092401,147000340,273835199,464965949
433130,596594,720368,660172,896290,1366110,2543915,7544476,12638662,25149899,45368984,82011457,147831628,267832905,453812201
443323,611466,707753,659378,901241,1533796,2441884,6419561,14070877,25392326,44955870,81950202,146064998,278460402,460260278
431030,611243,702047,696812,929115,1222761,2283828,7190355,11438082,25044351,45326119,82416662,153081402,265971929,455358974
430124,584509,714085,666434,897307,1326713,2296648,6005532,12297646,25343057,38848761,82542327,146680222,281250829,441332013
442523,598255,717438,682627,925040,1489719,2130886,6899210,11034956,25007703,45289717,81838406,150911917,281002349,462772798
432479,609436,714015,661293,921541,1308122,2163805,5958926,12470861,25328599,44990386,82084096,148700273,277232873,443783402
426144,593712,723084,675083,902755,1253693,2158254,6546131,11157134,25024745,45340571,81740125,152027841,271458214,444327488
438093,605748,699319,661273,899193,1202725,2111105,5640729,12910513,25238171,45195424,82282795,151210334,261729880,434107093
430746,612633,699807,680472,927183,1160501,2183879,6485220,12802723,25168502,45331160,82367814,165456422,281560466,461673395
431851,596712,709813,648467,881683,1341947,1889005,5586915,10294783,25273383,45028867,82498331,154503452,275361057,447896108
438103,607730,689747,680242,949504,1238348,1925291,6521883,12231545,25196459,44917191,81785413,154311293,277401319,456396558
432242,581289,729979,650929,915208,1236557,1812118,5503299,10477248,25316242,44843722,82325962,148560715,273078443,450871083
429498,614274,701460,680994,895277,1137811,1807807,6486807,12732012,25086031,45621426,81993598,154836841,283047689,454124116
440867,581450,697752,658728,888609,1041797,1798772,5630933,12241197,25311254,44934308,81748052,159426918,267497537,460673733
430765,579714,707697,683459,935245,1022533,1717328,6360415,12700246,25039440,45456154,82322413,146094938,270631246,448641846
432583,597759,715617,667089,882065,1044093,1693997,5413314,11091902,25254842,42381676,81856703,153881385,282839601,452284153
440453,601657,708406,688716,926233,1179398,1748524,6303852,12605127,25104588,45252064,81938592,149136045,268987276,451344208
431032,596456,713022,654950,905202,1036288,1730852,5460197,11561528,25449732,44907502,81583470,148580424,274462757,441328272
453536,609986,702758,674524,954976,1016909,1762185,6362621,13678873,25278942,45410309,82655233,148332479,271274581,442442777
441016,610808,708588,656149,893471,1028870,1664226,5493118,10996194,26347240,44809960,81634330,155110503,270058648,473088274
436928,634029,722959,682973,928427,1029409,1655929,7317995,12338632,25212412,45335834,82224243,147926123,267780941,428622672
438036,584117,719236,655270,884928,1035733,1795718,5544467,10580800,25494620,45438837,82443105,144841789,274194615,461646366
444676,624538,710995,747773,934292,1031105,1635418,6319215,12794443,25177602,45284087,82237092,143827018,277307138,458467179
453474,596474,715354,692841,901262,1034287,1714034,7811332,13907567,26167987,44370554,82054123,150323497,276714415,463932010
429223,613633,726790,715376,884060,1031528,1747353,8114857,11144253,25195173,45542739,81664469,143988505,263369149,447499820
430142,600850,721366,712210,892427,1050487,1704612,6898954,12361360,25393834,45406413,82145283,156785197,267806067,461620920
444328,623599,715652,691421,916328,1048649,1729773,7396566,10741670,24990028,45399781,81764906,159883023,289319486,436912613
431269,613334,722397,697361,876275,1554942,1776290,6251995,12360625,25272500,44844994,82148032,144121280,279934842,468530046
434978,642571,707259,694893,929948,1262440,1689836,7130825,11158977,24982083,45390021,81562691,157975003,271646003,468800609
435646,613138,714585,749898,899995,1087133,1710727,5997978,12853035,25213539,45062737,82147775,166368547,276955665,452067037
436984,618775,721157,724551,891320,1218468,1641368,6787031,12473226,25065244,45439287,81794151,154189638,277782877,452651494
434939,742012,717832,696230,880351,1314924,1696333,12056760,10247427,25301009,45107377,81744659,170346600,269995725,468534852
433054,741333,708156,701235,930014,1196626,1639560,8974729,12227423,24972335,45400148,82754789,172070551,281019462,470631198
420894,732677,705015,658016,898020,1332429,1755630,7284558,11030499,25200689,44942412,81578156,143510841,274510529,476256820
420310,747953,708402,675719,943719,1215665,1687549,7914412,13094809,24917923,45421427,84040715,157194549,275389135,465972259
430830,746996,705661,672913,1009183,1182596,1810778,6882183,12714169,25256891,44964664,81953667,146252817,270729962,463041399
420310,730739,714256,705142,1018049,1194730,1662752,8232188,10558559,24906725,45469781,82185269,143425782,291033178,434566353
421079,743630,725090,676935,988169,1176618,1684311,6388550,12282546,25209830,44977231,81652022,144972525,267090804,437827022
435111,754544,703012,685369,1048516,1202463,1687499,6930111,10980352,24853500,45426670,81542969,148502129,253898221,454158179
423623,727314,710926,649440,955850,1242485,1764868,5795587,12742824,25245436,45198940,82638860,142001514,268218553,448835754
480825,730878,701550,675907,1018577,1342279,1672089,6465376,12586794,25020009,45330399,81844727,156442904,268982032,439218476
419799,712203,719518,692262,1034752,2883860,1777629,5645139,10285962,25356467,45043695,81957620,141941526,268076967,459810754
423338,734529,707839,690970,950667,1506955,1789618,6675457,12282558,24897388,45540100,81660421,162471002,271901349,450514833
425040,731476,711386,671282,932906,1179736,1816041,7344349,11166412,25555390,45370015,83260612,161389363,277837682,462772429
421449,719760,705841,680331,992947,1324937,1780415,9714461,12837587,25329889,45469562,82675974,162500991,281235148,472673426
424809,729066,705993,644950,925313,1303435,1868526,7991854,14183533,25491793,44960144,93015634,162361856,281563541,474752344
428379,727170,728579,679249,973815,1193933,1732334,8402000,10938011,24844610,45439000,82857915,160538129,276615990,509735512
441627,734278,721747,662284,909496,1210363,1832672,7084354,9665585,26223920,44978638,82134113,149413932,277498758,518582085
431145,752732,716348,684189,924724,1247476,1868338,7368763,12293008,25346631,45272012,82544583,143182713,308238599,493792085
442013,739461,724434,663414,911085,1185142,1890039,6133226,11240173,25588276,44810414,82039515,141173496,304796928,519401139
432622,732036,711156,675670,948203,1343748,1843827,7004948,12417833,24599857,45391679,84390493,147815943,289525316,523507826
422980,724708,716565,658500,911108,1229937,1818096,5937588,11007442,26622979,44960192,82082628,147840494,287831692,517146281
428512,608928,719102,667010,945684,1317246,1796569,6770308,10818649,25490624,45382860,82344979,142228702,277612550,481329938
423053,599387,721983,657634,907676,1215145,1946341,5605156,9478669,25830045,45002848,90426723,159600077,281333331,508713738
423245,595825,717666,680533,902529,1179826,1803820,6535478,8955594,25569272,45273374,82207811,144212649,281384248,519440888
430362,607176,713582,659221,891651,1222666,1844296,5476152,12068941,24812363,44809782,81982772,144133626,301237136,527204344
423786,622777,711082,681303,950690,1182102,1827806,6381330,10599645,26372094,45380744,81892693,162152307,280506529,491038505
426059,609165,712866,650391,902801,1292954,1894699,7665103,10512202,25843617,44834558,83743905,153040420,285107879,482776904
429107,641387,714871,680967,979555,1190956,1816005,7953109,11651809,25138543,45398544,82288776,145898282,278852798,470429079
419917,604396,708227,653622,925389,1185812,1829463,6514926,12476225,25290198,45059551,81797096,178953559,279448531,467556418
421744,604069,710890,677206,883638,1225744,1818133,7120437,12433916,24379386,45472081,79296284,170849106,271558707,480445885
428137,606126,719181,676079,890103,1123584,1836067,5990272,12694358,26045432,44911280,81434602,154874823,278323912,475843896
423330,624527,707389,671526,959081,1079437,1787694,6829743,12155443,24961854,45246492,82129421,144947638,269843880,460201224
426116,627384,711427,646596,945005,1110652,1835325,6754771,9844884,24204017,45004333,81795346,150928999,276778886,478249695
483847,635321,708179,674034,1022320,1043761,1852358,7637012,12370436,25752436,45235166,81500832,146154099,279320206,461050569
442709,594842,716809,651625,972800,1100732,1842930,6170998,11172320,25302136,44864375,81939096,148751343,282074398,477035158
441912,624549,717254,681399,968776,1040522,1781244,8829621,12881825,24271596,45509430,82188645,147853011,269345650,450751125
442863,622374,715256,657041,944426,1045557,1922566,7325510,14010466,26037604,45069133,81701510,150070378,280964513,476915897
444813,611731,704805,730843,1002345,1071915,1780946,7849066,11627234,24936406,45550499,82061210,152393243,270468404,486226957
425295,625458,712134,715306,931312,1097689,1740089,6184995,12486457,24339443,45036027,82060818,157100901,282795493,471900679
434533,631942,704337,692588,989111,1051516,1662065,7029145,11185601,25831096,45525399,83083216,157439617,258303349,491616540
423114,609023,704464,667297,960640,1122363,1778551,5768151,12459981,26030035,44830408,81676311,146462971,276904205,477937628
420917,619459,712953,693007,1028475,1130072,1646716,6648270,11207809,25448362,45371930,82397857,146821593,271772138,475371684
434413,605880,717887,677407,993037,1037644,1686770,5540631,12935709,25877992,44925064,82138369,147038458,271326412,480396808
426200,622824,701533,694621,973865,1089228,1621540,6375741,12744812,24652172,44896580,82463702,150766043,270858235,497624364
425550,611395,712207,676080,940890,1051652,1719451,5246168,10706944,26536023,45095878,87992480,152010489,278245052,469529284
435102,601464,714316,670525,974750,1049654,1665097,6219967,12470633,25418642,45354889,82325153,145783918,278230411,456611702
427442,598928,711060,651701,977458,1159157,1805831,5159214,11174517,24644749,45140746,81887307,169108575,273766853,456635275
424241,629523,710781,678764,953627,1033029,1669799,6441591,12047701,26215475,45487328,82370493,149268808,271871403,474012626
432434,602155,692942,666288,943121,1054896,1716664,4978647,13988070,25940438,44959194,82106033,149017537,267373104,465382203
424943,617834,708786,684877,985474,1035064,1706021,5904474,11154207,24748459,45299987,82383057,142733173,269558787,472158666
423138,594804,717498,670277,941731,1046326,1665163,4860963,11872181,26767848,45143741,79694587,143707678,270185963,438269451
467727,591181,705465,677912,982913,1058977,1621894,5899991,12200343,25399885,45321558,82409288,166817866,273607670,435861208
434856,593682,709812,662682,972681,1086273,1600791,4995963,11672279,24680916,45050179,82161478,151416781,275368741,440205664
