x86 inductor 16,x86 inductor 32,x86 inductor 64,x86 inductor 128,x86 inductor 256,x86 inductor 512,x86 inductor 1024,x86 inductor 2048,x86 inductor 4096,x86 inductor 8192,x86 inductor 16384,x86 inductor 32768,x86 inductor 65536,x86 inductor 131072,x86 inductor 262144
416785,561070,958125,643891,1057871,1156120,1955935,4357805,10168121,27700302,53586610,92089467,161753967,279185318,876564093
433415,559943,949648,695128,1053909,1157059,1969605,3590541,14066613,27420504,52998370,91886713,159366473,285388724,946351341
426677,564335,946774,643576,944647,1239111,1960888,4329842,13080059,27714703,54546200,99024289,154026580,277592805,784391562
417952,565174,947000,661337,942168,1210522,1974654,3587084,10830509,26918371,54454862,91021829,165712126,291797845,834704636
427372,558422,932003,637390,940246,1167543,1951049,3649054,9740837,30184072,53603331,91699092,153675772,276290830,897310515
416278,563635,945156,647048,931606,1155840,1979291,4344662,8700223,27595004,54324708,92294442,164772664,267546828,788191085
417495,565085,926790,690520,946839,1168214,1970220,3590038,8360653,27793447,53799251,91690473,164246884,274792907,826543997
430051,564677,941499,665946,904770,1136928,1985901,4523927,8557073,27356345,55557785,91380616,177987389,295983070,803776727
416061,568356,970090,692596,877527,1118016,1986395,3641136,7638269,26746673,54647528,91738911,151856869,296663383,779563817
419541,563532,935547,674365,920567,1094595,1979525,3598662,13947409,29641496,54652960,91481926,174093724,294984589,826189816
424090,562153,959472,654195,882795,1107397,1966868,4305304,12260032,28239462,53205494,91653606,163808056,279229530,844317749
422662,580930,945129,684338,903052,1096834,3041958,3590966,13847940,27300524,54638973,91243005,162068662,295832145,763289031
417330,571495,950334,680642,892714,1093077,3209674,4333820,13786079,27729923,52920571,92389562,170423358,299353829,753737396
428533,575548,1259125,641397,891253,1105803,2990650,3594174,14662523,27330959,53121779,91467125,152806730,282757291,699579657
412819,574812,1228925,660193,972129,1106116,2825803,7298374,12249965,27932226,53384253,91674436,166793291,291329750,768307722
417481,579944,1231413,667422,1009480,1096384,2741953,6937958,13860015,28431935,53570132,91202832,166436056,275870899,729070078
426649,573893,1242311,652484,960622,1106132,2680047,5515383,12159505,27817895,52781320,91677067,165692926,291513170,758365520
416115,575600,1236349,660505,1081111,1086172,2440694,5804412,13883945,27349641,53750715,91243583,153697921,292572518,718668673
508611,575016,1244051,657108,1050656,1111911,2413457,4621810,12080061,27634164,53244925,91503483,168548571,272940086,780857683
522903,578273,1239987,656833,1019763,1093376,2352933,4534657,10119438,27308112,53577068,91445869,152969206,287969597,834050571
517483,574522,1227050,637466,915450,1097610,2253978,4891218,14036874,27642441,53110542,91655796,167335520,299567383,768351922
510349,576193,1237840,658704,920104,1267659,2254956,3960034,12641802,26865807,53443990,91577018,170723420,287241785,778602325
509674,578271,1230044,650830,914933,1108957,2352367,4706246,13845957,30209812,53458371,92229736,164578542,272873095,787862268
510676,573883,1218433,653957,903417,1098041,2148974,3776925,13978267,27768472,53735813,91393605,157338152,295945188,760865428
522516,570889,1236417,644737,883520,1109813,2111706,3971512,14326182,27724313,53309425,93383632,165066066,302435727,792624605
522139,587701,1215012,654747,911947,1096259,1975587,4457760,12131110,27353801,53617150,92160030,168784719,281531493,766843215
511969,762026,1236304,665675,884925,1090660,1902482,3794408,13890291,27712032,53328877,93326702,160883033,297651417,763815942
513987,778897,1227752,651190,871203,1086003,1944143,4347937,12204627,27263436,53663821,92689911,161749646,293966167,785872443
510577,776878,1239707,655684,886192,1096955,2027929,3594924,10281052,27640916,53521153,93712072,153974884,293799779,793291590
526622,795507,1255297,677509,889050,1099014,1914622,3632457,9203267,27252248,53565522,92472143,153879240,283442549,821530826
523225,800549,1188802,652217,891986,1264248,1887146,4331165,10135294,27562598,53355639,92940689,152905746,299453774,778424335
513448,780200,921827,645472,871694,1132610,2020173,3693428,13894614,27305811,53321960,99373846,168697933,281762339,794119830
498738,772490,950066,656456,872208,1097823,1890478,4372268,12270265,27547860,53237922,92896236,157945100,298997993,760474660
508633,802002,937522,662811,880089,1100193,1910488,3594388,13837465,27342665,53359658,92193643,159703438,277998646,830891792
518481,770226,937436,670011,900104,1653906,1968488,3596025,12304097,26837127,53496873,92756941,167470057,292971069,828692888
517044,790804,947592,641507,884477,1618302,1920977,4324273,13788083,29818857,53568728,92272594,166166203,292513930,790229339
592678,761942,952506,641538,1149468,1597902,1890135,3564074,11534489,27736517,53292760,93612758,152833056,277305675,778463159
522182,783562,947683,642999,1004970,1551715,1903352,4323409,14007343,27579618,53478264,91453479,154341874,294789606,744302500
518304,779655,943636,662936,965596,1481871,1905822,3595252,14148647,27488758,54211773,91662966,166653152,282082624,823320026
506082,767629,927639,692272,954129,1490421,1905458,3621510,12325819,26988758,54342490,91353278,164841292,294517236,754321042
502548,805854,953872,685057,951087,1424633,1879432,4346972,13932766,30043145,54147901,91596914,161964548,298136796,789518783
517482,789250,919311,666968,962179,1433563,1926084,3583189,15234162,27634250,53999795,91065953,163977550,285596769,804327485
519745,777553,959071,679086,949817,1370791,1896235,4326371,14156655,27003094,53082451,91797572,163285647,296642624,780463556
521245,736604,902959,653262,942444,1357002,1934896,3600300,13958814,30134749,54346918,91508995,160021146,270381862,786354930
504129,765172,959638,641308,921244,1361074,1929278,3622198,12460327,27858952,53949687,91800286,168809264,278767713,827692153
503446,772838,956328,650228,928364,1320642,1915521,4360535,13996969,27706847,53589143,91596135,163832032,263104548,759070454
514849,780163,949278,649771,935002,1285914,1901075,3610014,14208688,27434621,53086425,91378883,156648195,300652661,816707324
520839,785988,950214,644020,1077133,1266473,1930688,4282608,14892083,27272426,53299929,91171079,154420055,279296812,801212506
510324,784967,915781,658324,1065218,1258400,1910659,3598604,15244930,27540990,53071256,91657400,153953875,288782955,798840034
509144,800507,956656,649459,1018513,1234645,1944756,7159848,14265592,27379954,54202383,91797991,160265774,268107335,796276123
543440,793557,931012,641837,1059764,1203438,1950204,7307057,16002665,27824568,53704347,92114021,174094008,295767353,786372874
519999,780369,926055,647039,980485,1204908,1894007,5812373,15009147,27545724,49011847,91463211,168586513,270219645,789240308
517728,811761,965610,642672,971157,1174216,1902477,6010176,14058421,27997698,50749031,91312840,161517354,298155145,768138615
516176,730683,918920,649305,969497,1216370,1916838,4835494,15142510,28155996,42260717,91393773,168097710,288855364,780915677
494998,572441,1235250,648365,948769,1197628,1905790,4608521,14106973,27465904,44973905,91361396,167906607,295177217,783322011
505444,578255,1263059,643200,921464,1263699,1911690,5030303,14246084,27556512,53578508,91570803,167668577,288217674,820605416
513028,573530,1247602,642736,865307,1261298,1922085,4041294,15241193,27388253,52705759,91540862,168000968,283746913,854065874
519590,577255,1236851,645946,861894,1127292,1912366,5870639,14061615,27331234,52967319,91469645,165997291,281425544,749412627
513844,573117,1247793,647190,876079,1129045,1886112,7068473,16026843,27546747,52831143,91370027,155245426,292317007,772746778
503031,576083,1241478,644137,891637,1112570,1942690,6503040,14989786,27388693,53370929,91434605,166940786,280517971,757140310
506776,576354,1267920,643969,866761,1118659,1913255,6618040,14209725,27405312,52837076,91890819,163922279,298161388,772930497
517404,571341,1259469,672300,892126,1104204,1923999,5303583,15318263,27527932,53416854,91124193,165235744,276389728,759479005
517623,575535,1237088,638189,883665,1094432,1884091,5854968,14263228,27497688,52003304,93623048,167554297,297757036,785140882
519198,572441,1246885,644648,892524,1087768,1911851,4798463,14342445,27475735,53078640,93933565,162542257,288531362,820324939
503417,568876,1229760,644671,867466,1101123,1896039,4643813,15274100,27330488,34424910,91653014,168513986,297367069,765372479
503558,570630,955925,635493,863569,1094452,1903401,5171455,12448978,27183271,53396066,92289381,165956307,279840416,830615521
511915,560276,956305,647308,866803,1100178,1910986,4178535,15706454,27304261,53266631,91901366,149638429,268106962,789928603
517421,567026,949353,671537,863419,1102967,1886198,4762087,13085072,27348184,53443902,92010682,164582668,289690248,838984218
503541,565567,964999,646698,962449,1098020,1919633,3846640,13822684,27716914,53838430,92013112,152852715,269570782,799573180
505944,562085,950992,632392,1038727,1103027,1908599,3716929,13063276,27371567,53659666,91545111,162889476,274306174,798688135
500991,563564,945600,648296,1017407,1091898,1893180,4380427,13739343,27448243,53480008,91828229,167546544,284847551,766925160
518060,563176,948320,634236,1023183,1071409,1918044,3596498,11717246,27355842,53928192,91500500,159250781,299185991,801217202
513792,563040,952406,635755,1003854,1079337,1896131,4312103,15001225,27590019,53531770,91314157,152021532,290112767,776759865
502522,561581,936008,638991,1001203,1096355,1912421,3595518,11694456,27284171,53699576,91373346,163452318,286456480,744940180
501261,563356,946528,644861,994328,1090257,1913843,3640868,15962090,27416553,53633510,91769378,169580837,284835299,781355099
504732,565429,944619,643184,970404,1085270,1924145,4352905,13876604,27417303,54076817,91199515,167425284,290922934,802805428
515119,559283,947649,652163,953899,1082430,1911387,3572130,12136728,27316097,53147722,91734181,167386073,289356608,796356108
514242,567464,953317,699060,980024,1097869,1912214,4315165,10303021,27440383,53987913,91735007,167275723,302742965,899361941
505551,563248,959653,703009,887029,1088902,1903955,3587220,9193593,27335741,53366095,91646958,166057257,301161912,875533342
508537,565385,956473,622722,859058,1069480,1920730,3632687,8758138,27549436,53568164,98052597,176415101,296610477,796827522
575551,576324,940590,660228,886933,1091301,1899084,4348090,7595995,27521171,53644615,91251402,156680517,284805163,922970540
517941,567910,942808,653859,884994,1177747,1923542,3586891,7865681,27415672,53918125,91482303,157223327,300385180,799025416
519525,572099,948341,636267,874658,1234558,1931611,4331804,7707003,27253328,53532172,91744563,152529301,293375159,774015955
512963,571746,943813,652877,891658,1190608,1910685,3582417,6894463,27504048,53672762,91201597,168468746,287424907,809378044
503535,571573,947641,640883,878677,1180238,1922278,7158835,7357839,27507988,53577889,91605750,152990279,280728109,757614454
500182,574796,952504,655020,894061,1180640,1915285,7321956,8418918,27237179,54431425,91970074,162183075,292951853,784049546
509609,569890,950866,642954,853185,1128859,1887366,5829593,13809184,27449867,53715551,91732167,160620250,300365972,860336862
514448,574998,944431,660838,884438,1098800,1927579,5344262,13709050,27397626,54437876,91469596,160197150,274384020,732575115
509978,575897,938962,638763,879790,1104652,1903985,4918319,12293958,27711093,54013297,91875985,165031021,297359833,804644233
498179,586527,940772,642931,878693,1097238,1914372,4797388,14628075,27416354,54368407,91331776,171232646,267700929,1048962934
497282,603909,917573,666594,1037958,1098090,1921186,5358709,13482901,28980197,58393513,91596775,161878543,311006124,809208177
515311,654748,920856,639468,1027701,1103497,1930305,4341000,13869330,35604793,53773598,91402449,153695474,278833807,831978049
562099,795801,988623,646046,996799,1122770,1906154,4132898,11835237,28384007,53232655,92056508,168609885,276594373,787814018
511112,643220,926851,659060,983853,1134287,1907774,4001372,16242209,27102496,53968176,92065134,152842892,295911283,788986247
520816,628897,975350,640743,981161,1126147,1904705,3872299,14432896,27391409,53528289,92582263,163994584,294411901,793264277
520580,593268,937311,669369,977222,1123990,1913376,3770140,14206094,27192239,53842076,91723723,153225861,281291963,843476792
495766,568372,1294399,639354,910905,1280803,1891498,3657135,15122580,27389172,53826462,93189363,171518457,279772686,791064758
535344,566817,1353412,655509,882708,1186283,1914176,3552060,14024335,27246876,54398138,91633223,164625653,288295732,770683342
510544,565977,1354992,644277,865429,1183781,1896370,3570991,16472926,27421555,53877727,91790459,162344172,277303054,820155860
521096,564248,1334565,659081,865675,1268412,1908660,3601049,14046902,27296141,54345700,91428829,152601566,298027260,826634479
515751,561936,1344324,654445,871977,1101106,1910723,3533816,14125074,27443320,53847384,91888725,166354224,296575983,869127686
509409,563646,1322053,719234,889915,1102563,1920920,3515782,13818223,27148073,54294294,91575656,162883551,295544342,924909062
501807,567027,1309438,685062,886792,1121707,1906525,3546087,10918640,27455771,54040279,91716634,163705852,276132060,794183203
518057,561402,1266686,681430,892941,1268541,1907747,4196433,9688734,27277433,54163142,91527565,152602008,289510653,867606619
512918,561488,1324560,686304,885002,1255053,1905541,3704874,13836733,27667568,54330939,91867689,152556033,275141788,855349662
519800,563217,1309297,671256,875224,1147509,1920395,4793682,14400872,27302619,54415002,91617764,169278177,286896430,790443699
502473,559923,1293810,670800,862516,1115752,1906393,3523062,10731573,27370827,53870694,91958074,152356865,280832424,804016286
508898,574941,1331772,668787,873218,1126137,1933255,3555188,14147056,27390235,54216123,91456900,167237741,292339296,797291066
526960,570293,1311147,671762,869541,1165472,1905185,3541961,18849170,27377522,53841926,91556381,175815096,287903355,802024989
521425,569452,1298830,664584,925896,1188335,1904817,3538943,15616465,27416073,54123672,91601394,168438095,292567107,833990743
510806,570786,1309648,674763,944684,1191892,1890434,3546017,11456282,27314383,53723573,91577115,168453746,278920279,775649936
508405,574671,1292745,658723,958373,1184396,1920970,3522272,13765757,27289539,54212641,92067083,162982208,291466434,898613188
503722,577033,993027,664407,931846,1312384,1885976,3634569,14553843,27345142,53889465,91675796,168839477,289692282,841022298
521264,574141,960105,705829,992790,1125985,1912634,3545957,10827172,27327882,53152914,92076486,152302271,273331230,839212533
516340,571750,959565,663996,861409,1121359,1915636,3522121,13548675,25764205,52423631,91793000,165758657,297661438,801779310
508560,578719,935092,642869,877668,1118857,1913281,3518340,12142240,27191511,53720411,91338147,167200338,291159352,797033676
501785,573538,971383,664729,876724,1091980,1909573,3531533,10152997,27336011,53847120,91997158,161914109,296564367,807302604
504484,576644,971343,645779,864979,1108611,1896939,3516751,9176055,27367339,54103444,91427599,162743059,295579951,767717807
519031,574581,974977,643672,860302,1213419,1885100,3534438,9116272,27762689,53865854,91641719,164905358,282366619,770570870
522561,574457,946363,653343,885006,1244200,1913756,6544971,13886230,27443385,53976946,91499301,161975177,270730968,774868853
496873,570529,939341,648957,869721,1149337,1901442,6645592,13706175,27352602,53596731,91565653,153339484,288869366,801740657
510172,575935,951916,651203,893728,1131407,1922544,5791573,13408319,27486678,54324930,91678571,152887482,278001859,801395198
512510,577387,946143,636722,853779,1147106,1892748,5473575,11521461,27478020,53786344,91516604,162207226,273956653,803772430
475996,570862,928150,645465,885723,1123838,1947289,5159548,14873131,27332862,54265437,91532808,158220801,286486852,826157292
418390,569036,938096,649089,849757,1140622,1920044,4989825,12405452,27419530,53969470,91462610,167424207,272296822,769788103
413504,574453,931207,645957,940013,1290654,1902142,4711247,13217910,27475719,54422147,91674105,165459202,279618580,782504171
424512,571440,954391,653534,861420,1302468,1929459,4423315,13599783,27549720,53721588,92160242,164019417,260232107,832400152
411120,563886,918129,651968,884819,1237846,1940616,4982231,14024577,27369832,54303290,91363022,153320849,257787696,815443273
409474,586532,946410,652965,861936,1248399,1904106,4023028,12983400,27565194,53923023,91943157,166875226,284519749,810997929
423948,563771,964923,633820,879782,1213175,1990206,3836334,10785538,27317318,54440312,91152959,167514490,292473080,931691998
408777,565676,967891,641322,863543,1192733,1905790,3800512,16260827,27494122,54016482,91829795,152543465,273510465,842125942
413779,560280,927560,667613,881997,1146632,1915650,3627483,12112442,27365335,54403507,91723040,158450791,288354252,797976201
421835,566593,988362,662616,872811,1122367,1905274,3898516,10189812,27567303,53623141,91683634,177119674,279394815,796971475
483035,562816,974687,656514,875175,1101109,1900677,3771111,13264407,27794011,54348911,91367133,176654800,285583137,789694026
421554,562513,965185,616961,866608,1087370,1899732,3649323,11252167,28077268,53959831,91559880,164094099,297620914,739640188
414912,564674,937497,645071,869863,1098555,1917572,3592475,10135564,28256221,54455749,91759616,153214364,276601725,794911750
421647,562249,975430,646967,880939,1099840,1906529,6751196,13914588,27462821,53868080,91795783,163729058,275470954,767745816
419847,565918,941902,650687,907340,1096487,1901392,4946496,12880046,27318264,53311896,91493692,166405081,305458956,742501282
408768,562699,945109,671344,881557,1108814,1905909,3967304,10988911,27443348,53628591,91386312,157928301,278409422,762187866
421981,559938,943816,663600,887934,1153303,1902959,3878377,16023609,27271148,53489512,91775540,152276683,286642362,772646002
409032,565981,961647,633001,859878,1190111,1898257,3853550,12128763,27473031,53981695,92136111,168548282,301624238,810999926
412580,562439,960259,637139,871869,1178960,1898397,3886507,14043549,27498540,54200936,97359200,167794958,290424183,789423475
419180,562818,975481,648653,862414,1194358,1904917,3865765,12990612,27469602,55827034,91481535,167076328,282290276,787713816
413988,563856,937510,659652,894208,1183733,1918102,3745501,10824495,27273196,54777032,91292195,165134370,277306630,763199190
414610,568592,963497,644417,870860,1152678,1892002,3708373,16016220,27421927,53914366,91487889,167483824,302531371,823022906
424753,580487,948595,659833,884447,1094888,1901354,3819350,12188778,27300002,53883968,91887113,179326329,291111097,772895396
411838,567469,977735,653936,859634,1110845,1909475,3725143,13958581,27383264,53578826,91745355,172177829,296490971,789267592
483727,574365,953137,648970,888854,1251510,1907068,3748606,12670061,27256759,54117998,91615417,161412764,295100305,773367992
410623,573028,955810,638498,873780,1292420,2168774,3707094,13917081,27397040,53736802,91178447,169043104,292076740,813362112
421224,576438,938941,649558,893547,1205710,1924249,3756587,13674419,27286120,53866250,91730719,153227228,282973518,752911429
418696,573542,949552,652991,891948,1134513,1910499,3693137,13939095,27275508,53876859,91693219,160359940,298740435,766787285
414010,571583,971468,703032,873050,1133879,1897877,3751270,11510028,27232085,53724910,91895649,153560521,277415068,782338480
420794,573668,956161,700311,874817,1199265,1907565,3750581,14863821,27432319,53617204,91853435,173708326,290981218,791645644
414003,574691,943157,700244,885555,1222211,1913161,4290248,12186016,27309378,48171602,91557522,160016669,286540142,774157316
411065,569619,976633,708070,917523,1386021,1904988,7687701,13825275,27331518,53748520,91894930,175548213,269482927,805940384
422696,578205,951878,703711,897564,1156439,1935018,6744889,12165818,26409653,54312602,91739568,158244336,289541638,772968961
410316,572458,939277,769947,875546,1181260,2324430,5998381,16085006,27339071,53613761,91986399,176370488,300831873,834383354
414550,577364,984979,672839,895248,1175184,4880234,5786522,11583090,27250745,54174440,91796577,168598164,280549997,871191341
421041,575007,958443,678497,873775,1219577,6178243,5220670,13979701,27328129,53784073,91536211,154650379,296035841,845099911
411112,572628,962660,677613,871043,1215830,3382373,4910177,12732738,27186361,54126085,91238243,166498417,296419987,814534210
411793,575710,948858,693020,881314,1120502,3187444,4670311,13990832,27340534,53708742,91299118,173108804,285962562,785854824
422888,574218,926294,634557,879648,1143978,3042858,4582089,16061123,27146370,54149712,91394141,166715526,269522913,765655422
408681,575141,964987,638770,873703,1135595,2936720,5130586,11465161,27483245,53609796,91728469,178247157,291730427,797825290
412174,571841,950146,651980,888502,1151504,2823469,4075025,14046078,27283480,53857005,92087335,163084567,293414572,768705663
419816,574171,959599,630652,882929,1105926,2640242,4018461,12192476,27604672,53868494,91124831,174498520,290910468,754618204
411900,575572,933676,624082,868513,1136262,2523106,3879385,13699230,27324807,53949263,92159299,168597158,285746410,784267106
418975,571468,954839,654520,867435,1217689,2429667,3819003,12078012,27389488,53715215,91531205,164291109,275534865,798330269
410129,580377,925049,635762,901864,1138136,2367863,3817072,13840554,27288965,54276368,91503047,152892849,286664546,714293665
409135,569422,953312,630400,856194,1126423,2401525,3769207,13362923,27484281,53916809,92402821,163412884,280410494,748159533
420293,571768,952222,626764,856645,1144093,2279272,3748155,12052169,27347255,54109837,91963971,171224867,283196609,739220309
410664,576026,952086,624338,870773,1138365,2171168,3771862,13699112,27278429,54001189,91583431,166238951,285735333,730387776
410520,571807,932594,612118,888191,1285668,2112298,4309481,12145267,27327621,53983425,91563290,167937655,279253700,775022787
419587,561598,963917,645089,925708,1115668,2055292,3887367,10205660,27452483,53724733,92155927,159175475,275755598,766887786
409784,560611,963190,618992,936617,1265056,2282501,4009031,9194029,27345050,54060910,91416151,167239029,291273985,730874102
409686,562602,972387,632432,879175,1137064,2085971,3903759,13980126,27325759,53402180,91347310,168772459,296304698,696428235
464996,563099,958978,625790,886304,1137567,2021421,3761323,12145937,27237847,54284400,91685171,165362223,287514254,724244586
422262,561464,952197,626782,881535,1099305,1957438,3754087,13882461,27231765,53493378,91867136,158167288,308537120,725351141
431090,566338,960566,631307,907586,1110564,1986627,3773305,12326514,27267395,54255489,91513091,166433646,299909705,758243689
522858,562924,954221,621905,860565,1098490,1985723,3746157,14612345,27328950,53568647,91882024,170808509,290078871,745652189
507069,566417,937326,625541,883948,1086152,2003899,3774421,12129685,27269028,54028782,91690326,167331546,300851306,753550054
512786,566797,961885,613802,882088,1090424,1976487,3760666,13481672,27192026,53840481,91612643,157132572,304155583,801812591
519614,562547,956662,631459,883641,1093388,1972400,3777003,12214782,27187211,53892120,91256894,166204229,299496030,754921632
513769,569797,942007,623966,859884,1094422,1969937,3752255,12373425,27289781,54053292,91613578,164893886,291080748,665432897
501353,564802,954395,625109,877613,1092007,2398241,3775327,13896921,27208011,53929013,91779107,160452081,295224234,787464504
503757,561416,953670,629840,870076,1093157,1946455,3787838,12125544,27513848,53605730,91662826,167266567,286134343,674927836
520452,564596,938597,633923,860163,1088615,1982493,3781805,13930360,30735250,53840353,91484369,165604795,298963586,799450905
514231,562668,956989,659383,880795,1099963,1946380,3766160,12325009,30563493,53720064,91171357,154856015,289585413,785085231
508652,573014,1340733,643256,861961,1091326,1995217,3770101,14815532,30267775,54032087,91591561,167649803,298178131,748361712
503766,574154,1323711,644615,874198,1089373,1958092,3771713,12162347,27377044,53683275,91220829,163715568,292106652,846986503
506986,569625,1344172,634331,880895,1093740,1955686,7563852,13936482,27286324,54234602,91212717,167305490,292330270,870819036
517361,569680,1343744,625534,881316,2088752,1956548,6712984,13468540,27576712,53675053,93998616,166362524,303182510,767281540
514615,570212,1286658,649145,900992,1114488,1959035,6000041,11465423,27366122,54226553,91562877,168457368,293806701,798209986
501228,571958,1323286,657401,873270,1097969,1971469,5406684,10389232,27458922,53746207,91768475,165853033,306995366,723547607
506918,569508,1239221,641080,883764,1091700,1974298,5118882,10120965,27265104,54013240,92134528,166348399,299055509,800368210
513851,570294,1231557,628104,868766,1096426,1956282,4881062,7938877,27775195,53775904,91668359,160316218,297267299,768984683
559057,580453,1228018,613895,950009,1105406,1962227,4709220,7745794,27209492,54363594,91392956,167151038,293321230,867418680
533997,571223,1232512,645769,878862,1089307,1963854,4554788,13640245,27318729,53914855,91854935,175564950,291928233,747809329
513006,574652,1248389,657003,891445,1099603,1960828,5110648,12275430,27054931,53822454,91767882,163231579,289285041,802437589
509553,569328,1260893,664192,861887,1097007,1980720,5440294,13646433,27332240,53738892,91665907,166218259,290271632,891837265
514546,577827,1723097,632257,870490,1099740,1967772,4591985,16180483,27454979,53732830,91622290,169559441,296236400,846688644
517873,571493,1996189,662048,868755,1098203,1961772,4347182,12379196,27336186,53734562,91610187,172804469,288903299,820202758
519617,618092,1832461,678411,891479,1126405,1964765,4237780,13957708,27275707,54287214,91525732,168676207,289864756,764433011
503243,791944,1826985,639289,885097,1096190,1965175,4008617,12230900,27507959,53912094,91336355,168725964,295577686,811060080
583369,784828,1815670,639458,879330,1191709,1988844,3995433,13594868,27140195,53989930,91304041,153049347,273998003,769451092
512873,760445,1780418,640557,885907,1140995,1969058,3836818,13608973,27501077,53434376,91583329,161909204,301086722,791477658
508430,784806,1712960,615940,869092,1162199,1989135,3827425,11527114,27120865,54485935,91761622,166617078,278131062,814928223
509450,777359,1717787,658300,890643,1217648,1991658,3779726,10104490,27485381,53860897,91993619,161802526,302356167,821027571
449305,783864,1736653,641004,872611,1130553,1983262,3762430,14104239,27531602,54344263,99784525,166194165,305998496,739846591
418491,764651,1634824,639955,880322,1141711,1976685,3778752,11500633,27378297,54017518,91801879,153336616,295523812,783006224
418244,772209,1590476,657235,887347,6550666,1986457,3730425,14199973,27345060,54200653,91444127,164432882,296648891,797611098
425314,769513,1627982,646525,860941,1819348,1972801,3729595,12996674,27447108,53753138,91053650,160074364,300238148,873332092
416073,744433,1612054,654273,883937,1322604,1985383,3804687,10752261,27133836,53887091,91715107,160166657,295691290,648599663
414380,795582,1692410,655717,864180,1170061,1958106,3719549,9747790,27449906,53929471,91900268,152883042,271574542,773339969
425617,760765,1542671,661608,859539,1224586,1968011,3774611,9246550,27334941,53895842,91806260,152661312,301437384,669498390
414447,791090,1549688,664631,874968,1150613,1970553,3737216,9207570,27390435,53733042,92055580,164681717,299919768,726835171
414835,773458,1549911,675883,871604,1117011,1981712,3766822,7721809,27493005,54024868,91354735,171184054,273895406,727941931
421183,703208,1517449,675875,882564,1134626,1957694,3769720,7501461,27426240,53945969,92197803,171243737,305396158,740302478
464119,765610,1444618,687586,884103,1152288,1979003,3732767,7204147,27222824,53339536,92035757,167164982,295764177,788546277
425529,756087,1452029,671410,883155,1138846,1979675,3739417,14141346,27404703,53692069,91341916,166127224,295163228,729268904
413821,762145,1470040,676566,969704,1143652,1971601,3766031,13002499,27201115,53972145,90913408,167438265,289150357,770726778
412212,769400,1457310,670741,870292,1220730,1971234,3786170,13775193,27391105,53943649,91742722,170916631,275755749,674111526
426129,769724,1409634,668843,875835,1156973,1986655,3757467,12230779,27320137,54000222,92702952,167186730,273646124,795335873
411775,763101,1405244,666638,865109,1151274,1954866,3770787,13902728,27329797,53631938,92378450,165426814,288877363,725244933
435870,757496,1418873,665149,890077,1132123,1960816,3740657,12064476,27210052,54273107,91240481,165403836,281132315,735347564
424420,774867,1420397,661621,848599,1133292,1963790,12065114,14686939,27380384,53672862,91989039,164784478,274345260,733675108
414998,714472,1370405,702904,850970,1148602,1979096,6127883,12102157,27235251,54104982,91748932,167093161,289815646,714863038
425989,719733,1339121,699796,847817,1151379,1972417,5744138,13823261,27675605,53912660,93912129,152834093,270163454,698268327
414739,744558,1328682,654928,874490,1222977,1977710,5525410,12111965,27335050,53950532,91487623,168726857,302201686,756145711
410983,781446,1315288,651993,877706,1114094,1962971,5133944,13901259,27683321,53436062,99841196,157154465,291173816,713410118
427816,739785,1328746,662538,879628,1143416,1971226,4664977,14053541,27777759,54052504,91863120,147518664,308525341,715160920
414824,596575,1357203,653312,862661,1138424,1963372,4380883,12149570,27368433,53890574,93984336,167313396,310081924,745315495
418588,547689,1282483,638825,870231,1100880,1962354,4059518,13904510,27292122,53888195,92322936,169776948,298982279,644451262
423967,551061,1285053,625013,945901,1094604,1951099,4117276,11961836,27471189,53620705,93211101,169449791,299076529,803508714
415243,547313,1296367,659174,939994,1098012,1974505,3922203,10204079,27202501,54112984,91967805,156914926,298929824,774800127
417253,546555,1286645,654426,967874,1097009,1966261,3741439,9658557,27437565,54024559,93791243,162433219,300813884,761349025
431178,566053,1278571,660881,964209,1095453,1981896,3701088,9223758,27229695,54298379,91601406,152563185,288721632,713075516
414992,557038,1240837,664664,917884,1094698,2016028,3672057,8180045,27377583,54015697,93341815,161482398,290139943,726552191
415273,556277,1213392,634609,874230,1095166,1975242,3617761,7781798,27121764,54064879,92284311,161419765,290628454,670342915
423826,557541,1256695,641561,876171,1099708,1952100,3500510,6922345,27159046,54077428,92926192,168460749,290020104,733353195
416636,560366,1256377,643156,869799,1095798,1954872,3446075,7079441,27082827,54389534,91991932,160513139,297201633,713586523
412849,558082,1240107,651545,870941,1099120,1966407,3422919,12781456,27296648,53183390,93646627,169046417,286317655,729663404
427614,558059,1206419,666647,878692,1099101,1967259,3504065,11465183,27053229,54400644,92484236,153539171,298207596,690813350
416308,557841,1194414,643042,862175,1087506,1954825,4266376,10162033,27625053,54017179,93729282,164042674,306034246,729409629
416147,556972,1203583,655986,903030,1094660,1975427,3477649,10155798,27299023,54524941,91559667,164295858,290316848,693804726
423845,555908,1211748,635768,868775,1104515,1953579,3543236,8668079,27418073,54086303,93025790,161350184,313165814,771565859
415212,557333,1202844,651617,860547,1099668,1964859,3436198,9666876,27312288,54332060,91911366,161135403,268553293,721360050
414690,545609,1188329,649227,872687,1108126,1963352,3519649,7442225,27360354,53928306,93564396,168336144,292972235,750668329
425808,550073,1147379,719204,876433,1083619,1965759,4294220,7776591,27358538,54423560,91495909,168502986,296397075,734325882
416039,542712,1140783,678395,859316,1099057,1959079,3492501,7550668,27484212,54047170,93362598,167948828,292852384,748113663
