x86 inductor 16,x86 inductor 32,x86 inductor 64,x86 inductor 128,x86 inductor 256,x86 inductor 512,x86 inductor 1024,x86 inductor 2048,x86 inductor 4096,x86 inductor 8192,x86 inductor 16384,x86 inductor 32768,x86 inductor 65536,x86 inductor 131072,x86 inductor 262144
511756,562235,1287985,638303,945927,1122828,1941318,4264187,13719928,27114547,53148611,117008144,162000219,279253080,669116039
501112,563879,1298614,651496,955318,1138192,1941927,7150173,12127420,27499893,52633396,122160711,176992159,275932762,637175151
505916,577533,1246270,642828,934032,1166807,1954084,6586521,10434104,27186309,52972833,125116774,153229530,285247478,741409796
509232,574122,1252240,660121,952575,1094417,1940378,8211769,14660235,27474949,53131058,118972217,152784661,286827260,794818589
514319,574556,1237915,649407,988096,1163388,1960292,6633722,12231529,26901205,53522262,120741283,152839756,284241069,639748057
504330,576695,1247665,668709,957301,1114884,1924682,5970512,16351944,27485955,53079640,120808348,153106561,300335043,684781046
639359,574255,1235588,630997,955301,1089734,1947982,5405943,12228757,27565165,53287384,119801298,161516693,276692768,629585289
551095,580001,1254607,649197,953363,1090939,1945724,5138454,13975997,27385486,52852544,120431676,161061662,272373895,776079946
525982,572548,1211974,646385,973573,1094924,1952905,5200131,14663017,27294914,52975098,119155648,161854639,295263410,692162251
520698,575027,1198382,644613,985543,1107927,1897932,4534936,13841343,27278135,52958393,127901331,167570259,273961647,719845149
513012,575172,1224834,657326,968719,1095989,1917121,7506507,11378919,26530268,52985055,120888298,166313768,293454324,757904133
521021,569278,1216888,626986,949457,1110694,1886572,6590165,13948007,29595071,53126143,121475793,158441927,291706923,720372183
523352,575908,1324932,654245,955264,1098023,1899190,5959748,13948477,27533465,53409294,116790612,167934003,282557190,695572074
517205,577722,1245407,658280,959291,1098090,1871528,6025273,10866716,27457685,53399477,122750376,162770360,290341604,748470826
513019,578572,1210389,630299,986981,1099174,1916027,5147676,14008075,27157991,53181997,114613817,172218521,300553284,747462884
508283,575606,1221239,633088,977689,1099035,1897727,4875438,13040338,27547279,53103420,113573201,167217018,287256786,746622824
519271,572134,1227545,647620,967994,1090062,1901259,4726667,14137022,27231174,53059694,121302504,169476653,279409844,750517769
517964,574143,1228523,642660,946296,1204491,1900169,4544563,13852846,27015283,52999223,115649915,171742842,289017025,617166528
519488,572211,1212073,630416,985540,1316177,1904985,9324406,10289611,27367637,53227292,114411987,172965908,279938145,630023876
512559,569769,1215809,645424,1017212,1234460,1919549,6453380,13989643,27526386,52790828,114050450,168196442,286711693,651950571
534186,562920,1235212,630036,1022522,1184527,1911324,5918440,12971343,27360869,53319998,112593661,165248047,277014707,692372733
507699,559456,1241642,640257,964000,1201801,1879180,5376145,10387795,27597047,52869692,116328979,168229227,277972977,649541977
524365,565168,1242034,630069,999148,1163115,1909978,4897309,13130167,27302949,52913001,113286751,171787456,281662929,689183384
525073,564939,1243706,639858,1009844,1103652,1879754,4741879,12619790,27417916,52947264,117436511,154368228,289203967,711512547
505391,560835,1182682,650014,1018783,1098638,1896256,4552377,11541729,27210953,53325007,119364538,168797672,287873882,655452516
510347,562414,1199493,642298,1008248,1106512,1935708,5166226,14785534,27141525,53331376,117258624,166262889,291330820,643249673
519131,566546,1189404,695073,1023861,1099111,1893437,4138759,13631677,26350073,53209263,114360482,163007496,279152645,645341653
513549,560858,1201157,629185,989408,1102674,1901812,4121998,16373868,27938466,53407272,115716863,167924414,294190968,683399436
524005,564207,1196925,648396,1124695,1092644,1930605,3898670,12215560,27244374,53430554,112819595,167678281,297307537,711604120
499593,565884,1211914,642528,1034323,1095377,1890776,3813032,13961346,27427244,53497589,118724775,173192322,294686058,661208011
508743,567988,1188338,630875,1006081,1103412,1905708,3677684,14772954,25520209,53642810,115011066,174115571,295941247,634458822
510857,564959,1228161,648850,1008810,1103749,2279190,3738068,12093425,30208780,53268881,117032572,164815174,288815561,744168052
519477,561479,1227209,661648,978008,1161540,1925797,4504951,13722855,27706407,53515473,113835861,159591039,271924480,666620087
512064,559285,1215084,632178,985243,1135885,1906271,3680876,12192958,27449088,53120502,116206537,155987738,288778519,666543551
695370,563703,1211145,636021,987170,1093890,1916793,3719911,16219978,27291571,53215291,114826985,169680693,272364427,830121009
551559,561364,1214961,640564,956530,1093184,1897665,3791726,11497938,27627413,53192668,118928412,151308494,298469737,747503489
525909,575401,1226051,620862,952912,1104108,1906866,9455836,13906091,27087392,53410247,115505749,162615171,286630248,779936542
515567,567628,1225353,626858,942772,1183601,1905610,7155469,13006936,27535304,53078899,119065382,161808049,290360391,751484720
514967,569792,1206882,653268,957221,1101174,1914759,3721505,14154023,27135898,53333261,114779242,167742894,275461038,785845071
508983,573366,1209038,639487,958825,1098396,1940298,3707773,14757927,26826767,53084897,117332104,154525117,272741942,775708875
520631,572485,1196725,633231,984257,1096455,1951696,3664553,11878936,29714057,53182284,113790163,167000131,272557140,734214077
519215,570301,1220777,637963,959213,1087358,1923311,3780221,14011323,27928045,53079808,118915509,155147466,283416357,768128459
507328,583301,1299697,636073,958769,1097553,1936455,4481425,14676593,27268109,53488013,115089264,169242415,282855111,867903409
510065,706387,1245203,652422,1012978,3161852,1906528,3672306,12237338,27561641,53438865,115905407,172990208,290848197,893930759
512238,783685,1223260,634886,1018100,1102566,1930040,3679493,13842115,27358430,53428776,116139436,167407078,297910138,833735669
520381,760143,1249213,657874,1003066,1138298,1933770,3648181,14713886,27558641,53408586,119043566,168891975,301120816,776014986
522582,784300,1234084,664300,1023285,1095570,1928474,3720436,11597034,27142279,53773402,116595668,164357159,289438851,831549733
506445,783516,1234519,675419,1000827,1104873,1937934,4478087,16141439,27473705,53148944,119109902,168400679,295298213,851946999
504317,785680,911869,679864,986848,1093548,1934543,3699014,12160008,27155349,53415257,114880320,153403029,275878264,794937233
519393,804323,956926,689987,1064493,1081736,1933538,3712812,14049877,27436166,52951816,122920279,167012107,280178558,793036432
596458,771790,908926,710082,985027,1117256,1951792,3682827,11499111,27232765,53198867,115613889,166438841,301175708,718523842
622164,797347,944286,658959,979629,1100847,1927872,3735840,13968613,27760232,53152647,117699094,156103669,274004972,710163087
541925,787210,948817,639285,1002327,1095118,1943391,4466350,13133993,27280344,53025693,112993415,166848282,299754489,777128883
510430,788292,947394,658479,868645,1109498,1924936,7411469,10946208,27567485,53195738,114916003,168225118,266493377,783466493
514573,808947,954465,645948,865634,1103041,1933083,7061804,16377201,27333134,53390338,115354623,172210334,282785886,758850940
511207,823153,933855,668895,861895,1098207,1935593,6245142,12356010,27575179,53160234,125762144,167153669,298207898,737794722
522581,775011,927355,648580,854596,1098965,1944394,5657033,10994768,27412955,53413758,115171136,163802691,294463515,711251670
525674,804277,949843,664971,852485,1104788,1923845,5125023,14746981,27517267,53186202,120309336,165865636,292632006,719604621
507521,792271,907544,650710,867611,1103082,1929924,4797122,12335265,27329170,53361643,123457853,164152676,269134567,768679805
508429,793482,956293,649463,877471,1128915,1941472,5293950,16130820,27439600,53386888,120048255,159376327,299385384,656495448
522012,797594,914340,660734,882270,1185382,1967631,4385516,14071891,27397259,53698610,117349584,166706296,268472357,732019908
524288,774796,948926,646389,875744,1190301,1935507,4972586,11536809,27540811,53282173,117220596,166674144,283427508,652420565
526395,826214,938301,643872,869212,1180547,1951257,4271874,10230745,27319751,53219803,119548535,166734751,294819509,654395917
503155,783962,943544,633294,884220,1168647,1944102,4065499,13828636,27553788,53183310,118016440,164723068,284593180,707247738
514424,791191,960004,636007,982343,1119642,1938616,4633867,12361805,27307372,53417788,117151352,164421400,269529590,717957938
512388,793636,959293,648225,1060813,1088474,1886405,3733517,9708327,27388282,53223240,123219912,161596183,299732240,709626014
525687,790082,931857,650324,974469,1089569,1917142,4902675,8803527,27194868,53267435,126448787,166370566,297002633,731728665
521364,784734,937291,649134,985343,1085426,1909284,3984465,9038002,27583326,53065480,126246113,166193939,297231837,742893453
511091,794982,937573,615132,924692,1078536,1944002,4298776,12399832,26826778,53258179,119890512,165749115,272865047,731282905
504473,799216,956146,644748,929218,1111009,1880463,4746023,13875745,29905538,53111458,122507567,167579559,287605505,896455499
517788,781692,955364,632356,879728,1078124,1913664,3754249,12331527,27829834,53460110,119942371,168412882,281941667,677213300
526493,652815,934192,648708,871820,1089838,1893795,4597618,14872401,27552553,53350994,121779507,177128466,297563800,763835896
534880,604203,1248703,664532,859505,1076292,1915226,3731173,12078390,27252107,53326031,120629014,169166976,271050784,687044266
521212,582373,1228190,663104,867290,1146343,1899968,3969696,10172385,27653752,53399136,121440528,162318522,277101268,776965517
512606,565153,1228150,646033,884306,1127063,1905832,4678432,12799898,27222480,53292964,120286842,167472276,294481202,790845541
500732,556482,1248071,637519,858392,1079707,1897576,3745446,14347707,27590050,53233373,121412986,167022389,300590811,827729267
523814,556355,1230486,647164,870531,1091557,1918039,4970150,10366208,27197391,53364818,122321882,168835647,292632643,843820713
521130,556959,1227235,637791,863802,1093469,1885014,4264855,9234467,27688465,53072652,122993766,166658584,274252990,773080527
522210,557601,1265289,655273,885278,1093437,1903510,4034616,8388793,27268014,53050742,118604318,166551299,283457713,753419013
511028,565800,1222891,658599,850790,1126005,1909312,4661943,8377610,27546833,53289914,119950207,167094875,302304168,774037562
505826,570517,1199521,631981,905874,1099067,1909003,3768259,8159967,27094688,53115958,119465440,155719975,277706738,893116332
518358,568422,1204120,662645,882225,1095902,1888992,4545982,7343900,27495970,53040074,120953657,166779442,292174648,812754637
528989,568772,1219669,699421,880675,1092495,1930532,3761348,16184327,27193835,53366446,117779576,166432703,265572200,775950349
515479,568459,1242576,693211,846967,1106301,1899769,3820360,11595815,27447102,52574850,120148024,157645117,269719188,818276462
506611,567854,1227175,704504,937141,1094465,1906572,4553534,14028608,27261119,53802340,117759371,168078630,277645656,799192115
502095,565971,1247177,675459,849575,1100055,1908436,3909670,12905609,27639220,53224828,119642463,167074695,293272684,771059923
520378,569994,1145664,685174,856659,1098047,1941328,4570379,13381180,27201404,53489590,118273776,160387082,295171990,811089961
518060,574139,920378,694488,853730,1101450,1884010,3731338,12046940,27419587,53205032,120334245,166459985,300156363,783250980
523831,575746,932995,701478,929207,1097098,1928483,6356820,13804892,27088595,53421089,113019586,163750492,281275482,792688328
505856,573873,939742,700673,949053,1101021,1898220,7504683,14499320,27435330,53121417,121479993,153393306,293346310,808353448
559367,565162,923821,665769,948306,1098935,1925198,5972516,13906149,27112104,53237448,118660166,161633825,278753200,793339430
523017,568783,959441,678375,941383,1093959,1896520,6479800,12164993,27501980,53256695,120468517,170550443,274049736,782166361
530646,570136,935685,694658,863076,1248519,1999342,5142723,14808905,27313162,53130926,117245044,169584541,273941192,799945766
558097,563587,952724,672883,882708,1245005,1953828,4965221,14095467,27155239,53095805,122954719,153415514,296989100,798568286
524758,571851,951900,674526,878556,1296430,1991908,8062798,14559366,29763456,53178956,118281352,170212195,280201061,776536059
503531,557616,947526,653315,860736,1201153,1979448,6626590,10900611,28006822,52839452,120102606,154323931,275167581,772461588
517098,558833,930297,662725,868691,1171430,1984996,6710546,14049181,27198530,52505967,119204297,149578923,281804735,735814995
523143,559197,942974,647820,871488,1132034,1970802,5666990,14609892,28171684,52584810,120516810,159063364,297999728,768047700
528751,556520,930648,651589,887713,1129234,1981026,5351437,11458624,27487484,53169163,118340853,161212651,291147856,794527983
510479,558251,939883,651732,865466,1115410,1989351,5552855,13972208,29693357,52916750,121116940,167133827,296466275,747404431
510752,561907,950484,671471,891600,1109326,1986370,4916950,12160541,27489316,53501612,118526702,169214797,280319711,767016919
518977,560892,930419,652494,864020,1108989,1984441,5378132,10171924,27894124,53140712,121490414,168412794,298381071,869616079
529751,558723,934866,675309,876653,1100508,2019475,4572398,12709851,27260949,53108459,117545422,169916451,277474361,850701507
519986,558041,935102,642940,867885,1098080,2000484,4342158,13769195,27708030,53203495,121464163,166713815,298842153,635730938
502564,555962,909129,637199,876628,1104349,1976926,4695707,16380145,27354119,53278483,121924501,167627394,300220010,948032693
421116,558455,936906,662704,869476,1094219,1994528,4275384,11591915,27897151,53067569,117081665,162482939,279279838,752970899
437800,555559,927765,653127,883786,1096251,2017242,4606222,10255368,27478678,53268436,116378273,171513892,276533058,767876462
419337,556438,946217,656722,869596,1095145,1978156,3881733,9390620,27646737,53041476,111796023,162657080,295812289,818847280
419179,566915,944973,650034,874563,1098444,2014541,3936809,8395259,27440053,53441687,115280798,160156122,288423499,742079364
429553,565816,954080,662360,856696,1101873,1990436,4578668,8043906,27679252,53369808,117372644,166650545,303919692,716502313
416732,566157,944752,638864,879099,1095538,1978146,3842372,14004264,27540320,53166399,120327531,166838644,297114246,684224648
416523,567668,925949,661475,986529,1102874,1984185,4532850,13047738,27701667,53371266,115275480,161032033,298016309,777424675
427696,571672,957925,653215,958053,1104122,1989357,3760790,13904413,27462085,53244411,116577704,168986297,293933756,727089621
416390,567958,936918,659122,947860,1200513,2630264,3761371,13763301,26757702,53159250,131737272,163522328,261461867,748415578
418779,566788,926832,662219,975339,1083133,3085879,4533919,13653139,27440280,53165971,115197570,166211745,282928316,738304393
424522,568102,944309,672262,855241,1096029,2943328,3777798,14111430,27671330,52882484,115656821,164362524,301875375,774149860
422367,568930,969422,638126,884933,1091141,2754471,4884223,13121247,27501819,53482103,119234706,168046133,300518799,736390429
423151,570690,932947,641675,881160,1110688,2661861,4253613,10992079,27650079,53110384,119948798,163024085,288951958,833819748
434104,570616,952184,646337,875744,1085184,2439424,3875310,16329632,27365336,53278573,114326223,161593609,304164691,584648610
413437,567675,944012,643897,873000,1095283,2447485,4670206,12292866,27527468,53134500,115318440,161047715,281731343,746698926
423066,569714,964082,652561,876947,1149686,2315248,3589229,10445094,27456205,53397681,119072209,166877116,265465249,614788492
429527,568621,958945,649975,970515,1088519,2194363,4307316,14868843,27782236,53338490,117876853,166259205,297260449,626296561
420709,571612,926753,637561,863914,1098504,2134166,3572542,12412873,27439811,52913839,114355776,160834512,245741072,627044797
415160,564845,970186,659168,875070,1095514,2096785,7160440,12774598,27720933,53159776,111826333,166821616,297364559,627822070
429929,568883,915316,649897,864595,1092920,2162402,7163633,14034986,27425927,53308688,110954272,168450462,277720268,659065980
417886,554069,952901,637054,879129,1088900,2169224,5893605,12387835,27745941,53082549,100071495,167383914,272279765,653185417
424288,559324,935134,641368,905412,1086763,1984279,6026691,14952976,27412157,53115574,111942183,177172559,290217062,649856169
426854,556130,943477,643130,882514,1106637,1918864,5010080,12210223,27741661,53063484,113000332,169436526,292793353,677747624
421226,559512,917378,640440,890450,1092302,1924751,4684332,13845122,27397857,53350687,117579480,170504965,298398788,698354255
417356,555437,920152,651715,875214,1088419,1925965,5037778,12303306,27646136,53015125,115986784,165375344,248224249,825852422
426321,559784,936072,651774,869865,1111655,1930826,4110046,16363644,27338868,53166517,112736761,154561244,271605024,581076178
412959,555708,931757,653880,888349,1098635,1930001,4574960,12261109,27538040,53372525,113226072,155156498,285567179,713193252
467293,558543,930083,652880,874185,1099909,1914980,3810994,13870218,27354693,53160248,112808985,177680057,271093810,597755006
417511,554145,939470,644557,861481,1094899,1904606,3857583,16797644,27614814,52979356,117326550,166849113,272298251,719187166
428097,556358,912858,635599,876242,1098130,1917793,4607592,11561639,27228868,53364300,119288239,169297257,298394192,582780702
414276,562430,942462,656303,967342,1089878,2060696,4871216,10210944,27881264,53118540,114710989,170379501,298041225,720446907
417619,557108,991337,652232,971665,1088154,1944527,4447430,13597273,27433153,53398166,115832026,172479394,291107642,615700563
426796,569800,944262,638928,944442,1093951,1915263,4171916,16336660,27922785,52849605,122237284,164189218,295047803,696819227
417648,569264,928942,636949,872055,1095508,1933087,3969126,12142464,27371115,53215214,116245010,172143327,293347114,606892361
416453,565241,944043,651619,864866,1112350,1921029,4493811,10225844,27571330,53249113,118060614,172362566,276475091,745136483
431227,569981,925494,643722,873809,1097625,1914841,3652609,22901491,26881716,53292534,116677261,156714588,267932057,684518986
418134,566570,935766,655421,869139,1100168,1911649,4337783,14781454,30139828,52816087,117496466,164886111,305435815,758881266
418621,568046,922058,677219,890948,1095658,1919230,3586227,12197323,27742752,52958526,115959595,172163929,292880944,697093161
426193,575973,953333,676163,875550,1109586,1875966,7133540,13566024,27639208,53333035,116751115,167577799,296787102,731489869
418559,571444,936221,647362,881333,1085260,1919618,4449192,13992185,27200954,53792801,116221800,168734396,283581611,733507434
417650,570063,963801,652174,881069,1101164,1998616,3623248,14435746,27547870,53009585,116083964,167229222,291951986,726570705
482719,675543,899575,638321,867200,1085343,1939934,4351677,10796658,27202209,53265063,114803878,159700167,297871090,745035518
420324,864541,942470,659740,868667,1098173,1917687,3628496,14011474,26899439,53101899,117038496,169269906,293694137,757858095
430389,870851,926345,652886,861886,1081920,1939970,3629524,15014692,29638053,53224779,117848785,166252407,279796553,752418912
416087,877763,955725,652857,863039,1090529,1978826,4220805,14079499,27925035,53166261,115373830,164446923,285532841,674845679
420399,892857,934316,651165,880909,1090554,1983699,3624121,12358020,26836452,53319857,115246464,166675698,297854217,688557505
426533,882400,959239,652125,879498,1100737,1958470,4341050,13946842,29951522,52913218,115341237,157034191,296312794,730025684
421118,887514,923791,640389,881118,1109163,1984011,3594438,16434776,27682140,53150498,115521027,173488833,292120668,758536013
419307,880751,948413,646270,854390,1094626,1940425,3619557,14046009,27714120,53065124,114423080,165955443,301452572,700277087
429471,855643,936538,669796,870599,1098037,2145476,4351050,14095639,27448864,53348577,116151349,167988729,280358247,566931864
413335,853247,952959,657414,863152,1093570,1987095,3598318,15022860,26865773,53064959,114546235,167847162,278433045,649321999
429981,860131,966444,643965,903142,1095695,2001153,4326609,14117321,29729372,53153111,114251909,170743890,270428802,546096705
424726,856296,971558,651182,926110,1101734,2003458,3623291,16425788,28209745,53273167,112817193,172406800,291971423,636706428
419077,873992,945413,668505,962161,1104705,2014204,9041772,14017698,27299774,53477575,116760739,166919352,276179987,636858651
426793,874902,932601,646272,960466,1081573,1981067,6759797,14145896,27675147,53148232,114809007,168361203,301224066,784554264
431736,870236,959295,654493,948318,1085654,2008603,5526980,12589693,27233807,53446050,118042063,153376574,274408311,542438421
418901,866609,965495,643494,859602,1094022,1958629,5867623,14059076,27649124,53060034,118038500,155066891,299679439,740168800
431222,868677,956207,653307,869155,1111418,2005845,4983285,16429414,27357555,53392305,118510840,167981358,261395210,554066498
429150,847590,950098,661528,869500,1104071,3252341,4818973,13984166,27846154,53018259,124874039,152994435,273796903,839752932
419539,890695,946871,650483,888575,1163690,3080623,5167734,14233633,27300438,53294214,119590306,162054445,271354530,576903742
426353,872590,963811,636500,880054,1100051,1996548,4333476,14976365,27633351,53126517,116915721,162643467,271087299,757496218
420746,866988,922382,640892,864748,1080890,1997302,4773840,14054345,28002097,53236961,116854572,153444346,273733441,650020821
419208,876099,971733,613057,862693,1104138,1960930,7005708,16415442,28408043,53181112,117532712,155627057,283833431,758849443
431764,891815,939672,637369,862369,1102062,1997863,6443239,14211932,27352892,55050758,116411524,168553418,293526430,665945993
420155,874020,964629,655216,861977,1103493,1952013,6600254,14201172,28290099,53178398,118326913,162248771,284700232,744152348
417922,869679,946982,630535,861687,1102414,1966508,6336754,14948604,27349587,53488942,117895167,166106838,289223433,666106646
431891,577269,931216,665063,871517,1098710,1944472,5946734,10969553,28249957,53283771,118034316,167504205,301689482,810625139
421654,594402,934524,638599,874460,1098887,1966170,5206714,14005275,27387108,53566214,117874181,167342418,292499535,685179310
491538,570542,934492,664790,850218,1107742,1950009,4994220,14166831,24292372,53420031,118239517,152502733,299336499,761575919
422365,567640,972258,631537,866149,1091006,1990943,5667276,16500479,27146882,53384965,120275974,166416915,295796591,679611197
418292,561755,941427,640830,855738,1094808,1965063,7364557,14140387,28200013,53328303,93795541,165060938,285677317,798338272
434198,567284,920594,671229,861281,1091155,1965599,7717581,12336838,27246689,53330433,91749188,165513331,279138619,714636674
421829,560079,962955,652263,894307,1096315,1961223,6109421,13961915,28396373,53171678,91983254,162032035,272501894,756502273
423711,565210,945461,645571,853739,1118251,1972329,5873614,12217642,27501984,53458361,91935647,170169542,295722585,829919128
430900,560338,932774,661888,873730,1080119,1953595,5552504,13781659,28410626,53115246,91944278,169899706,283429724,795232789
421689,563171,1281943,639100,863577,1088762,1971454,4577263,11425943,33207569,53535261,91909120,166370117,276676847,727279850
419138,559999,1304866,640052,938679,1092637,1954441,5159006,14014762,27438936,53106406,92028752,153776381,269631701,766669084
430546,560575,1308743,647781,962957,1090538,1976743,4153057,12270053,27398166,53637092,91747651,153781475,292085887,755848645
415892,565596,1320630,668355,937888,1100859,1959709,4060779,10774854,27377083,53145726,91718462,160855652,274632674,886709652
423008,562242,1341189,651215,966465,1126463,1980078,4663027,13865741,31383627,53720505,91617763,153945206,297764292,835729589
428693,563402,1304908,645821,969437,1102560,1945687,3821584,12520812,27434415,53521915,92304031,163388953,275510191,823136444
417956,563727,1251873,632139,965982,1118604,1958128,4432157,9889494,28285513,53547778,91917036,166949275,288048900,741582937
417655,570668,1260407,636641,954848,1114013,1979262,3618730,11233838,27508313,53163369,91882961,159003411,288425413,768008532
435005,571565,1216264,640024,975782,1101501,2057173,3627657,13682385,27337447,53342599,91477881,166581129,286659635,738497824
421420,572828,1237350,638667,957980,1103251,1969816,4324160,11550261,27495306,53053486,91805598,166189868,276324018,761947070
422243,572385,1226661,650944,969576,1095094,1980253,3670715,14810806,27248650,53186073,91533182,171092681,297265892,747778026
429822,572911,1242976,644008,931925,1108537,1983752,4337438,11639950,28160399,53371733,91792074,170012389,296843958,784672181
422818,573198,1238865,642822,961781,1088166,1961428,3593613,16189779,31675293,53469346,95251615,156240517,291288355,752735788
419484,574436,1234216,654417,940796,1092763,1957754,7625852,12016097,27597858,52813399,92428639,154187657,282740165,770460195
433867,575326,1218957,655778,871577,1093370,1964904,7353558,14051459,27550546,53412927,91579153,160241716,296127805,738714982
420834,571225,1261011,648439,860758,1105901,1951859,5792147,12350486,27773658,53048845,91700280,164585950,298530953,727834685
428092,573362,1235212,654375,851538,1114315,1962755,6274167,13311693,27609941,53487940,91859364,155345175,266687763,776771458
429884,575978,931803,637754,858337,1105873,1966675,5031573,13487210,27680673,53503370,91827558,169973808,285871755,724556853
418954,574423,927546,642089,863431,1127629,2003189,4781193,12222527,27465333,53686577,91432524,168786174,295421783,739137295
427051,573383,941870,645151,864768,1127383,1960076,5246223,16055584,27672330,53159164,92207542,154276818,293511289,752218581
427588,571215,903799,702588,890500,1140555,1990853,4142477,12217424,27464576,53216113,92143619,154445750,279241823,758755446
501113,574056,910625,698203,867572,1141293,1947691,4647234,14039533,27661004,53278587,94330816,154131297,278087094,756164663
422578,575016,909418,679719,874237,1096776,1954962,3810290,12334433,27399750,53296509,91366488,154325852,291834985,675135671
419199,570156,931142,682806,876316,1100695,1948309,3775636,14089351,27733922,53524919,92295739,168390676,295679113,787502551
429501,576880,947763,632852,877690,1102353,1955325,4343154,14050828,27655796,53116133,91441686,171255294,297767749,679158657
417191,568462,948646,661762,858335,1104838,1960543,3687816,13950931,27762318,53199775,92076932,170615886,297969590,815110332
421077,572625,948194,663474,986191,1102288,1971418,4567978,16330084,27522343,53389461,92003270,170083189,276443976,712351617
431331,571598,928731,650811,963982,1111507,1951594,3601880,14017252,27626915,53440098,91534252,162060655,298743064,786661303
421581,567353,917094,673063,961090,1075708,1988991,3631422,14068272,26935672,53109795,91777875,154831043,274931323,690285176
420662,768617,918959,630437,966579,1106687,1958213,4375164,15121845,30252047,53384924,91950578,167306784,268088233,756436373
427572,796299,922216,649790,974573,1089187,1959296,3600997,14035420,28228206,53737523,91384964,155746885,294552159,694803824
425043,795701,955342,664754,942656,1110394,1963871,4357318,16507793,27939986,53100343,92019267,169187262,285063773,813480887
422713,808540,923754,703193,957545,1087660,1974961,3606101,14067246,27444279,53783230,91124870,168795336,280249071,720962714
431384,796282,941573,716003,958179,1103849,1972519,3704547,14167992,27088855,53451994,92086255,170142866,290035187,771100391
417764,792490,945842,668648,940485,1088233,1958483,4334055,14969029,30740640,54358279,90876409,159363582,269140730,735118043
499352,793331,929905,654063,955565,1081820,1958133,3618848,14058858,33514385,53956977,92243029,154253962,298657472,788844057
421873,806989,937016,655345,988540,1095775,1961870,4331220,12377903,27428246,54124632,92198850,166484110,277218666,700647883
418846,789651,942841,649796,981125,1097822,1975589,3606447,10476534,27807447,53944094,92270220,163166660,297727048,806785394
427479,783585,943145,645733,960377,1099385,1964494,4215900,14108777,27647096,54307307,91893027,154021633,294271449,642743308
415809,791753,1001065,655491,958634,1104521,1937642,4410059,13979268,27941167,53647464,92074385,168178842,271110245,831314495
429312,785708,1261448,646276,962402,1095591,1974648,3929514,13937976,27530410,53927272,91860299,157524647,295141621,747747181
425658,783974,1237719,660133,962441,1103996,1970293,4506641,14103078,27726069,53805297,96269538,169443403,276880920,811000042
421411,758872,1242648,653749,961767,1111782,1965954,4138702,12336117,27303584,54290076,91517836,160945504,282587830,793415196
422997,791302,1231967,650429,951476,1110044,1980450,3935359,14058895,27751861,56136023,91911063,153856459,279976327,833434421
424745,792187,1212661,633674,971978,1090098,1971115,4767418,14063861,27315844,54444450,98002206,165294935,281956158,736080070
412311,781572,1227326,642421,992527,1097874,1954295,3603333,14176044,27741128,54321202,92544598,171677252,297053994,763117535
429760,801957,1224123,655130,970473,1095711,1964018,4362975,11647408,27398373,54900649,92705392,154806293,295020617,759088469
414221,797387,1217610,647841,953811,1106949,1950351,3677301,14108089,27723973,53660567,92830384,172415564,301962813,787040609
418227,775655,1215069,645731,967631,1094380,1973720,15286086,14127894,27326239,54003989,91442803,161901596,273827240,833675184
424962,771537,1220032,653487,931968,1105327,1971039,7053819,15060404,27760338,53876293,92070091,163354566,291063618,833605126
419178,770607,978756,651933,904885,1139679,1983496,5806179,14185472,27357398,53871388,91697782,168373365,289214945,753398157
417638,813131,921509,650078,869001,1149999,1958860,6300135,12402547,27727049,53558650,92098970,170152022,296296347,798776426
430050,797366,930922,642245,880659,1125024,1978724,5231609,13932608,27343466,54119118,91601578,166589495,276914985,931759399
417509,807441,956175,651386,858029,1199641,1953976,5018377,12177160,27750393,53675320,92020348,168638791,291264136,755825987
421258,775916,945540,654259,875889,1116206,1952749,5688253,10278640,27289655,53853633,91810058,167026980,279601813,791227864
430107,782845,948390,648916,856779,1122273,1950938,4423969,9643728,27789858,53762538,92338253,166923715,288384582,763606303
420749,722591,933115,659091,877196,1147793,1978074,5009746,15006893,27325569,53352356,91459024,167230170,292591137,762003854
415601,572041,959129,643733,891787,1142398,1981196,4243123,12336579,27723681,53823806,91825867,168239704,282520416,832763414
430654,581060,942137,652695,858168,1144659,1977219,4079584,10241724,27428177,54050357,91764218,159423196,286045125,797396084
419307,572030,950682,654426,899865,1128296,1955108,4673360,9338398,27652179,53213026,92172231,157553472,295342050,787687356
419062,576748,941781,647320,879575,1129194,1951385,3834805,10364937,27373377,53810136,91738094,173906352,262828553,737560721
429156,573877,964995,643839,924165,1135006,1972686,4392076,7713575,27731769,53779444,91682462,148833861,289569131,779623876
418376,571797,934928,638281,1050687,1128170,1960187,3638174,7195163,27347205,53910231,91473133,166609367,263988785,792498806
417283,574431,954053,650988,1014765,1135220,1988089,3626387,7320281,27818711,53570825,91761283,163343604,295720428,773933114
429664,570980,943648,639679,1049600,1117425,1970342,4347959,7683542,27307005,54029520,91572589,154778884,295426762,773588948
417850,570956,946029,644276,1007649,1176321,1966050,3598185,7130327,27662637,53610013,91999161,163059206,269714391,765345052
415107,559466,949912,651634,1016312,1267379,1982046,4363336,6988512,27355385,53663147,91628163,159435774,275768989,926342302
429793,562131,958921,673694,995971,1277936,1943598,3636455,14073342,27634384,53751977,92139750,149395998,289477681,879287511
419524,567545,933309,654814,980187,1177397,1982455,3631192,12222475,27329949,54017678,91895801,167196438,277073823,795399544
