x86 inductor 4096 no dequant,x86 inductor 8192 no dequant,x86 inductor 16384 no dequant,x86 inductor 32768 no dequant,x86 inductor 65536 no dequant,x86 inductor 131072 no dequant,x86 inductor 262144 no dequant
14807392,27418622,49837242,89090399,158134810,266357477,852469596
15170712,27680328,49732201,88730627,149298048,291475473,718362340
12687064,27411999,49887562,93226015,150614726,296690408,752105208
15962224,27393169,49729386,88500335,151631064,294281202,856709740
13539290,27354048,49810159,88658094,155944088,294516339,671388870
12235600,27269604,49794738,88814523,165234994,271496900,729677449
15870156,27318016,49825534,88519065,164029385,296674525,699573658
13531529,27352187,49899718,88647988,164796840,281254244,645828529
12236566,29472625,49669474,88475457,151368638,269726890,664416262
15991688,27352935,49848299,88456312,168173882,292462017,786665074
16055991,27455502,49849365,88986173,163445497,274007633,782510764
15947072,27333981,49748878,88494337,149900073,276922180,796043504
16056859,27376417,49566736,88801683,150612523,262006750,831186384
16055597,27719536,49841942,88492115,153358959,285367383,721459349
16075388,27419665,49621112,88675138,164011506,288065985,738801396
15977050,27525127,49708630,88855278,159495684,283332648,910770391
16458928,27751136,49853493,88627538,162105441,290041434,748166570
15998313,27432810,49780026,88915909,155672794,290175230,691028165
16098131,27378742,49850667,88636081,164191734,285247531,759094232
16134342,29122750,49727738,88578386,153356636,294183459,713998074
16009929,27403482,49889142,88926861,157942347,279759939,671046095
16125083,27362750,50339073,88656120,165969258,288983840,751320040
16088511,27392100,49536546,88755010,169430372,289859411,716767768
16040813,29094077,49868462,88645618,168614404,294075433,762738418
16321926,27375214,49682063,88637424,158925636,290698639,820733892
16515399,27431643,49763331,88711576,163089150,281720038,715140413
16453639,27345014,49886043,88855412,164990822,255158640,736476413
16366022,27510884,49750996,88592346,163652303,253651745,730416504
16470068,27286124,49688541,88641982,164140744,253499542,739839530
16475104,27541487,49795651,88610953,155433767,248148202,715713392
16379878,27235500,49941257,88656384,162604712,287845661,732114972
16411504,27312480,49514607,88640871,149952200,288727769,747646137
16370423,27274909,49670540,88659993,152776198,282822567,750921304
16504780,27499905,49668673,88715123,165540008,279618704,684688163
16398397,27238202,49886942,88639114,164534054,293458943,706639467
16254980,27303475,50126269,89162926,157061965,290246734,723745783
16540544,27330182,49777385,88923480,161179171,264288431,720618977
16382937,29334552,50024731,88478529,164548972,274590318,737879896
17060813,27461856,49764324,88756397,164250533,273425667,732422882
16504329,27496205,49833634,89092489,151595629,293514346,670239679
16420816,27521009,51204348,90427223,166932678,288792161,738646905
16404033,27369336,51180670,88681737,156702126,282129570,690577801
16294349,27360002,49833409,89037329,163727786,277394512,721468950
16395663,27352299,49760101,88582931,163138869,285397731,722229947
16312297,27428399,49870219,88659135,163349005,288635748,712634342
14343284,27383442,50319619,88572778,160649746,285520764,701975663
13002051,27321209,51296402,88604502,165689045,283216985,703946244
16159556,28318748,49843175,88656938,162846531,293869883,730159744
13816637,27377891,49647879,88795935,165285330,293983762,714226661
12532925,27247527,49757289,88797151,150692952,276667151,791643141
16230610,27329353,49827357,88740243,163856085,275455412,627568407
13745676,27359884,49768660,88749245,163288398,292565136,648531406
12529920,27355078,49748511,88729651,161380468,271225052,770235392
16112342,29129705,49676077,88841204,158884334,289487276,677947594
16304643,27417496,49711532,88362379,159958242,274823610,651555303
13801197,27374907,49806138,88911742,152288496,294872775,745399803
12708283,27331312,51021532,88610908,158245191,271711078,634610495
16206921,27198626,49783401,88625723,163013734,286284295,634338087
13813561,28662196,49759295,88430686,164049632,269490789,637180038
12389948,27229481,49766948,88543721,158595066,270150695,700897259
16207244,27407425,49980563,88901159,163877110,281525877,651418333
16301092,27587831,49647697,88549999,165244852,283668319,674516763
16198657,27539268,49840929,88764089,160833715,280830430,704752879
13807246,27587070,49814407,88566992,149595942,286168961,684841004
16339284,27358640,49835596,88666777,149710780,260537804,642883611
16227029,27677750,49622420,88841830,153400324,280325160,667951587
16400434,27382526,49935205,88995280,157038178,276737688,658066386
14669258,27387232,49873120,88789480,153423695,280597007,601823460
13108360,32315724,49754573,88989619,161635117,293089880,767030906
16427316,28249658,49866060,88543570,162105022,286825718,701611037
13979480,27179801,49572976,88811768,167988531,292180763,732729947
12615601,27176355,47211850,88498810,161547177,290144076,750641383
16271414,27960047,49672056,88480801,165743452,295009876,675944441
14655609,27503806,50329217,88617814,164109453,281985829,648342068
13150355,27179921,49700959,88679280,165420900,278416865,772954006
16292213,27354416,49651583,88837589,161646405,293491584,609961578
13946284,27925132,50369333,88773015,150051647,282902946,613250846
12575090,29368803,49946919,88840343,160035391,276062864,673151077
16356682,29767156,50755470,88571987,151696485,275963126,641254896
15650669,27677479,49857299,88580379,164528868,288713236,691243354
13062654,27503932,49772470,88766489,165669872,269017439,689728842
11863504,31918449,49664486,88686503,150148459,277209689,588869717
16322938,27974427,50234535,88766207,163596314,274707313,677666915
16330628,27721292,49765824,88800246,154817659,274684400,706422763
14498368,27509010,49675657,88528558,164946221,291867190,689546560
12583674,27616720,49730305,88337656,148829128,283707880,713489536
16240324,27600757,49947089,88612435,165883675,264602017,712281065
16450713,27719329,49697102,88709987,160100362,266784072,667157869
16384463,31545219,49805800,88500260,163911174,291185013,713078809
13875125,27809972,50561952,88581958,158054178,271694770,670612788
12080892,27565269,49913617,88800515,162994981,284097834,579702226
16134083,27578173,49680165,88955240,161320477,291464355,618802052
16270058,28099536,50369497,84645125,160461679,292368554,650057078
14506556,27736031,49844922,92421650,155948096,239998994,697848009
13169374,27687101,49707266,88991373,148814947,269779369,691253956
11671514,28889405,49684680,88756929,160482853,270355815,699508324
16281236,27453277,49765968,88852897,149395390,277810461,641222206
16276575,27395964,49596421,88531580,174148905,276194106,668911501
16235336,29884102,50085087,88764029,163494066,292251822,654575374
14453750,27413056,49613224,88815423,166669831,266513040,778588488
12558114,27327854,49867613,89332867,159324641,293476603,702450919
16242351,27456485,49811411,88931610,161738720,301434085,689090030
13800115,27434722,49791585,88716478,162766616,275284776,863404295
12625688,27556664,50363521,88936217,152498414,289844825,687177525
16192872,32977753,49959828,88779323,164499476,270850637,725377226
16291801,27635653,50947604,89026882,132606200,292232686,846048800
16427109,30318958,49747766,89352473,158296781,266339281,557523037
15357730,28261501,49787204,88693112,151726448,267971752,611637379
16327633,27558448,49906943,89425320,173435207,276811884,694608452
16367871,27463720,49616235,89381926,157897174,276700199,659239362
13906099,29280720,50531041,88813978,162667750,286101364,704840116
12538511,27314398,49645898,88986000,150217533,284854156,743787780
16275304,27618818,49773219,88944946,173084909,295096992,684956963
14496027,27529274,49893394,88833494,165703452,287454083,687018790
12658552,27434613,49748195,88890377,164762748,295357989,706231159
16246780,27481045,49709863,88799240,163716082,292068383,723602001
14749664,27623117,49863359,89085342,168887926,293063213,674398031
13204806,27418528,49746353,88635487,163806823,293598280,660616721
11582078,27458598,49590372,88774144,152104937,268801811,743900246
16193913,27384167,49815454,88942546,162663227,292868366,766524413
16339818,27457106,49570058,88801137,162975584,278854799,776235196
13778871,29253660,49466914,89026144,162538452,295183020,735191709
12653754,27482729,49686394,88806643,164197595,287409858,682172384
16183077,27467027,49827558,88817526,158239671,291085157,726384411
13834778,27425998,49852994,88955093,165868291,279271583,742612778
12582304,27468893,49802742,88673305,174724842,294221497,722578018
16310467,27464893,49652029,88789136,168909743,290385474,680895123
16477376,28184786,49718518,88743902,150519379,270850929,704171401
16268792,27514602,49744411,88701027,161571903,292317065,680259673
13928653,27451057,49879257,88808216,150469360,285753438,670200305
16383651,27478615,49693090,88971716,161160218,265277193,700853916
16357467,27445552,49877258,89119595,174397517,291075189,699769686
16380060,28064447,49803037,89414717,174182058,292610010,814002654
14571559,27648241,49404198,88670049,150987823,267733461,694537245
13185991,27467288,49688773,88801784,163852364,282306224,682739218
11473675,27559028,49688949,88944225,150205936,275348805,826042859
16343109,27515010,49742882,88693944,164252183,293229498,654213994
16476637,27422018,49641053,89094076,155899242,261989346,673353954
16323560,29300727,49776616,88892292,164337810,294300264,655529440
16330541,27521872,49545819,89006177,163969126,291199111,651030195
16393750,27425636,49821207,89048677,163544384,274432754,667936777
16415582,27323759,49733366,88816884,160349067,289967744,663146904
16488078,27466863,49915810,88534686,163592382,289462808,675239237
16469351,27344025,49686484,89037861,158653820,275185345,645185270
16405293,27482649,49771080,88758092,159028294,302798076,630201063
14509255,27451241,49727950,88726792,162250090,292418042,629873245
13162268,27529138,49639869,89114092,160653586,287920853,542448439
16400528,28233966,49653932,88592325,161282691,276608569,601861148
16383938,27550014,49705252,88991647,163899458,260658563,828113894
14532595,27407489,49781534,88464891,164422148,282053776,634533335
13187231,27441109,49617375,88743084,158522534,295951304,646079331
16326578,27422850,49759775,88806630,160492188,287191538,785732946
16341065,27619983,49673680,89146593,158613878,280197479,642184615
16241751,27504607,49869468,88944572,162947566,265257247,698890004
16284125,31499622,49645948,89010310,163247463,276670555,638482513
16293140,27618595,49784118,88924431,164142265,293033321,654226845
15783452,27414463,49754923,88601583,157824733,267664351,689122191
12521747,27500269,49905425,88541474,161516210,293147199,693039421
16260383,27376115,49595041,88890988,162259639,289568284,701389848
13976101,27496991,49831110,89142173,161535971,274575392,698553482
12561695,27453322,49778901,88887206,162602004,273108877,707535523
16246647,27475837,49652082,88806672,161824462,290456459,606680744
16325062,27500770,49802760,88947191,165776691,260327696,578667601
16335622,27547054,49756520,88664406,161230116,291798607,667319280
16368142,27480891,49961522,88650185,164593876,287640181,775540606
14539350,27490435,49609431,88718223,161830278,261079826,524921394
13143898,27447546,49605054,88523471,162499297,287282412,563958012
11493935,27484539,49766053,89512884,151423125,261177302,694714431
16268485,27291316,49899811,89313419,166643075,265348832,625247945
13772813,28087775,50238784,89060214,158921464,289284122,716250476
12595152,27596502,49892424,89011584,168345558,291799072,702705354
16119927,27476824,49583205,88670591,166961141,257309353,657303050
16260503,27545995,49758211,89012646,165589603,293669885,649073286
16441842,27455016,53685255,88805054,161841567,280575784,640467359
16196432,27930891,49763417,88741661,164139746,272913394,614554688
16121486,27473581,49875990,89057875,165122715,284116554,633950113
16119570,27469692,49894559,88703443,164830665,264837064,641952291
16216703,27914638,49803618,89204552,164578343,293110875,644791801
16103277,27567914,49885494,89054639,165873458,263577458,601309618
16061306,27522972,49761410,88822981,161500027,288476405,696362318
16020964,27554475,49826217,88685124,166339940,272228765,635450546
16211125,27523978,49663530,88406917,162578806,296404223,611682169
15969894,30182647,49687961,88784087,151551631,266711991,614626495
16112246,27647392,49828711,88997223,158042993,261536769,633195057
16000945,27551384,49863961,89073887,166430719,290967822,592525913
15587663,27471021,49685338,88949883,165129561,295334589,605267189
16003743,27623599,49743616,88929119,168303670,279873107,554462447
15255322,28749916,49736444,88684737,161424727,279096792,524699374
16086224,27496623,49683645,89163950,163849989,292360945,690570806
16045424,27508604,49613193,88791026,161759620,284829135,721147601
16129335,27746245,49688043,89072928,163127347,276159790,551798143
16292780,27418542,49592785,90702804,163562779,260467838,632790456
16202214,37045261,49744940,89073359,155830840,287438550,646333829
16515631,27638255,49858754,89355107,163112512,284670754,635250325
16405406,27582748,49857889,89061249,158683029,293412607,623642566
16318615,30822122,49749970,88951808,159793259,269029263,562443297
16518472,27381746,49841769,88760565,170788019,268680564,664777478
16154036,27304139,49817407,88946463,164141335,283358275,648359081
16220578,27309051,49669945,88826116,160727298,290175321,577968171
16032462,27176023,49790221,88855081,170595453,286785043,580251263
13779288,27605160,49774313,88610726,161731272,283831338,634476397
15992908,27233191,49899032,89300226,165332931,291813374,576000671
16107655,27166462,49761045,88944720,157632137,264568999,756740706
16201696,27082245,49525971,88684946,157418102,286874530,583204881
16177602,25485919,49982623,88916380,165007466,262121389,695644019
16116555,27238750,49763319,88762107,154613847,293268648,662874312
16219785,27211693,49544739,88735355,165559399,293364446,591439529
16210139,27837605,49708801,88865699,163493279,272871542,630619919
16038974,27337249,49810149,89216138,150605835,276815806,637522372
16148482,27237830,49702191,88779594,163112205,272027073,665871985
16094456,27168848,49791288,88721432,156688275,288954091,732373767
16145167,27251182,49653914,88874580,162010477,267321183,621459909
16236996,28172606,49644621,88902382,166500361,283629246,623956565
16028406,27186739,49816992,88971437,165699459,264009904,666257657
16037407,27223741,49685810,88729502,165036317,293203266,723510891
16130757,27213873,49716880,88910588,154322772,268143494,644517909
16048732,27259984,49814242,89233874,166839421,283628454,620896201
16042762,27233844,49611908,88883152,149904788,263609657,542623199
16150891,27298343,49647285,89171847,153111715,293048241,557885530
16235591,27250058,49975540,88729026,154321675,290826445,530143136
16147764,27304324,49677751,89702918,162849199,294018408,570997770
16161965,27360990,49686478,89098410,150687020,291513677,594915594
16069589,27139267,49628794,88604369,157046380,269369540,631719454
16104910,27157582,49435025,88873941,158222905,290444423,637844133
16014377,27272011,49790434,84905596,164186620,294107160,582138563
16085338,27174539,49693245,88725929,158535281,295480581,614639739
16122380,27033581,49720701,88814981,164864163,288387631,629082500
16039100,27281571,49716695,88951596,160984451,285541523,598992086
16111202,27294748,49743017,88916659,163964344,263822260,624540046
16258910,27276947,49850949,88963215,163012884,283578703,589956307
15867951,27848054,49732804,88899927,162442060,291202081,639448515
16145097,27341481,49857460,89140526,163352360,290769283,673956778
16067505,27234842,49782108,88789725,161808216,277841931,632923026
15779694,27240454,49658346,88684001,161341380,286737927,645807491
15874583,33695558,49620358,88999434,163858000,291683044,650570218
15750686,28505150,49936193,88822001,151051572,283705261,560947968
15793021,27275305,49772918,88758646,167879585,294544615,783801698
15704591,27276726,49630351,88667814,166750976,267674217,639560652
15783288,27613800,49656519,88874115,166310611,288724208,621438453
15758463,27320888,49789581,88594076,163920749,288234894,795659672
15773427,27351372,49633908,88979138,164318876,289476557,645755049
15767472,27368563,49837278,88892481,161378776,279234860,629327888
15702066,27096737,50096990,88994157,163276736,293627244,633427560
15817136,27637968,49985367,89118571,171495348,267758257,662618420
15730157,27597684,49720690,89017722,153118597,292425032,655755365
15722266,27343165,49654605,88659979,155020959,280375517,640234637
15720571,28052919,49787294,89000423,157149698,276418487,660736861
15787372,27421196,49717750,88842357,161715982,229001046,612352094
15752159,27429066,50618135,88858255,160228077,289408475,683901175
15786505,27361376,49643142,88566956,165398082,278491616,662290185
15750098,28281174,49798233,88894016,157632005,266359151,638456145
15855895,27322776,49656420,88560962,158163594,277282016,514756571
15738489,27318567,49874455,89092955,163280689,295573956,527647206
15716307,27322672,49775882,88911166,163168120,281919003,683815181
15730546,27588458,49683296,89122198,155110888,281139176,668281687
15624024,27373386,49685866,88661499,164071602,266659064,827547830
15837124,27311898,49876341,88891825,160138567,289654087,641999725
15633261,27394793,49908477,88917738,163596806,286796884,549167561
15652879,27377410,49712492,88866975,164549505,266851112,566796017
15412167,27396352,49700637,88767335,163211657,299640604,637859200
15353377,27246567,49606938,88886720,158273151,279869858,612243662
15734758,27894488,49704646,89174563,166240935,285299117,641145826
15746658,27471241,49698587,88617492,161626801,293293632,613207041
15687904,27422530,49751551,88608685,161570182,286456732,600950780
15625495,27407668,49609145,88743857,163978797,292594022,663884696
15725739,27272393,49743133,88845591,164352847,298851200,638905890
15875160,28065029,49886205,88692183,166513721,292420390,595720147
15963341,27380427,49644841,88686330,162534216,276823463,661602914
15875716,27225762,49866675,88854688,162563019,286393192,553005013
15944999,27285517,49919993,89009224,152096474,291313839,541438694
15966575,27315650,49697427,89489336,153925534,281404433,605336503
16047674,27316207,49961725,89011713,164030481,291811527,690644165
15985262,27300526,49831829,88929758,164716206,273825433,606254699
16014425,27230853,49870135,88865071,164279673,288824603,526823508
15989431,27348281,49796971,88689675,169020116,260395307,731564510
16026992,28661574,49738792,88757237,163915631,290629205,641877567
15988056,27273871,49678982,88882088,163478654,297078293,553800940
15938172,27298054,49833216,89085544,163054886,287830101,798890082
15992768,27185830,49842905,88745509,158899448,286359958,622382481
13425908,27351316,49691266,89056462,161696011,264015351,562808578
15827763,30322381,49689682,88738951,156906385,292725171,642340869
16017395,27372337,49808454,88867667,159586244,266747585,589048024
15941285,25683345,49815690,88744428,161260807,294042182,603111509
15908671,27309012,49843999,88685083,162397552,299342649,586868045
16103091,27319205,49829840,88995507,154536448,279705132,590209238
15969664,29599842,49471892,88916986,164022790,264456185,636496723
17463979,27466828,47365183,88840570,161734141,275590271,666748666
17318616,27211313,49645792,88899866,162908073,296536156,708860493
15926604,27322840,49722170,88852776,166060334,282985892,667939112
15858379,27209406,49649031,88706792,171328936,281142409,680534522
16073360,27364516,49684355,88816133,162404546,282522541,592803309
13423118,27418646,49769766,88610588,165643634,266524959,607326747
15831463,27266339,49766095,88716781,163957222,294977605,728670053
15929910,27327812,49780501,88910644,157534935,290304852,759001173
15909283,29121301,49736061,89661746,163132606,293183146,626795188
16014516,27467314,49700622,89084840,165629618,291733300,644210928
15056511,27313114,49702645,88752039,160930699,294639707,653655417
12558823,27304287,49826037,88583173,157382874,295151655,653069954
11071901,31574197,49818096,88975503,163030789,280910139,659280413
15754584,27255059,49889640,88893163,163314290,289403036,629806116
14099450,27243385,49704334,89229707,160454095,291815834,569707478
10819619,27268072,49513007,88529637,160611303,278940238,846641031
10208841,27319191,49924142,88968794,163411378,277004560,593817367
13168256,27304952,49814065,89031740,163559661,265299240,706128931
15799200,27389965,49767990,88971861,166652159,295634660,664014718
13425056,27375449,49621572,88765820,163994068,276886022,610945377
15777172,27295616,49790648,88835154,160508810,276914176,634586327
16073179,27277110,49797242,88917203,166179144,290975440,668368252
13241094,27319710,49837724,88937599,167837621,281492310,696895534
15661434,29654160,49724588,88651974,164298217,296154581,602637284
13813579,27376493,49622665,88691096,163452830,276542157,599421160
12455381,27283744,49588843,88765014,164418000,294342654,699262873
14323777,27413178,49733268,88832421,164499205,295700721,637834584
11972802,28982019,49814694,88987213,158421690,280419364,630927905
16179269,27296978,50515118,88635904,163735881,283383928,619414046
16525665,27671330,49664525,89031655,161659704,272447862,526834846
16349627,27343316,49714366,89321307,165805467,264100235,677716125
16313214,27278302,49648260,88658145,161159441,274620005,674471898
16387245,27283411,49667579,89647768,165222669,263711420,587653603
16421529,27624771,49918871,89029517,164263931,273926317,613043448
16349727,27430721,49588657,88922888,164328686,295576844,605438342
16300693,27310647,50375964,88925095,164156872,292197147,657542646
16375877,27268139,49978418,88882120,163666847,275082771,627284254
16993202,27530009,49654472,88904103,159334743,293212650,550794185
16514633,27356946,49663050,88692051,163525048,286818171,643684798
16437197,27181065,49867366,88806708,165408027,268102421,621781637
16281970,27219836,49766789,88761215,164994663,283807223,918348649
16358348,31989778,49678388,89006037,159071451,288814094,626605263
16149999,28080487,50003500,88702236,166754120,294791198,692910719
16339275,27339918,49723550,88846472,161000992,291848288,595378036
16780925,28633033,49927686,88675819,156337219,259167912,706249671
16205075,27287785,49943013,88765698,164968783,288087427,664814787
13684871,27392217,49777779,88754089,163642736,288746229,799244423
12393524,27865464,49859420,88925030,160301600,261323811,686223695
16159803,27541196,49800034,88740061,165659335,257568380,693844421
16322688,27297035,49912303,88938633,163450797,260424194,860101432
13880674,27337981,49658302,88637653,163377606,281420898,543991623
14370784,30290671,49906862,88571139,163261677,293231405,683568317
10761820,27405136,49729045,88839369,156513756,275540477,665845754
16145547,27263077,49704575,88537772,167550636,288660561,704705693
16264454,27289598,49688486,88809197,164645267,288429991,637475469
16234855,27647587,49563044,88848412,164418401,278952281,558439563
13674702,27467452,50328365,88917384,160613939,279083318,654417469
13775490,27262254,49798400,89386355,151356804,289132845,706689191
16291297,28512754,49375409,88801595,165565450,268196960,721751185
16158635,27416786,49667254,88835000,163053353,294371586,627114323
13668100,27154901,49608219,88697566,164733000,296588305,702285497
12438371,27292179,49635763,88864214,158194886,283684093,674052464
16152885,28403428,49742042,88642351,164972996,279257324,803976652
14286546,27371193,49952512,89037064,158260536,279342759,675782229
16116045,27287605,49675510,88789190,163155964,290880088,691467163
16398521,27389786,49611404,88969101,166287670,275228784,791014970
16202308,30624193,49783794,88867814,160211043,291885390,725131732
13696890,27301802,49815185,88962166,170128431,286767993,676773085
12277330,27305111,49846364,88799451,164234520,287191735,759041843
16104677,27313375,49719194,88706808,163516739,287493452,599170504
13331425,27358657,49840602,88874455,166258682,262684344,559112302
16132020,27368607,49710568,88883194,169706098,278202524,830039062
14413961,27744925,49658504,88511618,166852166,271774325,628551402
12877468,27365101,49732059,88716652,176251693,275861115,678600750
11499893,25581774,49765255,88699524,157799539,274195376,684983557
16159199,27393572,49874459,88644923,162020566,287958915,717463019
16150994,27626687,49922900,88581152,162151103,273471793,723148041
16255164,27725723,49734287,88776827,169407200,280064594,633227632
16259088,27504093,49667148,88767032,160271240,288896520,695439323
14670618,27795822,49707192,88932145,167264444,267127256,666018580
15686179,27463451,49642353,89670182,160966586,279098580,696960589
12021246,27331702,49868577,88872232,158427261,274479950,648923625
16308418,27457602,49720038,89158012,158411865,275396585,706834820
16161070,27492735,49806223,88974048,166397752,280679065,566043501
16318132,27365099,49587230,88808223,164800774,282228071,694362142
16226437,27362710,48348060,89149449,158152200,292284521,702130496
15834829,27454032,49654437,88884076,165065471,275054130,552956907
12854361,27412781,49508422,88826588,169065156,289342173,792490591
16247627,27249704,49618789,88897533,170252312,293483371,697016353
13629064,27731052,49778620,88711295,160266224,287698240,712281832
12421560,27473675,49811028,89082769,164639304,295222213,737483415
18241346,27483655,49862364,88844497,152040137,268425015,609405736
16275378,27470243,49657860,88948805,164374792,289162604,592978210
13655584,27274731,49742696,88830978,166838176,278008546,690035305
11904196,27188486,49722603,88857677,162375992,262990655,687120973
16048553,27435647,49859775,88878084,150333434,280007259,688452578
16076739,27405395,49556647,88966190,157642850,272670054,551382259
16090173,27552663,49727231,89111375,163951380,277860076,643892601
16230800,27513966,49607348,88691723,152930177,292949052,697269992
14405939,27552648,49638367,88953213,165637346,270142868,721815247
13007570,27501224,49748102,88972257,150507219,294465312,708329300
11260039,27235670,49796947,88916523,156165560,282341563,722824162
16112773,27344040,49623327,88626638,167029424,278128927,710440919
13638037,27391269,49700993,88891040,165467077,282859543,710455603
11929087,27363582,49860826,88793686,165348059,279505339,680986005
16000700,27469698,49772825,88905561,166387215,284327055,642635314
15997755,27377046,49759229,88594798,171857690,270235998,716199490
16032371,27324782,49585324,89122062,165247861,288598621,690271950
17330202,27402986,49547329,88902694,158233632,277747585,694394257
12961071,27354560,49825651,89000313,158522142,291112367,674854930
15746824,27479128,49727263,88701948,159022324,268517334,692359699
13438878,27430992,49700739,88587394,166269920,265883999,793200524
12247302,27480521,49696928,88776661,163522803,280239206,680109960
15850547,27508007,49749869,88946282,151943281,260534666,705447701
13443279,27409825,49869545,88675387,161610788,290501253,709331259
11630617,27462929,50059437,88812500,161233933,293312940,672290381
15894298,27688487,49898346,89134378,173445220,292594818,709250841
14047035,27607087,49624340,88829200,162282870,293634499,805804873
12801883,27795836,49821792,89076875,164511630,295142552,743883711
16005226,27353300,49770423,89004847,170099446,293984312,738015761
15977965,27466377,49894432,89031409,159668234,282544718,733357112
13949602,27374866,49826306,88897889,150352305,297314351,735318418
13334978,27305672,49703496,88773270,163355012,265608991,746164962
12376372,27435549,49580874,88471715,153893651,280119280,712928859
10441810,27469270,49890846,88436303,160770658,268783560,704596949
14680851,27380750,49766176,88849498,157151603,287547644,718952982
12601910,27408800,49806640,89065259,160670066,276027191,724200695
11220657,27300475,49989850,88702435,157025065,283268771,736236924
15830321,27410108,49726973,88915783,162248661,273758874,701926417
15951183,27359354,49651972,88685044,161187704,272438960,754098091
15991075,27327327,49873957,89090858,163854418,291735436,754389846
14134119,27436330,49632508,88794559,164378224,299853599,676465158
12785898,27470434,49701309,88640834,164818552,278835220,700790165
11156178,27329394,49697720,88887977,149388620,268337725,672720487
14380989,27350710,49663113,88853933,163390830,284206376,725582751
13001441,27391987,49569882,88759544,157619053,277062029,733912617
15817483,27438290,49830262,89186412,162136481,271077954,668199916
14269761,27527047,49725342,88879197,166632648,293409120,757697063
12299958,27398829,49759132,88999316,154367703,289164521,719219587
15859310,27548282,49769793,88696197,170176237,292669505,748736919
14080351,27494868,49847554,88929606,151018663,271152398,712532251
16075649,27328217,49646516,88868758,175112316,278864435,749576540
14231865,27434420,49568937,89125727,165680934,262704116,746246434
12572937,27455217,49699873,88887878,162858325,291260421,712038982
15907250,27470977,49577695,88986927,163442924,292047807,744514416
16183281,27520695,49753890,88845920,174109179,281150912,687866117
16093236,27346076,49670440,88887552,150550659,273330652,690574384
14196900,27453536,49883703,89156090,167292007,285743714,681926730
12829672,27469577,49848735,88786079,165816763,284344837,660419643
11207117,27536514,49842703,89003193,174986662,265933717,655218808
15839955,27374346,49737959,88851138,170541337,269748495,697240967
14071145,27428629,49828687,88922386,159983880,288088250,690562231
15964694,27312935,49640679,88822011,150730772,277708660,616186479
16058538,27500386,49730729,88467706,162191668,293853705,653018925
15908846,27325582,49896078,89391561,145558891,263552748,636119067
13460319,27489980,49817117,89140818,163907577,267069364,636883958
12348674,27536713,49833238,88764396,153073097,278542354,672740430
15610074,27486955,49716121,89032133,158558578,289628821,657271690
15791029,27538027,49671544,88786311,163154502,295658126,699412189
14128763,27182964,49574558,88964229,156942793,289838097,725970558
12878862,27491087,49900270,89853588,150304189,287950047,686854865
15938814,27329799,49677233,88693940,165009025,275140703,690746073
16007484,27465642,49558353,88762353,174895401,292555903,691072258
15797201,27388746,49895874,88602711,164323964,267858502,700693495
16058802,27372038,49772490,88656782,158570491,262783511,636507483
15701746,27516951,49791993,89076315,149869235,290189187,713144013
13955166,27495621,49597997,88640502,164216248,294399248,660206258
10846714,27307808,49752792,89248168,158285887,277494395,681097321
15521889,27366197,49804907,88808936,164696492,274609297,705268232
13821229,27555098,49591237,88986271,157017719,277373540,733171124
12385791,27425777,49664881,88690590,157281080,288383728,700554788
15571634,27327928,49736829,89047709,156947460,277571139,714954108
13774390,27388819,49636476,88743843,164709684,265469672,826641619
11783498,27586036,49666189,88915822,153100852,276530534,666800589
15559930,27585678,49732079,89013098,150460092,277336686,615993738
13736058,27417404,49779534,88989047,163520552,275373081,799645233
12477658,27380629,49775590,89075656,157928040,280845333,659895079
15396697,27318601,49698159,88714292,164732686,270210094,667093223
13090353,27365882,49671971,88818992,155935188,293365310,659286975
11264988,27270598,49944308,88580407,149957903,291912586,738060277
15457288,27438588,49578326,89076827,160007672,269941987,685534199
13742614,27439186,49625369,88923731,150544116,287443787,708717897
12462473,27327550,49756720,88820641,164281929,291886200,687893296
15456677,27318065,49722811,88591377,164485814,290351400,690943134
13741657,27215617,49703882,88892665,164894846,272589224,780399191
15498441,27367009,50267903,88796106,165315335,263492853,670135251
12981918,27171675,49926125,88970225,161504459,288295111,658112688
11868313,27231352,49726619,88698350,163111170,282703913,720475180
15556662,27280619,49781012,88763991,164263808,288412517,708388453
13744308,27348715,49816332,88596002,164627414,300670749,677654030
11548125,27402596,49724157,88818222,163866313,263852203,728844592
15739689,27208780,49807774,88681411,161389519,287288684,667509080
13367242,27297484,49739820,88974162,157552111,264257012,734944091
12143754,27361712,49859973,89075756,169196084,289997758,772838995
15769512,27351763,49763445,89326503,160915164,274024537,701535254
13423140,27414090,49975817,88846806,163756258,290576480,699110419
15841615,27345375,49742672,88814246,163476791,271132939,727749118
14194102,27415349,49782995,89486644,163880263,288999258,706839529
12066356,27423391,49556839,88808265,161149789,275222892,693755049
15833420,27226306,49678939,88939016,162782385,271533484,700743888
13049236,27298077,49721762,88907589,164079558,285091260,725037111
15588680,27284972,49610943,89023897,161398097,285407074,674474780
13877228,27364718,49613185,88925016,166258325,278441146,720507706
12548160,27369671,49995228,88670453,161044892,272770498,703680873
15746614,27487740,49663264,88725172,150573270,254204588,697229638
16066793,27352382,49692890,88715641,161793866,287092014,721484819
15634684,27470463,49832779,89317742,163138912,272674392,660833519
15742589,27457270,49668540,88825753,165300058,292710210,685853769
13112733,27416254,49823852,88860215,165833113,277116021,712591381
11183262,27223880,49734842,88786570,159454630,283494204,732222157
