FP32 FX b16,FP32 FX b32,FP32 FX b64,FP32 FX b128,FP32 FX b256,FP32 FX b512,FP32 FX b1024,FP32 FX b2048,FP32 FX b4096
23382,76247,81328,98869,138778,164031,281598,559861,857672
22487,77326,81866,97706,139182,175007,470562,385550,866670
22010,76354,88559,101476,132798,166233,1605818,365986,920605
22067,76031,83342,97689,139677,175956,1362020,364475,866448
21055,77963,82484,97265,124265,164522,564412,354804,836541
22794,76227,81904,98304,126414,164825,338259,354961,868469
22292,76946,81940,97266,138239,164189,323996,344152,871490
22736,76570,81900,96970,135463,164135,407495,342773,855294
23254,84299,81350,97237,128082,175296,389897,357229,930731
23163,77930,83057,102702,126965,167816,396136,357549,868798
22467,76798,81983,98320,128235,165997,399582,363078,857416
22975,75916,82064,97198,134580,174314,405431,352784,847837
22498,75644,81401,98560,134083,166629,340012,355451,846673
23054,76161,81423,96462,140966,163591,337569,346168,883679
24050,76128,81768,97150,138397,168905,331005,564862,890482
22154,76228,83835,100555,135593,165364,326791,383405,792744
21653,76125,84050,98941,127422,165354,285597,363326,819188
23182,76420,82326,98441,124465,175333,286462,355135,795155
21825,76584,82119,96624,136141,164515,304526,352421,828257
21533,77666,81922,100160,124510,164855,318142,329333,862165
21921,76343,81272,98196,124423,164577,335354,340231,832577
22432,75964,83476,99106,130598,164591,307729,335150,837909
22496,75703,82499,101686,125087,164673,279184,340168,864051
21490,76796,82163,98731,126924,172053,283632,338254,871382
22075,76709,81799,96264,134221,167974,282601,340983,849734
22130,77132,81836,99487,132100,164935,293515,344543,852116
25434,76685,82548,102802,137476,167863,286606,358068,847983
22793,76638,83687,97477,127619,165983,290910,356105,855987
23342,76769,82702,98968,135114,164512,281952,357786,849330
22989,78117,81665,101744,124387,166469,280840,361462,832358
23320,76105,80498,99251,125421,166431,278346,360171,741549
22774,76451,82507,96220,124062,165415,279843,362447,839825
22096,76830,82226,103080,131978,164804,281899,559029,924263
22101,77048,90434,101190,129431,164269,282076,377332,852504
23295,75819,82530,99017,124874,167461,278738,359881,846910
23308,76419,82394,98725,128380,174125,278622,355854,868090
22741,77073,81916,102281,126313,164774,280294,340583,854262
22630,76515,81322,98954,127059,164905,294305,341585,887133
21503,76811,81333,99862,130828,163878,287257,348080,903809
22986,76750,81664,102649,132406,165047,280954,349963,832281
22721,77325,82699,98863,129197,171200,287297,342330,863348
22679,77622,82574,96253,133299,162402,281211,339976,893378
22899,76373,81981,95883,133473,177027,281327,337858,875448
23671,77272,82020,99707,137236,174763,280749,346490,837823
23609,76395,80729,99218,132557,163578,278593,344360,882720
22461,76107,80639,97880,136467,169682,288638,361909,874626
22215,76352,83098,99406,135849,164844,288189,343760,838824
21753,76193,81406,97280,137003,163802,288618,574065,753436
22149,91745,81235,97804,132122,166176,279834,397440,873268
21831,75917,81209,102206,130602,175806,287895,375239,836205
23941,77745,81377,100812,138743,163273,286912,367718,835081
22097,77008,81134,98361,135458,165916,290690,350510,851417
22326,76816,82149,96813,137451,173231,296083,344375,873693
22398,76070,81934,98161,135629,164845,282497,344271,852920
22996,76660,82107,98342,140351,164610,283271,364664,764246
22019,75846,81525,97637,137761,164427,278153,352180,825208
22949,76486,81119,98631,142727,171705,281944,353657,855933
22688,76383,81459,100862,136450,166415,279163,357401,859054
23154,76205,82483,98954,135783,165560,284179,365167,863179
21991,76208,81409,97064,140481,174444,288376,360909,851742
21925,76759,81135,99967,134623,175582,281508,352857,865478
21959,76251,81783,98038,138756,164909,279432,336649,917393
22578,76509,82154,100114,135007,174712,279851,530328,817582
22510,76673,80752,99915,137024,165012,279199,359253,854772
23067,76658,90490,96545,134818,164352,289697,356898,854820
22107,76614,81854,97440,132794,175441,278584,356173,854730
22569,76234,81864,101322,140243,166058,597841,362808,837330
23035,76583,81735,98614,136232,164702,252921,357376,849990
23594,76735,81211,100296,142250,174632,233259,357544,810589
23240,75893,80709,97707,132831,164056,218258,355281,872241
23074,76048,81559,101099,140073,174433,205630,360669,850003
22918,76882,83458,95975,139872,169360,207845,358338,859668
23813,77401,81166,97311,124353,374529,211304,347732,874994
22875,77203,80974,101334,127702,517590,272420,353489,915816
23585,76019,81396,99781,125694,1040576,937549,338917,833702
22593,76200,81163,96445,125104,1111410,1109829,341760,870505
23006,76557,81201,97520,126376,171010,569499,339987,851341
22164,76576,86070,102272,125417,168181,361698,361011,851577
23076,76843,81771,98793,128516,166142,289238,348777,873279
22010,76566,81702,97254,123792,166291,284896,502478,911070
23302,76387,80635,98386,128829,166831,283514,351342,883214
22898,77457,81732,98269,126654,166208,286302,365392,859331
23503,76576,84872,96825,136442,169990,281273,365896,853294
22176,76525,84176,107632,135475,165550,288205,359818,779090
21565,76573,82209,100919,137638,167896,285337,350651,924294
21832,75931,82166,99953,128951,165778,285263,344357,876782
22313,76327,80562,97194,138626,166558,289984,352919,861255
22480,76277,80596,99576,135173,175097,274082,348361,868390
22897,76610,80559,98777,129693,165816,282792,363549,855239
22484,76123,89038,96151,128075,165127,284241,345904,887923
23177,76423,81735,99975,137036,175255,280001,357031,924700
22689,83427,81105,99660,128713,175149,282812,346711,874732
22939,77348,80684,98100,124597,163112,279700,344060,764028
22979,76686,81967,97342,156333,165263,280468,548364,785857
21724,76473,81921,100621,125764,165713,285930,368829,842429
21186,76601,81883,97966,131536,165060,286113,353835,777382
22307,76433,82919,97793,134618,164362,294189,346716,922748
22585,125297,81478,100223,127420,164960,281158,340592,862920
21762,76735,81940,97645,135675,165628,288978,347894,849206
22802,76000,82041,97293,135704,165578,283391,344284,861876
22604,76366,81548,96771,139455,167747,289588,337435,855090
22437,76440,83301,98466,134575,174228,282348,342423,865951
22211,77947,82366,99002,139317,168343,283442,340259,939327
22958,77316,82232,97633,144566,165335,280822,365590,868481
23855,76707,81918,100548,138435,165445,283173,359449,877771
22602,76681,81552,96597,133942,165653,283004,358063,862840
23049,76264,81936,96235,125284,165403,282115,357101,838002
22946,76872,81685,102668,124446,167575,283151,365783,862793
22236,77296,82364,98368,127460,166108,280263,357700,864537
21680,77490,82118,97666,126287,165603,283898,368292,803556
21847,77311,81978,94947,130878,165001,279121,351099,872136
21521,76787,81167,99447,127053,171685,280673,531632,861996
22838,78105,80718,96710,125332,168860,281241,350264,857003
22617,77404,80870,97875,126628,164585,284661,371567,867308
22407,76743,83383,101363,133908,175747,279860,363225,842285
22122,76248,81665,97591,134005,179923,279795,362310,847332
22376,75990,81203,97114,136741,163832,287654,362734,880735
21736,76756,80657,97545,128869,171540,283301,341145,862190
21677,75962,81638,102394,137561,167676,284433,342910,868039
22907,76486,80446,98450,127392,164707,288479,340087,877535
22246,76970,80852,97327,127235,163706,285669,344109,810905
21581,77043,82893,100391,132445,164093,280699,341576,848608
22510,83662,81831,97776,127978,173512,276827,344540,841953
22049,76699,82283,99371,125931,164102,288934,348434,803707
23138,77106,82300,98494,137174,165361,283085,352881,857222
22708,75898,81578,98004,134878,164822,283402,356564,864990
22296,76296,80926,100342,128603,164141,286937,549565,906149
22518,76406,83262,98518,127785,168164,281741,1942034,854609
23184,76186,81464,98828,140423,175450,289408,1069165,846582
22424,76925,81638,98514,129210,165017,282666,690474,856821
22755,75402,80607,98570,135652,172722,286715,433755,845548
22182,76388,81535,102568,130427,164978,686490,365692,832355
22407,75788,82110,98114,127841,163269,1618118,359802,854598
21603,77493,82849,97261,131095,164575,1658358,362169,872319
23021,77112,81842,96220,130048,165440,620979,364163,849511
22160,76465,81811,104641,136505,163999,330872,368834,858358
22651,77049,81297,98711,138184,166232,284186,355344,860419
22500,77154,81197,99995,129582,182075,287171,337332,841224
23562,76781,81521,100213,131170,165404,285769,365339,918618
23296,76359,83834,97201,135893,163387,284512,351523,1991167
22018,77116,82192,96690,131531,164540,292406,342213,921552
22743,76864,81652,100217,127530,165415,282890,574520,811760
22241,76564,80650,97640,129433,165491,280490,380378,861681
22808,78989,81721,96022,130937,174943,284900,347283,887264
21790,76791,80760,96458,131112,164721,283629,341191,1272706
21688,76206,81274,102369,130606,173559,288640,333053,866407
22955,76295,82196,98613,130488,164898,289339,345675,874333
22263,76477,81431,98132,127342,164348,282344,342021,833780
23205,75805,84079,102884,131580,164821,304665,357308,854091
22408,77834,83928,97615,127543,164092,285991,352340,921590
22174,76777,81637,99535,128163,168888,281250,358031,891996
22430,77062,81305,97279,127249,165245,278854,349881,792589
21950,78174,83135,101792,133016,164268,280854,349681,872787
21923,78228,82415,98099,139420,175818,287094,337113,857504
22711,77435,82100,98881,138548,173792,280933,336637,872938
23633,77851,83422,102706,134442,168531,293518,340518,935522
22380,76605,83404,97000,133233,172442,291427,359971,877210
23349,76948,83246,95334,132802,164808,280458,355142,870688
22345,76597,82909,99973,136644,164701,279683,605800,862855
22569,76427,82654,97091,132971,174677,295003,2241179,859211
21782,75931,81690,97497,135961,164205,282018,428509,963216
22809,76468,81221,98569,137683,165316,278961,372725,836505
23185,76319,81214,99471,132375,177789,296178,343655,818832
22613,76280,81781,97513,141367,164809,295208,349546,873028
22122,77434,82060,95719,136129,168484,280385,365080,848352
22491,77671,81867,101277,140759,174258,282553,355186,850460
21730,76745,81762,98092,132691,164488,282037,348804,859036
22652,76886,81336,97812,134332,175429,289611,351057,859536
22629,76533,81341,99815,141247,174613,279025,358840,832307
22219,76211,82562,100850,137594,164222,280202,353824,835749
21784,76609,82592,97863,135870,164533,278310,356131,876833
22781,76318,82009,97314,134915,164386,280091,358250,857460
22813,76853,82089,100896,133648,164874,280530,556177,905106
22296,76665,81214,98327,143329,164309,287698,355070,776379
23055,78094,80660,97314,136910,165843,285304,365841,780523
22479,77629,80721,100726,137819,168146,282979,351912,692070
22429,76001,80774,97268,134211,165349,287693,338343,827870
22224,76293,82560,97772,138004,164633,283892,357937,808781
22559,76277,82027,95458,136516,165582,288265,345505,829541
22338,76648,81951,100218,139732,163895,279889,344539,863597
21995,77084,81649,96383,135315,173938,278798,371222,875017
23096,76682,82021,96366,137896,165151,277231,343318,823596
23502,77180,80534,100549,136069,170676,281577,345196,743841
23129,76234,83019,99808,141868,170457,284046,355747,874476
23113,76393,81807,96362,130709,165428,280381,355304,850587
22896,77866,82212,96769,123882,165187,283937,374027,812228
22689,76675,81830,99549,131021,166107,292255,348096,845730
26045,76922,81372,97036,130570,164991,285716,360454,860377
22563,76478,81501,99036,131316,164012,280369,358269,830855
22520,75985,82372,100778,129425,164942,279649,355273,842408
22428,76273,82577,98522,132943,165995,280653,506192,810131
22570,76566,81124,98885,136031,166212,288162,638346,850889
22489,76749,81047,104499,134551,173558,281559,486950,864413
22230,76335,80577,101491,134249,164294,290342,374307,854562
22103,77517,81133,105108,129654,164999,281786,364441,892650
23585,77061,82118,97568,127072,164958,280784,354718,822405
22454,76497,82148,103959,129335,164098,496294,344390,919843
21922,76113,82029,98654,129004,175006,740214,338429,848803
22477,76692,81558,100593,126576,163861,577655,321995,865918
23254,76578,81078,100435,129306,163811,411310,332119,830913
21677,76695,80971,95924,125884,165832,337131,345329,863484
21644,97628,83665,95760,127123,165593,278522,344030,792124
22025,76745,82561,103198,125059,164455,242040,365202,852096
22169,76810,81424,99351,131980,165208,226778,341444,853182
22124,76406,80641,101032,129185,165879,207354,338629,841298
21966,83345,81011,99025,127329,174959,203267,571868,851442
21381,76832,80879,99917,129753,163028,199779,395021,849380
22586,76074,81382,96970,125405,176322,197781,363950,838278
22758,76873,82931,100146,127204,163734,185903,348253,867950
21957,76254,81256,101773,132278,170061,186956,353519,844602
21776,76364,81714,97378,133032,173377,185745,355314,863272
22107,76548,81345,98593,129870,174161,182542,341496,850367
22329,77266,81011,97773,131454,175784,187327,348752,852800
22159,77498,80391,100749,128584,176110,187663,337345,867639
21717,77347,82920,98688,125206,170538,182281,340511,844585
22160,75906,83289,97917,127935,164218,181134,348184,855194
22605,77548,82113,100858,138123,164171,188988,370989,763592
21796,76169,81510,98343,132868,164243,182915,380557,850242
22507,76505,83127,95495,134309,164251,180688,368462,862756
22924,76180,81433,107143,129381,172033,180058,367656,880549
21767,76305,82997,100498,128064,174001,179417,517355,864974
22306,76381,82344,100315,130108,172050,182554,359198,828819
22451,75910,81439,99642,126619,166903,195502,356928,870146
22366,76679,80770,98377,126487,164013,187030,372161,857700
21973,76851,80968,98257,125437,169321,181301,366085,859375
22427,75994,81645,101223,133621,163451,187064,346700,863091
23234,77414,83275,102092,124681,164155,185626,353170,864500
22396,76524,81886,100461,127283,174742,186410,356455,871587
23518,76227,81832,96415,132882,163399,182987,354624,863038
22544,76224,81288,100367,125097,171510,182682,350041,870473
22096,75987,81273,99875,130042,164037,193658,360003,864809
22555,76077,80759,96338,127478,163890,186641,361088,863372
22609,75900,90412,98945,129893,163948,185315,348753,892163
22705,76094,81799,102843,128104,165010,185060,358385,864695
22792,76322,82060,99403,131916,166138,186174,382242,852196
22448,76526,81236,97021,139217,169009,181449,363573,849661
24086,83457,80589,109065,137000,164391,182986,357470,882403
22662,76645,81404,101306,129464,165855,183598,501135,918029
22666,76797,83160,98599,127150,165556,183652,378340,792470
23243,75934,83859,101238,125320,163975,179737,354631,854461
22465,75730,82782,98049,135111,172750,196349,363469,849064
22625,76011,81903,98224,134249,165335,195448,356854,855203
22227,75909,81233,95889,135581,165241,183356,342443,929151
22643,75628,81697,100444,130462,174349,183262,365596,901567
22806,77029,81869,99865,136341,163437,188647,338166,1193740
22742,77125,82938,99273,140350,174550,186418,342047,906699
22551,76895,81826,101224,134751,183039,186635,347856,885278
22555,77075,81715,99815,134930,169139,178014,357082,850539
22368,76688,81509,97455,136932,161874,180669,350673,863004
21879,76180,81412,99311,133617,175906,181604,344332,797183
22575,76018,82521,98246,124926,170281,186059,352338,721368
22417,76147,82293,99072,131219,163380,183100,575786,742496
23363,75798,81729,98839,128360,181498,183475,373342,809865
21879,75994,81737,101775,133499,174346,182561,372996,853672
23475,76744,81804,97538,136618,163734,185332,346577,834225
21986,76033,80855,98909,127008,176769,186526,349188,861348
22476,76011,81381,97737,133068,173649,189440,335401,863508
22816,78082,82559,101991,133233,163587,184055,350246,848386
22662,76296,81798,97685,141092,165914,189152,353770,841166
22571,77140,81936,98239,133038,167478,193839,361077,873988
23186,76184,81087,102926,126712,162762,183216,347396,835734
23093,77146,81377,97652,129570,173228,368744,366020,851534
22026,77224,80680,98182,129273,164161,214749,356773,848564
21938,77897,88651,101766,125946,164027,192486,352598,852774
22232,76664,83255,98092,128784,164401,190325,360130,865851
22378,76969,81961,100155,129543,165203,191193,350048,860050
23435,76923,82566,100511,128327,167090,193692,354433,925694
23429,76654,81299,104207,137800,164570,186598,334630,1071858
23997,77485,81361,96184,131885,166626,189908,342976,849445
22301,76306,81561,97771,128858,164578,184397,560801,870615
22769,77265,82689,109249,130900,165516,181216,370548,866428
22915,76204,82194,98647,129049,176598,186446,366565,841845
22565,76702,81604,97818,132022,165513,196503,357410,914883
23275,76416,81436,96066,129664,174322,180494,351421,1043056
22156,75677,81918,100000,133420,177249,186326,359061,855055
22940,76040,81162,98249,129416,168264,183360,355534,853035
23346,76490,83221,96694,137542,164491,184283,351666,868408
22097,77003,82173,98295,132272,163990,179542,349706,877309
29918,77196,81436,99236,134703,182862,190030,349367,826645
25292,76623,81957,96741,129317,173872,187328,356665,901525
22360,76656,83253,98272,128610,163917,186506,356603,837839
23024,76400,84242,101199,140143,177777,183861,337972,1103878
21854,75794,83398,100218,132632,174868,182306,357108,892311
22352,76294,81603,96858,139059,167033,186949,343568,840718
23302,76157,81294,103850,140185,175886,186413,550916,853356
22204,76027,80196,96580,133911,178034,187389,378044,923320
22095,75707,81213,97893,139426,165492,191576,367432,854648
22154,76277,81117,102221,137043,161800,188874,364259,802205
23038,83034,83388,100456,137994,176063,188395,349257,876414
22556,76562,82148,99113,131310,172997,186498,367461,831626
22398,76397,81921,96867,132657,164710,182494,364147,830242
21889,75997,81156,98567,127603,166754,186291,363286,836477
22628,75883,81869,97483,125056,164605,189350,348479,868930
21364,76681,81581,99111,129975,163640,185063,350217,863970
22876,75864,90850,100902,128462,171057,184472,365192,850931
22466,76505,83567,101214,127915,165499,185497,357618,914530
23303,76562,82512,99978,123839,169748,184884,356859,805195
22009,76316,81199,98531,132233,164768,188692,353169,848860
21992,76268,81593,99492,133615,165070,190280,358908,837150
22709,77104,81114,95855,124099,163967,190070,542341,867926
23331,76271,81286,97258,124787,164119,193875,369655,842021
21842,75958,82934,101266,134767,164590,185650,353801,815963
22365,76282,81875,97384,124464,164011,187692,346618,831981
21562,76331,82364,95966,125233,164614,188734,339284,857874
22353,75937,81695,107406,135793,165589,185829,338995,833050
21835,75681,81848,98294,129311,165509,184683,339677,862522
22592,76324,81077,98558,134728,173373,183728,343218,814991
22521,76651,82315,99903,136376,164501,185900,342744,967964
22476,75960,82136,100919,136377,165041,185831,351817,1021835
21935,77772,81721,98455,132945,163847,187444,357587,829026
22339,76050,81767,97824,129446,164480,179625,355561,859399
22557,76809,81893,102647,133435,175626,176819,360794,847823
22303,76296,82144,98695,124145,173691,184327,358967,872505
22527,76314,82752,96616,126918,166058,186727,343832,837460
22613,75784,81514,97761,126205,166784,193089,347102,841259
22103,76305,81285,99948,128788,175211,184710,348174,861518
21826,76739,82030,98804,122318,163924,181700,554645,837611
22002,77749,81128,96769,129802,175287,185599,381427,854219
21782,76632,81287,102372,130347,166649,181238,362174,826462
21528,76170,83825,96320,126553,485015,191267,355344,889573
22103,76756,82040,94479,129068,677712,182189,362506,861743
22728,76256,81778,105186,127220,1231269,192040,362757,855564
22034,77908,81705,97450,124303,1109868,188574,355656,843268
23608,76064,81797,95813,125794,890596,184777,344252,842759
22729,76521,80933,98148,127649,568211,192282,345902,853664
22418,77091,89521,99847,130983,361771,185659,349250,804572
21808,76753,83131,97784,133185,250153,388903,355197,813969
22274,76014,83257,98368,134117,201814,220072,365038,868462
21850,75669,81874,101412,133502,178538,203220,352947,845820
22180,76094,81596,98083,129161,177870,202964,363079,866857
22456,77120,81630,96957,133634,166514,193358,579444,902461
22395,76229,81399,98369,135387,178235,191807,371073,817643
29029,76426,83169,98629,142014,174326,194647,354497,834204
22606,76078,82800,103004,138281,166429,190279,360157,846222
22747,75380,82721,97342,134163,167389,186746,357739,851295
22360,75878,81021,100433,126515,165090,188310,371912,853129
24440,75855,81818,99669,128713,163451,187036,361384,906111
24087,76239,82884,98441,128396,169980,187539,345136,885243
23068,75857,83237,99831,126981,166049,185929,346560,843794
22848,76657,82231,98047,127296,164460,187228,354721,868605
22909,83743,81691,96153,128468,164783,186660,356125,843741
22516,76425,81970,94921,130090,164502,187136,362908,839377
22070,76186,82318,101989,130255,166857,189759,355206,836264
22923,75579,82863,100235,124194,164586,196706,348910,721525
23122,75438,85507,99294,129519,175847,191842,354483,729126
21764,76203,82978,101527,128839,163946,188342,356789,829033
23395,76736,82213,98814,126133,164052,187274,348402,880263
23285,76816,83879,96353,127043,174084,187079,347249,832018
23337,78156,83111,96179,133122,163403,187704,525861,839404
22979,77611,81657,97566,122738,165238,184497,377228,852558
23029,75792,84614,99506,126429,167015,184831,366021,855340
22739,77106,82107,100755,123401,165886,184830,353298,782176
23923,75910,82259,99537,125965,164514,185482,341144,838952
23200,76068,81215,96802,128973,165744,180120,342963,818705
22200,75925,81276,95404,138024,176606,190888,366437,900065
23370,75942,81538,100662,131153,166054,186771,349206,827895
22496,76237,90417,98250,135574,165021,190661,347516,842814
23609,81292,82609,95872,135395,165781,195083,359140,711280
22965,75982,82479,96464,135067,163810,187955,357978,847267
22991,76525,81357,98633,138028,182754,180799,346038,840852
22796,75815,81332,99195,139800,167360,180324,346464,840053
22534,78390,81201,96250,132399,169006,185614,336774,805714
22197,76802,82084,102506,137749,174822,187788,347059,833831
22730,76425,83028,99848,136458,163257,185306,620505,839132
21929,76782,82339,94974,126673,165550,188591,391347,838060
22540,76399,82162,98260,138693,166351,189323,358747,827839
22465,76697,82868,97996,132001,172157,181424,361819,867995
22904,76433,82794,98631,136992,165481,180232,364329,842630
22909,77186,81948,97416,136783,165517,191286,361724,854825
22099,76840,82792,98809,139957,176036,187069,361014,855699
22652,76490,82162,98130,138073,165249,183364,356723,831890
22383,76364,82593,97573,128729,176996,191681,364562,918983
22671,76832,81721,102212,128600,169289,187944,354044,784675
22546,78083,81292,98038,126267,165319,186286,355068,814704
21566,78846,81843,100177,126525,177070,184028,354338,848216
22859,77526,83070,100417,129529,171030,185629,373768,835677
23200,76316,81632,101626,134258,162985,185627,353919,835014
22693,76312,81939,97065,138504,173403,186354,373059,880496
22439,76730,81674,97645,134422,164000,184946,556732,830734
21985,76673,81733,101388,136593,169867,183396,363705,710973
23040,76528,81302,96550,135221,164841,184846,342062,845155
24078,76256,83373,97781,134256,164300,187422,353414,846164
21923,77707,82013,97814,137043,176096,184974,358697,851642
22755,76800,81830,102130,133939,175669,182478,354764,898820
22121,77363,81770,99053,136819,174654,183900,358978,822022
22102,76296,81070,96699,134682,174161,194336,370864,840957
21789,75750,80246,102793,138128,164858,188906,352779,791764
22694,77344,82672,100237,139074,167734,184980,365795,857149
22426,77107,81431,96597,138189,163947,183133,340120,846143
22255,77459,81292,101646,131185,163156,193694,342058,822691
24409,76185,81031,97857,139465,163699,190680,340936,846102
22031,75941,80641,98751,133900,163567,377856,357775,859222
22236,84658,82082,99044,129614,169559,196408,349304,851546
23100,75381,81358,101106,124643,171380,187741,340002,835365
22766,75655,83517,97678,132440,164684,192172,355815,833507
23421,75939,82250,97744,124903,163046,199274,515587,864857
22520,76226,81312,106445,125983,162925,192732,348972,856503
22572,75747,80614,96042,122089,164298,191255,355454,863559
22482,75805,81307,97642,123516,169705,195171,361758,888584
21472,76504,81122,95894,125522,163882,195909,364052,849406
22885,76005,82995,102685,124107,180845,188217,357850,755133
22060,75790,81483,100422,129300,173183,182484,356589,913779
23587,76429,81794,99080,131170,164391,181112,368276,835651
23828,77766,81466,99815,132794,175542,188780,349163,827147
22860,76597,82234,95784,134267,163029,185561,338682,797740
23279,76750,81467,95788,140063,163467,183446,351492,833619
22864,76184,83002,109679,127695,164098,188337,357608,844520
22522,76387,81444,99338,127996,163460,185477,357318,914694
22404,76184,81837,98966,130699,164412,184977,356862,863489
22310,77364,81657,97659,126962,164205,183955,564115,858703
22385,76114,82031,100642,128399,164089,178500,377478,859734
22384,76239,81284,101371,126093,165350,181986,348056,855279
22369,75881,82625,98239,132161,164515,185265,374289,823687
22270,77164,82956,100235,125326,180639,179505,356986,824460
22006,76227,81776,96360,126190,164461,191385,347603,742489
22561,76731,81634,94868,131430,163288,187400,342456,818939
21642,76961,81854,94428,126638,164798,187911,347030,823977
22783,75982,81309,97797,128092,164415,189320,339460,859508
22725,76240,90828,96593,131249,173657,187154,352455,893018
22374,77099,81763,101391,126883,163082,183790,360444,848880
22577,76353,80806,104668,127628,177336,183873,358358,825720
22258,76739,80782,99066,127941,174641,179543,364422,840093
23084,76558,80581,99289,133193,164308,186791,342098,855319
22208,81524,81140,106775,128655,174174,185234,366044,864669
22865,76349,80588,99522,137167,173654,191921,355034,829909
22190,77236,82576,99212,127583,163088,185249,357269,849552
22386,76061,81139,99252,132465,182591,183031,360876,838724
22215,75942,81473,103291,137169,174935,183241,530465,851760
21836,76822,81348,100690,133279,164786,193973,370183,832364
29895,75959,80944,98391,128730,171903,188438,357105,851391
22204,76357,81218,100834,129548,164552,187249,348830,846232
21697,76458,82878,99028,129846,162422,178113,343662,854071
22381,77166,81232,98390,140330,164751,180539,360967,853292
22354,76749,80943,98480,134964,164942,180535,357050,849433
22964,77366,81969,100434,129541,169775,185940,342071,835816
22256,77088,82498,98026,127816,163776,189743,346082,856595
22638,76410,81528,96926,134073,164041,188504,346918,842079
22359,76745,82351,100976,141894,168403,184624,348423,862841
23223,76986,81905,97473,138573,164777,181105,360230,847346
22405,76053,80939,94811,133943,174897,179089,352940,873846
22862,76091,80836,104027,137638,164377,182443,355054,839823
22602,76906,81320,102778,129252,163772,182224,360902,837353
22128,75980,81104,98435,129041,165725,185795,512760,816532
22947,76271,82214,99905,134460,164107,179106,364375,843978
22514,77404,81944,97895,133792,165087,179549,351770,810350
23450,76581,81293,98052,127016,164255,185562,363343,843737
22760,76365,81622,96020,133262,165506,181456,353826,866423
23059,76256,81377,102839,128244,165016,181090,358570,818938
22062,76190,82048,100258,134469,168469,181043,355419,853168
23427,76130,89745,99981,126983,167036,183406,352710,870298
23117,76493,83165,97237,136438,166600,183573,334605,848264
22341,77008,81037,98889,135339,163933,185609,340606,841953
22555,78836,81660,97470,137351,164046,184410,339344,833514
22457,76991,81453,102564,133876,164236,182895,354230,816233
22467,76838,81272,99063,136712,164269,186143,359942,848284
22482,77549,81222,97287,138175,163890,184250,356123,839199
22160,76271,83238,97266,134207,164254,419872,353564,843995
21606,76182,82665,107860,132935,164484,210268,557567,842899
22386,76423,82084,98882,131920,166993,202677,357478,814118
22720,76382,81581,97183,125602,166463,192645,343857,843589
23187,75909,81633,96490,130348,165258,193277,350441,805990
21977,76426,81503,97710,129623,176698,187155,359068,826926
22264,76201,83101,98033,129557,164852,193281,363518,839405
21946,76916,82605,98606,130799,175846,191301,362910,840757
22411,76617,82152,99003,126547,167927,185055,349862,852332
21550,77724,81330,97333,128649,165232,185417,344853,838200
23184,76458,85767,96861,121945,166132,181080,354461,827879
22197,76245,83053,97198,130253,166669,193519,354727,848629
22540,76312,83181,100525,130420,166375,184446,364767,832070
22855,75558,83154,95580,126503,166084,185205,352696,830187
22812,76232,81958,97535,135822,166059,195120,355673,851638
22036,76919,82106,100044,128775,165123,186493,357451,844588
22332,75863,81161,96311,130878,166680,187288,356254,806489
22739,75951,81714,97583,127522,181923,182480,342156,844477
22603,76340,83481,105206,128448,170709,180978,550158,874114
21813,81203,82290,99914,126365,165227,183404,376126,857176
22047,77234,82198,98063,124759,176703,187777,367048,855091
22947,76307,81380,96559,129682,173964,189298,357203,876970
23934,76165,81507,100916,128299,166080,185647,363290,881078
22209,76298,83169,99416,127044,182549,251459,358007,860920
23090,76483,86932,99331,130608,164862,206288,344711,859883
21814,75677,83353,100415,126332,165184,203632,350671,867216
22368,76130,83102,100675,126442,168582,189970,359556,836135
22706,76450,82514,98172,128957,164733,187127,364929,841286
22023,76781,82484,98291,130450,164746,188523,360411,865044
21494,76972,81852,100727,135577,166535,180644,361978,856448
22460,77737,90835,98731,125440,162682,184895,357686,854873
22681,77262,82801,98302,130918,175281,182384,358828,864581
22645,76646,82301,102978,136573,165900,178077,565450,859215
21746,76584,81983,99280,134430,164707,178891,377871,899301
23494,76129,81478,98746,127306,175894,184340,369502,807857
23836,76770,81885,110126,125297,165913,184169,355933,750814
23099,76525,81456,97528,127723,165091,186246,349977,844707
22251,77690,82662,98347,130316,164513,180351,354291,839940
22707,77244,81279,97336,137168,166358,185173,358445,921893
22375,76321,82299,99065,132830,163941,183182,359660,851602
23647,76625,82344,99821,127634,164386,182848,359300,834861
23151,76887,81544,96905,129313,165968,183929,349343,830522
22583,76102,81848,100993,127485,165121,192269,344960,845552
22398,76223,83544,97352,127744,171112,182709,358853,841476
22801,76116,81941,99932,135294,170667,185101,350698,828884
22279,76242,82100,98924,134372,175083,185280,355946,838934
22720,76059,81526,100819,135547,165068,187865,348892,856500
22421,75771,81617,95361,134112,164784,185633,348218,837227
22222,76560,81597,98091,137573,169642,186595,359985,827112
