SHIR inductor b16,SHIR inductor b32,SHIR inductor b64,SHIR inductor b128,SHIR inductor b256,SHIR inductor b512,SHIR inductor b1024,SHIR inductor b2048,SHIR inductor b4096
47052,140571,77411,94004,198083,275332,323862,697906,2011653
47705,139961,76390,95581,200711,291722,321163,674151,1245989
45694,139096,73526,94353,208270,276375,311516,628241,1461034
45904,140523,76083,93366,204036,268673,324838,606582,1911848
46376,142144,75578,95814,197952,267466,315898,631707,1460889
46039,138971,75308,92290,198223,276682,317669,628196,1488779
45691,140398,80118,97559,199882,266243,330191,628143,1900388
46298,138969,76700,93634,209926,280446,323620,616803,1342142
45906,138381,75700,100011,203889,273979,321752,673448,1416620
46718,139060,83297,95848,202747,274805,336945,609584,2077622
47598,138753,76485,104509,200991,270591,324222,672850,1323299
46783,138336,76975,96373,201599,276466,331563,624407,1510933
55139,139225,77138,95100,201892,273352,334447,635028,4266838
48701,166063,76353,91616,202523,279319,326509,609542,2164471
47195,144562,75570,93478,204004,278065,315696,579273,1574965
46362,141430,77853,111599,199805,275677,316890,598119,2011340
46171,139033,76532,118686,199063,271253,313744,928039,1310774
47845,138305,77050,96869,201183,268804,365251,639249,1431686
46790,139850,77864,96788,214521,271497,377900,638487,5238743
47597,139513,75713,91743,197054,272364,330797,613118,3445960
46399,139149,76738,101995,195992,273155,328923,615773,1771708
45107,139182,77131,93275,200453,272347,323700,626914,2107977
45885,147493,76761,92489,208989,289450,320883,669324,1464096
46108,143499,74982,93481,198787,267460,655526,634316,1563213
46021,181360,97002,94397,198804,269474,368843,625146,2049563
46382,140587,102924,92773,199558,268549,330287,639926,1379713
45621,140005,101485,94794,205220,271320,321674,677529,1500426
50097,138812,81239,98987,201626,283752,320689,640336,1970018
46976,138957,92524,94922,199981,279339,312014,636991,1347764
46328,137907,78263,94048,206897,301663,307019,615171,1493289
46365,141491,76032,91019,201303,270381,328241,605233,1947886
46450,139273,76747,92331,204433,266987,330567,596427,1499279
45080,141567,75427,163950,206322,266310,325378,696721,1455525
46846,140851,75447,94272,200892,263334,323611,619370,1784119
45864,139052,77862,94935,202553,271157,327066,606431,1331256
45991,139434,75884,93205,197607,267268,312046,601866,1464876
45839,138866,76379,96112,196624,265706,318851,613705,2027659
45496,138248,77085,92796,199029,278346,323242,617111,1345903
46257,138109,79639,94938,201421,273626,316471,655900,1443903
44464,137183,79230,93950,201142,266821,321340,968398,1889141
45669,138494,74206,94116,197846,276380,324334,622928,1310743
45433,139812,74286,95331,209104,268812,326722,594451,1455843
56619,138927,76957,95373,201750,269162,373703,658975,2002869
50044,139315,75580,97686,199091,271363,346839,639085,1354654
49368,138726,74020,100664,201501,271091,326465,652140,1317613
