x86 FX b16,x86 FX b32,x86 FX b64,x86 FX b128,x86 FX b256,x86 FX b512,x86 FX b1024,x86 FX b2048,x86 FX b4096
1408901,1462915,1498355,1568448,1651004,1789642,2581542,2498890,8520428
1407635,1444575,1491384,1543295,1661308,1781459,2436734,4807775,5226497
1405166,1452758,1484196,1537159,1655601,1779989,2413672,4683693,9988447
1414307,1449921,1491921,1542774,1656698,1783020,2363367,2509790,8443906
1409699,1442736,1490466,1533789,1645099,1780100,2387826,4684425,4959612
1423226,1442855,1486241,1540291,1645786,1792537,2421999,4595629,9689645
1421769,1442952,1492128,1536947,2392379,1790582,2389096,2607555,8735983
1522598,1455745,1478793,1655357,11960018,1796640,2546497,12546665,4319056
1421678,1442240,1495690,1554000,11764203,1794693,2534776,10178405,10093146
1405654,1451769,1591236,1537930,11317051,1796341,2639636,3747254,8706373
1421394,1442382,1500672,1535565,1783701,1814116,2614843,6143658,4591944
1408517,1448629,1485110,1547356,1677648,1784174,2557462,4778894,10058073
1404422,1450033,1485989,1538626,1677492,1809712,2537520,2731644,8312127
1410369,1553546,1486696,1539630,1677672,1795719,2556545,4766731,4731997
1403801,1447637,1491284,1548318,1660524,1786814,2561322,4490571,9994177
1415101,1445277,1480745,1630516,1668876,1782088,2561350,2534209,8636223
1412946,1456228,1493770,1541387,1654378,1825300,2565067,5017938,4735881
1413804,1434237,1489561,1541185,1662604,1796008,2626262,4774399,9942034
1413014,1450623,1496147,1536458,1667928,1806353,2560014,2557258,8518561
1406227,1444487,1480421,1537494,1665791,1779581,2572574,4709766,4915221
1428849,1450020,1500123,1544021,1655328,1788942,2573230,4787866,10244369
1412797,1434945,1487344,1540334,1664037,1779365,2613334,2745823,8824486
1411481,1554438,1495589,1677406,1660938,1786636,2615383,10910012,4906350
1415901,1453466,1482827,1545964,1666195,1819794,2530198,8368248,9874352
1409472,1448683,1494715,1537998,1660376,1798238,2552967,3736561,8363319
1421107,1464697,1481444,1549145,1674082,1796061,2572020,4813703,4836151
1407319,1447203,1495656,1537899,1673337,1785599,2573245,4755336,10190273
1404337,1454210,1484680,1543294,1668237,1792309,2558427,2651153,8631745
1407855,1444164,1486530,1557315,1658083,1803491,2564814,4719620,4662507
1412877,1457011,1503641,1537542,1668630,1851258,2540275,4538373,15310023
1427494,1447011,1491376,1544836,1663138,1818464,2295613,2628706,10497146
1411629,1445908,1482570,1564160,1661213,1798908,2391503,5124265,4725827
1528189,1448064,1485146,1549189,1679037,1786193,2590289,4585546,9906087
1414077,1545785,1484838,1539477,1660176,1793204,2358010,2458995,8653862
1412019,1455853,1486198,1558180,1651560,1789443,2229382,4908773,4814303
1425209,1451009,1490336,1536442,1648455,1785118,2480094,4980442,9765994
1407994,1453282,1486919,1541543,1644501,1858300,2588676,2606480,8348700
1424569,1441770,1488285,1547756,1651664,1816575,2595736,4720446,4810458
1419877,1447724,1586877,1548949,1648756,1798170,2563010,4692541,9711663
1419899,1447080,1500770,1542545,1646705,1779222,2289560,2671156,8710379
1429033,1441708,1481573,1552215,1656669,1798310,2373962,4787955,4672768
1412662,1459766,1529009,1535920,1637783,1777845,2383243,4634111,9858608
1415077,1443365,1519159,1540050,1653279,1815158,2317101,2608805,8427606
1405264,1449649,1491317,1546968,1672819,1804024,2532009,4800523,5085826
1498440,1441256,1487294,1533005,1664780,1812907,2561589,4587270,9717043
1425988,1469747,1491265,1646981,1663439,1862644,2561636,2666352,8725305
1404906,1444346,1483049,1546345,1647907,2672309,2584368,4732845,4861393
1419985,1452094,1494077,1541972,1674349,851353,2647087,4691072,9998905
1406752,1445709,1582657,1550995,1670028,768494,2550827,2586666,8380061
1410602,1444986,1493666,1539979,1660628,805682,2574360,4816611,4850393
1424012,1452683,1484302,1531320,1659817,802111,2549562,5000332,10119876
1423310,1448873,1494257,1542619,1662177,757252,2590350,2656099,8373437
1424888,1458443,1494441,1534088,1645906,736952,3365691,4757402,4957988
1423364,1449366,1493790,1649286,1653944,767195,15966691,4696336,9762720
1417882,1446887,1481969,1538904,1651216,720443,2589158,2775209,8518995
1439982,1447453,1485369,1532793,1651799,700511,2585510,4657212,4625797
1417066,1561583,1475960,1527837,1657630,717620,2611600,5016880,9863152
1433389,1452698,1489100,1535886,1655478,715268,2556643,2630281,8539111
1522450,1443898,1585162,1530940,1661261,730889,2546110,4700441,4763367
1418357,1455593,1492761,1538757,1650187,709293,2509721,4760600,10164187
1417940,1443080,1483078,1538220,1648748,740090,2583018,2625121,8977340
1415484,1452841,1472297,1540310,1666354,710875,2570455,4645864,4751125
1419744,1426650,1463967,1541200,1833581,710083,2510874,4515241,10204365
1415141,1440753,1488480,1530288,1756979,700003,2533703,2542897,8886626
1404685,1443395,1476410,1530692,1668165,716440,2568738,4921487,4852179
1421891,1440182,1478636,1544068,1676113,739982,2500206,4866818,9770148
1405975,1430388,1467239,1524808,1663742,789050,2597688,2546568,8619743
1419500,1442725,1470166,1530761,1666450,712969,2612592,5346682,4888190
1407935,1458048,1468516,1533718,1664239,717376,2583926,4498941,9668749
1512604,1433957,1584850,1656502,1669436,770623,2550672,2626573,9152043
1425715,1446227,1471385,1533360,1664785,755440,2333239,4671165,4928281
1414923,1431703,1481608,1536943,1656859,711385,2269282,4806443,9510511
1406660,1437049,1487147,1532202,1654915,722084,2171341,2651685,8989785
1408706,1446310,1479075,1533717,1659532,782531,2218921,4853088,5053445
1409029,1439985,1491017,1554932,1648209,726680,2276663,4709067,10520732
1422603,1453556,1474460,1541988,1649869,707045,2222438,2579339,8384507
1408535,1426737,1492693,1666227,1653050,741649,2576752,4904588,4953791
1424800,1438140,1588269,1550368,1660645,711337,2587991,4563049,9757166
1409672,1534695,1483589,1536256,1661611,713381,2560402,2657564,8506207
1409622,1456825,1469883,1552487,1646255,706592,2565640,4845077,4763246
1418351,1430368,1476931,1536964,1670074,736557,2607834,4641091,9780109
1407297,1444169,1462724,1540292,1658575,721907,2612271,2593805,8939101
1518164,1433794,1482208,1559389,1661480,727406,2614924,4691573,4677997
1440355,1435532,1471382,1537444,1650671,718943,2567802,4560529,10168968
1405523,1444927,1477860,1658333,1849871,712504,2536915,2615274,8909659
1420567,1443012,1468390,1549061,1669839,735049,2600298,4760909,4581837
1412889,1438021,1478474,1542736,1680754,734186,2568966,4738935,10309181
1416249,1434346,1585268,1537505,1662310,716840,2583773,2540905,8749283
1411520,1442155,1492037,1556271,1659316,717419,2565999,4656051,4737656
1409065,1430634,1478404,1530710,1662282,853392,2563516,4740257,9609629
1414554,1539574,1488201,1540641,1650402,748415,2534673,2573458,8615273
1406018,1444391,1474230,1549623,1659249,712304,2589025,4747247,4858580
1431467,1441902,1471266,1552357,1661243,756630,2610327,4855620,9737974
1409865,1451501,1463059,1547690,1663636,721320,2401794,2541653,8564006
1519812,1430645,1477788,1557476,1639918,719715,2467070,4682538,24413926
1434414,1456852,1466365,1541268,1655472,713696,2337376,4550002,31857703
1413250,1445075,1472953,1554684,1635308,740321,2394084,2600678,9888620
1422184,1455330,1579897,1558782,1649954,709194,2347030,4997196,4706165
1409555,1435179,1474940,1540964,1646736,703973,2497071,4684859,9948861
1400462,1438931,1473445,1656027,1660037,716467,2534584,2539768,8624941
1415651,1446884,1477391,1544435,1652491,709276,2594156,4781153,4821694
1402531,1551310,1466497,1539551,1647986,698213,2572099,4812659,9670274
1416763,1452118,1479184,1549463,1655430,752538,2548894,2639518,8869934
1407236,1452092,1459800,1540115,1654211,710692,2523604,4791320,4647568
1407178,1441510,1476069,1539731,1650994,719424,2353847,4679459,10108467
1411384,1449079,1470387,1549899,1650869,859091,2316405,2674751,8931575
1409417,1449409,1475733,1536057,1653148,748326,2421739,4977015,4874760
1448046,1432207,1491647,1537221,1655785,716999,2488415,4590449,10110142
1422814,1445227,1477059,1560934,1648649,773479,2385115,2644810,24307166
1417579,1440990,1465792,1541937,1651370,822984,2571701,4958770,11327617
1420365,1428240,1474819,1545631,1651144,758248,2537792,4657971,49003338
1419743,1437183,1466240,1550245,1649872,718380,2588872,2498290,22719334
1433947,1429908,1474680,1540583,1649429,774410,2607999,4644607,10053982
1422046,1458476,1467198,1545200,1656789,722254,2544164,4475141,52556188
1422764,1443877,1483242,1543174,1673660,707749,2412960,2563950,28180356
1422829,1428406,1473092,1546537,1654646,814879,2471922,4738975,13443664
1421068,1432137,1485292,1548359,1655355,718713,2483217,20735427,54890711
1428957,1425197,1586935,1550585,1648126,711747,5248300,10913983,31493823
1423632,1438496,1479188,1545931,1648705,772636,2699004,20553863,7527096
1428776,1442410,1491733,1548350,1664154,728366,2495621,9143656,52902251
1540332,1453159,1487031,1542768,1640754,719504,2383079,3330246,50054836
1428964,1444733,1484784,1544617,1698132,705007,2486464,4759041,13477641
1436591,1435409,1477855,1552539,1652462,733417,2517998,4531123,38152790
1422979,1424599,1479056,1550131,1645137,711790,2286030,2712862,8842924
1432533,1424642,1465435,1537064,1657778,907499,2391371,4747776,10774102
1422725,1558547,1484498,1545718,1649851,756742,2340322,4533565,23399640
1421105,1439558,1575306,1538885,1650536,790072,2246425,2636170,9872650
1426771,1447715,1481147,1533761,1652823,754579,2487329,5022896,4614826
1419567,1441938,1467030,1546632,1644567,773403,2578191,4748379,10090186
1435941,1454629,1472124,1536965,1653285,736233,2569390,2532660,10871883
1424721,1431756,1464118,1661493,1656992,721299,2590539,4782848,14836742
1524132,1435049,1475041,1552790,1659925,807788,2633068,4666537,59627857
1434793,1434053,1460695,1540781,1667999,716364,2602596,2644555,32194737
1422186,1442888,1482385,1541552,1660236,710637,2664012,4951059,13650325
1490603,1446921,1468759,1546169,1657291,714889,2574795,4901192,57233116
1437338,1539475,1505483,1532912,1664486,711859,2578630,2635514,17293432
1416509,1450992,1593115,1553477,1641750,703820,2588578,4794523,28847464
1430581,1440876,1495369,1537037,1651590,750374,2491772,4640377,25698737
1415231,1451715,1476526,1645367,1661765,728451,2396751,2537118,19730913
1432676,1441605,1490278,1551859,1657010,764027,2599696,4683683,5850520
1418103,1432523,1473518,1540488,1654177,720703,2394352,4627914,10624335
1424480,1434207,1496749,1545162,1657206,713763,2548481,2648082,33130237
1428680,1445271,1472948,1556305,1645960,716460,2577596,4689158,14770550
1421989,1449865,1488773,1544412,1657664,694856,2570270,4610022,48066044
1441459,1428100,1472858,1541062,1647081,830364,2492794,2593932,49970152
1425832,1437911,1476987,1549216,1650101,721093,2350683,4987466,13041335
1416376,1428522,1589892,1653713,1653943,735107,2313101,4590045,9921422
1432050,1473399,1487619,1547554,1660575,870185,2371383,2589994,8623953
1420049,1427899,1476122,1548862,1662343,878291,2414722,4670829,4497311
1427660,1427697,1478634,1539079,1669932,737637,2443902,4789187,9724611
1416161,1445394,1480570,1544831,1660174,795397,2501999,2464784,8599147
1424086,1437039,1478987,1551658,1658870,745872,2564792,4809726,4831711
1424199,1454653,1476647,1540941,1654043,727824,2596629,4877660,9871360
1426712,1434226,1482023,1672461,1667405,721758,2538980,2653199,8850353
1424983,1442738,1479305,1551635,1660532,739799,2565043,4615231,4493634
1424702,1441563,1591419,1536390,1656235,708728,2543464,4597849,10204608
1517074,1440920,1489823,1618389,1649350,736043,2558750,2645558,8470025
1434530,1446737,1477412,1555289,1651408,741390,2581249,5018076,4581366
1425320,1544749,1479505,1539450,1651379,719937,2555208,4748466,9568977
1439222,1464757,1476821,1548637,1659011,711270,2489306,2528853,8534997
1420944,1438397,1477952,1533602,1653578,834946,2477913,4892049,4827392
1433110,1445140,1477429,1645955,1664370,718777,2331036,4557531,10149338
1419094,1434900,1481825,1553867,1651766,730698,2408211,2431797,9170880
1424296,1456289,1481207,1545149,1654225,828941,2399383,5194659,4855467
1429378,1438075,1483707,1540508,1651214,827589,2621654,4951646,9758758
1424277,1429942,1470729,1552629,1681877,728462,2552849,2721646,9146481
1426328,1436942,1479151,1542309,1677238,905349,2531317,4715104,4884672
1414355,1436490,1589539,1545266,1655022,799487,2666776,4883346,10403315
1519630,1438499,1491486,1544148,1648907,742108,2583955,2638997,8485225
1441565,1537329,1477254,1665497,1656210,734443,2590746,4692022,5101418
1424319,1480441,1485228,1539844,1665596,744316,2529453,5152196,22144133
1435492,1430318,1481748,1549848,1660614,712115,2619296,2562660,18853565
1415236,1453769,1484464,1539997,1647173,717987,2579607,4770709,8550401
1422779,1441841,1479323,1549263,1656114,723685,2569982,4576370,41789551
1429622,1446257,1489501,1551901,1648504,718788,2537220,2729261,32312364
1425068,1436306,1585881,1535743,1656178,710983,2562555,4710941,12235675
1429260,1444666,1486170,1660976,1654629,748560,2536572,4624863,9862505
1418310,1457476,1475721,1544212,1652902,743482,2543488,2641233,8932445
1414291,1450937,1481069,1545311,1654736,728780,2454451,5065797,4782650
1425985,1449970,1475925,1552463,1655016,715995,2411140,4809864,10478529
1421484,1447386,1481154,1534484,1654323,729584,2313987,4586101,8549100
1426536,1554569,1474967,1539906,1671731,706016,2336901,9419772,4403979
1421213,1449337,1485488,1547538,1665874,745724,2564909,4859558,10175057
1519960,1450509,1480299,1538855,1652741,708871,2734377,2675440,8898576
1436114,1449316,1482232,1542813,1659109,742462,2624158,4753990,4925095
1429614,1438226,1585833,1544496,1669423,745272,2573325,4717330,10462982
1430149,1455717,1483012,1556583,1653869,771871,2575453,2615799,9261985
1424950,1446877,1481469,1551775,1669705,728285,2570500,5009241,4923736
1422236,1455559,1478248,1549836,1652168,720749,2543711,4866673,9623202
1428662,1440837,1481634,1537543,1661098,776226,2437524,2533890,8537727
1420746,1450912,1475806,1541246,1657030,751332,2414069,4766618,4890532
1429363,1438743,1482608,1537283,1663454,718901,2248031,4640163,9915101
1489597,1566393,1479220,1606507,1651255,781306,2255765,2551929,8764785
1532239,1466331,1469470,1577679,1659821,713108,2281401,4816946,5045803
1428679,1445583,1476036,1549711,1654472,709515,2091705,4616427,9984957
1420881,1454786,1498372,1539702,1649851,699964,2248577,2681636,8655195
1430947,1442132,1475736,1546610,1650113,764494,2716040,4729538,4740872
1423044,1448175,1487109,1532999,1651561,716047,2678256,4606125,10025597
1421365,1444007,1483852,1540851,1656108,739246,2571462,2556596,9093421
1420805,1446274,1492564,1546628,1659190,713879,2594804,4833530,4845233
1422362,1451257,1475078,1550353,1658528,729645,2586871,4590854,10246622
1429829,1443981,1489502,1546815,1663751,709367,2578389,2612665,8692506
1419425,1456139,1487214,1555440,1666289,733858,2547856,4906573,5044839
1435750,1554774,1490520,1541360,1657857,706620,2502064,4717984,9761933
1423692,1460528,1591419,1534109,1661606,752377,2349397,2599985,8562650
1528037,1447116,1499094,1550075,1670648,910848,2355846,4812165,14482266
1434012,1451892,1476703,1534669,1645296,762357,2411118,4670476,16432965
1424693,1440964,1490336,1655891,1658032,717722,2454813,2551480,9441032
1429884,1449912,1475809,1556769,1644528,761251,2549353,4770852,4162015
1427598,1448760,1488352,1540348,1659456,750848,2614714,4717762,18153567
1421279,1441726,1476060,1543036,1653056,742928,2548375,2598533,10077794
1436778,1453216,1489352,1552290,1645226,715012,2594806,4669383,4330681
1419399,1442800,1473264,1537368,1646144,751626,2553118,4843962,9826648
1436225,1446393,1493287,1546698,1659948,727706,2560129,2660916,8681274
1422788,1440121,1579862,1551278,1653139,718410,2596225,4640935,5002187
1441643,1471020,1503207,1544648,1659833,765069,2579434,4636911,9292510
1432907,1444767,1475309,1552276,1673667,719168,2544393,2553477,8222091
1420484,1444385,1493179,1537440,1663848,707951,2587209,4803750,4776379
1538993,1442823,1476903,1537115,1654810,761207,2444745,4554472,9682054
1437804,1442390,1494463,1548042,1661281,714642,2350565,2624160,8458097
1420934,1457752,1481209,1538806,1658548,719670,2371881,4657513,4761125
1440819,1445172,1498827,1537843,1659870,765302,2436010,4595313,10283886
1419709,1457242,1484302,1549861,1647294,810555,2415113,2466070,8646998
1430102,1448907,1493762,1651536,1687342,739611,2419960,4965764,4754578
1414158,1452888,1491186,1536116,1652473,842998,2522242,4972421,9602498
1425663,1447861,1484165,1548710,1651516,789241,2595092,2534613,8438479
1418527,1541436,1493283,1552692,1647382,755986,2677038,4898379,5312417
1422863,1446392,1488525,1568191,1655290,809873,2609731,4867968,10007515
1419758,1445162,1482908,1555967,1645160,770640,2605959,2507809,9137782
1426923,1453758,1491424,1540851,1656753,717966,2628903,4827898,4773357
1524867,1437668,1481017,1667673,1643520,716679,2567479,4730784,10000802
1433315,1454833,1489351,1554125,1665071,744088,2542609,2509148,8648080
1418273,1450238,1491375,1545292,1660827,724125,2589311,4938658,5163116
1436775,1453955,1586272,1542795,1661207,717759,2462243,4802570,10300370
1413538,1437924,1501801,1551050,1671153,766735,2354912,2534525,8619440
1427510,1444506,1483722,1543963,1656857,803203,2278918,4759368,4360468
1414426,1444615,1492700,1545591,1651378,730293,2369741,4555533,33682932
1427559,1443929,1481450,1541556,1659979,732552,2461296,2608384,10260815
1431901,1455884,1491111,1652370,1643033,723142,2578832,4813080,4970832
1429944,1551341,1482979,1553378,1644163,710073,2552671,4584332,9497826
1413442,1458337,1491753,1542602,1643896,712558,2550341,2514741,8465799
1434327,1448884,1474906,1542814,1656739,717624,2430556,5070996,4756781
1420844,1451600,1493613,1548537,1653125,707058,2386724,4820993,9905921
1545734,1449955,1600210,1535060,1653516,773737,2312160,2512874,8176121
1420969,1444891,1499398,1539011,1655849,881393,2526496,5001762,4948373
1439610,1460314,1478275,1556243,1655193,745413,2535346,4571220,9924154
1417834,1440660,1487779,1551280,1660735,905364,2533794,2507339,9156948
1426761,1449358,1475574,1544029,1652636,728459,6979545,4850152,4744551
1433691,1543373,1487131,1544878,1648130,720124,14816122,4571079,10484028
1423865,1464195,1472428,1534222,1666008,712102,4819661,2533978,8882807
1415892,1445867,1478294,1543125,1658500,731264,2615950,4773725,4210097
1414737,1453273,1484121,1546846,1661662,712205,2542659,4894441,10273974
1401163,1440734,1495185,1538650,1652950,717780,2548059,2541006,55315557
1423511,1440969,1611780,1660238,1658069,725608,2566038,4722538,18021900
1408695,1450899,1498916,1552065,1656696,719475,2639211,4695955,37682894
1528596,1444645,1473517,1543764,1642782,703616,2549793,2642709,37119810
1418505,1454205,1486905,1553310,1645518,766467,2557326,4791870,16190252
1424423,1449705,1482207,1535403,1653950,703945,2508259,4865488,43549043
1421787,1448564,1481327,1539527,1665208,709312,2560595,2575976,9675187
1429869,1443260,1479745,1551791,1655233,689850,2605355,8016031,16079696
1432774,1470095,1486206,1534736,1648169,762235,2595293,20649445,33784007
1428103,1445337,1484113,1545017,1648268,721885,2565226,9336436,10920497
1415582,1443264,1491224,1662223,1646286,720473,2574293,10700965,4755240
1435853,1453329,1484743,1536901,1654556,858797,2578897,6424990,9822305
1421778,1442772,1604387,1544494,1730880,742079,2576558,2714334,26926186
1436468,1458135,1479369,1550446,1658332,725397,2610308,4838418,18300597
1419322,1442899,1479947,1541913,1656575,736093,2599416,4638600,34002621
1519861,1451515,1492165,1536962,1663237,718714,2536573,2652569,49937897
1418318,1447607,1496031,1544740,1659343,722250,2550919,4827308,20792492
1417900,1437163,1488325,1550167,1663693,723358,2597549,4525664,65277044
1421217,1449845,1483291,1545396,1656822,714855,2552504,2569683,8307463
1411291,1554155,1494200,1553113,1649919,706645,2620639,4831546,4857559
1409448,1454974,1583565,1541858,1643873,764746,2572152,4730368,9977988
1416519,1450930,1492400,1541755,1658495,720479,2547420,2608494,9164100
1411850,1458212,1483867,1547289,1649046,718892,2609325,4761788,4898406
1425613,1442748,1489864,1539386,1657066,702415,2597696,4626103,10781253
1409103,1454742,1479686,1670375,1649188,736942,2587551,2554640,8443434
1417283,1448890,1489989,1545768,1636362,706838,2582871,4656234,5005555
1414967,1441451,1484692,1544740,1643617,716262,2533872,4645785,11166184
1410262,1444200,1497765,1549055,1646427,977130,2519393,2589869,8607419
1531947,1444669,1487222,1543031,1651802,817046,2597567,4880609,4993226
1418469,1450733,1492701,1533506,1653563,714819,2548404,4862358,9854192
1409974,1555489,1593838,1551510,1645768,1012280,2530730,2652075,8108475
1425987,1458973,1501722,1541749,1648720,746336,2539221,4744381,4684812
1409526,1443501,1481631,1650522,1641361,734681,2577662,4657338,9911359
1422769,1453700,1497887,1554704,1650873,812974,2583546,2559881,8908306
1417858,1442528,1479593,1543130,1640567,738888,2548468,4692872,4999421
1425734,1444466,1494283,1534154,1633793,719134,2454828,4569226,9898388
1425605,1450906,1483521,1550614,1640353,744396,2371146,2580353,8395978
1417690,1447021,1495779,1529753,1651541,711783,2371383,4864325,4976859
1412808,1451133,1480655,1530588,1644486,733638,2499873,4615063,9621143
1405329,1445459,1496676,1538349,1642346,711683,2423389,2757771,8744222
1512594,1452263,1490517,1542707,1634669,762574,2510482,4894981,4924984
1425666,1448709,1489396,1548438,1649883,722439,2580698,4698131,9756125
1410309,1564182,1485141,1537651,1642221,719089,2548159,2527277,8743387
1417248,1453318,1490735,1536636,1663083,716543,2602941,4663249,4774125
1404744,1442541,1485028,1542489,1650736,713514,2573721,4684857,9821422
1405203,1448036,1485555,1532450,1674579,712543,2533262,2604048,8436592
1406755,1443403,1478601,1539020,1661962,797852,2545802,4825639,4952535
1408148,1461085,1483165,1539437,1648571,745740,2583413,4865548,10265370
1422277,1446049,1493464,1649632,1659932,738282,2557471,2551578,8755107
1419211,1459340,1599436,1543930,1666857,914661,2566869,4976700,5050832
1414693,1443533,1496019,1556567,1664175,755678,2572548,4537407,10077741
1415596,1448094,1483036,1538081,1649057,732292,2559246,2711953,8496713
1416468,1438076,1492096,1533264,1654950,722565,2579160,4834294,4756184
1429309,1559624,1479270,1548052,1694256,721524,2555793,5628370,27117355
1415733,1453437,1485535,1530883,1644989,724777,2537818,16559259,12155850
1517981,1451126,1475386,1651839,1654620,708177,2581886,22171603,4886143
1420107,1520714,1496613,1537988,1653287,739222,2565896,17059977,10026914
1417954,1456517,1484181,1527048,1652924,708616,2562947,3769616,8466327
1428896,1456584,1484961,1544815,1655062,708697,2489723,16633311,4754220
1426566,1456283,1481769,1536356,1670128,705111,2411286,10797770,9752123
1411224,1456383,1506246,1546311,1655525,715019,1712238,4058140,8552781
1402583,1451729,1480924,1538718,1670622,705973,3426940,4919481,4874711
1399352,1440002,1499640,1520981,1654554,737030,2674652,4845484,9823108
1420955,1460289,1488567,1652450,1665646,707847,2306569,2591020,8219908
1398928,1547551,1491835,1540337,1649249,707991,2216292,4955561,5016607
1525859,1465877,1488468,1527779,1656586,693819,1671402,4668418,9569545
1406497,1447046,1492718,1541879,1655942,764095,1389950,2548668,11069347
1412426,1460692,1481136,1546776,1648913,717853,1318377,4990896,7976479
1419035,1440670,1490463,1534997,1649375,722096,1183349,4791682,14831499
1411012,1458308,1598638,1544794,1639280,822056,1089119,2512931,9622153
1417928,1448297,1498248,1554720,1658917,739170,1111809,4672402,4753533
1415812,1447993,1485132,1554323,1656730,737891,1058747,17951217,25673149
1399091,1449859,1560030,1538870,1654612,795106,1187298,5400895,31686178
1421646,1448994,1482046,1548865,1663954,722183,1133722,19231909,22645900
1401723,1449978,1477796,1532326,1661261,721712,1250381,9527527,60156037
1425153,1450810,1484109,1548565,1656734,743206,1062083,3419771,30405046
1417795,1470765,1483388,1537738,1827211,735282,1055531,5667847,23651270
1529586,1449906,1485459,1539086,1759786,701814,1060863,4735406,30791818
1430752,1452474,1580511,1664328,1667094,716292,998105,2451110,11724436
1425112,1450675,1479362,1540614,1655394,741578,1126487,4828032,4609559
1412770,1438022,1481239,1527829,1659195,729819,1149146,4874781,10364716
1416506,1457131,1490995,1541782,1668018,731686,1351691,2556673,8680419
1403889,1448969,1479633,1529359,1667642,717079,1216270,4706814,12585432
1421694,1455654,1482462,1530025,1664493,705225,1296835,4601250,51920340
1404781,1443907,1484429,1537065,1649175,720736,1242137,2632899,34629102
1415785,1459552,1485448,1542309,1662571,719605,1222787,4930639,8706565
1409415,1446034,1474457,1543956,1645402,718048,1214924,6876189,45343858
1411930,1462992,1482425,1537509,1653280,702336,1302272,12305888,35582864
1416368,1448901,1471166,1552006,1639183,1004550,1207358,18208005,6226255
1415073,1451102,1495168,1541698,1658159,743370,1198901,13203768,37214448
1511659,1453062,1478410,1548695,1667705,732192,1183850,4132412,11793658
1422574,1453547,1492304,1541537,1646328,785704,1302894,6804636,4800292
1417865,1454998,1485532,1534980,1645788,733508,1222452,6566962,10366231
1433158,1448658,1488800,1529065,1662715,720935,1293548,3894244,8583070
1405900,1450502,1479215,1658727,1653836,717202,1257905,6620897,5414434
1419763,1448509,1491970,1539702,1665957,720590,1199871,6388572,10379981
1403620,1434944,1482102,1530906,1678306,724293,1193747,2769715,10011447
1411225,1445941,1487982,1540328,1659686,714656,1236398,6758312,6575532
1415832,1443329,1588805,1536329,1655877,749424,1190458,6556180,23299487
1412358,1455102,1497868,1534599,1669161,714038,1172918,3957759,9988075
1411996,1551541,1477409,1541000,1663151,716715,1183906,6678691,19799913
1413966,1460755,1492188,1543440,1666159,734936,1292573,19988455,48206823
1511906,1443283,1480667,1549742,1662061,741577,1264765,8240433,23333250
1432277,1456461,1492935,1549004,1653858,709842,1269138,16723059,18331254
1405322,1444782,1479378,1546901,1652637,766824,1259205,5436716,37451748
1422597,1451615,1490212,1547669,1658057,799440,1205047,2567507,44412380
1403089,1446055,1477422,1542750,4356985,793954,1229014,4680227,4439038
1407550,1444195,1490764,1544642,1835173,766272,1198240,4670324,53476005
1416607,1456091,1586510,1530907,1822403,796858,1289807,2620130,55223110
1410204,1609081,1492721,1647630,1703321,714504,1237137,4763261,11467000
1415742,1457966,1474104,1525215,1695809,766009,1198781,4665530,20813749
1406429,1448058,1493546,1540106,1706794,750090,1204788,2591506,33677956
1405532,1455512,1477022,1528952,1700120,724623,1248559,4673961,15131662
1419869,1447452,1481804,1523649,1697417,714417,1287945,4573901,60499682
1406259,1440519,1482835,1538058,1713987,817619,1223308,2596914,37034162
1528738,1448992,1483298,1544112,1704704,708953,1213262,4791731,14880955
1411766,1440484,1482678,1533759,1688954,710978,1207972,4560098,54267912
1405887,1451539,1607621,1655819,1701502,722018,1183882,2583726,8714394
1422644,1440156,1496061,1553096,1697470,725672,1279116,4934078,4850532
1407055,1455042,1489034,1534139,1692565,712638,1265683,4561483,9920834
1413181,1542347,1485275,1537859,1681140,712014,1197248,2572310,9153858
1409514,1468637,1476435,1545065,1701908,725235,1208320,4677482,5052518
1407773,1445501,1493856,1519697,1699717,711214,1237710,4581745,10268058
1414842,1447030,1484247,1544394,1685361,710168,1275788,2530979,8565132
1404960,1450360,1494942,1534432,1692566,744465,1257721,4628518,4874816
1422356,1442130,1484534,1655133,1695482,723256,1651575,4581119,10233646
1407517,1450689,1504537,1553471,1692736,908874,1231685,2599371,8660737
1526871,1445263,1601961,1541017,1693856,805465,1175470,4756988,5060848
1427898,1453809,1501611,1539834,1682548,731980,1248254,4725770,9929912
1416273,1447970,1478498,1548383,1698151,732686,1295946,2565932,8825933
1420681,1449474,1500225,1530264,1688959,872650,1235826,4730551,4718084
1415663,1447582,1485159,1529379,1703520,804626,1232847,4469058,10106336
1412727,1555225,1487753,1538106,1700782,735448,1200443,9836153,9040491
1419784,1455407,1485296,1550690,1708492,732178,1213866,19469727,4729914
1424219,1442508,1486754,1538175,1699036,736904,1218267,9493304,10261193
1428852,1455068,1484034,1547108,1694646,706019,1190014,3245922,8647316
1423634,1449942,1492666,1543401,1700323,719123,1203906,5238975,4859353
1422558,1458392,1594263,1531272,1692160,726002,1185789,4594516,10246666
1430389,1446263,1497040,1537557,1691692,722376,1225456,2569159,8473127
1517037,1455319,1480271,1527461,1693764,711610,1228108,4981711,5209867
1441336,1444473,1495742,1654432,1689575,736996,1289419,4656182,9725625
1417778,1437758,1479415,1552086,1700546,704528,1230613,2544062,9097647
1416329,1447677,1482662,1547003,1684544,717200,1197689,4689186,4890391
1431451,1558026,1491308,1537086,1688630,745641,1212791,4834126,10176336
