b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
5397,5600,4549,4816,5824,5443,6092,8282,14640,24828,42497,78551,180215,412139,1331125,1702367,3510749
5533,5740,4540,4728,5747,5424,6235,8253,16308,25039,42054,80883,190547,443620,735006,1648204,3494848
5448,5101,4575,4929,5871,4921,5857,8442,14862,25811,41630,81253,190975,380878,793911,1670764,3450876
5479,4873,4583,5302,5749,5444,6119,12171,15864,25373,41924,82245,185368,400684,809518,1624333,3516172
5519,5093,4682,5528,6166,5547,5954,8383,15810,25735,43584,79573,181948,378767,749577,1636173,3282747
5417,4921,4570,5600,6089,4769,6060,10950,15612,25057,41822,80012,180093,407586,767548,1676754,3563155
5369,5035,4540,5420,5805,4693,5930,11278,15951,25528,42624,80360,176825,409340,797443,1581007,3577154
5215,5078,4477,6111,7948,5455,5952,13229,16562,25490,41765,81205,186387,427021,788569,1648171,3641973
5500,5050,5111,5317,5806,4793,5905,8689,15224,25057,42412,79638,179587,409705,781818,1636442,3406764
5325,4898,4647,5614,6799,4800,6094,8975,15275,25620,43799,81516,177051,428816,783188,1712044,3431526
6034,5622,4838,5237,6195,5291,6102,8544,15078,25473,41908,81233,175904,399427,758813,1626077,3553244
5772,5037,4158,5171,4377,4754,6063,8363,14785,25844,41954,79067,184752,380920,804683,1692158,3128873
5567,5219,4205,5105,4387,4861,5976,8679,15601,25949,42008,79203,183122,409807,779150,1578854,3531167
5481,5297,4599,5152,4268,4808,5949,8474,15347,25425,52243,80837,183354,417657,737509,1696161,3179067
5552,3904,4317,5540,4236,4950,5947,8820,15167,24802,41111,87688,183433,386959,753510,1706950,3588330
5538,3867,4459,5169,4366,4851,5966,8556,15105,25359,42340,81199,183919,404790,776322,1657909,3341567
5244,3853,4552,4978,4228,4781,6068,14816,15539,24830,41725,79227,191543,395076,803122,1698479,3022368
5337,3960,4512,5329,4260,4639,6031,13464,15386,25394,41651,77635,187329,405740,805419,1725461,3418243
5797,3838,3999,5233,4203,4756,6001,9846,14871,24039,42757,80100,178026,392370,805003,1714293,3399292
6014,4082,4516,15147,4347,4783,5877,9269,15633,24337,42653,79814,186092,402558,793514,1666078,3516336
5808,3989,4011,5262,4305,5224,6209,8610,15556,24722,42905,80111,176638,392850,780293,1727516,3561032
5930,4123,4292,5008,4211,5409,6349,8723,15242,24992,42509,80719,379872,398336,770295,1744231,3505369
5979,3941,4559,5299,4164,5449,5976,8391,15624,25687,42610,80584,176965,398772,878984,1608037,3234446
5960,3775,4144,5089,4850,4796,5837,8499,16108,24552,41850,78605,395611,400833,773548,1654692,3573376
5713,3848,4077,5095,5004,4842,6114,8231,16071,24362,42289,79080,175815,419534,844552,1642783,3531927
5979,3765,4063,5128,4255,5277,6089,10756,15707,30973,41986,79976,175037,396220,787834,1726955,3460390
5749,3711,4400,4873,4117,4758,5934,9487,15059,25515,41896,80336,183302,399019,961280,1641524,3654535
5940,3752,4223,6193,4111,4730,6133,8598,15518,25750,41726,79798,195233,444577,768175,1617007,3515478
5898,3952,4420,5384,4283,5301,5963,8238,15642,24693,41634,79204,185681,447484,767316,1609984,3561594
5789,3793,4076,5115,4233,5515,5963,8473,15826,24917,42614,80603,190328,395142,805971,1599144,3409786
5880,3640,4046,5571,4135,4787,5876,8507,15420,25152,42050,112182,175592,401746,783893,1607595,3549518
5690,3839,4254,4549,4156,5914,6129,10656,16774,24712,42071,80303,177151,385356,785461,1714025,3152044
5623,3719,4076,5812,5870,6449,6162,8454,15539,24730,41996,79452,178177,410731,805472,1569314,3511950
5607,3896,4298,4591,5852,6106,5927,17163,15319,25552,42805,84172,182020,395254,783397,1700425,3589786
6531,4340,4088,4397,4935,6029,5994,8340,14982,29648,42253,81334,187601,414214,785380,1631003,3525663
5987,3700,4225,4397,4944,5977,6102,8580,16088,25600,42017,79030,176445,396814,812634,1656356,3534381
5693,3843,4519,4892,5458,5818,5946,14475,14937,24867,41663,81165,178072,409684,758832,1637513,3303437
6417,3693,3994,4285,4837,5947,5923,8594,15662,25122,42905,80128,178652,412106,794626,1695749,3171596
4448,3906,4082,4243,4783,5356,5896,8547,15378,24832,42091,82993,185931,408962,793285,1540069,3573201
4427,3682,4094,4330,6132,4693,6152,9205,17085,24764,42547,81762,185983,407461,790625,1657058,3481520
4367,3656,4548,4338,5582,4837,6055,9088,16310,25109,41629,79963,186455,389229,806613,1526528,3704934
4643,3681,4201,4330,4822,4719,6123,11309,15371,25729,42570,89844,182506,406938,792174,1692992,3535004
4279,3678,4519,4403,5350,4754,5740,9763,15516,24992,42127,80374,176509,412890,793537,1571310,3104568
4528,3803,4031,4729,5343,14852,6840,8592,15398,24626,41861,80809,188956,397638,797601,1650774,3450296
4462,3915,4244,4283,5397,5309,7006,8523,14946,25461,42731,78973,191578,395226,769501,1655403,3570254
4313,3751,4173,4306,5209,5182,6918,8961,15461,25389,42150,84087,181012,406237,762656,1712972,3098399
4649,3777,4484,4314,5372,5268,7519,8365,15533,25231,42227,81107,181389,459352,816485,1658870,3501687
4771,3736,4050,4354,5207,4869,8181,8339,15625,24472,42578,79483,188677,416960,789822,1718823,2947157
4455,3569,4528,4262,4905,4732,6740,8245,15188,25296,42233,81452,174377,406305,790389,1534699,3191877
4416,3718,4168,4200,5515,5181,6448,8266,16504,25399,43275,79932,182225,412174,796103,1701666,2956290
4609,3720,4596,4136,4835,4729,5872,8079,14880,25577,43113,80407,178596,429126,761693,2410837,3542803
4407,3706,4686,4157,4403,12037,5862,8555,14841,25047,42635,80125,182978,420246,805254,1708003,3532877
4344,3803,4207,4188,4538,6066,6025,8242,15773,24683,41394,81687,178578,384502,743183,1685429,3562047
4369,3665,4780,4170,4165,6046,5988,8263,15521,25125,42422,79745,184112,385840,811223,1608725,3551717
4358,3567,4161,4200,4106,6212,6460,11633,16423,25205,43145,80544,187441,408215,838953,1713758,3563916
4518,3778,4760,4340,4116,6653,6012,8978,15791,25189,42232,80696,191525,400220,792476,1566668,3532045
4509,3717,4053,4583,4428,6251,6071,8377,16355,34220,42223,80724,178727,394826,781578,1634898,3546187
4594,3582,4362,4323,4506,6146,6115,8361,15545,25174,42931,80032,174866,400443,791354,1719942,3534494
4668,3695,4183,4218,4460,5968,6198,8330,15869,25529,41713,79756,185135,386550,794482,1675899,3566972
4569,3749,4236,5468,4551,6023,5939,8431,14958,25749,41892,80222,185570,406848,820699,1582386,3338785
4668,3641,4684,13896,4253,5928,6022,8304,14611,26507,42499,80035,179844,412225,742619,1538162,3514370
4455,3668,4182,5124,4240,6274,6154,10493,16111,25511,42717,86294,201923,388246,785361,1674400,3219597
4492,3600,4307,4486,4180,6076,6136,9155,15983,25662,42267,80960,178749,405662,793883,1711308,3214415
4411,3633,4203,4704,4326,6266,5975,8886,15874,25118,51316,78676,186940,410584,801910,1684660,3471713
4367,3604,4729,5020,4611,5990,6192,9815,15872,25192,42035,79870,181528,401783,813653,1684107,3468360
4329,3653,4650,4899,4217,5907,6115,8908,15806,25312,42028,81453,178847,413612,788453,1732380,3568843
4498,3614,4070,4821,4248,5840,6249,8968,15707,25106,42028,80133,176151,414939,773480,1593583,3489049
4425,3670,4622,4704,4188,6069,6188,8923,15974,25167,42276,79957,182291,386995,801197,1701654,3539775
4377,3653,4055,4235,4315,6016,5939,8705,18017,25330,41578,79927,183762,427639,795902,1654454,3589893
4544,3580,4082,5187,4135,6060,5947,9325,17394,25566,42562,79856,176382,388992,762468,1654779,3213763
4479,3628,4622,5003,4127,6589,6235,9387,15162,26409,42273,83371,185581,417586,775434,1707142,3590751
4546,3754,4134,4188,4170,7071,6023,8832,15445,25275,42457,86213,184552,398788,770920,1559896,3521736
4652,3503,4517,3850,4182,6287,6248,8931,16015,25063,43421,80225,177529,402447,792904,1615682,3259439
4725,3652,4147,3715,4152,6148,6113,8571,4863350,26202,42943,78785,180406,398405,786053,1730089,3537727
4604,3606,4253,3799,4148,6369,6266,8684,14294,24387,41696,80883,185646,410709,802959,1625120,3653788
4409,3609,4753,3810,4133,6009,6040,8224,23401,25416,42828,79461,177363,395564,780802,1711378,2976640
4425,3706,4680,4189,4057,6285,5989,8881,14312,25291,42478,80487,194970,384886,776472,1534798,3527942
4398,3706,4983,3821,4273,6402,9787,12019,14827,25278,43791,78338,183770,409027,837067,1694580,3503208
4429,3712,4896,3880,4660,6067,6236,11457,15018,24935,41993,80178,188776,390863,740245,1656643,3545112
4559,3491,4282,3919,4778,6162,5987,9775,16476,25060,41428,81265,179547,425171,757502,1654873,3545852
4391,3547,4401,3845,4273,5410,6120,9237,15791,26347,42202,86663,175179,400701,742954,1548876,3471720
5071,4038,4637,3722,4302,5054,6197,8995,15250,32439,42071,79945,189932,407085,787848,1669602,3625050
4724,3637,4170,3875,4349,5363,6082,8412,15227,25283,42543,79631,183979,401929,793476,1646571,3557990
4630,3666,4129,3997,4315,5021,6062,8860,16462,25496,42410,79877,182544,390818,769311,1661968,3471717
4392,3728,4221,3781,4205,5282,6199,8697,16170,25099,42586,81366,188862,419156,769350,1726083,3489208
