SHIR inductor b16,SHIR inductor b32,SHIR inductor b64,SHIR inductor b128,SHIR inductor b256,SHIR inductor b512,SHIR inductor b1024,SHIR inductor b2048,SHIR inductor b4096
287832,436915,679226,1240578,258823,347929,586052,1382191,3289638
282435,432003,666391,1245734,268462,352514,565765,1427323,3979331
285143,428047,661600,1249274,256377,359542,588888,1535335,3095128
277223,436470,654685,1240542,267672,361809,592435,1376168,3573250
283638,440263,690751,1244009,252877,369333,585780,1694458,3387627
278054,414707,666569,1234804,244904,375231,570165,1665953,2776949
284723,406011,678503,1230781,276303,350658,588440,1484668,3337246
277274,406718,664988,1237520,257935,353427,776721,1434956,3811285
285664,418608,683861,1227836,285595,357528,817204,1621882,3452022
279070,410264,661853,1235275,245820,360255,600954,1561348,4291389
285821,403503,665167,1254901,243827,359823,748892,1605233,3849238
266598,420885,685964,1240861,252804,360050,850042,1530798,2932895
274355,434695,666579,1237558,244682,357903,743804,1465949,3319604
269393,409975,667867,1250497,246052,361317,718068,1510156,3937377
266765,385263,671580,1241481,249705,355987,737759,1519214,3178369
267813,403121,663310,1234995,241123,357699,639780,1421110,3557539
265793,423181,665172,1238000,288278,347662,715285,1399338,4662443
270616,383428,657528,1234779,257773,375208,858394,1518551,3760964
267874,404802,668428,1245297,253501,377113,863922,1499606,4178118
267785,418267,666455,1251731,272366,381373,596201,1466594,3823323
264752,394651,667310,1239410,244965,369835,964364,1542121,2935889
274392,389375,664138,1247791,248319,357317,963327,1419288,3476158
269964,383154,663454,1235744,281882,354019,835077,1416804,3824327
273365,369332,657430,1247940,241925,361302,847399,1419731,3018319
263470,370179,681234,1238754,242558,355409,819398,1524614,4377960
273377,373184,664504,1232078,238903,354745,814804,1503433,4406770
268191,376235,668462,1238201,249551,375665,752664,1408972,3560652
274248,373253,664319,1249563,253744,353240,779871,1688018,3981308
264871,380869,668178,1240366,250816,371879,738986,1630399,3675520
266416,373714,655419,1249477,266296,353407,737992,1525020,3078865
266713,377237,664943,1228306,250444,362615,726063,1430318,3935616
263942,380939,663460,1239665,267467,346516,714153,1440259,4851257
267143,380067,675294,1244506,251125,381178,681945,1658764,3617009
270967,377396,672131,1229005,256734,364029,680231,1603417,4231232
281640,382924,681376,4135516,243167,354230,662139,1584365,3385022
255486,375962,665965,1405217,253600,363978,656876,1539657,2813224
260621,385388,660067,1243083,247240,355492,660266,1491405,3717807
256301,370486,684374,1256825,233656,342809,621915,1531603,3520709
264740,364459,667408,1250934,251304,370712,617136,1563003,3564263
255778,370163,666408,1242532,243097,353173,646385,1531531,4690638
257812,366103,669002,1241558,234007,356110,603322,1490042,4430351
255949,361493,674456,1245885,250665,358689,582547,1578719,3263985
257478,368063,665045,1246251,251402,350122,616978,1405143,3887811
256503,363839,657525,1227554,239425,364185,586096,1414321,3765313
255575,364732,661043,1238551,252972,375471,579524,1404792,2765869
263598,360268,666457,1254750,245716,357214,598475,1414309,3613159
256109,362951,669781,1228153,247338,352753,563276,1404943,3841831
265739,367239,669719,1244102,246890,370386,581176,1488816,3079364
254936,363664,664674,1241595,265310,376141,596640,1384730,3608707
252994,364958,657337,1235409,257561,358989,591967,1334562,3325072
255315,369814,665741,1254409,255848,365644,584275,1658262,2643717
260016,363696,682567,1258050,272578,367324,625759,1603952,3621072
255965,363943,676188,1238395,267648,349254,892022,1498494,3396503
255205,365566,668968,1243998,252070,362696,861286,1433074,2978730
262930,362801,691479,1235260,245940,353305,602268,1438572,4701135
256475,365998,671050,1229297,248193,363811,575578,1564172,4176493
261445,353541,658808,1245193,247080,791640,606055,1465541,3034910
257259,349284,655605,1250832,239218,542649,779174,1463138,3680301
264134,352585,676915,1236706,261252,536604,808269,1464039,3461540
247514,346687,676787,1245331,237876,552113,860584,1521729,2808097
244406,354389,669744,1247813,242529,504979,622826,1519180,3449437
246287,344253,671232,1238693,250515,500683,571398,1510632,4962766
245588,353755,662959,1257749,270105,498202,578944,1396673,3585468
253778,356760,665873,1244209,246090,500532,639353,1395315,4386321
251423,350230,692149,1239458,241292,499576,849286,1409008,4067161
251196,353085,676343,1236009,245674,502435,584222,1398663,3047899
246971,352525,672283,1244577,244147,491470,789871,1407726,3787994
246574,351942,669456,1242251,249587,474887,855662,1296895,3779445
249319,356463,663027,1249732,241497,554537,661484,1375708,3061087
248476,352070,663995,1237534,242068,525706,599965,1374544,5012394
257870,359542,661455,1249191,245256,502287,794754,1412833,4680804
248055,350899,670949,1246696,259358,463670,593359,1506474,3392080
252874,352351,671680,1248324,270405,462854,587463,1449796,4045879
246434,367008,671117,1238897,234426,464519,787460,1968507,3871806
245786,342216,691932,1249497,251107,460653,705713,1648137,3057434
252141,341692,659847,1240012,235786,465108,836655,1486997,3397913
248324,341409,673198,1247792,232734,445522,625303,1476616,3664741
248530,338357,659936,1244849,267445,433215,785854,1509143,3902101
246606,347757,680718,1239190,246036,442354,820218,1519004,4449119
255116,340830,667809,1238046,240181,430898,598189,1503460,4216333
246574,346626,683208,1251118,246520,423057,852265,1574445,3303128
255981,340116,667575,1238521,272796,417746,751286,1458851,3856991
248625,342729,669071,1244327,244229,422715,828927,1546975,3767765
243792,346358,658378,1247144,274573,430285,638364,1410954,2954858
248833,340427,670696,1235544,250262,396406,851663,1457491,4928007
237921,341884,663230,1253043,269376,388538,785384,1410752,4457776
243247,341181,673870,1241913,246590,411856,617501,1444967,3454314
241046,341694,662602,1246266,254316,400255,848459,1332320,4122735
246419,338610,696826,1231160,253853,383049,702732,1348976,3900474
237715,339859,661903,1249965,240786,396411,835830,1442710,2918227
237291,347710,662598,1251628,240219,397191,837207,1445946,3516139
243991,337678,666723,1247707,238195,370921,579525,1318734,4908304
234970,354108,675782,1245527,249677,393018,719299,1375470,3803185
245240,331124,670862,1247956,254948,375680,822455,1351651,3702609
237181,331468,677497,1248370,269902,384171,867611,1461471,3547515
241862,327948,667474,1244054,250750,386877,629014,1423382,2713077
238584,329878,660165,1250385,246640,395883,617194,1687026,3401047
240144,335551,669671,1276146,248399,385388,624732,1657513,3337734
240211,332389,681933,1244161,271109,383396,759711,1500167,2594465
241554,336833,665968,1247305,251861,366735,801535,1421866,4047116
243007,330082,681360,1226885,246745,359151,578671,1467140,3758899
238603,330571,666124,1243487,265471,373344,576718,1706176,2951034
237795,328832,686002,1250188,258714,370005,626102,1480798,3353938
238612,330915,683027,1233196,286662,375961,786518,1535075,3279338
240927,335328,671874,1251605,251421,375832,611630,1500889,2727942
241523,328071,669084,1248214,281268,355729,857652,1436930,3391455
236055,335229,672439,1243448,251740,363617,588751,1569788,3450149
235266,332059,670030,1260259,247207,374597,637523,1396048,3450445
239437,331315,665961,1234876,270026,358616,798369,1569202,3780552
235259,329656,655398,1241193,250374,365061,784542,1517734,3484659
244282,333170,689891,1244533,264786,349529,821425,1377179,2787018
230600,339595,668797,1239506,253596,337955,830442,1375485,3485594
231552,322405,676387,1246043,245649,338708,589578,1377298,3354620
230304,323662,667260,1240050,261300,367413,580795,1409274,2818939
228713,321433,677155,1237076,242535,354646,789695,1313026,4030129
236785,319776,657351,1234633,242457,367607,734372,1401952,3781513
233588,322044,665671,1241455,271857,353406,850903,1401322,2934882
233984,319994,667225,1254868,264052,344125,633383,1346236,3617208
232621,319634,670542,1234975,240855,348604,586493,1464271,3382001
231850,319616,666901,1250542,274725,351250,581825,2004281,2812119
237743,325903,680784,1245655,274600,365764,876268,1614740,3436357
229760,316333,659043,1247121,266652,343594,856317,1500253,3454823
236175,324731,666092,1226972,246047,350161,948688,1449507,3356260
228184,319666,661926,1237139,239815,356708,898391,1456536,3822203
228147,326546,676583,1242844,254610,348285,877050,1592057,3611927
233019,315814,659588,1252481,279008,346219,837087,1597732,2813964
228082,321083,698800,1253536,246095,347729,851109,1585342,3707493
235983,319698,667561,1238612,266598,337895,796100,1461699,3956423
231185,322092,673107,1250416,245150,354097,797507,1530025,3116308
229516,328460,658515,1241779,244882,352973,782628,1496789,3667668
230667,321668,672364,1243777,262124,333803,766162,1532555,4014648
230994,330711,665639,1245052,255136,357759,734396,1365131,3079191
237052,322615,675546,1231256,251149,341357,735239,1358635,3667683
229825,320850,665423,1238171,263493,346567,701029,1424426,3429955
230169,311474,688306,1231000,243884,370497,693253,1422847,3054429
230808,314695,656264,1255726,265983,355026,690646,1324994,3858469
228681,314292,671606,1248316,252745,359183,655571,1413635,3534082
235851,313048,663100,1233922,251970,353624,659388,1447798,3416719
232935,318352,664806,1235330,289379,347467,640479,1488456,3790106
