x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096,x86 inductor b8192,x86 inductor b16384,x86 inductor b32768,x86 inductor b65536,x86 inductor b131072,x86 inductor b262144,x86 inductor b524288,x86 inductor b1048576
167494,231899,206051,280301,256597,276695,295078,486150,729436,1166019,2008614,3579853,7582716,14177419,27239774,49477762,98589610
167889,222290,206361,284788,264377,253266,296749,487658,665129,1343572,1961028,3669410,7618908,14219150,27223138,49830710,98176161
169727,231715,207899,283733,265203,276330,305433,486318,608539,1228195,1993624,3597913,7555983,14181920,27236513,49504434,98309044
167694,218615,214882,282307,255781,285175,286641,503015,601247,1155111,2008430,3688761,7583505,14292378,26700197,49892496,98650041
174759,222190,209558,281093,254146,293624,298573,501123,614523,1338415,2030181,3662219,7567830,14142030,26979872,51835084,98290069
166796,221374,205836,279667,249330,280234,293955,515001,616764,1191539,1905864,3565686,7654643,14222257,27237861,49611936,98571609
167679,222102,221383,292597,261720,283649,293936,482042,854375,1102241,2031154,3639997,7624249,14051073,27340081,50074659,98801012
168461,230627,214705,281553,259759,250199,311696,497110,738411,1317947,2189916,3641819,7749082,14320487,26920917,49829170,98227085
167770,221664,213024,281528,256200,260651,288718,721869,723208,1721790,2251011,3596311,7556772,14249835,26321636,50562397,98160240
174525,222450,219372,281317,253455,263133,290423,567217,1038497,1080815,2204787,3521418,7617331,14322843,26637009,50007219,97879686
166881,220866,228092,297271,252427,292812,291142,484319,720778,1326264,2212734,3664510,7632677,14237433,26117542,51695955,97520983
166088,223267,204216,287013,257393,278700,292701,517302,793876,1165357,2285311,3625596,7506377,14196944,25897220,55097079,97744365
168309,228677,207998,280533,250096,272929,297612,506380,1014204,1128928,2043260,6403989,7642809,14098600,26923768,49841224,97842930
166883,221113,230178,283745,262755,248770,293670,530126,784032,1302869,2139762,3605926,7601160,14331059,26208703,49528447,97761363
174395,226202,214017,278838,241276,250085,291510,491385,781297,1205928,2200306,3606808,7479789,14282040,26344888,49202904,99140594
166607,213848,220786,287256,261939,291550,298254,494106,1063381,1119753,2246123,3524736,7631502,14376342,26183439,49914692,100597498
165610,213482,213581,279794,247397,291018,299693,486376,670757,1042651,2134675,3592596,7607032,14133969,27817093,59376083,102198514
166110,211520,229780,281207,259058,265781,359457,522172,709787,1472510,2258118,3534763,7613893,14332134,26171509,50215739,100569248
162248,214843,215810,281391,240914,272193,299985,488245,966404,2279995,2175219,3719407,7489086,14151783,25674140,52121627,102202845
162856,225106,207104,287719,258975,253155,326689,529804,665454,1187469,2274883,3872814,7574420,14082906,29444378,50203790,101127818
162568,215390,214068,288556,250914,295815,317154,532504,666975,1332336,2222162,3812683,7652234,14105877,26634141,49839247,100762465
161694,215721,221894,282699,250142,267091,330800,536764,960566,1211183,2022933,3810459,7558588,14185562,26078374,52223943,101904361
163389,211848,207082,280994,257879,272128,301141,503397,792941,1082662,2276305,3786264,7619414,14286658,27464506,50207727,100856192
161836,211815,219731,281365,251634,252145,335388,518943,733679,1105799,2187897,3788609,7633149,14210385,26127449,51231890,102314720
165069,211400,219831,287236,266735,295710,296166,507938,633081,1290359,2036525,3613670,7503471,14272326,26296066,50556223,102410881
163751,214377,220595,278287,272081,271861,337419,501341,632010,2152950,2305137,3543213,7518983,14357795,33731883,51638383,101495025
161694,221187,206222,280190,268023,262384,318886,508200,615277,1218946,2252653,3553054,8098729,14069591,27502781,52842107,100497709
163476,211082,215347,283208,258117,277132,359711,506965,625332,1323669,2264840,3569346,7684906,14342968,27034541,52428858,101289968
162562,224308,214015,290229,248232,279746,314438,487993,603714,1163646,2287521,3540868,7733974,14202022,28503553,51086204,101229141
165561,214243,212170,280576,239122,283129,421457,512749,850441,1088886,2298630,3587562,7868604,14343003,27226597,51017758,101535158
162609,221382,205971,280245,256299,283022,321383,499570,1087096,1331795,2233204,3514701,7859551,14174750,27641436,54218669,98801349
162871,215578,229638,281746,245841,280416,328099,701104,705201,1189340,2191325,3635306,7878424,14155883,28465003,51828964,98047218
164142,216198,214955,279994,250738,259228,325851,576250,658564,1136121,2252226,3499231,7881711,14216393,29388895,52538916,99196254
161503,225676,222237,290860,261729,254646,349009,535678,604561,1316044,2260337,3672493,7797662,14153110,27215274,50820546,100257838
165479,205441,214710,279171,267540,274232,443940,531825,599795,1968740,2255571,3603329,7826652,14164860,27711159,52137053,101413857
164196,216962,235342,282414,260340,288256,336171,520203,603693,1156334,2088735,3506239,7874302,14226216,27411831,52457872,96885755
169849,204406,206954,286960,246183,261860,420524,524938,836811,1409338,2265998,3643995,7858655,14046564,27702217,49757543,98199204
170751,206606,212745,290595,262648,281008,324659,530102,750074,1170532,2254336,3585810,7797430,14239762,27309871,51674959,98215396
168800,205652,221048,279294,261476,270477,313909,515513,705606,1056060,2119300,3551164,7867940,13959510,27699129,53136146,97510138
169796,206531,213708,284226,249691,292005,422625,557429,677404,1359051,2293259,3487857,7876189,14126622,28270031,51440256,97756888
166942,205420,204964,278065,245692,259394,328855,527088,618619,1223615,2114168,3503064,7853179,13954415,27048748,52476252,97647537
170923,207453,212726,290458,254473,269850,445246,539459,599156,1059503,2139917,3528851,7858960,13922527,26621557,55618487,98651544
165089,207031,217144,289563,269972,290080,321030,501009,649171,1113350,2127016,3590922,7836088,14168349,28979648,52202928,99566608
163842,206821,209955,279492,259181,272743,348308,512834,607210,1249217,2210845,3542547,7844431,14194958,26774643,52156448,98918043
165020,217146,207325,296939,248994,279894,315663,532362,1268670,1901710,2264502,3538116,7796700,13979561,26920196,51998858,99682663
170641,206843,223230,280582,248748,272705,343469,511394,960215,1119886,2032947,3524574,7909534,13946561,29622992,52122614,101495437
165885,214567,218623,289825,255203,285224,481151,564778,792844,1345777,2218128,3472674,7802872,14092964,27437262,52655987,103003054
157746,205304,214075,280304,255112,270423,326053,501358,747541,1127148,2232706,3538864,7885055,14087651,26918427,50029717,97436245
157801,205103,214192,279111,260197,286230,451077,512320,667799,1273166,2224322,3478480,7841428,14071732,27632721,50374321,97236229
159547,206970,223741,277041,242478,257709,361714,516578,691910,1946832,2216915,3565679,7923840,13996728,26821769,52212010,98491275
156929,207190,213411,288109,252995,267192,348911,523181,632594,1204443,2062348,3508002,7810819,14266389,26997443,49604682,100737133
156837,205722,216641,286398,242259,302414,446770,549193,618203,1171655,2289016,3588928,8074019,14167930,28968928,52621275,101971976
159001,208494,207411,278027,259738,261006,391439,528950,846655,1111457,2297802,3545154,7979455,14199736,27012123,44603410,96786536
157666,204972,212774,287449,253267,245045,429415,516379,719135,1317915,2185966,3572813,7996950,14022629,26843409,50092873,97769883
164803,208708,214405,293313,265193,250794,366691,717551,645620,1219381,2257264,3619823,7674823,14169427,27299328,52575863,102656030
157075,209383,219946,288305,267775,277341,380738,601930,653074,1117313,2266373,3549931,7788636,14205411,26803334,50429857,101566757
156709,198805,215388,278470,262523,251812,387117,562915,656579,2032265,2250341,3540254,7794586,14068432,26982662,51467469,102354235
158925,213671,215785,280207,272560,264044,371146,507988,638768,1189469,2091999,3542581,7662955,14214745,26845618,51619495,103721746
157442,200668,206972,279380,260214,265532,488221,573099,628669,1212419,2263542,3623357,7750457,14091208,29636280,51152105,101162476
165066,211289,206867,289446,271957,235518,399440,566866,1070509,1406612,2214605,3697050,7793251,14175331,27003862,51465697,93367035
159618,199116,207850,280782,259756,267625,429961,597148,765540,1183288,2198073,3573670,7696535,14116662,27164629,51409238,96637099
157221,204282,214067,280700,257298,254629,412721,557804,708553,1124349,2145686,3481427,7738471,14113291,31074667,51385813,97402482
159398,201367,210867,279995,253288,237942,398424,545184,673397,1380786,2259978,3890706,7842628,14266143,28192614,51758555,103118885
157959,200981,225452,297801,262394,233348,392695,553433,694698,1187049,2293541,3859877,7746711,14354655,27073130,53087044,94509366
158157,200749,210999,292323,261940,252225,393997,513697,705108,1055858,2248077,3841575,7713139,14213064,27390995,57792450,95977712
159398,201487,212214,276138,262552,243450,425255,549799,667350,1311415,1988903,3763491,7709385,14277092,28072580,51602786,94535380
157282,197918,214765,281158,258010,288007,428382,531185,822020,1165913,2308357,3558346,7771315,14127634,27422882,49794513,94599824
165932,201482,226186,279080,270453,245970,401976,550164,712837,1146751,2115055,3701092,7835817,14343112,26951491,50085425,94737209
157599,199628,206917,287460,271182,245190,422499,537627,620795,1115569,1935470,3542645,7867685,14203413,28240594,51876233,95676894
158137,200643,211246,280721,242419,276239,431442,518491,686739,1339856,2282997,3590047,7897028,14148031,27850192,50257469,94743919
159498,200664,221960,279925,247321,252212,423824,547799,648737,1139969,2223211,3744652,7707821,14247330,27309444,64672387,95838574
157491,198920,215369,281501,247873,248347,445502,512244,1296469,1093057,2102541,3877034,7888119,14192507,27412133,51717767,95416754
166126,209960,207067,293146,249808,232172,460676,496892,675312,1357359,2133354,3484882,7980631,14230466,29299411,50680430,95080623
167198,198620,205693,279685,250047,248272,429348,526029,806516,1153312,2209027,3494546,7748097,14304595,27109048,53375511,94904047
153970,208729,227659,283668,246409,251639,442300,513409,648099,1110896,2264298,3510933,7784849,14099200,27514559,51937832,94652906
154875,193954,209714,282575,264582,256287,416460,515868,919294,1066254,2028617,3527866,7795552,14177910,28650848,50783832,95545008
154273,203199,208002,278275,261487,268356,372999,510077,757814,1319312,1977983,4767051,7654561,14260269,27796230,51966823,95848830
153562,193185,211196,293270,251361,242536,461876,742669,755651,1179987,2045936,3577966,7775814,14080191,31468685,51543140,104347334
153983,203187,203675,278519,254752,242365,431076,579399,643210,1083556,2699841,3553420,8121923,14315779,27975051,52273601,107515973
152980,194457,219918,279479,263536,261500,465516,548365,728751,1491084,2049039,3665705,13048215,14359879,26920234,52512518,102825581
161584,204462,207493,281364,257365,245904,459032,509632,603595,1133660,2315940,3520049,8589601,14416802,26999675,51100618,103610626
154424,193769,221671,290631,249318,260705,439993,544661,726148,1128003,2185921,3506657,7832380,14411066,26103128,50454402,102865518
153795,203330,204653,278002,246451,246204,435094,559698,825181,1296879,2089529,3481103,7843433,13970971,28634719,50895708,104604467
154864,195326,210572,276710,245735,234802,411078,548940,783046,1956651,1953999,3573892,7721612,14229147,32861044,52083006,109810551
153113,206914,209016,279504,257650,261258,419703,536472,674920,1184322,2240671,3583454,7919488,14136792,28795562,53395043,103409913
154070,193159,222640,280804,241743,231309,429897,533704,719295,1553130,2048564,3633333,7882753,14128364,28121242,53310966,105022048
154446,203954,213318,284246,252867,250427,461043,525944,612726,1214609,2084607,3714427,7892742,13994207,29196281,51252105,103688069
154358,192639,212903,278886,250839,251010,419667,556082,738626,1183331,2034949,3640077,7781541,14254900,28273211,50934574,106175788
162271,194456,222590,279888,241420,234644,448759,563531,663061,1423541,2140721,3474055,7784301,14188966,28781827,51351739,94442501
152805,193249,206868,278864,265360,249187,429825,529657,983562,1246384,2113810,3585117,7779677,14132827,28667727,51157624,96200902
152969,193889,203130,288596,242853,246311,459151,538158,1084158,1278094,2024362,3561367,7966452,14104798,28689468,50912560,99582911
154408,192430,204921,279522,269907,253618,464867,538822,811062,1555163,2051547,3526936,7877396,14319415,28992357,52197449,95060214
154295,211204,208139,279967,265214,273314,457921,487840,695096,1232300,2077120,3554648,7841701,14374451,28869172,50332404,94770530
160938,214797,215253,281957,241796,264918,437263,490546,737943,1142642,2054862,3535095,7834087,14108464,28335146,50870932,94496412
155676,218097,213459,292194,259199,246917,593457,529850,653421,1091093,1983828,3547641,7950383,14070640,29038655,50363076,94879484
153042,236355,222599,287568,250000,272256,346189,513574,687918,1343761,2061133,3542995,8002332,13926530,28205084,51887393,103274555
162342,207539,221400,281277,254728,239651,310799,536768,600920,1197714,2019673,3582763,7990195,14131345,28821976,55159290,94718858
154354,278227,212004,278711,246681,252477,288955,520610,959815,1261264,2028368,3533994,7922263,13998583,28750032,54108037,93912866
153394,219655,214668,280993,251488,261833,276643,521078,1071992,2254762,2044686,3546148,8165625,14098005,28624433,53776663,94418843
154715,203977,224143,288768,237647,249644,295117,515377,775490,1157912,2026938,3512348,8062848,14212324,28760148,53655995,93718224
153375,214263,207933,278328,258383,234144,288520,702700,612876,1171925,2117749,3925645,7881253,14026890,28656499,53495901,98343189
160182,203197,207263,277994,271891,267982,298920,563574,692691,1124367,2020572,3836845,8017981,14134712,27808968,53411374,94950695
153056,202586,214546,280999,256227,243728,305065,536453,757725,1359310,2076554,3865553,7987369,14184578,29264187,53041669,93878033
148920,200733,211007,288892,249414,242610,293704,531546,680846,2132046,2065310,3462574,7977598,14274165,28598539,52697964,94746230
158779,205309,210029,287964,255425,235597,281103,518081,660257,1165374,2024481,3539106,8048121,14145197,28305618,52965296,93997613
149773,199538,205796,280967,254106,269152,291177,515692,850683,1285127,2074815,3505936,8365233,14151237,28715690,52982642,94346244
149788,203097,214373,279975,251781,237186,290652,534805,724452,1196102,2064832,3443322,7648198,14268892,28962148,53010466,93765032
149861,214469,211281,281065,259875,242623,282646,563040,685477,1377399,2043232,3498092,7738311,14232514,28379008,52980857,98004969
149769,201861,206204,287586,248719,240295,288395,545906,629439,2299961,2072902,3533296,7717528,14161623,36082515,53264904,98107635
150632,202413,229611,277931,256701,236267,296703,527486,695914,1154965,2028202,3530074,7588366,14101456,28123981,54681162,94000786
150768,201506,213757,278745,263437,263525,296678,554268,678746,1226602,2050857,3669472,7558575,14135569,28890716,52910466,94020633
149640,206798,214775,280361,259339,275676,291735,529569,695580,1234317,2055333,3532770,7591353,14191796,28341262,53173202,94762914
158216,199373,214034,286918,259900,245613,287101,517847,953776,1198893,2065932,3604070,7574087,14295307,29156533,54370920,104443961
149743,201600,220375,282398,251281,249993,311751,519201,1034305,1117778,2010932,3644978,7823524,14026991,28126430,51103159,94208623
149914,207619,206208,279850,246786,262591,294412,539114,810925,1213922,2101626,3624075,7848034,14097357,28772320,51668299,95678152
153730,198269,205775,280945,257620,236949,296906,507676,642466,2093214,2140097,3603050,7841385,14255196,28639112,52666342,104408821
151272,203688,216125,281193,252128,252981,294783,513348,697972,1174318,2130507,3599046,7872884,14055898,28884207,54153599,106320668
150360,200340,212114,290624,243344,242142,324643,545996,599154,1335537,2082864,3612703,7820269,14260771,28445106,52782807,110528453
151167,200956,209186,277902,245899,246704,315826,500726,688206,1220449,2000926,3900312,7775524,14057481,29027678,53459195,103903378
150343,198726,203193,279338,252380,249125,324981,545972,862930,1289833,2076708,3870190,7691544,14234988,28133084,51798990,95763169
157697,198961,223859,279671,260587,234474,303021,498154,777284,2126539,2057252,3838311,7806690,14160812,28687536,52467316,103674254
151634,209892,212515,288907,263989,234171,329043,539057,628718,1166447,2122694,3846852,7900462,14082499,28585890,56033604,105916413
149472,201172,206109,278263,272735,243391,323431,497103,700250,1220117,2058956,3814334,7870356,14148094,28798739,52258057,97302182
156646,208830,209281,280453,261903,274171,308609,754715,609117,1117913,2117701,3600967,7815537,13982730,28244404,52107726,95201181
149896,199660,205985,278866,256396,238766,338084,603198,698672,1291611,2106003,3585322,7862636,14176182,29259967,55279081,105762928
150559,202237,209627,289651,250225,237581,318067,562382,622825,1971850,2141893,3545565,7697522,14155723,28281191,51639140,109381078
151575,198347,206592,288982,242249,260514,341934,540489,702297,1148662,2108345,3739135,7852254,14012240,28892260,53321639,106083865
150142,200208,232336,278120,234045,248793,346990,539240,599997,1178489,2220621,3630749,7839061,14073628,28539436,51080059,103779871
148888,199742,219163,290388,250712,260123,318747,540280,930245,1254283,2189611,3553003,7811094,14304079,28906260,50914099,96021647
150053,200192,212785,296341,258147,248009,347496,530563,725212,2030123,10048235,3681939,7777349,14298409,28349595,57848473,104119983
149854,209743,205503,283062,242272,261405,413133,535419,722931,1158159,2223511,3783874,7823284,14109618,29055618,51872874,100056671
158957,202889,205348,278024,237945,242058,368114,535979,635155,1251691,2112567,4564082,7860584,14226002,28251256,52056579,98690757
147343,211721,214860,279745,269052,241239,332354,517842,719074,2072077,2013614,3609532,7891943,14125405,28750408,52235254,98066792
145593,199221,206532,279635,257177,270820,349178,543541,650587,1164218,2071468,3618340,7831309,14135689,28759418,51985256,101292705
155761,203108,220286,290336,258589,235267,337891,523423,713339,1264680,2057951,3553374,7881010,14254068,28887725,52174203,98132944
147913,197774,216666,278806,244149,246870,491460,543860,797598,1228978,2095694,3596229,7685660,14178165,28142406,54433689,71477510
146504,199656,211523,278254,248706,267169,343583,535810,765052,1160829,2089849,3520582,9322785,14143979,28802895,51853719,105756467
147800,198657,210732,278024,244012,240312,433515,520528,630595,2041847,2222587,3593848,7525500,14082022,28034670,53868835,100855625
145793,199301,218065,281955,246358,252177,332366,636957,737432,1156465,2079547,3648209,7487101,14181091,28706685,52286489,100930134
145596,212092,210286,286835,260273,248122,338763,529171,615385,1164320,2072994,3604411,7313017,14098698,28548742,51320343,85425448
147371,199620,210227,277817,246326,236340,416365,556074,694314,2110054,2079370,3540346,7431146,14126904,28808028,52336593,100637009
145473,201727,217798,281734,248987,272526,371131,521824,590405,1197830,2049958,3528463,7461887,14285736,28250836,52699469,100609801
145118,199774,210611,280558,263117,260570,435452,547107,888081,1166634,2068752,3472425,7517295,14162298,29209827,51805557,99841849
147289,200444,209894,286014,268484,276624,333964,543314,742368,2139464,2073537,3487633,7462474,14180930,28305546,52586456,101216860
144909,198453,209494,282035,266727,254090,403777,525065,704485,1148791,2079852,3492361,7384560,14254710,28937591,51562438,99864291
152650,199732,222468,278337,246427,256083,399710,522465,625353,1187584,2045093,3519750,7429142,14041000,28400378,52428922,99838942
146715,212668,213843,278043,250674,243862,375861,4124854,714026,1151016,2023669,3507283,7487248,14174503,28940368,56449561,100675660
146380,198241,211588,286470,252756,259158,469623,2050941,615749,1279839,2061374,3551936,7428377,14216513,28841183,51192893,99311223
155663,207885,219504,289224,263788,234782,424045,559665,713239,1852790,2094864,3480650,7549921,14223266,29106270,47780340,100855023
145654,199057,218314,279747,246286,249491,425572,549678,622044,1149280,2028286,3505903,7368226,14143435,28333906,53181604,99430359
145063,206564,203942,281582,252638,245499,332509,558403,866897,1302219,2039761,3505674,7525701,14120100,28956768,52490331,100374817
148740,199005,211422,281068,254774,235311,408673,532489,712869,1199879,2033827,3517763,7381490,14084142,28783234,51968382,100020817
145490,201500,224740,289148,250829,239853,388850,523629,704129,1125508,2026446,3537307,7558665,14136999,28693427,51937746,101471806
145200,199563,217785,280097,254871,264961,379365,504725,670073,1103205,2076889,3491597,7419776,14194050,28225951,51954650,108082825
146824,201143,208235,277771,272016,246640,406017,571661,681781,1566918,2072798,3875537,7475340,14147592,29265219,51840329,100783921
145480,418835,218342,279522,264789,259947,364178,524032,606346,2307028,2058858,3849062,7410286,14138221,28365182,51794368,101359332
146202,257564,206305,285619,260910,286614,329616,515214,695915,1389616,2016028,3795649,7650944,14254609,29260529,51277679,100861274
147639,211003,205569,288033,260723,235584,372043,547237,637928,1415593,2056313,3772069,7411908,14144470,28507862,51951885,105208395
145535,216921,211312,278293,239893,260899,332672,556451,892004,1225063,2037038,3503216,7562240,14063085,28980064,53124182,100078328
154680,204170,219741,280767,260569,283536,433501,518547,707822,1252693,2068396,3541832,7426915,14111951,28465886,51396477,101812344
147831,204804,210842,281891,252023,233934,329722,528153,701407,1327258,2045376,3572208,7405358,14184045,29396640,52389202,107096803
146745,202553,210827,286543,241239,237522,450062,515855,623887,1201123,2061554,3466154,7498459,14070073,28519232,56190900,101952817
149261,233518,213065,279367,249904,244022,334603,516137,698666,1113970,2068209,3541070,7536661,14160784,28845249,51686517,103319688
147126,202713,209705,277351,263059,243463,408901,548658,624321,1239055,2061037,3596490,7487158,14212871,28650628,53153208,102814144
144277,201636,206222,279376,258622,265700,372062,546229,688551,2095755,2102485,3636642,7515878,14129288,28734217,51495215,104185590
143543,210338,206030,290837,268748,281991,367257,498084,975179,1144456,2045607,3563909,7420363,14023144,28294658,53010046,99616957
141861,198474,227098,278476,271457,237437,405291,537785,1094032,1576514,2074906,3538720,7725825,14056370,29191924,52663550,99396684
142318,201824,205985,282897,258088,234675,382947,519517,801323,1162977,2047830,3468446,7541681,14168091,28290281,51463261,99050264
146006,196272,210946,279273,251107,264312,369861,526472,619410,1244610,2026432,3499108,7471858,13967454,29307891,51716584,100029967
143276,198305,210911,288709,258175,247765,357508,733765,700214,1276116,2074828,3512247,7634378,14175422,28288210,51270826,98597400
143309,198694,209268,287957,263425,252374,367502,588960,589681,1343231,2033404,3566950,7501769,14243389,28977680,51360785,98661336
144315,198203,212214,281889,258556,268809,446909,558841,693799,1122587,2080230,3519471,7579168,14287087,29065397,55063310,97230512
144032,205949,205593,278232,245932,241298,297753,554297,788178,1198996,2014633,3554045,7440168,14251725,27550082,51631232,96308601
151334,198512,219810,278059,254697,262422,402518,526926,805504,1287236,2070561,3478406,7462602,14261369,27122855,51701887,96913527
143533,205048,210838,292229,260959,263781,342319,522444,696773,1306009,2077623,3511086,7477183,14164065,28868414,52187472,95656913
143333,194561,212326,285876,267887,234050,417189,527621,710995,1086459,2059552,3541295,7537664,14341316,27567876,52200915,94962246
151812,199321,208502,278838,254349,248311,387271,556347,779573,1490975,2038159,3525294,7403064,14224447,28452746,51577495,95538165
143907,196032,211159,281145,265841,281863,372969,530323,1022922,1159886,2050640,3565228,7514202,14145854,28462144,52395938,95880728
142347,197693,210135,289993,258075,231014,444340,535850,819806,1286444,2033971,3513132,7354775,14153890,28645291,51199536,97733349
155073,195877,210091,278906,250278,250169,322615,543590,625616,1069146,2071825,3532860,7416072,14072452,30826109,52904026,94299230
146327,197588,225655,280616,255160,273819,312031,554816,699414,1249584,2075838,3486078,7493501,14195838,28510595,51725400,94492645
146372,207234,210055,280239,263268,275248,409732,506034,930395,2132621,2091509,3556953,7546189,14082552,28056299,51085845,95370429
147443,197229,212354,280911,249248,248318,389970,551206,1070671,1186291,2014319,3463745,7462875,14029010,30485186,51728827,94064290
163673,208417,210124,284189,263825,291851,418622,531051,779746,1464174,2063735,3480615,7465862,14086896,28279242,52568934,93714452
157619,197502,220442,277131,255232,239116,404160,530733,644156,1192413,2018793,3551406,7428034,14170996,28652516,41881774,94765879
159129,200123,212329,281111,256037,232516,424917,527367,706066,1231117,2099779,3707713,7526919,14084742,28308081,50847041,96396296
142541,195678,216857,279512,250305,270953,313252,539374,879086,1343979,2111191,3558404,7400806,14058320,28751253,58369381,94603405
149939,197392,221024,288250,261741,252843,404662,522352,989595,1251596,2037451,3540006,7490217,13992115,28019006,49760864,94713353
142545,199587,203784,281225,254318,243108,390490,521909,939725,1056387,2089447,3970273,7442964,14014651,28557166,50476042,94227457
144032,198390,205382,277680,267221,287261,377558,516702,705602,1272670,2046987,3835065,7466970,13998625,28157457,51891392,94307207
150223,204015,215258,276100,250905,258402,410807,508861,745739,2062986,2055162,3498865,7362485,14033809,29148287,51436836,94313642
143468,196441,224837,278213,257958,230993,333036,522839,870098,1223504,2106074,3535072,7368883,14131626,27868353,54023329,93909093
142847,204352,206011,285912,253705,265408,403766,728204,1018713,1376731,2065250,3490005,7441545,13889348,28864151,51305176,94164581
151360,197176,205536,278470,237280,272522,396500,610509,775175,1227653,2060973,3576928,7434068,14133745,28435192,50466321,97950726
142256,198997,214519,278280,249376,260786,382126,564870,696922,1180801,2064699,3566003,7586981,14204956,28492313,51070498,94222058
142458,197112,206491,280110,244749,265272,624841,522075,898853,1369703,2060740,3624433,7449777,13995598,28007703,49710360,93705785
144626,197246,208902,290304,250408,259991,335729,525944,785677,1222078,2057314,3540580,10679718,14055483,29004559,51159623,93342390
144978,196314,211688,285818,242670,233428,310603,507230,736055,1182072,2032683,3602239,7455320,14090665,28120402,54353147,93874846
143494,195773,214118,277383,261260,275763,303253,542794,632033,1146201,2067749,3536480,7476775,13966377,28586438,51470975,99266827
144160,207291,203335,275428,245914,259613,323796,511163,726358,1231927,2059725,3474335,7619782,14022304,28131970,53419464,93614274
142043,196995,206414,288099,264633,248866,309440,536485,621067,1157117,2045129,3564331,7562926,14168097,28931198,51144167,94172691
143397,200737,221900,290352,248831,243405,306059,539047,695108,1077419,2052648,3556419,7525171,14020948,28110648,50098381,93651452
145149,195539,204851,277489,245969,267629,296445,557407,835054,1285935,2044410,3457260,7525952,14206817,28648290,50619595,94437686
143530,197597,212481,279955,258429,254954,298329,505495,1279080,1134687,2071302,3525410,7571900,14123890,28318122,49630133,93549902
143212,196356,211128,280776,246716,260438,300422,527606,880040,1115925,2043141,3529466,7465430,14022972,28892335,50542017,94431673
144598,195662,217064,287521,254600,265408,280696,534983,649528,1030383,2052386,3488866,7522926,14251433,28130100,53875817,93599233
142551,193733,213583,276448,246989,243013,279120,533155,723085,1279007,2044024,3539403,7591587,14021119,28630282,49915589,94538411
149106,195050,206636,278297,260097,281716,287592,550825,631542,1770153,2048472,3521875,7569719,14192011,28508024,49791431,93601471
143618,194475,206451,296475,271877,263555,293417,519342,709824,1233615,2065808,3506718,7441957,14196135,28834001,51249754,93386227
142678,195254,214300,289458,244668,246705,292666,549462,642563,1276987,2041873,3519205,7481772,14055032,28548938,50810324,94096707
149506,207627,211016,293394,246783,253144,288729,549033,707688,1137916,2039471,3512441,7447530,13909173,29429273,51167456,93523745
143798,196317,216085,278128,267404,254019,289702,544733,793177,1103243,2036323,3492163,7518417,14230743,26961402,51188222,93619645
143789,198691,213719,276717,255747,260245,291678,545346,758779,1224077,2048139,3587608,7414451,14004914,35859815,50334520,93887168
152228,195077,217424,278486,259332,260999,299234,509574,641455,1126146,2055712,3521557,7518282,13914302,27441891,50419018,93196003
144381,198085,217634,286204,251576,261064,291529,533638,738514,1041726,2040523,3505156,7506543,14240416,29277059,50376469,94199104
142702,194386,205934,277443,255713,248408,278363,715638,816903,1227379,2037476,3568429,7571438,14061780,27891779,49907791,107645106
146204,197458,209232,278469,234498,250117,315208,595032,1015261,1752436,2001229,3514681,7404016,14066896,29215565,50300225,129968671
143659,192664,205297,277101,245577,249477,306963,580546,802029,1176782,2063537,3926857,7623904,14152792,27689252,49991502,97623834
143386,197575,210426,287758,254374,247839,312879,527052,977762,1295514,2054343,3794388,7569263,14093255,29189442,50210674,93674799
144535,340648,220543,283331,269102,255701,339653,521797,1146971,1149271,2046355,3786301,7573029,14075614,29083976,50063650,102090913
142696,228491,208612,280483,274957,242413,325377,500146,868735,1076669,2044276,3756130,7513197,13897282,28702904,50337897,93421225
142847,206383,212441,275836,231818,253869,335409,505056,856103,1272585,2012296,3590866,7484090,14233583,27579651,51058585,93496120
145988,198084,213218,279500,253305,242516,331064,526467,977494,1209831,2189392,3471572,7561160,14092347,29705457,50249991,93534670
148626,198745,213069,282586,263204,269223,323786,524150,794281,1851636,2095404,3513570,7522187,14157184,27515550,51491762,135496438
148610,225922,205817,281162,246342,569489,347384,514019,849081,1184499,1995105,3554251,7605721,14076660,28808562,50891074,100173214
145875,233092,210256,278765,256855,276809,333621,508942,1104184,1315585,2081862,3608690,7505095,14103339,27510684,51023989,93569859
141936,205193,213616,279381,228319,276259,340189,513135,866336,1137104,2098934,3578822,8097040,13934925,29281142,50299935,118629549
147675,201179,211163,289502,264665,250285,325291,496598,848443,1170189,2113824,3506210,8009554,14062902,27731221,51748247,95934351
141549,201211,212247,282106,253965,250052,335234,529767,993021,1883205,2019738,3526447,7944296,13932320,28953593,50478527,93836193
140281,199108,210597,278088,258942,280811,348831,505192,825917,1127647,2060728,3555433,7714253,14015009,27821957,51258576,93013935
146894,200506,221743,278095,263400,265138,327987,499958,837623,1205092,2305101,3610365,7818520,14084314,29971793,54556501,95404957
141979,207752,210830,277086,256512,274647,442977,524149,973986,1744039,2251932,3521765,7661650,13995420,27030407,50870625,94646543
140039,202139,211254,287083,242908,238150,338971,512097,811960,1296506,2404261,3487510,7713568,14009383,28857137,52462100,94090580
147112,209718,224979,278798,253457,256813,334214,495830,823580,1190246,2128825,3517523,7743084,14175969,29353962,51764128,105929595
