b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
16606,12701,13540,17315,12321,13100,15377,20306,38160,58139,102119,143885,280881,420935,752171,1563020,2894668
16927,12795,13808,16449,13119,13018,15301,21621,38086,61462,99000,134477,256115,421871,753920,1586535,2877941
16779,12839,13779,15966,12606,13401,14077,19475,39173,61449,117264,137306,264346,422015,750763,1593871,2888902
17282,12853,12868,18078,12857,13651,14563,26423,35026,73176,108197,150589,261749,415384,763353,1603214,2898802
16997,12759,14052,18254,12774,13284,14508,22735,44798,59825,102325,130694,268845,420185,759125,1605429,2919095
17244,12799,20502,16733,12724,14483,14487,20421,51278,57615,99926,133129,264357,408864,758580,1574230,2910948
17364,12673,12663,16418,12545,14479,17155,18833,40183,62217,103835,134068,318072,406371,758905,1563263,2924452
17078,12868,14106,17484,12928,14473,16714,19591,45689,58850,100435,142571,241704,433132,11836216,1572820,3113291
17779,12876,12452,18435,14561,13188,15610,19224,40897,62510,104726,133823,328241,407390,760415,1577147,2940496
18080,12623,12839,17427,14026,13340,15497,19317,41227,63507,102555,138887,227673,457788,760907,1572653,2879067
17286,12625,12755,17613,12840,14732,13972,35399,49714,60241,100548,135334,228339,419014,767706,1597031,3030026
17668,12684,12841,15954,12801,13221,16510,23945,40292,62343,103090,133582,257206,409719,988132,1568147,2889884
17381,12651,12927,17039,12822,13326,13764,20739,38994,60098,110489,134520,254343,490386,913688,1587400,3713266
17951,12585,13684,17713,12534,14569,14096,19025,45351,61548,100732,133453,284774,470668,757039,1566318,2918401
17475,12812,12914,16599,12559,14197,14008,17885,38180,59399,100028,129353,264549,500335,744507,1568239,3113171
17221,12407,12585,17164,12550,12980,14185,16898,38489,60460,102777,135772,258542,407554,753244,1559536,2966202
17398,12818,12769,15167,13305,15676,14018,23577,43948,64546,103510,131230,258033,407105,752605,1593043,2822596
17225,12993,12572,18961,15019,15497,14238,18368,44655,60472,103074,133859,256163,409813,763402,1562510,2866478
17684,12916,13522,20078,16721,15548,14282,18377,37913,60591,101738,133430,256745,403644,745288,1611513,2867867
17535,12917,15730,14279,14479,15655,14232,18102,39628,60285,100051,135060,255499,413130,752087,1584395,2903019
17981,13518,21114,14240,13964,15399,13557,19865,43947,60481,111582,133206,252506,407345,749594,1582848,2876930
17367,12605,12838,15440,15815,15457,13905,19795,41369,63828,100011,138888,253342,414270,753863,1588705,3528854
16804,12709,12786,14237,13746,15150,14271,19333,43520,61149,116243,131074,253638,406564,759803,1567185,2897747
13537,12493,13105,13971,13826,15041,14300,18960,50475,61305,103002,131715,256520,409419,5968333,1568462,3739209
13757,12577,12774,13907,18623,13534,14290,21996,42455,60665,102945,132103,256290,406687,763717,1562170,2893287
13680,12357,14369,14281,15919,13189,14244,23352,46412,58862,101652,133058,253769,407923,759716,1574422,2915242
13235,12544,13354,14266,13791,13118,14086,37138,38715,59758,102847,132382,255073,409086,752725,1571553,3785448
13475,12563,14063,13900,15488,13077,13720,24660,40488,59845,100543,131985,265846,415393,764420,1566244,2898962
13238,12505,12870,15377,15195,12935,16886,20541,52875,68363,106853,134497,269839,408314,756748,1561882,2906188
13904,12210,12767,14173,15003,14457,16570,18634,40644,56973,104084,144289,261549,403495,760803,1566552,2952103
13663,12319,12847,13999,15098,14233,16360,17818,47206,58924,99970,144535,254847,424092,766113,1591398,2901667
14279,12583,14055,14184,15553,14108,18867,18205,40177,59887,99178,133597,255954,410766,12411243,1561090,2921848
13623,12113,12593,14242,15001,13495,31914,19307,39802,63389,98543,130946,276389,418779,768239,1580973,2918885
13651,12296,14130,13999,13668,13085,20565,18346,52389,61493,106360,142762,254187,414594,763309,1561846,2898317
13483,12221,13156,14209,17044,14276,16008,18345,42506,71212,103441,132269,281540,414687,13200654,1580117,2912831
13998,12320,14458,13882,14651,13096,14649,17591,40476,61467,103514,133292,253150,429193,765725,1589693,2975630
13849,12049,13909,13977,13564,14298,14789,17436,40303,58706,99642,133180,254846,418467,760990,1562709,2933169
13907,12369,13104,13849,13247,15981,14373,18092,42712,60066,112123,131480,252471,403559,757315,1617152,2948880
13559,12236,14156,14278,13268,16010,14080,18490,46220,61551,104272,143014,257628,411973,755085,1562657,2953341
13762,12303,13032,14344,12487,16036,14584,19094,44416,69936,97861,133713,260087,413966,768799,1562888,2947852
13796,12429,13946,13986,12885,15703,14601,19485,42097,63058,101159,136023,259016,405976,764661,1560540,2908737
13778,12376,12806,15390,13688,16306,14662,18995,40570,59882,104231,135349,258442,406282,767177,1567932,2954254
13434,12545,12711,14403,13445,15963,14503,18442,39775,63330,110737,136149,254025,405159,765753,1591114,2914075
14606,12880,13201,14508,13284,15523,14729,17393,46668,59999,101899,145652,257659,402641,753347,1579699,3576778
13985,12394,12897,17797,13233,15898,14518,18382,38350,62489,104201,132406,283968,401866,769956,1575493,2883110
14164,12508,14164,14246,12708,16629,14444,18425,47232,56334,104572,137211,262400,409412,765440,1565011,2846585
13710,12170,12798,20290,13039,16034,14837,39921,37900,58853,98095,137383,259046,420169,13597670,1596538,2905508
13914,12716,12700,14516,12553,15783,14525,27228,40849,59482,103805,134095,256195,410406,12520428,1588257,2864117
13525,12226,12903,14255,12952,15127,14777,23642,44202,60007,104066,135183,259632,423127,765077,1593695,3204200
13898,12380,14185,25236,12566,15482,14142,23687,40257,57503,101928,131739,269965,421360,774427,1572376,2968224
13689,12191,14068,15584,12617,15257,14316,23282,40313,60898,99811,136628,252345,431389,758395,1573704,2858618
13080,12100,12684,15313,12430,14993,14403,21591,36668,70593,100217,133025,268963,419629,758236,1558965,2855850
13572,12209,13860,14069,12649,15575,14223,20144,39132,61877,100771,136189,258354,417731,758577,1575097,3035073
13619,12399,12869,14261,12410,15536,14342,22987,45393,59201,103597,135483,257970,407183,774083,1590183,3014438
13702,12372,12865,15574,12673,15743,14672,22560,45867,60315,96463,131385,260797,424571,764613,1569634,2981427
13909,12246,13987,15708,13161,16958,14916,23563,39571,62689,111813,144856,253851,404197,764570,1557130,2923185
14104,12158,12749,13950,12710,19617,14584,22980,41152,60689,106038,139772,260431,411529,768878,1566657,2919563
13691,11980,13983,12834,12605,16284,15010,20311,45806,63284,102456,132278,270702,403534,764872,1571896,2863560
13789,12166,12683,13099,12260,15910,14851,19454,43795,78967,101153,146934,254291,406659,775374,1569595,2904393
13575,11972,12712,12345,12533,16097,14323,18401,50767,61316,99166,133596,286831,418263,761775,1561744,3713756
14025,12069,14022,12829,12353,16316,14534,18306,39820,62332,103826,148311,266314,405585,765891,1577596,3589386
13707,12044,14002,13701,12659,16018,14541,19248,37440,60331,102239,132985,273752,405811,757136,1562824,2918033
13622,12279,16960,12660,12183,16071,14227,19089,35904,57791,100552,134564,259538,419202,767260,1562964,2900052
13535,12004,14680,12791,14009,16144,14915,34163,38947,55434,102702,130120,256453,421269,753326,1593528,2879661
13689,11796,13160,13131,12519,16749,23966,26670,43277,55785,105940,148020,264130,413951,756641,1600019,3322467
13900,11842,12909,13050,12894,15600,14857,23771,43745,62702,98888,140269,271172,424147,775311,1570567,3274559
14122,12075,12984,13153,12388,15158,14478,22050,40234,56027,107757,139030,274806,404141,754803,1580933,3834277
14354,12296,13128,12674,12547,15234,15027,21999,37487,69922,99880,135931,254376,406501,762532,1562005,3822671
14066,12423,13133,12674,12451,14684,14634,20620,38538,62942,104838,134907,250714,404339,752973,1596523,3094717
13542,12071,13101,12483,12202,15476,14084,22320,59206,62693,100065,131368,261759,415591,769221,1576118,2860732
13790,12016,13055,12465,12608,14736,14551,21170,44067,57034,105971,133741,271314,406942,762095,1565827,2865757
