SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512
196975,239016,373864,320810,371603,560112
191217,238440,352613,321939,372289,571982
188811,235228,2542750,321956,370402,6767583
192404,240365,352128,319995,373171,585327
188183,239573,356274,340724,394367,573125
189059,238174,352843,319334,384160,561028
201359,239630,353412,316782,376384,558931
188529,250726,350117,319061,390325,563138
189674,247734,353089,319243,383879,558156
194951,243457,350771,318341,372527,559240
186683,250414,340977,323599,372886,561470
187083,235378,342795,325100,392909,582710
198510,244949,347004,316891,372991,567070
185861,236803,357506,318195,374702,553593
189412,249425,353669,317686,366517,563153
197069,240543,348994,322079,371731,554451
184751,238456,351182,312078,377499,563785
186063,236824,355422,313965,363203,578916
197046,239753,356231,313791,370881,563143
186318,236442,351206,312172,394409,556397
186472,240002,352052,310256,370374,561167
195033,239716,334619,314581,372689,558393
189991,244215,333114,319353,367995,572988
187778,235592,334214,337715,392849,575829
191372,242814,333561,340661,371184,554180
187483,236314,334951,346261,379992,554903
188391,240817,333027,312135,384449,573820
194978,245837,337118,311035,374558,554413
193653,239312,331562,309564,372290,561798
188413,244857,347857,308303,369653,590019
198598,239407,345385,312342,381208,555299
189109,245313,343317,316995,373973,558503
186437,237319,350084,307327,366448,557900
198419,246009,336206,307163,369168,577770
182981,239369,326097,314635,382153,561191
186594,237103,323136,303563,372495,585332
195340,234540,324103,301542,370493,558039
185446,235402,328494,304449,370797,564290
191333,234021,327517,323589,369340,569173
198773,237576,324272,309739,371653,572590
189664,233443,338928,316863,389460,575263
186775,242784,346530,302336,382223,568468
194508,233185,328647,302288,367459,577225
188923,238451,327843,304105,374175,570373
187653,240963,322927,316476,363425,582835
200797,237818,334384,300693,375787,573190
190103,248618,320725,299058,370276,2735446
192219,246907,320641,298723,370149,571090
198231,239231,321740,306528,378178,578662
187461,237861,329319,300237,384472,560957
186860,248600,329112,309129,370427,578527
187085,235500,321471,309504,372795,567321
187647,245492,320371,297478,368482,554592
188531,235712,320519,300103,368275,566440
189906,244315,317316,307815,388476,554825
186799,234903,321793,295840,364442,560625
187092,238962,317045,295628,368775,578496
188117,235262,330031,295582,381015,577291
188706,241814,313896,3250241,379414,577962
186131,235525,314188,295771,370179,570431
191613,238775,319130,296475,372322,562621
190142,238009,313713,294855,378381,588514
189800,255627,310368,292318,366577,571975
187425,254965,319925,291084,371321,574857
189372,217917,328081,312951,371326,556321
188595,220631,314626,293292,365037,553111
188902,214355,317740,300427,372948,585023
189757,215397,307171,297677,391422,563333
185791,215867,312547,298261,385762,560141
188808,215517,312953,301879,368042,575850
188550,227573,333472,297923,1870078,572076
188006,216080,317081,291839,383973,558787
186493,230897,310217,304429,372421,576464
185310,216884,306958,296342,375196,553920
185780,220080,310294,294203,377246,1223585
187102,215595,307582,294147,369622,573579
189359,215400,319047,292511,391108,572585
188994,225285,310063,293431,385632,577685
187987,215943,304341,299636,380378,560134
186260,216745,304664,294779,376828,581330
188159,217016,305899,291650,367095,574485
186636,224712,318637,293183,366665,569755
186600,215191,318254,293673,378238,574984
187260,223636,305987,288835,365048,569364
187106,217678,314165,289937,368936,576740
186003,215832,300757,289782,369500,581452
185006,215338,299579,292339,367631,572228
188552,216481,312396,324407,374238,568955
190818,215987,302241,332700,371926,572445
186254,216936,298625,315110,368506,578024
190610,220713,305435,293495,371465,608023
187226,215834,303310,287800,376846,578568
187499,226725,306709,291201,396361,581855
190090,213854,302263,290733,368536,587971
185934,219330,299324,287090,389959,574035
187025,217135,300625,289748,371691,581527
188234,214384,302159,291322,377322,573670
188338,215993,309456,288595,370998,600714
187743,216029,299725,287213,366468,578199
188077,215432,297423,294266,372381,574148
187630,212110,293150,314804,381569,574002
187206,226337,297572,295043,386903,588398
187685,220187,306742,291687,376187,575944
187404,221991,296878,295462,387806,570601
186632,218233,297523,296392,369436,577930
186433,214850,293311,294444,395639,569076
188618,215359,308696,299532,381401,579226
188779,213306,298133,295724,368426,568058
186315,222173,304441,298280,391069,580924
188840,215524,297390,298941,391508,568697
189314,215986,297229,302711,369929,565918
189969,217821,302965,310328,382437,568047
186635,227214,289031,291070,377519,576000
182714,218784,293575,285417,370259,578755
188347,228393,290242,287824,369805,577284
185133,219176,288542,287671,399614,573354
186122,211199,2608356,289132,371136,558434
186918,213962,316955,285181,390679,583177
189705,213661,298032,292585,374414,577393
187438,216144,293022,285599,365125,578587
188025,220509,291239,302560,380869,575223
187731,226729,302833,297421,388999,567737
195104,216407,304722,310578,370018,585945
187818,224727,287587,297964,369319,561589
186638,220750,294783,299062,374787,582080
193185,222251,287874,297598,371905,566893
192426,216135,286644,297646,368983,559063
186455,213538,287304,296026,372809,597573
195014,215124,291972,292229,371128,592777
188679,215579,286596,286422,414521,565881
186394,3270823,295418,288195,381513,578349
202385,217255,290771,303479,386244,563608
184684,222056,290653,288594,370451,559773
185988,225716,291876,301784,371764,557594
196306,223109,286289,284806,371661,560706
186090,215132,288008,285186,378639,551524
183269,222389,292427,302528,373338,576767
192554,216202,286254,286882,366314,557625
189586,215349,282582,284014,372047,567153
184690,218119,283849,286235,394006,571247
196278,221084,280614,285872,365351,581633
186468,215645,289516,286477,370470,561400
183696,213848,284208,283165,373287,576624
196275,224511,280704,285302,386158,555197
189623,210912,284397,287605,374789,554852
182584,226380,289316,283208,393648,559224
195006,214842,282149,284937,366639,578878
189343,221952,284545,283258,371310,578347
186436,214914,282889,283371,368199,570512
196039,213154,292916,287388,371168,557985
189146,211968,284231,285745,371635,580124
187205,215688,283352,286989,387009,561833
189148,213250,292133,287592,364193,556092
189224,212909,280167,3884670,389418,557500
187709,217274,280117,338627,380164,578917
187142,215596,282929,295074,361823,556283
189495,217729,294090,288072,369617,580664
185805,214768,278510,287879,376871,560213
188269,210935,280323,288240,374505,576428
188882,214326,286327,288976,369811,580592
182745,221370,283314,288249,371463,557729
193123,214410,278541,288828,367230,578874
187362,214033,279633,285972,367525,555733
190127,224527,290597,286327,370351,557386
196470,217884,282368,286690,372065,575697
191431,216813,280737,299663,893922,555029
185277,214089,279512,302650,389333,557799
191618,213808,295464,289196,374730,555540
185458,213552,274352,285387,373994,578764
183139,217231,283450,286688,370418,558360
195982,222861,278752,286461,372071,555181
187348,219717,286119,288252,380152,588891
188544,217365,278617,286366,368662,577753
186947,214633,278742,284017,366662,557151
188535,221445,285050,286679,372648,574704
186848,214813,279211,283732,370663,576513
191531,223138,278095,289892,369995,575475
183748,215867,289606,288269,371108,572345
186294,215787,284430,287648,378360,558131
205581,215578,283043,288082,366896,561425
208972,216030,284668,289044,370414,568819
205326,219739,283060,288102,368375,572557
216562,214827,284505,287159,371421,563535
200769,222255,286117,288383,377639,567530
203813,212380,282169,287122,371221,558904
201403,214698,272027,290032,369774,582542
204679,214461,273833,302205,381784,551699
211047,215484,273265,294844,370935,583444
201460,216880,279311,295417,373507,556272
203056,216372,271870,295727,369927,565113
210140,217674,270026,298287,372694,559686
205021,214214,272442,295296,368412,559732
208085,214200,269085,298515,370875,574849
207697,213914,281177,295078,393986,574746
207068,219090,283716,311729,369638,669184
212717,216921,275696,297847,371556,582718
208355,223922,276587,298844,372347,560441
203638,216928,287275,296366,389602,567116
208008,212076,275812,294494,376704,557696
207900,213572,277592,288978,372566,556572
214425,213235,275129,296984,366110,558061
208123,215052,281885,295582,385765,560562
203579,214351,273129,291980,390821,559056
213201,229871,272976,290258,365147,557843
204088,215294,271800,292696,376994,555117
202518,214428,269439,295424,379236,576421
206132,216363,268135,295654,377824,574930
201269,216503,277257,291723,386695,557877
204584,215330,268393,294588,388686,555284
204429,214625,270068,297769,369190,576673
203931,214957,274147,292767,370698,576736
215503,222004,273427,290166,370955,576066
204121,229462,267551,292927,365809,558659
199684,217310,278795,292294,376904,558020
205910,225599,270874,291031,377059,555566
202016,214598,276642,291164,369985,556425
215506,227399,285833,294010,371065,554475
206679,214987,265324,291312,402471,575364
202362,217678,269015,290248,394487,556081
214523,215927,275117,292191,368308,556281
202424,216064,267475,292823,372643,574767
199254,213197,268591,291258,396454,562277
205345,219533,272376,352170,371259,565587
200762,226869,264524,328201,388360,583474
211300,215067,262607,350296,576094,575259
207435,215717,275970,342566,371232,562129
203194,215228,271402,318558,374535,563319
208346,216395,267250,315107,372169,575458
201366,216007,281150,315509,371403,561514
204362,218152,281995,313695,371747,551889
203597,216776,278507,316952,376659,567198
209366,215952,265919,320624,372094,555650
3569115,214349,270847,323564,390005,560919
212918,215803,264316,312176,367309,557111
210910,221891,267941,310753,379755,576788
205408,220715,267977,313947,370976,560407
213062,223622,271909,318940,366390,574375
208358,218246,279015,322252,366819,553800
204521,218016,272329,319354,375642,559495
216697,217491,267563,320064,366771,557147
204016,213318,264067,322773,374794,555648
203970,216722,275503,323704,376445,582801
206794,221098,283661,311683,377248,553443
204437,225723,278280,311746,368102,557420
206511,213923,274108,307609,370935,555977
203727,223013,275310,311313,374564,577073
206733,219440,267065,312239,375851,576888
207372,213617,275610,3380048,368592,576019
204875,221367,267270,308406,382529,560790
206414,216319,269591,306166,384023,556841
211335,216984,279170,306741,368208,578388
204530,217192,271466,306755,386396,556520
212345,215020,263966,306514,372374,561094
201227,219373,278113,308474,384025,557358
200663,225560,262458,305773,364793,558297
207407,217453,2266704,308191,365830,556276
201754,224275,275231,303853,387409,574183
217267,216843,262829,303427,375235,574064
206570,217002,273991,307042,388033,558161
206239,217986,282078,305573,369123,557691
212307,224787,262774,306504,365432,558501
204048,219141,265922,306317,376093,564119
200840,219811,273673,304102,376795,578302
203911,218630,259467,302373,368216,561024
207053,214420,273311,306055,374313,559452
212447,226554,274469,308007,386736,564969
205291,216476,264451,311931,366945,553526
199959,220400,262935,316115,371752,580248
215079,216812,263300,316855,375812,559329
201770,215899,268373,311668,364163,562824
206653,216538,270769,314994,369772,579250
204724,219845,272107,319122,372566,567397
204076,220818,265367,307008,391852,570584
210674,217136,263217,300317,371856,581538
205778,230452,265142,301755,372008,586525
204496,214662,263090,314327,367350,582977
208211,226170,261861,302908,400098,577311
206036,218146,270522,302152,371466,566569
203120,230809,266749,301511,371575,558943
206006,217913,264914,304248,372029,563123
203590,213868,260944,303542,378860,575470
217275,216403,273009,300573,372503,567205
204026,215789,263533,301476,427604,557600
206020,237059,267337,300705,370482,571217
211069,232549,264201,298012,372775,553611
204611,218464,266243,298970,369422,560882
215344,216755,264944,296507,370403,561397
210329,227584,262407,300335,368986,585141
204280,216433,267862,299807,380784,558827
213951,226407,264641,297338,370749,562918
209768,234536,265030,297921,367055,574649
206192,240451,274800,325446,380145,566843
206140,218723,262523,322809,372969,568899
203741,211696,267355,300980,373516,567471
206328,216506,270223,306970,367583,555854
206603,215952,265502,305262,377165,579296
206372,217813,263503,302041,393251,580224
218112,215074,272952,301739,389946,575030
205137,224057,263007,311236,367016,575618
203839,215772,266563,302168,371715,556609
193744,223033,281958,306390,383178,555946
185506,216835,281608,319061,374573,558717
190283,220052,280808,307755,365664,562672
191176,216051,276057,296320,376159,565163
191268,217070,273407,298825,385517,579703
196827,212466,264346,294248,370508,557543
188774,216110,272135,316830,369902,558552
187614,218052,260391,297171,394408,571785
193399,217813,261496,296308,375207,564549
189944,217260,279545,296237,372029,568544
190253,215015,267636,296493,368778,562463
195523,220590,266792,293359,373040,563545
189262,217279,274557,295638,371958,570620
187681,215351,270386,294621,371489,593379
201560,217669,265749,296383,385263,6895485
188083,220530,273555,295525,378257,614712
187790,218520,265806,294419,372772,581246
193419,217484,270070,298030,366141,579354
188220,223846,278190,294443,371464,558342
188079,217794,266049,294731,373016,571502
188858,224499,262635,295005,372696,570900
189357,221895,275952,293466,396286,578955
190008,224107,270195,296483,378422,558782
190454,216066,266672,295983,387763,560049
187224,215603,267331,295404,375147,560404
189297,219340,265222,288220,389340,574904
190897,215878,267567,288767,370002,561035
187720,216842,265572,300905,371790,572696
190347,215753,268352,298677,374061,575656
187927,224345,268201,314968,366420,558140
189643,212770,270849,300091,393773,555378
190920,221322,262047,298557,371854,558117
187834,217747,270040,287454,369746,579816
189032,216553,271527,289542,366485,572737
187402,219107,262980,296006,378020,557099
191383,215650,271756,296150,387589,560973
188820,216813,264846,298075,369363,557793
189593,215822,263859,294603,374537,557011
187647,213823,271285,295220,376737,561999
188181,218492,266369,291979,377765,577364
188750,227935,267262,297874,369724,577508
194135,214700,269763,293868,370545,566310
187556,222698,260524,2944275,373233,567252
186303,218462,269451,313821,377342,574873
195012,217778,271665,293430,1423483,835319
187471,3223135,271169,293593,370290,578660
188396,214154,265411,295210,369023,582355
194871,213891,266142,294609,368266,571378
189175,214376,271545,295944,373341,574159
185853,225765,269396,294722,395225,575552
191742,217477,278260,295557,384323,563366
196628,225082,267831,297189,372900,569481
188914,214301,263797,296897,371725,576844
198926,219697,272039,297068,365942,573104
187651,218456,271140,297360,372097,583714
189309,215958,269144,296999,373056,589368
196455,215646,287564,295629,368361,565905
186394,215216,276695,295436,395908,625678
187277,215247,269266,285242,382063,588606
196858,224202,261750,284569,366797,595517
190023,226010,265045,286459,373463,590000
187418,216680,264701,283885,377014,599089
199093,228075,279815,282939,368654,601197
186968,214559,263784,283443,388607,603088
187181,214527,267022,284892,368871,593639
196016,216560,272675,281911,375993,587153
187465,213638,272447,285264,381688,587821
188437,217299,264843,283959,372596,583725
196135,213914,270553,284755,363227,585644
187583,218304,262082,286369,384842,583360
187939,215943,265380,284660,371437,578641
196569,227055,268722,283783,368188,592756
187744,219807,264023,286888,368539,586197
192991,217031,262710,285999,371825,591583
198215,220006,277170,285887,367162,574241
194717,216531,266098,285594,372514,582366
189998,215642,259931,288153,377195,578979
195548,212779,282323,287402,374592,574957
189374,214778,268758,283730,368288,573680
189658,214637,265651,285807,370344,571497
195954,225867,271802,285962,380499,572856
187116,216566,261201,285059,380652,594064
189060,224935,262154,284242,368483,573999
194705,217257,271036,282409,369998,574909
188447,227686,260320,283870,383136,575239
186032,215663,264198,284786,369254,593006
199581,215672,266989,286210,367443,574801
194800,215351,265202,283555,378779,574050
188499,224593,264203,285551,376046,590330
202469,216345,267729,285853,367425,572640
186061,213178,286791,284485,392273,574280
187933,225152,278631,285085,383963,588736
198005,217702,271570,285246,386372,568551
188981,217736,263260,284091,367804,601652
190398,214935,263362,310121,370502,587497
198407,217991,268188,302642,376539,567462
188200,214522,270317,302301,372615,564539
187266,218802,265163,301770,370059,1935729
197274,217860,263394,295773,368137,663740
189645,219803,268668,297894,375612,673298
189908,220193,268237,301943,376371,628917
201647,214815,269867,287069,366792,633137
190088,220735,262010,291915,373668,607264
187577,217603,2385275,296670,378899,609949
188504,222363,276362,296790,387701,634958
187059,216016,262407,297713,372216,647639
188797,213762,263649,297522,370987,608903
187264,219396,269682,295910,369397,591609
190630,213445,265551,298795,393378,601423
185177,218235,264142,300391,373526,584806
212578,214942,281562,298273,368355,591088
205937,225686,271344,297694,370840,572948
203172,215655,267317,305208,371250,588581
208703,229795,279458,318582,368056,576910
206014,212399,275281,302135,789820,578975
213518,227579,262020,302074,370725,571971
205114,216005,272560,300714,376045,592431
209159,218269,269426,302575,372900,567391
211477,216357,267698,302549,388441,569197
205345,216842,269965,301942,367164,582373
215161,214915,266243,297960,383061,575407
203857,216104,267907,294168,369672,568300
208466,224273,263520,297487,387219,592945
220437,219436,261911,296648,370978,910064
207464,221043,280553,310985,395270,626153
206780,217341,287865,296528,386505,638444
208922,214368,263545,296996,371485,617140
207170,219814,271804,294314,372585,595952
206943,216395,271807,300960,376988,613211
203784,219866,268100,288161,378917,603718
202025,216993,263873,316329,370312,599884
216022,216975,270159,326601,371559,593134
203862,215579,278566,285164,378553,611395
203213,223973,281356,285471,367947,585441
207458,214021,274059,287013,367333,605646
203814,223834,262598,287387,377310,592698
217857,214497,264379,293276,395829,583440
188372,218435,269843,290486,369495,581260
187959,217466,271868,2726601,371925,581881
197643,217099,271038,289218,369173,579919
186383,214305,274014,283687,370602,576231
187038,217754,263184,287186,369382,577981
196494,224881,263771,284308,370999,578425
186638,217027,271750,282277,377858,574125
189783,221284,269425,283433,386154,576795
196111,218848,270696,286285,369344,583298
188037,215868,276204,284701,368633,573848
187664,219340,259026,286247,394562,572296
197001,214208,265205,282714,375922,581053
188751,217973,263883,283389,379676,609457
188147,214656,282768,285368,372970,581227
201202,214048,279400,286420,390722,590518
186104,216178,268607,283567,392108,569296
186463,222359,266963,302236,369266,588457
197469,217307,264911,285762,388291,726373
186330,214899,264097,286396,371286,572153
186904,215712,261917,281819,379205,575107
199305,216045,267750,284314,373035,578843
188536,215921,273996,286102,384426,568530
187987,219132,277432,284113,372070,570050
201947,215679,291925,287047,381103,578370
189246,218139,293108,282531,384097,577928
189427,222553,270996,290689,369693,566180
200848,217647,262070,291534,372328,563337
185697,224179,274964,285662,372039,560377
186857,216800,268234,286525,367739,565116
196352,224194,262047,285832,376600,576600
189353,221004,260572,286753,361926,564067
190497,214398,264422,287836,374826,565509
191460,216861,262717,282318,371106,571844
188667,218319,274882,281713,363688,563006
185055,218028,264924,283678,374906,564479
188785,214301,271295,285384,1055059,577178
189436,228643,280362,286054,365602,564165
189188,214678,270535,285323,376979,560713
186776,218572,264461,281981,373368,8779745
192790,215261,265220,286163,367979,594550
186599,218444,261804,280635,390414,575569
191340,216033,262388,282722,378620,587613
188779,216209,264820,283361,369911,574337
188598,222123,267585,283675,368884,583899
188640,217656,263844,282645,370037,572807
189796,215136,264860,282970,385320,561148
191223,215817,262288,280423,375033,575986
192657,230028,266520,283241,390119,574718
186948,218285,263113,282729,364062,562817
191283,223890,261443,283531,377997,553392
187945,219582,279365,281118,373099,557233
191411,216477,267341,285033,370037,560427
189753,218849,262605,283344,374397,577233
188318,214329,271471,283469,373398,564160
187162,217602,264069,283081,386054,578448
190026,214526,279454,283791,367383,576370
190928,225854,277713,283314,372681,559721
189850,218531,263558,283649,367965,563591
188328,224092,262333,282018,369540,561104
187472,216511,271854,291120,371054,583142
187917,222341,261793,285044,373158,571447
189105,214217,263605,281817,370199,555005
188552,220872,268954,286406,390670,557664
186951,217205,262276,283836,370806,583175
189148,217259,267365,299213,378871,579958
189707,217054,287932,285042,379117,554681
184068,217684,270761,286496,367539,577014
186873,226010,270246,283229,371559,561307
192183,216529,273760,301088,378439,567108
190341,220151,263119,284825,365024,564455
188954,217213,264418,284515,379930,557380
191774,215667,272898,288804,391202,557798
185327,219397,267362,283774,378668,554353
197998,214446,266132,282129,368954,564286
3334341,219479,270135,283964,386067,555032
192051,220899,264283,301581,368049,561320
198561,218095,263947,283523,382537,556242
187092,217877,277888,286091,372155,576646
187148,223667,264369,284459,368026,560700
196563,217070,268011,296888,370576,559327
191050,219535,276380,282916,392194,577202
187231,212570,270841,285580,367703,565844
195432,217068,261776,303708,369671,567076
191919,215956,276055,290702,400313,556684
186131,221634,265440,287454,395483,554162
198156,213516,268004,291474,373208,575452
189799,219211,270043,293381,372949,561953
188888,215447,267916,294818,371120,556437
190635,221957,268171,289629,382236,554469
188644,223560,272947,293854,373222,575490
187190,219832,262756,288837,384823,573223
192906,224562,260303,290309,370136,557742
187063,217834,265506,289299,1847214,559699
189601,215932,259341,288984,371493,553075
188672,242945,267094,306584,371655,568279
191140,239141,270200,291188,369832,577048
190716,241583,267489,292250,366346,602489
192366,251910,268710,292975,378906,650347
189949,239638,274133,3655756,377975,642138
189322,247241,260559,286267,367893,651909
196626,245663,266121,284629,373197,639859
190895,250650,260983,284850,373744,640024
192335,236423,260594,284623,378657,639765
194490,251180,264787,284475,387643,593851
191196,243595,257950,281908,373735,566323
189331,240697,263985,280688,372083,571965
189389,232413,269347,283580,378062,575338
190467,241958,263667,283988,371104,571022
186951,237622,263755,283553,370071,564450
189799,240956,275203,284224,383410,556753
189026,237797,269890,285765,368594,575241
189250,220986,268808,282358,367821,576443
192664,222087,273439,300980,373897,586360
190427,216834,265441,283765,388614,554306
193108,218834,269941,284039,385434,562535
189468,221959,3404631,281043,370630,573465
186399,213840,269673,284369,393588,558792
186314,242077,265486,302630,373399,558439
188870,231925,264667,284065,377859,559137
190513,226356,276536,283442,372042,557705
186973,218032,265560,285546,368041,569502
189125,214463,271645,300006,379624,583544
189502,218541,282959,286063,370791,560339
194526,216531,279544,286690,365819,558050
190158,3179300,267921,301201,384923,559142
189268,216502,267029,290643,378745,563917
194618,224944,273939,286873,382303,563388
188603,216040,267857,286329,369130,577364
188075,219355,274607,293973,370212,578267
197508,221305,268462,288450,374428,577713
187066,217214,257961,294310,366904,558460
190338,216292,273391,290513,368124,555439
192460,211808,266638,303351,366175,558413
191992,215920,264612,285059,372267,584949
189570,216805,272306,286373,393533,566374
203099,218632,267157,289614,381629,572928
189537,214964,263209,292827,370886,558258
190858,224875,263702,290187,369750,559534
197377,215582,264897,290224,370056,569450
187938,217591,260656,286483,369674,580869
189438,212991,270217,288326,365826,556647
193215,215869,269672,292206,371259,558218
188472,216343,267013,289145,386734,556533
185750,212771,264343,287952,370247,556540
196089,222827,262505,287846,373454,559111
190410,215213,280343,290048,371927,562164
187375,221949,273818,286119,371106,559337
191707,213864,268921,290109,370271,7850552
185617,224350,277105,284521,380183,562039
187812,216717,263865,292149,369841,559377
192177,212838,267980,286392,1288682,566077
189535,211704,287052,285120,388518,581823
185887,217457,276778,287531,377233,556166
194397,216240,264779,284631,382085,563447
190989,216737,267789,286283,369287,574238
188722,220750,263478,284670,367898,564543
196404,219265,263844,308527,377588,576938
189945,225063,267446,295248,373850,578263
189403,216231,268484,289763,371583,559698
194929,214853,262616,295885,365776,557959
195068,219956,288844,290891,372410,559393
190575,214655,278405,290892,385496,560280
198820,221432,268152,307390,371648,577809
190370,216690,262994,293543,395471,604444
189202,217079,272872,294656,370806,643451
196811,217642,273235,302731,366930,585345
193680,225756,269899,296764,368661,569287
195187,216549,264359,290467,380629,570249
198424,223961,278163,292010,385674,564911
195518,216576,278841,295340,371249,570552
187490,223867,272467,290598,371803,564239
196767,219398,267839,295752,375523,584681
187313,214769,270995,314692,370090,567268
191570,214538,267358,285750,374094,567342
220950,216434,270320,295701,366648,729445
204650,217278,292588,283836,380469,574112
204144,218794,278259,284845,377582,572425
209558,223219,263411,281854,371022,578686
208341,219554,268178,284399,373979,576738
213175,222783,267839,282943,399070,578943
209740,219036,263651,284194,391323,593094
206412,213002,264689,283918,373730,562475
208152,219255,263627,284601,386094,567951
