SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192,SHIR FPGA b16384,SHIR FPGA b32768,SHIR FPGA b65536,SHIR FPGA b131072,SHIR FPGA b262144,SHIR FPGA b524288,SHIR FPGA b1048576
182435,214332,235356,284213,302147,376567,684552,1134990,2047412,3905693,9416154,17512546,30681183,74502565,161353349,225427608,442969744
181155,209908,225508,267525,316198,369431,705436,1139188,1970078,3882121,9762149,17306942,31309921,73480279,160069115,225139808,444346086
181165,208486,241563,265788,302169,380665,705477,1407071,1966872,3842351,9937013,16890209,31331887,74525568,180209225,225252729,443004907
189213,206276,227916,264969,300434,379752,713558,1247340,2087670,3891470,9666935,17097722,31198341,74393236,160467362,225177572,442160759
181057,203747,232931,279474,304229,368363,698006,1242973,2148634,3853837,9355327,16879875,31316104,74279707,161091052,231465914,442065675
180244,204668,236026,262765,297007,366548,703398,1237179,2095258,3885553,9832861,17325616,31336821,73781743,168554614,225687592,443218861
181951,202092,230523,265872,304679,395077,722492,1174147,2021190,3899245,9710297,17230506,31272815,74349550,162917979,225510528,443723253
182093,209833,236645,266617,298304,367625,721843,1187615,1966262,3884804,9413181,17336647,31433185,74654313,199534502,231797139,444436937
180554,203694,234030,259198,332084,384307,715195,1169845,1934686,3880943,8186834,17226368,31350949,74184623,162369821,225207565,440833119
181957,205637,227745,269841,306125,377580,673868,1154513,1940875,3933786,7441378,16594363,31268172,74213311,160916089,225604580,443833438
181421,207918,228862,260885,305484,379210,719335,1154571,2162005,3943940,7291519,16951800,31350321,74263596,164039544,226106159,441704512
180572,203637,243596,266601,295311,381484,746032,1192561,2108545,3860912,8947003,16832370,31422115,74397452,170164122,225314920,442837179
185000,204283,250991,284456,310944,367348,766961,1098852,2097648,3899140,9771063,17314330,31382657,73921301,174796392,226542864,444017515
185620,205352,229540,264605,301725,381681,763703,1143389,2069064,3860858,9664424,17394095,31541664,74263855,177662347,225982879,443125771
182423,220181,232959,257480,305231,394896,718713,1092322,2082906,3834982,9788490,15569947,31485182,74516781,173313530,226093247,442725946
184439,202241,229096,267129,293433,361043,727749,1077462,3443644,4020538,9452285,14203192,31780827,74256457,161467948,236827069,441473715
179091,211021,233922,262808,304052,365934,706104,1088497,2218127,5563019,9449502,14145425,30829354,73968179,162791980,224684157,440608796
182620,206571,228785,258237,300398,9420951,726138,1109969,2128303,3865872,9465017,14123549,30848416,74907852,160629815,225807440,447750586
187356,207836,226724,255517,309625,371974,733121,1076014,2081600,3906136,9784855,16119247,30785370,74545590,170124872,224891790,434703060
181727,206773,233455,255083,303024,365714,724031,1347211,2028852,3917651,9698257,16555395,30185823,74384324,160977702,225332571,442530252
178481,211434,223373,256257,306796,381173,747505,1223848,1992422,3890671,9430894,17030252,30718929,75134586,163187276,224756107,445807862
188685,209291,227151,253670,298914,367298,740061,1168336,2184849,3952065,9761075,17304775,30712075,74507315,200749927,224976299,442559551
180232,209476,223625,253332,303213,378811,747220,1119447,2117139,3921968,9753964,16659297,30730950,74221584,187176740,224823725,440896856
178215,215459,228620,256214,308986,378201,766157,1114507,2108921,3910680,9719224,16683599,30849922,74426660,189781144,224681365,445033886
191033,205473,235530,256133,306253,363093,721258,1139356,2055362,3898607,9727694,16942183,30744326,74552781,172623852,224584141,453581427
180118,212483,227321,253989,296217,365309,751901,1123854,2036840,3909811,9449855,17297629,30561611,75489149,159738188,224834517,444002969
182582,209231,226273,253943,308305,381283,761997,1097113,2004837,3963743,15936841,17192627,31275017,75956958,189209206,227083311,444592808
186076,202975,232890,251245,298694,365244,739490,1094345,2142115,3871251,9474623,17447200,31442490,75873336,162258244,224793029,440919015
180310,206646,227207,253544,318996,364368,745331,1104471,3457235,3962191,9616049,17002838,31390678,75969228,161972108,224637415,444318064
180200,204371,227604,253669,309563,368977,748462,1087500,2088386,5613085,9423188,17041725,31373296,75968847,164034294,224721159,440301600
187226,209307,230137,255407,304679,381867,696882,1111254,2047678,3843897,9511040,17180112,31473780,76216752,175913968,226165423,440051338
180143,211089,225949,254342,295192,391077,722006,1088976,2049774,3863528,9957905,16555577,31364959,76049208,182800600,230580237,442169799
179872,212067,233124,255075,307178,365426,722012,1129041,1960585,3905129,9682993,17364961,31299315,76293867,160622132,224783151,439805467
187356,207087,226438,255407,298669,363404,731633,1161999,2111592,3979113,9402611,16956414,31414921,76307384,158821755,224998058,439829138
181211,217190,228582,256393,316814,374326,746588,1069647,2094878,5562103,9994531,17225835,31382245,76729951,186561418,225452081,440209979
183821,208888,232714,256335,305400,376808,723752,1078379,2046444,3962515,9450355,17182551,31435946,76013280,156365262,225919147,443238158
190063,210925,227149,251330,303127,380661,941254,1092888,2014693,3925526,9508144,15406755,31412085,77423796,170816080,225195999,443451697
181855,205266,227072,256100,296248,365292,951263,1075274,1970367,3926930,9453096,15574161,31402016,76133317,178850192,224921223,443672156
180346,205145,230008,253586,301898,384675,888379,1337942,1969007,4022399,9490827,15302613,31617268,76162377,160991852,224373239,442261935
188331,208430,13483540,270037,303449,372819,870831,1236209,2167453,3950900,9433689,16518908,31378464,75543890,175461344,225006584,440061791
182299,207722,247010,253367,318764,383568,903732,1171088,2111270,3907209,9463412,16876018,30719151,76219987,187862349,232109728,440040097
185264,225545,239663,252502,300215,367924,876579,1144627,2045003,3956471,9493330,16974953,30751798,76557343,172690083,224759619,446193154
190329,205887,228161,251219,305724,368333,863520,1074346,1995033,3926230,9449410,15356993,30770003,76237727,161581816,225468944,440419423
182596,218154,228989,272148,313684,367957,816102,1130776,2082093,3899713,9507722,16307426,30790541,76051145,156277532,224631509,440700084
182137,205804,235505,256327,305933,380161,782141,1114767,2092376,4018582,9882549,16704864,30774185,76013026,160867321,225009125,440428538
189345,204425,226308,252162,305634,374032,804671,1120638,2183505,3888211,9713929,16984941,30920229,76079725,170399407,224719832,439119893
181261,206495,228874,265641,306051,389508,782145,1111142,2124031,3926114,9443482,15432605,30712943,76065841,211296545,224854573,444955909
180619,202117,232381,2664285,295244,375309,828328,1112562,2027025,5671901,9999783,16197008,31504163,76022248,164197279,224664205,439964258
208265,209680,242822,254629,308149,366494,866662,1107916,1981858,3883435,9392475,16876440,30726123,81324719,161108362,224310201,438949962
187797,207026,248622,255883,299138,378328,767500,1101098,1952709,3960587,9396130,17236255,30714135,74227051,157453052,224515137,441153922
180920,208879,223615,254703,312930,385576,901974,1140080,1955728,3961922,9481320,17206120,30966574,74641230,192390363,224573700,442043971
190080,203036,228362,251630,294806,392003,808661,1131868,2081548,3937737,9729498,17318728,31256083,74246529,171123876,224490944,438418382
180075,221542,231210,256802,306330,378788,806855,1106479,2110229,5581328,9471101,16730726,31254483,74424204,161325948,224647215,439918894
179776,203947,239066,257417,313213,378269,852678,1069994,2038000,3915384,10080612,16984734,31461702,74547516,160064543,224765309,444002409
184565,206245,233595,252272,307151,389275,728833,1084868,2023382,3892162,9390969,17162675,30672962,74562838,162730785,224661429,440800333
181602,205457,222718,252389,305363,377030,792854,1075190,1959645,3898567,9423851,17048781,31196280,74822915,155228621,225301464,442658103
178446,209392,224036,257001,331390,363304,714730,1087136,1963587,3905475,9415976,16883360,30671046,74201346,157168675,224699247,438811650
186759,204734,227520,268455,305873,356988,785060,1327757,2124771,3845489,9398689,17178785,31317082,74160687,182475055,225994966,438213416
179802,200263,225557,254979,299994,369844,824971,1201967,2123036,3911683,9479653,16937901,31275913,74349641,194630752,225859250,439444762
180247,212672,248807,253988,295453,360988,740160,1168499,2052446,3837787,9477391,17290090,31221192,74195095,154846043,226503817,440602614
178388,205852,246375,256766,324805,364611,745499,1115217,2029289,3860653,9554814,16953389,31147281,73985053,161143805,224771234,434961785
178871,221115,221783,257847,292422,385052,817484,1194251,1997930,3914073,9940714,16999045,31181973,74173771,155256626,224620847,433866427
177932,204740,225707,256025,315242,392520,841859,1113141,2115920,3885834,13679178,16829595,31288619,97462632,176976968,224296571,434911522
179115,202917,232924,252160,312761,367523,779803,1113644,2194000,3829610,10166842,17322338,31291259,74283817,169081484,224517171,435695593
183484,200893,232446,253647,307299,366321,736525,1096417,2160522,3913903,9621433,16709064,31181847,74126965,155994015,224362640,439032167
180636,203753,223535,251846,300410,378807,969609,1099864,2087891,3870555,9599354,17200429,31220348,74146374,163354590,224994489,438392209
179263,207964,224816,264833,301994,393856,731606,1105600,2053562,3984930,9623467,17260984,31242004,74185933,158298908,223926686,433983915
183032,205973,233764,263402,305279,10201370,693720,1112772,2000091,5662879,9589385,17542219,31274702,74169081,154613527,224431773,435582642
182207,211068,230275,273892,309245,364465,725184,1090215,1995865,3885372,9655535,15490294,31110220,74395027,193834346,224258977,438868234
177744,203019,223477,265459,296617,364996,655075,1108782,2213786,3959917,9620784,14225260,31871066,74384622,156549275,224114142,435027028
183801,213924,231001,261050,306350,388500,720372,1078671,2139910,3899374,8336224,14148416,31347173,75857776,156675516,224322748,437975138
180646,207407,228779,259176,297239,378430,656914,1081011,2072733,3905082,9003688,16218953,30525476,76051865,154419545,224850906,437705564
178937,203918,226110,254448,320684,367642,639664,1123394,2023511,3853454,9633078,15343310,30667051,75908018,167407573,224324315,435554263
182677,206377,235205,257418,300740,378027,632364,1347131,1953478,3952201,9981402,16138650,31178425,75717861,169671540,224089467,436006480
178454,201927,231373,276974,302356,376516,664863,1153927,2018669,3839522,9596148,15936345,31254554,75725478,156375750,224688580,435820666
181142,202372,225363,253935,299021,375597,584478,1096192,3310542,3930157,9626985,14529732,31318807,75911695,180866028,224021736,433173497
180852,203501,232609,265600,320055,365229,596475,1038041,2114784,3872320,9615217,14242784,31271796,82417083,164928157,226853695,434530381
181053,217919,243746,274286,298719,365539,573748,1104242,2026038,3957778,10263125,14124386,31175713,75806322,156660317,224693425,435050929
179922,206351,243621,260442,315549,388042,623377,1103923,1948730,3955300,9866125,14161207,31288810,76053772,172299217,223967059,432824519
183435,202572,236766,257909,295877,395666,638642,1102727,1950574,3968477,10072460,16127014,31355711,76261012,193458313,224183209,435910550
181085,203991,237729,251231,319572,376285,630605,1096471,1929477,3933134,8220955,17292507,31290255,76059911,158103315,224404958,437812019
182712,206727,222304,252178,312997,379907,611147,1084216,1931319,4012943,8900080,16656294,31273960,75941752,156881214,224484862,433902695
182426,205081,225345,250368,301386,391055,620838,1103950,2177666,3924498,10011322,16757861,31244360,75946062,166057977,223902265,433228346
180751,203773,224204,248879,314436,364173,676380,1092250,2098615,3978493,10152763,17350892,31237458,76161504,170663328,224935304,432047154
180408,212026,247828,250752,315087,361631,627741,1062171,2032253,5581287,10012714,16836215,31695921,76056754,175928035,223905103,433397460
183868,204411,246767,252245,17234894,359291,634017,1096400,2008675,3889540,9835269,17255788,31325154,75415209,160071324,224272873,433605892
177299,209989,230229,252508,304714,390397,750435,1057856,1970285,3880695,9902915,16924190,31320095,76166753,158983235,224751076,433162550
182512,205439,224852,251746,331679,364967,660317,1094450,1954622,3921961,9689141,17274094,31292961,73649289,193613202,224871507,433131297
190153,203607,229794,251941,307662,359285,795278,1016612,2097693,3872599,9635650,16620238,31262321,74415973,158668588,225793728,432060784
181148,198888,233042,250664,300675,361190,783050,1082643,2103085,3907714,9925207,17042016,31154396,74379916,156619041,226067829,435825041
180178,205793,226014,253128,307123,378117,777166,1108307,2020719,3933206,10107997,17308284,31280679,108881301,159219702,224989304,435014291
197753,201307,232342,254053,297069,376347,855305,1093883,2020898,3889366,9870966,17072132,31205401,74294432,166762847,225748206,436451248
180677,203251,229674,250894,320503,366211,783024,1085150,2078422,3873981,10360234,17353188,31217151,74499856,158093067,224413101,437165137
179242,213968,222905,252053,305374,375295,769128,1352841,2226619,3961593,9781722,17145685,30678357,74107891,209581953,225677295,437363034
188615,204619,223927,250823,328712,396766,794351,1189951,2073591,3907976,9835921,16985952,30606472,74417143,169064052,225139216,437873335
177698,216293,232114,250401,306943,5335548,755715,1131664,2161905,3924816,10022555,16853941,30647920,74311312,156103086,224976896,436098047
180826,204561,232776,248865,303899,365392,833409,1073825,3157868,4040526,9830388,16785074,30469071,74241916,159951246,225021917,434723232
187030,206746,236406,246830,299254,387433,781352,1128618,1981774,5566241,9809690,15212469,30573773,75618739,157203029,225173021,435219333
181432,206897,224060,252669,301932,379694,728971,1129037,1974454,3841701,10305884,14251865,30533734,75703085,159744263,224496848,434981243
179540,205923,228902,250787,309587,377958,755423,1097892,2161314,3911042,10115322,15671374,30157038,75806317,157828653,224918887,436550096
185747,209455,232049,254611,316041,374259,724604,1098012,2082443,3877034,9861963,15275814,31397963,75671420,154340054,224244979,437631693
179882,205386,228614,250329,301696,378462,716118,1094460,2022000,3866544,9924782,15732979,30600828,75743273,158688440,224296154,438753070
180795,213411,227445,251780,309618,380559,737427,1098967,1975546,3979861,10182318,17154567,30622887,75519200,159796762,224830515,437494608
186313,206975,228948,256535,338454,376493,721028,1094197,1943647,3922799,10103395,17100274,30489512,75415908,183071597,223999263,436374638
181211,214443,222086,262257,307490,390755,708970,1177014,2038770,3884175,10092473,16764463,30388441,86064367,159006446,224694779,436371963
179504,206157,237764,261411,322303,371679,711630,1131584,2213804,3951587,10072434,16886621,31216898,75325313,166584223,223691823,436702256
188560,202056,224507,260123,303028,375442,713721,1085141,3350370,3934891,9790518,16965714,31271213,74913714,181548375,225043013,437716655
181083,206703,232733,250543,297149,359657,709496,1119680,2067919,3947341,9919029,17480759,31162075,74877098,161105538,224000663,437144585
179869,203373,229169,276775,303515,379208,734517,1123525,2008929,3893942,8265934,17111779,31222244,74640958,164687670,224157931,438062992
187239,202044,224863,258195,300146,361138,721092,1126207,2010561,3900984,8837346,16607280,31238280,74841022,187185333,224128846,434547676
178509,203106,230940,254148,310081,374558,692761,1374645,1962295,3955671,8273068,17067819,31341898,73914070,160865697,224661259,438118183
181847,211193,230526,257759,295454,376237,694295,1217705,2230357,3881037,8828893,16758975,31229301,75037643,161038458,223590400,436526468
179452,200880,224413,249276,306399,393323,752500,1169103,2113527,3880910,8269866,17192567,31267245,74957117,175989713,224725331,434767043
181331,204187,227567,249934,295249,360720,745641,1091513,2016768,3990189,9582547,17156046,32465337,74967570,180699293,226842284,439687003
186927,201546,221771,268669,453899,365059,701303,1141713,1974208,5591210,9836110,20187207,30655596,74632942,160935242,224176001,433746190
186957,201759,233894,253640,355319,385009,818161,1112734,1981742,3911819,10031207,16941024,31130913,74089609,172317843,224363424,434245336
181441,207434,231712,251913,306951,374223,755340,1135361,1981957,3953142,10005773,16751163,31175354,74952743,160344696,224407797,433401745
181455,202931,232132,250419,318247,363338,801949,1112326,2121047,3922826,10166662,17122377,31203469,74808642,161255061,224143964,434725292
189387,214123,237912,250828,304833,364147,777929,1091831,2104166,3888165,9769958,16988199,30415313,75267224,163515044,224548583,434374798
182123,199612,223936,249954,305088,375705,754924,1122658,2074142,3957061,9860907,16992452,30294639,75030296,160116714,224392321,438274636
181147,218455,229991,248438,334178,395354,1143258,1119348,2026684,3882067,10255844,16689354,30362752,74927074,160626736,226802889,439428680
178756,205419,231048,249420,307380,361731,784188,1101123,1972261,3971607,10083456,17345477,30362001,75425666,174829204,224533983,438062483
181816,201861,233494,264839,301487,369126,859662,1183428,1959534,3937975,9745461,16992758,30306028,74859690,173679063,224997404,438273924
182291,207693,222948,249239,297563,391954,805908,1094446,2137883,3894676,9903475,16618928,30223345,75009580,159573669,224129340,439908443
178457,206616,240990,249345,302175,368277,749788,1060899,2185606,4017121,10111265,16944334,30335594,75117490,181886007,224217523,440836333
180536,201327,235084,251105,305200,373482,781299,1104863,3418380,5637451,9981152,16934591,30326989,74066215,159190574,224341149,436559125
184376,202300,230973,253232,332729,371656,831646,1094721,2055166,4014936,10101851,16960349,30264454,75039140,157966780,223798616,435856037
179795,211989,226242,253761,294209,383419,750511,1103529,2032073,4025230,9930722,16733067,31408557,75010190,197588772,223803569,437555204
179856,208301,225434,256749,298231,393820,741473,1089072,2022129,5604223,9940286,17217940,30630813,75109829,162896240,224656910,436832182
179062,228664,233882,255312,299573,382176,804252,1333679,2087190,3869035,9718614,17003323,30380972,85500314,157542123,224640583,436346577
178059,205879,224909,270832,333224,2547451,816624,1192979,6122204,3951926,9845940,17209408,30475643,74921892,172878638,224091158,437939285
181486,205409,224091,246843,314548,388027,732150,1155403,2143289,5585355,9994060,17017451,30489358,74935204,163541537,224716488,437513557
176961,207831,228078,250950,302764,374451,723103,1070948,2014298,3922806,10070287,15253318,31256356,77401502,163724253,224775425,437695887
180353,202384,225763,250118,298967,371977,759042,1081237,1937481,4001599,11011755,14710985,31243026,87684988,157033828,224488069,436111604
181111,205505,223524,249485,300458,374188,787242,1094172,1941372,5514431,9813927,14125453,31250493,75296130,177921808,224136623,438598119
178484,202499,223394,247701,307852,380730,810158,1123802,2112007,3799880,9985358,14135114,31356921,75654229,156887689,224691075,438167345
178576,217353,223645,264406,306704,359724,827564,1109206,2134324,3934510,10038808,14099661,31193088,75407075,182020371,224268438,438803134
181999,203527,230916,249752,298859,379153,723764,1087633,2026225,3902298,9949787,16241361,31191503,75679781,180875635,224527563,438406320
182788,217648,230653,266771,304327,376356,819808,1109923,2019933,3859417,9859545,14110827,31218268,75714985,156871580,224494056,438519183
183948,199404,224606,248977,305272,370128,818397,1077500,1963747,3920666,9639193,16055986,31146360,75600671,164357068,223924103,438934310
182615,204519,229207,251867,325709,372593,813009,1097375,1979684,3930010,9769725,15242972,31150902,75580295,158617874,224504888,437309299
182291,205319,224923,248467,300136,366586,822926,1122607,2085815,3899753,9604577,16194984,31171479,75316424,193576718,224462130,437793160
179138,205469,226084,251950,302106,383449,1001955,1110130,2157502,3932574,9983666,15287353,31183358,75557238,186984685,224744454,438523056
182645,204478,223859,250259,298648,362958,718886,1150470,2050628,3873372,10021177,14706279,31370288,79206405,164540631,223869323,437421561
181855,202170,223812,250398,306772,363689,658682,1095906,2033214,3996575,9879789,14097854,31296550,76361032,173766609,225534924,437389101
183186,213874,235298,250790,328261,360787,651652,1131386,2042238,5585893,9661409,16086883,31224214,79256478,164598351,224427007,443138807
180576,203526,224666,258401,314984,367735,653714,1130123,3131256,3821337,9612068,17432265,31198643,79317655,164697630,224157683,437883008
182721,204658,230839,3593600,297808,384105,655613,1129710,2205249,3950122,8243205,15722215,31248264,75621062,178564916,224836889,436468233
181472,202429,223551,250466,321056,379591,664479,1407666,2096966,5641838,7186061,14148290,30450236,76062094,180085474,224522512,435052982
184012,204340,231574,255539,305524,386344,674733,1138570,2070554,3890377,9146021,16101816,30692687,75652252,156991832,224975058,435380274
181085,204025,225527,252464,308873,369432,645023,1108678,2011712,3926046,9600739,17374751,30402921,75641454,163583851,224888670,437935939
183241,206212,222083,251507,299066,375422,645347,1044221,1983383,5694290,9628578,17017149,30559124,75551251,163313442,224309219,437492577
181628,216746,226639,252994,300402,377997,643522,1098256,1970479,3932316,9797175,17539124,30525380,76301575,180118306,224292973,439371014
193431,201106,228797,250983,304267,375658,595667,1150054,1923999,3991801,9657368,17673256,30478061,76050890,166548401,225144162,437830854
183332,206946,227140,251089,310775,375724,601461,1098069,2104778,5550407,9629516,17084065,32063063,75731165,178703323,224229305,436367162
188748,204348,230609,251468,325612,355890,640594,1094743,2113521,3877524,9435681,17499142,30450612,76068644,177091567,224471858,437950109
182861,201445,225154,263085,304745,378834,661279,1122532,2074190,3984297,9599848,17186997,30465015,75547580,156655014,225029719,440723774
182716,204099,234280,258249,316532,365143,640354,1180548,2153529,5640665,9497086,17677866,30343078,75756912,165371593,224165166,439294401
182232,204715,230871,257445,315842,378567,612427,1119866,1972367,3856551,9728280,17560649,30361154,75601080,156859034,224155701,439583783
184051,207024,222981,255533,302768,375027,654802,1108597,1983507,3923536,9786719,16920672,30623244,75809914,193030242,225372047,442829697
183412,203795,230712,257371,301057,371976,646166,1129853,2100900,5517801,9516330,17258240,30447798,82528904,157577738,224301578,437638920
195483,215830,230666,249369,297656,390095,674851,1109428,2073685,3948219,9852518,17713145,30371459,75674866,161156374,224354126,437413807
180450,205355,234266,257708,308713,383056,632188,1107317,2020070,3923842,9647895,17117056,30364214,75738289,174185152,224721634,438421435
182230,213358,232832,249253,299561,376017,818658,1129432,1971078,3937480,9634564,17420006,30422446,75764036,157895393,223995152,437058795
192601,203472,222272,251773,305031,363506,779885,1387648,1956136,3905932,9615413,17259133,31200085,75800712,162610895,224322525,439327967
183803,201993,224031,248390,299012,369039,725408,1236733,2210226,4011335,9679103,17741577,31084431,75520700,197077794,225933846,439153029
180645,205779,235661,248840,305626,363390,765573,1050442,2136131,3900830,9776660,16820575,31141502,76046714,157080677,223578621,442634860
199503,207477,221546,248161,303919,366476,830374,1046144,2085124,3913233,9531527,17388696,31199364,75596807,184059304,225701940,437715215
182798,208178,227804,250224,301235,380241,794513,1128161,2047104,3958590,9627770,16756557,31199746,75650418,163782775,223906363,436616754
182484,203926,230158,247140,298455,360312,757181,1109007,1994452,3951262,9822964,17384225,30293918,75873620,211928512,224377026,434957564
197330,218037,238787,248339,305356,374097,766402,1132777,1978186,3874408,9698543,17791231,30307667,75521677,156663687,231371480,435378771
183486,202005,230325,248973,301744,362929,773125,1093081,2108253,3942512,9728814,17533754,30456053,75887453,185860587,224188878,438917292
181171,210654,224585,251148,310417,373452,914894,1109176,2110568,4086160,10002874,16732061,30410654,75695540,171654664,224598534,437208227
188623,202390,234488,250217,295798,373734,896091,1080690,4293897,3964543,9724949,17180097,30334033,75613395,174261314,224905267,439906757
179309,204611,228667,251346,301807,358217,801917,1092705,1972984,3948903,10109080,16973452,30624288,86759583,156355385,224670172,435484682
180700,206714,222738,268401,297757,376387,840531,1054344,1913916,3976017,9909870,17659023,30396141,76585132,178089420,224516442,435039946
191785,209200,224291,253240,309697,377312,844986,1110644,1865135,4044563,14185757,17532818,31159483,75847744,180216868,224920906,433535323
184476,206047,226818,251725,295451,357944,773537,1078566,2095088,5584809,9424052,16758245,31035679,75454931,166233304,224478618,434219962
181422,206222,225545,254670,302675,358440,739476,1070429,2068353,3893937,9457941,17208802,30996878,75693743,158516502,224833828,434769776
200604,212440,228031,251310,293158,393583,670756,1086957,1974028,3993064,9818583,17649347,31124507,75639509,158946997,224243057,436144887
184501,198504,226350,251520,315364,372657,767610,1104151,1888296,5679261,9732226,15833858,31130232,75736091,172851403,224645349,436152782
180382,207883,223779,249253,317020,379239,813531,1130679,1843386,3904671,9406544,14877623,31256091,75665302,158706875,224015360,439505443
194537,205415,233977,252383,303348,376438,807882,1046420,1859079,3997290,9586164,17521608,31076201,75776481,169589408,225373078,436470070
181660,207931,224559,251474,302115,389013,796171,1088523,2188266,5589847,9471920,15919892,31163986,75396549,157158765,224314571,435496651
183449,204450,248379,250056,302470,373361,835117,1310300,2061940,3876920,9477244,15434729,31180633,75702114,181171506,224193377,438276762
194482,201575,13519528,248864,302002,359612,770890,1187081,1970809,4038328,9590974,15882890,31182082,75668980,157146284,230604534,436776882
183086,211948,272497,251459,303142,363298,733861,1079195,1875117,10340765,9478206,15636514,31066712,75767331,160812775,224107928,435005038
181632,203932,232288,258381,15244533,373896,856470,1082384,1879307,7865002,9460659,15738515,31177380,76466344,157685063,224023244,439382119
194429,211548,228539,263179,323538,380214,850899,1106132,1872066,3956161,9644319,17465906,31171771,76070823,156751883,224838564,434818868
180682,204820,225334,275883,309455,373257,785522,1134470,2178400,5577897,9500205,16932038,30292967,75234778,181796465,224211834,437629177
179218,200706,232290,255937,315528,385729,784179,1100581,3338032,3864996,9917614,17240481,30479401,75302596,156959673,224226920,432379078
192023,207021,234803,258148,315819,362154,728048,1101528,2059227,3952200,9560875,17188135,31207126,75598288,171860194,224877177,432963512
181632,203278,224745,258941,307608,361257,725277,1063735,1989199,5549860,9881162,17588603,31141701,75163564,158331353,223920570,434215348
181223,205892,224728,251238,316181,375511,733094,1068737,1967699,3818708,9521067,16986821,31191761,75378887,174171989,224722539,434231279
189506,203255,230142,249758,324739,375225,839756,1062786,1969033,3943348,9905828,17273449,31196367,75169538,158049341,227074100,434534241
183360,215552,223752,258299,303020,373324,764629,1083641,2212468,5624350,9651386,17599603,31168898,75220181,171441818,225764660,434714558
181691,205607,227663,247979,310646,377919,827011,1135122,2127144,3893001,9548107,17276893,31160325,75891530,170339166,224803885,434810759
191594,210812,234758,253528,310070,385794,797904,1098758,3441038,3872175,9884064,17116439,31242249,75467116,164992986,224283318,434730764
180485,206610,232960,252444,309954,360154,850810,1100742,2047804,3909096,9428030,15709910,31212823,75372087,157831019,224923841,435260210
181943,206852,233206,251814,303363,373945,818378,1103037,1998146,3977290,9866238,15823591,31218111,75448187,158480313,224463327,436733857
190798,204938,226870,252693,308223,361701,759243,1055743,1982460,5585131,9793959,15571343,31171908,75438350,158766990,228724574,435268193
182225,204434,225674,253649,327006,1778402,751504,1408663,2208544,3880343,9824966,16228920,31089053,75284934,159807224,223853967,435735997
177750,218885,226656,265633,307498,360868,757301,1142391,3462388,3951641,9619448,15621081,31140176,75337197,165064722,224315154,435146791
185615,208191,223664,249732,308158,374750,726183,1115935,2059052,5652352,9938824,16563164,31096958,76043627,159680921,224787869,434709341
181792,2771235,240949,249779,320803,360151,751752,1052004,2067153,3829875,9509073,15809244,31152809,75784616,159879123,224364210,435618657
178858,214402,230953,248743,306049,359948,827966,1112839,2036503,3959333,9903336,15780696,30431393,75251060,174975873,224585626,436126068
190107,206391,225197,267408,305323,383632,757858,1100503,2048272,5617013,9352150,15507960,31372399,75959841,159450361,224287860,434521525
180785,203903,239396,250098,301982,380705,750524,1100217,2256433,3865017,9892121,15899504,31194867,76034832,173741961,224159683,435690971
180795,202057,224090,266186,328032,375954,828178,1080820,2126956,3904758,9447323,15679009,31217869,75503493,175442349,224224663,435325972
185892,204391,224125,266222,325798,374967,815187,1107294,1986141,5415574,9882339,15849880,31165147,75817927,165583739,224903222,434531226
178324,206658,227925,268231,316223,367537,704923,1147031,2009236,3909606,9489574,15487078,31216056,77366123,158909528,226775183,434935329
182014,206385,222969,268464,306571,392694,708369,1105400,1957865,3940067,8419697,14072580,31248205,77380812,159736294,224308511,434703075
188579,214324,239496,251178,321496,378801,745543,1101198,1942315,5574310,8681507,14116669,31197028,78242884,159364923,224007315,435585029
178355,204450,222753,251274,320023,361628,694225,1083529,2137391,3844389,8392783,15755999,31272555,77308673,198918130,224366306,433509078
178696,207006,232877,250568,307017,360108,789783,1067642,2149901,3897972,8665498,17520940,31157527,77349147,180222617,224100194,433231181
178236,204706,232874,249884,303933,372739,747074,1040302,2077686,3749444,8425242,17245763,31175701,77106457,159714245,224538762,434090025
182085,199194,223915,249557,316349,359344,783253,1077207,2044070,3771244,7127114,16834504,31218134,77096264,178384990,223917162,436273451
179932,203305,225203,251839,301225,359875,756469,1056568,2007966,5565175,7177190,16808745,31281871,77089281,160652820,225311373,435673806
182131,203323,236303,250469,308469,388927,740540,1053624,1974533,3871808,8785438,17116949,31397176,76746326,161123368,226334575,435711921
3464019,216934,231491,251322,301442,394264,920763,1087778,2119060,3944792,9518704,16767896,33474415,77169853,160992321,224717857,440011620
180303,204679,236620,266696,325801,381440,775013,1312171,2144280,3987148,9911686,17360617,31315598,79404079,169370300,224309433,434463729
183535,204952,243980,263307,312204,374037,746006,1201681,2095064,3923439,9454418,17474888,31284629,79055751,161316796,224476074,433431389
179454,203854,240314,268596,317629,390722,723229,1116017,2046196,3908343,9891287,16921909,31225174,77110307,179245991,225478148,437382781
179800,205348,231821,250149,300600,360860,695049,1138070,1973355,3984505,9428864,17042253,31148234,76791491,161835567,226388943,435384550
179825,203666,224910,248011,306990,372598,680731,2196560,1968897,3902212,9881235,17358110,31280253,76961639,161225412,225663139,435644797
181024,203238,252266,253482,303790,392468,683051,1150406,1952590,3889899,9530915,17634322,31153840,76817501,165760831,225899085,435639517
