SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192,SHIR FPGA b16384,SHIR FPGA b32768,SHIR FPGA b65536,SHIR FPGA b131072,SHIR FPGA b262144,SHIR FPGA b524288,SHIR FPGA b1048576
179492,211381,252969,249991,312230,390916,689223,1116622,2172572,3847453,9890098,17280023,31194416,76952262,161189127,226123548,435901211
182881,202736,228228,250512,301079,356872,671817,1123603,3523221,3966896,9485974,17409614,30432665,77092837,161643708,225305825,436462298
181167,211978,225610,248298,307349,363610,686921,1108245,2110035,3743305,9931038,16977651,30437713,76718644,160660650,225959786,435146718
180482,205967,225552,252534,296172,363109,693737,1087607,2061526,3817197,9460697,17038026,30374058,79891673,167361659,225611966,435290497
184095,207161,229344,249122,301943,377233,674387,1108334,2029192,3854369,9878764,16863954,30643166,75688497,161059373,225568772,435184565
179120,202528,234788,251880,342473,1807594,666495,1119562,2005433,3736907,9484820,17293178,31308151,76798911,162020748,226203939,435015212
178806,201629,225209,248801,305457,376153,687015,1187198,2216487,4980367,9858162,17463196,31452680,76748230,177072050,225571190,435023238
187406,208830,231521,251762,297146,358197,689238,1102530,2147549,3896265,9543620,17144419,31186599,76600847,199621205,225754496,434918742
180797,201855,225252,254245,302496,373581,654752,1084588,2062338,3951153,9884827,17284756,31265011,76644189,161360627,225862184,433495353
182024,208497,243175,270192,14599408,370588,762086,3086498,2037598,5812338,9478196,16714585,31361566,75720309,161038483,225566404,434582480
182905,206062,244296,268573,320576,385438,658591,1112397,1994293,3702190,9895718,17341937,31242464,76642571,161227056,225798069,435012238
181775,202116,234540,251465,302530,361251,667872,1106868,2135498,3810354,9447300,17421836,31358532,77126187,168125008,225761863,435186321
179524,205068,228755,252129,313639,361379,690858,1079634,2099190,3803059,9893486,17107594,31214290,76889243,228682702,224408445,434637416
191135,204538,248424,250387,299067,387321,653301,1354030,2052556,3867084,9476903,17253630,31212208,76996298,171568911,224403160,434996530
181314,215528,224313,266275,303256,370729,739826,1165086,1985465,5672629,9862065,17285815,31162430,76509978,161526323,224153801,435833595
180224,205635,225350,266464,293260,363059,741363,1098660,2072707,3820814,9365571,17456054,31198584,76810621,160501152,224361618,435358244
191335,205111,231267,251672,325738,377449,743967,1080550,2018935,3893428,9877995,17328647,36904555,76750546,178090761,224174388,435819803
179756,207811,227967,248948,307738,374578,743619,1112962,2170828,5666083,9443076,16850509,31199036,76926859,164513137,227108028,435971609
180925,200931,228387,248799,304385,361330,838051,1087346,3529739,3830810,9836396,15752216,30379014,76779318,186993575,224890212,435049714
196590,203165,229841,266168,299868,382366,768797,1098578,2120093,3854366,9441936,14686212,33659303,76914931,176018808,224622176,444459106
182641,204583,246041,249892,307486,363531,758479,3742196,2075471,5625265,10041601,14080534,30583854,76749208,160563594,224640252,433109573
183426,204498,241161,2537281,303774,392349,788834,1345286,1998048,3850284,9508662,14400559,30600871,76922043,157955723,224602830,435090261
191830,203052,225983,250523,308746,380720,791133,1224169,1986093,3902097,10139508,14455540,30432498,76943020,178563540,224588004,433419944
195586,209473,261243,254705,299071,360803,791217,1120864,2200843,5698518,9565774,16021122,30486070,77039911,158097302,225234260,434474567
192007,205174,241326,251802,323922,366936,757061,1099974,2118012,3907082,12072687,17237507,30340826,76793121,157602872,224278956,433873508
193696,205133,229024,270509,306510,387806,848884,1128383,2076766,3873317,9510744,17285079,31244846,77015716,158169888,224562126,433764805
179281,203466,249331,254012,302799,776963,760881,1141517,2052296,5602972,9490501,16812671,31230038,76975719,163064062,224916358,433557029
181907,203253,257313,247671,313639,417202,829261,1135621,3130219,3863771,9488632,17298693,31190655,76987842,173759586,224582085,433218486
182095,202052,223664,247635,323407,391318,769837,1157081,1958604,3899517,9637430,17400627,31121123,76692977,171199719,224931062,436946665
181140,205635,221359,248360,297913,392715,848803,1350296,2124126,5626559,9570016,17462718,31180499,76902039,194381873,226022655,433992188
178865,216738,232041,251341,307278,387139,891313,1109613,2122428,3863828,9882729,17350748,31231116,76775829,195124365,224684692,432950567
186396,205153,224125,251066,296771,374118,810089,1143887,2087856,3883427,9560298,17218689,31155072,76295497,190207680,224454295,437506495
181157,211878,224517,251426,322864,386148,748504,1240163,2044609,5692615,9911338,17576704,31213802,77097416,157639978,225578105,435839984
182402,203145,222726,252309,294552,394725,761876,1162065,2009513,3819108,9565664,17475177,31078960,77070377,166068859,224388270,435409723
182488,203078,223524,264600,302465,2292782,836787,1146438,1986894,3914026,9931513,17078346,31034034,76548876,175230877,224442050,435686006
178460,203663,231556,249840,307427,376126,717476,1077074,2113682,5627315,9529835,17089228,31343271,77082243,182349455,224844423,437218638
180994,201597,234749,249814,310120,373584,820802,1082349,2109714,3868631,9886782,17420961,31196109,76750496,199416248,224212582,437522261
183320,215873,227222,247180,293401,387149,740140,1091549,2038686,3846940,9528166,17493190,31283737,75100792,157573705,224469587,437337713
179402,203280,226530,266312,309089,375105,933275,1057892,2012151,5769908,9912123,17245312,31334073,75006198,158825043,227329034,436360860
182137,216250,225080,266722,313762,385148,731272,1105475,2037715,3772492,9511703,17159637,31228102,75108017,159160339,224859268,436365729
183677,205371,228554,248996,314172,363454,743256,1087512,3243120,3877850,9864890,17103034,31277247,75166038,158932848,224293617,436822632
180274,202105,235978,249479,299087,388085,755411,1032941,2086585,5782605,9531348,17456407,31267408,75815038,159106247,225472241,434564128
179556,207396,225271,250590,323271,378288,693368,1051247,2148728,3788395,9947154,17083872,31283162,75307625,158642221,224622045,434731647
189541,204678,230243,250323,299722,376162,713751,1027115,2086970,3910078,9573553,17557441,31323646,75397939,159310821,224141354,437306261
181502,211416,222813,249609,304878,382906,755028,1049660,2038771,3788186,9941317,17520896,31312006,75330580,166878380,231214962,434557556
179145,204790,231381,250049,305833,385975,716568,1097014,2017984,3793584,9594133,17197170,31305068,75513736,175574172,224046108,438245753
180437,215942,223578,256211,307292,374949,727890,1026182,1997643,3773796,9933370,15897229,31154221,75568165,159468941,224318898,438088241
181773,205980,223302,255191,297784,378597,750096,1019253,2147108,3815340,9503874,15870679,32336474,75788742,159807967,224591605,436773209
181135,206786,226357,259520,306745,393277,682152,1093238,2082219,3755932,9923898,15487607,30556982,75596070,189514090,224540578,438408236
182729,207657,224820,264556,306827,383300,725032,1290882,2061678,3864095,9537300,15869135,33135466,75503544,176778965,223618595,436695908
180939,207292,228151,260139,331146,363637,729594,1150180,2025413,3770915,9902118,17470092,30290360,75249641,158905632,224152251,435406004
179585,204453,235387,261371,296769,366286,754852,1111846,1999314,3870430,9757472,17315482,30299674,79377874,180104612,223963172,436243274
190468,209613,231226,254693,303521,388376,690323,1106370,2016676,3804438,9537878,17315247,30294739,75407865,166070613,224403613,434905173
179494,221094,228600,257637,298130,382823,681754,1104203,2142560,3763769,9858422,17459776,30313837,76148801,159713460,224091444,434501604
177921,205044,232400,262236,310725,365403,724461,1085771,2156463,3766005,9522823,17081528,30238119,75464187,160280997,224093293,436511553
193466,201274,237481,265575,295221,386796,747028,1078224,2080029,3875178,9924345,17260143,30227015,75618113,162400057,225265404,433864522
180967,205659,230736,255924,321054,363246,692484,1116270,2031565,3775766,9545437,17589317,30193690,75380777,159781306,224249891,436876375
182314,203225,224282,251414,297759,383330,692409,1078311,1997543,3785167,9937585,17463791,30362499,75395436,160200275,224218272,436437913
186662,203669,233093,247805,325290,379889,740605,1101809,1979415,3762289,9487706,17268335,30203761,75552659,173666607,224282204,436505219
181314,203635,242074,247814,14144526,394932,731933,1126889,2108885,3869461,9889416,16912859,30333449,75561162,168248704,224819666,438835641
176796,215061,225831,246911,311974,358754,733953,1060610,2085879,3745398,9829893,16906109,30396018,75557355,184204414,223857932,436496293
183939,201590,225693,252707,303598,377227,725001,1083642,2053932,3822581,9468623,17601235,30314258,75437832,163948770,224258506,434069242
177468,209098,230504,250713,322553,370569,686624,1075353,2081142,5772265,9951862,17516235,31271842,75557713,191394370,225740696,437744934
178967,205545,226829,247266,307904,369549,685677,1077854,3188654,3788158,9576263,17231318,30309036,75382089,163327866,224447830,434259741
186062,203209,241531,266290,302255,369022,733825,1076570,1992458,3859346,9966205,17530974,30354775,75729200,165755759,224042106,434370417
178968,207294,221537,250099,301640,9576548,695138,1045619,2177809,3760676,9568346,17420372,31240614,75265253,180444007,224126983,435213201
179682,210658,233408,250013,300789,438964,767129,1250520,3453293,3894243,9933378,16892307,31245597,75405572,162561629,224224213,436296854
180039,213520,234975,250948,307684,369378,764167,1136811,2047767,3717401,9528139,17296078,31377762,75513652,160616814,232484786,437273653
178108,200955,228342,265586,311632,380120,762519,1095632,2031448,3831196,9894121,17837506,31232489,75676620,175471405,224268703,437276403
176273,208921,226630,249787,300033,368939,749581,1081926,1941339,3833778,9519760,17155445,31275817,75152411,165304755,224272071,437121303
181695,208615,230079,249473,306254,397530,1002985,1067054,1959074,3819418,9849352,17416709,31334207,79960512,193339092,224565631,439632643
178743,204393,234164,247871,313381,363946,620210,1123544,1943449,3782882,9578030,17638176,31296760,75679973,164132911,224377787,437499320
179072,206356,225404,266594,307437,367486,577405,1063908,2055834,3839557,9877707,17691747,31239982,98702719,160471882,224959303,437151239
184945,203845,224353,252039,297427,379452,564349,1043274,3412676,3743193,9547803,17302374,31216149,75621970,192683850,224126640,437550728
179659,205388,224583,246197,308686,376813,562414,1050543,2122659,3795620,9920259,17247177,31270286,75109313,214485259,224238132,437800979
176808,223592,228940,267134,298737,365809,576909,1043972,2063122,3724107,9562837,17355979,32169318,75377081,164457765,225182129,434374454
177331,228209,224080,247199,309993,361038,557722,1082347,1981359,3791554,9859630,17464406,31205600,75042945,158290196,224446525,435165018
176818,207021,222796,249826,304420,361675,556398,1083538,2006829,3756329,9504465,17565699,31188142,75731942,217579912,224452590,433859774
179596,216965,224173,249831,299403,366706,553973,1112104,3585546,5304556,9899728,17127819,31206971,75350541,158696282,224522150,437263653
177257,205779,226500,249611,298644,374038,573310,1080686,2069259,6908462,9544351,17844876,31146753,75702052,206480009,224629578,439871426
182381,202294,230779,247237,310804,364722,562393,1103070,2106704,3594633,9941430,17551882,31267288,75511923,166299192,224397828,434522231
178913,206757,230185,249126,307969,376797,560522,1068029,2031331,3914662,9549605,16937606,31359156,75939269,156995251,224732191,435946281
179643,201337,226011,250959,302241,373913,573826,1094896,2002984,3758633,9930541,17870069,31228203,75398172,172904314,225017120,435637399
181151,202713,238556,248054,293847,374139,578297,1161840,2156490,3923060,9503304,17524176,31256034,82258139,197249806,224410028,437046682
177012,203752,232825,247829,303713,362465,585608,1138735,2125347,5621377,9908329,17677925,31299514,75542380,172979257,224217836,435839856
179082,207968,231307,248411,306772,360557,584999,2397011,2028388,3852855,9524335,17292937,31191042,75600079,157413007,224218536,436530306
180239,227375,230373,249455,314980,394654,653667,1274265,2037406,3904607,9900771,15954489,31337908,82911567,158030762,225508797,437063425
179576,226767,225148,247613,300234,362486,881960,1178325,1941067,5624441,9626037,14599173,30348742,75268194,177912717,224835089,434287473
179341,203974,241201,259583,321016,375261,586273,1217486,1977403,3916467,9985963,14784278,30242778,75604275,177697540,224406270,438321470
179389,201756,222525,258310,298586,373115,735116,1156064,2076117,3947471,9533353,16505966,30264409,75239365,181275076,224453682,435555739
179030,203456,221445,259245,309509,398504,725630,1151338,2129917,5620212,9940614,15707732,30287999,75432275,159328018,225397242,435384282
177727,203179,234019,261915,302115,363597,612409,1136065,2046839,3858018,8162813,16703395,30354487,75159841,172313069,224428761,435173294
179775,217200,229356,251383,322701,362597,625850,1115064,2056171,3915599,8930101,15645067,30428851,75802354,190401786,224020293,435550332
180694,201051,225201,269792,313618,357598,640145,1132179,1973232,5636588,8313259,15967203,30358707,75373180,173866416,224250643,433575662
181787,210153,223012,251257,303853,362322,669787,1228395,1987642,3811187,8767083,15647904,30317915,75562745,157988055,224125042,434360858
186208,205910,221784,249094,303498,384453,661455,1407164,2087282,3915614,11336295,15596006,30398644,74987868,157193707,230245020,435513678
178271,202611,229102,255760,309090,358723,720718,1139878,2111375,5701916,8929125,15750724,30189238,75683462,173863764,224689301,434060954
181118,202041,223709,274759,314983,372223,701120,1140971,2040776,3774029,9536001,16294098,31301064,75458117,192596497,224599057,433246939
186730,203518,224934,259055,309474,374820,741503,1094529,2007428,3913970,10012097,15673149,31247805,77005463,160988291,225236605,431768944
182256,214303,225616,251792,302146,375407,726759,1102399,1969925,5726501,9649122,15849135,31150072,76653341,157676583,224390567,434241989
178353,204895,224453,268029,315888,376151,721076,1117906,1947159,3819169,9932743,15298640,31506009,80494459,158247364,224357541,435401347
193867,210133,240938,257249,291695,371924,743371,1096452,2079333,3901797,9563863,16493924,30445130,76565667,164569609,225728141,435278292
177836,204027,223365,251324,301287,373131,734097,1121465,2125078,3861480,10034080,15803042,31074043,76956321,157955458,225987395,435993015
181995,208688,223294,247138,309925,3891416,747613,1116684,2020405,3947201,9827637,14819982,31199664,76776465,157478075,225663940,437543122
184111,202237,226919,251134,319936,704506,758461,1320835,2008198,3890099,9484832,16296184,31185751,76192927,158196557,225526855,436191840
178842,201113,223858,249290,303487,403190,829645,1194221,1993311,3913353,9709702,16909818,31014035,76872266,195273613,228994288,436030024
179268,205072,226823,248023,302442,378171,764547,1190976,2040612,3896784,10041162,17617268,31114887,77406879,170082330,226275077,435628686
186030,199913,221374,250166,293538,374348,769949,1181544,2092347,3907565,9700617,17728637,31196263,77012246,171751871,232735372,435481382
180722,240229,226180,249294,304174,395558,759234,1168161,3391004,3856563,10010640,17523700,31166826,77247165,157931347,226067427,435386398
180838,219117,229656,249272,316167,369555,717633,1131550,2074454,3892292,9616674,21431353,31025060,77040157,157421965,225996487,434351427
186322,210665,221906,252751,311280,372079,748273,1120996,2024902,3909625,9996177,16955243,31170289,77110386,211104970,225874047,432891597
180517,207146,225724,252127,298994,367861,717378,1120207,1971972,3941341,9570271,16754503,31190634,77344934,199545963,225827662,436995242
178752,205405,223997,256526,307674,377013,709086,1164131,1998353,3911359,10058628,17324790,31206415,76865801,157337443,225198567,433940176
179762,204822,224080,247870,301692,373185,691621,2057716,2068464,3971187,9560594,17560157,31189787,76658407,199412075,226608159,435525182
180815,201182,234772,253909,309839,364784,671478,1131771,2096942,3869314,9738837,17099396,31575067,97295608,170653424,225708231,433491480
179222,205902,222789,250876,302602,384864,675034,1147331,1989046,3931813,9974901,17494503,31271229,76684780,179003313,225571885,434558458
185667,204518,226450,266242,303579,366400,661657,1144279,1978471,5677133,9729602,17343542,31274410,77242868,198773532,225740179,433092607
181603,215942,235009,249122,292999,364211,736758,1163950,1932813,3894593,9596923,17563640,31057208,76879052,192392013,225338926,434982282
179384,205399,227035,249747,303270,374585,695854,1145823,1975333,3925247,9938337,17329883,31076857,77222141,165558562,225703531,435374045
181390,201180,229483,249790,301839,376205,737334,1130627,2171776,4992504,9579310,17240272,31188471,76489311,162017677,226324884,435802693
180367,204617,226002,259851,299216,361749,714175,1367545,3376919,3810411,9924750,17364775,31274687,77044155,186860654,226185745,445950014
181238,203123,10634871,3383847,296812,358535,733498,1216310,2081264,3881039,9592998,17567928,31116867,76734559,179476318,225662227,436360869
179893,204262,231673,253640,303336,359895,689329,1159750,2043102,4900482,9975350,17070064,31162273,77607668,158820732,228860250,437809724
181321,206771,240198,252044,322846,363871,684898,1148464,1963489,3796457,9552815,17267757,31119305,75729264,157546687,225175914,438126067
180263,211938,224468,248634,308240,363242,723568,1153850,1956215,3890933,10187002,17571815,31205356,77146430,195755889,225734704,438355057
182176,203073,229486,248019,297953,363282,3243132,1134910,2180125,4921671,9551889,17550317,31241037,76751384,172235498,226087440,435866201
181858,203468,231010,246476,303621,378787,700571,1128994,2108514,3779839,9553762,17339418,31212148,76878176,164233518,225545282,435044713
178770,207418,232769,248698,298459,367984,689776,1129000,2034041,3852820,9743124,17018576,31200806,76740017,159162066,226171670,438396449
179610,201812,226245,252793,315606,364511,737816,1111038,2020116,3779280,10012833,17250313,30291670,95131731,159969737,226047508,436817650
183420,207794,227656,269860,298427,378356,679969,1131714,1971090,3782181,9737019,17338353,30448298,76788798,159649085,225724475,437855303
186423,202023,226259,248915,323440,382210,664482,1151425,1928134,4895104,9652817,16005266,30331174,77194744,222324757,226405604,437240337
179935,215026,232468,251604,314110,361088,669312,1139348,2042122,3840724,10067194,16370272,30341208,76465925,173207177,227753276,434868098
181492,204469,222823,251919,306788,361903,734649,1098530,3324296,3876492,9840369,15427524,30410376,77044540,159588430,225871892,436610018
180717,213227,229197,248722,318925,364937,727845,1126600,2058759,3828266,9544545,15982152,30325819,76974446,161350581,225588706,435169676
179820,206715,230256,249881,302017,359821,705523,1118735,1979996,3887675,9717606,15697486,30298760,76989470,226645423,227849214,434727566
182571,203534,227282,258607,296046,359635,701981,1070614,1963226,4884161,9555406,14710348,30377351,76820316,195148801,225195743,436959123
179517,202992,226570,277513,16139146,376985,730252,1144023,1939871,3893783,9931485,14138308,30345773,77467691,189270030,225266414,436182729
179792,203229,221008,267138,317244,373124,693501,1089262,2081803,3891603,9395776,16098587,30411726,75797391,171226817,224950540,435617704
179372,215250,224094,249941,306771,377698,701938,1095704,2053381,5676313,9984521,15893487,30456740,77101105,157434669,225602686,436683435
179460,203779,233796,266545,301554,365393,736617,1100139,1998756,3899650,9562068,14829544,30315621,76712662,157661100,226072436,433563046
176705,214578,223883,250771,303120,362649,667709,1341040,2018237,3837527,9947595,14202332,30378239,77453909,157245988,225548864,436264288
190321,203850,229166,249248,309455,381611,664082,1238332,1965373,3897071,9594194,15800913,30418036,76988069,168434229,225377019,442778079
179307,204928,228607,251291,311814,362902,692239,1191509,1945955,3862027,9955583,15583051,30483464,95866134,178214007,225372603,435954107
177651,202189,224714,249381,298341,385979,706478,1154282,1909088,5990504,9529948,16613294,30432839,78373185,158858425,225660525,435976631
185677,210642,223361,256335,303663,369414,731457,1121058,2087369,3856597,9987892,15638287,30280181,80712314,161181214,225434286,434942452
179880,207713,223914,259398,298946,368147,673260,1139397,2091739,3891282,9633605,15865910,30334796,80362560,179474981,225112005,433772693
180301,204081,225967,262000,329535,374281,756312,1129903,2024322,3827202,9978713,17295675,30256691,75715352,184073425,225920992,433559031
185619,215589,236557,255351,295816,373675,904747,1138415,2001904,3936321,9606648,17546196,31317729,76086050,157707702,229812567,440374487
176878,202042,225331,260408,302105,379643,683081,1104772,1965208,5676264,9920281,17087826,31353696,75820476,170413325,225781917,433379302
178030,205737,232463,260339,300668,361776,603693,3159047,1932492,3853605,9601200,17252926,31223470,75947891,185392268,226155749,434116664
187703,204313,224416,252812,303049,377010,669726,1257233,2181011,3940446,10006498,17364585,31364786,75204818,168144132,226209867,433599420
178956,203618,226552,252554,303663,389378,657176,1168469,2083261,5667542,9516954,17390824,31254395,75490049,158066094,226480805,434887521
176495,207306,233187,247305,306588,364116,654482,1191221,2019809,3842600,9932829,17374749,31217234,75300481,186235043,226172023,434434071
187669,203994,224063,250087,290924,371421,651312,1149739,2009971,3895494,8110913,17382678,31257019,74502353,166211839,226047473,434105310
180957,232892,227745,248119,305677,383212,651506,1143109,2012465,3829081,7170745,17334108,31277010,75307153,238489369,225680571,432373902
177422,209863,225876,251062,304795,362329,661067,1127623,2088482,3957585,7065602,17499832,31159587,75621066,162561374,226042275,434597195
188853,210633,223457,270008,303902,375635,690396,1132327,2106519,5707906,7123981,17335023,31366140,73717413,173487449,226230953,434270057
180136,204252,228212,268398,296244,370490,645054,1285349,2030166,3800553,7058842,16814823,31176496,74990882,169546713,225863965,434357920
177307,201811,223390,252007,327407,360170,691475,1184157,2051728,3922112,8657502,17262109,31340545,75039756,194109190,225428158,433009273
188539,209443,222467,248041,310343,360533,706009,1215369,3047099,6233971,8411830,17505635,31221800,75226232,182377392,225283720,434560193
179311,212371,241850,252322,311642,361763,743028,1159634,1908385,4049534,8723017,17687954,31266320,75417010,179272051,225269389,432969453
177694,215299,223479,264631,297857,370635,736142,1154782,2173565,4075418,8351629,17043678,31213478,74446272,212484259,226274326,434463742
184652,206009,230735,249701,303053,381504,758637,1147630,3503769,5658055,8638475,17044306,31416485,75281783,158311812,225168684,432977798
179787,210076,228067,250815,295297,376745,757813,1129713,2030404,3901909,8378015,16971230,31299105,74940021,160832543,225669245,433082511
177969,200755,227592,249709,328653,10126529,783470,1135598,2050683,3998836,8593137,17737243,31295334,74183287,171485087,225503735,432548239
179421,202197,226891,245890,298583,386897,711869,1136398,1982347,5671577,8422757,17571148,31371749,74941309,163090822,226200031,432078633
179788,202847,222653,249020,301022,377388,789676,1167210,1949508,3940966,8709444,17147773,31262859,75301445,162359108,225752005,433185750
178276,205519,223338,247974,296732,387281,821269,1141787,2170518,4916098,10275332,17543002,31239565,75215508,156667509,225970925,434159840
180665,199124,231310,250628,332692,372639,776771,1177791,2110483,5724136,9631229,17083522,31512570,75172667,156883657,225809147,433860833
214654,200423,225904,249845,305652,374444,771405,1077476,2000755,3831103,10378296,17290746,31634987,75375943,156955000,225473782,433674546
207011,207098,249882,246058,302460,369085,884321,1063744,1984875,3945148,10518915,17641800,30249177,74834626,157012772,226435283,432378057
197518,208117,243631,265638,297553,377352,710679,1101369,1951117,5793246,9756712,17280029,30234252,75000962,157987099,225394019,432410033
191040,200235,222969,248701,299830,368492,703101,1130707,1974750,3967950,9576175,15540627,30102812,74196759,171355227,230614402,433080513
190320,202295,225350,249096,302592,370850,752065,1072480,2111609,4163987,9937939,14406935,30189598,74981306,201505946,232727507,435422722
192346,200794,227213,249922,311644,363892,669976,1093487,2092804,5763961,9630674,15210327,30224516,75037794,180692755,225627187,434311141
188360,203522,226323,268998,313392,374050,708178,1077343,1989413,3850549,9881630,15676545,30192059,74218192,177143652,226158966,435160623
190887,201971,231679,248397,302089,377550,696135,1246957,2005199,3959517,9719717,15463938,30128755,75016090,157956648,226006661,434702318
192733,211303,230532,248558,349962,382343,694004,1173319,1950887,5707252,9878104,17091894,31186404,75141406,183812599,226107922,435083490
190411,200768,224044,251637,327963,472109,682130,1125658,1960347,3864938,9772120,15549045,31183987,75237534,163482214,225612155,435590223
197207,203811,229285,249914,303607,360720,727283,1083292,2068352,5471655,9684550,15696464,31335035,74946872,232555152,226961587,435543470
192954,204173,227827,252651,310162,377996,738122,1150809,3323755,3954602,9634833,15469613,31106682,75652055,168696473,225855088,438208129
190890,200440,231739,249822,300010,385607,682482,1111552,2005606,3897658,9782288,16065240,31502607,74854174,158141081,226383979,435542632
202927,205360,240049,249192,307731,363610,736609,1046392,1999338,3850889,9859384,17488445,31223305,75352257,170529720,230927519,435455176
191492,202685,227287,248792,326128,362122,703551,1081642,1943809,3866148,9980398,17173187,31150237,75447802,180484098,226388557,439598292
190574,211099,239845,251522,304128,360903,675149,1044610,1929991,3797118,9638342,16762289,31181654,75334996,157921178,225629607,435122948
189433,204238,221653,275979,291848,371126,712823,1064705,2093438,3882163,9923207,17156698,31070117,75186036,177449831,227920218,437495585
191501,211348,225855,254662,303415,375537,702689,1067420,2108179,4136192,9659861,17251094,31055506,75539379,196340361,225857514,434923245
186843,204010,230052,266522,296493,365035,698879,1064117,2058737,5650489,9933344,17316210,31145644,75065800,170671525,225997867,436363326
191909,207305,225469,252070,314286,378847,730150,1088951,2006820,5534804,9621706,17271481,31086198,75416702,158391881,226718309,446992020
189340,202439,221632,264076,318730,375222,896699,1083078,1975685,3956537,9951284,17277107,31031874,75222817,168669552,225606293,435373248
195644,199463,223936,247061,297775,359795,695094,1060068,1940097,5751407,9659331,17200836,31135288,75227511,165300900,226559686,435454959
190700,209148,222518,246060,294138,379456,682580,1075665,2105762,3893047,9902805,16729858,31071072,75311712,173051879,227704918,436232174
191384,202149,231413,257106,319403,372031,687764,1066932,2097128,4270454,9650042,17211045,31051165,75242953,157972640,225831022,435893508
201644,210270,223380,258302,305274,377874,708847,1069008,3297332,5688735,9996969,17356160,31118394,75102533,161004618,225679715,435209499
190918,205895,222635,258629,303327,363101,715595,1095968,1975260,3884653,9810748,17327872,31682755,75138542,173805228,226011410,435633677
187682,200379,224021,260061,312467,373120,691737,1261103,1961058,3906920,9677848,16942105,31316102,75078039,165632841,225531071,434946584
196223,201931,225389,273148,307014,369605,673266,1157266,1949877,5728309,9984868,17172106,30214762,75391767,163618758,225993081,433127026
189685,199092,237866,259147,299658,366740,771112,1115524,2035678,3880628,9642204,16996189,30176210,75727356,170860219,228980791,433716017
189728,220357,234377,261909,317944,358755,731533,1094246,3327196,3967982,9746539,16974453,30237004,76807276,173713322,225393134,432732021
194619,206169,223537,259837,297800,366849,686938,1135386,2068240,5757548,9598106,15342596,30260619,75274266,163120620,224768310,439188827
191166,206741,232533,252767,302306,369531,709732,1112378,2025042,3894404,9984477,14581001,30367570,75132431,177358014,224784647,434734612
192302,202947,227920,260171,295044,366157,734225,1075665,1940434,4007440,9634315,16808492,30169008,75026239,203916104,224438102,433540164
193309,206920,237239,249115,317409,378259,714340,1061576,1913144,5775215,9915817,14150301,30205612,75328092,158487049,224605933,435077440
190538,204884,224627,247251,313883,376104,788294,1077389,2158839,4710444,9644460,14111874,30227801,75348761,176875855,224313911,435567394
208445,202465,222765,251803,305189,360107,713951,1091961,2096818,3911852,9883355,14089252,31292705,75644047,183876590,225338114,434917332
190103,203032,233117,249153,316677,358984,718088,1076698,1963571,3922335,9660200,16379650,30204463,75599050,163816057,224973044,435355124
191563,203513,224595,251454,306451,366181,723665,1095517,1959115,3855016,9942263,15332747,30209365,75098239,178335465,224977054,434414707
192559,212910,226822,247531,303140,365719,726566,1074861,1928884,3886318,9662840,16458422,30326755,75348475,168655553,228055367,435590037
188698,207140,228657,267740,304128,360174,710680,1070518,2028832,3928654,9877689,16867229,30277174,75298669,176398566,225029487,434560327
187895,202416,226714,249372,311913,380137,760213,3274917,2094868,3875671,9584065,17321552,30255225,75702057,212922772,225821467,434120620
192696,201773,225259,248271,305868,360309,718471,1174565,2103593,3922519,9657734,16866286,30277793,75266764,158205009,224917010,434825317
188209,202971,222607,246747,301945,362162,754300,1281788,1990843,3875619,9701691,16798498,30255065,81298316,185497711,224908685,435028024
194067,203419,225281,249580,317512,379819,836757,1145864,2033259,3941839,9943568,16844153,30338798,85763711,171145371,224965291,434746188
189303,207962,234252,251438,294456,360564,1031355,1086322,1945438,5810474,9629054,17225048,30259299,76851185,175783781,225603824,439091749
191171,212892,239373,249794,305682,365748,744948,1088145,1979427,3935737,9933167,17445184,30301204,76228652,171153472,225159764,434647355
196796,202827,238116,252201,291099,382078,752471,1046299,1984830,7533472,9667821,17204038,30279159,76812251,187285623,225060501,435162236
191093,201755,239203,250576,310728,362017,743733,1235629,2066487,3867968,9890616,16723912,30264293,76682469,158647777,226716226,434998509
190316,205233,224072,267491,307224,367009,707553,1082155,2058401,13731823,9645576,17395450,31256978,76798839,191519318,226198698,434275796
192484,199875,225567,253475,306771,365358,713068,1085086,2006695,3806461,9940949,16830563,31286217,76669697,163504474,225668998,434853267
188427,203560,225144,249468,315087,362914,699467,1081852,2038236,3841784,9626824,17279836,31172528,76803486,158117855,226088610,439927358
188775,202587,222717,3291278,298997,372511,751071,1080058,1995274,3817788,9912034,16945240,31323047,76449389,170318652,225619570,434623457
192243,212923,230679,253314,320587,362210,709284,1070843,3083480,3780357,9600679,17212363,35954517,76562750,169699976,225493096,435791537
190514,203570,223134,250165,318250,365991,752820,1030431,2173583,3762281,9925293,16824413,31809394,77143538,183968747,225614148,440326475
195671,211822,232994,250213,298064,8752662,732651,1069006,2131192,7028040,9646517,17249326,31155856,76633136,183929624,224849347,434804905
192850,207446,243866,250020,306783,375252,869675,1040054,2004927,3767180,9991266,17190946,31180844,76826169,208594863,225033392,434632112
