b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
18497,12176,13661,13872,14532,13474,12164,15538,29982,33841,40561,36182,43070,35233,43600,50907,64418
14911,12255,13800,13833,29341,12059,12189,17205,32261,30909,40778,33676,44281,35222,34333,41863,44835
15152,12142,14214,14215,16448,12017,12332,18086,33008,32153,40273,33609,43794,36509,37205,51168,49933
14542,12293,13406,13710,14631,12028,11869,28463,28898,32216,41070,32655,46887,35724,34611,41425,90413
14769,12087,14299,14129,15594,14859,12235,20079,30604,33644,41850,36594,44152,38657,35955,45236,56491
14594,12325,13429,15294,15838,12170,14051,16456,33987,31285,40825,34254,86336,35704,36009,40347,50597
14896,11927,13013,14080,15629,13285,13563,14614,29502,32486,42057,36132,44814,35773,35097,45580,94239
15080,12342,13111,13766,16201,12915,13884,13806,30382,32870,41448,62249,42966,36368,35074,53987,46971
15030,12341,14191,14173,15887,13031,15986,13491,39281,30401,40332,36010,44237,36206,36252,42706,49610
14764,12301,13046,14628,15434,12039,31875,14909,29894,33988,42572,36143,46673,37803,36814,269685,85496
15046,12026,14603,14306,14530,11990,19544,13797,36870,31626,41187,35936,43601,36419,34527,43076,53765
14797,12190,13388,13620,18146,13094,14761,14102,33931,30791,41173,34932,42747,37085,37038,46684,51743
15170,12182,14387,13738,14764,12302,12918,13034,30629,31399,42386,34978,43965,71668,40836,90736,53888
15043,12213,14484,13852,12717,13270,13083,12911,29532,30457,51995,34454,45374,41663,43258,47892,47224
15137,12572,13349,13959,12822,15233,12641,13796,38400,32166,41808,37262,44718,37313,35331,62229,52537
15104,12351,14435,14138,12322,15226,12646,13637,32530,31630,41520,36595,43185,35583,35072,41850,89076
14960,12350,13189,13571,12436,15112,12557,14113,30282,31662,40858,36586,45144,39193,35958,51061,46009
14310,11926,14581,13770,12348,15068,12425,13695,31947,30217,41942,34129,46241,36435,36100,40548,52764
14947,12152,13311,13830,12576,15222,12618,13642,30443,31538,40591,36258,58177,36207,36058,48012,86362
14531,12161,13065,14070,12979,15478,12701,13171,30180,31895,41824,35389,44745,36264,36051,40855,54183
15615,12484,22891,13580,13065,15505,12228,13149,28092,32866,42109,37108,43015,35624,34614,48050,61634
14978,12088,12885,17844,12985,15133,12527,13557,29367,32210,38575,34860,49814,35030,37310,91701,50282
15279,12571,14415,13970,12598,15721,12315,13814,27402,30002,41767,36017,44306,35853,36296,45569,40556
14876,12140,13310,15702,12885,15641,12754,26930,28195,30694,40737,37171,43980,34717,46945,92397,85195
15124,12207,12945,14715,12702,15125,12760,23503,32728,29862,40265,36317,43416,35311,49230,39581,363721
14990,12197,13301,14592,12290,15473,12423,19538,32157,31073,40284,35005,44286,37584,36039,50134,57921
23340,12167,14135,15747,12843,15208,12500,20001,31427,30959,41950,37393,45608,37143,34484,42176,51033
15130,12138,14679,15359,12908,14581,12597,18457,28987,31169,40892,37644,44879,80526,36951,46884,40056
14633,11861,13164,15140,12534,14780,12592,17966,28323,27260,40907,38473,42903,40561,35937,41606,37526
15012,11991,14510,13827,12356,15022,12889,17822,29323,33831,40766,36096,44209,33866,33182,45729,46272
14938,12004,13105,14190,12363,14701,12790,17108,39103,29819,41687,36975,44274,35698,34295,88559,89745
15118,11827,20805,15047,12718,14750,12517,18115,32515,31414,40716,35295,44696,35380,35487,46329,49429
15325,11765,14640,15394,12614,17021,12847,18559,32033,33166,43576,45334,64492,36102,34076,48817,82379
15274,11826,13312,22517,12855,18356,12285,16938,31164,32011,40654,46998,58277,35623,35830,41982,53711
15506,11840,14984,12237,12539,15819,13061,27481,32268,32141,41023,52122,45763,35019,37241,48572,60361
15357,11675,13226,12100,12600,15319,12666,14360,30945,41793,39754,35788,45386,36887,34956,39229,46943
14908,11798,13418,11899,12413,15345,12613,14385,59307,31612,41784,34600,89352,35778,36826,48618,61057
15619,11776,14799,12052,12518,15205,12566,14495,27944,30199,39383,36202,44195,35143,41011,41907,45997
