SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096
201216,236383,308138,360116,476583,725770,1419221,2384874,13817187
202426,236783,304029,357957,478080,726978,1424275,2362710,4399393
206038,240637,309220,357336,475655,730297,18972835,2344362,4403699
202539,235672,311474,373096,500436,724132,1423163,2333698,4366290
198546,237015,319513,351881,488536,724500,1451972,2353996,4781361
202480,239127,301195,349693,471256,711517,1405295,2338298,5446568
202361,246555,304889,350100,489086,718625,1431451,2356867,4520385
204210,245149,312880,348186,475834,730592,1430533,2344360,4421211
199276,236755,307502,352749,475608,713942,1410279,2345003,4419940
198417,246700,300075,349787,477676,737725,1421388,2351968,4439946
215420,236129,315745,353044,490139,740661,1427543,2370658,4669336
200414,244302,3462167,343544,479409,718994,1448418,2564720,4531065
200242,237706,298278,349562,483962,721587,1405037,2394652,4498478
200646,243848,312882,373632,488590,722914,1423526,2388039,4400715
201979,234242,300826,351471,479695,734303,1422117,2345201,4420114
206513,241633,305630,359509,478661,722222,1443280,2339557,4386942
207218,245828,297169,359126,476614,711897,1426538,2351133,7054126
197739,242764,304163,360811,481267,735565,1400859,2344924,4682872
211063,231260,303884,347513,494138,717014,1425092,2367161,4501760
199337,239772,303980,354233,483873,718786,1433804,2332909,4478378
201417,240929,307673,348971,485351,713399,1430895,2415511,4452841
197922,240032,298887,349824,476860,728159,1437204,2335218,4473226
200997,238242,314503,347623,478142,712197,1392919,2360740,4730951
198637,236494,303234,347329,495459,719612,1381800,2339176,4530204
204724,235144,301037,354814,481730,718510,1406566,2367986,4458624
203699,237242,303110,349387,485953,721982,1404336,2360938,4460699
211162,234848,309477,348727,479526,713822,1406106,2369300,4411942
200917,236710,304576,349578,478693,744382,1386678,2347370,4387379
200711,247279,307523,347918,478859,719626,1407288,2365092,4383348
201673,244648,301277,356947,475066,740664,1429634,2338231,4688868
198364,247574,307401,349045,476729,735926,1482740,2602691,4548666
203070,242792,326340,354535,481803,715314,5061594,2410463,13570821
199927,265852,315991,362851,477814,722728,1428313,2346278,4436320
197866,256148,307567,354140,483309,20225243,1417974,2361340,4455062
206860,235224,299379,360432,476823,722662,1450241,2340502,15401509
201059,238426,303694,357635,481104,726424,1421465,2352054,4651105
200034,233271,304849,346111,473592,722975,1433267,2344680,4477448
200767,232416,310042,353691,479133,719705,1457915,2335453,4427762
199511,235402,302425,342769,487842,718016,1442197,2349455,4510045
208620,233945,305417,343074,473134,724450,1422489,2326090,5253471
199227,235098,305004,353835,479747,719911,1418980,2339542,4410362
198298,234925,298595,346883,489093,712537,1377108,2346702,4608744
214745,238510,304781,349422,1307709,750124,1398156,2317527,4782842
203959,236174,296064,352716,480678,742884,1416577,2334918,4440196
198993,237452,303200,354406,480037,715247,1373893,2354253,4513384
198820,242005,304265,344700,472858,741373,1382308,2389398,8594072
196727,234127,302528,353963,486879,725685,1398250,2530576,11271934
212310,241047,309287,355912,477246,730170,1373679,2391716,4460020
199773,233766,302295,355030,480928,750665,1373839,2382488,4746341
196938,252774,301000,350460,478432,720545,1388077,2370432,4476913
208791,233033,303748,361244,483901,717945,1375219,2379803,4463837
201940,247148,314653,351277,487802,726643,1369582,2363391,4405892
197832,238324,305424,362583,477882,721773,1396063,2363051,4411697
203765,250778,298967,348413,483834,734346,1582269,2370673,4767528
200783,243779,308743,350634,474569,721089,2633167,2328405,4489276
206367,245077,297629,345516,477604,717694,1445338,2335234,4426945
202924,231091,314815,348233,475345,716924,1343675,2337668,4388295
200670,239714,296861,345877,482250,720694,1378258,28008944,4359974
206404,234836,336840,349521,478999,718301,1452836,2422537,4399977
202251,237569,300196,347675,479975,716434,1422675,2392332,4413534
203427,235463,311452,350735,480404,722808,1417159,2365466,4652164
203353,234481,316004,346709,474545,719355,1399658,2389277,4472777
200251,232175,303344,347566,494894,718458,1396431,2361741,4448802
208519,1626980,304126,349325,476759,715111,1401011,2348050,4467967
204743,236747,307100,351642,485906,727491,1422387,2425757,4429614
197914,234378,307488,2487585,485288,732544,17709049,2475956,4439198
209113,235209,315848,368498,499355,723425,2511987,2592141,4571899
202919,235235,305715,353226,482802,21767713,1447860,2514012,4565056
204853,235056,309487,352185,472557,721940,1450170,2486355,4418442
202090,233935,302463,367359,480158,716320,1421377,2423579,4395910
204134,234977,298061,351598,483451,743307,1401297,2416722,4383230
205178,244630,307730,344465,489033,737678,1390862,2397488,4399778
204434,232106,307762,348873,488370,738913,1418193,2379124,4668832
200808,237096,316735,349665,473544,751178,1408750,2380542,4470049
209130,242920,305098,348698,473915,722486,1417428,2411958,4410565
209760,252543,301410,350570,477186,725003,11783920,2418727,4447994
197133,233347,304741,349954,478517,720543,1400802,2384482,11753570
203351,246182,300020,358683,479792,720001,1400306,2435426,4408887
200972,233559,300230,362615,511973,722612,1412777,2416229,4384298
213224,243847,303305,360548,488486,725487,1418633,2402806,4632346
199623,238042,328856,356391,481169,715680,1399317,2407033,4451211
200660,236221,309047,364697,480473,721208,1426104,2472721,4468115
213233,234400,306736,354221,476701,746679,1420701,2443786,5312416
200802,237383,300668,347196,479435,715690,1407981,2620902,4438822
202689,234499,297441,350280,473573,718075,1386362,2399851,4622417
218251,235701,309247,347143,474814,724049,1427070,21246060,4462524
213121,233245,304380,352104,487184,714875,15565247,2377412,4419204
210600,234379,301267,346102,496621,719594,1470005,2411161,4442315
198931,230748,299651,350763,478749,724688,1413967,2358015,4357419
199663,239820,314467,354499,470474,715287,1435213,2437714,4363213
204024,239416,309335,346593,479031,741517,1385850,2454436,4356203
201179,234512,304400,351366,478392,714076,1393575,2364118,4626728
199033,250596,298678,359781,476732,717093,1423579,17135987,4456985
201440,237059,316033,356884,503401,734950,1397292,2419435,4454602
197299,240285,308659,349035,487328,727026,1420398,2390495,4407516
200108,232807,308307,351333,2686599,718939,1475543,2378991,4421688
198468,240650,304709,360225,503952,741268,1390643,2381966,4345821
197364,237080,300257,360083,484315,742069,17486340,2392108,4621708
208216,247453,307718,350459,488536,715644,1406637,28212683,4475895
220672,234174,304788,347286,478490,738707,1418598,2457179,4465134
215413,244673,309980,347625,485474,737309,1402600,2427588,4386335
203898,238768,298117,347989,479299,714712,1409403,2415169,4389154
201658,239353,305673,349978,477795,723351,1416117,2566006,4338341
213920,237036,310935,351800,484560,745134,1405475,2646709,4658885
199259,234664,301083,353449,483611,720244,1387572,2395626,4444662
203745,235065,309553,348261,474121,749765,1396011,2504974,4406228
202229,236777,307513,350188,494467,719474,1385821,2457996,4365698
206863,236015,304466,353587,476529,11811408,1409058,2416517,4393150
209302,238908,302767,345576,496892,723791,16785552,6416220,4391842
204271,238972,308647,349361,482091,740228,1396308,2633367,4367696
200485,238890,307752,358479,488975,718894,1396312,2374140,4643747
213357,233205,297942,353772,478616,738773,1389888,2384387,4481061
203575,240108,303584,377217,493597,714627,1373641,2381880,4415732
202128,247573,305819,358549,510252,719272,1383356,2360423,4418929
203026,231921,308658,345613,498919,716221,1383348,2351358,4443113
200819,248609,306494,349908,478908,718895,1411730,14964654,5581686
202499,235611,303073,349771,497217,717623,1390688,2350244,4516593
199577,242482,313471,351977,481075,725573,1386052,2325265,4450040
198203,245015,312493,350303,485816,715871,1395431,2329002,4423918
212131,248652,314311,353632,488268,734667,1344443,2356941,4389643
199579,232334,306612,346878,478123,733172,1397811,2332621,4404240
200910,237968,308061,349702,485777,714075,1397639,2579169,4402747
201440,243397,306147,347693,480010,733742,1388812,28095705,4638756
205458,245242,303301,345864,479402,719098,1375931,2446249,4443999
199041,234292,311810,353911,475774,720256,1395379,2421887,4450542
201662,237487,303749,357615,485990,714797,1391646,2391258,4422392
559704,236781,307347,351322,478369,718446,1386478,2395387,4381147
207696,236146,300900,350806,482618,712208,1386205,2407750,4387775
197631,235552,302460,362278,478064,717094,1365163,2368332,4632825
202920,236320,312447,356800,480460,721437,1387453,2437507,4454380
199537,234237,300026,359821,476285,717827,1572046,2475184,4394565
207034,237558,301416,346789,499460,714342,1467319,2474540,4371761
197506,245867,300782,350855,487585,738669,1378242,2450292,4377422
196838,239067,316705,350780,481504,734740,1370363,2424501,4433673
210658,251579,5159262,353220,477264,737502,1380837,2375373,5426406
201037,236356,300713,349480,474575,722895,1356110,2363423,4568141
200119,249724,306315,346698,482094,713904,1378667,2350320,4448835
203705,231185,318480,368310,480932,714337,1415509,2547621,4406711
198975,245294,317880,364007,483142,2745566,1387965,2389375,4403965
207558,234218,304618,357203,481498,707919,1387156,2312520,4526031
202521,241353,337760,351709,477479,730882,1385895,2365482,4392229
215472,234336,297418,355409,475852,723712,1391760,2358659,5952534
229552,233560,295358,362794,477017,720490,1401573,2367854,4441715
198193,233964,316299,354571,484277,718751,1384780,2366526,4447950
196737,240917,290884,361531,480997,721526,1403389,2348963,4410957
195778,240440,291064,351317,481942,710407,1391933,2366870,4377315
201546,237289,291967,353880,486019,735262,1388612,2353585,5779860
210046,235526,297582,348755,497298,726026,1400464,2330665,4491077
199669,241217,299126,346144,2999959,716050,18379481,2339696,4449774
217372,244861,295403,354145,482083,731778,1418765,2339033,4431694
216867,240700,292047,354045,483430,722272,1404245,2346652,4382435
201931,241242,295243,349821,498277,716512,1394395,2353945,4388977
205029,240234,314160,348421,477375,720837,1411641,2317246,4428640
200921,240296,294961,355251,484587,722644,1390893,2327315,4641659
198515,243190,295471,347493,474248,714271,1387873,2344210,4469497
210625,252763,288155,345614,476224,720985,1397548,2366260,4411596
203076,241381,307785,350535,478870,740622,1384021,2347582,4396965
198898,251280,290528,2602420,496346,714416,1416004,2562243,4401247
203019,244077,294750,363398,486518,722871,1386309,2368043,4473356
199625,240001,288265,356592,476097,725824,1372542,2390315,4643581
206648,234317,286671,356972,508557,713549,1407904,17762574,4544199
202370,235543,343149,351619,481904,742256,1391231,2363675,4439874
216902,236315,320937,367988,476912,739088,1377959,2386566,4430173
224862,242284,306968,352364,474132,736542,8495024,2353621,7033579
199683,239018,294572,366260,501187,726252,1386202,2327069,4353332
201161,235170,293056,351462,484453,720755,1392283,2362272,4647854
201749,232882,296883,349229,479541,711203,1390853,2346986,4468976
197136,239289,302037,361280,479586,721030,1402414,2337050,4438212
207691,238798,300935,363166,475471,722571,1406942,2334719,4366401
198762,237088,292071,359836,473758,716543,1400666,2356132,4467876
196530,243530,294120,344755,479072,722303,1410692,2357978,4377918
201657,244413,296675,354529,479639,720452,1410634,2351404,4385115
198716,253067,295168,350811,505007,716670,1398776,2349950,4639855
199003,240713,301503,349925,505920,719525,1384725,2362584,5353767
200623,249451,290151,349695,479066,739211,1379456,2555634,4445267
197819,234108,295252,350662,491131,713746,1411823,2429132,4442450
208496,243909,294587,352477,478495,723513,1432157,2393318,4422623
199205,233560,306179,348592,475564,723810,1397982,2402502,4658484
197500,236955,318724,351944,477656,714886,1374050,2369859,4511010
212669,235001,296727,348249,505463,725409,1395480,2375513,4419192
196422,234759,296886,354049,508956,728487,1383743,2362163,4409480
198411,234093,309468,355704,490754,712762,1370693,2352168,4396824
200505,239132,295322,354754,483928,723624,1399352,2322057,4373105
199476,239263,294912,353251,475778,1003042,1368682,2345011,4330794
3864500,240918,293741,360695,474644,756856,1376758,2364401,4647109
296091,236782,290580,361827,485948,735238,1368123,2332255,4494942
194316,240345,291766,351832,481312,3456771,1427935,2332386,4422807
188559,234343,308669,359728,481482,739187,1384905,2347549,4459435
187858,239620,291466,355095,503034,744579,1405573,2361123,4394610
186643,245579,295823,350866,478118,745573,1403336,2329481,4425233
187315,235183,295373,346129,476344,729264,1372108,2355400,4692922
192043,244582,294703,349505,479480,740177,1428569,2326529,4482133
184745,233237,298026,349766,476012,755651,1348056,2346114,4430119
182796,250941,297646,362234,479404,729033,1364002,2551594,4430368
187789,244039,297957,350801,494641,737252,1343408,24670748,4431229
185966,246617,292897,348174,494890,756751,1327975,2402676,4355800
185751,235137,307792,355523,491778,735638,1354155,2382765,4693608
188395,239707,300276,356186,484289,725575,1330577,2353065,4496823
184816,238396,297674,352680,481872,736195,1324266,2344616,4463438
186423,237313,292468,352329,476069,733112,1313268,2344982,4412277
186531,231427,295810,348287,3979363,725299,1279649,2357432,4409274
183878,234808,298696,358534,475548,727746,1359231,14016531,4413450
184922,231306,309819,353209,477958,740999,1354942,2343079,4417818
1074004,236256,295163,355193,473434,726592,1350287,2320313,4696869
183401,237201,292585,354874,478627,738185,1345097,2338161,4441573
184899,233937,293171,350052,481427,737171,1341170,2342819,4401687
194501,231966,303751,347158,476696,725446,1350168,2360691,4411793
184330,233009,291771,345377,482455,726292,1560786,2344863,4367792
183461,234024,296841,352051,476193,724628,25269587,2338441,4594894
194838,239572,293133,348275,476251,726295,1318541,2344250,4492866
185381,244695,309798,350859,474872,726955,1295447,2345940,4452302
184836,246630,301502,365642,484099,725326,1314161,2342509,4396418
193322,255106,291709,349167,500995,719213,1295777,2535229,4403337
184518,234024,297732,356858,500530,735895,1292443,15252413,4422770
183121,246284,290168,346270,479688,741179,1310110,2366568,4499227
192119,243587,297387,347634,482744,732498,1306741,2382133,4623802
183758,246827,292820,361035,487056,727365,1296227,2352978,4517901
185291,238539,291887,360339,482568,732437,1293771,2324687,4440999
190184,237099,296452,355945,477963,718161,1291967,2385751,4460802
184891,234900,303885,356358,501601,725501,1308947,3367749,4387824
183282,240396,315276,365440,486753,719030,1351691,2354691,4384080
192648,241824,291150,346004,485785,3604222,1292557,2334825,4636377
184230,238673,293813,348103,480077,718676,11487596,2346864,4483117
187177,247776,297228,349479,473803,716656,1410283,2327919,4413794
192516,240457,305230,348056,483740,722740,1386423,2360582,4405499
185574,234217,294119,352859,498818,730393,1407619,2374043,4380372
183610,236021,292000,355291,479970,732798,1398714,2361779,4391711
193059,234958,298866,347094,484594,719048,1424789,2335948,4671892
185105,234290,295549,369859,491199,723358,1383044,2550193,7861645
183016,242051,307312,355560,481705,714162,1370120,2405461,4525370
191019,235036,301678,354202,486899,719114,1309611,2450336,4437476
185777,234500,297224,351344,475864,727360,1342736,2376295,4391982
185462,243529,298092,356248,476955,719314,1389382,2373265,4406467
194325,252215,300887,360777,469497,741612,1370117,2346108,4388766
185169,237595,304531,358020,482558,721000,1345181,2373922,4627879
187104,242019,292142,352077,493103,737913,1369379,2324733,4458726
193108,237268,293360,346428,479671,745644,1333269,2346980,4434375
183448,245758,300567,353455,479145,723085,1459630,2337833,4420509
183694,237030,312534,352764,476303,712096,1383975,5717214,4386219
190893,238830,298396,349548,476625,719163,1379580,2359239,4654226
202412,234613,296864,348291,480292,721554,1348372,2355139,8447200
198109,237935,297912,356486,479489,714721,1387825,2343737,4440558
206516,235050,295005,350219,474389,713789,1361451,2350037,4382305
183679,235194,291870,355716,478772,723616,1331780,2339242,4404800
183641,236408,294339,349090,475153,742354,1350353,2447487,4345610
186583,241819,293522,354670,474337,722551,1354944,2377276,4353636
182246,248738,304273,352089,475680,741341,1391006,2396012,4618829
182172,241559,299808,379022,478843,718049,1354361,2360427,4457508
191727,236675,309459,355609,491925,712912,1345458,2540841,4396362
182499,235621,295656,359910,480179,737880,1363288,2435102,4397011
184585,252017,295130,2272127,474604,717837,1347036,2440408,4374695
193016,243261,294069,347667,477970,714256,1346337,2458831,4439010
184082,3161745,302289,345581,2422422,720173,1368987,2403894,4604999
184750,258659,293489,351570,478661,735282,1369817,2401981,4459445
193485,248094,294863,345811,485578,712643,1380418,2425107,4470294
184369,237776,295513,348885,507776,728709,1416902,2430194,5307984
186194,243012,305428,360707,477441,713535,1388706,2341388,4480817
190464,238255,309425,345211,484437,716047,1381405,2336039,4430539
182934,246244,292986,354953,494169,728474,1356153,2363012,4653840
181023,236045,295284,370277,474906,714834,1404861,2342831,4521121
191520,241812,2928975,358617,490526,715376,1381909,2362194,4458433
184470,237828,293640,355936,476890,750686,1386893,2367387,4409099
182776,235845,294334,349414,484769,715846,1382492,2382976,4385342
193528,236339,295476,354860,506786,735405,1344497,2343610,4377611
181640,237355,305952,356622,479579,725316,1356076,2343173,4432187
183555,236301,297510,351608,496321,717628,1352443,2520165,4587430
188618,237973,296528,357022,476319,715018,1459759,2373055,4478811
181402,234887,294641,370505,479168,722682,1368585,2317811,4439785
180521,237283,296432,353067,478127,720094,1383476,2389569,4435091
190380,237331,310809,354201,482011,710645,1363484,2373690,4430699
182931,254407,293709,351031,485483,725953,1367672,2366907,4660099
181106,261771,296270,351936,482942,722621,1386933,2314652,4454608
190727,239901,291807,355608,477678,711518,1364536,2349814,4461617
181171,254508,311467,351970,475850,732226,1363052,2380198,4430695
181139,236836,293044,352276,478333,737355,1346264,2428830,4394723
192288,247459,294867,354485,478781,730136,1364391,4859587,4374363
184113,237838,300697,349167,474925,718955,1398042,2338263,4392826
182660,242265,296417,350895,505765,735760,1357644,2367081,4658912
191481,239441,304633,362149,477565,735598,1357220,2340033,4477977
182550,216376,301228,357541,477760,745859,1356517,2344160,4390607
182114,216932,297106,358973,475143,731944,1382313,2343560,4372054
185027,265021,295551,345309,483707,713353,1359065,2379005,4383954
184634,255746,295705,346942,478714,716016,1392892,2332121,4413754
182529,262378,301858,344732,474777,718502,1378123,2344213,4619711
190598,236330,293839,350326,489210,713674,1550743,2571743,4472837
184039,235697,296630,349443,482002,724039,16186658,2404415,4422865
180861,238264,300748,347815,477811,717397,1299609,2377889,4397662
190374,252452,303108,350745,479614,719290,1280120,22937467,4374800
181042,260256,302409,352775,476859,727476,1279961,2432099,4389844
181394,263078,290650,349261,477663,716613,1283948,2382727,4764807
188169,243350,290348,350176,480814,721532,1304533,2360067,4442668
183934,252474,292417,360239,486681,737871,1298718,2335484,4419226
181892,254174,303196,350064,478229,713243,1301833,2351612,4393833
181387,234164,290136,349804,482790,709976,1299813,2378211,4425321
184051,234963,294800,369666,480274,749807,1317650,2334598,4408580
182935,233378,290336,356177,479578,732918,1350345,2328235,4330509
181905,233259,292016,349256,495599,714298,1364107,2354770,8411520
183312,252378,293839,353992,478919,714251,1334365,2354782,4450261
240841,253798,292305,351315,505480,715267,1330506,2341190,4426639
186109,236192,303560,348632,478103,729966,1372976,15584188,4366995
184301,234204,300588,345702,479415,728529,1320405,2351875,4361096
180899,241744,300015,349002,493120,715008,1300939,2332741,4666216
194216,236564,307720,353480,477432,737968,1393665,2348592,4459760
184614,244903,296584,347149,473361,741526,1431800,2529481,4420636
186630,252323,293613,351713,482945,730123,1356623,21889879,4440294
190705,265733,295343,352646,23541535,717979,1401004,2419796,4376162
183210,244313,298962,369730,490695,719296,1388660,2357448,4374219
184007,253022,288297,354496,486377,715462,1359002,2350067,4404907
181833,258519,294363,356051,486014,715100,1364938,2339992,4637632
185142,241621,294669,362622,489042,720719,1345739,2345061,4472014
180715,251482,314620,358225,486336,741412,1344774,2339080,4460860
186075,259999,294702,359450,493915,725158,1302391,7314264,4522740
180622,273293,298035,349577,486929,723967,1346180,2366353,5208247
182425,250948,295903,353125,491210,724315,1367652,2347637,4498334
191326,257061,292073,358845,489823,714543,1339258,2344397,4734274
186480,239901,305074,351671,488120,720109,1363293,2343932,4476690
182154,257805,309211,348033,485513,724966,1363693,2326516,4417643
194231,265248,297260,355114,485149,714956,1372092,6355820,4368486
183803,254929,297965,353112,482609,734002,1383060,2536319,4422404
183658,256383,292459,348085,482413,724050,1383045,30282125,5189392
190829,258860,296126,348727,491450,709545,1370581,3336841,4621008
183386,267636,298304,355089,494952,739687,1339788,2732531,4456607
185548,239662,297916,348232,485660,739192,1328607,2380772,4399609
187805,240332,298043,355258,782386,714434,1350914,2363516,4495841
184873,244575,298953,353000,529903,720912,1379794,28634057,4425702
182047,258881,303194,348647,513450,747697,1357749,2473194,4348670
183208,263295,294221,359999,517278,709011,1358160,2425912,4391377
182987,256036,293535,358461,513167,728399,1387067,2400950,4635360
179945,264295,296002,359243,515250,741296,1407975,2387322,5246453
178451,256257,297724,345770,522766,717903,1374208,17059298,4493586
186111,270162,292345,351683,519129,724005,1371223,2418330,4417060
182726,243423,293040,352654,513052,722938,1341430,2365952,4386555
196445,262749,296390,350121,507010,728894,1374573,2353116,4633133
195536,253895,314680,349699,505880,719339,1386730,2340859,4534241
191181,256423,313202,348216,512194,715398,1399303,2331812,4450657
188400,256201,294880,352688,501423,709578,1394542,2348663,4416556
181964,239392,305049,351741,501922,728356,1397281,2346357,4387931
180930,243367,297790,346722,498122,722318,1352067,2345041,4582451
191441,252712,304444,346903,502641,719297,1351841,2338155,4436782
182318,264203,296591,351278,510944,725355,1335240,2558880,4667557
181040,240512,290209,361639,512233,711474,1311818,2423158,4446267
187099,260635,289553,349697,508284,714105,1533285,23503844,4428264
184077,259567,290974,3487141,500451,725634,1363507,2376928,4365393
180953,240530,305709,359250,502052,730606,1355429,2393136,4356229
181465,251354,292047,351739,498136,716591,1377987,2369654,4396606
184088,241514,298516,351755,495479,717862,1383356,2377781,4655992
182528,255445,293298,353785,500696,718570,1410055,2431713,4481849
182824,260627,304670,353351,506331,721790,1338032,2412776,4409961
184500,250717,295239,352604,504197,740050,1366012,2405467,4365336
184566,237212,291004,349857,508338,739431,1366904,2374451,4393186
181196,268603,297558,353997,503272,720120,1391624,2373591,4402942
180773,255849,300751,349867,491552,728971,1391603,2376693,5508327
186122,239096,303730,347070,498293,722071,1377284,23129609,4521678
181759,238397,293756,346111,496143,741230,1386575,2356423,4427955
182712,261498,298648,353124,492943,725282,1360857,2374862,4407177
179988,267621,296074,356975,511558,3199571,1375870,2382808,4410186
180856,240312,293297,361114,512584,711161,1388113,2649799,4375480
181501,271244,301673,359168,500071,721364,1394811,14018125,4376039
184602,249819,295251,356028,497323,722990,1383203,2421435,4675030
178513,261042,296452,362385,490298,733133,1394390,2405956,4448393
184412,253223,291267,352536,489400,727728,1375610,2390761,4419552
181072,237697,303911,349130,495276,744028,1586331,2384174,4410687
182513,235033,317024,349931,505858,732108,1329259,2380692,4447318
185259,256309,294203,351547,492959,747357,1385677,2389652,4613966
197919,254125,298096,351124,502915,714624,1251724,2396976,4521315
194204,236119,297053,344903,493249,709369,1352552,2392506,4441403
194782,241811,302714,348757,487578,720825,5537311,2405699,4461966
182041,245921,293182,350024,492079,712558,1318160,2377214,4369465
181778,251417,298311,350670,489161,714505,1310446,2404013,4383938
182297,237586,295793,346828,490169,728211,1306921,2405249,4487773
185066,262830,306872,355459,499162,714992,1322993,2426348,4619866
184292,256034,296529,368450,498803,712389,1301777,2451963,4485262
201294,242458,292325,362448,498920,723132,1287541,2385850,4476743
196649,237488,297388,353678,491577,734212,1303562,2363567,4421847
203229,237830,298523,359307,494097,714745,1303453,2361587,4386907
180382,237234,305788,352925,488660,722357,1300047,2535311,4413084
189062,241271,296713,346507,492348,716857,1342610,2434533,4631237
189125,248634,299929,351708,483941,746856,1339240,2427490,4502487
181344,239275,303546,353726,495798,736454,1319234,2383878,4487118
182263,246063,300989,365792,497460,716051,1360700,2398274,4460370
186628,238382,300720,351068,491170,722007,1354721,2371508,4417441
185113,246914,289401,353540,488851,732324,1278516,2386683,11076138
182788,242819,295805,352336,494894,735871,1327936,2371642,4650722
181659,254728,293712,353413,486395,739988,1349170,2359649,4459901
183227,238896,300054,362409,488663,719939,1384097,2375872,4445746
181141,247357,313786,354031,499841,712581,1387663,2355261,4522347
183120,240866,290300,349604,495276,723411,1415044,2347079,4551000
184726,243898,297202,360372,488661,717706,1396713,2359652,4446993
183660,237936,295739,373123,489842,728443,1396302,2372200,4439873
181488,261119,4046530,352861,485677,720948,1376530,2325276,4656158
183401,271897,294125,348921,480915,747402,1366529,2366551,4473947
181483,264210,298684,349286,484988,738552,1375792,2348817,4505863
180557,272127,306799,354780,486125,735643,1382095,2380943,5321104
181878,252483,296316,348666,502522,734173,1379247,2360682,4485589
181628,256338,289416,346744,486827,713994,1366451,2554861,4638895
180441,239485,296159,347607,482669,716116,1383528,2363159,18123875
183832,241063,298989,350652,486098,724645,1376144,2387233,4436255
179228,241880,304810,349493,487908,717565,1402634,2354625,4385013
180929,257885,294566,351059,485270,713049,1376489,12065236,4397162
182191,262999,289956,362270,481905,720891,1424628,2373839,4404977
181536,246390,291818,349953,490969,722023,1323414,2377126,4335222
180373,244237,291279,348383,485222,712306,4309865,2361752,4651214
182997,238960,297263,357167,481715,728194,1378157,2357472,4451025
180437,248966,293916,356987,490009,735345,1371057,2360984,4391678
181968,235918,290788,359968,481326,733685,1361178,2352920,4431221
181893,246714,296269,374323,483047,730023,1383641,2375011,4403283
183814,254637,304323,353032,481328,712197,1404066,17958820,4444485
184939,255460,299754,349809,487260,711341,1401657,2404846,4612226
182345,235855,292809,347471,496153,729789,1392673,2367607,4466046
184386,244072,291071,347575,481396,737435,1393052,2343376,4463538
182297,244472,296619,348427,496285,714381,1362408,2572643,4506713
185436,241967,301814,348847,482395,747881,1378890,2435588,4388790
184543,261269,293715,347781,478153,736700,1343845,2395412,4449822
185904,258714,300953,353991,481972,721051,1379603,2428215,5515016
186261,253014,292150,348546,486714,721900,1418222,2391685,4570032
182845,243882,300691,364621,481744,2969392,1366474,2361825,4460556
182338,265990,303840,350396,477052,729871,1358319,2347112,4438683
184071,253959,292616,351203,479140,720330,18387929,2414969,4406463
180412,240389,292419,357487,480898,736861,1370505,2320512,4516557
181426,256393,298764,355282,476125,720352,1379957,2339077,4379662
188286,264833,298904,355675,478411,719883,1378879,2342949,4751049
185805,254639,315632,351968,487361,718164,1383884,2354484,4456994
181282,241160,333055,349785,482424,735485,1345016,2336862,4487260
191371,249248,295897,349809,480816,726821,1360890,5843155,4419632
181606,237598,297318,352800,481845,715320,1363590,2359153,4391132
182829,266692,305184,351202,479191,711256,1392518,2330468,4655977
190960,257203,300889,351769,480637,726364,1356732,2358972,5426236
181633,239528,299024,365611,490045,716284,1378013,2345758,4465634
178556,252414,295461,348666,511377,716431,1372110,2408406,4394608
189010,249700,304772,353278,488864,750069,1370747,2356978,7630345
182619,239923,303713,363931,481829,731666,7513174,2593503,4391402
182183,241698,297255,352342,485956,716744,1420621,2386188,4352038
192730,2474473,295899,349513,476488,740014,1355707,2357664,4647292
182111,245828,300820,2466046,498527,718643,1382523,2355835,4567767
184489,243250,292826,358262,496111,713783,1377384,2347994,4468207
193175,246052,295779,352455,472060,719166,1388532,2319233,5279796
183435,235516,293218,355811,480621,714843,1390286,2345928,4434275
183015,235096,293226,347991,478348,719553,1388280,2350809,4509725
189175,238025,296273,350790,481406,722133,1571269,2333300,4602351
183560,245943,299711,345916,477552,725192,1405599,2334364,4519342
183694,247880,301016,351214,479241,727334,1354792,2351047,4439727
184662,257555,300986,346456,485599,740738,1373670,2341390,4496017
183952,239396,299596,348635,498776,713065,1343529,2330515,4404978
185283,250250,302330,347095,499664,726302,1299712,2364858,4384038
189342,248027,320013,356192,483496,722418,1302765,2345978,4674995
185152,242661,305910,352312,481028,714381,1289851,2348178,4471572
183358,236736,294585,350905,474719,713894,1295668,2350014,4403275
190393,233833,301131,349708,476853,730896,1293901,2519921,4403903
183079,236116,298774,353439,470918,719614,1334456,2439323,4399354
182743,237186,309083,360386,471481,716736,1301008,2450692,4404918
185488,258198,295711,346870,493352,729431,1299896,2348632,5135865
184089,261453,297907,348243,482827,716727,1314196,2326637,4591061
179224,254998,295253,349900,477459,713248,1291928,2338092,4455146
191865,255047,302370,349989,475010,717720,1309780,2340174,4423139
181988,268729,303010,365556,494812,724205,1318489,2368894,4458972
183099,263039,302504,344927,481071,730598,1314491,2363123,4416043
202939,258029,294075,366436,481805,719244,1364001,2328934,27488028
196557,256499,295473,347556,491820,714705,1385699,2354473,4517360
192426,243560,307405,349621,483033,714233,1320621,2330074,4413855
184546,234429,309396,356576,480108,868339,1357720,2345467,4400112
181571,240932,292751,345873,479707,720964,1356815,2330728,4418005
181343,246788,298127,347583,472155,713354,1321536,2333493,4408826
