FP32 eager b16,FP32 eager b32,FP32 eager b64,FP32 eager b128,FP32 eager b256,FP32 eager b512,FP32 eager b1024,FP32 eager b2048,FP32 eager b4096,FP32 eager b8192,FP32 eager b16384,FP32 eager b32768,FP32 eager b65536,FP32 eager b131072,FP32 eager b262144,FP32 eager b524288,FP32 eager b1048576
28862,42158,58295,66875,122376,129047,281724,377998,465497,1057512,1903697,2868290,7568899,12639289,27191940,61250532,75996530
29465,36223,57553,75140,134295,126441,254319,342207,460178,1045311,1906151,3028196,7567584,12642190,27207388,63577922,76087764
29206,35917,68805,67129,116257,127555,260355,368873,620603,1038044,1859522,3103163,7506908,12720024,36454928,62961137,75931506
29002,35467,58526,72731,117159,119961,232079,437935,548310,1046127,1933890,3078005,7821371,12631104,35262262,63286472,75940333
30260,35824,65654,64950,120883,118209,309143,278045,494051,1080684,1879777,2852844,7568009,12659596,27201205,62132694,75813847
31044,36817,57782,68905,105344,122191,293955,233912,501439,1050758,1906079,2870709,7516430,12550937,34941005,63004454,75978606
30923,35979,59152,66759,114408,118019,265375,264044,507376,1033277,1889605,2886713,7536807,12660275,41971832,63020076,75939972
31910,36497,57352,67864,120945,132937,323852,267580,530438,933076,1897011,2856158,7589489,12655080,27083562,38589538,76098495
30794,37835,57818,70571,105341,124952,295032,355202,659646,1090767,1875899,2919041,7502874,12708514,27158583,39052414,75862813
30720,38559,57589,67519,116456,120443,286072,336231,563382,815923,1808940,2883264,7548323,12594978,27165445,40991208,75900277
32012,38022,57597,62333,99066,121408,283398,343698,473575,1065074,1906762,2868502,7550942,12681631,88652741,41324456,76101656
30897,37613,58820,77925,98186,122068,302207,355006,452572,897011,1828406,2891757,7569082,12938138,30531784,41530804,75926974
31169,37346,58377,69296,115788,121184,357103,327566,432694,1022001,1795735,2855866,7591873,12669009,29362270,41641222,75961864
30762,38490,57155,67385,100257,123942,327242,332680,633563,1011916,1804064,2847597,7488445,12592769,46698236,41848089,74127483
29603,35178,56691,68907,118795,113878,285707,369503,543911,926647,1825500,2812811,7574141,12640408,36875914,42186744,73734629
29146,36124,57131,66817,95892,123392,274619,314733,525764,1051789,1836629,2896967,7550892,12642052,29090606,42371526,74018633
35876,35606,60047,76641,92224,120036,266399,310908,482470,967994,1653072,2866844,7596058,12597803,28967804,42047875,73786846
29241,37327,57821,68215,101149,118436,288981,448855,496067,917090,1720364,2857476,7571178,12592270,29563110,42162699,74252430
29819,36040,59870,72135,94479,119132,307717,262282,465355,1027357,1679502,2824690,7507204,12680355,44253683,42348385,77282506
29310,35521,67517,67397,95254,120970,362454,215662,584671,969018,1705503,2851709,7587365,12650511,29645776,60767518,74738223
29345,35969,57870,64266,91809,123970,176837,281119,583621,898164,1682185,2868316,7847844,12738564,28933547,40657593,73009688
29379,37214,59800,68457,111857,108752,176848,301508,643391,1005113,1731213,2905503,7533408,12665100,45425655,48254376,74325221
29364,36130,58520,74413,99745,125806,144864,315846,524532,989174,1674778,2818694,7522297,12627560,29061006,40503155,74305655
30143,36198,58638,62068,118466,119088,147002,370769,531070,932319,1616369,2855295,7602058,12733151,30071778,39986304,73319122
29290,35927,57544,74318,92590,105029,143169,380541,598888,1011444,1657396,2891360,7501500,12582902,29015672,40415923,129864012
29807,36672,59957,67893,89832,103229,162468,341499,725728,968985,1714296,2909380,7541922,12761434,29718830,40609777,57050361
29515,36026,58706,67831,111872,94568,148811,356145,560755,938022,1683353,2877052,7582551,12683378,45437696,62209929,58955596
29140,35587,58057,65028,92105,97204,160359,338812,511988,1047222,1653506,2887943,7532710,12698334,29739485,62298397,122300046
29602,36071,57144,70053,123003,95655,143287,349485,461035,997802,1676707,2888285,7535499,12963784,28961319,61928245,115809504
28928,37039,56776,68659,105752,96272,153842,320287,468656,1112633,1640218,2879380,7547720,12720452,46461319,63983936,71428514
30405,36274,58473,68523,117069,95605,153538,357302,474773,1026140,1689959,2865801,7532434,12679645,29029983,64256878,117913992
29288,35407,70712,66688,115929,95623,146231,343750,609166,977443,1706604,2951385,7576683,12652363,38205714,63578527,71009043
29351,35811,57202,75016,100867,90297,146885,360009,555088,894739,1713343,3045769,7573404,12577892,25770174,63862955,132402652
29291,36636,55820,73085,105280,93013,148241,329325,494013,1019171,1676123,2872863,7534938,12654911,26878334,38241177,73678161
29728,36115,61129,67967,113080,90613,143379,341112,444080,973924,1687336,2873360,7589463,12675591,26394529,38951758,130515874
28875,35934,67265,63216,105746,93901,235138,338695,483077,1059332,1634491,2824430,7580634,12677417,30367567,41328648,74088647
30863,35799,59166,62427,102369,93120,157209,402593,495878,1011497,1703302,2899027,7556845,12634541,28798402,41097706,79769974
29329,37247,58994,68899,100006,100186,252029,288629,601932,1069032,1807488,2910165,7805356,12644453,104973670,40473310,73860112
29077,35946,57893,67543,105177,92549,179663,257490,552672,1073273,1804296,2869112,7622109,12655485,28917514,40976215,82538118
29379,35758,57971,72711,108715,103934,212935,345912,502159,1059897,1809031,2895336,7582723,12593999,28914604,42111735,76974318
29305,35508,57626,68389,104736,107030,223794,347349,461267,1009111,1788667,2886663,7589612,12646079,44613636,40812995,75872813
29070,41059,59226,61850,117054,103622,194473,381875,462383,1063008,2052972,2906330,7558472,12665350,29476993,41878075,76070359
29138,36044,57545,70440,106144,123974,224542,343749,460628,1121025,1743109,2892965,7530156,12750016,28864350,41566635,76207067
30541,36361,57221,68864,102009,100639,233003,343284,584754,1224022,1740095,2888142,7591487,12563110,29091050,41024065,75903673
29472,35544,57788,63819,101336,102447,284545,329750,538601,1048001,1790340,2891982,7518778,12692671,28975964,40812659,76053979
29548,35427,58188,69025,116061,107950,231093,372178,489888,1106867,1765313,2896997,7538187,12958939,31880241,41217989,76185463
29281,36254,57720,62362,104065,99652,240215,317234,499000,1086260,1766992,2875822,7598290,12610124,28880636,45251225,74804424
29273,36586,59908,74533,116520,125224,237337,311788,453048,1095558,1781466,2929464,7601959,12626273,35983013,41034441,72475211
32674,39118,60800,70091,105095,128245,300108,321217,471092,1045823,1771277,2869510,7522095,12657087,29117173,41160923,72285787
30138,36446,59322,68846,98385,108561,240346,305768,592388,1098898,1798385,2894454,7582012,12608836,29887826,41078261,74451379
30469,37002,56681,362575,97236,101713,260586,424709,524644,1039226,1751512,2930615,7547344,12707074,28966370,41149157,65535837
29712,36191,58448,78725,117207,103291,217415,248859,454428,1046330,1813034,2891971,7594077,12609422,29433846,40853527,75605078
30319,35755,68534,69082,115980,126996,317288,210180,438695,1072688,1770840,2915789,7550973,12631062,28908918,41095751,80603890
29530,35580,57304,62193,101699,109309,246525,269993,422479,1134473,1799423,2905627,7530399,12667043,32412799,40832607,62973154
29444,36731,57695,70044,84543,125198,313773,337135,609676,1054297,1775949,2897142,7537491,12712515,46338930,41784441,73198987
29266,36686,57109,67887,95070,107478,292121,382363,551547,1021834,1830747,2884816,10157625,12646974,35476395,40794929,67751610
30441,35891,56962,76113,86213,110904,276764,333759,504376,1094840,1752965,2906758,7578907,12613654,29167417,41257219,72224970
29691,35532,57516,77580,84056,119888,294281,328771,456762,1034914,1772973,2876742,7591558,12687599,29501170,41042746,71978408
30583,37054,58208,68336,113310,123607,279282,355624,417384,1097977,1754693,2849348,7535395,12670404,28806165,41214324,74102347
29603,35686,58596,62092,86288,122453,290871,351403,428912,1069424,1778971,2931256,7563479,12692309,29458478,40966613,73136894
29453,36236,57401,67970,87061,125838,274143,323684,656939,1071223,1756418,3225651,7537822,12677209,36430439,41013158,73313223
29508,35757,57936,76319,84374,118973,283957,312752,554687,1100792,1757573,2864249,7539143,12692531,29660634,40888485,67322086
29269,36877,58081,70359,84299,123411,268705,347975,491345,1050389,1753739,2869917,7550593,12951743,35016822,40943089,81828199
30707,36061,57958,69123,95541,121631,262448,310947,532506,1060312,1819212,2865546,7591537,12690925,29642565,41777250,78884398
29409,36449,59004,69097,84286,107948,290469,312176,457917,1064548,1686767,2887149,7520283,12648251,30192977,41080481,78076274
29285,35825,57387,68116,82352,106183,312566,343993,429091,1038334,1680188,2846097,7553567,12659591,29679509,41346198,78277876
29430,37452,60436,67982,85176,107132,272609,346690,600519,905211,1646964,2846567,7533883,12629259,29385484,61454714,78048051
29282,36229,64173,73150,92407,118751,292025,412771,585970,1063576,1674106,2862936,7596352,12622780,35564372,61869954,77988755
28928,36711,59102,69064,81429,122421,316134,229931,467514,969748,1687748,2897274,7477959,12637586,37146240,40554966,77842216
34628,37093,57276,68989,78736,108662,342337,347764,458819,929586,1623174,2865975,7534592,12658510,49531794,40523193,77801132
31066,41552,57531,80147,88369,123564,276820,372600,417102,1046278,1630648,2868740,7575654,12745896,29403356,40457668,78000848
29032,36746,58157,67093,84106,107741,288984,363186,431842,991652,1644374,2819100,7553648,12729201,35848161,62667429,77715123
29791,36151,56079,67624,84624,119972,320414,340853,610193,866371,1686952,2887591,7554520,14891529,29390177,62267051,78020841
29943,36661,57579,67456,84670,119724,257383,334965,516438,1097116,1644439,2881648,7766377,14973717,29817452,64740555,77943762
29810,36190,57649,74110,80713,108911,331579,329029,477103,852940,1675167,2863894,7559270,14984790,29341773,63741811,77997287
29091,37609,60072,67684,97371,121478,269792,322125,496794,936428,1675341,2840277,7522725,14716660,29584787,65014142,78107977
30693,36468,58243,70740,96398,108830,297709,357182,453707,1077337,1656686,2854016,7579872,14969742,29340547,64650923,78177891
29264,36536,60357,66698,95827,103637,321014,356685,467826,986938,1709547,2889298,7544587,14930681,34937496,64896488,77765040
29355,36186,57222,62548,87717,113207,250521,347916,616270,1042097,1641952,2874866,7521562,14937333,29381598,59625292,77979726
30193,37080,59146,63077,102512,130382,317498,369675,585073,1092565,1651135,2856803,7533621,14953067,50432757,59866393,77962266
29445,36393,58657,69262,85140,109490,287345,336183,495632,995780,1662232,2862457,7513741,14975800,29436854,59812660,78441696
29503,36152,57834,75654,86909,107659,343347,344997,466341,909995,1635015,2878831,7550083,14984476,29881161,59508310,127916516
29785,35770,64854,68221,87443,107223,236374,413442,470064,1056182,1716598,2867973,7564764,15153439,36552652,59923289,126795098
30632,36068,59252,68357,90054,107543,303381,325554,453219,1146203,1663531,2843676,7563098,12541870,29653744,44231223,130580004
29936,35610,57859,71224,94535,107904,396327,280574,601809,873197,1665174,2888389,7548170,12758906,29201912,44693569,128202459
29720,35613,57628,70098,94712,110004,193478,297953,568640,1107528,1679324,2883233,7551175,12609651,45480814,49051858,129590952
29702,35452,58785,62544,110689,106872,152257,298034,516352,1024339,1679447,3042386,7532016,12661928,27751551,46078146,130056515
29422,36668,57662,62695,87023,122092,153860,276166,465440,1066513,1903108,2912774,7537855,12648059,26026858,46294380,128988365
29241,35770,59309,67451,83228,117018,149849,286327,488258,946468,1665912,3021040,7569981,12665678,42381230,45822577,74720242
30606,35901,57224,66572,93450,135745,147697,314734,466078,901517,1688599,2858801,7521323,12647862,25687557,46337527,128584044
29724,35985,57454,78386,89869,111376,146376,327472,601301,1080436,1653429,2887921,7766087,12080118,35561339,45800817,78409240
30243,36968,58059,67212,97543,131257,144491,360430,550760,978187,1699735,2864117,7557415,12032850,33843218,46227252,79307901
28738,36292,58554,68204,97283,136293,144858,320761,475791,1000155,1750616,2912773,7557150,14996873,36827665,45874664,83512630
29527,36086,57890,67958,96542,108361,144311,348741,463148,1075350,1750808,2880453,7539976,12225911,25623134,46368384,79394965
29262,36261,64194,62826,98113,109478,144966,311322,449580,1069889,1835342,2915399,7553004,12171321,23986108,45961840,82202160
28846,37038,58555,69672,98648,125422,157164,366856,860631,1034627,1803656,2918524,7519416,12096990,30523598,46286374,82617262
30092,36833,58814,69034,99822,122550,145149,428015,585604,930892,1814358,2888432,7503297,12061094,29291975,45875410,82328346
29447,36092,57630,67016,118752,135786,158516,255686,478901,1040092,1785377,2897512,7537455,12068968,30463077,46350389,81857770
29165,36434,56732,67012,91996,128338,204420,223029,523779,1025993,1800779,2865127,7522349,12129307,29311657,46242673,82128550
29807,36214,66018,67426,99987,109453,208406,255163,1118859,1070795,1791390,2891953,7517545,12029932,30370843,46247524,81947157
29300,37131,58378,67844,98383,107952,209247,283817,516140,1020611,1749593,2871613,7534585,12017091,29167400,46190238,82336962
29741,36511,58794,68199,100597,109997,199602,328351,594364,1010691,1808817,2898534,7549549,12069041,30460674,46198881,82531346
30466,35908,57053,68383,99922,121214,189049,355923,553415,1053693,1744873,2880188,7550787,12090834,34130826,46118140,82311050
29648,35959,57781,87001,100712,123160,212942,392870,504491,1076338,1761745,2845266,7558437,12063143,32121846,55662676,82393257
29270,36312,58341,68560,104133,110872,220680,350638,448530,1045301,1792312,2879474,7552125,12064319,31504261,56277855,82047377
29144,36150,56496,67882,98615,109059,171711,345821,487216,1034780,1784274,2870414,7545572,12090503,44201610,58945097,82186703
29884,36231,57942,66055,84676,107244,188102,338042,462052,1035424,1783978,2865317,7574134,12108720,29168049,44463009,82090784
29189,35892,58562,68637,99043,110016,273371,359603,634455,1039360,1806834,2894830,33307710,12097902,30550016,44520660,82320645
29399,36370,57835,74533,99201,108549,242411,343601,559161,1176401,1812628,2828954,7359499,12088131,29087337,46942397,82082131
30628,36191,58901,68328,100355,124825,301712,339791,493955,1049926,1816797,2911732,7390249,12420460,30379144,45859982,82326621
29405,35733,56904,69955,96373,107609,248193,358974,478469,1059150,1756572,2900384,7326723,12090809,29111632,47175302,82047303
29450,35708,57610,80360,98273,110593,279710,310306,474220,1086205,1795458,2891404,7307247,14765011,33317076,45738451,82259838
29723,36301,56563,69221,119504,109538,249339,347109,457170,1049761,1827669,2888197,7330718,14964101,35032821,46108048,82083804
29448,35910,58210,66766,100619,108015,288149,334556,627856,1138164,1777573,2848951,7370800,14977403,36418356,46066271,82447115
28767,35836,58195,70620,100330,104250,207405,335224,550371,1024032,1813060,2879900,7322460,15052428,29184114,46168412,81982567
31422,36407,58584,75425,100569,108971,280406,419165,503443,1032063,1837781,3070726,7303339,15100773,33102325,46703428,80739118
29485,36312,66872,77268,118586,111445,256600,295667,480549,1068539,1798434,3037213,7313514,14956995,29961504,45794976,80044433
30165,36629,58486,68733,99362,109616,249202,306151,493125,1088894,1799756,2871852,7326862,14926419,30382821,46423216,80356725
29892,35785,59119,67455,99484,104767,269387,305425,471360,1031845,1804604,2906325,7328004,14978719,45767235,46097195,80075973
29145,36916,58946,70046,99229,107547,272907,344061,610664,1110864,1787273,2863574,7348821,14894099,30660881,46461458,80384106
29213,36619,57773,84675,105460,119329,300043,306234,535569,1036236,1673020,2830720,7374112,14981368,38610902,45783385,79984410
29622,35989,58153,66160,100040,119713,248908,357230,489956,869819,1753695,2821388,7350228,15022782,30073038,46323456,80644891
30074,35480,58685,66828,97524,110368,257968,350005,508545,1078153,1704657,2877552,7354849,14912832,29151452,45889975,80098372
29911,36357,58129,67905,100506,111645,349812,330633,474098,842691,1677144,2866012,7343783,15353692,30626686,46315668,80284393
29944,58545,57419,68523,105156,109128,311496,312108,483003,979298,1718470,2849472,7451146,15042273,35024209,45664864,80077061
29315,38172,57363,67731,99422,110968,249073,350079,647102,1083820,1691152,2884905,7532033,14978699,34334165,46357270,80313348
29476,38141,57010,63104,101704,110597,287440,390407,621246,1017331,1678540,2883042,7287378,14994088,51555767,46223472,80016588
29669,37556,58344,70389,98669,124293,309399,311280,492332,976907,1690478,2880435,7323369,15115301,30753470,46278980,80342388
30514,39555,59774,71681,101384,106961,294667,317699,475169,885465,1672871,2902891,7291498,15071684,29171261,46089142,80110874
29650,38276,59266,66524,98808,109835,325529,416095,479587,1128288,1702971,2829871,7315753,15034611,30437094,47047986,80628104
29946,48337,61339,74363,98807,108457,313035,282420,450878,820671,1714790,2846797,7319715,14946518,29176741,46218061,80040799
29034,35959,67343,79366,98707,115103,298432,266034,617785,1060031,1755746,2889533,7300144,14926632,30691854,46354154,80551176
28916,37513,57656,70326,91703,108742,315143,256344,573767,1036720,1709652,2846869,7317276,15106146,36718015,46127130,79955925
29730,36006,56730,66250,101234,110868,308719,333955,503067,888452,1694608,2855429,7291053,15141053,34526944,46033404,80222592
29723,36611,57532,62120,104438,105338,289599,335043,489542,1214234,1725185,2930586,7267133,14975778,35887382,46151734,80149458
30721,36118,59997,74197,99156,107609,272281,343093,474737,980184,1716026,2872028,7360922,14916498,30281494,46170760,80515209
29811,41746,58447,67180,100083,109772,299457,378720,624840,889943,1699410,2867261,7224402,16027219,30640970,46257161,80476282
29332,36298,60089,67099,98793,123384,301203,378118,569117,1042771,1705797,2872168,7209340,11960036,30319423,46077987,80397722
29942,36090,56773,68915,98121,120192,281991,381980,525617,1020652,1710505,2816846,7208381,12184262,29413815,46194190,80139574
29475,36189,57143,67134,106947,131047,286155,383221,528269,952166,1730585,2827342,7156003,12095510,48250463,46079896,79461577
29265,36202,57394,66242,104303,124390,284715,380925,499632,1003270,1716443,3030698,7176899,12182339,29271795,56183065,79345548
35907,37338,57747,66735,99918,135510,280706,386271,475633,1007936,1720931,3035935,7155535,12151908,31073178,56703729,79323627
29674,36561,56381,75226,99572,123023,263281,343827,728207,1057625,1726940,3198720,7522654,12156884,33357707,60655094,79921656
29375,36378,58993,69772,96938,107099,306781,321338,553389,950029,1766818,2964264,6749938,12146912,27282577,57986702,79766469
29492,36011,57289,64372,100431,109032,276411,364176,551696,905164,1717289,2996971,6698642,12165094,36124902,58351001,79811391
29252,36488,58472,63580,97906,108465,271302,347322,491436,1247036,1727555,2921422,6751466,12101077,27432978,44270867,79977614
29367,36043,66769,78880,100347,122727,275530,439552,484854,996136,1698493,2953237,6743820,12162935,36692777,44857099,79953737
29300,35911,58706,69160,106564,106981,303633,279803,468407,1008493,1749150,2934457,6736680,12318258,35163246,48171541,80162373
30334,35299,64035,71916,105778,125856,292971,291765,598457,1085781,1824798,2944969,6796100,12157843,27520223,46150570,80169831
29650,36831,58168,67701,99038,123799,415128,352122,582838,1105399,1828516,2873347,6689894,12154268,28161969,45753315,79869909
29518,35593,59283,67697,97700,130250,177197,328617,457163,1068413,1805603,2957932,6719228,12408431,27818857,46058396,80249887
29761,36132,58508,69738,99444,111947,154628,330773,467493,997028,1861693,2936687,6747152,12147319,27219628,46039993,79908769
29664,35902,56823,69332,101105,106303,147319,321283,446789,1084701,1836945,2936370,6684877,12153529,47921589,45698994,80777744
29082,36971,57432,75555,98878,109695,147137,342014,452360,905132,1823149,2930511,6745097,12115138,34880859,45871623,79949052
35093,36445,57914,67179,100617,124834,150180,359240,600164,1066516,1787262,2916353,6716024,12135805,27752707,45524696,80471687
29786,36524,57679,67491,109206,109093,146849,328368,583475,1096911,1859532,2923032,6761867,12136838,27237988,45835966,78922633
29854,36540,60367,73459,101066,123006,156911,317302,490067,1271404,1770628,2949787,7210623,12116230,27576627,45551502,80005598
29692,37423,56467,75004,100644,109278,141880,375013,451673,1112415,1820449,4615163,6724703,12122871,46010070,45713937,79284010
28956,36533,56049,76803,98962,118275,147963,384697,442238,1002393,1822503,3020761,6721496,12117054,27713752,45665253,79600883
29654,36570,58489,68531,100193,105686,141978,388596,456195,1078406,1828293,3016204,6722453,12130869,27233325,45756232,137646538
29400,36237,57441,69604,101797,107282,144406,379936,540687,1103256,1820924,2991413,6709056,12052304,27454792,45601434,125101021
30159,37322,57589,62531,100453,132366,129837,416315,518399,1048609,1843843,2997519,6765997,12183862,39472026,45922141,130603485
29676,36734,57669,67695,99402,106904,144607,295590,489442,1053055,1860037,2998851,6694917,12131345,43934196,45629017,129974137
29869,36397,57863,63136,94102,113732,143799,290156,498268,1077067,1840137,3516910,6748040,13167538,32009167,45980326,128672855
29401,36207,56941,66491,100688,125818,159720,360737,471919,1016191,1870969,2960546,6671286,12216770,38885248,45270542,127284824
28963,41521,67791,66404,99055,111955,159147,287799,504428,1121482,1846051,2977152,6758384,12174899,27396182,45766454,127753968
29579,36423,58745,67921,104027,122839,180512,304428,561459,1148673,1844770,2993919,6736901,12150422,36739783,45231225,127208612
29223,35830,56905,67589,101009,105343,160892,352906,561087,991582,1833560,3010547,6732745,12148430,27757633,46032580,128013218
30024,35904,58277,75291,99443,109296,176194,380294,500576,1054682,1814644,2974682,6739926,12141059,37588107,56815783,127768628
30241,35926,58051,62444,98474,109120,188545,358121,456805,1013454,1857881,3049614,6687357,12239529,36937420,57202077,79432149
29630,36661,57216,67745,98561,128399,167820,352467,443039,1035882,1833904,3020160,7419375,12145758,38734359,56802016,79400128
29932,36216,58598,69079,108821,131528,220722,371302,464769,1056203,1821566,3245471,6858209,12113411,28229283,59608301,79046967
29330,35872,58036,74653,91778,126713,261585,361469,563334,1072816,1827812,2972360,6839793,12205326,28696797,58786871,83430232
29455,35984,57057,71735,97579,123023,212735,330887,508240,1035795,1855448,2961860,6840949,12196004,26494336,58638713,82418819
30255,37047,57487,68748,99270,134970,219224,307596,556421,1077264,1907908,3024057,6896352,12125710,29623008,58628478,82198837
29970,36700,56528,68301,111334,131489,225931,455502,509643,1142524,1757121,3029216,6892729,12231396,33855076,58618047,82682885
29357,36796,57950,77787,105581,115145,268011,285384,505375,1003979,1870948,2979377,6805445,12119533,41136163,58940525,82225323
29145,36045,58040,74070,100010,130620,223613,268974,693750,1073190,1750665,3003024,6816910,12153315,39816009,58587322,82362115
29275,36716,57438,84021,98725,108864,303339,270755,569845,1099569,1878250,2969582,6822409,12126492,26869991,43553382,82016931
29122,35992,57515,72958,105441,110740,212711,304470,465695,945955,1703407,2957896,6824090,12690668,27723466,47297129,81700487
29555,35853,56806,68478,99832,109433,255507,373909,461169,897299,1737829,2993390,6844885,15140948,26931745,44961278,81205536
30030,36143,60140,63009,98706,111547,269201,345452,453188,994815,1729017,2982391,6866968,15080268,27470432,45177253,81551839
29268,36666,67281,73958,98934,110492,249170,363224,452609,823453,1730365,2972192,6801259,15169222,26814042,45393390,81359152
29012,36839,60313,68206,103928,120591,320651,352793,549582,1042080,1698180,3043703,6869004,15180347,27406493,58083269,81592562
29302,36310,57756,70523,99920,133869,291732,377303,561604,1019236,1703569,3000469,6867155,15135950,35361786,58700796,81358081
29196,35901,57145,69828,100663,124838,260695,351882,488806,890954,1698632,3036366,6797833,15176009,28263785,58123772,81493254
29596,36650,58787,76322,100647,123810,303300,354955,508970,1068695,1703930,3004830,6823267,15144053,28535652,60750378,81264094
31198,36147,58432,67101,124738,110288,288710,342873,535055,802535,1722176,2981238,7127524,15103773,27965762,59722270,81390942
29962,36062,58352,67678,99935,110043,304284,363042,524684,963743,1701572,2961388,6807360,15129438,38119293,60026595,81132983
29543,36071,57429,68952,98461,120547,304144,358504,609034,895390,1759031,3040970,6828948,15113742,32332092,59971098,81266523
31152,42249,57412,62719,114598,108597,211390,327212,571789,991404,1710775,2978759,6835919,15121595,28864281,59795828,81706638
30935,36445,57644,68430,94798,110487,308027,342065,491773,810589,1714166,3020550,6829524,15130932,28439693,60009376,81247651
30684,36253,57773,75263,91995,113467,281216,348927,439367,1031937,1689644,3028629,6810415,15701620,27759595,59767883,81649650
31280,36376,56199,68621,99708,126391,273462,327952,447583,965083,1673530,2998448,6852644,15081894,29416231,60053075,81160719
31954,36363,57599,66435,100619,123037,295557,449758,418425,1063950,1700747,2969527,6804304,15089139,27917352,59883138,81660008
31195,36897,58026,68529,96548,108890,235234,286424,620233,1060577,1693776,3047475,6841399,15159435,28918604,59944556,81203898
31061,36385,57128,69246,99343,108015,228380,295067,552450,1012950,1685840,2998968,6845298,15175015,36216035,43681420,81691048
30678,36222,65587,66939,100305,110112,238784,324918,479673,1037304,1705290,2992061,6833691,15115707,41373657,44007259,81344114
30771,36201,57756,66945,97594,121544,211673,350002,496739,1101173,1677520,2977595,6843356,15169882,32585621,43663256,81424869
31347,36756,58809,69277,98814,122632,234133,356703,442245,878188,1672971,3041609,6871165,15076272,45044607,46281428,81172996
30406,36773,58545,68640,100235,110917,269557,372357,457265,1029647,1706711,3188194,6841181,15182619,27714798,45746501,81299353
29321,36136,58178,70108,97956,126330,232133,378140,632917,967854,1676245,3181996,6852031,15192521,26810619,45575080,81682701
29442,36224,58852,61252,94505,115844,256196,334485,579921,900207,1727526,3045275,6853604,15093851,37954233,45623744,82339348
29761,36932,57391,67639,87409,106128,226001,349908,683163,1017511,1806484,3021547,6810728,15124195,26770579,45407637,81923123
29219,35661,57850,67195,103453,122885,249224,362360,472713,1049623,1780009,3060358,7037935,15101416,27597369,45725271,81873251
29540,35640,57042,75252,94967,108233,292796,379255,509723,1080055,1785455,3061299,6862356,15431012,26944001,59869171,81890119
35477,36140,56612,62962,107813,120513,314525,342659,493695,1054222,1790780,2995522,6830054,12131348,41191186,60315234,82595362
29645,36723,58127,62255,97782,123878,282874,353675,613138,1028294,1795825,3086301,6817216,15222208,40112930,59904145,82100588
29580,36122,57068,79099,97651,120293,265184,427975,564531,1018653,1810365,2979762,6863943,15267517,29323711,62423601,82324381
29112,35971,61881,68631,99629,108390,238913,247450,479909,1068015,1805955,3032030,6808782,15219897,34172342,61864471,82132283
28916,35526,56821,63132,104226,109804,317320,270500,484812,1048984,1800058,3038103,6812632,15296128,29673536,61540426,81900108
29380,36744,58419,76060,102126,111092,393452,268786,452621,1087578,1822911,3069742,6826785,15260287,27768522,61765850,81847160
28844,36455,63875,63349,98244,107928,280150,271455,448982,1038575,1800758,3115044,6822160,15276089,29289418,61547480,83004296
30461,35735,58522,68072,100244,105618,303577,326469,571857,1124867,1755396,3091905,6866746,15245848,41662860,61732325,82043074
29834,36722,58402,68376,115066,108835,361914,331621,543986,1035380,1799533,3136834,6816919,15283220,39841897,61583023,82698615
29426,36810,59104,71764,99685,108595,222484,341906,499190,1054814,1881834,3141546,6852881,15248254,28088980,61743550,82044311
29362,35657,56426,76320,108694,107900,230603,305949,485816,1034775,1811273,3199706,6848280,15222781,29261755,61539535,81952175
29637,36115,59306,67656,102992,125844,206632,352289,474840,1047357,1824306,3102896,6871642,12792323,28000424,61682341,82289056
29266,35748,56497,67473,100156,108143,228732,329658,665848,1028248,1852548,3086517,6881525,11615463,30675122,61559305,81898850
29617,41940,56987,62045,96493,106014,211231,356885,557139,1098431,1842725,3149218,6861311,12075780,27729694,62121086,82459227
30297,37159,58334,74171,104752,109215,213542,324487,495645,1036291,1812898,3123146,6824763,11600403,39737062,43602915,82229404
29401,36073,57109,76227,100853,120423,205555,333733,471610,1030914,1852832,3063835,7142963,15132619,27764094,44008089,82323937
29212,36429,56808,67924,99268,123440,224591,363804,469039,1095763,1820939,3094649,6839695,15126172,29721412,43622947,82021756
29524,36057,57762,67676,98968,125614,211037,348025,447796,1080582,1851734,3085520,6813099,15107989,42618486,46118853,82161026
29338,36973,58161,69829,105884,121918,221632,329345,621737,1078492,1840021,3101630,6830193,15110538,29310300,45345379,82090023
29354,36375,58141,69735,96852,109415,209516,410182,603940,1071348,1843130,3089263,6823931,15186773,27461271,45516197,82456762
30882,36824,58049,68705,86024,107290,206518,257486,505603,1025922,1793407,3049026,6855697,15124506,40886611,45374428,82015301
29494,36028,56989,61832,100061,123560,198902,267152,463279,1031753,1875854,3126397,6867516,15175156,27946814,45342033,82183679
29084,36452,57630,75452,104074,106551,210455,263316,535051,1032943,1857403,3168529,6799478,15120037,29333225,45421273,81928948
29927,35789,55787,67785,99877,127637,216536,375153,555428,1101512,1803134,5113402,6859360,15074957,27983352,45224771,82132497
29299,35827,57290,73394,98914,110674,233742,338228,560572,1112303,1807621,3128462,6841081,15138134,45728564,45526397,82168106
29925,35971,65376,67669,97541,132669,245016,314037,531013,977142,1747273,3057891,6796045,15198906,26481662,45211002,82345044
29691,36295,57504,69564,100158,112972,210760,349289,490845,907643,1711412,3078067,6834725,15163424,27019228,45607567,82038335
30311,36169,56441,69111,101242,110000,245061,343942,481154,1025852,1714940,3078737,6853334,15397102,26328310,59977171,82325073
29571,35482,55987,69215,99635,111001,200373,316217,494424,809392,1761931,3059181,6822525,15121421,27241078,60131270,82681401
