FP32 eager b16,FP32 eager b32,FP32 eager b64,FP32 eager b128,FP32 eager b256,FP32 eager b512,FP32 eager b1024,FP32 eager b2048,FP32 eager b4096,FP32 eager b8192,FP32 eager b16384,FP32 eager b32768,FP32 eager b65536,FP32 eager b131072,FP32 eager b262144,FP32 eager b524288,FP32 eager b1048576
30030,37822,60060,68895,99635,123261,164234,344598,545217,974307,1826141,2696932,7490250,15004806,24776418,49301384,105487708
29490,37288,58305,67309,97265,124844,150156,328152,504070,966871,1807654,2700496,7491910,14987584,25982198,30778208,106382071
29235,38270,57935,68351,97543,139880,145077,355197,478801,1023224,1817916,2679623,7550897,15005781,24496289,45219455,97870330
29154,36312,57876,69994,100496,134241,142372,439933,458258,990766,1808258,2663901,7449317,14950957,25957098,48714064,98237456
29524,35971,59817,80043,97957,127317,148897,264992,639318,989676,1809276,2652712,7512999,14972632,24702367,44863203,102118667
29618,36722,58468,63481,100119,128605,127510,356674,543471,981610,1834774,2658135,7532182,15008579,25898046,43196267,101551977
30170,37282,57150,67791,95172,133945,143781,320018,502264,991376,1824286,2731147,7488154,15042013,31975410,54137391,102710056
29493,36042,59165,67861,107648,124217,146020,319878,419413,989199,1837803,2698657,7816875,14799819,26117536,44887276,102487680
29381,34933,60369,68006,99332,123216,157505,333632,472207,983125,1791749,2719344,7528347,14981726,24646347,60380425,102691470
29609,35533,59487,70081,104244,128582,145537,351525,459603,974669,1809511,2731107,7430686,15431083,29453459,42404077,105839910
29962,36639,59189,69245,114135,122693,161276,377199,588154,986539,1784061,2740769,7504338,14991172,38756640,42230509,101691345
29653,37899,58262,67943,110021,121866,173819,357995,565995,930765,1806097,2737100,7512546,14955998,25997459,47541948,102863872
30581,37913,66972,73600,100669,124201,161205,369161,459590,1003354,1768388,2739871,7500406,15044354,34146578,41136708,102454213
29940,37653,75811,63117,106038,121410,141963,315942,471056,890762,1812680,2689491,7484647,15026804,25933128,41265069,104042587
29640,38487,59183,69116,101007,105858,164066,360839,454814,1025188,1800911,2808394,7522765,15056048,24552130,41388812,111583829
28966,37733,58725,75911,101775,105802,162576,353136,479887,1003221,1791789,2853788,7490151,15012419,26043439,41212336,110803844
29467,37452,59962,69446,100090,134279,174754,321589,659280,976882,1813185,2710549,7546635,15042783,42427880,49462850,116437881
29322,35912,59338,77046,98337,105056,192036,444107,557486,998391,1786302,2734297,7497970,15056617,29527577,40190983,114414321
29731,36646,57841,68762,103159,124317,171334,265088,485047,994262,1829160,2780507,7441076,15038816,24698004,40528433,115120038
30091,35809,59231,67224,100189,103725,152678,274506,452802,929232,1820011,2754715,7542363,15044467,25951967,40663660,88733537
29915,35994,58294,75321,104118,123164,228113,266527,436880,953976,1797031,2742682,7492509,15068118,26136487,40882917,89232801
29400,36398,67178,81370,100910,104145,222500,303473,428478,1002113,1833759,2766028,7447838,15076859,25804617,40322804,119578146
29101,36903,58858,79826,99477,102090,201943,313248,597240,969842,1836683,2784853,7508061,15052213,24516356,40196514,89749967
28953,36452,59737,73477,98337,105173,281673,349514,537790,996347,1812922,2728789,7484548,15007575,26027683,40387769,93536233
29066,36065,58352,73753,97729,101119,207104,359015,488512,928822,1747952,2687117,10113533,16010924,24922426,40785707,92889665
30456,36309,60250,77069,99566,97877,273646,370772,467683,939848,1707966,2691579,6964913,15292476,26052513,39272917,93363158
29665,36569,58966,77692,101937,131352,166691,345315,490953,890247,1739267,2706456,6990877,15353258,24435108,39509624,92581241
29088,36023,58781,69355,116463,100435,247285,334857,548696,972570,1740183,2729957,6921919,15317331,42278078,39797334,92153182
28856,36222,66225,68210,99036,103278,262326,318055,623035,946713,1720055,2675266,6961206,15323820,26458343,38523326,92398464
29039,35872,59190,63364,98912,93892,259943,349568,570483,878371,1674737,2670917,6919462,15397714,25995392,64330715,113207544
29524,36469,58120,63514,103238,91801,247971,369608,493228,956624,1730954,2706305,6916797,15386915,36612039,69248979,112945136
29240,36030,59258,68532,98624,92813,255105,377241,477534,931766,1680031,2714032,6971768,10411994,36141522,37571469,117638267
29861,35643,58419,74943,96566,94219,271608,321283,484512,980016,1744757,3379909,6951134,12754183,24957133,65746393,86058594
29569,35604,59999,68381,98422,97392,226047,310735,457049,923880,1751446,2680186,6914476,12740868,25910786,64045400,87279917
29273,41629,58835,70326,103571,90292,271147,343093,688405,873208,1752678,2716383,6957305,12759729,24476792,36290582,91759510
28561,35946,58788,69268,105874,95126,221429,313705,513978,922257,1715513,2699037,6922839,12705904,35209045,64774811,90975028
28945,35606,58503,66559,88045,103848,294478,446601,516540,924287,1698327,2693509,6958667,12750376,24952914,37174498,91278464
29379,35806,57885,74846,98671,124394,204758,319611,477939,873458,1685861,2695155,6935662,12696970,26123618,58500135,90949228
30257,36001,58978,75228,100011,104728,279329,314235,479437,957347,1742302,2735849,6951884,13114185,31034913,46916061,91364839
29364,36826,57911,70702,96871,122464,254929,313261,498421,903860,1660327,2738255,7018049,15310927,28705526,46190691,94270230
29576,35853,56375,75391,98350,103099,281563,350553,631458,877357,1710804,2697310,7048576,15167952,27961555,46479328,90778117
29495,36222,57705,69671,101659,123684,287149,359494,685617,957752,1722324,2680711,7255110,15322416,24345593,46053475,93132122
29576,35870,57680,75809,96973,113703,253864,349423,488052,930146,1681264,2756900,6922234,15309633,31580880,56487248,92285676
29583,37095,60036,71263,100583,93955,261982,384072,472192,865229,1656485,2679990,6934219,15360246,22767315,57508435,92659332
29131,35913,57680,68174,100028,97616,287480,333855,501673,970265,1725167,3033906,6959647,15332027,32763785,59632378,92219792
30420,36038,66796,61435,97030,121670,252771,339907,602305,919359,1688236,2968086,6985506,15296974,23513038,44784765,92458264
28864,35451,60183,76199,96972,102738,271808,322515,610011,846857,1729171,2732763,6979253,15370579,30669443,44519508,90129539
29538,37104,59786,68430,100133,123548,252175,323880,527607,938437,1700272,2689887,6941866,15399196,23409447,46638582,91314892
29185,36188,59122,67728,100737,106919,286381,333583,532824,881690,1706603,2653799,6968656,15424854,23555607,57863438,88920856
29210,35956,61163,68285,96978,106347,247323,352700,481060,865674,1760357,2740391,6945106,15333286,30102311,57622293,86103540
29196,36067,60010,68949,97360,100889,275092,423734,480963,909811,1727980,2723247,6970412,15235113,34348572,59578073,87260329
30483,36316,59000,68978,99153,118241,289808,266761,634185,965791,1769748,2769454,6965021,15353759,29966127,59143319,120835074
29149,35344,58878,69120,100325,108790,231770,220808,555274,846998,1768020,2791064,6955274,15317745,36400171,39093117,123265866
29031,35880,65057,66601,98321,124080,221221,267451,490552,981031,1780834,2700838,6875576,15522387,29866805,65444260,122473371
28976,35373,57940,66990,98507,109572,290368,347488,486422,984908,1771186,2709410,6980007,15529868,31291572,59028499,125552009
29436,36410,58948,79357,96702,109755,296597,328133,534043,976813,1776211,2755289,6918306,15381085,29968757,58594547,126521642
29113,35871,59471,68548,96063,107912,225146,371916,540420,991028,1846252,2725281,6922765,15320203,31230654,59069036,84147376
30058,35430,58877,67844,98058,108042,284928,324037,601649,980304,1812920,2777420,7380495,15279524,38320389,59412943,81356854
31265,35904,68408,66288,100133,110921,240897,335401,521213,1011720,1830911,2709794,7608074,15336362,31278621,58994327,148424570
30203,36224,57388,67265,99199,109684,286157,375510,510937,1016975,1809079,2722590,7668797,15322297,30035161,59465445,88975211
30603,35954,58995,67430,97688,128313,305482,319780,440201,967045,1810021,2680232,7658957,15328601,31273477,44255395,90005132
30780,35580,58253,66759,99606,108463,364223,347012,452511,960087,1796146,2732487,7726739,15379569,30034367,44988388,89811237
31087,35719,57903,63499,98222,134817,178049,342341,472820,988621,1798733,2741377,7701537,15407250,34804727,46519459,89187150
30370,40921,56537,83458,100072,121687,174267,316510,619654,976196,1833061,2710916,6754624,15389035,23986662,48244667,90005970
31522,36239,58066,67449,99494,120784,159610,351984,562903,990442,1784622,2728003,6935761,15331331,23785070,48499170,90008534
30984,35691,56750,63132,100128,106952,299201,350918,507468,973376,1769578,2751230,6993843,15358935,24118541,48221728,118164717
29492,36167,59618,74153,98202,106688,150665,317044,491816,969325,1793723,2696017,6888922,15327344,23775216,48557223,117265614
29349,36322,57043,74580,107144,109973,151950,428301,480224,1032053,1767903,2707504,6939668,15323650,23938595,48313986,116328143
29316,36694,57081,68593,99476,117065,144701,344438,469918,989583,1780588,2747457,6947922,15341579,42271361,48355358,121497120
28979,36118,59393,67462,100625,120139,146808,276062,603915,971778,1773100,2728589,6888480,15317819,31166745,48368957,122088413
30203,35969,58542,67271,100052,105885,152646,290479,584225,1012972,1770147,2739543,6955263,15715557,23955623,48371523,121573054
29672,36097,59224,74406,97917,115352,148052,302809,516206,949837,1806484,2688212,6987595,15416055,29979148,48045403,120864115
29383,36525,58996,62583,94418,116413,156072,402643,505073,1026315,1809952,2725933,9192240,15353020,33534549,48365868,87430231
29614,36110,67014,69122,98795,106184,153534,329480,498875,964607,1804425,2942465,7540171,15345063,23681623,48532929,86455599
29082,35246,58118,72846,101317,117632,155471,359592,471077,992683,1803074,2866930,7648899,15288185,23402334,47742617,89882454
29135,36164,58418,73636,99894,105849,141892,353191,644709,1000640,1810213,2746880,7608062,15345362,38093790,48420811,88966132
29478,36572,56379,66448,98326,108336,160780,325712,554778,978731,1790131,2761929,7582602,15309572,23293497,47994214,89593658
29775,35514,56904,64710,86693,106731,263872,364206,543503,975697,1785643,2711021,7578328,15416340,37576294,48244958,89869664
29278,35765,57149,67028,99830,104685,204021,358944,541153,1016673,1800700,2717339,7643448,15300858,23314460,48244560,90700267
28661,36065,58616,68478,99555,118057,242325,335666,475977,946049,1739834,2706781,7592559,15374084,23991696,48473728,90781255
29014,36353,58337,61927,86009,109218,231693,343958,519589,946637,1688774,2787891,7639567,15316962,23411151,48583423,91006318
28215,36092,57517,73565,98033,108756,206589,353435,623444,818894,1684809,2689792,7567024,15349556,23728017,48278490,117807117
28694,35497,59585,68170,99861,107987,206741,435674,588326,971160,1698681,2746523,7604907,15371004,23385696,49539353,118150139
35610,35251,58341,68564,99837,108136,224060,268207,533621,899034,1728388,2670083,7618390,15346693,23665677,48077905,119582221
29266,36331,56748,71344,99037,121956,201948,245711,449915,862834,1711990,2678359,7567494,19402388,41299612,48344427,120534290
29373,35808,56681,66662,91610,106797,257110,263748,451829,929244,1729478,2622385,7593348,15268264,38054184,48110176,120838866
28912,36096,58723,72659,98604,109423,223804,282618,608376,924018,1694951,2724827,7922011,15275058,23308061,48428951,121687379
29090,35561,55841,74257,98560,108602,232848,316402,594565,970517,1709551,2700046,7618557,15518707,35120005,48047353,120773934
29087,42288,57747,62158,99930,109780,258582,325353,500936,966406,1737254,2688576,7621144,15273910,43050110,47740715,132774383
28897,36152,58859,68636,98297,126049,261330,360539,488252,872185,1741366,2672253,7599714,15242586,23620509,42573055,121426143
30575,36310,63886,67560,98884,109182,301701,319712,487842,952104,1728209,6322215,7597086,15208267,23394606,42984992,136925394
29405,36072,58412,68169,102919,110882,301243,350566,485435,905494,1727626,2798699,7575873,15266366,32852423,42914402,119133773
28931,35987,57102,69815,90487,109504,259910,355767,583819,877014,1737501,2737980,7662944,15191700,23440825,42773463,120073251
29427,36689,57361,69395,98559,107638,316628,314143,552338,945386,1723955,2750094,7627955,15251910,24141533,42425281,120844279
28897,36401,58383,78969,100241,125119,250741,320180,521367,935929,1712686,2749543,7607538,15268059,23817115,41450702,120300235
28743,35936,58693,68728,99983,130306,255045,313832,494953,839744,1677990,2831422,7604339,15203249,24060698,41167500,122253607
34677,35611,58388,86120,96849,106786,255321,436383,473351,967921,1728546,2753954,7581222,15283501,23772581,42492637,119585181
29443,36220,57916,77076,106783,132787,206345,235297,458989,933181,1665694,2694835,7608454,15199487,24096397,42197470,86176236
28572,36284,58512,68471,100242,109951,209474,231742,632566,842662,1709128,7845084,7583504,15251315,41027169,42451835,87255755
28584,35924,56426,68827,110674,129590,305014,272309,568574,953160,1709919,2684575,7551827,15331255,24098715,42051456,90808580
28905,35878,61473,71517,98909,107504,207624,300243,497135,886001,1685924,2939681,7768049,15296993,44061826,42539272,90001967
29271,36158,61083,71511,82654,108978,295371,304249,482761,907631,1677488,2817464,8088263,15250348,24341288,42780213,89967861
29304,36094,60244,66862,99773,123960,416678,297662,482437,969614,1736674,2876464,7704037,15289505,23711069,42886892,91609127
30326,35732,58303,75996,97908,107440,274976,305387,478806,930763,1681439,2813090,7694733,15284321,24006755,42093147,91058770
29693,36832,58689,69283,94765,107573,293726,306813,612551,839236,1667157,2716979,7682812,15492686,31765509,42655688,90744971
29808,36913,65928,82315,99676,103084,300236,321184,566748,966812,1693967,2709523,7727578,15243927,30445112,42373174,91625114
29540,36379,57577,67692,119358,106758,253317,378835,501981,929076,1688231,2733628,7688728,15236656,49336739,42745980,90821980
29280,35977,58858,64138,98275,110467,276384,336343,481795,977320,1758647,2735313,7706367,15269832,32565221,60192462,91449232
29346,35924,58946,69311,99971,106142,246766,323598,491177,990828,1819467,2784353,7698600,15232616,31707617,50008359,91091444
34465,36517,57148,67146,101105,108866,233424,314963,518999,1009565,1779891,2735161,7729263,15265801,30455437,42278853,91582293
29315,35954,58603,76174,97239,103733,353301,359277,623871,881541,1781102,2795099,7665441,15259816,31861096,42716572,91452480
29932,35333,58236,67358,101393,110284,309302,343935,567463,958036,1751635,2763368,7698988,15281165,30379537,60459275,90772672
29749,36218,58463,73135,102103,123400,326696,350550,523716,1005248,1802648,2729843,7714181,15224596,31731447,60163739,91184338
29199,37083,58444,76805,100064,110318,286199,348805,503106,969368,1800593,2715386,7752661,15315202,41726996,62147922,90911261
28975,35772,58793,69039,118078,108310,248448,337664,459534,987059,1779109,2755907,7712542,15249507,31748899,61538383,90907616
29307,36603,57882,69502,99222,111248,302388,421416,474631,970845,1750223,2737548,7718850,15236052,42322354,61827386,90896037
29679,36056,57832,76561,101932,131374,241833,329281,604976,984975,1782324,2756202,7716826,15327450,31742626,61580401,91134286
29452,41300,57692,69177,105543,110861,229691,312286,565039,977459,1774569,2723485,8083927,15242495,30468923,61931775,118009628
30047,37028,56530,70231,99364,137383,281896,314441,493541,1015165,1779082,2770290,6841040,15242504,23994651,40810170,116587809
29121,36377,57212,68163,99797,112356,220614,392851,557011,1008000,1795915,2740492,6783515,15419073,35126110,62286050,122881926
29045,35680,58585,73623,97293,135634,238631,311992,488008,975479,1848214,2754979,6776511,14782007,33556010,62568129,123701992
29267,36163,57645,74457,104761,133908,280714,294243,516229,963852,1799603,2686859,6772142,15297428,22813255,62294298,120170600
34634,37073,67081,68390,98909,108791,273731,362304,633085,966732,1907702,2739981,6714699,15268403,24064891,61416078,84930025
30225,36243,56479,67506,101085,109023,296793,338831,509524,982819,1853340,2762514,6717361,15250453,22963641,35608918,85423927
29280,36199,57713,62120,98283,109368,295670,350256,546952,981501,1889322,2721436,6755046,15293285,24221538,37900844,91497201
29205,36501,58188,68531,105048,110034,257273,320494,493843,940589,1911986,2759734,6733336,15289118,34202955,40328525,88761095
29205,37431,57297,67201,99557,110484,393779,348175,488546,992213,1939772,2763109,6689234,15202956,24292742,39320399,88205857
29729,36844,57999,68414,93079,120896,2043008,332142,582823,986652,1963540,2763448,6728679,15296385,32359896,39091954,88866029
29152,38018,58914,70659,99219,106139,224385,382039,495876,971975,1952679,2795424,6791878,15242197,24166710,39596976,88927282
31181,37917,57035,67551,100269,109173,194275,422677,515600,984980,1894610,2893455,6720092,15253749,44954605,39513980,89523946
29416,38739,58963,85038,99618,134048,210460,284046,448679,957139,1910397,8208556,6755745,15263186,24174122,39347620,88972432
29633,38376,57670,81458,106047,126043,198764,231070,428135,976501,1903053,2750826,7178143,15260803,43170982,39501347,88708488
29440,37599,57510,66832,90171,126220,175209,292623,425419,953801,1939489,2736310,7201465,15236942,23928723,39164815,88987431
28877,38282,56796,68598,101641,119893,189949,335666,571389,959160,1919584,2741170,6918718,15227250,25619685,28625117,89476257
28613,37038,58293,71108,186237,108036,180742,360420,549216,974396,1916889,2711541,6957884,15247271,23198033,62730503,89000583
28823,36305,57407,68485,119052,107713,191955,352831,505059,952498,1851067,2742442,6894457,15259094,23149861,62364226,88690655
30163,36157,58407,67302,98977,105428,184704,352624,466786,854115,1824085,2730202,6967086,15256468,26055198,64033014,88910840
29352,36462,57338,66126,98782,123411,184860,342030,464040,995938,1815759,2726911,6904453,15609412,39244998,63773819,88773265
29134,36883,57239,62518,101019,112160,195515,335174,462764,952337,1848610,2740651,6860560,12231172,23152655,64097419,88911330
29472,36414,62454,73672,107756,112594,185185,332521,619023,968066,1821192,2740714,6947398,12407293,36585739,63825108,88737887
29255,36634,58384,78142,98758,109502,230099,336622,549103,927435,1850199,2714928,6981684,12320862,23191513,63958943,90478674
29079,36161,58531,75704,97290,110276,200559,315383,490791,858347,1843304,2714617,6897679,12369960,22942198,68256393,90844815
30630,36186,58579,69840,117738,106895,205922,315156,443459,934134,1813086,2714289,6950517,12291913,23192957,63772450,91054017
28798,35750,57735,68288,121780,109592,183565,337953,448785,921537,1856171,2727238,6905412,12335131,37984518,65752093,90700084
28998,36086,57782,69064,99839,111381,185256,345370,461390,843319,1790443,6249850,6862359,12293281,23223797,63209835,91223914
29120,35735,59900,75685,99366,107575,239171,351764,630975,969722,1803258,2772711,6921721,12318604,22895988,63251042,91132634
28866,36584,56877,69278,98070,106702,199551,439575,549686,895272,1846273,2819999,6911979,12327060,23185544,63292650,91376268
29442,36211,57913,68202,115423,140281,217329,255902,478881,857925,1818880,2800506,6860288,12288423,37246904,62611870,90668828
29077,35663,58356,62992,99719,117059,265446,265937,465103,965546,1829667,2819413,7382370,12346218,34027185,41862814,91059161
29910,35669,57240,64047,99952,135860,212084,334844,483616,917090,1778627,2781383,6921429,12364506,24428207,40624121,90700090
28904,37177,57971,68885,98201,112659,286874,385723,437768,871909,1833933,2826085,7158499,12347902,23181133,43224301,91136810
29261,36112,57833,76247,98084,125628,287424,337322,548211,966089,1819450,2802396,7379078,12925107,23453780,44235621,90796814
29265,36416,57577,68260,83956,115900,236165,326051,545497,902385,1888055,2769268,7384833,12299701,33348554,44687292,91984050
29223,35808,61777,67309,101668,109175,235702,360227,509907,851020,1852735,2785894,7335236,12360294,23676331,44071277,117466090
29051,42124,57980,76021,100381,114234,304345,331986,459501,906024,1839718,2804214,7381825,12267306,23765731,44837913,73147733
30510,36533,62902,68533,96569,118857,227787,352359,460069,935268,1837756,2999145,6899821,12394590,23436744,44650280,89972904
29458,36396,68258,84798,100758,108717,242533,321960,462008,829450,1938794,3010798,6883839,12378376,23207196,44127588,87535794
29522,35920,59294,83364,100247,114422,269736,368624,640225,943186,1873930,2773534,6887324,12295907,23679742,43936211,121267837
29331,35906,59136,68499,106672,128092,198648,337433,576069,948473,1986388,2793320,6919479,12345011,23152551,44222937,83356489
29421,36565,57575,73485,106778,112095,279696,347166,480911,879294,1837394,2766463,6856619,12333048,23419265,43947589,84907143
29080,36244,57966,70058,98680,119034,290646,336750,456677,962489,1911720,2811638,6896625,12341391,39317128,44264994,83789862
29341,35864,57785,67207,98784,121620,331061,434393,473888,891444,1803074,2779342,6859700,12291731,23654950,43964553,82912900
30232,35440,58580,66429,99010,105157,331174,402312,452547,883331,1901260,2817972,6840701,12318074,31907961,44475036,85967095
29828,36684,60757,62643,97209,111275,342764,279715,601977,987544,1892703,2784902,7066862,12324533,31805098,45951285,85649635
29169,35658,57969,66987,99857,108670,292475,276995,537411,973287,1858028,8725878,7139070,14822215,32564549,45905220,86243852
29401,35659,58090,76403,100011,116161,351298,306993,480274,1013147,1905328,2803555,7351232,12789043,37260677,45613907,85674895
29473,35499,65993,64731,99473,121374,245363,327195,482301,974769,1895135,2822077,7445927,12694880,23178859,45829719,85962319
29009,37060,59084,67442,96687,106794,318230,317691,470198,923404,1852999,2793594,7324536,12689798,23301555,44183204,85691635
34718,35473,58920,62666,99483,107328,285561,338656,621446,1037113,1897149,2838577,7414125,12672080,25462227,45207179,85853763
30463,36221,58611,67986,100189,121417,296718,345557,549196,873864,1843601,2830838,7350744,12624135,41528731,45047626,85924859
29404,36229,57945,68749,125563,110203,284933,358358,509301,980704,1878999,2839632,7393841,12690541,41215402,45178114,85540607
29272,37333,62298,62697,99401,124755,294602,379086,510443,995679,1882473,2845874,7368801,12608555,36800289,45019376,86027074
29276,36384,59517,65261,99461,108566,308871,362616,473752,959955,1904552,2815341,7363833,12625104,23506398,45010730,85786125
29081,36062,57630,81591,99709,109723,283816,369124,474462,946685,1912549,2788911,7453747,12770126,23666242,45240994,88597126
29042,35809,58182,68979,119105,107031,279808,331423,649143,994342,1838944,2849073,7393098,12769658,44250751,44672645,84489008
30078,36486,58877,69144,102031,108470,322222,427510,562556,977497,1864572,2806043,7371390,12660176,23343251,44914894,85076894
29218,35911,57168,66709,100243,122955,296047,377891,503627,979047,1900874,2828659,7395909,12610016,38132500,44993068,123902966
29350,36099,58032,67286,98723,109551,278759,239972,507454,988039,1888819,2798806,7487262,12660006,39990013,56303835,119515165
29064,36410,58101,67496,108415,105815,288748,265931,471715,981163,1928058,2850051,7587697,12674310,23264876,56913426,126549764
29072,37318,58544,68382,99791,126872,325386,276654,509922,964888,1837201,2804306,7369701,12628936,24095683,58854767,80989340
29040,36100,59092,76445,99622,120751,325564,353277,662816,989759,1909868,2812671,7385593,12594741,23133041,58324378,81293707
29517,35967,58627,69854,98800,129007,351583,333956,571656,978970,1872593,2805529,7376848,12965714,23663444,58576769,84686093
29885,36199,58411,63966,106704,125947,299807,354057,542809,1008141,1885815,2786115,7394479,12548924,24322553,58729914,119962749
29165,41561,58875,68104,100654,103095,315045,317876,478020,994642,1922740,2925047,7356785,12659884,24486443,58374114,119187777
29100,36691,58189,68955,98362,106583,299671,366849,504695,975036,1862514,2894161,7365096,12635516,24309798,45043455,123874015
28923,36204,57011,67896,100102,130704,306035,322147,496676,984142,1942428,2864990,7349105,12612469,24747892,41668927,83425282
29163,36439,57142,76077,103059,107146,308931,374598,607019,968420,1901446,2782775,7366036,12725879,29458806,44167926,114104743
29364,35661,58514,74843,98344,108302,307922,366140,574718,1013647,1892028,2797594,7373656,12601549,29405722,43219040,116167389
31179,36426,66774,70293,99789,109861,307409,347149,498386,904554,1924862,2813847,7374288,12670664,30032199,43412788,116421869
30021,35620,57571,66875,99821,111155,289729,350078,490241,1017736,1922940,2764379,7363998,12692816,29546371,43308101,119245978
29288,36560,66581,67866,101731,108244,294847,360064,454329,964178,1865039,2840311,7401793,12712547,29633551,43476511,117338544
29268,36191,56846,68106,98515,106835,382318,343774,441432,995547,1862907,2789254,8247695,12666275,35635680,43187092,86059439
29247,36521,59192,68176,98683,109389,169577,338116,613950,907010,1852419,2805957,7564174,12675471,29959484,43639954,86554422
29485,36113,57576,67461,87287,133230,142623,345282,556728,906991,1767543,2780277,7494181,12684217,47410757,50833603,117629039
28809,35990,57904,66218,106301,124611,140775,416382,510192,949115,1806934,3090173,7546271,12636822,29790531,39484304,119474906
30110,36036,58712,66884,100473,116914,143021,4213242,465620,932900,1797421,2847227,6431069,12635185,32296021,39959675,115566688
29283,36636,58622,69632,98852,109088,153304,279789,522711,878332,1894179,2857680,6480097,14918811,40135814,39364979,118920257
29077,36508,58271,71885,96853,110885,141610,313394,499473,978333,1818318,2881924,6430322,12734052,24935122,39860603,87743933
29148,35521,58241,72773,104850,109038,155929,372101,590633,912957,1832308,2891014,6439750,12688906,30354658,63491074,85804745
29108,35419,56753,77939,100062,131947,149187,367205,517654,827229,1856971,2914055,6465810,12754323,25007032,63877622,90540279
29268,36280,58546,67765,108788,116394,147365,335862,463792,994229,1876485,2857880,6457080,12658129,29795120,63458114,89778798
35126,36170,58176,65967,99138,110030,144644,348476,465630,924840,1833035,2855162,6380315,12630710,51673452,65642136,82107011
29983,35954,56647,66979,105604,106961,168415,317207,443673,882286,1845511,2903488,6447407,12643125,29784729,66334706,82665684
29220,36384,56729,74825,98705,110067,142283,381278,477405,929415,1821563,2854825,6420738,12712016,44643434,65254153,82381879
29344,36963,57725,73767,98018,110752,143935,319162,596727,925780,1865362,2902946,6479559,12651166,30087389,65705773,82261200
29069,36417,57934,71973,111177,111437,145297,356924,524327,884108,1854689,2867261,6424508,12628735,29768164,37571342,82391702
29006,36163,58212,62934,105887,110453,144770,318486,489019,963864,1837280,2882830,6870206,12610620,30031936,39196740,82176100
28883,36120,68710,83132,100043,107196,157038,385126,485856,923763,1817875,2833353,7473255,12673363,29941939,38624831,82286830
30429,36646,58096,75983,101449,107250,215766,397354,462711,879652,1881266,2878709,7569405,12695114,30032423,40510361,82120003
29913,36348,60467,69672,100591,110611,207837,276895,621228,900333,1842195,2978558,7490756,12711807,29828709,40848092,82516869
29346,36009,58416,68623,350812,120948,218619,225204,543396,953227,1877553,3114474,7535217,12585418,29959259,41053447,82530836
29237,35696,57255,68564,130210,110369,239061,257671,492653,844282,1795497,2832594,7480017,12664048,29915334,41599316,82211793
29171,41083,57998,76064,128191,105689,242490,273551,467284,947139,1828543,2844290,7633455,12626111,36425075,41122546,82115709
29334,36014,57138,69426,100688,130639,222337,369958,442793,912151,1830604,2897930,7559645,12633057,33490151,41339984,82369495
34731,36234,56697,74404,122275,109778,216868,368724,449176,824220,1815496,2895141,7536649,14885845,29990225,40850627,82423148
30256,36008,56940,64320,110546,110072,254294,345505,658625,978767,1808452,2846103,7522780,12815586,29941563,41319159,82154758
29714,36036,57771,63326,101206,108202,257561,328494,548754,932495,1849774,2872259,7542560,12646989,29992444,40882827,82288374
29608,36234,59566,68457,111623,108637,241242,350034,497625,871537,1800621,2843119,7507724,12781404,29825952,41163593,82410125
29569,36209,56841,67939,106147,107786,197872,321208,489377,1026086,1974274,2890072,7575598,12696042,29859962,40857062,112056434
29517,35871,59042,66467,105247,127093,219812,339186,465709,1022003,1899030,2904012,7528813,12778605,51603195,41376926,80130765
29261,35765,58124,70394,105079,128647,211220,371567,486358,1008008,1910311,2889127,7580925,12691682,30213605,61332363,80088202
29974,37012,57276,72030,122911,126003,251636,398163,615237,1061965,1918728,2852999,7502900,12610856,29669619,61738311,87997811
29275,35933,69268,73420,95426,133906,296255,337584,562711,1087380,1930252,2873721,7672711,12582145,29927830,63483602,79921665
29235,36187,59205,62507,96599,107075,298918,326654,495957,1044126,1933672,2878288,7733548,12649538,37931243,38604075,125895192
29084,36162,57951,82690,123772,124112,304928,352731,486934,1107121,1937964,2875725,7630516,12635800,30029795,38967938,77086779
28881,36910,58351,68478,120200,102369,256726,417471,469548,1063838,1919139,2899645,7522324,12678430,27201535,63790387,78250544
29123,35921,57410,67674,126470,120545,270354,323183,498921,1051188,1973445,2891735,7525877,12653579,37074761,63975160,75155774
29143,36157,57837,75164,126268,120387,320629,304567,602731,1046350,1889747,2859428,7542637,12640281,27151921,43188529,75993376
29533,36124,60953,78785,121446,124820,262439,309243,589476,1030157,1897750,2843318,7562553,12685307,27785179,38767517,76616281
30025,36398,59216,75679,125350,124414,318888,431452,498374,1093173,1922660,2880076,7515182,12665278,45843625,40722899,76099159
29247,36682,57319,76385,118462,106470,249485,360610,552932,1018639,1898196,2906573,7606742,12584280,27603023,40261015,75998988
29270,36527,58492,67141,106260,105803,325349,359146,505447,1064859,1870476,2878605,7527554,12953236,27016321,40367574,75993043
29173,35634,58772,63130,107118,410152,344329,355763,476557,1267495,1873147,2927648,7588709,12635715,27494310,40399660,75999891
28925,37245,57018,75245,122328,138043,305709,359463,603614,1010890,1880357,2889386,7530125,12629064,21019126,40442160,75954627
30412,36111,59402,68082,133945,131702,290153,329584,567768,1181428,1922423,2920117,7590883,12803985,28749628,40559244,75972285
29276,36303,58995,67344,111964,130501,303860,339884,486975,1105153,1893325,2850152,7573052,12724811,29700671,40497314,75916343
28842,35636,58172,68757,109053,133971,291617,337578,509539,1069762,1931067,2884767,7566378,12675348,35412633,32019045,76045714
