b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
59742,54958,71592,87060,89284,117860,325183,348445,641256,1333975,4364573,7318948,12523080,22842958,90091012,76412735,135333138
57483,54984,69815,80743,80853,116895,332655,360699,686140,1462948,4344143,7149867,12507549,22206073,79721477,76061599,135100932
58291,54094,77908,77540,80584,111892,360088,351914,711242,2983668,4326185,6895758,12698347,22154886,78545977,76170236,136880400
46550,54181,72490,78922,91378,94491,274656,391144,704404,1345460,4418749,6836023,11318822,22184430,79112780,76123521,137004463
48868,55334,129640,75489,90627,96006,318932,395412,1774515,1437818,4403599,7306103,12672471,22241831,76964042,76072256,136700020
46689,54280,67534,83683,79547,95982,314117,453756,659320,1325488,4286205,6892754,12320140,22244335,78729425,75093860,136926893
49806,54615,65475,79177,87989,95548,334927,398661,658437,1341001,4386343,6797501,12089622,22306148,75275985,75721881,136691998
47661,53938,67823,85928,90947,105062,320764,371341,1852886,1320488,4418586,7240387,12737604,22211876,79271566,75762835,137146334
48539,55180,66786,75730,90635,102649,332890,358934,737699,1347099,4350423,6945528,10374863,22193584,79004927,75434122,134554119
47701,64480,69732,81562,89110,135359,317134,381997,664802,1351475,4325570,7336088,10136636,22260844,83410091,75476001,134843972
48392,54053,89027,75032,91199,121244,295310,388987,653685,1381346,4429007,7336085,10168297,22223018,93272490,75378514,134167316
48597,62621,77959,76626,89956,107308,347419,388460,698211,3017522,4897841,6959951,12257577,22199921,79780220,75671036,134846204
47538,55009,79858,79558,79832,107046,175728,375530,1810689,1289243,4253750,6810733,12428033,22239346,94474336,75737019,138421732
48614,51675,69451,79067,90287,106639,154321,379229,672093,1464926,4376520,7067113,12501841,22255982,90520340,76286850,138002219
49332,56746,79232,74588,82853,133202,164634,365369,747599,1294030,4276271,7352233,12327161,22421403,77894335,75810464,137769731
49049,54142,77913,79885,80395,110267,152624,410786,700299,1277138,4452051,7240533,12384120,22278555,79441255,75766650,137684992
49930,60667,75619,73769,72790,115826,157837,349677,723707,2978176,4163508,6993460,12434599,22167889,92733154,74931120,136679589
48461,54296,79800,75070,74096,113372,151180,358419,1763548,1240048,4423851,7190751,12401107,22265871,81473903,75619791,138109405
47198,63240,78948,72303,74092,113890,154207,368401,655235,1334882,4321514,6412045,12363695,22116062,78076986,75718211,136951874
47415,51714,79000,75455,73766,131366,152126,358554,648611,1311529,4274909,5488781,12421379,22247972,79672843,75784097,137577284
47202,52967,67051,77211,74307,123559,168349,341819,708842,1365939,4463095,5903716,12372909,22278347,79279151,75773353,137413948
48977,53865,77018,77703,74939,118063,174123,345769,705079,3027961,4283071,5481469,12271607,22389205,78681839,75633648,138388724
49795,52458,75862,73979,72332,121125,165076,351686,688489,1341205,4242196,5468858,12478753,22159641,78704930,75647094,137365397
50994,52360,70978,90773,73766,126640,177634,349448,624068,1304541,4346403,5523404,12570555,22231018,81792502,75903832,137829061
69013,52882,82126,75097,72080,131026,160458,399818,626004,1332684,4243351,5481384,12340773,22272787,79149536,75937509,134617569
49140,53810,71226,100403,75196,125590,175710,450247,614614,1339193,4305954,5481487,12396115,23057117,79648934,76758985,137210029
56756,53686,78650,77003,73585,130101,163851,386513,808432,1320952,4420602,5500972,12430406,23002962,78760588,76239477,135410003
48107,52947,70659,74411,75199,113465,182267,358891,1919611,1387801,4200137,5474511,12396932,23003129,79402294,76199897,138306336
48837,57378,82860,85752,72720,117330,161981,426900,700351,1338505,4251940,5509188,12381402,22982156,79599726,75910907,137284942
48941,58404,82295,85187,74022,127126,170609,374969,648622,1339542,4323044,5486076,12466996,24596172,79514940,76326463,137722925
48857,52395,69636,88552,72454,114180,253935,381846,653171,1370892,4445326,5476038,12461364,23046039,79245413,76272047,134669888
46212,51148,80217,80323,81348,113647,323196,372755,624980,3083955,4288279,5461180,12428131,23100389,88237866,76548723,135814518
48004,55218,71879,76270,74520,116762,287858,370943,766643,1290734,4474309,5452627,12436966,23000225,75215626,76439768,135154856
