SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512
199369,198302,240052,250762,317146,364462
193092,204010,244040,248962,311360,360281
193401,201019,235820,266576,318433,362834
204009,212115,229670,247677,294647,391622
192736,206230,225781,255348,328975,380970
191239,202629,231296,247110,306037,375743
195318,207410,231055,254167,312252,363186
189158,202727,224398,257817,295223,370374
190370,201667,221223,255686,326252,362993
193040,201895,227982,259399,291882,363671
191540,216570,222110,258938,303094,381636
199473,200367,232588,251832,295480,366474
194322,202245,223397,255562,302822,356483
192338,199233,222439,250160,298632,361418
202845,206327,226946,251713,17583579,362653
190639,207193,230701,246572,316413,374299
193492,203664,222608,250154,317044,362362
197600,210543,225107,251141,302735,378073
190477,201562,226155,251121,302675,374246
199520,201739,238368,264269,297792,377514
193504,209389,225908,266065,306625,361261
193700,205082,224554,249534,297141,363892
201357,206886,231945,248842,302599,367211
208507,204265,229017,250193,299469,383150
206996,214841,223619,250205,302007,361112
194247,202683,238244,249974,297028,361404
193235,214455,247333,268001,303500,365681
198854,206020,238494,246655,300161,361070
192134,205225,242270,249570,321848,360305
192457,202153,240669,248526,308918,362114
201339,202482,229618,245793,323742,362274
191803,214608,223060,246815,297169,362974
191790,202709,222106,248785,307731,361867
194193,211683,230107,251191,292738,381357
191768,203003,227006,247798,680651,359600
193046,200959,228495,248627,324436,358869
196352,203468,223110,251587,318077,382087
193833,201042,227877,249449,314471,364007
194925,200965,232775,250800,325155,357184
192882,199718,227927,260777,318813,379747
191342,212395,240266,258612,333497,360754
218818,203727,224988,259482,313735,363765
207459,204411,226075,261865,318471,372454
192550,205131,237193,256523,310475,368086
194664,204669,223122,251471,24405323,377746
199880,207335,230110,259763,378687,365457
203991,205908,230980,253881,362301,367879
190457,214497,220500,252504,360347,364862
192167,206606,224029,249029,357990,357530
203908,205611,221139,247777,357809,361871
189827,206944,226087,251168,363904,7531520
193000,203096,436163,250008,348615,372846
192030,203437,240398,249699,351819,367855
206244,206525,228563,249299,350863,358813
214557,212746,225578,245186,373178,355006
193476,202832,224224,248866,341127,382208
188904,210288,229407,250549,348246,390310
203680,202404,228187,252623,342846,377904
191328,205757,222441,246468,343071,400462
192157,204235,226704,247914,347674,381848
192802,203000,229419,250270,341244,378914
190943,215040,223939,255240,339299,387687
199268,198857,225856,249424,341514,382497
193886,215943,228488,248794,346976,375728
189899,204258,232771,250106,351530,377223
202000,203186,233851,251747,329809,379467
191452,206362,224289,256322,337433,373152
191142,203889,242424,258066,341909,371343
193567,205167,235364,262314,334462,377117
191071,206781,242856,258403,341352,379210
189838,209710,238280,259408,349743,366934
195044,204910,224051,253516,331388,377257
191818,210285,221760,260262,352129,362153
198396,220570,236578,251091,339228,377365
193583,215820,223607,269441,329622,374395
192744,200027,222739,250120,332478,385817
197793,200907,232461,254580,322981,362727
190469,2158181,225844,250460,313875,374513
189596,203329,223434,250579,334955,372511
196697,212159,225305,267190,323586,387532
191890,201390,223135,251323,351688,361740
190337,204620,237808,251346,320024,367804
245619,205773,221469,248861,330623,3926051
201683,205207,236569,266181,328620,365478
215295,212019,224971,249907,332136,361187
209661,205566,225541,251823,315411,372155
218677,209275,224177,257278,318215,369837
195912,203553,223704,249677,312695,365189
191042,203300,228133,251304,334002,360216
207700,205240,234185,266527,321623,377486
189245,206430,220481,249739,322767,380051
192435,198870,223040,249376,313355,390862
193371,202316,229392,251972,317215,375092
192163,209650,223939,249191,307195,365258
196797,202266,231469,251195,333475,359381
192444,202746,224077,2553381,309182,359122
189281,204769,221827,268935,315568,384383
198743,203033,227840,250247,333645,359699
192051,206454,239610,248810,307306,373086
192860,204387,246948,247787,311932,379779
197269,211118,233600,251473,327445,381818
189495,205427,224213,250750,308525,362437
189109,205883,227756,248170,314763,361041
196289,202237,223911,250159,317692,363657
190188,203715,7654113,254156,312447,374213
199349,197661,312546,250296,306866,367212
192821,201488,249632,249956,317010,371778
199056,215527,228958,249699,329959,372108
205226,199230,223655,250096,313930,372492
192668,201785,227751,265671,298681,361727
190307,201793,239162,250563,311501,370915
194770,203029,223694,250511,297162,375974
192808,200477,228626,250062,314345,376511
200529,204486,230658,250718,314592,369548
194748,214518,224248,249012,310162,381334
194516,207310,224722,250249,307717,373026
200169,215396,229283,255612,320662,362123
192217,200712,224984,255272,299624,360092
192845,205521,233847,258470,309197,359312
194043,203258,237443,257308,297757,374771
190405,202076,227392,251344,305286,365055
189926,230606,231769,257491,308227,363788
195495,212602,231929,249583,304772,361153
191699,214666,224879,252790,299061,360017
198418,207178,224319,250699,306770,363910
191215,202785,228609,250001,297012,380246
189392,204834,233192,248406,307835,363748
198806,200665,230037,249640,307912,378032
192077,207316,222652,266933,306354,360254
190994,206048,223485,248332,319455,358753
193334,216816,223924,247861,303508,360924
190323,202925,224126,262851,300185,361364
190691,211396,228314,250712,315043,362733
192719,201957,222691,247277,296588,359849
191431,204005,232402,246789,303333,366597
192188,201449,224645,246949,298108,365381
190863,198892,228463,266507,330277,363792
189115,209346,223470,247007,299979,375539
200721,198762,224617,252123,325717,356127
191221,212496,235294,246816,314566,360730
192311,203425,223419,251151,306578,379062
192475,204459,226171,250000,300659,359297
192670,204028,223478,249474,335310,376112
190835,207975,224350,249314,300065,374989
196455,201031,229262,251003,320538,384391
191600,204400,225958,248059,299071,358647
195267,215695,223051,254490,304644,372856
193111,201471,233191,248510,305959,376478
190325,201382,227006,265239,321916,363129
201519,208222,230123,251527,300018,375918
190757,203745,232584,247337,307377,369068
189015,203986,223433,261857,297578,372118
192067,204427,228958,257086,308695,373392
189418,214755,230104,258994,295568,11994234
191347,203637,225055,261036,304255,397003
193428,203435,230180,258414,296501,381829
190650,200286,223764,249760,308387,357047
201295,202229,223473,259489,322938,373145
193209,200204,224645,249420,303924,372418
190205,202173,222097,247999,302576,355302
202960,209097,223011,251353,300680,369817
191658,203779,222535,249177,304567,354082
191297,200985,222334,253655,312354,358087
191901,202124,232914,249410,299306,370879
191759,203984,225189,250386,301627,358977
190456,206963,230237,248643,16596288,379583
193067,220459,222639,267175,306422,364997
190630,223021,223793,249288,308509,380052
197643,205002,241318,250744,315104,384893
208141,211683,229401,248949,300815,367913
203259,200384,221917,267333,302259,361935
193486,203561,228312,249723,303757,372975
189861,203378,230110,253243,317149,360422
188307,203018,222986,248618,302078,377846
191372,207804,240986,250434,305981,358255
188350,202878,249150,247049,319082,357149
197538,228248,239074,250032,318561,368454
190938,217316,234660,246735,307957,364281
189488,212109,232767,251111,311422,379034
281291,204332,222941,250980,303773,358104
219443,206872,223112,253048,305264,378172
205339,221165,223439,247091,296352,355811
196498,217799,221908,264142,314390,365779
191003,201699,223888,248161,297755,380413
195834,204832,244195,251009,304149,373764
189838,210958,222900,249433,316100,371638
187547,203781,223624,257743,303397,356715
191195,206484,229275,255846,305933,370849
188331,200614,221774,266369,308764,370107
188947,201784,225608,255880,315715,356674
191661,202135,221443,250527,304377,356397
192731,200798,237453,257088,300397,373473
197632,214032,241459,262312,312159,376276
191595,200269,225336,249194,295089,370126
191033,211182,222583,253628,321347,360133
202255,199298,227554,250739,298762,359157
188729,206351,222682,2809179,299538,369734
192258,205511,230987,274257,305666,379083
195420,204307,228493,252897,321403,371324
189437,208359,223112,266027,297274,362402
188957,201775,229832,250111,302641,360139
191772,211984,232485,251715,316854,8425912
189743,200123,228325,250799,312216,380360
193168,196352,222849,248560,305013,359090
190193,202916,224111,249169,304922,367949
188364,205030,231392,250590,296141,360207
201498,205443,229038,248417,302187,385451
191566,199141,225100,255618,306656,378242
189867,207875,230300,257726,305907,361013
196918,202302,222107,256922,297251,359570
191430,205043,224994,260817,301119,359651
190369,204946,220995,249591,308046,377638
191845,204133,221323,250732,313853,369200
194370,201454,232180,260588,9782147,375636
200350,203485,243409,250140,326982,375262
193275,210623,241454,252256,305896,358837
189856,204070,234684,248637,305682,374012
6595956,204825,447346,247412,316866,377697
208416,202546,225806,250787,302570,360171
196178,203591,230896,245427,311937,363499
189160,204978,225256,250913,306044,361138
194356,202164,225652,247890,298907,372594
190038,212256,226107,251948,303893,367525
188359,221647,225490,250547,306793,360414
198679,217324,224606,249411,301657,356162
189930,201160,222145,249006,298540,353987
189163,202980,229108,253557,307357,370553
188933,206536,232585,251168,300169,377311
187728,202059,224085,249833,311687,379074
190468,205702,226634,269039,299865,8647332
190018,206404,228675,251046,303967,375164
188771,212469,223343,251486,297762,362757
195332,204877,224576,251047,303668,363482
191147,203181,232303,252575,296931,358533
187384,205248,227897,251166,309116,362326
196994,200619,240435,252597,295759,373598
