b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
36675,42458,35925,40148,42718,42426,58260,79748,116977,189246,275001,370873,678313,968912,1718079,2856976,5238411
35474,33474,46212,41432,40930,39738,66418,72043,119985,198588,283786,345522,704173,981944,1697072,2960926,7500863
37207,37121,38639,51481,47226,39592,56076,67824,129958,191277,274882,352906,687984,956713,1674929,2876040,5263992
37704,34018,35385,42203,38510,41788,51229,69391,141672,199435,273448,343947,695308,954844,1784399,2829851,5527446
37230,35012,39699,38942,36097,40649,49920,66948,123078,188536,286872,352660,703549,977398,1704945,3047806,5532424
37243,36157,37472,39040,35882,51630,51692,66611,123258,197228,292184,347355,686937,1008596,1653962,3023360,5504676
34809,34903,38054,40625,35780,60420,50031,67967,125334,200385,279820,359542,712475,988190,1714344,2915203,5466982
37368,35286,45282,41129,33708,49913,49245,67284,119718,185983,288419,347562,701096,970223,1670105,2895545,5634145
36459,42218,35693,38699,33552,50176,53391,84994,108635,201444,273893,341871,684925,993308,1708737,2935847,5596090
34894,36352,39656,40775,35226,53581,49356,69232,137019,184422,286219,326377,685795,981574,1683837,2900431,5388249
34391,46059,35602,43140,36087,50394,49289,69309,121185,187626,269917,350284,681706,967754,1708179,2951733,5558365
35313,32991,37216,40665,35890,52454,48893,69885,118074,198450,279270,332208,685348,997314,1692468,2872561,5073451
34365,35969,39260,39038,35937,49805,48922,67005,111070,192332,275198,332103,691508,965992,1683421,2896176,5582437
35631,38017,35881,43881,35162,50609,49126,68497,109796,188219,277040,369510,747063,948959,1723509,2871573,6180864
35976,35440,36728,40327,35022,50869,50442,66618,119452,180199,278719,356885,671354,969066,1701625,2945493,5511986
36230,37228,36331,45206,33412,52196,49551,88187,107961,182484,268958,336057,702431,948084,1707317,4236814,5393920
34301,34222,37613,37410,33926,50335,49775,90711,138128,183112,272797,337088,706863,957013,1695550,2937311,5547940
35118,32928,35206,38549,34115,48898,59018,75968,134632,194107,267951,336418,689313,984186,1700626,3042143,5361241
35993,33812,37350,42801,35238,49907,58966,74131,122079,197179,270755,345512,677430,990427,1720760,2942357,5491424
35039,33185,38563,42235,34191,52301,56441,73358,116582,194617,266168,342192,681111,973623,1729378,3474451,5386884
35640,32945,35979,41406,33849,51016,50562,71267,113959,204914,273923,339169,677759,951844,1666962,2740202,5441655
34492,35095,37273,39701,33179,49942,49678,72938,113994,214227,270462,347161,682479,979734,1766244,2914735,5379839
42525,33747,37740,38105,34276,48457,49227,71935,132233,207187,275794,347051,690179,974724,1767832,2917265,7172652
35985,35390,34340,40180,33545,50092,47234,73257,129310,197088,273284,358755,729425,955410,1679871,2820571,5508716
38152,35777,38437,40554,33657,49849,49530,82443,119455,200978,284602,355774,677871,968965,1710800,2851120,5668547
35709,34591,36169,39170,34179,52973,47958,74163,123471,187811,267911,362327,712468,977040,1682233,2967860,5642477
37224,35422,37967,33073,34549,52944,48366,70184,127067,190272,276016,344454,685803,964726,1689952,2939123,5477872
37179,33967,36526,32426,34121,51376,49116,68467,328128,227043,271883,341311,681114,974724,1705074,2911787,5390092
36758,36904,36206,34514,34275,51925,48848,69948,125304,191019,273663,358729,731520,998458,1671518,2778011,5501154
36407,34622,97309,34923,42969,50266,60105,69715,120875,194432,279959,340297,678552,977889,1933032,2838788,5205958
35414,35166,37605,35299,34529,51825,50043,67487,114170,190275,275003,364495,671742,944382,1696225,2847655,5578388
35402,32279,38784,35645,33753,53972,62240,81244,113939,188892,270065,368242,770143,969478,1710665,2964384,5339780
35250,37034,36547,32375,37145,50689,50901,87015,115381,192444,264497,358228,701372,990063,1826382,2937207,5344220
37958,32221,36830,34029,35139,48763,47656,77732,142931,190458,282111,341469,717781,972202,1672268,2806311,5355952
36710,31796,36413,36136,34846,48004,49312,73988,121606,201501,277483,350805,721488,1014366,1762748,2788559,5540769
38520,36407,39465,34328,33328,48399,57398,72741,119534,182515,294260,349661,685557,971882,1740336,2830333,5639868
35947,34258,35903,33388,34921,47266,48293,72837,116859,199640,273609,355590,708401,979832,1722105,2657502,5599188
36466,32677,35715,33998,34144,45881,59667,72632,113692,203816,269920,362505,703627,957130,1664455,2873375,5441944
34950,33320,35265,32876,34133,47153,58602,73079,151129,189829,271045,379947,695730,978839,1723035,2772342,5507881
40713,31863,37262,32992,33537,47468,47302,71515,134489,188928,409146,344142,709640,973361,1685108,2884813,5571742
35213,32878,36786,34664,34543,47119,49453,70227,121533,193028,281115,353690,720058,966138,1722520,2861741,5524578
35329,34324,36965,32603,34310,47285,50414,69595,121803,196977,263816,366477,674882,956363,1688489,3155127,5021533
35205,34566,35821,33097,34539,48103,48702,69847,117076,185597,270818,354858,771585,960728,1795002,2799999,5626296
76927,34330,36603,32750,37614,46194,50253,70934,131923,193172,268254,372777,759152,1000962,1668648,2810899,5383768
42268,34100,34933,32924,34239,46418,48465,71893,117934,190961,288693,351195,732451,981147,1654941,2872876,5263097
