SHIR inductor b16,SHIR inductor b32,SHIR inductor b64,SHIR inductor b128,SHIR inductor b256,SHIR inductor b512,SHIR inductor b1024,SHIR inductor b2048,SHIR inductor b4096
495475,1061637,1985768,3005334,3070118,1192278,1865007,4018473,8077173
505843,1048377,2003307,3150342,3047071,1177816,1918713,4075802,12272199
515793,1045966,1967910,3140108,3094423,1165292,1820802,4014068,10808370
490786,1045747,1909671,3090121,3098571,1157273,2027318,3839458,9566083
510396,1076239,1862105,3081825,3078564,1148382,1990764,4230660,8342978
498781,1025028,1868409,3015681,3043944,1149753,2133382,3668513,7630216
497602,1032941,1898314,2751220,3085538,1123286,1859459,3332195,7579731
510579,1062842,1875280,2750251,3074851,1127811,2126341,3351649,6985836
500718,1673993,1833785,2758287,3059874,1135194,2052929,3392597,12866207
496729,2040693,1860066,2765390,3101578,1103559,2112853,3284735,11196541
507626,1947547,1831458,2745873,3079508,1116045,2171582,3341785,8263391
506133,1982988,1836424,2707051,3091628,1081552,2087579,3354897,8066777
500393,1942533,1798296,2754425,3101962,1095776,1962877,5236420,8124843
497281,1869644,1765137,2768776,3071998,1094718,2123350,4795012,7981887
509189,1899606,1787929,2739984,3111078,1096909,2030933,4486547,7470984
502598,1848642,1788480,2739918,3078402,1060756,1854321,4328546,7301589
500294,1895605,1755382,2949332,3076248,1058380,2016042,4238348,12273616
492567,1799531,1723663,3047323,3087957,1046124,2032986,4135996,9618188
501286,1757459,1719985,3047748,3069756,1059499,2049194,3934667,9021871
506459,1774458,1715303,2873135,3072814,1049743,2121146,3983608,8381977
510877,1766820,1717401,2805543,3059350,1039549,2030556,3751311,7752770
511773,1743330,1712762,2796098,3062174,1014030,2045572,3593164,7504849
500999,1656929,1661235,2829609,3057645,1027610,1836074,3639380,7381526
498132,1660929,1655733,2831101,3059624,1015780,1891377,3565930,9460477
499935,1657260,1701599,2794085,3296512,1008261,2143706,3538972,8760845
497564,1670858,1681490,2783462,3101563,1018128,2024943,3578754,8380412
503567,1632121,1635881,2814824,3078035,1011569,2099733,3603063,8095149
494194,1545761,1620658,2788502,3079998,1023176,1908450,3536987,7849378
505691,1548516,1611501,2819784,3071141,1014542,1824377,3545294,7580762
505872,1549609,1580021,2807815,3081056,1017298,2023219,3551275,7322112
501234,1568556,1598285,2795906,3082705,1029630,1828501,3503202,7184567
499279,1585104,1591091,2796289,3080774,1011274,2102023,3532746,9529727
494901,1525116,1581904,2830968,3073319,1034484,2031629,3530102,11011787
504594,1484612,1555122,2796776,3084240,1021458,2113097,3343714,13108605
496627,1471887,1568890,2827595,3114569,1016159,1823706,3364584,13304012
505036,1501706,1552459,3026984,3083372,1018311,1883687,6277686,11556121
513218,1493474,1568108,3051979,3059436,1021784,2085323,5877706,12890452
503584,1481146,1538720,3075583,3083188,1017588,2055073,5504711,11609993
504380,1403904,1574056,2909972,3077912,1032336,2130821,4831591,10997993
516775,1408602,1541738,2759002,3069627,997271,1959012,4687615,14635857
499077,1408375,1531791,2769690,3076198,1005075,1942137,4580988,11025297
493871,1400828,1529988,2765564,3029748,1021725,1856885,4328889,10843870
507415,1393804,1556833,2759113,3057686,1024110,1791134,3988594,9659503
507201,1388030,1549765,2724435,3059230,1012589,1835066,3841076,8342418
499246,1351830,1531314,2739764,3074420,1018669,1920154,3888134,10243887
505451,1339443,1538807,2746695,3083384,1014392,2137531,3911380,7421562
491051,1340760,1528711,2750637,3266228,1028085,2051661,3843825,13298058
490885,1321457,1535746,2720936,3112867,1053557,1770879,3903839,10866968
502251,1342056,1533215,2743565,3085987,1018205,2020769,3845325,9814660
498827,1362967,1533569,2700742,3071295,1024125,2011883,3986641,10461005
