SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b2048,SHIR FPGA b4096
578429,677030,874426,1294039,2064778,3570874,13177117,25722061
571278,677611,869140,1306477,2060944,3582734,13171934,26850678
569676,675932,867114,1293053,2061843,3562505,13216156,25684035
569072,675505,866105,1296490,2065554,3568841,13164845,25739256
568996,672550,870396,1298318,2065897,3553420,13182555,27100666
567963,673801,872085,1286198,2056514,3573606,13161925,25807066
568571,687222,869891,1295622,2070347,3555793,13181423,25712744
574274,687240,870051,1288601,2064343,3555135,13186198,26832921
568012,675926,864106,1287633,2067162,3560604,13162028,25647007
571228,679145,872248,1309769,2064887,3558526,13206554,25616109
565962,680214,879959,1293274,2069879,3556954,13449188,27058886
566204,676154,876584,1288454,2059641,3553652,13244768,25738546
568384,677456,872688,1298028,2065320,3551231,13248800,25768697
568395,675263,868742,1296688,2076715,3559117,13208789,26787237
564698,679267,870842,1296458,2065945,3567959,13215794,25612702
567970,675138,875593,1307173,2062571,3575136,13199942,25820807
566474,670811,871845,1299741,2069591,3550818,13214764,26982655
565740,680315,867138,1304617,2066290,3561916,13198067,26415232
567348,674875,872857,1297617,2066013,3554037,13173956,25802424
574774,675051,872253,1293702,2075975,3590442,13269336,26797817
568667,680945,870368,1299466,2078836,3549585,13180252,25799535
569125,675384,865921,1300317,2062953,3559139,13168254,25934557
568272,679482,878894,1311963,2067020,3551573,13157947,25824528
565689,681657,878601,1301778,2062985,3570390,13165311,25762023
567892,677492,871525,1293943,2087913,3553246,13223426,26773001
568401,681206,872282,1287723,2067341,3559846,13154487,25671698
574525,677165,877282,1291608,2061929,3565257,13177341,25673584
566276,686899,869916,1285745,2072921,3553961,13359862,27177325
563662,681754,890482,1286902,2065928,3552193,13261007,25728290
567801,674818,875218,1310467,2083195,3548890,13182232,25742495
566168,679003,867361,1292541,2067707,3550199,13181706,25635645
568561,675235,869608,1295903,2061162,3558469,13164363,25667120
567120,679742,872653,1296116,2066235,3549230,13159379,26860035
573840,677563,878619,1298575,2078323,3564566,13184336,25815277
570319,674024,866880,1285849,2084784,3546714,13175452,25812841
565858,697544,867484,1290652,2063286,3551481,13186204,26875055
569897,675464,872077,1291770,2083674,3549398,13205981,25776234
568003,675961,871372,1295566,2067037,3555158,13166544,25704037
567300,680882,868461,1290589,2065285,3548571,13178265,26889057
568315,679758,869436,1293294,2067778,3566700,13156741,25738033
575347,675481,870931,1290162,2058984,3553143,13164166,25749880
569715,678128,874887,1289658,2061684,3557403,13176688,26691556
571285,674426,866299,1289525,2068620,3545904,13397071,25778662
564982,672925,868566,1292580,2071284,3550507,13211662,25706906
571013,677217,868809,1289763,2061863,3565927,13132694,26722234
568445,673484,877428,1291084,2061332,3545900,13166169,25779502
569307,673974,870126,1293649,2081184,3551323,13134942,25777397
569424,673168,869063,1289140,2078694,3545366,13222352,29526552
567817,671481,865716,1287218,2066990,3552470,13213278,26133970
568228,683061,877396,1291481,2059064,3549641,13195601,25691543
568759,672056,868711,1293846,2073932,3553804,13203531,26688791
568502,675948,876653,1292176,2066958,3543561,13169978,25946285
569177,673336,871716,1289725,2062726,3557794,13175718,25849789
561888,675882,871952,1294489,2070667,3548436,13204427,26901244
575959,679220,865854,1292047,2067290,3548638,13226514,25739136
566271,682653,870947,1287522,2064281,3562695,13178754,25703134
568004,678184,869303,1293401,2065855,3555227,13167813,27177980
572089,675411,867857,1294444,2075715,3547177,13166790,25753373
568021,678183,874352,1289917,2067863,3545061,13163465,25716561
575354,681747,872871,1287422,2067532,3543168,13160148,26756719
567612,687554,867876,1291373,2068871,3552973,13137749,25696297
575573,677324,871553,1290679,2081184,3549368,13203672,25635920
569055,673694,868810,1289445,2069918,3553084,13353152,27078662
568167,678930,868471,1293077,2067138,3551437,13185198,25747022
566292,677170,875687,1301134,2065697,3564812,13149436,25697304
566888,674217,864588,1291688,2061721,3560484,13101317,26865308
578330,677940,869000,1295942,2071035,3547711,13093206,25653309
569697,676751,869921,1292956,2061640,3547411,13179984,25680306
576214,673479,871165,1293595,2059504,3551734,13160511,26974434
566602,677549,871275,1293727,2074637,3547846,13142441,25711592
565583,684687,867746,1292648,2065712,3549889,13185172,25783201
569942,682550,870829,1288718,2067983,3552885,13158122,26825278
565853,674349,883738,1291738,2070365,3551158,13167406,25651497
572693,677500,865719,1291957,2067161,3551716,13191194,25627903
568939,681469,871178,1291695,2062764,3549141,13198213,27420305
571167,678312,868209,1288725,2066713,3569184,13160739,25902672
568249,674275,872019,1296760,2065254,3544589,13163714,25842595
566763,672004,869912,1294398,2076661,3543256,13179395,25640268
567041,676958,870007,1293973,2065198,3568875,13476862,25772516
565299,677749,868327,1294648,2071543,3550921,13323781,25759662
570367,675573,879055,1296597,2077128,3549162,13257394,25952560
568541,682933,869208,1290812,2075522,3556356,13235372,25744041
570619,673388,870425,1292758,2069717,3561606,13191463,25707045
565299,674387,864649,1293949,2063412,3545781,13234498,25731999
571041,675164,867426,1306020,2061986,3561200,13221598,25729864
566286,677032,869211,1295197,2064766,3552137,13211629,25831057
569487,674517,870008,1290608,2064794,3548739,13176386,26036696
572755,681743,873814,1296218,2078869,3553431,13168684,25727162
567546,674161,869846,1285457,2070359,3567831,13159066,25750921
567287,677424,867648,1289036,2069053,3546985,13146852,27074610
567065,675142,869682,1289725,2068220,3569832,13163784,25767701
568777,685356,870588,1288699,2065340,3545824,13173897,25751059
569082,684404,865637,1292028,2064652,3553525,13170093,27480548
567953,677432,868074,1292868,2063502,3552898,13140561,25865809
562497,671773,871124,1292735,2067815,3552226,13161526,25845337
562403,676015,874971,1289218,2061681,3541197,13373026,26975906
567939,676032,872454,1289957,2077518,3549897,13167566,25672081
563430,677018,868963,1293749,2065495,3548068,13210614,25803868
564315,677404,869847,1307673,2066648,3547482,13187944,26970441
572968,670847,878183,1301853,2068248,3555080,13171718,25729123
568209,677840,874800,1291016,2078269,3560548,13250088,25730142
564743,684916,870105,1296647,2063526,3550853,13200758,25638482
568307,682581,867709,1289844,2069482,3554520,13165389,25561147
569105,678530,866243,1297170,2075385,3559583,13197555,25745822
567020,680769,872646,1289058,2066412,3543139,13254692,25694305
567836,706438,871747,1289101,2062540,3567509,13159946,25604061
575634,754147,869123,1293217,2064541,3565473,13157380,25560706
563762,760351,875795,1293414,2063987,3553471,13163657,25525419
566691,766502,866690,1292247,2062624,3569260,13183195,25506951
563707,687904,871392,1290044,2063132,3547863,13154695,25987433
567635,688048,866805,1295330,2070080,3563314,13322556,25769801
565003,684107,874083,1290341,2063733,3547931,13189368,25762281
564696,677242,867684,1292162,2066152,3550090,13126300,25619538
574338,678492,868387,1295148,2063283,3564946,13197229,25680076
566741,673667,869199,1291816,2062314,3548951,13157000,25523660
566997,676695,868334,1290614,2063013,3545111,13206242,25814025
571357,677570,870132,1293737,2060989,3542731,13180816,25737141
564600,683714,870837,1293831,2076285,3545478,13186518,25703478
572082,677604,870591,1296100,2065981,3553637,13217304,25640742
565706,676182,867149,1293663,2060661,3558605,13218781,25565945
575955,679736,871161,1287512,2064557,3546271,13179097,25638695
567490,677446,869108,1300213,2058781,3549917,13148800,25834199
566810,683655,867677,1300378,2067317,3548910,13152376,25752218
564956,680730,864315,1295417,2063627,3549109,13204688,25650327
569247,674439,871635,1298656,2077068,3554244,13227502,25598906
581165,675379,881074,1296781,2059507,3553132,13214914,25537245
561749,675436,881324,1297893,2060904,3550217,13150458,25522420
568230,677451,881353,1338223,2069778,3547597,13177322,25927163
569164,677243,871526,1301019,2064104,3568179,13209593,25694183
565029,670303,870125,1302273,2078690,3552401,13189861,25624580
567440,674954,877017,1295159,2069307,3545366,13403294,25587873
569193,674283,866022,1295263,2077061,3552336,13164201,25641847
575305,679178,869465,1312622,2066478,3548762,13270375,25515348
564311,674891,869963,1299867,2073894,3559926,13235717,25742422
573555,672255,874150,1294864,2064091,3565226,13215731,25729870
564379,679214,873737,1298749,2058812,3879624,13171485,25619359
564533,675329,867059,1299468,2071194,3608717,13139172,25564278
566239,675268,867061,1298369,2075773,3583943,13181963,25532557
566847,679157,875373,1302024,2081826,3605754,13195678,25814861
566023,677837,870079,1291015,2063502,3577508,13164405,25753211
567860,673193,874821,1297681,2073710,3578249,13187980,25665140
566274,673516,869474,1291194,2071043,3570376,13163742,25606502
566225,680804,866730,1292717,2058648,3572560,13138833,26123476
567094,685104,873221,1293934,2066632,3577990,13148601,25541626
575796,676605,866713,1319312,2060849,3573103,13149158,26651336
572144,673024,868684,1321939,2068458,3568771,13161874,27072447
565635,676701,866102,1299227,2062363,3568946,13371621,27534719
564804,674189,878120,1297120,2069497,3565596,13189320,25844389
569036,672163,868265,1295015,2068515,3572696,13137845,25659254
564657,671471,875008,1297817,2060509,3568000,13113058,25686904
567667,675775,866044,1291784,2066375,3564556,13174831,25872139
576123,675345,869601,1299001,2066029,3566763,13316849,25805588
570151,675242,870731,1290267,2062023,3553388,13244731,25685942
567074,678812,872866,1293562,2062968,3569960,13232685,25779507
566865,681376,880390,1286995,2071368,3561636,13220302,25731541
570842,678628,866256,1294611,2062858,3560683,13185038,26881886
570546,677143,864703,1291459,2068330,3555085,13195287,29523519
568218,676541,875633,1295277,2065178,3559710,13170270,25791226
578590,679465,876716,1292806,2064042,3560997,13194845,25807733
565477,680598,876692,1291001,2061285,3559058,13177846,25658378
565601,675408,868708,1291770,2064602,3554876,13160133,25566634
564450,680305,875341,1292090,2067573,3553461,13175826,25584280
568303,677370,873526,1286002,2082597,3555871,13172975,25827077
568435,672905,869801,1292804,2062072,3566115,13433780,25775581
564828,684488,867728,1291105,2062676,3571639,13229831,25693287
573202,672683,877984,1310447,2065274,3560346,13336942,25634020
567801,678764,866621,1283226,2062188,3554402,13230151,25626057
570638,678512,868056,1289465,2062617,3563162,13245148,25570345
570589,675719,870423,1310239,2065788,3564404,13278446,25823535
565044,674882,868883,1303082,2055967,3552906,13420070,25793962
567979,678394,881270,1293926,2077802,3554145,13733430,25617068
566678,675823,870114,1309828,2060291,3548681,13577683,25525768
576786,676738,869343,1291754,2076877,3546615,13319224,25536941
567340,675008,871431,1287957,2064361,3562782,13235487,25519325
566745,681706,866123,1286715,2067147,3555229,13567331,25983437
567164,681721,870943,1288156,2069975,3547181,16394014,25688497
586638,687188,879832,1289546,2064282,3544989,13218829,25615337
583043,682764,868926,1299429,2062328,3556780,13169680,25592459
566195,681231,884298,1287916,2065737,3563776,13335159,25513849
570409,678373,871628,1290924,2068368,3547838,13216635,25878619
567922,678057,874180,1301039,2838756,3553383,13147422,25801805
564463,676572,879428,1297408,2157100,3546146,13145769,25643356
568581,676364,869873,1303505,2062981,3543163,13159213,25723250
569391,675606,865447,1288956,2061580,3555762,13201487,25762486
568672,678591,874480,1287369,2082033,3550571,13181842,26794827
565989,674729,869016,1292250,2062405,3550324,13218869,28126116
568899,687036,934067,1285943,2070901,3545551,13218952,25820121
565320,677535,955753,1285407,2066665,3556948,13201242,25562617
562860,673453,950545,1293390,2065649,3545389,13439030,25531110
564677,675530,883579,1288200,2062134,3571682,13346204,25483036
566109,677159,877155,1294654,2069985,3548985,13286323,25555463
570834,678000,870991,1295325,2082359,3547432,13259526,25727681
567354,684825,871497,1299746,2065806,3547243,13218742,26726386
575357,672321,876447,1286939,2069393,3557704,13190597,25690323
569295,677210,876307,1295583,2069421,3547885,13195985,25620432
566303,676921,883624,1292144,2060634,3557215,13173553,25500729
568117,678806,868198,1294795,2066329,3548721,13151614,25525969
569286,678938,878214,1293169,2064416,3546639,13148246,26007797
572416,673833,871148,1287887,2074968,3545245,13397415,25741525
565464,672277,868996,1291340,2062169,3551236,13186003,26900624
574509,677867,868953,1290483,2073711,3546970,13192009,25667256
567747,676499,867003,1292079,2070989,3567410,13141525,25763421
565373,678684,865502,1289261,2061596,3554655,13177555,25491426
568087,676108,870838,1293707,2067965,3563563,13146065,25750987
562979,675864,870203,1291491,2068129,3570434,13164572,26940348
570305,675631,868208,1291502,2073670,3571573,13137949,25586434
568151,676663,869297,1288039,2065092,3566566,13172442,25611726
567401,684269,868406,1291591,2064886,3554122,13164132,25562599
563701,683218,873797,1292078,2068446,3546088,13144682,25579015
564840,681353,869168,1287687,2076880,3542309,13315221,25795524
571245,678565,872932,1309401,2064438,3550435,13217188,25724111
563350,681082,867718,1294451,2068324,3550996,13229102,25631460
571184,679689,872264,1289296,2071025,3546769,13213739,25632733
567132,675431,870072,1290997,2063031,3560018,13168879,25630384
564539,674723,875028,1296130,2074815,3562204,13393693,25568578
565922,675791,869974,1293154,2064365,3562907,13223068,26000427
565201,674304,875332,1308921,2067206,3547376,13163871,27090862
573524,672391,873549,1293603,2062231,3549793,13155351,25751564
567747,684817,866545,1290625,2071766,3552566,13141743,25792987
567127,678795,872927,1289026,3767468,3549323,13232831,25585055
565968,672291,880325,1293585,2106572,3552575,13168352,25945467
570122,672235,867633,1293349,2070974,3550108,13196399,25776040
565155,674413,868334,1289576,2069570,3550410,13192858,26812374
566383,678170,870380,1293238,2064811,3547711,13199087,25787564
572934,695667,875978,1284140,2070734,3556350,13202088,25714729
567322,676561,871576,1291904,2063002,3574688,13217423,26679767
569832,682523,868637,1296152,2072817,3546654,13204958,25848289
567281,678534,869163,1289231,2064589,3547834,13193019,25850998
569256,675783,870488,1297813,2075637,3545817,13193624,25674105
564501,681989,865292,1287519,2069239,3546864,13202028,25781797
566309,677350,867414,1292632,2068462,3559119,13176488,25547933
572186,676175,862627,1296931,2066758,3549583,13365192,25568701
565331,679774,869627,1290205,2066244,3545926,13266122,26008360
562534,676912,869352,1290875,2065561,3544776,13238967,25771257
567234,674414,866965,1291305,2064333,3549876,13215370,25652919
564892,683083,874096,1292281,2074729,3550907,13169978,25674908
569317,676224,868302,1292984,2077167,3545299,13164571,25745446
565207,675127,873221,1289094,2067054,3552586,13156494,26886542
567635,676791,872089,1292519,2079257,3555947,13191227,25750155
572884,686195,881243,1290851,2064051,3557061,13196940,25741378
569924,680971,879475,1291743,2065843,3545880,13183939,26993515
573775,680542,870880,1290581,2065254,3553394,13168303,25800529
567398,676975,870392,1289242,2064213,3561050,13176185,25768909
565206,678719,879695,1298407,2059360,3551955,13212085,25684999
564863,673362,873904,1297702,2077536,3552440,13230845,25822339
564204,678381,869792,1304612,2065017,3546780,13191524,26967313
567488,678995,869364,1298958,2069459,3548903,13400120,25911651
565453,679520,879028,1298409,2068464,3548964,13264834,25861278
573594,678489,870913,1296945,2068432,3547048,13189330,25748010
563896,673163,870557,1300293,2069006,3560835,13251670,25816678
564531,686864,868806,1303262,2065357,3559508,13178361,26036429
567120,682613,881561,1303134,2076656,3564565,13204883,25749792
567834,676669,867412,1302495,2062684,3549786,13166406,25618964
567231,674009,871567,1296041,2071796,3542831,13181716,25777867
566093,674239,868926,1294257,2065767,3542913,13162770,25716912
576154,679812,868884,1313122,2062869,3545777,13183531,25546858
565013,675093,874282,1300087,2066538,3550768,13206892,26029429
561980,674185,873154,1303495,3124502,3559449,13190572,25805920
568540,675631,873801,1304612,2187650,3548893,13227630,25737900
567585,677052,870315,1296635,2074114,3547474,13210257,25682518
565652,676351,874865,1300404,2095444,3553694,13230033,25661962
565100,677467,869304,1301525,2068983,3551443,13213806,26024778
568993,675210,875319,1300252,2072335,3572961,13162860,25977964
562602,676724,879345,1300595,2071150,3548006,13188448,25915737
563947,680071,872781,1305833,2090820,3547618,13174974,25735144
566180,674850,872147,1295324,2068139,3546325,13161335,25937841
562528,675739,878743,1301708,2076392,3547340,13394926,26975492
572157,680152,870437,1293254,2074438,3545820,13235216,25966023
565933,679015,871363,1300824,2071757,3561555,13211595,25799113
573504,673842,867895,1296730,2093893,3550800,13185955,25769416
566862,679567,874838,1303397,2085802,3565345,13191386,25686638
567426,680174,865118,1301618,2074700,3549940,13188156,25637319
564394,682138,870817,1313279,2072365,3544597,13230951,25572640
561786,678724,868466,1322695,2065075,3547651,13184910,25898200
569751,678314,869525,1298222,2069364,3547333,13188203,25793863
569477,678468,868705,1299003,2065384,3562378,13228384,25771311
563325,678875,873134,1303100,2081784,3554888,13191961,25667241
563542,676358,865636,1294460,2073215,3546568,13204485,25660446
564922,686587,871266,1294911,2086938,3547774,13209328,27102981
573016,676094,869496,1295197,2073078,3547289,13168476,25958065
563558,677966,870836,1300236,2069396,3550266,13200207,25857657
565414,676265,869207,1305606,2070059,3553477,13233414,27104547
567119,674362,868555,1296991,2074738,3574370,13374436,25766092
570322,686244,870147,1292085,2066225,3549787,13243819,25878644
567478,674483,870526,1290875,2071338,3545588,13218859,27071046
562124,673217,876414,1295627,2083916,3564576,13196219,25912308
573843,678610,869338,1293180,2066667,3543951,13207036,26152325
563815,675321,872690,1300004,2075864,3554286,13183048,25735566
567053,678270,868172,1303369,2076471,3555752,13183850,25700338
568612,680434,874415,1299484,2069557,3563238,13183874,25642160
564071,676241,876118,1297571,2066843,3563257,13178504,25650870
580425,674982,871084,1301989,2080644,3553532,13174415,25884867
578935,677619,867318,1301130,2071004,3550685,13178883,25890498
569537,682435,876718,1302535,2074121,3568901,13166823,25774227
566838,684895,873253,1301056,2079932,3559925,13205970,25714745
564781,680747,868463,1297591,2069277,3549622,13157779,25650348
565661,676841,872514,1297586,2096227,3549889,13197026,25651979
564325,677203,874605,1304014,2066916,3553392,13208349,25958148
568055,678196,872730,1302925,2071523,3550281,13214260,25843761
562055,675749,871443,1292317,2059619,3550834,13434562,25783164
573083,672190,871443,1289302,2074940,3563901,13241442,25667981
565362,676302,868293,1294346,2063482,3552779,13214790,25640752
563604,673879,872501,1301690,2066111,3550061,13171370,26040023
566569,675096,870003,1292156,2074403,3549203,13204344,25873908
567013,683589,877608,1290334,2075509,3548667,13166172,25785253
572639,683562,869638,1288200,2075651,3555623,13176377,25739966
568087,676110,868147,1292562,2081633,3551669,13181088,25671765
570085,678639,870475,1293298,2066043,3548885,13178703,25610892
568236,675049,877683,1292131,2067803,3547217,13210002,25843424
567225,675292,874161,1292239,2064339,3556293,13166864,27130515
566657,678756,869219,1300129,2071051,3548589,13208622,25896057
565809,676738,871541,1286789,2066765,3546150,13269174,25854336
563413,674327,876600,1288574,2088222,3556544,13157746,25655982
566874,675171,871882,1296300,2062409,3567636,13193868,25680525
560273,679703,869528,1288153,2063452,3547874,13405782,25932175
566002,686266,871471,1297022,2063619,3549364,13288322,25810288
567194,686612,869238,1295433,2069710,3548862,13215520,25689846
577040,677434,872522,1293571,2067176,3548333,13201244,25803660
567759,693574,872793,1308499,2079915,3556611,13204025,25710576
564663,680921,870791,1293906,2076045,3549922,13185427,25802158
567024,674638,878410,1292440,2064064,3544218,13167872,25947399
561007,674215,869452,1296566,2068393,3566077,13185940,29460211
566404,685496,868702,1290124,2087537,3547269,13148084,25804912
569161,675606,874860,1291998,2064897,3547637,13285665,25749506
571489,676138,873254,1294935,2069685,3557003,13188789,25791753
569888,684436,870852,1288482,2070826,3546830,13169310,26862739
563087,686927,870171,1294437,2064394,3550725,13171356,25746311
568054,682049,874342,1293174,2063295,3547260,13166690,25783784
569339,682657,866062,1292714,2083614,3553325,13177844,25601223
561499,674610,872223,1292680,2068454,3558516,13215088,25613719
567087,676611,871042,1292859,2088471,3553571,13203566,25547387
575896,675028,877323,1292944,2065197,3541698,13189822,25536883
565997,678925,875260,1294314,2066560,3560358,13187101,29473560
569686,681751,870225,1303757,2058974,3562805,13188028,25748703
564686,680615,866930,1289901,2066114,3568207,13550213,25692493
566068,676863,873489,1293467,2080044,3543503,13263190,25652644
575522,673428,873848,1292990,2064133,3545534,13232365,25588792
563987,684737,872003,1308556,2067198,3554693,13161473,25603829
577017,681391,866901,1291151,2066323,3547639,13171910,25877322
564816,679566,874295,1292380,2071888,3544616,13172160,25826375
564458,680645,867177,1290101,2071688,3549918,13176084,25682864
563972,676580,870134,1291515,2066034,3563214,13171055,25594442
563013,679233,867376,1291432,2087797,3553844,13176934,25590064
563715,678670,874274,1293707,2065277,3557235,13179323,25991556
567867,673813,869843,1293211,2094777,3546270,13173883,25711647
563573,678758,866727,1291687,2068572,3549066,13178570,25656799
566477,692268,873289,1291258,2078602,3571787,13193522,25602629
566323,678498,878560,1293560,2067330,3540869,13220761,25539308
577193,683284,871570,1289410,2067033,3552859,13187579,25514246
564295,679923,868208,1305651,2079364,3563382,13157223,25714462
566165,676108,871166,1290114,2066572,3540860,13345741,26925664
570603,676943,870435,1296240,2068399,3551413,13180576,25710427
566674,675651,869574,1288793,2068542,3565338,13214338,25680427
564026,674379,873253,1295006,2071832,3548699,13102498,25515571
564470,678313,867736,1296564,2071755,3560875,13230952,25618875
570959,683514,869036,1296575,2060302,3561169,13225113,25869424
569981,673641,871553,1292276,2082999,3544530,13220052,25794180
566111,677378,871166,1287953,2067139,3548849,13190393,25759220
564890,677167,877208,1293084,2068459,3549538,13170222,25661486
566339,682893,866420,1295477,2068878,3561877,13208601,25566303
567812,684102,870967,1294118,2082942,3547052,13229621,25562435
566945,673636,868199,1287831,2078661,3569230,13162343,25813036
576665,677329,877399,1286049,2071803,3540948,13161480,25797644
569372,683239,871620,1295818,2064046,3551611,13147705,25627801
565424,678584,867880,1294586,2063125,3547297,13179614,25677827
564704,674799,867970,1288475,2061402,3548014,13153130,25575249
567089,676768,877234,1294811,2062954,3565988,13158961,25477606
575420,676762,869577,1289549,2077053,3567731,13329642,25784382
566760,677432,867410,1289026,2068053,3568194,13163491,25714068
572470,673417,871683,1296188,2081704,3546858,13170050,25556808
565559,686621,878320,1284734,2070880,3542903,13143058,25589526
567836,681238,865598,1288709,2062094,3548870,13155942,25528715
567129,676900,869128,1291187,2063473,3551889,13188628,25506892
566638,674206,867699,1290414,2064180,3557646,13138878,25932635
571745,675178,870892,1294901,2068477,3553276,13146984,25838312
567581,678125,869141,1296573,2067294,3548387,13268281,25535919
566205,678595,874752,1291159,2078659,3550456,13162482,25505527
567474,673006,878066,1289184,2065837,3553483,13195364,25518479
568775,681700,869631,1298477,2069979,3545956,13214153,25501710
575932,677251,872447,1286461,2071493,3549185,13249812,25789412
567810,677333,869631,1306309,2065173,3567496,13207995,26908721
564037,682888,868074,1299093,2069947,3554630,13183658,25683443
565119,686430,866797,1296058,2066674,3566936,13624827,25649981
563688,674625,870589,1293708,2073442,3548304,13304236,25566204
562695,680242,872800,1307593,2069498,3570236,13243726,26016790
567881,674226,867787,1293831,2069504,3557607,13213423,25662873
575132,690726,868220,1290502,2067111,3564062,13184642,25632251
569662,678924,871023,1292094,2064376,3549657,13238028,25504640
569002,675101,868396,1299694,2071242,3554138,13181509,25508528
568285,674027,874565,1291744,2068856,3568586,13165608,25543554
568278,677213,872811,1291333,2073244,3552715,13164851,25999373
567662,675964,873316,1294759,2058412,3553378,13230438,26947299
567029,680976,869246,1293449,2079684,3554110,13212658,25703507
573999,682657,876544,1294400,2064353,3550467,13191515,25619763
566468,677587,877302,1292977,2071247,3563055,13174962,25529928
563142,678892,872748,1289238,2063518,3551982,13246927,25576671
563864,678008,869485,1296712,2068415,3548275,13225951,25848827
564066,679801,877644,1289463,2058544,3551515,13217004,25824237
570597,678167,875295,1288446,2066452,3549429,13203353,25646236
565050,675003,867156,1289036,2076805,3564146,13221826,25653835
574096,677934,873221,1292421,2065408,3831064,13175203,25601573
571382,676953,875509,1289371,2072214,3579750,13196107,25549247
584089,679564,871447,1291181,2064567,3557893,13421890,26015953
580981,682665,867161,1288645,2063725,3578566,13284405,25762437
567196,685875,872236,1289945,2064346,3554109,13229224,25683813
565114,676307,866307,1293665,2082043,3559424,13231049,25655584
564782,676586,868942,1290359,2074046,3748465,13168428,25606034
571921,675611,869389,1282496,2067699,3553559,13214428,25637917
565303,675079,866761,1294551,2086571,3563611,13191351,26024778
562740,679946,866181,1291668,2066438,3548391,13203383,25812561
630879,674749,869900,1291902,2074144,3568289,13185488,25639733
661539,678696,870432,1285493,2062877,3556971,13169457,25757221
643650,676129,864656,1294419,2083174,3557998,13186835,25544404
657060,675188,879164,1295750,2064805,3551250,13215239,25569377
577653,684365,867622,1298583,2075554,3559394,13201274,25803348
567658,679549,867235,1290955,2069744,3553994,13161151,25762246
575774,677160,871078,1293601,2064853,3556974,13177127,25621981
567873,676220,870276,1306917,2065074,3553883,13211856,25599165
564815,679759,867337,1291103,2065266,3557424,13528067,25521724
566790,679519,868907,1289901,2063355,3544283,13351655,25528596
565272,679377,873907,1295819,2068184,3570061,13246134,25996314
567909,675135,879787,1296071,2061534,3551974,13225589,25787969
566345,672188,870822,1301899,2071236,3557760,13202995,25675837
576181,679047,870567,1297117,2071022,3550730,13252815,25688358
566362,689971,875858,1306331,2067257,3565842,13194569,25661720
565906,683225,870671,1313503,2063657,3555018,13190343,25897305
564638,676481,871525,1298737,2067460,3554574,13391331,25795759
566353,676639,867304,1304092,2065181,3574732,13328960,25759467
570487,674498,880901,1298852,2063470,3561723,13274272,25614290
562444,678797,873921,1308384,2064491,3568274,13234645,25546163
572224,678019,884159,1294344,2067484,3552507,13207097,25627480
567086,684834,868023,1297232,2065793,3555304,13231861,25696524
567798,678147,870064,1297786,2070840,3551530,13200352,26865296
568092,676728,870068,1302402,2068438,3556958,13180263,25734805
566334,679198,888695,1294133,2068921,3553284,13125643,25708630
572968,674726,869627,1301861,2062622,3565496,13380389,25664397
566694,687484,868020,1294334,2081276,3568908,13183224,25570581
574679,778055,873051,1304999,2065960,3555429,13127190,25761022
573233,712071,868897,1299364,2073174,3722591,13180517,25763839
566137,677747,874507,1299297,2074771,3695678,13184909,25605295
564181,676071,870460,1301571,2066626,3545819,13178968,25636317
569101,675085,870940,1303454,2074927,3549473,13463235,25644033
575868,670505,866062,1298606,2067209,3551404,13225866,25585583
568695,676430,874426,1300786,2073477,3553838,13187339,25894983
570321,672192,874542,1293150,2070535,3569575,13203402,25826167
564611,672905,872422,1300423,2072936,3552888,13170839,25636772
564465,675739,871139,1295911,2079431,3563070,13235600,25624187
568110,679156,886450,1296122,2062122,3548864,13140912,25632674
566804,680602,870631,1298526,2067485,3549073,13134950,26760208
575723,679663,870799,1310343,2061948,3568001,13154445,25810328
566303,679542,866173,1291207,2081772,3548869,13418047,29284125
577054,677590,871160,1294783,2064382,3543411,13260896,27309071
569335,686110,869799,1293951,2076517,3550241,13528171,25612055
564669,678061,874189,1296384,2070331,3550428,13372365,25661599
563318,680961,870738,1299456,2065416,3550927,13322784,25535598
565830,688391,888898,1303115,2061513,5052538,13256443,36513664
564138,677275,872688,1292239,2079923,3728047,13218106,26044632
569659,680211,867747,1294563,2066051,3587672,13205864,25776489
567501,680655,865709,1294906,2071523,3574373,13199438,25705004
568173,680462,866914,1289862,2079990,3567972,13161874,25609919
566725,682767,875372,1295401,2080657,3576865,13147173,25598589
574437,686914,872500,1309165,2070764,3566364,13264042,25922794
564593,677341,869842,1290310,2062537,3566610,13153022,25859368
566026,687464,867843,1291568,2066021,3557228,13164286,25788793
564689,676144,874500,1294829,2083983,3547074,13192689,25695300
559935,678183,867332,1297444,2058757,3555700,13235071,25607147
572057,673855,873435,1292186,2076557,3577809,13201284,25939034
563944,677154,865940,1305275,2068722,3555145,13198372,25743941
577726,675604,870467,1292030,2067351,3550644,13199665,25611717
581044,680074,870270,1294368,2062643,3551706,13186803,25574083
563132,675231,875090,1291021,2065240,3572122,13452076,25645545
565343,682752,870366,1295691,2066560,3567459,13268523,26527669
563744,684450,866721,1289897,2078173,3575195,13239850,25868429
565797,678268,873272,1290358,2064878,3552418,13220668,25787619
565800,682013,874619,1294271,2067385,3555911,13225339,25594639
574812,672325,883996,1296705,2078996,3560225,13233142,25628020
568726,672310,873975,1290117,2075576,3564411,13210542,25673695
568973,677669,866825,1293777,2059646,3559783,13205983,25532923
566641,673158,877152,1289172,2088691,3562940,13189828,25806811
