SHIR FX b16,SHIR FX b32,SHIR FX b64,SHIR FX b128,SHIR FX b256,SHIR FX b512,SHIR FX b1024,SHIR FX b2048,SHIR FX b4096
380077,476651,552456,542616,657272,735105,922291,4477694,10758466
390942,458276,556386,569853,640813,703185,979419,4426511,8163451
379981,471488,554505,559274,625529,685528,991840,4280739,7957309
389950,465355,559694,550334,655213,722273,958392,4331293,4365420
377897,469163,546379,564730,615458,688093,963864,4420679,7402201
391703,453815,588548,561679,623925,705638,972565,3984525,7568576
379164,474553,556116,565981,658310,760492,1181323,4117071,12041800
386529,470240,553591,552709,628700,723955,950414,4960156,8399428
386333,469619,567073,547031,635350,809386,954780,4295155,11433756
384846,453626,543677,574063,653966,767243,1590183,4679387,6501654
389738,468858,555539,565304,624823,737242,2388399,4879530,9600183
380606,468697,578778,560799,630469,730146,1336339,4265697,6688754
389619,474061,542661,554134,631478,814391,935301,4953048,11301071
373738,458564,549029,570327,596567,748770,874882,5399599,6769482
378309,530872,576925,561424,646890,731204,890846,4713829,10071825
389093,508251,545556,579890,668014,728887,876226,5765046,5003800
377772,543822,552261,568969,633576,800184,843768,6037179,9849949
389289,540438,568390,567228,605036,730598,885234,5073952,5014480
376897,538204,547030,561520,654569,751074,895246,5283895,10252289
392818,476027,558705,559150,603281,762027,867589,5513288,6326303
376501,464944,555198,559513,620011,666541,895449,4616387,9660529
389342,463530,569199,555002,649471,696016,922884,4400860,5888249
379844,465331,553954,548795,600233,761488,929767,4551248,10315600
381250,436028,565728,550508,641155,737046,971043,4319554,8419998
397673,470535,571005,549585,667097,714505,921041,4180248,4961298
383265,472304,539019,563440,601272,727401,922300,4389446,4812243
383176,473492,584971,561761,603630,684185,908300,4034312,9361838
380622,458352,551456,560856,650349,767756,932437,4115971,5883808
378164,458595,549290,563359,636934,708350,944889,4345692,6978459
379952,470878,557097,545068,621895,734768,966266,6081390,12135994
436582,480115,574440,560065,606311,706023,981364,5929713,7825445
437124,453728,549516,561444,616509,746299,951565,4653887,10739123
403213,468740,562298,544386,638830,716890,1021253,5264818,7843411
411595,464149,565813,560332,645281,730061,1013696,4251853,12140196
438144,477179,545497,575380,610579,701976,964702,4398652,8155466
438468,459944,546000,534373,616053,751857,1022894,4541801,11256583
390361,467968,542603,548003,625553,702571,930209,4464556,6585494
388309,476492,550910,567601,631225,749856,934226,4400523,10172870
377244,476712,585210,546949,620131,697698,993423,4514671,6220259
382122,458517,544504,559501,631118,734592,1009501,4169810,9956872
377240,476599,540913,552921,632884,708342,945663,4424000,5959382
388137,467214,564943,556702,622901,771410,1007428,4639210,6247219
382355,470774,544036,575951,626773,683270,958566,4411341,9538791
396021,460930,548838,567274,614451,781076,960008,4124147,5432647
379920,459047,554842,550981,636732,706754,995911,4443330,8929570
388776,464645,539588,565607,632409,735576,1500293,4006855,4837829
380344,469755,554197,578547,624181,695978,2198150,4194013,8984405
390444,471456,559434,563351,626780,735849,1449856,5049391,5658463
386605,479586,553443,562286,639131,694163,1004106,4650463,4398053
391621,472100,555355,577259,634186,778181,972199,4435938,5571423
386476,465176,565826,567316,644442,702762,973656,4582240,8678531
380387,456939,542154,556069,627711,704304,1017486,4143222,6214035
391021,466592,567573,581227,613150,721800,944283,4268597,9232474
381697,468872,557632,560356,625956,713885,1005744,4482839,5691222
383913,473480,544847,563566,622369,687207,990590,4031108,8825123
387287,465163,545198,579898,637924,760530,976014,4129260,5650668
380276,461364,571720,572223,626216,702259,997414,4530678,4453682
393848,474479,568997,563579,643587,695337,1560553,4059220,4956723
377996,460965,553080,564754,620956,734204,2283116,4262263,9297054
385980,467366,570163,567872,649343,711814,1614089,4414726,4595682
381347,467830,532630,552565,636008,700150,1604550,4165870,8934340
383635,469553,570308,580387,624713,708001,2339471,4241942,5795287
385042,466591,586764,546870,614043,688121,1479417,4379761,8952494
380757,460219,544438,567767,644603,726845,1026429,4938827,6203602
389876,468259,557875,576843,626682,699368,970018,5193631,9886069
378933,459154,576539,549139,633637,681979,1015740,4769068,6278635
388970,464426,551293,552440,653378,723385,1006245,5047833,9382669
382353,464944,542663,572520,639816,720289,1002948,4460216,6050270
378118,473704,563272,560021,634598,683936,1065963,4380628,4727429
376173,448503,549775,572007,651485,689791,1508186,4413191,5258020
379768,458109,560617,547739,622857,711542,2078082,4420820,4935084
385695,454548,560337,558603,617637,724159,1491797,4346317,7841440
377938,454304,538959,570527,638095,699944,1114822,4671120,6791565
395669,467586,544195,547644,597614,707173,1056874,4525125,6754946
379510,454259,553115,564686,620152,727613,1022650,4282225,6405238
377215,455075,546798,557178,653448,685998,988266,11538754,7050751
381179,469264,549716,556850,616182,679659,965706,4304926,11996729
379337,468832,572118,565868,634507,689607,1051081,4222471,7785288
386305,462637,540115,555013,629576,696678,999340,4431251,11326185
378510,465033,559558,558360,626504,718360,976819,4261656,6751761
392279,467351,570929,555787,635917,694576,1030666,4215634,5365005
375007,456546,552137,542895,614357,699475,1034939,5037631,6570607
385968,453951,541933,561411,618047,716910,919596,4349946,10544958
378770,464802,542306,560442,644763,696716,1447531,4319527,5246367
378391,468482,552262,541109,634254,702838,1061508,4413378,9802765
383913,461820,542307,567091,613770,724292,995539,4298604,7914560
377090,461691,561452,558402,629422,734842,1032034,4433147,5928187
389900,467115,549573,549078,649232,694163,1691793,4424538,6201748
379203,470389,562203,564354,623627,734489,2430085,4286251,9320148
386394,461832,553231,546749,634127,710462,1500906,4356986,5973048
375905,466850,538307,558225,650974,692188,1055823,4407040,9592504
381461,462544,551605,580204,631196,712258,1010278,4333186,7104495
377641,473644,566609,546439,638885,716759,1046427,4157879,11585731
378491,457250,549165,561856,616778,684170,1027023,4304358,6366933
383007,464230,564188,564310,599290,721195,990609,4281681,9667545
375402,468720,560551,552839,619452,702244,1096615,4261553,6127432
389943,465328,539194,577770,647430,677611,994728,4381644,8980873
381389,460062,547062,573126,633592,720673,1012646,4812921,5838046
391409,446583,566536,556831,629796,689614,1050320,5190202,4576662
373400,470915,542284,564467,637572,708019,1050202,2722626,4558362
383249,461356,568190,554811,585947,740875,1022767,2774495,9201122
384740,461339,566139,554142,623385,688805,1079714,1917350,5990875
384038,469492,565250,569558,626214,703413,1042295,2826992,8994104
395342,460690,549188,557863,583423,707556,1026327,1897652,5776055
377341,461738,574189,554237,632177,724613,1084489,2782626,8861564
383312,454041,545432,567384,640860,685997,1080433,1864384,5649002
376673,471041,584057,549082,605389,705852,1076346,2830704,6516316
381312,464684,578416,554238,608824,727169,1150816,2041195,6004460
377810,463562,542120,562459,648964,696490,1011529,2711834,6152627
379695,464445,566705,561351,630986,704004,1077156,2086547,9621797
392942,503541,573206,559862,642115,740138,1147283,2700336,5843068
374051,515924,580260,548262,641581,681964,1638011,2048771,6441722
386025,542211,553067,613885,621280,693890,2447791,2714192,4841355
381056,536461,553931,556763,635168,678245,1369265,1959961,6264252
389603,538915,556820,551468,635730,683361,1579179,2642029,9602275
377901,483678,566671,576043,607968,682498,2294885,2551052,5791904
380135,466124,582302,550575,608481,685064,1412306,2963167,8726102
386343,463863,555321,538032,607462,691206,1582814,2058498,6328025
378852,455361,551265,559590,615596,698418,2370822,2867889,9454280
386587,435853,573667,552800,617460,720098,1402003,2163050,6033836
379357,470075,556787,556764,641497,706487,1463341,2842793,9109682
385985,461953,561300,568468,626494,689702,2371630,2087510,5788580
382076,464928,567303,548747,609102,727264,1420325,2663159,5649557
381399,458952,555704,558482,644941,706158,994963,2065735,6542435
386003,476054,577280,589513,635244,687380,939911,2710139,11260400
375777,458843,578477,565700,626123,724960,979088,2023717,6408110
391594,460032,553909,567507,641607,693415,1012976,2699924,10956310
380427,454911,574127,557486,607502,680306,948973,2056405,6421170
384784,469143,572478,544676,624170,725968,973764,2590435,9863544
378926,466780,561230,571067,629587,690500,1027510,2051870,7683116
381522,465253,563944,558249,594054,677880,1004794,2540145,10261378
380190,456704,574319,563317,614745,737693,1078703,2377385,6406429
376872,468055,565948,553109,655074,701834,1133832,2898739,4942252
386712,464204,556371,557512,622806,689053,1086688,2058682,4808415
377303,462188,571951,539681,613288,726051,1098950,2954383,4560378
389162,463668,546241,560008,640775,710155,1097606,2180358,5363309
379109,471891,563905,571546,641940,697928,1100729,2844914,9733030
392866,458337,561964,561442,630129,696198,1097289,2077518,4657847
374331,468820,558451,549071,624642,677521,1090568,2783112,9072622
380290,467953,572226,550497,635878,720012,1094532,2110480,6052823
384699,452030,585886,551478,627158,691565,1115130,2753263,8765740
380588,461798,550072,545150,653999,718215,1153121,2064725,6264194
383901,455912,544457,567058,637682,753077,1055903,2598371,9422429
373511,465029,560967,550743,631360,702426,1046786,2106827,5803976
385684,464545,568209,564481,652488,713178,991615,2538404,8892869
375454,469354,561140,570529,626609,729719,1006152,2080075,5667064
380448,464926,568826,536605,640596,713841,996453,2691805,8741323
379858,467937,554669,536661,638624,739997,962418,2050778,6089616
382233,474194,569066,559591,614145,736576,954718,2634402,9367177
383191,451907,568444,557442,617865,717856,980572,2533455,5858370
377307,464572,567617,566487,641723,750250,958676,2909930,8933020
387753,463775,572107,574879,611606,730803,981651,2076745,5686138
374701,475158,579029,530493,626420,720294,996384,2884042,8769864
385830,455547,551430,549041,611912,731530,963594,2107132,6319952
379300,460949,572264,550264,637320,719594,1002286,2844309,4665079
382324,462505,562875,547968,646159,734064,1006445,2077736,5864359
386039,459856,559085,566950,658135,723998,999252,2849490,4566370
436048,465683,557008,563111,612830,722505,972308,2096069,5651307
440665,462259,569124,540477,627187,723466,1011222,2772213,8840779
445568,466341,548601,560007,642290,741324,954970,2063844,6149417
433623,462091,561032,553814,634077,724642,1203616,2623309,9256373
443676,458769,552627,552766,608600,698501,991694,2335692,5617256
438631,468071,563820,564505,616947,729011,1716174,2780398,8870271
385750,469584,548862,557700,620370,719772,2490884,2015587,5361178
399682,465148,581022,553436,643255,711215,1362569,2703439,8746200
383011,454288,553267,561488,636194,729982,1567842,2351224,5867452
390456,464977,590952,551601,600427,719055,2382240,2944741,5072378
380358,462537,561113,556703,626570,699195,1354928,2101154,5533157
384283,460144,560002,558091,648817,733442,932182,2865169,4560615
381888,456943,587179,558386,588926,711269,910482,2095449,5820030
377925,477699,570382,566723,634316,712261,942184,2772969,3054833
391223,466928,547363,542892,650518,745899,1029878,2103757,9275219
375607,425223,557362,559252,605257,711486,1055632,2793034,6221054
388419,464039,608595,564287,634033,738093,1132201,2070426,9461839
380167,471933,543189,543437,619651,711541,1067982,2694923,5907535
387324,465278,558588,588581,607976,708513,1116259,2046635,9029669
382648,454455,581612,567125,596610,704582,1040776,2708817,5709602
381217,455627,547983,546831,635744,727370,986815,2050959,9012849
389657,470375,577081,559002,618446,739508,1003055,2941492,5025879
377006,449882,576787,547357,636480,724001,1047286,2036550,9906354
390449,463393,556700,548911,660186,744328,1042221,2907643,5935686
380541,466550,561885,560070,602399,732506,1017237,1963872,9191058
388906,464227,576130,559231,616301,729359,1012517,5469034,5614576
381890,457462,558703,575281,649627,721498,1021531,2838532,3573303
388142,464645,567341,577441,612878,735201,1014726,2787131,10072406
383704,467578,580309,555085,640680,722020,1032428,1985368,5832810
373638,467267,558374,559077,648286,731348,944289,2981763,9329035
385088,462672,545286,566908,638804,711854,1005768,1992204,5761760
377504,440914,559436,555787,633119,699860,1017083,2808885,9135735
385292,468594,537050,568070,663006,684533,1013305,2021849,6213608
380244,468466,564049,554150,617155,718008,1004217,2785627,9701778
382151,461339,574251,552572,635200,816720,1033721,2039338,5927139
378970,459977,545537,562697,642235,739609,958109,2633779,9121037
381151,462376,555979,565103,624438,794134,1013502,2005760,6430597
383230,483488,571399,556908,638068,713311,1016113,2718041,9931837
379208,467914,558311,549820,648160,763992,978666,2059234,6368377
389194,457984,558958,561249,626530,749752,1010151,2739861,4857311
377774,468125,562259,546028,646014,742394,1064000,2029355,4631775
388220,456832,566872,558075,636785,763128,1022502,2655138,9089463
376556,460953,562585,575366,617926,708342,967523,2256837,5831185
377924,458035,565477,543959,597421,724180,1019533,2950489,9055688
385510,468915,563963,545040,625341,677687,1022287,1968413,6286147
377644,467456,571791,573673,595864,728022,1037208,2766073,9589194
385957,455901,577799,555522,639635,693773,1034447,2067704,6041047
378613,462399,564306,558358,613536,749269,1774214,2776238,4544766
381369,469429,557357,563298,617509,702620,2415255,2062115,5881965
379225,456523,596264,543463,615813,674521,1538939,2780926,5573073
383928,528822,543938,546110,634965,727408,1039256,2056255,6553054
387408,534382,569166,562537,623473,724221,1051390,2746920,9983658
377509,546314,550758,550569,622913,679979,1066211,2050639,5191776
392422,548895,550538,555569,639470,691727,1577640,2739804,8907521
382590,534537,550778,552757,624418,715984,2310259,2041235,6348129
385997,473037,560524,551714,613304,735663,1424342,2740593,9926876
379345,462926,544358,560116,654810,717940,1061707,2055373,6281687
375715,468366,564318,548247,590562,709270,1033306,2706028,9508414
380227,466351,565019,551405,618436,706756,1041893,2034231,5976760
381556,473187,551769,559737,646001,732332,995462,2663429,9087525
388140,462067,575619,585289,623287,710837,1766290,2307333,5966403
376243,464463,574888,548623,641766,697256,1072399,2900606,6031504
395556,467732,557600,543149,660693,712446,1160934,2077222,9853368
377387,461017,555034,556116,628617,740548,1020480,2880243,5965460
388792,453274,575312,557056,647672,696938,1164382,2070912,9255440
381309,474542,549153,551778,634781,703336,1002137,2815386,5579101
381178,469259,563346,562984,629051,704087,1048232,2076279,8851515
388084,465056,586664,541211,640444,726515,1078272,2816339,5783897
378775,464817,548632,556706,611128,705509,1068558,2058615,9793539
388527,486472,570210,551435,611624,700901,1166097,2624580,6061366
378161,468471,561464,554302,644990,730062,1118153,2058662,9266590
393592,460801,542455,535541,656220,730800,1084441,2743155,5963364
376281,454978,571763,559221,602246,705423,1021799,2037393,10304529
382617,482249,582993,558291,645462,697764,1395113,2705611,6364558
383295,469099,547996,544896,657357,710145,1063846,2072772,10205423
385318,458125,561606,572244,628960,733693,1081822,2681080,6159263
388954,473143,551756,563497,625261,702498,1081666,2361656,4939988
381191,476190,555353,540581,624380,708600,1048988,2876774,4925849
385847,475318,582160,562454,633410,701298,1076466,2012637,4812884
380458,472806,580998,546226,629122,751078,1105967,2932161,9726081
383200,462744,537522,556378,614377,708501,2073710,2165580,6508307
380031,469445,567718,568476,605443,681275,2751135,2715459,11773978
383347,468304,563940,552314,625459,710215,1574673,2049285,7927141
398418,476020,542220,542900,669247,736811,1756576,2795556,10307272
380755,467748,550696,569781,606959,693794,2635720,2088060,6532298
384509,478983,569792,557216,634011,719189,1433872,2700383,9895886
380799,472936,552166,552739,644795,712139,1088517,2017032,5968834
385398,462374,544554,566083,632613,697762,1053495,2679384,6664583
377775,460348,584289,540728,640823,718748,1008098,2010302,5382114
380223,469015,541147,557108,638934,743494,1008496,2710151,5939837
391974,464305,544561,568377,609762,699796,7210534,2051118,4602604
377986,471190,550481,553238,625743,710941,1257776,2598399,4605982
393916,437861,539490,547314,652875,741728,3681118,2129917,4389621
380903,481851,554389,552286,602720,730401,1054926,2702407,5268270
384954,463431,563821,546761,637323,692042,1076754,2388976,10731294
380399,465749,540446,567196,662965,695907,1068616,2910029,4873208
380963,461869,567598,568896,608369,705043,1061645,2072964,9055459
392245,451711,588846,563275,608748,729899,1091822,2932543,5949995
376727,467923,530981,554632,613595,694979,1039026,2048976,6283632
388847,468139,569767,566088,619345,711678,1055098,2835863,5353262
386249,461263,564337,566845,634238,713706,1057745,2030030,10369387
389072,469690,556099,560556,630857,716234,1038998,2769583,6247817
386652,457095,568662,563080,614182,683146,1062447,2047350,9712813
383082,455579,567269,549336,996961,702958,1081708,2750659,6075799
384061,462866,552056,554602,676714,708367,1013147,2059385,9656989
390440,475537,559179,553951,633986,735812,1097077,2617149,6141179
401954,457299,561320,568666,675995,696825,1100622,2054137,6328396
379553,456537,549682,547516,673740,691833,961927,2690606,9884877
392756,470301,547739,566925,670687,742794,975299,2083837,5890433
383067,466213,567561,549505,671598,740380,993854,2661438,9145112
379648,460972,554168,553187,705761,706552,1633761,2436530,5068796
381550,440877,534700,566200,640640,693611,2451451,2826464,9337395
380657,475435,572813,543274,660280,715160,1376040,2085747,5959219
389143,472440,543696,562623,678494,713624,992862,2916185,9166572
377143,462124,556156,576983,668377,698890,976455,2155532,5845637
391503,455574,562163,542655,685873,696683,950764,2788686,5646643
379831,466993,556804,566530,687880,715885,949732,2050160,6835729
380956,471624,558145,573433,654835,755415,929753,2685669,9530205
381601,464149,576848,552551,668455,696352,999833,2002509,4685196
378174,457179,557652,570320,665034,697559,941394,2783325,11255185
396119,462853,548626,571218,668557,732416,973643,1830887,7240018
379523,458188,561738,558099,665140,756888,988632,2685407,11646277
387866,458095,558840,555806,682378,698920,942712,1842549,6596097
378985,467009,536316,563636,648234,705939,972108,2682517,9694286
388588,467782,571037,541375,645809,702390,974471,1838537,6021443
379726,456399,547026,559517,673827,729571,1530529,2706488,9532136
434763,462924,560474,569230,647781,697182,2335880,1943768,5742850
444300,473990,567373,563343,645541,670641,1554704,5229350,9541173
439196,483933,528940,557861,630818,728747,1004921,2877060,6745787
429654,451792,572437,554131,629756,742681,991043,2807844,10373530
448525,469781,592697,548975,626719,680927,1002568,1865194,6288429
440246,463344,552963,549171,649897,695009,971592,2773949,9668462
392757,473208,563577,571270,620725,713629,955096,2012401,7422646
397859,456301,569581,550463,616059,717378,1005275,2828015,10556015
383509,462848,562000,547067,637989,718568,944453,1836105,8257456
387005,466328,558855,562525,621199,691197,910408,2765711,4856349
382454,473360,564444,552284,624658,723575,982955,1800036,4699601
392477,463320,537751,550952,621064,717425,904614,2752177,4568781
381437,439558,560378,574468,638162,741453,944519,1842671,5815464
382106,475199,571105,534826,609412,683548,988799,2679421,4452671
389384,473932,550816,543949,632839,712287,934237,1824323,3730151
383122,464325,554209,576412,589521,728523,987624,2671562,9874830
388788,460038,565560,543307,600330,737788,993378,1824040,5885756
377663,464406,563651,570835,645235,696642,907999,2553165,10607876
392804,477956,548002,564365,619532,726535,964886,2221982,6265037
381324,461202,561585,549851,618467,714008,995089,2993896,9730694
382216,509809,562124,548295,623871,1167342,1698329,1814618,5053186
389096,532021,548073,571206,633953,803662,2294418,2892650,9322454
383126,553151,553551,537578,632404,773058,1403546,1906611,6282658
393006,531802,570223,569376,607139,775178,932015,2725806,9108270
380709,525450,556203,553476,623284,759976,988454,1838279,5800085
389604,476341,568590,552789,630218,738666,987489,2790357,8849236
382989,464275,537217,571571,657471,767811,994038,2108603,4767695
384586,463179,562037,564545,619634,777398,977728,3001210,9288419
382073,469601,557746,562642,622713,756158,992097,2103515,6256821
378823,458914,531900,561092,621362,728915,958945,2946284,8808176
392974,459003,553852,558861,631263,766497,933645,2009067,5694953
384686,474756,572044,547585,627059,745854,1369692,2902054,12091908
396294,471435,557051,554862,617172,781512,1015471,1998998,5653013
380502,461935,571344,562682,641290,765344,932783,2845185,9677806
382106,460307,577865,548970,643784,733277,930393,1972708,6158875
381294,448345,535573,552206,626258,756061,918562,2762484,6246754
382140,466608,556700,567932,614989,731759,927325,2248981,9508592
392825,465513,587334,546437,633971,732032,906645,3110949,5727836
375215,459225,541448,549051,648105,743801,874965,1969680,4518444
388817,463850,558892,578640,613715,733276,851297,3121111,9154542
381335,459554,564869,557287,605339,716769,916817,2116707,9937960
389197,465426,548096,553249,621497,730246,888486,3061380,5875226
385468,468278,555956,568247,600068,722794,871199,2043059,8888510
383704,476218,549684,547407,647035,813152,916122,2955277,5698719
390224,459072,539938,536428,648663,767271,855289,1879582,10067515
376846,465082,546069,558426,595399,793634,1005643,2754447,6035198
389638,449293,574978,559249,630340,744628,995371,1867148,9204794
376494,470282,548173,560138,655986,798446,1516880,2763273,5920582
383664,454887,569448,559197,616988,771070,2353784,1844453,8760158
388527,474664,551577,543906,641688,728859,1502482,2736782,5759086
381673,472304,551000,553965,637164,718109,984443,1853162,9876375
386762,466468,548039,573291,629886,785713,916795,2607503,6054141
383105,469139,571425,558274,662428,748024,954958,2255733,9206204
385941,462894,541582,557787,645089,738096,999451,3015636,5784344
383359,461226,556854,574608,627606,725986,954380,1881596,9507201
385049,478117,564871,549030,627589,778899,998898,2876028,6206666
373008,465425,547202,555651,641087,729546,1551917,1892314,6944960
378929,439252,565903,572494,647556,738978,2309135,2847763,11407295
380406,473137,560858,556036,628829,703717,1489028,1842230,6870941
377093,467944,552455,564506,681071,753393,936441,2766404,9661038
390283,466140,554091,561708,636660,736589,943252,1871861,6007633
380774,463367,566721,558404,620596,742077,985390,2727921,4619045
391237,478014,549521,543544,632654,717444,1002622,1861809,4873370
387783,463861,541299,566380,626195,736910,968224,2757025,9214321
390551,465467,573907,555257,621324,752948,1007612,1844140,5999572
379146,453792,551594,559922,635153,723167,983504,2686522,8830208
379093,475781,559124,565572,637071,733723,975423,1818251,5812927
396906,465926,546596,555347,602488,691958,1009202,2918847,5636329
380038,474128,547554,559587,626090,738833,971250,1794710,6828702
393325,466457,544380,572822,626641,715483,986203,2589409,10352322
381974,464773,591512,545549,626842,696214,988244,2168250,4964227
383168,463017,550986,553822,625005,750986,956199,2974785,11846414
381977,457256,551181,577236,600747,696261,953154,2066606,7135010
385692,464787,558702,545361,619740,766102,1025242,2911522,12238973
382941,480982,559384,551087,661261,696734,970171,1828131,6947328
381009,462782,569987,585196,630838,756247,1006847,2699495,12055318
390331,458838,564834,548949,643651,708742,986744,1918169,7401221
373965,463126,544900,553057,615659,707909,1503038,2928916,10555836
387497,467623,553930,560001,606055,737621,2298844,1893357,6397334
385446,460148,567027,537735,635132,683458,1421785,2719451,10353392
382809,462743,540493,562401,619886,733687,1428078,1862976,5188600
385602,465738,549080,566464,632169,704623,2368203,2680551,10443594
378718,469434,571462,538808,606845,700895,1383899,1865537,6454204
393685,457990,536570,569037,656764,703356,954126,2594017,10508739
378889,470135,550952,554614,601196,701334,985114,1860723,6520061
397671,461935,577633,562595,623707,678700,1021120,2561421,11174615
378097,466679,545354,561459,626607,725522,942470,5510019,5197842
383750,469585,551855,567647,627285,691386,972127,3124604,9834966
380232,469198,551721,556661,622422,739714,992921,1876442,6118541
380618,474764,553645,570619,656976,691657,930772,2895091,4815348
387287,467777,556798,562089,640604,750738,986072,2059544,6009854
385826,465375,568327,553030,635011,713899,1041715,2715576,4830212
389606,444806,536367,548916,650325,689493,1537462,1859639,6485011
378190,470716,549277,552816,656271,699750,2282972,2835900,9916103
394676,468255,558970,549527,648440,701016,1471265,1985894,6178862
379870,461345,543616,543865,640839,685767,985572,2853294,5569740
381136,467092,554576,579705,633096,717238,971820,2305881,5206612
393429,473166,568755,564220,616356,708233,1022161,2917738,9613536
380368,469169,554756,546234,616745,746496,970929,2054376,5081120
391426,459805,541285,564231,634772,703317,991029,2773355,9386788
380717,468890,572431,552226,638159,705410,1000809,1849963,6154110
389547,464329,549088,551153,664213,704926,981909,2743860,9589440
375384,459661,561103,564618,630027,691604,1007817,1776459,6296532
386818,452189,569607,558631,613374,698374,1051433,2835076,6332060
387847,464482,551396,566492,649278,674523,1724083,2285432,4816564
378155,466594,553146,561831,611230,692301,2401645,3106019,6658590
388239,456348,567176,540440,643646,694844,1647050,2338428,10021254
374097,459586,549731,592435,624276,713384,1636607,2939034,6386947
388470,470626,563166,565564,607152,751322,2721147,2122386,9539136
381212,471777,552497,542686,636167,695345,1472033,2913801,6347091
377958,462234,543123,560974,652623,751795,1497982,2035396,9583190
377722,459956,551183,569335,606135,711629,2474730,2961519,6466023
383638,472088,569017,531755,637189,691983,1405287,2057264,9729318
389556,462143,560976,555158,660815,713982,932974,2778017,6283129
382141,468974,541608,563673,641277,691419,876038,2063576,9805014
386640,463035,570904,558893,618145,726698,896685,2711545,6180657
381675,512462,554277,561666,647600,717512,864225,2040113,10105907
389444,533952,556954,553487,636753,716458,847620,2706259,7661037
381613,536693,596972,558191,630416,699393,883127,2054007,12131758
376772,532684,552711,559474,646560,678349,851817,2661819,7953531
386550,526028,554107,563986,632485,741551,863163,2275118,6081850
383433,524451,557378,558669,622618,708515,890516,2953059,6275795
384973,512036,543634,537417,651709,694875,874740,1897283,5594634
379300,527943,561018,552558,622601,708954,851187,2908953,12245738
395067,547808,566134,559761,611695,695102,870962,1923487,7405024
376906,535443,553317,539723,627194,692425,937438,2812078,10558196
432365,535967,550382,552723,632814,714747,919607,1916002,6593249
460095,533245,561396,546860,625315,698122,969835,2782151,10144020
447736,519837,558280,554342,638514,689624,918789,1927574,7499795
436208,503528,575385,575940,611601,682196,932064,2702474,10358141
442603,525957,563764,556340,649267,700860,951009,2050098,6442666
435342,503431,556823,542476,649786,721456,1518349,2611501,9779915
392740,516021,542182,562955,638516,696535,2268784,2050762,6132365
397871,516865,571662,540606,615473,697943,1316077,2659632,10490874
384373,518228,560561,553557,666177,724826,958274,2045331,6821993
391120,520455,571233,551827,620948,705906,894221,2627967,10104930
387960,502166,560918,542761,643155,678522,1038062,2068933,6458038
402462,499740,561683,551229,637007,705619,1502143,2648855,9386345
386698,518323,554205,562136,636964,700849,2280493,2357655,6190232
379583,514407,568217,547926,630930,699801,1550379,2905199,9256116
390195,512859,569781,543232,633495,693365,970170,2023552,8219254
372598,521916,564074,564922,609958,696699,1000246,2924094,11742642
387489,504614,561152,538449,620954,710702,999158,2110632,6556706
379578,502003,554723,542522,660781,701650,923827,2802303,9934117
382967,499145,551940,562411,626603,744274,991839,2019834,6366178
377827,515554,574962,551069,630442,704007,1022040,2736601,9772194
388924,516565,574352,553028,649291,684741,959849,2131093,6248385
380344,525513,587841,565853,633373,751953,962169,2584829,9912689
382316,520224,591326,538857,624653,684905,998078,1825942,5924746
388692,515983,559003,567397,649547,702067,981953,2607558,11094471
386902,521759,571791,555867,644227,718452,1001191,1780613,8006076
385643,520295,563337,550832,638642,685102,1068337,2660052,11890414
387136,507064,552724,550738,646089,700503,1583311,1847182,7575930
389272,470732,567213,550915,618183,697448,2413296,2722242,10495396
376381,484299,582332,556638,634592,726404,1607950,2292710,6451311
384336,451868,552853,572388,657600,701146,1575984,3070580,10089060
396663,403538,574629,559795,637393,709237,2349198,1837325,7308723
375496,465618,567671,553891,640978,753178,1492418,3040278,11755958
391712,451529,549381,553832,620936,710381,1006973,1891409,5337973
382161,398956,555012,581573,627343,751957,944697,2912970,9978596
395149,441958,570376,550843,638100,746578,1036024,1865775,7892725
378087,406753,557662,550551,637821,725603,1001352,5561646,9204940
391803,451427,549174,568540,601076,735785,975230,4321131,5902451
388505,394994,581330,545555,628248,804948,1040430,5054177,4484192
379797,478675,550860,541908,658524,756382,970123,4248228,6147559
390389,455966,580011,567192,597066,740358,1024741,4328348,9547798
377440,402471,569678,542645,640386,718545,993925,1601765,4694831
390695,448275,559045,547195,654414,775168,956857,1930166,8906681
381085,410789,590119,560867,619496,709177,987547,1222786,5745009
378254,451464,572446,543200,626941,710757,1086359,2751598,8844316
392723,408252,569386,550139,649252,716982,1708629,4199542,6545825
383764,484514,571623,569814,618533,721759,2270375,4493677,9681672
386396,454067,577763,542139,626307,723587,1618174,4786159,5909767
379564,402312,561046,566315,666118,738610,1012436,5296877,9756624
390042,471266,573517,568725,644606,705418,986715,3003273,6124993
377055,469560,562197,536937,632026,714950,1018298,3004767,9341756
382007,440983,560669,561696,661962,731629,975917,2087656,5755584
393812,396251,568835,550754,634741,719894,959886,5647270,5028892
376253,475775,572791,534673,637298,735977,981319,4262845,4674645
388081,476126,551559,562272,651827,701740,946806,5061106,4728567
383801,465159,568645,566644,605264,710826,979680,4337548,9387288
384335,439297,574935,548842,633892,724295,1037327,4919171,5792072
378792,413076,561571,571244,649127,709371,989473,4231700,4511489
391964,451794,590209,544719,619392,692126,970038,4979670,3579510
377802,404451,564052,559869,649989,722050,1046685,4278063,10020441
384417,470333,577858,566404,618163,702056,1282087,2656838,5835564
396537,474466,554102,552833,610382,706357,923023,2885285,4566287
