FP32 FX b16,FP32 FX b32,FP32 FX b64,FP32 FX b128,FP32 FX b256,FP32 FX b512,FP32 FX b1024,FP32 FX b2048,FP32 FX b4096
51833,60449,148888,103438,125948,148440,249626,405611,512750
52563,61409,95105,96276,124819,147382,263047,392786,501535
54284,61340,125078,95852,124645,150688,398901,392802,492642
52243,61058,108936,94846,153873,134242,219393,393344,639583
52542,60615,111707,97750,122394,137680,188837,393336,574977
52308,61343,95339,102084,124492,138345,178620,387290,564072
52387,60381,126620,106148,124176,137132,183219,384502,467040
52526,60520,100064,97888,125940,151505,185028,381104,521722
54655,65888,133165,97537,133131,149722,185112,394241,541044
54104,60721,94617,98347,131071,150753,193677,375943,650644
52800,60625,113355,98320,128095,149625,183395,410577,578535
52882,61680,93762,95650,125132,132119,177051,403292,496762
52312,61796,120127,96087,113808,136015,175573,388629,643335
53879,60990,93895,94686,137119,149256,177251,384626,516369
53201,60389,126892,95469,117202,149700,173716,474205,546334
52761,61599,152302,96914,142245,145147,183760,416118,675442
52523,62189,96755,98012,118223,158203,177594,408054,572382
52454,61181,112042,99518,124504,148387,171662,405811,504205
57406,60449,92913,106847,138525,135897,165111,401544,512003
53838,62217,116502,96724,140963,147732,182578,376641,513230
52770,60699,90540,97303,140212,149643,166872,392698,508889
52858,60740,123475,97456,136331,138431,164234,382001,700522
52785,60637,89865,98719,138497,137091,168719,394053,569215
52157,61345,116433,96500,136595,144522,194297,400742,532184
53697,61145,90132,95943,136124,151233,189877,376321,503556
52830,60371,113924,97451,123401,156540,192643,410560,496692
53016,65008,91882,91860,142831,140162,192305,384829,671507
51931,61201,130870,97489,126195,134619,186766,412647,760279
52162,61239,90567,104150,125518,135773,272086,380332,590039
58804,60536,120405,103999,123894,143256,190119,463614,550957
53564,61739,89574,97508,132605,137123,283810,458777,592007
52738,61299,115959,104033,124233,138535,193379,392896,520371
51949,61004,89978,97315,124540,137095,217767,378887,631716
51851,61330,135489,97968,113478,133969,195538,398567,535961
52170,62117,89411,96673,131862,137563,203718,418606,540551
53824,61040,113100,101010,118151,152835,264094,396330,518758
52806,61937,97535,95901,117295,148370,255333,406875,486469
53375,66993,137678,109407,130662,137550,246540,416677,595606
54232,61632,88528,108872,124224,150247,246476,391247,674815
53211,60622,135918,117652,121699,139229,255011,392980,603147
54510,61306,135348,110800,117907,136781,216132,401043,603833
53333,61974,89274,113880,124846,150233,236749,389293,527261
52940,60429,131067,121792,120568,147340,260867,389868,602576
52744,61225,87501,3556757,125149,137174,283136,419879,530042
52634,66041,130468,116131,118749,136032,265329,388740,647462
52422,60868,136980,105797,118673,153838,275290,378050,601291
53664,60830,87769,99623,123109,130347,287649,386006,575657
52435,60862,115646,96719,124531,148721,294507,410137,534015
52572,61745,91068,95060,125369,148971,271882,468305,513121
52140,60643,133245,96252,123770,139620,274199,401843,465670
52797,61045,90596,95126,129982,148380,281380,406909,643960
53995,60248,154029,96648,126764,149817,260247,387858,566197
52781,62041,97626,97708,123483,137005,266525,408385,527651
52595,60508,118919,97812,127185,158833,258330,416751,517713
52293,59676,89644,104345,126446,150927,282167,402190,477043
52139,66354,127494,109173,125332,407718,272793,398746,503383
57783,60344,89565,106481,137923,171265,265896,428167,662245
53045,60687,116334,100498,141722,168004,246597,411781,575249
52897,60578,98129,103917,139866,157139,255582,405318,509625
52525,60918,139072,97080,140072,148776,245433,386720,495226
51998,60907,89725,95815,139246,149260,290603,398477,505376
51709,60313,128566,98102,155606,147436,288008,397348,490580
53229,60703,88180,97357,137927,147884,256638,381893,651944
52352,61415,111220,97536,167457,155286,269937,449443,590112
52356,60881,91033,97253,126842,139682,279423,395410,526407
52107,60608,122245,104127,128671,153138,289420,420735,539267
52404,61506,91872,96275,150834,147881,255480,397849,524720
59601,60690,125093,105976,147549,155045,384936,424769,658591
52914,59676,90102,96158,128480,154186,197735,400303,606086
52020,60161,112424,98482,128561,155593,200821,432173,504681
52218,61285,92375,101168,133408,157824,183658,390024,495903
52383,60547,142456,96693,117365,156988,193410,395150,533856
52282,60976,92546,96209,127644,155720,205858,393086,525493
52886,66428,118590,94654,131836,151958,175923,383857,653111
52759,60693,91449,96070,127195,148594,186554,386472,523309
52285,60466,115705,96116,124949,150428,173461,400017,558513
52663,60556,89475,98312,117808,153611,188926,423590,512422
52391,61549,115344,96152,144925,145816,182000,393262,514133
54108,61271,87701,98238,126216,142349,167127,392747,488883
52642,60770,117928,104987,116796,147067,183032,391272,680948
53273,60524,88522,108906,126167,149587,175302,387367,578429
52253,61275,150565,99628,126192,150326,186024,380189,517446
52600,60432,109413,98341,144783,150409,174001,468919,513397
52725,60482,91232,96653,124915,145618,189374,403670,519719
54334,62534,111156,96579,126902,151361,165921,425108,482702
52661,61327,91865,97150,135343,149128,163841,392836,666994
52900,60742,120146,96195,126091,148349,181373,416399,609521
52435,61436,94060,96413,133468,154379,168553,397817,539599
52622,60808,131903,96416,126344,130948,175161,414620,587786
54249,60692,91276,97233,120610,139928,187227,400153,501937
53131,61268,129823,96080,126446,146385,191424,404432,517608
52998,66824,100377,92270,122186,128650,192460,406699,641843
51700,62099,135638,107195,134856,129247,188619,403917,575049
52581,60789,93672,97909,119954,139078,296600,370274,549159
58020,59819,134642,101665,156553,151993,188595,381688,517434
54082,61517,95405,97240,138618,127915,294344,395665,494166
52379,60915,114512,108086,136880,134055,154627,419447,474351
52575,61133,104472,95195,131767,152352,208371,480212,680135
52515,61989,112445,95214,144900,150894,218930,783690,601399
53446,62732,91297,95225,139631,154729,278753,425972,515668
53977,60377,125287,96366,138018,148055,299023,424733,516892
52401,60835,92530,94631,137357,145125,281729,407273,567870
52049,62221,110407,96149,133343,153801,250274,385130,542369
52884,61248,90988,103268,122177,152417,262003,389634,604322
52819,61863,110298,112251,126546,133229,297772,392945,588731
58574,61121,92486,102957,114815,135902,219948,436003,520213
53455,61777,110466,101820,126891,152945,218277,382370,513766
52721,61708,94148,96930,124151,153101,325369,394397,504093
52595,60863,109909,101003,127314,150274,267307,405165,665805
52366,65528,91838,95183,125996,148933,285524,375910,552916
52268,61567,112479,109797,130995,149522,250216,416882,572474
53736,60929,90727,110754,125193,148353,253949,378428,515933
52733,61673,134130,112128,125805,149097,285797,413847,493033
52890,62254,90765,118954,129274,148919,260428,386794,496640
53119,60917,110956,109010,126465,156606,240932,394343,643893
52799,61459,90789,108631,135973,135997,274045,377007,606369
53726,60931,127822,107946,128971,150140,301436,463224,523677
52467,61994,98425,108753,120749,138456,263781,1082825,525353
52713,60187,120648,108228,126353,151074,282604,420858,455532
52383,61084,100041,109562,125922,153351,257407,413395,496224
52171,63016,115018,108206,121057,138299,295246,398106,625411
58195,60886,92561,98315,125017,152669,261371,400907,592647
54199,61318,232936,96531,123811,149359,252640,402387,525903
53118,60649,243234,97009,125745,135758,248386,407580,499566
52717,61178,197745,96715,127242,152569,286170,386091,508372
52451,60489,201995,95175,126722,159559,277092,408144,519000
52535,60775,194638,96382,126229,136440,247591,415999,664732
54085,65038,185361,96797,120388,136105,265776,396757,606996
52504,62109,194718,101677,147196,133635,257062,398275,488633
51733,60676,197207,96124,125474,151870,311547,398055,509809
52409,61745,181308,100288,126349,136133,270200,372761,544425
52716,62043,180616,111556,126300,148319,304433,511292,526822
58192,61107,172436,107197,140024,136807,413236,729887,680086
53186,60723,173067,96619,140412,155675,195833,427494,580485
52760,60905,170101,96593,138385,162483,177063,423055,553708
52523,61656,170408,97681,141608,155259,189608,393940,505017
52471,61579,172462,95945,156863,135898,187501,404088,506720
51997,61695,168679,95873,138028,151358,188328,405507,475392
53442,61559,171410,94753,135211,148444,183987,399536,628589
52519,61103,169206,101075,139111,148187,184536,403037,558257
52688,60880,171293,96270,140206,136972,188105,409387,560664
52407,60866,178739,98108,127893,136520,173478,419938,541687
53019,61086,182718,93019,125609,147771,181809,385435,502252
54587,60587,197952,105530,126684,146010,172203,387560,534349
52698,60607,186893,97293,117656,159013,173007,385568,668404
51981,64908,187625,97256,125405,135163,171780,405768,581792
52438,61029,92035,95202,122622,136381,178246,406284,559106
54453,59761,143646,96102,126228,154051,168491,409146,499022
59792,60232,135289,98673,117157,136486,170777,379872,483685
56094,61155,141839,94513,121858,135263,170568,382312,655639
55529,60685,144670,96381,162108,153939,188725,454708,587265
54798,60423,142556,95584,129495,137807,163503,447807,575280
54543,60763,136884,96417,118882,156740,173329,423344,506279
51686,61570,136943,103072,126247,143132,163818,427711,574468
53761,61213,128762,101306,128230,135575,192203,416270,534286
52484,60952,129291,105148,129199,136723,181041,393107,629282
52862,66182,127669,105317,127096,147392,185932,405002,567962
52452,60319,126643,108365,131786,136788,199314,401695,551027
53147,60727,137145,97108,128774,148088,312700,408137,516330
54107,61058,128959,96896,114361,145987,222733,394412,495661
53237,61271,136486,95403,128375,134569,230462,397233,578359
52554,60901,128944,96939,126860,148080,210226,387187,639425
52363,61030,137319,103137,124876,154711,218377,441989,601794
53132,60340,128699,96914,112644,146785,260348,405986,524437
57974,61470,132491,101960,119744,151158,200204,388354,521486
53558,60229,138303,97278,111004,147625,224205,431759,540092
52640,60608,125529,98340,127073,137029,218127,424481,516964
52626,61909,128188,113156,127501,136246,199450,400356,651596
52176,61387,124410,102171,116670,153695,216041,396477,602100
52310,60565,132786,96487,126261,147833,221460,413405,503486
53646,60345,123360,101830,139150,154636,241605,400410,522742
53259,60492,124880,96133,142000,160978,284270,406333,500280
52789,60274,125570,96950,136842,152015,286337,401304,485248
52512,60846,132393,105580,146954,152862,333413,415968,673803
52483,66063,123483,108194,138365,146563,306907,431126,552727
58848,60789,128500,96619,140866,135623,269639,378077,518443
52552,60281,123488,96360,138144,147564,316204,405203,503392
52672,59841,133852,97857,146478,135822,299258,405389,517993
51879,60894,142709,97442,137082,148573,295430,390412,495631
52332,61154,125892,96957,150826,135778,263692,370253,650628
51916,60475,142113,112101,140087,156415,274771,381709,545741
53821,60164,118716,96416,148612,137135,257574,345590,611778
52978,60821,140363,99643,119514,150570,255396,406943,499119
52448,60011,136286,98484,120177,147096,278767,388490,481463
51857,60453,119419,96056,131142,134513,300306,488891,487632
52318,61559,119317,96356,127356,138167,236522,420304,649788
53938,59949,125685,106496,127044,148070,269633,397226,577144
52135,60071,118880,109496,125132,135496,280158,408112,516461
52785,60992,119905,108368,124930,149348,250596,373210,493031
52501,61491,119378,116856,125014,154019,265425,399505,541516
52162,60440,119759,109780,125236,155658,237119,386640,647711
52360,60813,127755,115227,127007,135805,319209,381849,584456
53637,66219,134506,103080,127666,137386,290846,399555,521565
53155,61148,128833,109154,125701,140603,252250,412579,515476
52742,61109,113533,107343,127240,151249,290382,386947,512158
52288,60547,128532,109014,127070,146099,237969,388984,513337
52265,62018,126627,131540,125913,136640,280768,391422,633047
54072,60240,152141,97749,124557,136668,402974,372683,585487
52131,60480,126524,103855,146499,137079,199827,371199,552936
51700,60146,128281,96236,157992,133985,186204,474306,519997
52572,61293,148332,95736,150590,153252,177644,326503,493997
52154,60653,128778,104804,142669,153051,195632,420195,484600
57135,60348,149513,95542,150791,150328,188616,439455,647149
53739,66484,129169,104596,127414,137834,189676,429301,588513
52871,61129,123682,98895,123327,152111,179053,380358,507750
52906,60448,122892,96623,128538,139130,180742,395978,497900
51917,59867,123485,98174,125326,151155,174649,425655,531194
52384,60690,123405,97191,130546,152974,183609,395176,534202
53515,60457,121860,104735,138967,147486,185585,377014,648273
52172,60632,125967,103282,138029,140587,175040,375260,593101
52098,60043,122724,102957,138837,155736,171626,389713,554805
52324,61787,123134,95550,163639,148937,175293,393246,508144
54356,60620,123325,95888,138500,163025,180154,423925,510007
54810,59789,122334,98153,137162,138270,174406,401437,496211
53532,61068,124754,94913,126902,135798,166040,383601,650248
52608,60641,131104,100191,125795,138368,185383,397913,614781
52381,59995,121439,105143,136420,151692,164395,397176,529326
51855,60153,125351,103372,159221,149361,164412,372978,479734
52410,61703,119372,95898,138992,149853,179722,473090,518122
53481,60204,140377,96986,147184,148362,185368,439741,547834
52701,60844,131381,113423,134124,147578,188051,420418,618997
52060,67125,120704,109870,139417,136506,184162,407278,577583
52500,60836,119334,95345,120120,138695,182164,404561,517344
52527,60783,145515,96587,122446,160690,240594,429856,516077
53900,61967,117549,95749,108058,147811,172094,384489,495497
52400,61595,120581,95462,111876,150796,215696,390768,462017
52902,61328,119103,96359,117411,138198,214226,393181,640036
53887,61116,130941,94863,121691,139130,232554,379936,595611
52279,60688,138158,103301,117591,137303,220222,411299,511536
58076,60728,117173,96940,113048,137879,216051,399569,495043
54441,60289,118216,103070,120501,157766,223275,393597,498148
52975,60447,151224,97124,118514,138308,216821,362288,706410
52618,61606,117190,96424,123060,150752,195942,393498,567012
52567,60761,120763,100182,118039,137290,216541,456236,585923
52243,59899,114550,94814,115382,136524,227762,325003,525378
53939,59805,108831,95683,127951,138650,214291,404777,591523
53011,61157,140522,95521,110816,134767,226833,390661,496220
52525,60007,137888,97954,125229,149356,278961,407238,631596
52434,60281,122757,96700,117330,148348,254991,379327,570582
51633,66611,108465,96993,120105,147267,270659,427479,540695
58035,60762,120067,97347,118302,150274,299902,390277,499761
52359,60147,121508,97746,115256,137076,246264,394696,484290
51951,60265,114721,97182,112899,154894,287684,389309,513599
51469,60571,118532,99547,117522,151748,233565,418377,664079
52131,60408,135644,111829,110986,136864,235317,412041,610258
52148,60841,151417,101343,132388,138210,286750,403045,506775
54020,59929,111462,95014,114419,149277,307407,393092,502161
52866,61571,115804,91897,119626,136380,275529,399712,491663
52380,61262,132776,97608,110420,149968,239665,385446,547004
51504,60504,111676,99854,119241,136301,279593,385437,675476
51995,66941,121809,97884,112197,147269,275829,373504,593243
54890,60517,101890,96245,111676,136702,253707,434483,525261
51930,59964,97967,97578,119999,150252,250703,443422,498685
52604,59943,108523,98190,116612,149113,311034,418948,489038
53034,61643,125463,98850,113952,156313,285835,386534,471354
52081,60227,107346,95673,112848,137000,274263,383351,666557
52631,61460,107327,110621,112915,150191,258452,382893,571979
53440,60034,145367,96231,126882,146815,283591,417317,551577
51741,61104,98626,95368,121380,156152,234186,380203,531241
52365,60661,114071,96272,121431,153438,308749,406222,518022
52726,60500,107823,98035,128441,153253,254528,392086,487918
51601,62244,97385,103199,121600,137137,266828,383456,673549
53865,60879,133818,104876,121272,134411,412855,411342,540589
52570,60802,115123,118352,127199,136430,206695,394009,570182
52095,60570,97864,110440,119853,129170,190358,389640,526603
52671,60763,97411,132320,128616,137881,183471,382435,489728
52469,61315,93781,117043,148281,149113,189181,389602,499303
57461,59701,97011,116341,128642,149928,191408,464395,632114
53726,66370,96715,112006,121041,145073,181416,393961,587234
53817,60954,99073,108473,123447,138363,186028,581116,581203
52434,60877,95968,108935,114545,138223,177571,465516,494659
52386,60813,95735,109921,122689,136667,179331,416259,499804
52738,62143,96337,127472,121095,140469,170899,405840,662864
53565,60616,97407,104579,121233,135612,175193,414631,597682
52576,60143,96478,96251,114433,161228,176810,391190,558071
51957,60764,104438,98243,124329,146375,173840,381754,498080
52184,61595,94701,96035,124976,135580,174467,376159,557883
52269,60203,96862,97929,115552,152036,185786,378255,511944
58015,61106,98023,96760,120872,149115,169376,365834,652137
52771,62401,96724,106201,106236,153944,165520,360447,581892
52644,60812,96634,96134,122346,161848,167206,365343,524718
52695,61449,97173,108691,148404,151134,181209,352037,505194
51927,60974,92463,99710,147542,152966,176127,349024,484923
52209,61667,94446,98715,154180,148663,164521,355491,473562
53583,60978,95235,105328,121562,149275,172347,350124,683807
51947,60131,95179,102929,120599,149120,179900,385969,613137
52241,65734,101333,97381,113008,146355,191910,477432,559007
52315,60829,94791,96180,129700,139269,186803,287558,594029
51995,60164,93487,96659,138020,147365,284085,279477,515533
59123,59891,93937,97386,137195,137206,181070,347196,542509
52869,62288,95868,97540,134662,136596,252249,329770,646846
53384,60678,94396,101629,131879,137659,194365,328312,574825
52334,59692,93369,98154,130228,152478,288141,331263,557824
52659,60800,94532,109156,125706,137606,207878,359147,498234
51988,60789,92290,100204,131260,149251,197085,347897,498564
54192,61159,91518,97171,129007,136302,250080,334018,505161
52925,60265,94708,99061,129701,148881,228943,344546,655507
52323,61703,92345,104980,136819,135730,198612,353436,600995
52256,59855,134481,96544,129561,163351,229042,337198,521788
53000,60495,122326,96670,115197,147879,303745,347286,517081
53996,60209,116860,96534,119418,138416,255374,346103,491786
52805,61466,111626,102572,126955,138064,277060,449310,492987
52878,60465,93112,104621,114246,136556,285651,273506,617280
52022,60145,129733,103641,119361,148721,291100,259922,525129
52262,64665,91535,99840,113410,156764,252032,266717,567521
57313,61665,114831,98873,122967,151464,261556,413212,525249
53619,60416,93265,98767,121324,137409,255936,364359,496189
52181,60366,136829,103586,120361,147368,278270,358720,569309
52317,62214,92272,96636,121427,411425,283774,350863,677627
52355,60876,109722,102782,112919,174912,250338,342094,580089
52115,60370,107521,94881,114598,153458,244725,346881,546033
53677,60646,119788,95125,121172,155491,225636,332359,826576
53037,61217,90265,91631,130124,157041,267038,341657,519233
52866,61431,120354,95995,126618,161933,260543,363323,634675
52800,60957,89153,95232,119797,166280,260596,350596,554045
52413,67410,127499,97445,119157,165367,239236,335318,489073
58344,60425,91043,96820,120752,149068,216112,352511,490738
52704,59981,121832,96929,111222,152264,242392,342712,504022
52345,59879,91343,97435,119404,147696,293475,333134,478487
52455,61102,109880,95544,103347,153617,312203,400260,622991
52723,61043,89902,105003,119394,151486,231927,461827,596270
52661,60149,134249,95294,115203,148698,263687,273206,690600
53839,65871,90142,95557,122523,148855,273395,301325,490709
52807,61828,141037,94751,120504,152988,272928,333870,483150
53350,60914,109143,96246,121269,151665,264026,337372,483314
52170,60269,95072,95972,118933,155564,264756,302801,650155
52433,62248,138608,96553,111616,147603,289784,377278,595579
54564,61301,92307,96939,121212,164339,391746,344928,670617
52641,61075,103290,98969,113570,153004,197408,344509,512248
53359,61011,100607,97820,120893,155599,185902,372550,490519
52977,61352,158041,96708,120712,151911,178391,327053,497690
52004,60360,93474,95322,116968,132210,189778,344187,664236
52625,60587,109478,96583,119425,134778,188620,341256,614516
53821,67036,89237,104927,120583,150883,188266,326592,479175
52886,60627,132915,97159,113420,132435,186691,339585,535929
53098,60843,92014,95819,104535,147380,185810,461734,538875
51715,60090,141507,100659,120329,152039,184615,270682,533267
52367,61164,91083,101228,119450,128898,177381,273667,639350
55088,60006,111621,118061,120528,131850,172283,358778,579848
53287,60502,95198,109925,110698,148332,164988,375361,535119
52944,60224,122060,116076,121920,130272,174448,353240,519540
53065,61771,92471,119692,127127,136882,165769,354509,502951
52249,60531,115086,119340,117998,122604,175772,343654,485826
57900,60388,90476,118833,118524,124478,211364,350259,661295
53564,61270,120650,122894,129321,123556,168366,319886,555945
52446,60423,107133,109370,120151,120888,169677,328903,529647
52756,60279,109856,110317,118279,133253,174584,347464,497219
52238,60495,92616,108094,114209,122275,191259,335008,504740
51444,61377,126710,120074,120487,144056,223425,322778,510280
53974,60421,96980,107217,126037,151973,272955,321509,672348
52694,61241,116888,96136,118742,133871,275664,361405,580861
52592,66291,89216,95077,120156,153144,193084,348800,519479
52179,61617,123882,92814,118446,133658,229346,321416,530866
52466,60591,94100,95408,120857,153609,299763,332478,507861
58499,60708,115711,104330,113472,143529,187800,453768,649498
53096,61821,93261,107518,116830,153616,242957,373544,589464
51995,61029,140796,98281,121120,138779,230465,282433,600723
52370,59885,91110,97736,120178,135530,303078,300568,498310
52846,60657,107222,98790,113811,152771,252080,371098,514609
53028,61141,99771,96547,120341,154325,234238,340117,549612
53861,60521,132022,96808,127696,144511,289725,347616,638133
52917,60542,93195,97584,113902,132963,251722,347629,556245
52536,61943,113987,104474,122747,143840,253397,359684,612546
52047,60988,93414,104038,120752,146583,241663,335767,522443
52105,60259,125530,104255,120548,145742,233707,328674,541252
54362,60666,94129,98174,122306,157733,248693,333147,624776
53232,60816,120626,97412,113616,145766,251082,326667,648563
52467,60254,94184,91789,120152,147678,292424,332611,610792
52986,60729,113756,97250,117666,149785,243581,346638,615524
52279,65920,99348,102521,122659,134873,287704,458936,512835
52400,60982,132074,105764,119794,135917,292851,278917,554559
53892,61344,90701,105503,113307,156666,250224,230548,496785
53222,60786,109416,95788,121476,134099,224434,297945,663766
52453,61766,91263,96111,113411,146954,277443,379620,606753
52616,60775,128305,106867,119312,144344,281264,343722,523587
51421,60211,127381,96529,123651,133497,242882,360162,501060
53729,60671,118540,104266,130720,149727,252005,334308,474566
52609,61656,91166,96400,113081,135688,271618,326269,585124
52234,59670,131267,95191,119145,149976,268655,341591,662689
52009,60590,111995,96157,123135,144513,255698,337367,567465
52200,61851,138977,101339,121336,134614,246165,349084,588833
56282,60607,91063,95177,120365,136378,233336,331593,494006
53102,60102,135517,95005,119328,135195,245286,318131,546677
52439,60254,89695,96759,116772,153766,230680,368890,519943
52557,61838,132114,96239,118578,143973,264993,337149,704175
51901,61434,103505,97773,104720,135938,221719,359274,609890
52211,61227,138835,104388,115257,135489,247675,334923,510578
53660,66937,87648,88710,112464,148728,229790,376111,503757
52718,62795,138800,95965,120669,134130,225524,449475,488475
52876,61814,89764,97600,119453,148150,265970,308255,475982
52174,61186,143153,101694,113827,148298,221440,304640,645308
52161,61341,91968,98693,122531,137489,266484,336972,581112
58573,61555,133717,97822,112513,134921,370963,306063,538377
52725,60479,90921,97712,122215,147830,208082,316315,503072
52801,60163,132642,94997,119457,144246,186720,363030,589862
52708,62424,88886,97103,117694,136842,184847,356388,641211
52258,61309,136241,95518,112241,135848,185865,362733,587075
52103,60189,128784,97417,124184,136408,187376,336789,531581
53337,62048,117868,104212,120875,136361,186843,338184,543404
52376,60381,93839,90274,120010,148935,184944,341502,510278
51785,60765,143067,94772,118410,144797,182758,339063,521999
52202,61204,89273,105985,116429,136924,171472,348030,651065
52334,61518,106126,98177,121418,147618,176789,339497,558685
54117,60755,91488,98514,123753,133449,180937,459078,564734
52792,60471,119968,97044,119234,155961,170423,284631,538058
51714,65765,85788,97061,120114,146342,170314,266783,533019
52354,60657,131002,96842,113544,147345,186731,293454,501157
51753,60459,88214,98903,118668,137603,170172,359006,652919
51490,60181,114000,97212,118790,134114,166666,333787,570037
53508,62004,97955,96828,120343,134921,184800,339713,516012
52793,61002,89082,101375,113639,147353,169109,343202,497533
52514,60591,116723,89796,119064,148044,168263,346898,477454
52405,60637,88493,96517,116768,148101,173898,351128,474509
52461,60995,125716,100828,119716,156829,165505,339998,650498
54680,60329,86716,115020,125330,135959,186622,336382,588064
52892,60931,136036,117590,118821,137184,278378,338170,540073
52723,65752,88208,107890,118705,134835,189920,339622,535498
51904,60809,139080,117933,127960,135636,189114,344242,502934
52472,61145,87792,107993,128217,154556,249298,342251,452121
58986,61105,143939,108246,118294,137289,182031,345215,654259
53530,62187,86669,115728,121304,133961,207761,345835,557039
52814,60278,141228,117375,120891,135912,194207,331069,541036
52451,61009,90286,107109,137415,149335,196425,466948,536000
51852,60341,108850,116286,103379,152192,190239,337787,544163
52869,61185,87599,113985,120232,136638,226847,259128,575214
54402,60703,129247,101057,123303,134904,198266,320289,639087
53224,59936,87481,99655,115021,148321,221127,395330,582500
53375,61642,138601,98898,118786,135437,217453,339341,541029
52719,60479,89951,105820,112562,153835,199758,351116,544640
52151,59998,111898,103521,118142,136627,213699,381060,523661
58621,60057,85684,104376,124663,136760,266949,349753,506294
53481,60569,115820,97077,118573,139696,282365,332792,648940
52299,60542,89046,97478,118818,153783,269736,354939,585960
52876,60772,127999,97989,122763,150059,332563,364075,537094
53198,64762,88831,99264,120317,149299,284508,348720,513352
52278,60456,107662,96398,120197,150599,258297,483566,502577
53456,61415,102225,96852,124466,134355,254248,327960,651199
52598,60565,87612,98171,120711,148583,283898,522045,588042
52479,61919,106517,93018,118466,144956,265764,311951,563461
52501,61078,102802,93766,201316,135566,244963,248156,580722
52538,60207,87425,100751,122816,151034,248027,323501,576925
54478,60492,122346,93181,120589,154548,233936,381798,519078
52650,60714,89209,91611,118951,133815,234936,357058,667161
52836,59927,129265,94671,112304,148942,261977,323050,603208
52407,60227,87337,95560,120648,137927,283527,328633,530441
51875,66310,144552,94593,113844,150094,275875,329715,528544
52675,61462,87156,92059,117507,136552,279520,327289,492865
53462,60222,102935,93077,120117,135810,250318,728129,460644
52744,60294,88437,91651,119846,135979,273413,340027,650155
52847,61583,121424,93356,112469,147701,294375,340427,577316
52154,60854,87756,87710,120983,157347,253137,324740,530338
51744,60637,131155,105285,119467,148123,254091,326504,501390
53442,60007,88936,93191,118178,147855,262500,353635,495764
52097,60748,147729,94719,121604,140430,295064,322866,562025
52194,60713,89005,93635,120375,149602,266034,326480,679120
52727,60407,136155,95405,112730,135857,295740,331314,593750
52982,61611,93213,101497,121462,150096,249785,448297,502717
52588,60889,124134,94137,122214,135213,378941,288598,503387
54097,60734,89442,94235,112912,145307,214299,296508,491117
52800,60702,123221,93211,119632,151749,185609,324745,520341
52391,61324,87672,93344,113132,149591,186104,341400,670609
53380,60822,122019,94338,119451,150284,180600,337330,590931
52039,60490,90602,105330,120803,133440,193547,336013,552528
54286,66329,109756,101925,120545,150502,184521,348388,530828
52958,61074,89383,96112,111166,132544,182395,344443,468017
52470,60587,127946,107231,118282,149618,182278,332589,448639
53624,60338,89107,103681,111700,136538,191090,318423,631915
53276,61547,128512,95915,119889,135985,162472,330800,569601
58565,60941,89291,95345,119072,151350,174368,341848,535378
53067,60742,106881,94706,110816,147532,181190,359374,507666
52489,60444,89640,95095,113692,136588,177178,357952,479725
52473,61068,118069,94546,124522,137268,183747,445326,457978
52439,59757,88912,95302,127366,145161,172388,284413,642385
53025,60099,107767,108995,120050,137954,187393,256330,607116
53563,61807,90421,103576,121470,148584,174081,313085,478989
51819,61252,132905,103471,113654,134947,173788,389267,538996
52424,61108,89151,105607,121644,136076,174810,364473,478399
52743,60704,117353,96364,120758,159952,184224,330301,646893
52003,62007,95937,95808,103041,159903,168734,341521,586758
54020,61393,109843,102731,112809,136450,185228,332441,576411
52694,61135,131368,96084,121809,148314,188877,320503,523994
52394,65973,90496,97439,113181,136147,191505,335268,549594
52474,61730,190203,95964,144439,146811,186138,340582,569323
52756,60436,165203,100733,120682,153333,212490,364285,644921
52392,60424,157708,96832,121526,148526,186851,328680,578200
54472,62041,159139,115982,122214,136429,272634,336189,536346
52699,60719,158779,96425,121805,136232,215603,334812,500503
52807,60617,159951,97261,112764,144518,260329,330788,493510
52395,60555,169124,100391,118477,135949,231459,329469,498252
52369,61151,149436,97372,113689,134811,247995,334375,646172
54822,61515,146886,96228,122623,146290,245658,444580,606638
52542,61257,139739,96121,119972,149434,230748,314974,524065
52287,62558,146319,94584,112749,137013,201301,274434,506637
52541,61405,141418,96672,120622,135504,228227,306226,517407
52603,60399,144379,95164,117677,135020,195055,356898,516087
57031,61115,154408,95284,118503,135519,254030,368876,643650
53653,62709,154242,97090,117505,135598,227711,374707,552101
52684,62243,137403,91207,118331,135305,309025,364652,497908
