b16,b32,b64,b128,b256,b512,b1024,b2048,b4096
35830,34339,34448,33954,33766,38897,47912,62826,109499
34907,35016,31248,32367,35520,39148,49291,62477,124541
36594,33650,32086,32727,44646,40922,48410,61964,145569
34243,33328,31478,33045,35481,38859,48422,81999,130859
33937,33673,31692,33162,35921,39011,48714,71953,114436
33093,34374,33558,33506,33948,41374,48978,65048,122666
35510,32259,33479,34470,38868,40763,49045,66398,110341
35243,33879,32405,33481,38740,44266,47979,64788,105069
36205,34249,37957,33559,34273,39654,50964,63259,138743
35594,32409,32858,32669,35482,38319,57930,62630,122163
34699,34654,31447,33444,35710,44976,47896,63571,125346
33350,33473,31691,33830,45847,40906,49033,61975,126656
35829,33745,31799,33164,35990,39256,48158,63951,113718
34511,33094,32049,33313,35188,43571,48700,62005,108413
34044,33041,31803,34349,35815,39793,47716,67038,152191
32525,32946,32896,34805,39629,40743,55220,69541,116891
33579,34703,32273,33732,36912,39645,67841,69382,115127
33099,34419,37210,33685,34744,38341,64580,62142,126339
35534,34398,35808,33559,37057,37791,51855,63636,109112
34747,33468,34078,34278,36911,41537,51028,61390,108698
33859,33637,31538,34342,36468,39475,49881,62063,124014
34563,35982,32745,34883,35524,38266,52537,62543,133230
34268,34406,31793,41828,35896,39655,50935,84600,117618
32691,34167,32527,34154,34891,40163,50416,70042,107092
34701,33622,32245,33727,37049,41026,51025,68068,102362
33545,33159,33095,36486,36714,44273,50754,65597,102975
32660,33356,30411,34753,35519,39420,50599,63722,109880
35677,33252,33148,32900,39354,49302,50475,64322,142520
34409,33493,31277,35625,35637,41502,49951,64022,117814
33180,32863,31841,34712,36724,40210,49506,63812,116802
37755,34379,35104,34902,34558,40609,51821,61557,117440
32823,33102,31748,34104,38000,39991,52756,62161,111590
33841,32428,31165,34414,36724,40031,49080,62773,135491
34856,33881,33099,36207,35327,41459,51082,62154,131111
32877,34817,31992,34412,34205,39177,49658,62392,117067
34340,32511,34568,33789,36736,39111,50536,61891,112139
33581,33727,32733,33067,37608,40453,51180,63704,117333
33140,32731,32835,34205,35792,44447,48214,62514,107276
33099,33750,34429,33836,42778,39344,49784,82771,133946
35471,33816,32374,33498,36282,38076,58728,69275,117169
33653,33784,32570,33367,35808,48547,49906,64891,115811
34548,34024,31401,34598,35182,40121,47703,64087,121509
33272,41943,32579,32307,38254,41156,49071,64707,115165
33771,33524,30756,33505,38141,41086,52353,64485,114577
34597,32654,32741,33854,35876,39783,50999,62175,147369
33385,31866,33487,32734,35467,39521,50166,68128,127679
32740,34295,31591,33067,38202,39255,49439,63872,114457
35186,32773,30840,34697,38164,42602,49994,62888,129288
34883,34697,32720,32510,38315,39091,49580,63628,108573
33762,32399,30873,34632,34103,41614,49204,63110,109371
33412,32710,30754,33730,36356,42942,59329,63877,150248
33552,34178,32783,34870,37770,39198,48319,61884,120176
33432,32573,31069,33612,42100,39441,48206,63765,113310
32639,31382,32608,32762,36504,40693,48790,61427,118268
33341,31520,30395,34619,34394,42051,49176,61717,111695
33233,32503,33259,33855,35571,42831,49202,62510,111042
33209,32285,32614,32052,37543,39904,50334,68044,144848
37087,33202,33889,33859,37122,47156,47978,63675,116873
34086,32598,32117,33268,35128,40049,49278,79678,111659
34714,33928,31779,33866,36939,39794,57121,70519,129183
31925,34809,32332,33803,35562,42253,47363,65895,111373
33715,33648,32508,33958,37203,39702,50008,66255,114899
34038,32680,31574,34126,35597,41974,49079,62586,146638
33836,35574,33949,32762,36876,39805,48576,63681,117680
32219,32757,32523,37290,34409,39054,48769,62965,123686
32829,32848,31807,43519,35490,39473,50766,61933,125521
32310,34351,33913,35306,34155,39787,49445,64219,113719
33076,32165,35000,33745,37717,39960,48828,63939,103410
32810,31559,33501,34279,34011,40276,48607,64177,136096
31858,32171,35640,33963,38410,40645,49505,61331,124535
32552,33304,31606,32504,45901,39626,57550,67982,123471
32220,33264,32398,37041,34748,43777,50256,64497,105225
33995,32314,31829,37330,36348,40256,48871,62277,103216
33579,32141,32579,35218,35870,39154,50350,62938,104158
32182,33756,33239,34696,34560,39610,49245,64500,136739
33628,32946,34136,35213,34788,39925,49367,82624,118969
32889,33076,33544,33717,37559,41632,49851,77243,104711
32879,33720,33668,33755,34771,42010,48191,66860,95788
33133,33468,31899,32813,36968,36978,47296,65348,107248
32717,32628,32706,32631,35200,38829,46431,64935,108914
34282,32137,33536,35486,34465,44549,48858,64908,148119
33810,32979,34759,33112,36807,40041,48712,63399,113958
33313,35469,33560,32745,39560,42933,50253,64752,104024
33063,32195,33796,33816,40564,38542,49200,63620,100717
34499,33759,32513,35099,35316,42253,48914,62926,100991
31040,33671,32956,33230,35646,39580,49751,62610,103737
32728,31326,32536,32585,35732,40287,49553,62426,799069
31803,32229,33374,33383,36026,42034,49157,62289,269247
32795,34812,33215,32920,35944,36968,48618,64182,176511
32978,34741,35315,32481,33333,43989,58979,63360,160633
33367,31913,33983,35145,37177,43240,48802,64040,154392
30982,33552,32222,34877,36739,38418,49998,62297,121535
32727,33667,31968,33840,36509,38684,49024,69549,132231
37577,33074,32951,32861,35416,39529,67192,64264,139464
30728,31519,31641,36669,35227,41075,56870,86705,121307
31550,34098,33047,33804,42127,39999,50367,70963,114657
31626,32680,33625,32917,37198,41684,51189,65464,112218
31536,31570,31723,32853,39607,51091,50633,64407,113162
39737,33993,32409,33876,36618,42235,50746,64601,119526
32117,29784,38981,32808,36572,39750,53770,63627,142014
30360,32887,31684,36079,35175,40834,51341,63438,129776
33367,30607,33265,32941,36116,40537,53082,68931,121371
32286,31736,37319,33873,35803,43292,50512,65206,117004
31474,32213,36016,34565,35307,42976,49086,63868,121667
32045,33039,31773,31968,34507,43805,50027,63420,144493
32006,31531,35167,34635,35834,39435,51613,63296,126332
33530,31609,32559,32824,43256,41767,49853,62756,117276
32080,32626,34323,33713,34793,42437,51668,69809,126375
33638,34789,36526,40404,39718,41328,49375,69182,117726
33263,32506,32574,43074,36477,40532,49714,64587,113528
32589,32001,36360,37700,38337,40281,51337,69301,141235
31681,32971,32410,34614,35812,42314,50520,63116,122340
33194,32145,31271,33249,35884,43586,49381,63801,121728
31961,33963,32865,35309,36119,40109,51832,83421,134781
35482,31096,31333,34245,36707,42336,50726,71714,117730
32800,31512,32909,35782,34441,39796,49834,68647,117316
31341,31860,32467,33826,35876,41331,51577,64509,140503
32155,33845,35209,33740,36701,39465,49500,63342,119318
31537,34300,32995,32378,35715,43874,50922,66010,125874
32003,34789,32594,32417,36147,39548,52281,62687,124172
32530,32309,31918,32410,38379,39958,50273,71559,122151
30894,38896,32691,33413,37417,40280,48006,70549,110152
33084,33929,33460,33595,34958,39904,49802,62423,141418
32906,31954,33225,35852,39456,39108,49407,65195,121635
30525,33171,33585,37567,35570,49295,47539,67369,116882
30965,31273,33209,34119,35585,41273,49838,63757,119698
31031,31900,34336,36479,36244,40557,48147,63438,116589
32664,31056,31266,33979,37546,39428,49050,64435,124157
32469,32153,31930,34066,38662,39415,48127,61396,138425
32644,32067,33559,33935,39030,43171,59094,83438,127454
