FP32 inductor b16,FP32 inductor b32,FP32 inductor b64,FP32 inductor b128,FP32 inductor b256,FP32 inductor b512,FP32 inductor b1024,FP32 inductor b2048,FP32 inductor b4096
71207,76364,105365,118068,137037,160112,289552,381280,526229
68730,75112,109450,119298,145896,170875,294229,370712,722701
69065,76467,107433,116910,140088,173638,323147,581849,619979
68520,77841,106799,118552,142041,174021,268334,409449,555124
69168,75432,105033,119707,165132,174042,318884,362173,534142
69685,75915,104612,118748,142885,176197,321221,345756,515346
68812,82411,115202,118156,146345,177295,272197,371499,527777
68740,76076,105664,119383,146051,167442,278237,393712,503783
68276,74795,105149,111786,147241,175850,321587,387681,703647
67413,74918,106504,117014,144913,175703,296775,394174,773934
70177,76879,128909,118469,147338,173432,253818,398410,635804
67956,75160,106848,119582,147679,193891,321154,384546,749771
68284,74307,106300,117779,146698,160078,323209,395220,623243
68190,76377,106443,117896,140367,174855,317722,389004,658218
73332,74836,112524,131744,147832,176082,292573,403695,668256
69055,75108,105689,116807,145910,168554,301571,395794,605533
67308,76524,106954,113070,165980,159364,279332,388248,502067
68333,75100,106626,120261,147534,175161,311261,386134,541778
67361,75139,108136,118592,147726,177509,282696,373940,534481
74244,80665,106281,117156,147352,170158,294415,406701,552723
68768,75316,107422,119369,145800,176819,315012,380904,507115
67475,75103,105969,121961,142915,173179,348664,377662,732521
67910,75670,110122,124615,154978,169410,297164,398644,619248
68525,76474,106720,127104,144624,160620,278172,518921,560549
70396,75075,106127,121848,137267,146591,372874,428489,510682
67800,74737,107377,113591,145392,170609,325516,391794,523146
68433,76889,108066,117004,143892,170498,346673,404570,542307
68632,75019,115371,118726,158835,153042,458080,400934,704826
68340,75401,108767,117118,153405,162520,478968,384864,676726
70053,81819,105455,117762,129992,189619,393069,377051,593074
68361,74861,106276,110315,146366,170625,371550,380222,524777
68037,75165,106095,120520,144386,170096,392308,401775,528110
67843,75371,105151,116984,145927,174046,364062,364502,703953
68049,76485,106491,116900,140875,179363,384903,393560,629856
69848,76009,106128,109881,147362,170105,381624,390116,538802
68614,76278,114401,116710,140313,175078,337988,405554,558612
68300,76953,106168,117126,144471,169342,338885,389207,521113
68323,75591,106199,118166,144794,176149,374163,379282,486896
68164,75873,106310,117156,156995,173205,377570,367333,571184
70144,77650,105947,115218,148291,175204,354636,405935,759865
69085,76135,113893,118978,156265,171405,381828,379523,617464
68086,75278,105916,117235,133482,174026,381040,575143,571239
69038,82518,104578,110527,144718,177206,371103,400998,551680
74984,75858,105877,116063,147926,161493,402423,349111,528243
68512,75454,105081,112274,137645,170135,375492,404161,516790
68141,75485,109836,117478,149110,176357,378954,385194,657595
67960,76170,105949,119318,147000,180296,341346,461131,674700
69367,74652,106456,117865,147417,172860,364507,369261,582657
76232,75100,114319,121828,149696,172000,357799,379284,552441
68932,75817,105670,133343,156347,170613,347754,384934,553462
68688,75158,104724,131733,146619,183047,361703,392372,545900
68472,74321,106981,111274,146371,174955,385163,431365,528610
68638,81835,106400,117522,145033,160689,393838,419283,836577
70624,76365,105990,117076,147614,175946,363951,407712,795461
68988,75164,105730,111736,144753,173780,346884,426686,618039
68170,74262,106913,111660,137347,169539,390183,414361,568950
67873,75576,103994,113766,144111,172986,381721,420594,628198
67583,74184,106514,113745,146021,170498,375130,412177,623823
70070,74780,106591,118626,141686,170533,367471,428936,690988
69816,76373,106346,111283,156279,172661,347293,556317,702878
68791,75406,107899,110736,147167,153849,373865,504286,619001
68156,74619,114044,117814,144050,171813,357590,461462,759808
68138,76594,106581,117027,146283,175224,354637,411568,614800
69842,75055,107347,119162,138753,171466,345736,440081,812382
67984,75041,105854,111578,133777,162498,363280,403513,638630
68269,80290,106835,115750,139433,173302,345386,404455,603738
67078,75879,107715,117883,143900,169920,344764,434216,549307
74776,74536,107422,117866,145144,176984,347531,416223,513433
67793,75442,105997,113391,142605,172258,347658,409026,513437
67274,76432,111339,112215,145967,157651,350211,436060,527564
67992,76874,106614,119106,174075,171737,344507,423623,702420
68295,76099,107835,113300,137577,174675,347009,435862,662769
74727,76651,104963,125979,144569,180054,347729,409712,576979
67444,76006,106521,119308,144830,161278,348901,409847,605897
67581,76003,109444,136675,144424,170685,361846,377565,544555
68982,83996,106506,111021,146327,169590,352207,385465,530052
67344,78097,106752,109371,144201,185121,372227,384934,670831
68424,75481,107096,117417,138504,156978,401202,392190,656413
68095,75918,107792,117050,157568,161535,400938,387677,630488
67836,77369,105843,111285,146644,175910,349392,385601,561717
68490,76259,105829,113195,140813,175889,373778,512847,534459
67218,75287,105142,117487,151163,185796,342422,432326,558965
69189,76556,115162,110135,147666,171539,349458,380526,547080
68360,75804,107117,110581,144203,169004,371419,385392,717289
67987,75884,107955,114579,143721,172012,326804,400399,634062
67741,78030,105144,120603,147109,156486,352911,383655,644525
67632,75487,106947,118252,157723,173156,316006,394849,638888
70123,75624,109558,120067,144144,177637,373111,364931,549451
68545,81304,106945,118355,145445,168521,340048,409476,533471
67574,75115,106353,114989,143908,170418,313966,403898,728566
68668,75121,111325,117118,153907,172556,350952,454910,624690
73452,75673,106877,116980,146337,146564,352748,394881,554944
69773,76311,106270,114015,146418,170587,319806,412689,592358
68595,75646,106912,120713,147834,173859,372517,396817,540270
68797,76334,107243,123859,168649,183180,388857,409696,710239
69122,77068,106940,116562,140502,171733,333008,400022,642564
76913,75090,106955,116940,146017,159192,347061,394996,560696
69066,75412,108328,126757,147196,175853,344221,416378,654308
69033,83553,105096,125455,144872,175831,338928,524122,548062
68363,75097,109071,121652,157751,170400,367701,403992,512899
68153,75563,107173,117685,149419,170703,338578,341524,549897
70199,75375,104730,116835,156486,159310,334172,348689,758209
67942,76909,107254,117145,146927,172923,363270,370830,644641
68396,75505,114582,117478,146862,178938,370143,375289,570394
68920,75733,106315,117520,145925,155760,447236,381426,542997
68652,76674,107267,117410,155006,169776,217210,395559,515371
68952,76073,104584,118643,147894,170527,211928,411628,516378
68130,75582,106938,117987,150911,177802,187602,381829,705859
68051,77436,105766,117529,149794,171303,203704,433320,805002
67339,75463,104909,115823,149205,175406,224475,397315,753934
68005,75957,111645,111167,158892,159015,205791,404941,1026209
69652,82756,105439,115674,149079,187762,213300,403547,630170
68123,76015,106227,117587,149363,174018,201318,408800,582276
69091,74573,106453,117319,151627,170711,198970,386589,502795
68712,76123,105843,118291,149022,175955,193695,410655,745605
74230,77017,105822,116461,149402,169484,195508,392548,618968
70820,75773,115436,114181,143459,178330,195281,510421,533513
68665,75133,105563,112738,149671,173209,201067,428341,510837
68214,77444,104678,116151,148514,169065,283609,371497,526330
68408,76008,106466,116477,146607,176491,195606,376926,495806
75353,75349,105481,114731,149039,180401,256433,400159,681191
69387,77165,106747,113898,148645,172973,266420,380754,615324
68531,75704,105793,118483,146851,171525,278695,381736,573201
67983,76634,105863,119784,149152,172957,236644,397871,559067
67696,80780,106089,125818,150306,179172,257292,386304,526912
70437,77496,111051,128610,160197,173983,250018,363837,2498890
68510,76688,106138,117159,157901,174237,302496,414663,681865
67797,75589,104659,116345,169277,181106,243786,383337,570287
67751,76466,105173,117639,148956,193915,243841,373610,557995
67826,76129,113563,117713,147554,171130,262213,384660,547281
69743,75235,105054,111380,161046,170794,286242,388771,524907
68985,76789,105310,111842,142927,178686,257674,389636,542251
68171,76914,106362,118127,143771,181187,306466,383602,714066
68733,75114,106190,113027,142923,170654,264171,399103,667823
68224,83190,105447,116719,148856,174714,308870,413699,549918
70364,75986,105416,112513,161270,170913,282536,385727,619717
68553,76264,106336,117496,149356,150423,287107,381102,614117
68487,75071,105293,118296,134829,189961,300704,513714,545803
69255,76567,105470,117415,144581,175335,289438,406631,656156
68867,75253,104712,114413,160144,170289,285058,346688,627822
70231,75029,105246,116412,148449,171899,289970,375692,649976
68716,76126,105649,115483,149285,168029,291518,355176,569019
68750,74992,111828,113678,136963,182924,302836,392066,535431
68204,75595,107454,111542,147312,171416,315801,376590,650641
74209,77000,107535,116265,140977,174192,269558,401201,584558
69502,74800,105937,110822,149661,174573,312144,390459,818119
68088,75751,108624,117231,150805,178499,291201,404495,617005
68224,83180,106568,114788,158421,173945,321124,386452,630428
68946,76218,104752,119778,159941,176503,304961,407599,559782
70579,75107,106872,118051,141154,170833,305999,373017,566536
68825,76935,107383,116936,145312,174093,308651,408100,580977
68481,76476,105754,117117,150415,445470,321539,382689,895713
68412,75791,107758,120380,139627,200124,309767,386755,722134
68391,75618,105019,116262,157551,198191,329472,387288,684342
70265,77138,106494,116904,149987,184528,369606,395979,637015
68263,75209,113770,121573,142543,170493,292723,533351,692122
67380,75169,105974,116016,148228,169574,357158,370118,717785
67347,81853,107142,117365,146732,180645,264022,363780,854711
69741,76128,106357,114520,146544,187958,343827,333938,660493
69283,75986,106301,118507,148906,176074,350423,406643,609437
67881,75772,106858,112411,148628,176966,321575,373848,547430
67401,76723,107329,117206,157402,171290,324397,377053,541023
68576,75387,106607,117663,159562,182420,347873,397491,547579
69061,75046,111631,118679,161267,174276,277947,399170,765506
69069,76528,106088,111714,149389,173919,304131,381964,648234
68737,75983,108054,117845,148176,171242,320172,419781,550945
69413,77185,106357,119693,148634,174700,307598,369941,529301
68720,76779,115028,112630,148387,170221,276338,381815,523217
75106,76042,107258,117751,172681,186414,304789,408278,553526
68817,76000,104701,117953,160608,177062,361652,388133,770236
68777,81967,105487,118845,160472,172371,298011,378114,629967
68184,75599,106535,111199,149040,172131,274946,381930,618418
68347,75053,106670,116744,168427,175626,294037,367799,530727
70959,74732,106268,111944,146555,163394,309942,523894,614049
69098,76718,104263,125850,171347,177223,301251,406225,581063
68539,75600,106962,119152,168172,156130,330447,395235,586079
67919,75739,112990,115478,136822,163980,334340,364648,708468
68452,75997,106072,117217,159713,171347,337763,428017,647054
70283,76171,108282,116736,148757,174387,315025,376100,617656
67336,75151,106298,110073,145496,162823,318013,383257,608310
68787,77943,106533,118759,156451,163128,296148,381636,593710
68552,74769,107687,119109,149252,151640,435184,384520,554630
68912,75753,106125,115223,159901,165889,223648,374546,705726
70094,82064,107976,113400,157208,177062,202221,364520,619833
68093,75925,110519,110602,166869,148061,193375,390360,507288
68324,75279,105990,117537,147290,151910,206064,373010,541422
68683,75885,109165,116692,149395,162017,218399,380850,545995
73660,76399,106915,114625,150784,144250,216424,387427,720629
69761,75582,105595,117586,159576,145586,253680,372664,630595
68516,74881,108154,116159,146310,165296,203654,382778,563998
68633,76666,107554,116465,146078,145763,273020,410164,556936
68375,75300,108207,121438,147237,164135,198415,392679,541850
74847,75188,106512,119312,147975,165929,264426,403785,537398
68878,82118,107094,114000,167212,165681,189472,382562,507818
69302,75274,107945,117452,150148,151333,347715,495654,765618
67678,75406,105645,115687,148145,179351,259648,434656,655327
68935,76078,106607,111215,166564,173857,306747,379526,557473
70631,76593,115302,111400,165379,143209,270236,417832,576869
85451,75805,107315,111299,160255,165643,283161,349542,515518
72242,76144,104757,119068,144101,155196,263410,344588,519079
72965,77317,107482,111238,146109,165003,278658,386195,755960
71432,75965,105554,124353,165927,167456,291068,388630,658662
72954,75528,109086,119406,147349,169285,294835,392624,606960
72061,76073,106689,129793,149731,175072,271388,398281,541198
78991,74835,106905,111192,147492,174714,310008,417017,522812
68381,74862,112834,118152,142823,179093,301044,399405,559785
76303,80910,109800,112168,154296,178840,263897,389405,547542
67940,76239,109368,118571,144680,172940,302681,376462,789599
68426,75537,107991,116976,146423,160370,266702,393451,670012
68761,75056,107213,116990,149184,186638,288162,404346,563585
67277,76594,109119,115324,149556,173380,269238,394881,525871
70293,75471,107674,120878,146633,173285,326482,395267,610237
68616,74697,107050,116744,146877,176733,293921,504498,567552
69247,75940,106091,115948,167183,181259,275769,424901,675141
68822,75983,106262,117856,146783,173650,347054,336865,600082
68238,75763,107440,117841,150160,173081,295481,333921,533474
69997,84382,105929,114072,135322,172668,299161,388344,607409
70178,75198,105664,111901,132456,173749,289428,374305,622742
69616,74590,112831,115227,148989,170951,309345,383049,737219
68591,75757,107109,116365,159938,171882,269737,381281,633531
67821,76868,108249,112392,149048,172911,312357,383868,599659
70134,76212,105745,110170,148376,160957,309333,375977,592887
68289,75702,105437,112133,148980,180616,320948,476399,620371
68959,76609,107711,117448,149450,172487,285890,423886,554671
69806,74901,106159,117564,161101,172008,313940,415972,515422
74606,75742,107605,112737,148486,173839,319536,430936,732198
69107,77556,115298,118138,141409,186587,304229,415082,636946
69000,76142,106426,119185,155502,167857,308245,404780,565148
68225,75407,109309,117439,155928,172060,329261,500237,599766
69389,81192,106048,110486,167607,161488,308435,403708,666254
70229,76233,106182,111154,160495,179392,308452,525157,607527
69520,74968,106552,115625,150365,168792,320794,434266,667137
68480,76574,107125,117389,148089,176975,318155,504498,686604
68267,77192,106109,115718,162850,170989,308074,387221,671900
68199,76250,107819,113034,161986,172130,289015,407189,602190
70475,76334,109098,118019,148477,172639,308191,432580,645791
69161,76267,108926,115991,149004,160156,292573,403717,645068
69178,74962,107704,118064,149099,175157,325577,429977,616395
67524,75621,106019,118482,149559,172155,287978,442320,757458
68330,77925,114473,119075,146280,169153,309924,458803,668762
69320,76005,107436,113693,147964,175478,282523,423802,591701
69257,75991,107288,116189,136678,153414,277272,420803,540733
69602,82066,107101,112644,177282,167225,286036,434610,517087
68243,76420,106813,116886,143092,189386,342328,411288,505404
73663,75779,106593,111609,148785,174077,279312,400480,734143
69276,75447,107212,117176,167079,172668,343634,411791,648347
68272,76659,107942,116792,147123,173190,325060,418320,535201
68126,75665,114374,111691,145133,171954,333920,417170,521448
68719,75869,105924,115734,171010,172137,339123,425332,529100
74317,77210,106197,110953,155551,163268,309159,399443,738080
68580,76166,106484,119552,142587,171811,296082,413337,730057
67777,75198,107722,112689,146817,154719,305118,533234,668646
67939,82954,114368,129297,148722,177628,329400,478005,632939
68170,76025,104105,126193,144459,171207,295815,426166,560875
70677,75895,105175,127820,169842,175106,349891,429179,519403
69068,75598,106402,116462,166230,189528,292320,420048,549525
68672,76157,107596,116903,147030,174402,299344,406167,770075
68655,75806,106199,121324,147497,172027,320825,408520,596594
68427,74790,106656,116228,148602,173023,467110,393140,528056
69975,76795,105911,112539,147553,172003,252146,375254,543055
69271,75274,115254,103962,148879,173751,240083,389868,583967
68789,75701,106085,117790,144860,172754,218088,391003,677577
69521,77481,106563,114379,153383,172598,221097,392599,706882
69271,75306,105815,116662,146133,161124,208170,388802,696565
70468,76343,107196,116515,166799,181950,229874,375885,700056
70464,82088,106483,115141,147824,172882,228488,378179,724945
68747,77299,107605,120945,148986,169901,203627,364622,575062
67834,75329,106412,117256,148586,178863,201453,383900,528498
73841,74885,106689,117648,146486,185419,188889,408013,528297
69521,76186,108012,118768,149979,158990,197645,494010,753845
68138,75445,105302,109969,147379,162987,226527,354935,606553
67677,75447,106105,117369,169938,176040,198098,347064,519722
67856,76441,106223,115358,149161,183355,264767,428196,536940
75705,75138,114470,110333,148121,174762,243115,422580,526283
68417,75536,161470,118171,147596,171412,317376,364486,525999
68179,82600,139491,117899,145365,173808,245935,381508,722173
68199,75977,131041,117710,155808,181024,286500,411275,666063
68575,75289,138777,111542,147297,158743,267908,422030,566302
70602,75528,129405,127330,149453,177140,234653,400322,520887
68074,76425,150250,117312,148176,173141,321805,441838,529480
68609,75784,130504,111309,148812,171371,316427,440701,741270
68824,75538,148487,119742,149377,178375,302774,417851,658155
68239,77575,148241,114000,159244,173808,281424,432039,582288
69301,75796,155855,118767,157001,176493,326254,414069,512192
68981,74572,149411,116990,169967,181703,330562,421357,553302
68264,76629,127194,117803,142798,173668,335139,397048,523666
68171,76073,129241,118400,142983,173960,354720,381872,537398
68179,75214,149245,117798,146156,160611,380768,543275,695993
69405,81074,129371,119531,149127,158116,305326,439306,683866
67861,76153,114906,119225,155680,172428,325345,409198,598668
68408,75703,108447,116019,149402,170812,316053,393307,532617
68454,74759,120287,116928,146878,172183,348852,413639,521818
73024,75941,124922,117646,147665,172399,350618,403333,507186
68929,74662,117426,115027,144751,174418,365082,410702,716295
68135,75871,107399,118072,149923,169662,284809,409988,633585
68049,77163,117770,118964,148816,176592,315468,409617,653330
68811,75323,107730,116568,148172,169376,285151,398270,606947
75439,75348,137446,119257,147298,183188,328576,404437,578546
69752,83189,106486,110885,149812,160778,315549,387527,547046
68691,75630,120269,109692,145451,170483,321571,396470,542053
68821,75245,108110,115662,145269,168677,370244,429755,699383
67640,75469,121750,111780,146474,182638,337348,439458,647961
70917,76230,134616,117176,150095,171443,352245,406252,604109
69271,75888,123632,117096,149517,153834,318766,421901,543453
68383,75422,126041,110668,142123,173436,321362,424429,577098
69787,77445,121998,118766,147757,177926,305439,406626,601694
67007,76358,108573,120265,150523,177348,326249,402924,730897
69930,76176,121526,111194,162302,171983,302901,397968,626189
69007,76681,106420,118461,143231,173467,326893,538046,571347
68359,75192,129825,118527,148786,169851,322012,446759,526612
67842,76360,112089,115022,149318,159441,352854,423054,609693
68748,81146,115827,105021,147450,174827,300838,380694,796531
69411,76003,113649,117141,149300,171125,323330,419355,609356
68700,75090,122648,117921,177442,174611,330748,423324,559139
67923,76140,109096,120889,154421,179450,318361,399685,517186
67915,76789,139048,119059,165510,154732,314179,406746,530237
74306,74519,113929,113263,134559,170052,312611,431787,490977
69005,74814,121598,116955,156035,174763,310848,408249,515957
68314,77202,114324,117833,147766,178682,344190,403081,723218
67997,76028,123189,109816,142339,172047,321036,398392,663357
67924,75652,112591,119149,157968,176718,303995,385483,553222
70260,77642,123307,118267,161082,173664,351056,398085,634614
68949,76668,116460,116865,148327,153546,331924,427425,573646
69385,76213,109679,110281,140924,168732,344010,392367,573773
68766,75762,107845,118649,158431,177265,297190,387310,736367
69898,76358,105163,118453,165427,169814,314519,383321,647794
71384,76464,105605,119967,174583,172066,327517,520745,579554
69348,74744,108187,111773,154063,170402,322572,459833,577217
69742,75609,105138,112273,165530,173564,293922,395940,528154
69001,75616,114462,118981,147083,171491,297485,385729,543834
68416,75599,119207,121292,148324,186087,385206,423744,528941
70529,77661,106135,125361,147850,153937,306060,387715,722932
68628,75634,106324,128853,148437,173167,274917,419603,680473
68394,75317,106882,116000,145624,169377,282635,404455,650656
67857,82284,107778,117165,170817,178480,281870,428885,539402
72940,76018,106064,117727,146497,172709,450380,426894,539121
68669,75363,107601,116751,159616,154271,283967,427366,548447
67950,75969,106764,102656,137004,168939,221707,407011,699400
67339,76851,107210,119488,146912,178186,232147,413250,713056
68523,76132,107186,112504,147551,170065,211476,394527,592695
74124,75182,106634,114636,155658,175449,202889,404084,574208
69721,76664,105067,116349,148483,161434,220910,400311,556921
68384,76250,106692,116264,148744,174482,203416,410522,727090
69096,75454,110332,113242,149342,173147,206085,416795,658995
68580,78101,106412,116092,147033,173024,199650,549331,565479
69765,77337,107658,113237,157880,173647,199989,414061,544016
68577,76818,105942,117037,146002,176734,207950,368951,555160
67715,82643,106273,110639,156292,176333,209804,349402,523919
67496,77475,108106,111941,142033,168809,214391,414620,543312
68422,75697,106119,117744,136438,175219,196533,373946,731029
70253,76609,107310,109000,142454,185253,262942,377236,644988
68528,77013,111701,112563,148533,172789,276616,371092,551941
67768,75182,108367,119103,157164,170938,344829,399515,625893
68369,75034,107241,118084,149108,159246,271746,365824,582848
68689,77574,105197,115349,160522,155136,271823,412898,592512
69872,75209,106301,110640,157868,171654,247868,363445,687986
68271,76467,113038,122947,163808,172313,286194,397892,665368
67913,82016,104686,115991,146037,164996,266658,429209,596274
68390,77403,105780,131682,161751,169209,312764,378964,560966
73606,75016,105344,115121,149186,178355,280053,404143,521328
69720,74901,106978,121403,149775,159975,301696,366961,701837
67867,74984,108010,117226,150201,175155,272788,364278,637662
68786,74828,106103,117956,141982,162604,295178,382856,711855
69190,76460,107417,116161,147084,174281,293642,379728,605384
74842,76342,110926,117080,150035,157597,274433,383117,617653
68803,74638,107223,118294,147071,177263,331373,499085,533116
68906,76836,106696,112593,146849,170730,264952,475089,542179
69534,77119,108111,117723,149520,174926,304791,401094,537571
68846,75930,107131,117744,159380,171994,297960,406907,679446
71414,74777,106896,117413,146624,158759,366037,390496,632626
69179,81756,106350,115068,149140,175652,301011,374639,563331
68840,76087,107503,110475,145807,171000,335697,389378,528721
68053,76441,107165,109300,145802,189679,282063,368149,514242
68712,75625,105834,119810,159594,177154,346150,387118,716531
71161,76257,108260,115160,167504,170579,272345,381085,634254
67930,75800,104772,119531,149048,178573,348159,388160,533997
68293,75713,107457,116865,155681,171135,291777,377014,547200
68354,77149,113292,117582,163967,170320,289661,387618,511819
68469,75507,106829,117779,145889,162117,313129,387785,512059
69925,75328,106958,117674,146883,168564,314795,387298,511922
68731,77012,106933,111882,147013,185220,282178,397360,864479
68980,76279,106473,118354,149760,173054,307641,389230,708578
68411,76187,120378,125671,141429,170334,360434,396493,637292
74305,81593,149718,121147,156233,172103,324705,503877,640075
69705,76441,153725,118092,158374,157016,327999,416903,596882
68973,75398,130300,116018,148312,178554,283666,398646,535990
68689,75788,151936,117419,149126,176301,294420,354012,683252
68195,77358,137031,114060,150094,170512,272793,364575,601079
76345,76042,104543,117414,148753,167471,326638,431088,614968
68597,75884,106297,113234,149690,177580,283406,377514,634617
67580,76900,107141,113038,166855,172452,335041,389161,601124
67597,75677,110341,116201,175684,172441,333602,366096,611362
68541,74904,116228,110638,160049,174355,333425,390415,558726
69416,81550,106921,110162,147162,190688,309252,461892,715848
68066,76418,106577,116777,149248,172068,309376,422790,664704
67926,75634,104520,117997,148018,172040,304245,410905,569243
68366,75751,107170,116494,143740,172726,303612,423783,539465
68407,76668,105850,117528,150330,158548,304872,603323,587655
70162,75763,106165,117519,157221,177425,296489,413255,525862
68734,75981,107816,119204,170413,175543,302514,406063,740459
67397,76713,110677,112384,146845,172685,314932,410255,651046
67971,75564,108132,119445,145570,169683,306542,543669,537485
67676,75375,107340,116992,141850,168703,316892,551276,551371
69115,76903,107891,110880,149259,154474,316837,491292,526179
68913,75689,106968,118541,141767,171125,323181,439946,712029
67998,75244,106735,105666,139459,174038,306301,404010,675388
69369,80929,106180,115899,146887,169967,306805,422626,572833
72779,77016,106194,118429,142858,179019,302415,425424,526595
69407,75417,106212,116108,146613,173608,302443,408444,518944
69080,75015,105269,113925,148975,174092,300304,395785,548108
68664,77074,106236,119507,163801,168924,301434,393176,509502
67459,75253,106438,132125,158646,181214,310961,391650,692923
75286,74882,105547,136888,149616,171189,456389,407147,666258
69306,76030,112907,113603,150011,171306,236979,373330,567324
67883,76184,106107,113224,148832,171367,217274,381546,531616
68373,74695,107907,118463,148545,221682,197930,375881,526091
68134,82056,109125,116987,147910,178756,203410,401692,515950
70074,75073,106416,118585,148257,169853,202593,393360,725617
68359,74991,108649,116106,157759,170516,211211,370447,620822
69350,75296,108302,117611,150350,176944,236546,388020,555214
68540,76134,106611,117601,159041,172663,203924,385617,566305
68123,75043,115557,121736,134164,171374,200017,387713,527928
69893,75396,105968,117602,150390,173311,198989,619869,548657
68505,75259,107211,111811,167801,179914,201803,507245,557075
68795,75572,108546,117496,148638,172167,198041,468746,689074
68466,75574,109447,115252,148582,176186,238514,444021,634584
68408,77111,106047,115439,150539,175768,244965,421316,613984
69620,74650,108322,114820,148706,177328,288314,410249,667550
69149,75910,107329,110010,150157,173559,268572,407818,577154
68523,80703,104182,116071,146907,174701,221147,401642,544197
68747,75789,109521,109802,148623,170864,312501,426701,698828
73585,74833,106408,115216,143178,181548,286270,403784,689582
68511,74745,106910,112530,154774,171019,256343,401232,566320
69696,76122,108281,118843,159086,174784,298944,407301,528147
68631,74613,113844,121100,146040,169786,285734,406945,591066
68578,75452,107084,118230,144671,189956,276386,401206,694307
75140,76894,108227,116743,142222,174293,276945,419919,645749
68182,74960,104703,126370,152915,172152,253970,398522,573157
68599,75442,107511,121647,173433,172429,290655,421130,566180
68920,81775,107786,120557,146516,170731,289753,393107,513993
68143,75434,104960,116105,150328,406556,304278,512914,532181
70372,74930,106053,117775,146023,190800,323684,384726,532838
67714,75854,106721,117527,139628,185303,281075,375509,725555
68277,77464,105581,112734,141013,185232,296777,358000,651412
68186,75437,105377,110611,152993,179096,300330,388377,572763
67640,76168,105116,117166,148896,179502,308528,403789,595934
70031,77144,110699,110767,149191,187139,351290,377745,599276
67862,75917,117062,116894,140187,185392,357063,400600,602233
67897,75926,105794,111790,139706,176973,889265,401867,706776
67964,77052,106176,110825,146878,181171,335943,367022,631766
68136,76436,107208,118801,146351,179527,333853,394828,642449
70903,75511,107324,117902,159303,177073,293655,382331,611054
68787,81088,107268,117410,148904,177905,285795,368529,629964
68636,76439,105954,118130,164018,183574,350458,388319,561628
67605,76970,107270,118340,159153,182235,297029,376350,524997
74302,75091,115419,115827,135848,178503,339904,402682,695096
68236,76679,106732,111636,141754,182786,287734,371809,651686
67672,75181,106500,119776,147757,173858,330565,393263,603073
68237,75690,107007,112407,167172,187698,293114,511478,539347
67449,76788,108903,120152,169228,168168,276608,380287,584537
75378,75762,109946,116689,147592,169214,276742,328983,550419
68711,75585,105862,117887,145900,170801,350952,352882,677741
69124,76960,106806,117401,147486,169977,291711,398830,579102
68094,75128,113410,119054,151875,169057,313153,376869,550257
67703,75417,106838,122136,145196,180274,291289,392550,552644
70721,81106,106848,125009,157739,169741,308060,400686,504415
70553,77029,107113,133490,141725,169009,278082,400063,725694
68364,76137,106325,121125,148420,173596,322392,403469,639604
68816,75685,106400,119761,149228,175260,330177,390483,553782
68838,76173,105412,118019,159497,151335,306897,381520,542684
69403,76662,106910,115578,155625,181400,289154,390644,519484
68544,74868,107011,118441,168869,164003,294450,405670,529583
68011,76908,105865,121192,148263,155783,297586,399601,510938
68245,75482,106022,118629,143708,164683,291758,379981,748641
68561,75275,107023,111255,147576,147851,294119,373472,644711
69328,81614,104729,114645,146132,169970,312615,390276,595536
67727,76483,112328,117555,159416,159035,330569,411255,542972
66963,75658,105877,111820,149089,149689,307095,429940,507596
68526,75769,106577,111138,158040,144124,298800,391374,513929
74488,75654,107839,116684,157482,152935,322733,505351,643232
71030,74739,106968,114212,142078,160930,311566,384326,632600
69215,74493,106630,114373,146589,162446,330946,386678,580450
68644,76519,105557,118154,148786,180799,293368,398384,659236
68746,76137,108637,119259,164562,185531,770619,378137,583261
70131,75161,107846,116853,161760,169447,324993,409383,563815
68664,77334,104531,119650,166565,170600,331969,376806,521449
68763,75666,105780,116414,149410,176680,319621,390709,747224
68408,74860,105025,115062,149149,175886,284315,394187,617629
68911,80218,108758,118667,146212,173324,316310,373785,523656
69934,75759,112868,117035,143129,170184,456244,383937,508399
68874,75218,106637,116383,162651,174144,234081,372601,530102
69504,76402,119485,112425,147789,177908,215352,387572,511980
68564,77626,137050,112851,166660,171020,199818,389697,723718
