SHIR inductor b16,SHIR inductor b32,SHIR inductor b64,SHIR inductor b128,SHIR inductor b256,SHIR inductor b512,SHIR inductor b1024,SHIR inductor b2048,SHIR inductor b4096
307134,383779,759084,1306987,324943,415582,653992,1439363,2874737
308986,387095,742779,1318014,341709,424139,706068,1548451,2862865
304998,391927,731559,1301868,342513,417057,827557,1877836,3327058
306845,383051,741576,1301785,341856,418391,644159,1436723,3159519
310352,391693,746992,1321934,336767,431853,671608,1387241,3129555
307708,391834,751078,1304048,327898,416093,683761,1581297,3475088
316764,387926,757987,1316258,329906,413123,937194,1722789,3179381
297167,390973,752608,1306944,325215,409133,840588,1653876,3036376
300188,386276,756120,1310596,323403,429281,698827,1679487,2832374
296798,385837,749809,1302359,345422,418264,648640,1658274,2954898
297230,395325,735445,1324776,340890,438999,619972,1627034,2782077
298767,386261,746685,1311345,335891,421420,652460,1620381,3335159
300519,384712,736284,1296354,334043,412894,743427,1695272,3209693
292491,390846,759865,1328941,328344,414277,658238,1562059,3528343
297301,387768,752919,1304916,326727,418664,897279,1536058,3249794
299525,376505,764732,1306198,333181,426176,678096,1553553,3132231
304688,381685,768733,1312042,325001,413848,665912,1518155,2945066
296177,375010,733083,1309499,323788,429542,695918,1462725,2983043
304146,382415,758894,1295350,331706,424081,630223,1530070,3030372
296484,374425,768616,1300314,344425,432305,924128,1496250,2902296
301185,374983,748670,1301222,333475,428650,750350,1544473,2857201
295277,382459,757415,1313708,331421,423716,820884,1486307,3497175
304333,374863,732884,1305470,325493,452740,870507,1442713,3194228
298655,376282,732174,1293852,341288,415861,719832,1868737,2976366
303858,382834,757438,1304672,339948,417707,863210,1634010,2999794
290184,373652,734709,1309476,323127,433631,634638,1636854,2863612
302712,385538,740743,1309359,343649,401773,795227,1599268,3328377
295715,378943,735774,1300995,333787,414616,770366,1526982,3135688
305590,373939,744175,1321981,335437,421731,711233,1619439,2964071
288082,382862,753494,1318498,337299,417373,789779,2060642,3494560
291287,375299,748634,1306725,327821,412330,670258,1732895,3209640
288269,377027,757699,1312139,337745,420765,810483,1634703,2950816
285032,384774,747132,1311007,324081,406895,884567,1686523,2884529
289771,365095,755980,1306901,324548,427539,672555,1679746,2879124
287277,366277,746230,1307307,352414,431601,693187,1673255,2840748
289620,364796,758274,1301412,330200,403832,780063,1680827,3345374
289430,364591,735934,1322003,338042,433010,796417,1585790,3140555
289950,370211,741525,1305499,327533,435381,765407,1582633,3443500
288598,364656,749549,1312311,325948,417149,758322,1558125,3362654
294636,365542,765180,1300835,330336,421805,803762,1648271,3008591
288476,372931,735684,1310382,316962,426102,668231,1617528,2793523
294575,367385,752217,1304639,328317,403737,631813,1494992,2854445
286870,371522,738425,1298089,338759,425178,762102,1437613,2857058
294827,365854,756753,1329924,324070,419539,738260,1493326,2810429
288843,366037,750498,1311531,333910,433319,736650,1508865,3089244
294040,371510,749078,1306372,314436,416627,671812,1422139,3463059
286474,364922,744801,1297147,324057,430172,778516,1558559,3225622
285398,373180,748712,1310199,339208,409987,704858,1473542,3007779
289551,365146,752971,1307631,323232,403590,876842,1481766,3081872
288150,366002,726564,1295735,337733,445809,652790,1592164,2837156
287709,381020,758701,1295619,350521,414240,1025422,1401536,3115654
286553,353593,741302,1309662,326508,404806,849750,1442152,3045621
288858,361262,750145,1306652,320653,410616,684503,1456422,3338095
278148,351385,758179,1309237,314969,430615,724702,1439121,3445974
286086,355380,760061,1301864,336208,419892,641240,2022747,3176670
277198,362661,733781,1298514,322512,417884,741329,1709508,3315524
285539,355255,732500,1304313,336924,422714,794784,1728727,2828658
279378,363351,764456,1305725,327322,424600,724656,1656738,3324438
286323,354470,739524,1292046,325120,423102,800893,1637959,3127693
281009,357644,732063,1318143,345949,424205,682447,1636016,3010498
280390,361761,754817,1299172,346086,412203,805178,1621368,3231066
279481,354261,738667,1306148,319517,430161,725167,1507597,3502124
279482,361428,746800,1327640,323464,414089,673403,1526250,3188785
280751,355585,741225,1301629,340651,432291,644984,1477789,2976946
277842,356828,738893,1305598,338488,423026,838110,1578344,2968636
288178,360937,765203,1305849,324478,425397,767614,1574102,3059424
278570,354738,751603,1306577,329903,419603,686835,1545266,3101179
285871,361767,736630,1309039,340634,426206,677309,1532226,2991862
279041,357478,744439,1302636,329694,425375,811393,1525869,2934436
285695,356815,733919,1295517,326405,412856,814929,1461730,3459021
280770,364195,749594,1325821,318201,431047,726032,1436391,4500041
284382,355832,752632,1306406,323767,412623,670976,1455953,3308442
280027,361549,735493,1306861,320516,429465,899685,1492161,2926752
279203,353942,762358,1301685,343379,428980,657418,1467268,2934180
277723,355367,754101,1314051,338802,410796,899164,1441313,3028298
277783,361687,765239,1297196,332725,411658,678119,1468307,3011680
285972,354695,743162,1323627,326934,420826,630096,1430841,2838677
269221,361911,758872,1303881,350023,420583,827572,1320321,3446529
276915,355955,731254,1301860,331105,426192,618174,1346234,3192135
270609,357216,741749,1433665,326241,445192,1210695,2059842,3060270
277810,359504,731689,1311619,326654,414946,1033009,1679879,3017133
270888,356238,748966,1308894,326144,412314,984189,1723997,2847757
270695,362693,752324,1301008,331932,424813,909052,1654153,3319457
272094,357159,746065,1310567,315170,419287,921556,1669415,3119253
270115,355577,760728,1311859,351309,409705,867840,1656645,3261891
277649,359228,735821,1298078,333804,433462,882051,1631869,3443787
270045,354733,737609,1310735,332354,409103,845332,1647874,3185009
277018,361360,757368,1296180,318129,425003,836703,1687597,2991795
270617,354060,755318,1313589,319114,418891,784482,1615477,3002365
276362,356677,773725,1301017,332195,417840,776619,1523212,3082247
271056,354707,740682,1299666,331709,421878,744609,1516910,3032746
271194,356891,759862,1303055,322281,411002,733509,1570360,2945205
271599,363207,752285,1317709,325402,413840,724771,1663776,2785810
271031,357014,732576,1302352,332813,414547,714714,1581301,3511485
278105,356473,745186,1298508,345315,428613,725624,1541449,3185244
271389,351863,762475,1310597,325014,413871,688794,1628060,3017053
276958,354717,749520,1307434,335888,432885,715912,1487339,3128454
271305,360312,762701,1298303,332359,413589,669282,1584740,2974519
278058,355579,761211,1310927,333294,439048,668700,1529941,3272407
271749,361980,759658,1306769,327543,402476,677856,1500833,3152083
270833,356265,752283,1301907,330726,420994,634652,1454182,3057240
270804,355452,760251,1305349,334201,425333,601272,1583946,3514584
264338,361652,734702,1310135,333479,434711,630609,1543140,3187662
270463,357378,734277,1302062,322949,427492,666087,1565138,3010155
262389,360899,753277,1305519,330074,411002,913569,2105404,2844243
270893,353854,756106,1309716,317055,410836,661853,1674336,2811622
261206,359129,736667,1299240,334516,413899,709452,1607357,3282978
262910,362525,754578,1300373,325542,420510,645543,1663558,3122746
264343,357821,779225,1309803,326340,403234,672658,1584247,2979589
262473,361337,747802,1304527,353996,443562,665566,1589288,3522844
268460,352649,760968,1317017,321834,416735,929731,1539381,3194416
262983,357280,741934,1316293,331791,414550,816050,1541962,3027770
271189,361268,756576,1302465,315582,420682,886675,1580744,2812172
261581,355852,739937,1301423,324887,424484,878864,1528623,3107035
261396,359595,732837,1310424,328140,404767,657256,1572912,2916181
263782,357609,746047,1303709,329477,419390,759399,1536788,3280900
263312,354488,758539,1310837,324162,418502,896751,1563643,3116811
270807,362268,734810,1299044,332974,417263,633027,1531879,3539352
263708,354789,751610,1308015,345333,419518,862921,1420914,3234929
269752,362159,731373,1304274,333942,429795,655462,1499992,3070126
263304,355570,744336,1304253,325921,422329,627689,1513051,2848794
261954,355368,727670,1304981,314794,426401,853529,1406152,2882781
261640,361663,753167,1307619,333006,420564,662336,1517525,3055213
261201,357363,761451,3895520,321983,410440,681546,1421648,2985873
269052,363098,735532,1504537,334675,416516,793377,1515335,2964106
264275,356037,740087,1318454,331444,410823,687018,1368700,3333793
271630,357351,732080,1310798,333289,413474,804832,1422502,3206858
255659,362556,737461,1310107,351351,411023,794847,1375383,2985190
257226,355778,757593,1318586,323190,430237,781209,1461348,2827756
255892,362895,752466,1304955,328567,420792,765951,1504822,2848458
254674,356910,741991,1306625,318278,425956,636550,1509874,2815583
261698,357474,759497,1327575,330038,409463,620030,1623474,3159397
257677,360003,753762,1306662,326479,409579,733740,1669673,3006952
260023,356638,757791,1300374,333168,425136,684019,1677309,3378821
255568,361892,752003,1308395,343376,435119,712074,1616399,3174037
254121,354404,754389,1304252,355087,416931,626820,1653567,3015213
256620,358203,736191,1321861,340947,431158,800013,1639510,2860361
255462,360404,758975,1313401,334554,414671,895583,1666217,2873132
262159,357075,738420,1303155,332363,417016,738766,1565617,2847393
256875,363016,732551,1315349,325119,421150,736669,1594823,2994701
255078,354771,746208,1324004,324660,423397,782432,1533048,3073526
257516,357105,750562,1309982,324606,417544,802101,1579777,3481463
255521,355831,739038,1301171,342356,418564,750092,1478382,3210761
263643,354953,729876,1320891,344058,417858,705055,1505711,2985111
254992,361693,745402,1306038,338099,412789,677066,1516729,2795651
261476,356273,732806,1313560,323393,427905,639015,1499512,3014931
254164,356120,755752,1301870,337901,401341,846593,1507858,2977556
253937,354280,734386,1317461,322239,423424,796281,1460128,3298529
256201,358447,754260,1311563,331393,428261,906657,1549913,3146443
255418,363816,738677,1314631,349538,433641,633763,1355909,3440829
260141,356828,753174,1311354,331706,424279,778654,1513819,3218985
256026,363439,750624,1311040,330160,421436,683608,1531284,3069650
255492,355134,762118,1319297,337752,415172,794346,1447154,2968490
257767,356758,736104,1305104,323918,426714,849564,1415913,2923714
248998,363475,730598,1312723,324679,422665,668745,1502297,2821592
254875,357209,731614,1303653,334046,415617,855017,1751063,3000974
249360,362041,755349,1309479,334262,413714,666703,1687176,3133249
256492,354390,766602,1304065,324631,428681,791023,1698972,3349747
248816,354532,731070,1309024,332526,419107,918224,1732312,3191890
242930,362223,767718,1318890,337921,409172,725654,1694178,2999817
254549,356450,753246,1302762,332676,425000,631894,1840598,2854890
248949,360933,753046,1311335,324544,428220,639053,1627987,2994674
255615,356785,757382,1309983,347426,430197,658098,1606187,2988179
248170,358069,744542,1299724,329591,426065,735873,1673262,2948302
249046,363643,761454,1304121,322683,416625,873725,1640445,2812739
248734,357248,764030,1379878,324161,403426,722110,1526930,3479073
247044,362923,758025,1826394,341377,440463,634836,1558127,3202701
254315,358917,753652,1390226,334106,411606,744107,1461185,2996288
248346,358056,753040,1319015,335517,411386,682246,1586376,2981259
249270,362718,731978,1329418,327017,420239,802468,1553375,2873157
251359,358685,745830,1320748,336645,420685,754547,1506971,2880345
247568,363859,756121,1313032,341670,430173,772562,1508276,2748409
254939,353670,721849,1313802,340231,421515,736874,1346041,3325563
248515,355181,750598,1315425,331114,416941,786283,1349503,3423181
249002,360763,759171,1321322,334476,412733,877024,1456234,3175143
250596,354668,763547,1317241,342053,409084,662200,1405503,3011926
248148,361963,747705,1311934,336049,406981,636911,1452369,2884086
255174,356587,734578,1311211,333064,421246,718867,1479717,2805087
249193,354713,751127,1309653,334528,410738,709110,1329247,2703690
248129,362250,756641,1315283,323687,423362,731369,1677495,3381886
249229,357348,748247,1315012,316859,421991,742821,1676206,3239888
241303,360733,759381,1297183,319566,434857,651681,1718591,3459089
248678,355007,736939,1313589,325857,425263,893164,1661986,3215949
240718,357282,725640,1308523,342068,404395,679403,1749011,3013210
241246,360540,747226,1308924,333052,418388,872021,1681894,2944222
239372,357539,736850,1304849,325500,424956,777873,1698124,3203517
241698,363177,752512,1304053,334414,417587,730883,1589039,3095571
247958,355291,751311,1304316,333955,426826,643712,1551613,2989886
242026,355128,782651,1309016,322849,434817,1335553,1564161,3113189
241829,361534,763387,1307802,336250,407120,1040407,1544929,3497800
242675,356403,754435,1306297,349835,413804,962064,1609370,3197493
242056,362173,751463,1321880,328575,405662,938767,1555435,3037845
246942,355892,752863,1321130,330406,427110,893047,1541526,3006512
241745,355284,762272,1310679,326572,435251,918541,1457023,3016785
241278,357243,746843,1322149,317222,435025,822843,1382377,3014687
242844,356432,759324,1302197,321704,420230,809867,1581313,3138884
239606,362259,732225,1306530,325843,420772,835976,1520738,3303535
248121,356110,755001,1313749,322180,415431,780537,1488862,3474254
240956,356254,728394,1309319,344936,420352,800311,1542573,3185985
241588,355780,759639,1303289,325168,424005,745098,1415734,3018216
240825,357835,757815,1314296,360793,435896,730813,1410396,2994286
242174,360592,728984,1306075,335885,419375,720596,1507399,3043579
247081,356186,746819,1302593,334378,434254,705777,1543284,3322955
237431,362296,747287,1310375,342736,410965,703279,1507173,3125205
241451,356741,758042,1314445,331642,404910,671908,1980803,2992148
242788,356918,728793,1306810,323675,432692,702095,1709075,3332511
241855,361118,742325,1308176,322496,410472,670959,1705347,3186170
247582,354189,750792,1298469,316116,427489,644857,1793646,3066961
241224,363863,777544,1316585,358570,421357,637948,1677771,2870985
234642,354207,751385,1316606,359708,412182,637944,1770711,2930403
242262,356075,764122,1313493,336650,405998,645119,1660067,2928556
236328,363217,735109,1301764,324369,429345,636924,1690384,3301583
235628,354011,745433,1314771,330038,398630,666048,1574412,3157659
236081,362074,766798,1310454,339572,433019,644434,1676406,3430991
235924,355563,754251,1318341,324680,437328,655091,1565771,3218803
241029,357252,754004,1310554,340134,421402,637937,1540335,3033088
234373,361439,748827,1305325,339524,409913,935799,1468671,2914633
235807,355738,762218,1307379,338300,422481,818341,1572177,2899134
236340,359875,759635,1302184,342999,412079,680670,1600313,2911961
234983,355169,745708,1335843,322616,406053,842323,1585399,3169121
240935,355110,754942,1308491,330412,439705,914970,1449200,2973208
236451,362019,773320,1304614,324178,410371,723170,1544750,3519740
234311,356732,754033,1305892,324137,436954,766003,1527811,3197227
