b16,b32,b64,b128,b256,b512,b1024,b2048,b4096
43341,56979,56535,67865,73660,85850,165892,373941,1515231
44568,53715,57708,70018,72591,91654,200168,370416,557078
42419,54896,55901,67871,83716,87615,182378,410967,553588
43036,53080,56956,71292,76044,100601,233809,389992,589515
43354,55901,56980,87481,74411,87471,273282,359880,592950
43200,59693,56862,69091,74339,91400,288453,386958,1500426
43403,55439,57774,67663,74909,89790,267031,470952,570827
42222,64933,55274,67084,73773,99048,265798,446972,583384
41674,55105,63751,67919,73725,90750,256608,414526,566169
42225,54268,57845,68235,72589,87532,272225,369985,579115
42233,53195,57080,69111,73842,86937,271300,370752,1388172
46992,64440,55146,69310,74469,91067,281099,339985,569635
42659,56496,54994,65362,83605,88278,243938,320710,652669
43416,53563,57076,69423,73710,93010,319710,394687,536356
42213,55352,59297,70840,84380,90163,272250,381470,612997
41398,54447,62839,69204,72538,91374,260502,377280,1448744
44253,65138,57464,69927,80599,96005,250511,367559,566257
44338,58446,56666,75797,74690,88958,319749,356828,527306
43814,56220,55033,70588,72937,88001,272396,369870,657714
42119,53536,58648,66619,73156,105136,286677,388752,1467989
43482,54403,57336,69694,81141,86079,276841,364628,566330
42292,60445,58843,68635,76074,100762,262250,382143,531396
42684,53533,69515,68231,84003,86152,296138,381136,558167
42156,58303,61744,68293,74476,91967,318267,344064,572772
41555,54337,57339,68860,73660,88116,318484,388889,1509574
41899,53792,56124,69703,75962,91476,287476,362401,573978
42225,55275,55850,68308,72295,90942,277844,384903,597363
40802,53085,56829,75447,72909,102303,271822,451278,531610
42667,62033,58179,67040,74737,90113,311493,381413,557541
47567,54681,61994,68713,71665,100543,294832,370472,566756
42852,62949,55943,70136,71998,102574,281267,425030,649675
43183,55555,57232,69496,72078,90354,280545,416631,585801
41818,55619,63886,68459,73497,89155,290648,405880,571630
43896,57164,56541,67540,71811,90333,285962,385225,586490
41886,53200,58530,67856,72616,87780,281334,358326,557680
40997,56797,63987,68528,72405,89999,280180,364071,553629
43290,53064,59875,68730,73594,92685,287943,387626,628500
41210,65113,57811,67737,74957,89566,289116,379054,556670
43267,61120,60577,68861,73726,101275,288512,378719,531936
42263,57128,70447,69156,74046,89665,282080,393656,517641
42914,55765,57564,67724,73192,87352,288218,356437,547420
40744,58011,58231,69351,83141,98657,271944,367805,586234
42405,54734,57116,68554,73567,88925,303273,368904,648219
42354,55505,57740,66096,82234,91093,289432,397225,557002
41257,55745,57735,65409,73264,100850,292009,341695,555118
41324,53671,59264,67174,78224,100933,283908,330754,595397
40036,53974,57717,67737,73920,88390,293061,376102,571075
41107,54128,56592,67676,74529,90323,295736,430081,591573
43505,56295,58680,66447,73133,98917,287241,419314,634000
41207,52693,57378,70967,72845,89086,342699,396471,1495350
41757,54436,68181,76902,72696,110683,233481,362210,580089
