b16,b32,b64,b128,b256,b512,b1024,b2048,b4096
21309,24411,40762,69883,133269,271524,535316,1073272,2101528
16395,24476,39978,70486,137005,257726,536855,1065462,2108683
16045,23824,39893,69353,139862,269412,511175,1035555,2132996
16212,24090,38355,69432,138367,259639,518193,1100779,2113874
14844,24534,38205,70172,137980,269376,537133,1090246,2120521
16235,24190,39343,68995,136360,272312,528424,1088635,2117016
16082,23898,38301,72253,138710,261939,529284,1078320,2099438
15028,23991,38065,69226,133548,269549,536556,1060178,2089237
16289,23956,38257,72442,135628,268235,528491,1066573,2109247
16524,24203,40162,70870,132181,257078,545982,1068947,2132293
16124,24111,38290,70339,137073,269136,536484,1072379,2154441
16301,23716,40172,70112,134949,270793,535440,1077373,2106793
16082,24067,38480,69762,133393,256366,534771,1066434,2115587
16356,24570,39507,71077,140082,263878,548377,1058336,2098614
16401,24332,38209,73600,136569,269541,525709,1066379,2100633
16355,23941,40090,70141,136124,270482,536470,1076443,2119192
16501,24026,38226,72981,132619,271532,516637,1074803,2116444
16522,27080,38579,71228,137921,271144,536553,1075368,2118269
16226,24771,38105,72539,133521,270153,537167,1067629,2108247
16239,24575,38222,70879,137540,262490,536396,1063717,2103115
16207,24624,39922,71684,139116,267353,536782,1064470,2131794
16257,24146,38024,71224,133042,259218,537650,1065499,2166930
16096,24136,38370,71549,138062,271027,546616,1048277,2108726
16184,23889,38172,71491,133330,259795,529575,1097003,2109297
15772,23727,38651,69613,133191,270685,536512,1088320,2112654
16363,23534,38029,70915,135738,263754,529146,1087659,2105901
16171,24658,37936,71299,133680,262498,535619,1086469,2098584
15725,23859,40164,69498,136326,269490,536860,1075098,2127985
16150,23705,40067,70460,136964,266460,526270,1066891,2117470
16120,23992,37818,70976,132140,256808,525585,1071375,2112703
23259,24256,39416,70473,133136,267855,550283,1076475,2108359
15987,23756,38182,69541,133354,270020,535334,1059154,2097804
16337,23910,40258,70350,136205,268428,530193,1074219,2110902
16180,23447,39057,68938,138166,256719,535606,1061430,2131103
16006,23789,38524,69742,132670,271631,535901,1081647,2163393
15908,23654,40908,71802,137587,261693,536132,1076045,2089407
15938,23975,37954,69964,137267,269922,530058,1077144,2089430
16046,23975,38177,69702,137793,268604,536633,1076330,2099708
16104,23762,38222,70337,133507,258744,536084,1068170,2091077
16291,24723,39723,70634,138039,270212,523323,1077012,2130348
15842,23680,40977,70952,138027,269064,536953,1095003,2117541
16025,23595,38073,71401,132252,258101,534272,1096768,2113927
15662,23670,37850,71109,138035,256827,526656,1096413,2103390
15702,24228,39172,69886,132619,265548,535910,1084819,2110111
16078,23368,38950,72044,132887,269411,536095,1077240,2095839
16010,23730,40195,71220,137949,257023,533123,1070418,2133373
