b16,b32,b64,b128,b256,b512,b1024,b2048,b4096
31509,29194,30024,29945,29975,30306,31436,33850,60948
29785,29074,29395,29903,30098,30600,40795,33408,52240
29575,28781,29481,29988,30197,30639,31722,33824,58695
28811,29429,29788,30505,30245,32326,31605,33565,55717
28980,29157,36932,38147,31561,30445,31580,33305,75219
29166,29243,29726,30263,30357,30713,31526,33216,78993
29082,29283,29764,30562,30502,30849,31476,33475,58833
28788,29452,29660,29918,30222,32180,31416,60782,48932
29421,28866,29508,30129,30291,31938,31774,41665,61630
28999,29440,29700,29886,30227,32050,32227,35413,72468
29704,28864,29285,30066,30247,30621,31321,34800,57701
29162,35871,29608,30219,30147,36692,31698,33853,81353
29053,28780,29659,30454,31653,32427,31747,33106,60217
29266,28826,29453,30259,30076,32452,31773,33498,64667
29307,29083,29622,30718,30593,32128,32237,33207,73095
29164,28654,29692,30268,29766,31940,31665,33372,59165
29289,29442,29372,30019,29994,30878,31623,33485,50876
28752,29029,29858,31887,32270,30560,31539,33191,78355
29151,29006,29637,30139,31761,30638,31923,33332,71618
28825,28570,29374,31801,30005,32644,31767,33583,78215
28942,28941,29665,29849,30407,32118,31510,33453,59824
29359,28507,29755,29985,30218,37875,32556,33534,53002
29381,29093,29962,30072,30067,32188,31998,33535,47298
28863,29243,29625,31797,30151,32361,31831,33750,81422
29571,28540,29276,29813,30881,32172,31604,60005,80533
28691,28947,29722,29671,30249,32334,31959,40570,62768
29721,28769,29506,29976,29917,31082,31938,35477,50745
29218,28964,29434,30511,36423,30872,31555,34047,45620
29062,28671,29499,29802,30339,30563,31577,33131,55566
29328,29242,29469,30011,30081,31092,31581,33529,91371
28944,28982,28938,30080,30494,30260,31722,33400,66961
28882,30417,30896,30232,30683,30601,31771,33350,56520
29092,30325,30093,30044,30680,30985,31843,33741,54247
28925,28949,29351,30222,30170,31485,32058,33436,58944
29276,29114,29697,30196,30350,30947,31756,33648,71198
29122,29078,29972,30012,36028,30640,31933,32887,78925
28747,29346,29379,30051,30134,30841,32013,32935,61054
29327,29113,29519,30047,29986,30605,32292,32943,46425
28692,29122,29553,31579,29915,31952,31621,33306,47654
28818,28734,29798,31911,32318,30475,32370,33874,46591
29095,28806,29810,30252,31691,32420,31612,33551,64809
29031,28920,29494,30013,30550,30602,31913,33362,87026
29415,29145,29900,29546,30286,32208,32028,33271,65459
28782,29225,29634,29968,30277,30918,32118,61107,53594
28844,29144,29600,30119,30410,30962,31697,43072,50225
29427,28943,29789,29715,31705,32357,31667,36446,60817
29122,28791,29595,30181,30466,30615,31917,34048,72760
29120,28797,29771,31013,30041,30441,31217,33869,79523
29488,28819,29056,30194,30118,30577,31354,33317,59871
28815,29170,29932,29834,29923,30489,31750,33214,51856
29697,28954,29453,30045,30516,30556,31883,34029,63738
29283,28948,29724,29740,31128,31977,31849,33298,73876
29038,28816,36717,29789,32175,30949,31969,33373,58985
29359,28931,29722,30192,30120,30788,32333,33588,82014
29548,29153,29587,29807,30118,30665,32098,33193,61993
28704,28755,29508,29980,30184,30900,31915,33034,76423
29384,28882,29312,29714,29755,32458,31958,33330,73121
28966,28646,29342,29826,30153,32455,31804,33656,59002
29428,28915,29401,30222,30080,30536,31868,42005,51408
29398,28623,29465,29982,30502,30654,31695,33401,55455
28779,38797,29554,31642,30450,30812,31559,33751,93659
29379,29012,29414,29795,30397,31023,32461,33258,59230
28966,28703,29724,31767,30600,30708,31540,60288,51321
28983,28901,29721,30018,30646,30684,31872,53491,46677
29287,28949,29437,30274,30274,32093,31865,37242,45680
29166,28704,29500,29591,29990,30754,31764,34559,51041
29519,28756,28948,30160,29984,30833,31847,34714,78497
28853,28790,29046,30012,30111,30442,31919,34131,82307
28824,29048,29591,29915,30014,30487,32021,33510,60669
29382,28764,29537,29603,30237,29926,31998,33518,51910
28694,28887,29432,40336,30157,30839,56552,33202,48336
28902,28979,29545,29803,30153,30495,38109,33374,81189
29303,28975,29362,29759,30037,32326,33169,33254,61612
29131,29060,29654,29819,30218,30736,32601,33254,50038
29700,29104,29444,29631,30109,30556,32231,33511,50530
28978,28750,29568,29884,30185,30783,31874,32842,45435
28710,29133,29651,29814,29957,31051,31697,33903,46515
29550,29048,29605,31407,31878,30473,31810,33863,79655
28637,28991,29418,29986,30447,30167,32491,61891,62449
28639,28810,29817,29662,30070,30728,41155,43189,67349
28995,29018,29512,30014,30076,30521,32130,35814,76385
28860,28830,29111,29950,30145,30738,31807,33826,61615
29464,28560,29898,30096,30610,32717,31562,33654,65782
28884,28941,29451,30114,30256,32362,31667,33795,101452
28850,28461,31207,30018,30151,30673,31567,33508,67338
29566,28910,29262,30655,29986,30431,32202,33618,64309
29037,28913,29204,30219,30271,30382,31685,37968,73914
28940,29046,29559,31943,30483,30487,32051,53763,59154
29220,29069,29668,30037,30421,30846,31930,33451,64794
29222,29083,29482,30319,30393,30908,32307,33251,101208
29503,28469,29840,29814,30589,30572,32056,43257,66509
29054,28597,29755,29904,30646,30638,31701,33124,68164
28883,29020,29569,30299,30429,31386,31600,33180,75237
29363,28573,29144,30456,30401,30633,31604,33724,59177
29171,29070,29441,30194,30556,32431,32079,33483,62315
29042,28889,29395,30164,30053,32494,31953,33522,89775
32324,29232,29541,29900,30403,30667,31967,47027,64166
29495,28538,29444,29681,30191,32300,31680,34461,65881
29500,36777,29368,30093,30087,30727,32252,59212,74078
29000,28577,29131,30050,30169,30853,32068,40042,72242
29478,28693,29401,30170,30223,32033,31930,34809,62067
28882,29339,29708,30277,30372,32272,32403,34291,92842
28809,28969,29355,30022,30266,31000,31611,38848,66843
29675,28746,29317,30051,30282,30678,31712,34003,55980
29039,29012,29646,30164,30304,30652,32045,34154,52913
28735,29341,29754,29602,30109,31090,31731,55143,50206
29168,28912,29508,30060,30226,30605,32047,34310,48546
28921,29055,29616,30029,30235,30847,31644,34384,81415
29217,28998,29708,29608,29795,30701,31932,32781,62368
29078,29112,29627,31039,31611,30816,32569,33576,66256
28861,28907,29407,29972,30354,30672,37770,33281,50009
29343,28633,29612,30127,32318,30705,31642,34976,47437
29046,29214,29717,30041,30285,30610,32102,33950,44954
28946,28696,29929,30200,30570,31840,31865,33427,78619
29260,29274,29224,30056,30431,34094,32140,33581,79046
28860,28718,29517,30223,30273,30664,31715,59771,66239
36316,29666,29662,30420,30224,30641,31702,41526,78450
29008,29062,29277,30172,29887,30484,31737,35823,74718
29036,28940,29509,30052,30220,30339,38429,33793,56648
28927,29066,29581,29960,30423,30799,31577,33694,77204
28825,28928,30681,29996,30496,32053,31866,33817,80839
28610,29103,29441,30004,30635,30353,32052,33392,63202
29083,29008,29300,29807,32162,31762,31580,33898,63598
28858,28645,29160,31405,31532,30346,31763,33115,77028
28675,28460,29786,29843,30561,32405,31470,33178,63432
28875,28796,29212,30151,29985,30393,32160,34111,77901
28995,28547,29662,30042,29912,30061,31993,33339,89028
29318,28985,29420,30176,30577,30214,31819,33255,58828
28733,28915,29338,30306,37441,30609,31750,33251,60780
28645,29207,29485,29874,30241,31909,31682,33779,75260
29334,29046,29530,29854,30312,32544,31918,33287,57851
29077,29035,31232,30003,30255,32613,31783,33337,77908
28918,28985,29226,31402,30290,30532,31737,33237,89333
28795,29011,29281,29829,30328,30226,31789,33497,64059
28764,28825,29275,30065,30327,30562,39310,59742,64112
29188,28966,29304,30099,30475,33840,33077,43299,52059
28644,28875,29179,30043,36503,30659,31978,36448,58075
28625,29083,29411,30058,30448,30233,31515,39252,47103
29442,28819,29631,29998,30534,30296,31658,33801,77181
28847,28939,29243,30107,30214,30727,31855,33788,78274
29043,28888,29423,29956,36263,30521,41209,33393,61530
29010,28621,29522,30107,30288,32485,31734,33367,51912
28769,28690,29590,30062,30249,30654,32051,33120,46483
29320,29050,29419,29738,30494,31045,31274,33270,77841
28944,28759,29724,30471,30530,30334,32035,43107,59728
28391,28972,37903,30162,30336,30744,31421,39884,48694
29137,28548,29788,30085,30134,30663,31709,33456,48099
28453,29105,29373,30117,29839,30444,54913,33025,53600
28797,28889,29559,30325,30223,30469,38743,33132,44460
29130,28669,29921,30262,30024,30414,35459,33394,79844
28964,28849,29375,29711,30232,30442,32790,33734,59720
37054,28502,29731,29989,30245,32310,32138,33337,66021
28810,29912,29217,29972,30056,30672,31893,33479,73151
28900,28821,29162,30704,30263,32495,31843,60411,58922
28940,29185,29357,30148,30146,30819,31984,41783,49798
28866,28875,29382,29876,30086,30514,31671,37004,80300
28769,28766,29761,29868,30662,30243,31564,33837,63329
28837,29168,29487,30115,30402,30513,32265,41752,52021
29033,28780,29623,29850,30479,32287,31966,33014,51387
37833,29000,29549,29902,30291,30342,32052,33940,48202
29151,29098,29060,30113,32103,30555,31965,33117,44518
29049,28988,29588,29966,29847,31092,31649,33067,93652
29750,28976,29301,32329,30095,32387,31659,32880,61504
28626,29292,29540,30360,29942,30535,32020,33214,52339
28805,29124,29492,30195,29876,32108,31388,33336,46825
29427,28934,29132,30301,29887,30685,31983,33346,48232
28784,29073,29145,29975,30654,30444,31811,32793,44538
35343,29190,29377,30292,57304,30400,31364,33560,78909
28995,28694,29540,30053,34799,30790,32301,33064,59648
28848,28854,29649,29698,30890,30635,31934,60731,51038
29460,28977,29314,31645,31191,30901,32257,43290,46140
29377,28620,29545,30189,30205,30782,31757,37677,45247
28966,29269,29594,29958,30612,30684,31879,33853,45186
29094,29241,29490,29752,30555,38242,31380,33522,79671
28683,29019,29107,30107,30079,32287,31866,40448,62360
28943,29184,29871,29695,30444,30434,31961,42903,50501
28941,29307,29143,29960,32417,30359,31664,33400,47214
28866,28927,29477,29918,30877,30502,31989,33049,44939
29494,28817,29428,30084,30340,30546,31878,33544,43999
29018,29115,29243,30350,30178,32197,31467,33094,77014
28779,28917,29548,29797,30165,32441,31867,33059,62399
29304,29190,29399,30098,30577,30411,31796,32553,49718
28793,29122,29366,30018,30144,30396,31984,42872,48227
28876,28908,29670,29687,38493,30442,31688,33306,44100
29287,29232,29523,30251,30251,38379,31451,32985,46387
29057,28597,29890,29730,30839,31952,31547,33031,77328
29547,29147,29678,29827,30504,30739,31842,33087,59973
29012,28589,30211,29872,30406,30780,32398,32839,51497
29006,28976,29331,31509,31564,31013,31758,32926,48609
29289,28819,29170,29604,30258,30524,39455,60929,45729
28817,28823,29338,30051,30660,31152,31998,38652,44839
28904,28796,29677,29955,30464,31245,31762,35285,78464
31972,37278,29544,39191,30621,30701,31707,34748,59093
29449,28778,29861,30030,30773,30535,31786,33814,60656
29435,28942,30861,30120,31832,30696,31799,33379,54951
29466,28959,29648,32064,30306,30804,31894,33334,44714
28817,28934,29305,29840,30073,30528,31800,33320,43939
29139,28972,29830,29575,30253,32370,31609,33092,77998
28806,28618,29453,30403,31523,30394,31669,32729,61478
29467,28920,29335,29968,30303,30633,31636,33020,51080
29209,28604,29901,29925,30164,30759,31987,33705,47287
29332,34847,29433,30118,30431,38148,31708,33345,44727
29762,28346,30012,30699,30096,30997,32085,33259,44565
29166,28331,30090,30039,30119,30816,31432,33244,52157
29015,29126,29469,30386,30947,32616,31840,33372,81734
29345,28355,29341,30351,30181,30620,32008,33460,59712
29024,29278,31031,29841,30339,31081,31914,62583,50445
30019,28447,29762,29894,30166,31096,31601,40024,45452
28853,28963,29529,30010,30238,30512,31888,35589,44565
29107,28835,29237,29883,30452,32281,31578,34394,56134
29567,29198,30105,29888,30132,32541,31947,33795,81027
29087,29023,31020,29847,30196,30767,31691,33283,59862
28954,29091,29594,30233,30135,30561,31886,33627,49606
29291,28715,35941,30183,30305,31181,31834,33146,45286
29038,29029,29194,32046,30123,30587,31393,33143,51489
29655,29009,31147,30517,30829,30359,31888,33022,78574
28965,28387,29918,30440,30342,56197,31660,33089,59114
28866,28515,30768,30072,30267,34408,31821,33205,50399
29324,28713,29588,30180,30696,32786,31668,32699,68515
28688,29046,29709,31520,30762,30723,31856,33168,45013
28921,28632,29487,30016,30722,30852,32446,33045,58365
29185,28449,29627,30162,30108,30525,31687,32983,78314
29314,28761,29532,30423,30236,30254,32058,32753,60443
30705,28348,29609,30265,30315,30510,31510,35498,46758
28637,28782,29591,29850,32537,30474,56401,32967,45369
28851,28593,29232,29970,30415,32217,37608,71281,64195
29367,29311,29650,30191,30345,30378,32348,39579,43450
28900,28659,29445,30025,30551,30525,32096,34841,77649
28792,28563,28926,30183,30717,30358,31707,33784,65818
29275,28803,29247,30011,30471,30508,32082,33656,50092
28831,28972,29497,37147,37769,32296,33228,33193,44911
29529,28637,29312,37690,30636,32239,31712,33267,65525
28753,28801,29130,30025,30660,30558,32077,33185,44757
29188,29055,29474,30184,30536,30403,32367,33279,83359
29540,29070,29139,29837,30723,30228,31491,32821,81028
29069,29140,31167,29766,30730,30616,31691,32616,65188
28682,28770,29558,30295,30236,31708,31530,33391,50129
29406,29097,29136,29959,30469,30518,31743,33482,47960
28874,28973,29363,29909,37781,30695,32343,33171,45188
29361,29001,29489,30095,30305,30475,31544,33275,90252
28850,28838,29338,29945,30834,30775,31761,33891,60469
28625,28914,29088,30445,30030,30608,39836,33562,49765
28988,28987,29031,30077,30610,32208,31897,33698,46877
28880,28916,29122,30273,30225,30455,31922,33232,44129
28564,29142,29434,29665,29938,30835,31680,59211,53865
29290,28921,29341,29952,30125,31080,31534,42929,79878
29350,28884,29077,30206,30637,30587,31717,44051,59596
29458,29019,29762,30031,30551,32020,31948,33475,51452
29104,29079,29145,30067,31985,30828,31640,33007,46893
28740,28748,29419,30319,30605,30529,31363,33539,45242
29244,37980,29710,29972,30401,30152,31770,32859,45080
28804,28590,29751,32001,30050,30679,31708,32876,77925
28888,28710,29635,30067,30127,31998,31521,33335,75510
29115,29204,29815,29924,30149,32273,31795,33304,59586
28380,28840,29550,30298,32123,30216,32046,35046,45957
29149,29225,29768,30028,32109,30764,31547,33151,45828
29121,28753,29594,30411,30336,30628,31771,32958,45335
28950,29329,29591,30090,29875,30702,31817,33222,92139
37229,29167,29569,29941,30421,30525,31758,33205,65098
28796,29305,29375,30630,30210,30967,31837,32981,48557
28898,29091,29516,30188,30216,30502,32003,61185,46242
29110,29064,29306,30208,30080,32439,31669,39923,46219
29088,29081,29203,29988,30428,32289,31644,33892,48069
29297,29029,29573,29911,30583,31130,31621,33860,91710
28780,28932,29500,31977,30195,30482,31973,33517,57984
28503,28792,29310,29916,30480,30700,32023,33087,48261
29476,28868,29838,29948,30458,32028,31933,33325,44957
28970,28721,29646,30069,30150,30572,31720,33111,44474
28672,29154,29860,30358,30176,30235,31887,33147,44244
29142,28882,29672,29940,30506,32342,36752,33021,80019
28698,28956,29413,36990,32410,30247,32004,33364,60302
29514,28852,29676,30596,30241,30574,31957,33555,57271
28910,28541,30130,30678,30156,30668,31798,33314,46253
28664,29184,30216,30117,30228,30529,31529,33209,44840
29347,29089,29838,30106,30156,32069,31498,32821,44508
28658,29063,29932,29993,30082,30234,32256,33101,43262
29395,28835,29509,30175,30334,30254,31574,32739,79192
29499,29150,29651,29839,30232,32355,31585,33372,56138
28724,29293,29600,29698,32522,30843,31791,33021,49101
29411,34764,29449,30100,30497,30792,31823,33187,44620
28853,28873,29701,30361,32222,30458,32432,60228,44423
29015,28762,29041,31718,30168,30671,31617,39845,42574
29181,28934,29293,30268,30243,30653,31735,34571,79172
29189,28607,29699,30124,30572,30375,31968,34216,78931
28860,28793,29693,29962,30664,32518,31915,34184,61804
29452,29132,29780,30209,30272,30713,39384,33506,52452
29070,29010,29490,30257,29997,30249,31249,33892,49210
29163,28722,29543,29959,30356,30466,39411,33589,91640
42239,29511,29264,31946,30447,31924,31715,33198,60501
37509,28854,29708,29767,30284,30778,31893,33301,49862
36248,28910,29893,30123,29916,30846,31603,33103,46064
36229,29059,31402,30274,38606,31849,31692,33156,59806
35537,28845,29639,30035,30284,30432,31352,33346,72464
35697,30692,29336,30279,30223,30630,31895,33032,76405
34844,30697,29412,30229,30395,31064,32002,33188,73628
35354,28946,29629,30224,30315,32645,31792,33019,78320
35092,29105,29766,30153,32018,30718,34457,33021,60955
35412,29110,29610,30369,30345,30397,38278,61230,62819
44253,28869,35632,30530,30077,30438,32497,40073,73347
35162,29279,29717,30041,33267,30570,32093,34341,77838
35618,29048,29358,30106,30246,41118,31590,33445,71585
34894,28575,29088,30065,30015,30553,55769,33709,74537
35199,29347,29517,29960,32006,30555,39540,33513,59810
35234,28941,29338,30187,30562,30196,34219,33592,55086
35386,29298,29344,30163,30458,30417,32568,32979,47745
35113,28972,29565,30460,30474,30307,32700,32894,80487
35525,29023,31015,29974,30632,40330,32168,38653,63399
35154,28555,29363,29571,37105,31002,32021,33435,49632
35598,29334,29214,29832,32235,30638,32423,33019,56316
34409,28644,29388,37017,30547,30695,31756,33420,47800
31038,28807,29606,30304,30228,30563,31895,33532,44906
30537,28820,29598,30217,30427,30412,31526,33385,100173
30776,28917,29415,30182,30278,31708,31283,32909,61370
31010,29281,29533,29929,30007,31996,31722,33852,50716
30720,28804,29528,29974,30566,30500,31508,41361,46124
30465,29056,29375,31399,30681,30720,31970,33362,46190
30367,28875,29618,30095,30612,30689,31333,60980,43946
30860,28930,29636,30115,30206,31925,31581,40669,79696
30280,28439,29344,30154,29957,30577,31884,35416,60394
30299,36304,29109,30194,30618,30661,31306,34285,54570
30690,28770,29496,29889,30435,30031,32144,33593,50426
30136,28975,29100,31487,30487,30347,31988,33625,47801
30584,28549,29257,29701,30256,30256,32321,33383,44844
30437,28622,29521,29875,30443,30609,41068,33496,91169
30407,28976,29846,30002,30625,32378,32065,33504,59063
30505,28711,29655,29646,30405,32293,31839,33533,51734
30181,29172,30435,29959,32181,30362,31542,39452,48185
30606,28788,29292,30056,39558,30147,31839,33053,55478
30667,29067,29339,29921,30394,30173,31496,32909,71987
30089,28720,35200,29966,32229,30469,31978,44037,76749
30561,28654,29661,30107,30164,32411,31727,33247,84753
30241,28893,29847,29817,30448,30510,31519,33366,77976
30965,28844,29673,29815,30517,30552,32005,33147,62152
30597,28984,29685,29834,30189,30277,39908,45956,66170
37563,28775,29775,29756,30405,30718,31949,33151,75663
30371,28987,29212,30086,30761,34242,31710,58050,76384
30298,28872,29625,30152,30159,32225,32145,40946,71484
31279,28966,29636,30151,30449,30320,31569,34919,78514
30026,28885,29411,31842,30201,32278,31726,33844,61417
30241,28731,29707,30082,30183,32245,31840,33674,62694
30016,28979,29570,30206,30215,32417,31649,33306,70237
29727,28536,29486,30072,32024,30369,31446,34495,77465
30276,29060,29377,31509,30479,30179,31823,33978,78877
30032,28813,30184,29965,30399,30379,31948,41596,77280
30511,28995,29324,30052,30437,32004,31564,33423,65254
29710,28866,29346,30021,30710,30727,31901,33591,65735
30276,29237,29304,29867,30350,30456,31994,33316,71752
30407,29189,29435,29926,30722,31115,31575,33824,60899
30026,28893,29679,30088,30441,30126,31903,33350,89733
30597,28889,30021,30111,30057,30553,31651,33519,56595
30018,28962,29796,30292,30101,31929,31677,33278,48587
30014,29060,29255,30264,30842,30775,33121,60314,45580
30559,28852,29575,30039,30676,32002,32277,43005,44659
30322,29044,29665,30314,30167,30329,31307,36293,43279
30771,29115,29395,30556,30394,31783,32028,34015,80474
29784,29007,29230,31856,30372,30378,31879,42887,61268
29876,29038,29693,29828,32111,30238,31774,33850,49709
30601,28890,36583,29571,30051,30262,33417,33342,46642
29806,29268,29531,30124,29865,32089,31761,33139,46443
30961,29201,29422,30246,30586,30482,31873,33500,80488
30197,29403,29165,29882,32119,32479,31752,33193,61060
30032,29519,29519,29771,30261,32369,31600,33212,50409
30282,28855,29704,29678,30290,32516,32126,33337,46261
29937,29048,29533,30219,30354,30413,31547,33207,45034
30431,29313,33340,30072,29908,30414,31632,33276,44359
30094,28835,29037,29806,30103,30479,31999,33193,79812
29396,28525,29349,30111,29970,30235,32078,34776,58840
29785,28981,29865,31520,30532,30265,31932,33103,51861
29571,29777,29553,30025,31610,29911,31555,33047,46429
30375,30744,29526,30385,30431,30236,31933,33173,44967
29079,29018,29452,29981,30132,30708,32117,33707,45748
29075,28964,29612,29938,30548,30634,32172,60061,75195
29340,28761,29535,30090,30026,30298,31549,41380,59305
29455,28850,29555,29946,30253,30168,31607,36717,51195
29028,29363,29251,29394,30904,30344,31600,34271,47177
29142,28925,29581,30044,30469,30419,37705,33641,46516
28857,28969,29373,30016,30906,32090,31670,33600,45237
29202,29117,29599,29667,32155,30570,31872,33559,89587
29550,29124,29641,29971,30334,30621,54799,33196,64540
29366,29010,29642,37895,30986,30538,39369,43707,50981
29169,29104,29426,29977,30293,31986,33790,33233,47674
29604,28731,29627,30252,30573,30068,32814,33073,46398
28957,28601,29446,30246,32197,31789,32062,33329,45862
30045,28969,30972,30330,30686,30304,32402,33555,79080
28985,29112,29848,30695,30630,30354,32184,32968,60379
29298,28889,29648,30413,30146,32133,32152,33079,55319
29711,28690,29249,29901,30405,30595,31800,33030,47005
28951,28680,29841,29843,31859,30117,32186,33338,57024
28968,28519,29659,29875,37950,31344,32334,60847,57020
29288,29021,29156,30142,30331,31719,32071,49033,79369
28851,28840,29419,30402,30245,29901,31897,36412,59794
28928,28877,30065,30143,30418,30676,31834,35508,49570
28996,28785,29504,30010,39426,30422,31749,33542,46663
28962,29132,29423,30461,32014,30171,31295,32983,46186
28772,28536,29537,30079,30566,31918,31772,33511,45735
29061,28831,29600,30268,30206,31727,31853,33074,79075
28375,28777,29812,30207,30149,30205,31501,33020,76998
28672,28296,29505,29659,29739,30263,31710,33289,61691
28929,28912,28988,30483,30299,30421,31936,33239,52924
28931,28606,29759,29708,30501,30597,31666,53064,50359
28983,29186,29472,29836,30625,32311,41808,33510,76782
28946,28772,29580,30288,30497,30457,31677,33869,79108
28789,29258,29519,30217,31886,30427,32070,33545,57086
28806,28954,29358,30128,30168,30467,32051,33673,61804
28859,29004,29939,31805,30354,30547,31627,33480,48381
28669,28919,29710,30558,30259,32180,31771,33171,46309
28611,28806,29459,30328,30710,30688,31601,33268,49636
28668,29228,29856,30235,30770,30824,31687,59522,80438
28646,28989,29289,30615,30217,30605,31650,53947,60688
28573,28837,29586,30165,30753,32344,32019,37177,50903
28903,28964,29847,29776,30946,30466,31872,33682,58473
28351,29080,29505,30159,30513,30623,31860,33261,72228
28765,29114,29967,29754,30407,30290,31820,35950,60418
28700,28490,29168,29915,30315,30639,31934,33985,88599
28361,28760,29241,29816,30447,30243,31511,33416,61674
28992,28694,29456,29985,30399,30286,31896,35006,50676
29184,28754,30188,29916,30750,30343,32231,33689,48309
29082,28934,31079,29914,30131,30613,31843,33443,47648
29265,29216,29639,29887,30411,30080,33082,33211,50989
28760,29053,29606,30100,29952,30169,31303,33671,51514
28586,29043,29374,29896,39180,30191,31961,33342,78804
29396,28769,29550,39739,29936,32101,32067,32706,80017
28860,28603,29789,30441,30340,37511,31460,33473,65135
28871,29095,29625,32112,30560,30173,31988,33433,51941
28929,28613,29828,30001,32011,30469,32006,33577,46396
29160,28871,29474,29857,32046,31950,31830,34305,44906
28867,28711,29781,30092,30351,30084,31929,59678,77598
29151,28621,29808,29702,30731,30550,31409,48701,57624
28751,28694,29183,30028,30488,30240,43162,34000,48119
28386,29187,29443,30099,30370,30457,31805,33876,53908
28534,28865,29548,30072,30302,31867,31389,43527,50720
28428,28500,29349,30233,32134,30625,31264,33467,840526
28752,28570,29820,30106,32469,30373,41401,33157,56892
28513,28704,29509,31562,30429,32097,31748,33093,48130
28314,29207,29600,30064,30306,32087,31606,33942,44239
28385,28763,29339,30488,30407,30508,31763,32918,46031
28473,28785,37946,30220,30515,30595,31541,33419,42947
28462,28841,29310,31657,30700,30616,31861,32993,80198
28444,29126,29433,30322,30216,38625,31613,32843,96398
28591,29089,29414,29932,30487,30514,31985,33161,62279
28541,28775,29761,30039,32354,30370,32297,33184,53995
29051,28707,29607,31680,30423,30305,31699,33298,46734
28988,28710,29299,30220,30582,31794,32159,61551,46733
28548,29014,29328,30374,30177,31872,31894,41481,80446
28429,28907,29718,30425,30580,30635,31584,34982,79024
28812,29122,29635,30347,30648,31843,31832,33536,60525
28284,29157,29642,29918,30484,30293,31880,33701,46478
28390,28986,29857,30471,30521,30314,31999,36073,46882
28743,28860,29414,30114,30130,30628,31859,34202,45458
28713,28382,29741,29937,30394,39632,31744,33503,92076
28537,28834,37363,29798,32097,31724,31526,33507,61437
28579,28802,29415,29885,30297,30332,31901,33496,50081
28535,28451,29519,30019,30344,30672,31916,33458,45813
28426,28481,29066,37085,29987,30498,31866,33352,44567
28410,28769,29909,30489,32244,30343,31662,33568,44732
28552,28945,29539,29586,32272,30090,56210,33672,79006
28614,29112,29575,30381,30668,29990,37542,33810,95332
28717,30422,29419,30349,30481,31971,32947,33161,63838
28445,30391,29445,30317,30433,30556,33289,33597,51474
28575,28236,29377,30072,30303,30223,32797,33326,47058
29052,28690,29600,30238,30636,32203,32207,33511,46990
28551,28439,29810,30175,30721,30803,31711,33183,81084
28236,28321,29525,30319,31725,32158,32070,73960,80271
28610,28650,29630,30343,30355,32057,31676,41788,80025
28503,28746,29891,30115,30214,30380,32541,35853,58523
28327,28880,29467,29834,32142,30542,35099,34504,63029
28573,28871,29534,30017,29971,30419,31712,34299,76189
28284,29222,29829,30061,30125,31939,31818,33476,81291
28377,29002,29470,29830,30520,30261,31710,33724,60962
28373,28520,29734,30076,31918,32173,31702,33867,49498
28198,28668,29544,31489,30674,34849,31341,33541,47829
33981,28814,29819,30186,30640,30400,31777,33831,46169
28363,28720,29387,29906,30361,30913,32037,33650,45735
28300,28578,29712,30152,32019,30426,31603,45452,79454
28605,29088,29786,30372,37346,31212,31642,33569,61542
28855,28624,29717,30089,30440,30654,31933,33216,53376
28348,29031,29529,30295,30147,30670,31776,33272,46236
28418,28854,30208,29965,30146,30623,31886,33606,51757
28124,28692,29801,30091,37578,30718,31706,33782,45345
28094,28714,29617,30028,30705,30598,31892,60649,79711
28632,28897,31003,30159,30706,30774,31596,39089,78715
28075,28953,30401,30281,30729,30661,31754,36154,62126
28204,28690,29376,30413,31933,32505,31843,34702,64720
28234,28737,29637,30008,30147,30332,31659,33388,72766
28485,28804,29937,29946,30974,30611,31759,33407,70833
28472,29232,29929,29992,30385,30286,32152,33915,78288
