x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096
1192820,1151922,1028481,1081453,1022781,984898,1007423,1271805,2347380
1189716,1150847,1024611,1087565,1025323,969412,1011748,1276412,3706119
1198510,1151858,1037854,1083430,1026959,990349,989928,1596715,2117209
1140281,1151689,1038442,1083516,1013017,979948,990492,1295168,1930701
1207361,1151719,1038459,1078006,1009485,995361,1063635,1238749,1765471
1143454,1152178,1026136,1076934,1006032,972834,1045977,1305517,2219950
1141441,1148574,1038980,1079063,997277,963727,1066696,1255236,3140609
1141001,1149169,1035598,1080855,1021941,992924,1064447,1317437,1844197
1140803,1157965,1030805,1077694,1011963,960802,1085224,1235541,1695118
1140119,1151870,1027817,1072786,1017752,966775,1126506,1331834,1576990
1142929,1162384,1024221,1074843,1011231,969915,1131427,1229397,1650491
1142850,1150848,1035131,1075101,1000967,965785,1203887,1335992,2717354
1139319,1157487,1037199,1084579,1006705,966550,1088749,1259349,1528363
1140113,1151232,1033656,1072747,1024264,974644,1127439,1307024,1556939
1141033,1157052,1035549,1085641,1012505,959426,1062284,1266839,1939484
1139824,1153042,1039090,1071280,1007581,961915,1104583,1305438,2746784
1143746,1157795,1027119,1074811,1009221,952373,1123271,1238244,1612930
1145087,1150171,1042662,1082362,1005546,976358,1056604,1312434,1544378
1141637,1151703,1030507,1077316,1014615,962896,1045402,1225440,1517947
1138936,1148975,1038821,1092529,1006900,968378,1083370,1293214,1660256
1143597,1153469,1042772,1080544,1006799,960239,1086537,1230462,2613312
1144823,1153275,1021398,1077223,1006141,978514,1112351,1315518,1512629
1141059,1151321,1045833,1083738,1016086,955865,1085471,1243444,1764492
1141865,1149865,1023785,1087927,1008167,975580,1115810,1289477,1610322
1148542,1150336,1034537,1080205,1009291,987146,1112087,1265058,1632970
1139509,1151573,1038756,1071830,999956,986321,1092925,1496968,2594925
1143533,1152865,1031560,1083191,1010867,965915,1080306,3454693,1508753
1146250,1151504,1045165,1069758,1008344,963367,1088963,1297946,1439012
1140193,1158011,1050239,1076285,1009790,989826,1087242,1244908,1410529
1141750,1154280,1036253,1075749,1027071,976174,1197854,1290695,1622153
