x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096
58068017,57916454,59239846,57222771,58458276,56510888,58943883,59190848,61913103
58393953,58130564,59569451,56787587,58059978,56621627,58823539,59166408,66897488
59532963,56789670,60099640,56483696,58741977,56854979,59308151,58149585,65671417
58238862,56807704,60136170,57835527,58003574,56930560,59384531,60484361,64419348
57763446,56212286,59402238,57160519,57681435,56796729,59340748,59603346,64120561
56713600,57254498,59653570,57747888,58074408,56602283,58896950,58205068,63623795
56691276,58630572,58097879,58344172,58272804,57092918,60806686,60744742,63005561
56951801,56784362,56931043,56560472,59457942,56482232,59661632,60431652,63245313
57200773,56615516,58116061,57862695,60469627,55961954,58622663,60757323,63238788
56711046,57065904,57095297,57463587,60062566,56684152,61981809,60606198,63214952
56807486,56208086,57971845,58139144,58597695,56691175,60842191,60477547,65878620
56739518,56426734,57729502,57422395,57293425,56778186,62024503,59415182,64364670
57564238,58041023,56684894,57502226,57714391,56768087,62038170,60881022,61454589
57218810,55751651,57570404,58128496,59496592,56979697,60223305,60308435,61214971
57299034,55899136,57531736,57157047,60180948,56427539,58934307,61379886,61129441
55955923,55864060,57222835,57628971,60153029,57135430,60771891,61143980,61236265
57382118,55617195,57713448,57979353,60909379,58065975,67835482,58573818,60824039
58345469,55745010,55481240,57988017,60225468,57613970,90632358,58645205,64302635
56890189,57718303,55735717,57561049,60300165,57177391,84382764,58182805,61154960
56940672,59475370,56369371,57106143,57743054,57743789,60849368,60944245,61631094
56920166,58389215,56623950,57695863,58224807,57072711,60702859,62041358,61593536
58845680,58703590,56757210,57570182,58270354,57475472,62116194,61294203,60954596
57899423,58411225,57400358,57610066,57901243,56965227,114594934,61383060,60993775
57407325,58297986,55744619,57511894,58104004,57439303,101583560,63921550,65206114
57646292,73500928,56249180,57611867,57693765,57794634,96940073,59458845,61583697
62345407,72610115,57102834,57385548,58014905,57762442,92967552,59669934,62851254
