b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192
12810,13237,12589,14010,17418,18637,67190,91019,137696,200296
12776,13221,12442,15520,19107,17896,52665,94105,128629,218428
12576,13416,12726,14253,19472,32273,51775,100302,132909,212562
12712,28894,12435,13115,17618,27786,45906,97653,142057,211841
12846,13553,12796,12738,25382,20153,39147,84043,129652,202082
12513,13427,12555,13080,16045,29049,32828,92074,134825,228451
12769,13389,12708,13194,17376,22715,37940,94109,135595,207698
12588,13488,17684,13121,20292,21134,35161,119641,135266,202782
12745,21067,12827,13429,18777,26035,47900,89110,143358,219839
12717,13391,12705,12564,18248,19761,30034,92902,130768,210231
12684,13048,12762,12822,14315,19506,27086,86299,131431,217862
12662,16956,12882,13191,18901,20010,29270,92664,130961,212141
12869,13485,12838,13251,14116,17837,43512,89389,146563,229763
12966,14030,12852,14157,13817,18384,28750,85947,138244,213433
12751,14164,20559,12925,13893,19239,27748,87725,132803,208226
12581,13191,13281,13058,14052,22285,27919,88275,155157,219292
12740,13976,12944,14944,14728,22748,35573,92254,137986,227061
12667,14282,12866,13215,14620,18251,44491,89755,126534,210503
13121,13589,12559,13336,15437,17682,29485,88441,131767,210367
21574,13214,12996,13211,20255,21255,43213,88279,137345,220124
12720,13492,13170,13330,14386,18307,29993,94058,141072,203736
12926,13081,13070,13266,17450,17176,28861,152115,132412,227440
12660,13330,13103,13026,16802,18030,55147,87953,130206,212308
12686,13428,12716,13024,14507,35696,26410,87736,124213,201179
13038,13341,18161,14618,18045,21156,52864,92235,137632,213684
12695,13454,12583,13213,15366,20264,35727,92509,133785,201350
12884,13296,12761,13071,16359,18818,36113,85740,129299,213627
12859,13368,12475,13289,16757,18914,37809,96625,132798,217669
12679,13608,14100,14331,15870,17739,28733,97801,142368,226660
12968,13479,12570,13121,14240,19213,42629,77821,136641,211167
12580,13120,12881,12796,14017,16863,29466,86469,138169,225595
12682,13807,12711,13138,16035,17198,29511,87716,140079,213592
12580,13632,13705,12809,13936,16595,34546,90750,137010,208365
12810,13813,12584,13168,15331,18006,27151,90862,129368,211950
12359,12694,12699,14441,19002,19442,33444,85373,148494,218099
12532,13257,14129,13391,16327,22109,32023,90024,132812,222393
12491,13414,12884,13375,15970,19999,29533,91439,133634,199131
12235,13101,12913,13547,25744,16629,33775,93548,135621,250232
12591,13173,13001,13554,21877,18932,27215,89398,132855,229941
12761,13941,13096,12958,14506,20075,38474,135135,127070,249948
12671,13514,13028,13013,15916,17207,30055,86735,144330,232101
12925,13607,13154,13162,14880,17839,29681,85650,140266,215406
12662,13492,12899,12669,14704,17038,40126,86943,145259,253779
12732,13314,12632,13067,15400,18096,34606,85052,133495,211009
12638,13332,12548,13178,14372,18360,35870,85771,145901,396857
13046,13207,42308,25571,15590,17986,29953,84781,140519,217837
12779,13883,25748,13998,16058,31073,38685,95682,134429,201930
12548,13646,20484,14186,15661,16743,31575,82093,138426,238484
12718,13628,16558,12875,14259,17190,28325,87005,148974,221002
12558,13618,15207,14300,15556,16789,29013,87954,152080,206599
21094,18570,14289,13332,16849,17706,30165,90001,138209,204648
12544,13186,13160,12608,14602,16548,38043,93071,130957,230882
12890,13230,14074,14406,17024,19862,28718,88349,137950,210227
12775,13026,13211,12857,14179,18639,28538,85999,131145,213021
12760,15061,12864,12612,14385,23535,54431,96132,157104,217989
12742,13850,13215,14821,16073,29213,56178,112167,131302,213227
12726,13494,12930,14268,15535,35053,54335,98259,128065,221072
15152,13092,14095,12976,22042,29682,53874,86960,140849,217282
12979,13325,14304,13005,15805,30039,53606,85110,131837,216469
12731,13663,18869,13390,44791,27528,54207,84285,134548,216128
12742,12998,13121,13342,14708,26621,33182,95135,136947,206484
12965,13059,13248,13147,14506,21181,34396,97969,133821,211473
12811,13530,13009,13042,14202,21852,28063,107332,141034,292985
12715,13391,13274,14786,15615,18914,31757,83612,129211,232142
13314,13463,13417,13070,14267,17407,35824,87693,161539,187017
12764,13302,12966,13926,14083,21310,29929,86157,135625,211818
12744,13480,12629,13129,24054,19076,36647,85813,126235,185743
12913,13582,12199,14706,15345,17006,29987,91795,135124,180108
13033,13518,17483,13299,13894,18763,37941,127023,133416,192236
12560,13277,12724,13107,15343,21451,31735,86056,138860,183792
12591,13158,12986,13149,15245,20618,28590,92988,145210,191093
12676,13126,29932,12995,15778,16392,33654,90588,130879,180599
12630,13125,13224,13167,14211,22686,28647,82858,140159,184374
12681,13409,13084,12908,15840,18148,27412,99833,143231,200095
12778,13334,12689,13333,15368,18222,36564,92001,129936,188017
12726,13262,12872,13404,15521,19615,27639,88557,142471,195007
12873,13772,13222,13008,16228,17680,29221,104097,137342,198322
12743,13430,20152,13210,15943,19245,27086,90113,135527,192339
12731,13041,14268,12838,16298,16791,41334,84974,143631,185808
12731,13714,13469,12567,15947,16743,38382,94601,135433,201740
12654,13492,13227,12995,14329,19545,31579,87752,134250,201452
23669,13219,14478,12823,14998,17087,34949,95416,142955,181946
12458,13593,13938,14425,14390,17371,29401,88266,141151,200737
12370,13288,13920,13253,14514,22157,29532,115997,128626,191510
12930,13331,13280,13274,14056,16905,33661,88679,136127,184976
13707,12872,14408,13024,14336,26190,29807,94619,129153,182538
12750,13290,12838,12955,14425,17114,26570,87207,123927,195089
13038,13577,14454,13539,14810,22897,27566,96496,148347,193243
13046,13402,12918,12891,14249,16846,27148,93897,144863,193138
12998,25211,12860,13862,14445,17320,34937,112224,139220,192846
13085,13383,13988,13419,14354,19266,35378,91998,147034,185812
12977,13223,111424,12950,14810,18827,41790,86548,145669,202021
12959,13090,14060,13422,14300,16722,42709,85428,131311,182675
12781,12966,12832,13091,14186,17892,31769,85545,128606,203670
12765,13369,14345,13329,15598,17984,30521,97170,135340,197269
12876,13216,12689,12929,14168,17015,29571,84685,139979,187844
12716,13326,14186,13148,15107,17506,34837,88892,148947,196707
12757,13774,77912,13322,16605,17402,30306,94066,130308,193417
12667,13112,12885,12640,16084,19486,28211,82196,138360,191179
12642,13295,14298,13085,14026,20164,50694,94739,149952,183789
12847,13117,13698,13893,17147,17050,37266,84754,137353,201113
12469,13954,14144,13370,14945,16928,34995,87643,134411,182721
12860,13366,12899,12960,14971,21609,31504,84612,140383,193078
12415,13152,12609,12781,14334,19479,37464,87650,130765,205442
13038,13086,12560,13893,14536,16928,31909,87276,138085,194861
12860,11930,12954,12917,13965,17773,31295,87848,134845,228488
13018,13388,12653,13755,20282,50132,35225,88132,132191,180118
12788,13156,13032,12933,14430,20570,31674,86308,148249,196267
12708,13726,13076,12971,15672,19690,33911,83971,142048,195897
12910,13761,12985,12819,15592,18174,32141,87038,142026,190641
13140,13079,12974,14328,15293,17883,30117,94035,135639,192408
13032,13577,23957,13490,14383,18037,34716,84834,136560,197868
12868,13396,13969,13132,14877,17557,31573,87437,136730,192326
13076,13548,12994,13347,15470,21041,60255,99607,131868,185558
12836,12947,12760,13331,13934,17085,50526,105632,147229,193824
12473,13339,12644,13634,14331,23662,46534,110971,135163,190621
12919,13690,12912,13015,15789,16852,58525,86046,131638,187775
12797,12988,12705,13126,14417,18913,33396,106320,138386,192427
12666,13542,12617,13092,15538,19442,37400,99743,133179,183516
12806,13708,12791,13136,14851,19640,31910,115096,128847,190224
19020,13223,12521,12575,59926,23623,40803,114994,137141,194288
12884,13260,12802,14337,24309,18589,104832,86810,130139,186567
13010,13475,12634,13090,20767,18929,35977,89656,135712,204946
12682,13970,12680,12871,16469,22554,39928,96064,132389,176780
12728,13608,12762,14685,16396,31724,44467,97914,137064,201167
12673,13098,12694,13554,15815,17474,50783,116326,137758,193442
12790,13371,14545,12799,15036,25636,54127,101030,137381,191820
12966,13142,12830,12855,15078,19995,41264,101294,131965,190764
12705,13329,12711,22610,19742,17929,37195,98636,145809,195481
12837,13386,12705,13200,15177,16405,39036,99560,141982,193281
12389,12986,13305,13282,14728,17580,44478,99146,124555,181260
12905,13690,12757,13134,15745,22590,37113,131700,143048,191872
12982,13436,12849,13692,14173,20982,45390,112271,132480,192226
