b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
102156,167370,272728,437889,2498166,1951059,6463623,11824553,22488565,43194313,93833083,192448088,383579429,714936592
112852,195196,269384,476566,1617634,1643054,6951799,10752657,23047644,43662980,96047213,197690890,388258959,719213720
107997,169088,264169,468370,859397,1870389,4434077,12244628,22344488,42632257,94421441,183947017,384407465,729592928
106033,199435,251509,446097,844829,1608323,6626849,10112800,23346564,43961667,94972686,182251635,380613430,710933500
113043,161407,273079,469630,865461,1703694,6375438,11732574,22681759,43469706,94984674,187862855,402057156,735711422
93772,173668,261440,440188,1648243,1410037,6342886,10674219,23950330,43853212,93972102,188958655,376887877,712556701
80794,164084,255734,418375,1551422,1758211,6372507,11959569,15473210,42577046,94911125,190150323,370686657,743401947
100079,162249,261832,452055,860257,1596267,6164992,10309511,22740241,43839301,95257421,189527355,379535146,732223897
89173,147076,272437,432709,910145,1547109,6399839,11785184,21811239,43170418,95318603,189653335,372965201,754483922
80384,171737,262012,500611,830181,1702513,4346909,10528454,22764789,43570418,95355551,184016033,371615343,747890041
94692,147523,257955,456558,1622273,2599835,6210643,12009904,21521159,43694526,96293770,197902237,377090451,874591512
88669,163648,265525,435437,819778,1692129,6511033,8301267,22946735,44075183,95845616,196588820,371490093,751365137
82985,156330,262301,446326,930510,1670679,6188320,9913215,21536912,43609886,94866408,196410504,373121796,851599720
94656,175892,268985,487369,734703,2263045,6378301,12553575,22981647,44159355,96098399,187110810,372144675,760563937
89256,147606,263954,466903,829042,1687526,4202307,9618599,21925598,43609180,96006498,185541940,376868119,876858499
80514,183428,269483,437404,1373123,1442522,6669271,12612789,14165988,43562177,95218613,191338087,387638262,697819277
93985,161123,273717,484238,810424,1669936,6510313,10050709,21957218,44033674,94746218,188462087,396323792,694283776
87888,167364,275548,446601,2350142,2577057,6883992,12472329,22365490,44457285,94395630,193803706,375347384,704232435
78459,164190,259845,459555,756170,2306441,6570556,7323592,21882046,43242810,94266639,188324043,385263627,698353792
99788,165209,265798,456048,812959,1685328,6965701,10818089,23037937,44691689,94752245,187110104,383193686,703752066
87069,151014,265918,475760,1325858,1481962,7031692,11504963,22197630,43853475,94146974,183843781,383753682,721649572
80095,184623,271857,473753,795958,1724724,6868744,8374634,22694199,43739091,95505909,197616206,373329273,708417264
93846,143864,239995,428691,2328897,2589650,6782331,9816271,22014262,44158123,94654803,195492683,387237621,703039283
89192,157406,259071,479805,752053,1718597,6726847,12455100,22381554,43724419,95787818,198396647,374611660,697975879
98424,160506,255251,483522,805085,1663141,6698562,7339055,21734107,43685892,94314876,190136219,375950363,706229871
111006,160911,220720,444686,1433094,2174335,6897000,11340226,22626281,44769928,94740127,185166986,386524150,699636155
92202,139897,256577,415839,853790,1596142,6758933,11814718,21730447,43680898,94824702,191954848,372288124,711274905
82144,180037,266206,481788,739933,1391902,6810868,10657351,22687496,44577200,94308885,185431431,389008748,706863011
106119,140938,245056,460388,826038,1717770,6743570,11636532,21729138,43507355,94680859,188732548,370611124,712572301
89756,162550,263768,442502,2436163,2571769,6952365,8184666,23084350,43737092,94715146,189118261,381638649,703801067
79234,160596,256938,501973,795449,2382602,6977632,9947701,22308607,43094872,94318612,192304362,381910571,716578744
91985,159783,215252,427834,845715,1765348,6948196,12665763,22919586,43313195,95267091,192587071,382478601,725275748
95531,146381,271666,499673,1580857,1637478,6713678,9805225,22148986,43165924,94757511,185506923,381101962,722431222
82852,184786,269937,449977,779209,1780141,6989448,12342694,22794887,44177713,104778635,189381272,369086973,726818828
94101,150171,216410,465585,2359377,2397209,7024514,7332935,22071989,43317654,95570931,202799752,379342281,738929375
88457,170598,268336,456949,1558153,1772219,6902608,11615116,22550416,43723882,97632515,194375703,370631155,735677752
80384,167554,258683,507010,822865,1813754,6968505,12004942,22031565,43625492,97199942,198126149,380953282,733998471
90603,178875,222613,500656,2344838,1835718,7070337,8240321,22747624,43479968,97392450,193892370,372216187,753001387
86512,160724,297614,443353,797840,1608119,7004393,9780961,14600705,43034824,97199000,184053710,388387778,743655939
79369,185560,258800,479063,841723,2324340,7062976,12682164,22412056,43988237,96338539,189631245,368712127,748886320
95176,159373,221438,477640,1553650,1720855,6903080,7315473,21851695,43009646,95917070,191513133,374098826,759273167
89008,177627,264246,431925,792636,3282019,7024809,10723530,15085575,44865600,97699675,187297585,364670215,752826562
80677,158863,272114,487097,2330197,2431883,6900538,11710967,22053592,47723154,95607165,191752569,364514848,750049766
88274,163141,310408,485412,1604344,1801496,6729166,8221483,23084672,45523171,96768817,190373600,370411865,745476499
85897,168004,288944,436217,819840,3201712,6807617,9835522,14661318,43555632,97078466,181567992,362293142,774520119
79619,187198,278877,481918,833096,1851066,6823188,12471945,22577880,44509607,96664119,207817212,363721546,757097946
89978,161709,291562,451547,854486,1639407,6739418,7531889,21982459,43282588,96610681,196862540,363026531,801989253
97706,177970,297264,456821,1773131,2347740,5069844,10904008,15255422,44352914,97979717,196405413,363553690,761757082
94653,171432,283065,501395,1653721,1787201,6964485,11638339,21558968,43668958,96733406,186852694,364280876,800250701
103927,177073,267820,438230,861609,3180571,7304115,10259306,23005787,44887353,96417282,186169872,368516785,772167462
95402,156326,271527,494532,928777,2393445,4759089,11808419,22014159,43848083,95845572,196265253,357547619,918730283
83650,189479,256388,453764,873362,1750706,7120729,8117597,23347866,44229218,96110094,191456495,370105092,912786326
95084,152643,269155,453638,1922831,3506274,6791893,9899777,14141041,44019964,96039296,186659628,371264597,910971867
87297,183983,272877,475555,821376,1850262,5179986,12581248,22572495,44881098,96546741,192027363,362686827,909358730
75754,180376,292136,424520,978606,1706699,6878513,7464673,22332236,43799935,95947164,183913463,360398132,936730130
91597,185327,273066,481860,816236,2540087,7161714,10604868,14885605,44412728,96365361,199419322,361196459,997906693
86181,179116,285625,488943,804416,1694397,4582420,11703579,22061140,43406764,94730797,195987079,360411999,1007970699
77809,191052,279689,432580,1380108,3164434,6674739,8328521,22671218,43619741,95597909,197018396,359980311,1050356227
93545,172414,288313,489644,821991,1832213,6721601,10943834,22121510,46212026,96277033,195950838,364669732,1006672251
101548,191598,255645,475140,699911,1473474,6446536,12582090,22514788,45094395,97181560,184144057,362189779,1025951904
79242,192360,282809,438676,762272,2201837,6347536,9856914,21711050,45557530,98545518,190796360,363201750,1025136447
89635,173486,283594,477520,2329433,1671466,4447199,12545839,22613654,49240850,94449930,189727862,361682861,1033850400
84735,181507,289104,455955,1376946,3052059,6269298,7460041,21850464,46824253,96368347,188959719,365269005,1097311392
