x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096,x86 inductor b8192,x86 inductor b16384,x86 inductor b32768,x86 inductor b65536,x86 inductor b131072,x86 inductor b262144,x86 inductor b524288,x86 inductor b1048576
560520,430760,415059,471044,491545,944112,2683187,4253252,11250489,15381228,25513534,132998242,134529608,260948445,637424703,694492885,982086549
580256,412174,413405,475105,495945,1868900,1792029,5113103,12764835,15679686,28156666,135057099,133625891,259624224,622214600,718438811,983589536
579211,393958,417236,507814,508511,1069674,1636922,4070324,11346997,15425294,25735917,132422491,133871455,256272774,637822304,702249171,976141306
551470,400722,417376,494484,488519,1055772,2232178,4639059,13136805,15832468,28287606,156317908,134756808,258867041,615915444,652537747,979552239
567655,419578,410160,499356,502356,1592929,1757368,4130414,11384901,13379777,25695181,173111065,106653224,259184386,685311737,652380209,980479859
551024,421606,413933,503520,505527,963675,2647743,4811889,12692923,16462631,28056735,130590316,126019316,258895850,751576974,686412013,975253532
562553,411765,419848,481867,524194,2174210,1868618,4456127,11373270,15486991,25642870,140456768,95360406,260083688,788556110,690357597,978333869
574831,401617,421526,497075,531293,1026207,1633712,4817415,12702374,14721431,28186496,169696393,95170690,254222964,723712254,695681217,1029763578
534704,417680,424758,512401,545089,989565,2204935,4125346,11364380,16141020,25579210,170355863,95630249,259585157,757121612,728589530,1143071015
538576,403896,412860,485701,480162,1336482,1814601,4530327,12526840,15913292,28104030,157749458,95282140,259440175,728231799,631957614,1200078434
559971,429456,410944,501373,497644,1026855,2433229,4335399,10425422,13632195,25555578,155929568,103220239,257153915,765162232,629011632,1256252419
522961,361495,428069,520279,498041,2319676,1826033,4724660,9449795,16421519,28032636,159066139,136929650,261935067,689885149,716539955,1325371970
549070,407521,421141,481366,490632,1027010,2080055,4051735,7292229,15406227,25604291,169043852,134693652,255546146,634142132,659506100,1363572742
532046,394091,382738,498592,499399,1051884,2794495,4453973,9351951,14504094,28486476,170790201,137036765,261525548,628126668,731803550,1278232580
533814,346289,411968,511750,499863,1453384,2196506,4428262,7435332,16026673,25623851,131816883,135167306,258676379,643075043,668183027,1306165560
526251,405562,409369,488960,489432,918636,3220828,5390902,9295237,15794209,28321398,133738830,137153358,259852072,621372276,703062317,1176245388
546488,352231,425438,491908,510651,2143745,2352044,4384876,11261381,13450072,25545266,159942576,138018427,254580395,636670684,703735948,1280545984
542523,392766,409007,507396,514435,1083934,2060665,5182536,12734387,16465119,28106830,160053347,136238553,257631774,647734710,672175069,1135097819
500990,349777,414444,485631,492531,1021967,2965292,4432098,11513987,15489599,25830948,169221776,135759287,256933569,630991330,654593864,1151582978
542786,385179,412185,485437,506635,1559421,2226200,5342128,12849703,14730702,27073881,153190418,139583485,256157813,615254367,690419111,1273744023
483168,331634,388933,508210,485562,1038667,3178641,4366675,11418849,16018997,25560857,160514213,138727279,260706665,570752198,713344194,1172485615
484928,344224,409160,474308,491772,2088096,2207753,5344479,12708108,15820123,28209534,160001328,137779718,256738065,630634262,655344988,1178169399
483220,360038,419233,473960,502816,1146619,2110166,4222629,11599457,13698923,25453286,160573171,142731249,256990826,720290166,640898666,982133687
491915,421157,438915,500932,504555,1001013,2828489,5399990,12809435,16337345,28494632,159266855,141343004,259081905,767828846,706436848,981049462
462803,339059,411737,481428,478491,1581687,2075895,4368637,11525107,15498850,25571387,159647955,138675930,254980603,775835925,681913226,980424073
489006,340684,384215,473937,517732,1019259,2871664,5365882,12732302,14567558,28047254,170685569,139956452,251094057,779264850,636403010,981534457
484099,345659,411844,492393,477597,2123883,1987003,4389938,11518420,15964288,25863065,159984357,139847174,254718306,798720616,743248997,980661787
473398,371817,407452,467627,487940,1109279,2052858,5425254,12722286,15759701,28351179,157707724,140620193,251766284,779637353,690307360,979761285
474152,341245,410232,476196,501773,1005344,2775464,4418221,11472112,13511140,25522361,165803962,139914897,252079114,761333170,727131009,984292986
472775,368372,417763,482604,502990,1474740,2082214,5385587,12747743,16361765,28252175,158560243,140295352,253084581,757311846,696508727,1158426607
470718,334319,424036,487803,490083,997415,3439872,4348350,9530980,15484746,26063358,168553223,139877962,255134878,750248906,665211404,1036972946
487090,328877,410931,475900,507438,2241946,2068567,5318608,12791393,14696447,28197183,159015785,140218038,253179757,639783105,683109434,980104396
468195,350155,394500,492294,488832,1061633,1938041,4487289,11519264,16084765,25283931,156815844,139620946,255467369,646502916,675680642,980294866
466002,388947,407716,479330,485070,1034095,2595501,5317490,12699522,16168723,28054209,168003819,140459835,257003742,629162943,623385003,976371766
445563,351542,418005,471463,496203,1448534,2005488,4469096,11504362,15282412,25693750,169010078,138956159,254924660,770643458,646474032,982635660
443408,354659,408392,502945,499429,989783,3285741,5352263,12779102,15800576,25746499,168057346,139595901,258903270,783179661,719089410,981658296
441836,330980,410266,486372,479285,2363647,2026965,4468036,11508326,13369344,25732388,159733051,140445996,250969688,779023504,719470262,982689262
455849,348288,422267,486412,514210,1101217,1824860,5399859,12895998,16792909,28307981,170643623,138153538,255157286,776532235,652955181,978760935
462060,330978,410431,492489,495250,1005012,2509232,4511744,11455745,15382560,25803714,168536312,140075456,252468231,776222819,722760884,981215505
484225,378258,387094,482110,492421,1514529,2337574,5337964,12875894,14540115,28289167,160389944,139792762,254356995,786159474,721984277,974854826
451949,339446,427554,482348,514912,1018017,3346589,4407073,11453772,16167472,25337565,169786171,138755908,254975788,789399622,674721667,979231539
442751,373508,419782,511390,510834,2183728,1958742,5417978,12854767,15818044,27967495,159427728,138381153,254065179,793941940,703901206,978994371
453403,334349,420571,478249,482237,1057635,1722655,4485743,11400336,13660312,25795360,165815981,141354942,252983528,782204389,677738979,981463335
444388,373908,425647,496556,501412,936573,2396722,4827715,12674915,16495514,27739467,160805443,139882659,254506502,784372301,637961239,977914769
455515,362987,412230,495441,484783,1559215,2076714,4183824,11353277,15389777,25418849,168832311,119990377,254747746,782085421,628655921,983085414
434820,423516,421618,484018,492653,994509,2804234,4513229,12607008,14818844,31607951,167796227,128994345,254625606,819933558,687963695,974074380
439289,332796,426574,484612,501936,2198695,2020041,3893896,11319375,15910581,25553464,167425635,137948618,252315444,812015987,612124313,980719563
426039,377824,412163,514346,500806,1013022,1623666,4539121,12644056,15880111,29442945,169189136,138310486,254199145,797736240,685495961,977308259
434611,345347,408298,487531,482133,1030493,2242536,4241064,11535499,13401808,25426625,165704856,135723741,252201087,779647746,663694857,984419101
462301,326364,425519,478549,494425,1378411,1974516,4542662,12497065,16344798,28052528,169964056,134394762,254938999,783610159,673804321,976840677
424749,324679,422948,501982,526154,1007597,3114669,4207918,11329772,15476104,25689231,170746678,134739184,253677745,779008080,634246977,976890229
435097,328023,412818,473496,498195,2319831,1834155,5095019,12588918,15714747,28117979,169851367,136582522,254322999,784903369,685182759,975675039
455730,306847,417391,474607,503921,1116961,1566865,4464877,11459488,15357866,25543558,158631255,135660543,254166966,781913650,668735229,976563723
440452,333923,414438,504957,490965,1066755,2234755,4944600,12640495,14571823,28023108,164214545,138124639,255840235,756985926,610445874,977967047
439641,318473,416653,480022,495023,1621877,1764205,4105170,11323006,16034472,25542789,154270372,136520558,256139041,888387293,595916706,979676725
430085,330655,419632,476715,492789,1071795,3015046,4653801,12581129,15955589,27949774,158963404,136580447,256033729,789915469,725859029,1102828060
425794,319788,408603,501170,506246,2359286,1853709,4048932,11374197,13416359,25632491,155930569,137493057,257045117,752220626,626394331,979063820
443237,334160,415434,482259,497804,1057290,1624107,4516924,12585954,16373542,28314234,154520868,137820921,255390075,784773631,691763945,1079375316
431149,332377,412152,474082,509693,966118,2261831,3956851,11574757,15427881,26954581,157796195,139788201,254539398,777450342,699113259,1198912746
416367,322445,418015,497227,506540,1456263,1702012,4666337,12528132,14492261,28092013,167182049,138537306,260203054,895484648,607781782,1197502903
426199,313982,417255,473964,482378,964800,2546687,4290556,11457210,16079372,25992088,161791092,138326157,252208222,785997193,618019880,1050138648
439691,337397,433339,476354,500184,2339351,1856339,4750519,12646126,15782218,28034306,166002066,139074855,253815184,779648016,670468336,978032375
435218,330433,410857,491342,511434,1045943,1573562,4071223,11426601,13408917,25496306,159641260,139403612,252341102,845328401,637245398,978092620
420100,320941,409009,478904,499808,1056705,2607684,4497330,12609083,16607437,27788354,168246945,140172339,255690129,793937365,676071072,981853155
434221,323248,411545,484739,494707,1482813,1778047,3891401,11470901,15416680,25649412,167784698,140492445,256094176,794645765,685337869,979595020
422371,320774,422558,500881,505634,1079058,2985004,5532652,12464365,15799228,28057783,159958920,138903046,251661076,747169866,599840376,976935485
435387,328909,423579,474029,494802,2251928,1771469,4422418,11373419,15346502,25580257,159974610,139078035,254431885,806012251,640914059,981545650
425512,333493,421105,479116,507501,1187538,1688658,4801969,12482047,14601805,27924312,160583033,137462289,255359629,602164480,689634499,979454108
422406,313782,430083,502773,505216,1178154,2338368,4267978,11416753,16077775,25629247,160979923,137546801,251438170,645043626,596210782,984390755
415882,336583,418113,479663,483788,1715069,1773942,4903712,12732378,15777854,28158583,169187482,132718245,253723980,627179759,596163169,974167359
433090,318462,417585,480392,508533,1110189,2983953,4456731,11271656,13479149,25645113,171959710,137414253,253115165,804831931,670938065,979846269
420104,361442,422168,493873,517350,2276989,2023943,5367225,12667885,16483771,27779859,159506340,136205580,250602650,796407849,649606797,976162674
431246,314144,380542,488662,477606,1148579,1819779,4475676,11257398,15522875,25378911,203788855,132587870,248730760,710260043,636348341,979575169
427734,310377,425187,485325,498549,1104593,2355466,5365143,12792095,14655690,28255392,146212882,137158598,250265904,789506195,675548802,983751762
387387,313776,411239,487822,504881,1723264,1922925,4387063,11334880,16088292,25577751,132454241,137082174,250384240,748770838,609030580,979195371
407808,323681,431700,481819,481401,1027195,2934653,5440941,12791270,15734146,27705121,132138085,139612717,256190228,759786599,666294149,975448953
420095,312514,419364,477489,514398,2229164,2005416,4362720,10863387,13450629,25584112,132047277,139378081,250801069,740779910,661658972,979623276
407089,313593,428519,505100,508597,1030978,1848254,5359881,12649042,16475390,28243104,132534783,136957478,251203942,730448600,705561120,977741979
421907,340104,422062,493936,492406,992078,2484305,4377407,11360260,15370777,25544843,132613781,139947332,249442022,562120977,653111505,1084760572
445805,376148,379242,481427,517294,1676606,1884123,5431835,12686483,15724337,28222021,132682519,140116975,252255061,776275798,688464407,1166856299
406754,319261,413688,500245,498180,1092657,3028780,4383693,11194307,15395103,25764360,129023366,139965898,251524724,898187358,705259462,980317637
404323,333021,408793,478814,483023,2477799,2003597,5367481,12910433,14523563,28419791,134303684,140394220,250372484,958781760,635650956,977638352
400549,308164,429913,496472,489349,1198787,1914500,4372108,11427656,16159556,25385219,132407603,140697110,251583757,834756647,643087500,979353320
427850,324490,412852,514821,493841,1169977,2533191,5410155,12658544,18062421,28148266,143537039,140652311,252239115,770939129,661988948,978331273
416258,312638,434478,498679,474972,1936910,2006603,4351842,11494422,13413730,25685222,146562804,138641489,246882157,825317880,671540379,980940524
399225,317422,423270,471927,500115,1183119,2931135,5356763,12857517,16446950,28200736,151431806,139623205,251420708,781307607,680495611,978914441
405310,313540,390459,496127,496419,2440525,2009468,4099260,11364760,15387962,25719093,151319830,139230774,254190333,750929481,640584356,981862869
430390,329417,420588,505388,495897,1132842,1817405,5142372,12814027,14581917,28095476,158207364,140591171,254353044,810015107,640103203,979772204
387487,316860,418080,484893,505409,973180,2458586,4505383,11373236,16147233,25658502,155697159,138215122,251462411,799534422,743401679,979947074
381210,338120,427489,506729,499177,1715824,1933339,5399220,12850823,15835527,28087702,156440067,138173839,249989956,867096832,739571591,979808839
364790,312511,413573,495307,482403,1031230,2943581,4416068,11440097,13107130,25808032,157800839,139046694,252907478,953621653,734672749,982919680
365875,340404,411568,491126,507757,2430550,1977008,5403540,12704424,16504754,28151815,169968927,137917313,252254606,908646834,744028275,980467907
376892,307348,432529,498101,489351,1192711,1799641,4362302,11392873,15375492,25448055,158408163,138804087,258148350,776176687,723957090,984929552
365770,334140,394241,490274,501029,1150017,2574917,5350823,12955102,14495604,28241533,159029781,138063889,244765410,811595859,758413254,978560098
376952,321706,415195,482710,497389,1864460,1914606,4539335,11584635,16168226,25878596,158965951,137645041,248255692,743845266,755166704,979524631
363741,316873,410869,499448,510145,1200386,2606507,5410814,12815566,18825756,28073225,161424836,136590069,250400816,737547775,749351824,975485866
364323,320651,422430,479576,497071,2472332,1937114,4394793,11522734,22213246,24932745,162489794,138092307,242327644,721902429,776869597,979374541
377873,337478,417940,478707,503218,1127560,1725202,5077031,12723660,23221555,28089057,162470915,138891125,249087167,740278632,758660090,976021878
367502,320454,431515,509055,510020,1027982,2425257,4659499,11466183,18653517,25633768,171142213,138226743,246385335,893529968,762392819,980628727
375061,323002,424073,478890,497563,1577860,1831454,4979618,12628684,22139999,28383752,169833817,139524986,252755265,961522146,736819252,983295692
388030,314047,416494,495742,479478,981732,2610953,4340703,11391341,21992023,25833924,175383503,136651619,247416657,907456428,720917057,992403048
380295,323528,415808,510122,510101,2272690,1740041,4638451,12662123,22327441,28352617,170686384,137717855,249664966,898765905,713336960,1080662557
384206,313767,424470,491778,485056,985223,1565886,4284520,11381117,22601773,25767231,173867646,132850107,246012847,631151295,718470396,980271755
402919,321104,435946,482132,508632,986194,2402987,4546976,12577555,22152677,28204077,171927777,132699832,248256566,703971565,677924134,982005012
376454,333498,409097,501337,517827,1583151,1709669,4298893,11398417,22136093,25971297,174198990,137618250,253290463,618791531,735999156,977685972
365070,354149,411119,489129,487267,943300,2416057,5016311,12689230,22976953,28348034,172696825,138149275,247927852,720529225,704428910,978902045
363804,329913,424361,486045,498928,2335813,1735779,4463552,11287401,22010021,25835598,174549766,138088550,245383868,600273876,635816898,982531737
353541,327986,415444,507920,514822,960003,1601303,4784619,12683714,22280348,28169340,173321423,138632884,249478684,888223192,759554484,981534294
355551,320431,436486,485539,479835,943240,2225518,5342768,11313337,23001414,25539161,177300474,135840038,245272353,904914504,661823541,982782015
368729,336202,413127,486815,503910,1525417,1710716,4782467,12401608,22120208,28249587,189956337,138778798,250503121,889886882,717598479,978366804
354149,324211,411316,516242,500222,913300,2561742,4278064,11376536,22104811,25650620,175830075,136364624,247358033,924409208,765539550,978620710
368192,318994,414334,483829,480783,2380052,1721520,4621360,12413668,23050772,28065598,179304214,136471835,247502399,594239014,764742512,978359306
376579,322680,416027,483478,505785,1022643,2013753,4094979,11473072,22018972,25779911,178858352,136013148,239002193,559190146,766803318,977811119
357610,334995,418001,507817,519557,991773,3112099,4522065,12508026,22456923,28457927,175157109,137945671,256758898,741445808,701430818,980331559
352900,334729,421892,488317,507466,1513338,2295853,4694459,11536656,22793231,25701405,176285112,136326313,247997802,590629454,659596217,984524726
368532,349790,424642,486677,494935,941846,3235243,4694951,12549345,22180582,28449350,174846989,138934830,246859225,613978931,735246996,982080752
353793,319587,412079,500231,501263,2268750,2331409,4208199,11263959,22166226,25767286,175931733,135525280,246700600,608969026,744746320,1008489666
355274,329209,433188,479693,509109,995182,2167386,4714209,12527599,22231243,28284407,175574204,139754702,245640375,627911425,685388832,982814096
359312,318732,422931,475240,503609,978823,2769720,4023321,11344717,22154777,25391862,172946483,135028555,245788382,603760306,671431271,983643458
352754,317887,423331,486180,514049,1556775,2098929,4580019,12502691,22872661,28317267,177601857,138197874,248954107,589296774,709296074,977333773
365843,319062,409538,483948,482919,940318,2984972,4265949,11395252,22006166,25816070,176176346,137544683,247390365,619541129,652180415,984175499
340641,321576,411030,506147,492344,2265370,1958126,5360094,12621523,22261634,28473717,177935150,136422845,247016324,625423527,689970309,1166194178
340509,319504,438732,504022,510135,1090342,2148225,4298668,11409227,22762525,25656340,176054154,140297456,250684331,646452874,644831978,987414994
370145,329001,437900,503262,493067,1064305,2737399,4784796,12375526,18728116,28207857,175910760,139642159,251930187,380950728,690113115,976884527
351185,320268,429690,509310,500708,1498738,1981422,4222391,11301952,22025483,25693966,176322124,140478067,245543805,399544871,664213150,977317212
341584,360522,421993,512583,506988,1151071,2922726,5424888,12746429,22857041,28320810,175961707,140586438,247000578,415448666,648672725,983696272
351449,316382,377160,499566,509495,2411309,2091356,4346962,11366758,22136597,25560655,172878392,140263427,244954320,432748372,712187494,987210218
341835,336850,421965,500377,494011,1179875,1895244,5336878,12748283,22435002,28096543,175710952,140735216,247504187,387742376,653268357,979622799
353347,317434,407147,510013,496264,1076916,2569699,4417348,11363365,22710104,25415089,179920690,140175021,248640173,451305581,698566911,981587265
341177,328254,422654,501290,487174,1834983,2370418,5490932,12822864,18736787,28282270,181088336,140545359,254956176,504745343,720857849,979605192
361200,338343,417670,480117,502768,1125098,3220534,4345569,11249681,21987772,25746446,176598845,136074870,253992886,477660342,724882341,983195144
348724,376211,420287,505132,494661,2427889,2224781,5670725,12805482,22739764,28272858,176190038,135580904,246944841,489901608,675678106,979945086
349542,317256,419338,487353,501282,1145802,2057270,4384682,11427733,21989447,25890297,176157783,140552560,250648199,476376882,687117194,985083308
339692,320119,380906,500382,500977,1129524,2784940,5457843,12636293,22138257,27020603,176750554,137161030,245497412,411715030,730789153,978578282
350978,316677,418710,519179,505208,1889494,2144018,4451245,11394300,22014055,26083107,178687895,139755932,244292864,420445781,713893550,985215126
337970,333380,406848,488683,496373,1157863,3583479,5494238,12854312,22332193,28155229,179484698,140375828,240571109,541819277,668566913,977902687
340852,320652,419951,496330,490125,2566285,2100834,4373982,11392180,22753722,25611673,180115023,135739646,250661084,365717898,628443045,986872409
348658,338265,417767,501109,505860,1139010,1834644,5413969,12822681,22108000,28175155,178281507,140110142,238865289,510287905,627739972,980877420
347016,317957,416386,470191,502700,1137577,2542778,4377255,11417439,22237301,25464065,177664737,140085473,250764612,414850160,645347934,980566232
327943,356392,414090,479068,491224,1831547,1922814,5463892,12655966,22763825,27947086,177349430,140573682,243235631,512835753,666515587,981163197
331719,340571,385517,510222,479507,1143094,3334620,4399615,11422203,22065302,25316440,160051877,140033577,241556245,411648066,698248170,978195975
325915,381267,418185,481294,492519,2576587,1967197,5349930,12727235,22305421,28101097,165008687,140346184,238203846,518711366,688780607,976911534
328404,313105,415814,477867,504424,1114062,1837015,4382123,11369499,22995400,28036172,165772555,139712340,235146079,414219787,651876650,978089903
335047,317523,417012,492876,516494,1108662,2538916,5409761,12815938,22191170,28001062,167684991,139284077,186804942,532808854,700318694,982668078
353613,316288,417628,485131,499978,1761972,1912438,4328710,11402127,22093913,25404912,167144044,140589173,239627922,421682267,693425133,983903615
339920,334511,418891,483280,505239,1082303,3376784,5213752,12815320,22972946,27991520,165995414,141437543,180522907,487644579,655104805,978615350
330210,316617,430137,494296,504023,2569517,1975263,4294273,11303858,22067666,25715099,165258838,139795397,236016063,416790386,720387943,983741024
329613,333985,386487,479483,490871,1176246,1823006,5323347,12867635,22162236,28142078,166306901,139658865,243901453,570519254,691750712,976041400
332729,319789,422909,490521,493819,1128466,2496352,4414261,11381657,22056406,25634816,165371937,140351652,182341921,414321107,722654924,982490847
335879,376835,425953,491881,497139,1865378,2002425,5312109,13068590,22330014,27985056,165652764,141783408,231542003,524406612,662450644,976464643
329209,314295,431441,474686,493409,1136849,3161848,4520851,11409743,22647788,25487619,171736321,140061310,232666807,383521658,744117822,981717973
338118,344117,417980,477902,502376,2547317,2035529,5416286,12730121,22228507,28034393,219564371,139940438,182518171,574562783,654758446,1029971009
328575,344635,420948,511503,488680,1171030,1827918,4336749,12009778,22047811,25567051,180407492,139761641,195636081,411718203,638244339,976219766
331218,373137,408078,480474,484152,972498,2440376,4962722,12875325,22885645,28172131,221737355,140779618,182508760,585329478,706053425,979548727
325583,320485,436054,469396,517855,1767372,1832143,4163655,11411601,22049645,25786778,189791902,140460614,235226339,412148038,682686305,975172649
319189,317266,418704,505452,514269,981151,2555312,4777221,12856008,22381213,27939152,174130456,141085418,184965276,606064420,678096665,980840928
328109,309391,426793,488258,505746,2376273,1789169,3944410,11585906,23731741,25401568,175698093,136285210,234398963,611962857,680404707,985179732
320348,323679,428514,481694,490451,1088883,1592983,4480538,12815984,24512716,28156794,172580721,141178185,234961672,381715586,708410736,978943978
320227,340457,414117,496301,497761,1000117,2304193,4309107,11425580,22237574,25692882,175824287,140692844,239340721,614578550,688631186,977641051
319485,337623,414629,479754,497137,1617631,1759568,4828072,12551124,24589377,28178026,176584037,136718660,184433489,415934713,653058933,975722385
320001,320987,426938,479561,507900,931478,2650656,4118018,11543285,23067095,25579903,176756156,139935834,238535850,591241928,658152222,982145738
327578,317747,428959,490805,509973,2324447,1737550,4606535,12760755,23603558,28076278,175506874,138619687,185804982,379778287,737677995,977785397
319358,321306,423149,482843,499986,1029474,1710090,4125936,11312577,23654021,25769218,180479768,136986592,236609339,631958822,647724458,980463584
328388,327899,417129,476192,493215,1044092,2356469,4812728,12900635,19928832,28218784,182269373,137458774,186850329,456570468,670985196,980700903
319501,319394,420861,497125,550544,1605254,1855526,4342589,11488395,22146700,25734143,180113431,136888187,238695224,484913216,710171208,981560420
345396,328646,422119,474005,485785,930251,3078876,4581539,11702366,25296351,28270522,181424081,137906056,235499693,411617602,645067123,980530097
327795,314022,432420,474791,497290,2260955,1786760,4317352,11531955,23037580,25759492,178315170,137853543,182788669,416603380,662930908,982071519
331171,329703,413947,496577,503001,1006006,1692645,5183184,11886198,24487303,27530010,177531792,139129927,239259788,407630615,648155219,979489952
320134,315282,426643,483734,499822,998984,2411450,4302053,11370573,17994109,25655057,211291889,139374217,187514879,403697062,633440281,978896993
331818,335404,419339,480753,509396,1557491,1784866,4947057,12631859,23723996,27293255,214170867,140724624,229843369,410576703,712933258,977698256
321061,322613,413510,511089,517509,925237,2933916,4114259,10246212,23614574,25712040,212898043,139221093,187274020,422523816,667259726,980911136
329841,338519,424182,488119,494444,2320791,1753107,4638181,8961226,23242256,28175466,211355690,138343369,236817747,414957704,684856327,976861487
321347,329140,426322,487150,485024,1126425,1707434,4001066,7446262,22201315,25607909,208927062,140350615,241174819,618396739,716642693,979235187
313910,334484,413626,504348,492851,1080043,2287338,4799486,9292936,25141057,27876550,212575953,139476287,242313553,432141758,657159893,982113671
319931,301490,412021,492682,509837,1659281,1861639,4211421,7296931,23111008,25577425,205366639,138883915,179852585,587758777,752991893,980765200
311011,338220,412630,481269,503804,947251,2711470,4548044,12495049,23653138,28077060,214868498,139974065,238322619,384959213,682560508,972483871
321400,313948,429280,517751,497301,2273215,1795159,5868172,8870749,23807634,25956266,207422890,139888239,180311195,686698144,652702670,978079877
310727,332319,435612,489358,487242,1034842,1647317,4632430,12783315,24547404,28042127,212179099,141011867,213795519,435005121,716779367,980315920
312625,323404,405509,487248,506406,943740,2245049,4577760,11639260,22189140,25379533,199596562,141283665,236327018,688559387,659153106,985826489
329548,340301,409637,502518,518567,1519792,1777905,4626108,12779068,23135708,28278128,198390576,140072514,184958949,464867852,661724709,977020974
328422,325232,427079,492214,485845,984046,3084424,4255929,11619119,22388076,25720007,213264652,142728696,214166453,746964340,722501361,979944922
313399,335606,410084,485905,480390,2342998,1994007,5481339,12886592,22425728,28047356,216476570,140532891,232528770,518271077,720960641,982037297
319435,319147,428931,506487,509911,1124808,1861831,4353693,9573458,22838369,25750240,213205247,140626461,232428203,729227903,633083582,982773478
312157,342111,426080,490557,485373,1118504,2523439,5492109,12995157,22841718,27971441,207636423,141722411,189596982,494764749,750888147,979137402
320106,317314,417277,489238,497871,1879153,1960339,4369122,11597556,23188089,25523987,212138535,140810578,230073577,922189570,710671933,1178915703
341927,335818,415491,496597,499949,1108057,2770813,5353792,13001100,24437802,27991098,214291002,143388989,238232814,516653064,648254749,1144016282
318481,316173,429648,483874,499201,2604237,2071062,4369982,11500656,22099646,25773540,200533755,142033697,186083721,545271539,641285037,980085729
310651,324178,421269,501660,507336,1116519,1847428,5380633,12964919,25148391,27992211,209357032,141394429,243957077,503139126,613090658,975528328
310916,311843,414586,511006,513819,1097489,2592742,4340542,11564732,23162790,25507410,210047410,140619732,229336178,482704010,712383838,979811787
318105,331569,408801,479839,492614,1804454,1962800,5346787,12916120,23773644,28232886,215602611,140462467,231753567,526754368,646510431,975924658
307329,312825,423063,471766,493823,1096865,3141562,4408989,11511045,23738195,25749565,213138147,142692155,241833954,548749983,630992170,976504000
303072,348083,439778,484833,508310,2529534,1983717,5530737,12996008,24478392,27939468,215595571,144016321,236553652,511227664,736400086,974976121
340577,319509,410422,475330,492487,1099207,1825702,4309846,11545317,22281883,25635327,212856782,142275974,238083236,414071403,717875086,983647043
329410,350532,414157,476401,516417,1119725,2518303,5467743,12947862,25141198,27788601,214209099,143262559,181395993,428271046,676337186,1095617861
304174,316787,425594,482812,506130,1849616,1929742,4339153,11489919,23153838,25591128,214885842,142862719,214954203,421851727,694541148,980063589
317405,341483,429544,481563,490202,1092914,2963791,5496688,12828120,23663257,28278169,207287362,142150631,236334058,435756975,683195395,1021394929
302629,316756,425857,478888,500414,2583320,1942555,4348626,11398076,23763776,25469747,190696612,140453806,185340911,426148948,676727396,984604786
302571,342571,414807,495067,515108,1132626,1861720,5414144,12769249,24605668,28090700,200840755,142861062,237782881,422342426,648626688,979722178
301271,313787,429763,490542,491377,1123705,2522511,4360273,10862435,22227667,25585725,201349464,142338404,237698463,420390963,684442534,981933690
325886,320452,422038,474075,506782,1872728,2338403,5400852,12700965,25212481,28021514,196493653,141840629,187222073,412977061,645284055,976421254
319618,314737,413368,508964,517662,1151447,3393857,4511435,11603445,23193601,25398040,200177425,141995651,237780756,450708797,667778266,979454293
308726,340278,420459,478094,496175,2198297,1978905,5357046,11003080,24535827,28010740,164291113,142704974,235577974,420230155,675391380,979696989
303383,314648,412970,484618,503750,1153189,1895406,4422676,11485370,23171260,25711398,173000765,143172920,230521849,524650317,696920712,980569577
308503,340467,426883,512133,512516,1173035,2568190,5387360,12709923,23870642,28003889,194503471,144075674,237667937,537238252,671928540,1153522279
300640,319832,421905,494302,494329,1830704,1960768,4510745,11501721,23731350,25585458,199989768,140766013,237395513,377773134,720356694,1121563773
309488,357279,417075,493748,499252,1137954,3236737,5462373,12735226,24446345,28108464,205162110,141693486,180179432,588510138,638012939,1145781121
301377,319741,417074,505169,507411,2496704,1948241,4427912,11460186,22203662,25573925,192173697,141307756,233449700,383711915,731460386,1130744795
315469,321730,413795,485140,490811,1141368,1833170,5371660,12586958,25025963,25835762,198144367,141060216,235907505,609495971,739543712,1268229420
302655,324485,411760,497055,494615,1099956,2579392,4290500,11540199,23134170,25633862,195302089,140619101,237006426,426254622,617624876,1167670523
302981,322295,417619,521264,509587,1544595,1809072,4923741,12509763,23818604,28237158,206974864,142567906,235658778,642030971,713297954,1073501250
302724,326507,420912,495142,494169,959065,2700186,4258379,11422789,23712215,25481711,208438067,141439622,233142098,388070684,710754754,987415867
300706,318379,410227,490909,503848,2236651,2065575,4549721,12601797,24514546,28060472,203885486,147732023,182278353,626050851,676919822,979103438
303522,324448,417294,507099,504215,1084010,1637116,3940067,11395661,22246447,25567507,206252711,143451257,234953012,416318878,718934362,982435578
302084,324445,419283,483285,486414,1053734,2998484,5237144,12548971,25098467,27979077,210439242,143005645,188765201,596893761,641885659,1014157849
313825,320836,427729,486399,508728,1649225,2646899,4284819,11367579,23094320,25789192,210380032,142830022,187966683,405304010,723934592,1235806327
304586,334787,423549,498486,504813,1063515,3429218,4862994,12729531,24569249,28231629,212982657,143967472,237937337,641379771,647227140,1037366436
311442,320866,411157,475879,498429,2265106,2428534,4031242,11511543,23192067,25894824,207988335,142408385,184633726,388968886,670059151,997166450
303542,328016,418833,481136,487679,980232,1992132,4549163,11964701,23710875,28095687,212182545,144561056,238948489,617582178,712269825,1095593505
316029,330904,423583,492652,493099,965482,2640009,3882776,8701338,23626930,25669732,210527659,142623293,183064750,409440546,666506397,1135051471
