b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
50135,60725,67676,91471,117333,325872,472590,885164,1497933,3790902,7832385,12305723,24588344,42334000
49007,59749,64113,86334,129953,304379,470584,1799420,1296168,3232875,7575487,12504393,22891497,43886548
48763,65976,65034,86984,134144,322063,475308,781131,1495564,3354553,7718603,12275732,23454169,42688132
50486,60152,65579,83505,129088,287021,512314,794441,1374470,3283089,7617614,13444784,25600585,44446616
48878,63228,67029,81587,238547,308622,519047,1882408,1651989,2881743,7821992,13408334,25092519,43315984
49776,73206,93029,84584,136506,304993,546415,835232,1412650,3792310,7429191,13145515,25018033,45186302
67845,64487,64020,83429,132203,315016,539412,859736,1543335,3795827,7804417,12677407,24976859,42138734
70365,61511,62561,83165,133849,288014,523361,1790310,1281788,3792703,7681834,15392859,25021774,44278515
53339,63111,63963,80571,147366,332429,599736,894554,1509538,3802007,18657361,13081861,25544206,42833656
51304,66157,65629,81316,131806,285309,497159,765862,1288989,3825881,7774961,11710262,25011416,43242844
50083,63409,69291,80458,170211,318602,488135,774281,1498544,3827546,7735300,12641566,25123053,45016978
48221,80652,66642,83451,270038,337747,563458,791923,1355405,3852514,7879524,12750161,25274904,44872667
48484,62237,67374,86117,184241,343796,565561,2026717,1394120,3875391,7489500,11841011,24903986,42469520
47991,66746,67711,81212,192737,320659,514957,789715,1461734,3513891,7522947,11902713,24895838,45122780
48946,61637,67220,86758,191078,336553,481440,726078,1346028,3937974,7960906,11572820,25234758,42808830
50447,67127,65834,80549,188001,393206,500302,809210,1354280,4009167,15104040,11637745,26961038,42185775
49068,67021,71687,79932,198067,380498,498960,885743,1311435,3901139,8015628,12930327,25229732,42828370
47846,59982,67391,76120,171875,339657,517130,1918137,1440737,3961789,7760109,12912802,25395943,42604891
47805,62619,66902,88099,273118,344245,445991,786290,1490327,3212528,7746822,12868507,25163963,42769810
48788,63717,65651,84451,242482,335766,597795,797551,1380566,3557822,7912860,19516544,25174508,44898109
48179,67297,67230,75599,213328,320643,521203,1939617,1519957,3946757,7573772,11887025,24987410,42903037
48477,62810,72337,78365,205408,330132,619186,1015936,2461180,4008630,7739562,12283885,25382504,44369543
49433,64987,64391,91597,238538,358056,494355,790496,1494990,3841624,7489604,13547350,25490375,44994839
48367,61825,66882,80768,236743,364302,508789,1996071,1355541,3855774,7689250,12962765,25438556,42724548
47422,61438,69157,79080,209140,333525,509688,785447,2807917,4310218,8063530,14885553,24869618,44894822
48221,65497,65654,80010,235029,342632,512021,814265,1489165,4666491,7161337,12072600,23038534,42204453
48165,64573,68295,77238,216898,346800,487327,1963753,1505537,4624311,7657452,13359663,22645403,42451683
52979,68242,71653,76063,220534,321635,554661,823035,2848288,4336465,7666614,12984340,22585910,44640433
49450,64385,67135,78785,229441,338876,516783,787144,1375856,4319928,7737697,12943420,22530937,43582943
49060,71804,66675,87072,213346,329876,550426,1961453,1387644,4213272,7739416,13505309,22522042,43252121
64975,67973,66068,73892,246513,346629,861144,794210,2865582,4897068,7393044,11699327,25302569,44908565
