b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
6616,5456,5943,7894,13724,25707,42414,77468,169079,396388,905224,1696155,3335848,6399185
6884,5100,5883,8142,13714,24304,42901,77706,171772,391255,843195,1613122,3555197,6411677
5706,5180,5916,9222,13267,23970,41940,79077,172483,386866,892973,1711395,3315420,6459215
5039,4988,6064,8081,13242,23773,41822,77920,176860,403749,886820,1800022,3572228,6637346
5281,5171,5990,7908,13725,23791,41629,77465,170803,395270,872107,1692744,3562038,6387240
4962,5970,5999,8001,13772,24188,42292,78383,166765,388720,897031,1676509,3299259,6479914
5183,5599,5966,17530,13386,24068,41965,78392,166860,389158,890592,1702187,3438721,6422753
4922,5491,5854,8264,13626,25451,42108,79344,167071,381877,889595,1849811,3458231,6410305
5091,5661,5831,7987,12844,25354,41478,78825,177907,433928,909413,1793684,3323714,6399112
4827,5749,5956,8020,12537,23151,43305,79063,168600,387926,825235,1850303,3299998,6408444
5031,5558,5897,8059,13050,23201,41245,83986,164783,385054,884875,1808713,3353814,6405988
4936,5578,5841,7876,12395,22320,42403,79797,168298,365454,867922,1652584,3308264,6420247
4745,5581,5795,9038,12634,22289,42681,89995,166702,393380,908178,1791414,3308297,6425068
4663,5670,6442,8142,12603,22430,51232,78592,172155,491881,850382,1717161,3330133,6435183
4664,5537,5943,8276,12562,22923,41827,84213,168799,394502,900236,1784901,3457584,6421487
4743,5815,6007,8163,12610,23177,42459,80614,169377,393412,907364,1816289,3280350,6409964
4688,5377,5916,7978,12723,22862,49579,77923,166011,401170,897524,1791549,3291876,6594989
4639,5530,5937,8082,12277,22155,43186,78749,170577,398466,899857,1790168,3297022,6416547
4569,5689,6377,9712,12701,22369,42800,78317,170677,382149,899954,1821509,3287261,7089496
4864,8286,6168,8121,12625,22426,42367,78714,171992,379320,892114,1830646,3310096,7091186
11236,5716,6024,7895,13101,25392,42408,78574,180390,388710,894467,1829788,3319901,7031346
4700,5668,5992,7923,13100,22358,42168,78174,172070,404218,867805,1665543,3313365,7072591
7064,11847,5915,7870,13294,22334,43077,81036,163226,389787,912474,1712930,3455055,7072550
6710,5869,5896,8877,13085,24130,42975,78388,173284,387767,903499,1654250,3305930,7062544
6572,5711,5877,8028,13204,23316,43119,78887,165760,388722,896982,1753208,3424077,7213974
4995,5874,5983,8135,13145,22297,51656,79564,169104,397533,890832,1784089,3290286,7099180
4760,5629,5932,8100,15039,22931,42052,78731,167101,382076,839081,1841603,3268040,7085991
5149,5749,5922,9058,12494,22940,42280,77236,170810,396402,873076,2186274,3281818,7062560
5017,5868,5905,8053,12550,22757,42380,79674,167022,381219,851857,1789252,3244509,7079298
4669,5944,5814,8031,12438,22742,42798,79680,170287,394427,902423,1709908,3122050,7058066
4710,5828,5840,7876,12471,22895,48545,77211,166706,443956,819812,1763723,3298553,7135826
4790,5031,5802,7913,12308,21969,43027,79125,176649,401558,816400,1826460,3281011,9712245
4716,4764,5763,8076,13352,28765,41747,80351,168598,372390,761111,1827257,3157634,7137658
5496,4822,5819,7999,12670,22006,41771,84518,175353,394470,831689,1836130,3167365,7033987
5313,5064,5785,8066,12417,22740,42188,80150,171751,398170,757254,1652271,3274731,6626981
5330,4927,5750,7989,12756,22335,41735,78963,171334,437160,1449014,1712104,3289825,6475024
5313,4901,6616,7918,12556,23279,44253,80316,173617,412809,833951,1757510,3252007,6250957
5161,5116,5818,7993,12648,25227,42329,79608,169437,448486,804741,1829516,3282665,6462067
5284,4887,5938,8192,13728,24546,41533,79581,172380,433192,1445552,1842416,3322870,6432535
5238,5107,6550,9081,13983,23839,42093,81006,165293,405987,805446,1806198,3314101,6413792
5437,5330,5896,8110,14091,24388,42017,78445,167058,431135,793569,1758858,3287101,6450075
5318,4979,6205,10403,14594,24329,43073,79653,168840,401399,791514,1765738,3322627,6546993
5320,5636,6104,9115,14351,24756,42036,79404,169614,433326,790537,1829751,3318241,6385098
5241,4968,5919,8116,13370,24003,42283,78588,166885,401667,808592,1797656,3254493,6428255
5135,5418,5945,7946,13439,26830,41376,78651,167490,462033,760430,1844810,3363896,6419160
9115,5365,5969,8257,13229,25605,42227,79977,173822,448160,818270,1759770,3439025,6741273
4805,4913,5816,8437,13486,23989,42021,78037,169996,436559,793127,1634355,3366551,6388076
4751,5301,5753,8366,13825,23728,42536,80013,168793,421470,751723,1817546,3361019,6448822
4541,4852,5769,8110,14627,23904,42374,78545,168787,461000,757718,1823826,3088300,6628223
4520,5372,5805,8326,16903,23494,41450,85290,180108,461807,782453,1846022,3330074,6444334
4528,5067,5768,8068,14537,24268,42079,77483,172695,479139,1460171,1812104,3359164,6392732
4700,5183,6125,8210,14505,24777,42174,86582,172754,446101,846490,1780937,3308116,6629639
4479,5247,6493,8101,14200,24235,41656,78154,168669,460399,815492,1729312,3414917,6395835
4534,5058,5705,9159,14697,23822,42232,79555,175622,481988,819969,1705676,3353274,6413334
4486,5339,5677,8151,14393,23794,42344,78415,172109,453201,797524,1765484,3123456,6410913
4560,4960,5664,8306,21299,23947,42111,84058,172856,445000,802175,1874053,3331527,6409164
4473,5263,6665,7968,14673,24830,42487,78793,170175,444834,806614,1813291,3322824,6396478
4286,4941,5851,8105,14265,24164,48470,79762,167459,466058,807109,1822434,3330086,6398464
4382,5174,5606,8125,14472,29650,52880,80333,174991,391338,800702,1786573,3271798,6416484
4285,5088,5714,8018,14128,24988,42276,77931,170841,457980,828206,1733473,3299608,6398071
4302,4868,5760,8090,14592,26631,42114,78851,169487,438090,846351,2839721,3384461,6389502
4163,5253,5842,7845,14516,25486,42493,80190,174758,402011,796735,1760832,3307493,6406278
4294,5093,5868,8042,14883,23804,41642,78492,174364,375532,835899,1719865,3283702,6418456
4250,4973,5767,8017,14021,24742,42489,78256,170811,407974,810698,1801331,3117195,6418263
4401,4868,8109,8874,13484,22847,41390,79152,168209,402330,790376,1631760,3375671,6432920
4333,7990,6224,8065,13484,22134,43164,79909,170982,391613,767809,1807537,3350918,6409828
4375,5229,6070,7986,13167,22686,41726,79498,169656,392528,1442870,1630854,3426239,6658381
4334,5090,6529,8365,13103,22065,42229,80591,240340,399059,798012,1632289,3348587,6457438
6374,4932,5996,8286,16604,22370,42070,77484,181085,383632,799847,1719649,3393592,6430035
6324,4939,5976,8044,16077,22720,41970,79917,177097,394198,810681,1756467,3080160,6475144
13696,5029,5923,8005,12972,22640,42948,76867,175016,389798,817269,1659063,3299764,6443122
4412,4939,5847,8051,12661,22744,42678,79260,171757,397080,804959,1649673,3324565,6427847
4369,5066,5828,8288,12388,22604,42006,80047,177036,390936,793180,1564111,3129753,6473239
4430,5128,5973,7977,14685,22000,42136,77904,172844,395969,768477,1556914,3301546,6415318
4362,5015,5871,8154,13155,22568,42910,86578,168677,404537,796388,1550471,3324607,6419001
4369,5152,5779,7921,12736,22351,42015,79349,180884,377631,800037,1647961,3346045,6449764
13390,5002,5869,8134,12886,22617,41993,80291,169651,392342,793187,1541348,3327405,6414323
4503,5066,6004,8010,12519,23116,42875,79639,170613,391316,814940,1610253,3336713,6429015
4393,4847,5784,7984,12717,22473,48045,80771,172074,392360,769668,1753053,3333764,6618001
4342,4936,6386,7911,13052,22545,41907,79296,171823,391759,805891,1664063,3325331,6455312
4395,4845,5861,8137,12541,22252,52109,79351,242377,394743,805393,1611147,3125089,6564383
4546,4866,5786,7905,12685,22112,42384,78419,300209,402594,802697,1658216,3234654,6444170
4292,4849,6084,7957,12559,23054,42184,80048,165284,401181,796513,1644808,3320086,6461387
4269,4875,5941,7864,16935,22294,42767,79262,170648,393375,821163,1645865,3352103,6432736
4439,5414,5852,7981,12799,22535,49914,78203,170939,377629,1451036,1640803,3314509,6402151
4391,5644,5854,7986,22700,22211,42347,77310,162461,401209,775731,1767751,3112184,6467927
4351,5504,5981,8009,13424,22406,42636,79531,183340,389605,793845,1631860,3341311,6565868
4275,5612,8073,8420,13353,22974,42357,85050,167021,404384,763395,1670444,3329615,6600941
4324,8025,6038,8787,13869,22374,41352,78790,172733,386544,810057,1686216,3343117,6432812
4647,5781,5955,7909,13925,22363,41383,79703,169297,394691,820761,1566759,3393675,6693589
3939,5773,6513,8086,13441,22340,42510,255443,167779,409359,814490,1791520,3358979,6448027
4208,5541,5916,7990,13431,22699,42114,139116,166522,390047,772388,1640632,3358002,6433316
4166,4916,5874,7854,13453,23794,41440,99270,165183,388204,813784,1643671,3359114,6445525
4240,5310,5809,8913,13002,23867,48292,78626,166081,399981,810123,1733885,3323234,6377781
3846,5425,5879,8948,13357,23494,41911,78110,167834,380548,781792,1667301,3319027,6478247
4080,5109,6099,8095,13215,24201,42169,78639,173253,379300,786559,1633948,3311421,6408213
4064,5136,5773,7954,13572,23428,41847,78001,178182,387613,768692,1875359,3140834,6398684
3945,4922,5953,7970,13666,23960,42031,78397,169694,398905,797091,1776589,3327218,6434031
4121,5029,5771,7994,13937,24170,42552,80453,172571,408323,800513,1691977,3361299,6468051
3994,5540,5758,9062,13729,23545,41521,80530,172017,395804,789928,1568306,3367766,6536064
4109,4872,5763,7997,13639,24071,42396,79988,166524,390161,1450243,1618898,3354087,6393060
3891,5040,5957,8069,13398,24078,42557,78552,167804,403535,790052,1660608,3360779,6400460
3909,4997,5852,7951,13574,23548,52591,79050,173293,385047,796599,1639937,3314595,6525735
3681,5292,6605,9181,13834,24181,41219,79580,170747,395435,816786,1636274,3276949,6484715
3968,4938,5933,8172,13879,24588,50644,77878,163926,394355,757821,1664414,3119194,6432272
3940,5347,5823,7921,13419,24346,41817,78812,171169,399142,810096,1650516,3373451,6451776
3889,5304,6216,8046,16871,23870,42331,252107,167452,386969,804515,1648247,3107857,6492593
3965,4762,5989,7963,13457,24523,42714,128799,169963,381551,807600,1647255,3111339,6394903
3932,5295,6065,7873,13354,23598,42022,96861,163020,390853,811191,1698713,3064584,6588271
4019,4851,8726,10922,13261,24438,41738,78355,171245,372565,1457172,1643643,3230945,6452844
4097,5359,5993,8197,13307,24185,42799,79573,164884,391595,799444,1646556,3346176,6431762
3950,7946,5976,8192,13560,23709,41579,80523,169099,388847,795289,1657411,3320631,6405783
4072,6812,5923,8048,13494,23479,42862,77781,166172,390207,829411,1667704,3287581,6504191
3913,5333,5962,8147,13904,23985,43012,77955,168021,390882,763206,1644343,3323783,6403930
3856,5104,5800,7938,13136,24178,41963,77533,172749,403230,797071,1646719,3319790,6544973
4143,5139,5700,19539,13790,25682,41856,79881,163287,393837,819599,1641253,3142339,6404123
4148,5139,5998,9087,13224,25282,41779,79888,168199,383826,804872,1642178,3127154,6392002
4129,5255,5750,8108,13676,24461,42031,263648,167578,409808,796279,1549980,3282250,6576649
4061,4911,5872,8075,13598,23835,43111,125046,171365,390925,827721,1565376,3338866,6420667
