b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192
40045,53962,100994,96079,127266,192602,195083,812179,1168386,1777277
44660,51300,91487,96646,123881,203872,189689,597579,836894,3410418
44170,55655,104867,102563,125243,192870,188356,571818,2090568,2964131
39159,52671,99364,100189,127657,202726,203348,12434711,893868,1744330
39113,51474,102555,94711,125381,202821,214222,579710,792896,1791104
38958,54413,91451,93882,127884,211133,194327,576610,847799,1578250
41168,51791,93853,93942,127721,409736,189592,840656,835365,3235258
40184,51169,91323,97049,126521,216369,191325,563959,903447,1814274
38281,51241,109556,95469,137621,213353,196672,564014,803097,1582950
40678,71048,87785,94925,126144,202694,350263,520253,1184763,2943535
50163,56760,103875,95944,125054,207910,369637,563260,2123536,1800878
41786,58232,91438,95540,138275,351994,355493,820926,821594,1705736
41208,56590,92314,96384,121146,198390,378609,594476,858395,1605717
40190,54298,105096,95109,123060,198094,433657,523162,915247,4564369
41003,56536,90914,94004,127496,212422,406209,542938,820523,1727831
41132,58085,92568,95131,123730,196407,398629,583779,2034940,1759728
38860,57810,93156,95804,125626,184678,432690,907044,820205,3071649
48535,57072,92199,105242,118283,214033,378001,591303,908305,1788449
41078,55482,92746,143935,119065,196944,367644,580233,817700,1699882
40167,55727,92072,94656,123611,181888,434320,582030,819338,2959521
39970,56310,128492,95817,119130,158740,429703,527907,980518,1686824
38435,55649,97270,121134,127541,215921,417648,16252536,875833,4532188
40756,52884,95154,93545,126514,199238,376744,518414,980404,3124664
39118,53724,105367,94643,139843,213647,426649,776765,812216,1512017
39297,55658,93528,94496,122855,202189,407187,548560,979782,1950469
39881,53877,93502,108252,259867,203748,349269,543467,910438,1727374
49605,53530,138008,94378,155011,202756,418560,562699,1923181,1636075
40012,67953,95094,95239,129743,177916,380064,596586,907249,1815161
40119,51012,85315,95547,127164,195138,428288,822739,1991537,1505739
38577,55403,95415,95386,123649,210990,831827,559203,2186286,3016914
52816,56149,101603,95611,129405,197050,368948,711207,816441,1414355
39311,53224,91391,108153,131672,207700,410658,578423,1761563,2164494
38714,50487,96782,111027,126648,206820,384727,575289,894330,2836899
39174,54589,94506,95803,262061,206018,364583,1842791,849678,1422779
39158,52588,93016,97065,146980,989170,358821,536483,875374,2975571
57903,53353,92607,96689,128709,191216,364090,1318406,924536,1791778
39998,66080,93310,96459,125559,204702,643539,551468,908222,2523762
39603,51316,88091,95643,181102,205465,468644,601792,1940245,1499940
39998,53014,94055,94845,1573373,213020,389659,12727416,911064,1758997
40416,58092,88628,95527,322978,211661,392570,13035336,807428,2963296
40268,55898,90978,154217,137518,244420,390422,16682498,1982548,1477903
39140,52441,90801,119827,135134,202886,435178,16308829,1957795,2003158
38988,52114,87183,122731,143246,204004,3391000,16462026,811812,1709119
52164,52944,108806,102288,131033,391114,367180,17695664,824566,4821747
40359,53659,96378,114331,2151058,208797,384054,16960993,1016513,5197202
39356,53074,92282,104293,135331,210367,397351,12278815,886358,1787757
40033,55408,87357,103962,293297,209177,425380,17314888,2022443,4516873
38618,51323,94612,106285,132984,201995,428357,16940666,885282,1618486
40039,55839,102568,121990,131908,208110,352816,16483484,835945,3072604
39550,53227,91879,120981,131127,203251,353688,16878912,969609,3403714
39904,51720,94574,121594,130756,486138,384315,16462788,848905,1562086
40265,51485,91432,103461,133974,193745,383169,12414930,988595,5799769
39368,55249,93080,100846,130577,208445,386002,16391660,827630,1660104
39047,54465,91338,98445,131612,269440,410166,16534186,837066,1603410
41427,53054,92703,107024,127362,224452,672235,586480,837032,1521623
41769,55376,93265,100480,139446,314446,427564,552993,889347,1775930
40712,52752,103279,98851,131795,202368,369379,850814,915360,1822493
38613,52543,95555,98851,133927,203789,460041,535105,2013051,1489817
42050,51606,87445,98266,132231,841812,428621,541117,876197,5193105
40310,54453,110380,96420,132378,215041,398463,549031,934774,1786931
38623,52841,95620,101331,132316,211403,440756,548154,892133,1843454
49200,50908,88825,108887,2674550,199934,401556,525556,822219,1492088
38416,51870,95939,99057,135417,199689,599139,562965,1983019,1720464
39269,54032,86797,99119,131521,212038,300002,547754,906397,1744007
40199,54108,92985,98279,438753,244869,450456,554032,873439,1590507
41048,52493,95443,96711,134868,207642,423643,601446,839328,6253704
40172,54143,92090,97375,145082,215918,394622,525312,843547,1650772
39044,54978,95016,98279,134486,251628,230003,786282,2020399,2913993
53569,52908,91531,97968,141831,206861,2818819,534811,888081,1412747
38298,55611,91936,95260,133100,250499,231463,16646699,880896,1733676
38645,51153,101386,95793,126688,222117,286820,829679,796963,2854546
39559,52816,97184,97635,161063,200411,236865,541483,834332,1360346
38590,52550,92020,96042,220598,207211,261030,520775,2034606,1675183
40430,52541,93995,93646,130990,259692,240428,873845,834634,2877532
40936,53699,89987,94639,124207,208714,217318,529430,909041,1720945
40020,62739,87136,95763,143142,201015,228146,551109,908465,1540021
40684,55184,92979,96942,125042,216375,247293,787551,1012458,2858544
40896,52642,93667,108002,123781,207756,376331,544119,2132042,2016427
40992,52325,87202,94542,123942,218844,236731,568732,826305,1490854
38866,52398,92048,95644,123423,202940,215949,564874,903828,2911836
39135,52678,91887,98850,127684,208841,222965,547969,936583,1854068
47393,51965,92940,98555,124562,836952,237373,821090,866181,1636890
40525,52654,88002,95882,126534,195221,223484,556456,2114628,2960099
41077,66659,91001,95831,124740,207394,236584,555170,879440,3329953
39462,52022,102096,95390,127021,216311,1551508,12633441,1016754,1663436
50848,50608,91010,94532,131634,195713,237903,641476,884377,2989255
40027,52511,89638,97494,123154,198175,259314,573925,1880797,1733971
39100,51356,87894,108636,124784,188188,232615,806433,926562,1815813
40385,52588,98742,114107,167825,197901,405877,543804,992229,1783531
39204,52776,92252,97417,163645,194976,229907,586490,821986,1481974
39292,51947,87703,98055,154366,240477,217969,922192,1787811,2943258
38918,51846,92800,94613,176152,212384,247719,8935886,855821,1753799
39766,51263,92005,96824,125426,199836,229649,12184656,970236,1530541
38471,57893,99917,97376,123448,203128,270203,12122672,839885,2828364
40074,50436,88962,96247,123000,202896,312270,550487,992974,1657728
40218,52168,92295,95184,131408,200486,685182,849236,1982094,1659164
40913,52156,92064,95988,127138,195970,236626,603826,2054019,2867104
39197,52305,91086,95880,126200,208202,246657,539870,987933,1705875
39255,52912,90576,95062,134963,224623,238147,853203,831006,1803389
39504,61429,105054,95793,124371,210689,252853,529401,1945485,3006707
40283,51707,92877,96690,125513,166742,234367,581549,878605,1356162
40370,51035,93599,96295,187963,146665,225713,819731,1994467,3631254
40929,51671,92138,98191,1007647,188737,229459,12149541,828687,3096479
39827,51587,90530,94859,195244,157562,238418,12424725,895533,1585258
39206,51899,90120,95082,128178,145617,243013,548891,1960529,2251457
38969,52011,84031,94125,127847,160814,218902,567819,868374,1652085
40107,52124,83815,94621,126967,141210,257055,3970533,928042,2685388
39511,52199,92037,94712,122861,154496,534809,550279,862961,1585298
40205,50868,91049,94826,121829,141928,243468,558742,896080,2071088
48739,52445,195214,97656,127483,170803,227161,3120526,916637,1511236
39791,51933,119088,100062,124007,148073,224059,5686628,823871,1488540
49418,52369,107745,99262,123017,144186,237321,581291,1891234,5138717
49298,51372,103245,96472,124799,146651,221198,587522,896187,1812081
40017,51889,95243,98028,123037,166206,242138,810694,861006,2611144
41355,51680,97621,95546,142819,149381,238188,562815,900023,1600565
40339,52032,95483,94341,128765,142864,236444,560843,872596,1666449
38837,52406,104358,99850,142969,148332,220480,584625,900293,1665094
38932,52290,96310,95985,121619,159242,247966,541921,810710,3044629
39154,53581,97134,95287,125606,153826,412438,833991,814299,6366847
40158,53140,94409,109250,123467,165982,1124284,532906,998612,1787340
39757,55674,99947,98650,136047,704677,395589,568858,890628,4330440
45598,52346,98788,107583,126927,179058,412975,615653,1969933,1610140
40697,51978,106398,94917,151488,184673,393113,585267,848620,1705149
41177,63570,96298,93618,1190041,149269,410146,571395,905446,1771192
39697,51744,92425,107003,125937,151190,223875,4138433,892682,1574827
40759,51131,84268,93805,125146,145001,225440,623460,948317,1692357
40026,51747,89227,95059,124619,159890,515527,592681,2078052,3169688
41905,56845,89411,94946,135884,144720,227018,847997,922837,4943570
40606,51664,92823,95295,124466,139219,242608,519578,2900580,1486367
40999,55663,92394,96290,126316,154339,229689,572585,2065850,1710138
42387,51620,98581,96060,299310,159584,223132,1310362,924502,1694928
41342,63083,87766,96051,131411,150824,229333,607310,1010326,1511385
45899,50954,98420,95026,125788,155972,3473902,556869,916119,4883619
48596,64878,87766,96024,124361,148489,240864,816779,997462,1693996
41046,51214,86220,94039,125106,159141,231564,539970,2003070,2069692
49039,53376,308441,96143,127040,144519,225088,4171204,861164,1572381
40366,51590,142471,95330,123956,339592,231198,831249,902738,1705942
39808,64149,125155,96420,138133,143866,221091,578705,943784,2922886
40362,52012,152802,97088,138833,147751,223908,581570,868275,1481055
41457,52212,125445,97033,125833,145090,231236,871024,2040212,1616612
40052,51846,113032,95018,135993,149967,233486,651846,1044450,2857327
39437,51191,137808,96440,140795,173898,466047,525449,839966,1787683
40415,51729,117161,95189,125823,152158,230366,860983,2020347,1639105
41140,51116,150414,96077,123014,146889,235141,609831,1025553,3121863
50541,51939,107641,94794,126456,150660,244437,584651,848560,1676810
40701,51562,111648,95478,126607,163517,246009,766774,2057747,1642120
40548,50606,108982,96440,123763,144959,250846,534605,848649,3085389
39232,50879,133228,96647,121575,158795,241415,567565,981120,1683477
40001,51315,123072,95630,120772,148440,229663,505697,2045378,1790239
43865,59034,94530,98788,122644,167394,245557,820376,881665,1576425
40730,51222,99978,97402,123589,145571,225056,7429433,938544,1719808
42367,51907,93191,95407,135365,301398,228232,595767,2042371,3057113
42461,56563,93433,95852,123631,176901,231546,548280,899698,1508519
42700,52992,93452,95532,125289,156976,243193,572855,979965,1783370
41398,52098,93144,95176,141910,159392,256538,838984,1997802,1742396
42705,50363,97812,95753,123369,169578,238596,589667,894641,1746316
41064,51832,96360,97277,123857,161299,403043,562212,828542,1600273
41993,51427,92569,96234,123654,184446,230485,583795,871213,1614622
42398,62751,93935,95614,135212,172994,231504,565842,1042690,1718657
40850,52457,94007,97605,123543,163089,230432,11785914,2002202,1607060
40419,51145,94744,96602,144146,178304,257073,527500,874548,4732169
53791,64095,198911,96892,125047,153635,229670,11437729,1815119,1681836
40744,55861,92900,96412,140423,179818,223637,531110,2083520,2251743
40333,53166,95206,96120,123762,160396,415067,866888,842605,1582707
39776,57634,88212,98122,124969,156830,219945,513419,963896,2544122
42316,53002,89167,96010,124103,152546,230675,542429,1964789,1660057
42477,50290,89122,103095,123539,170594,1336949,537222,971395,1561053
41210,50851,107463,96356,122552,158279,250843,572851,904970,1655486
38791,72865,92643,95636,123572,160702,216676,833662,2053502,3078585
39579,63638,92874,94704,124203,183748,215564,566362,961901,3897228
39817,55150,91554,95304,127033,319675,228592,1849759,848716,1666838
41079,57850,91695,94644,126904,156501,253908,600395,2003465,3026882
40440,56658,89982,96346,123872,155350,249338,547215,871155,1689470
40185,58186,94331,94592,124058,167439,221376,775271,805616,1514868
