b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192
3621,3787,4647,5308,7028,14037,18287,44062,122204,197802
3654,3946,4519,5407,18843,11711,19264,43245,79907,199914
3785,4002,4438,6027,7235,26254,19808,44014,138052,208994
3657,4004,4388,5218,9030,23459,19483,97179,76814,177817
3634,4137,4392,5793,7394,11445,20429,41388,123656,201334
3546,4385,5056,5399,10098,24835,18220,70277,74954,215483
3559,4472,4616,5335,9353,11397,18925,50108,80607,165209
3622,4150,4543,5370,8257,13513,20029,49952,124213,330573
4209,3876,4661,5502,7565,11418,20386,96095,78936,215974
3775,7764,4860,5297,7318,11490,36318,46815,127937,209530
3826,4023,4545,5396,7140,13261,30575,43865,78167,178711
3825,4314,4684,5306,7133,11328,19036,44346,79718,230505
3624,4079,17385,6101,7201,12621,18850,47710,130035,324272
3582,3917,11015,5324,7715,11363,20738,100014,79774,176305
3761,3782,7992,5486,7154,11291,19152,43621,124504,242748
3798,3884,6747,5448,7012,13182,18656,44393,79507,207092
3811,4800,5372,5440,7151,11441,19172,50384,83411,207857
3736,3855,4906,5209,7080,12395,19390,52231,129987,170027
3564,4101,4503,5209,8160,11589,20957,91816,81684,198914
3664,3973,4465,5222,7058,26315,19371,78307,121649,200042
3688,3963,4694,5412,7248,11194,33991,46855,79787,181850
3747,13024,4626,5198,7141,24582,32922,43307,79670,213833
3610,4128,4674,6844,6946,16199,34130,43577,129235,204787
3629,4042,4511,5322,8317,12178,21622,76252,82258,209032
15088,4019,4610,5421,24988,16388,21182,77237,124594,170597
3734,3884,4472,5441,7252,11994,19733,45004,76001,206907
3515,3776,22568,5216,7147,11653,21489,50244,80469,200784
3695,3976,5284,5727,10004,13779,22400,59906,128084,168489
3547,3862,5325,5385,8211,12011,48897,58106,77462,232717
3591,4539,4551,5517,7668,13507,31573,82981,121585,226822
3670,4055,4576,5808,7122,11413,19579,46200,79006,223249
4184,4182,4583,5498,7005,11654,19432,42527,109760,179864
3783,3889,4554,6230,7051,14212,18981,45485,81432,213526
3815,4383,4517,6633,7709,13407,19860,51080,79344,306773
3716,4002,4336,5941,9384,13260,32949,95755,122967,176069
3722,4111,14654,5607,7154,11112,29526,49154,110570,224941
3720,4200,4368,5329,7176,24557,23151,38909,90403,197012
3414,4035,4587,5561,7286,24256,19205,53095,126983,203638
3602,3802,20915,5295,7983,11235,20526,86542,78995,172487
3486,3870,4499,5316,7077,23594,18679,42188,127639,205351
3733,4109,4430,5337,6987,11272,18601,40457,119992,207498
3586,3826,4386,5558,7129,13715,19392,81799,78937,172825
3657,3877,4413,6014,7020,11251,19315,41152,128592,212210
3630,3843,4370,5608,8161,11717,21232,90633,121159,206469
3712,3891,5123,5324,6983,12456,19744,39527,83877,190950
3594,3721,4395,5334,7179,12265,45149,40700,133990,181964
3567,3848,5361,5417,7089,12012,31080,102362,126999,210309
3620,3841,4901,5387,8189,11234,19452,42751,80983,207319
3699,3911,4729,5282,8273,12554,18688,93139,125947,167769
3610,3780,4362,5458,7048,11855,19562,40213,98836,207552
3521,3609,4334,5698,7374,24095,18203,88884,113972,212434
3556,3605,5253,6015,7136,14617,18846,37649,117426,196873
11951,4333,4604,5569,6960,23100,19535,102587,83203,166748
3640,4084,4932,5366,7828,11982,21631,41275,127311,207594
4079,3934,4625,5463,7439,11205,21305,98347,122660,206427
3733,3947,4416,5426,7070,13528,19619,58174,78910,166538
3713,3882,4296,5428,7406,11682,37114,84352,121992,205750
3630,3872,4484,5467,7500,11278,33961,45016,79155,222015
3719,3811,97742,5416,7595,12530,29683,89286,80157,188435
3567,3687,4672,5290,7335,11533,18552,41357,133466,172365
3615,3854,4439,5307,7487,12554,19427,41541,78251,195766
3486,3923,4435,5842,6940,11397,19458,92903,122599,197004
3496,3875,4346,5282,7220,10793,19118,41156,78601,171395
3762,4185,4306,5456,7958,13561,19095,39184,76417,217569
3640,3932,47819,5279,7422,11305,19263,41053,125752,193443
3699,4003,5340,5224,7069,12468,20087,45424,75687,189804
3801,4579,4562,7337,7038,23026,21785,99864,96446,446336
3581,4327,4344,5310,7301,11220,51945,39925,127458,210379
3680,3829,4416,5203,7888,13629,30525,39691,80073,197899
3925,4103,4542,5230,7544,23065,32777,38128,121071,170572
3693,3852,4680,5408,7266,12352,19946,39388,82697,204256
3779,16601,4453,16670,7044,11474,20847,55650,82441,198597
3650,3873,4452,5683,7203,11616,22015,90080,126617,180108
8291,4550,4429,5951,19633,21992,19799,37698,82978,175320
3449,4072,6492,5420,7662,13035,21031,40988,124646,197625
3622,4584,4617,5481,7399,13715,21390,41777,78757,208278
3802,4259,4551,5493,7395,14553,22468,42598,80376,166950
3679,4190,4415,5452,7124,13015,21907,99199,137367,203837
3748,3895,4305,5357,7723,11434,19674,38520,82794,200629
3799,4050,4405,5605,7532,11511,36073,39758,124372,160738
3789,4041,4360,5360,7094,12861,34001,37999,83553,198281
3757,3747,4469,5834,7219,12667,41928,40242,80029,200955
3652,4061,4409,5668,6959,26881,21433,66399,128535,208691
3605,4266,4518,5412,7739,11237,19416,73385,77684,167506
3634,4101,4390,6652,7677,22883,19677,44410,123786,197656
3619,4144,4747,5266,7288,12769,19316,35709,82754,199121
3743,4046,4185,5344,7191,12428,20738,40948,85580,176661
17617,3855,4405,5380,17114,13711,18827,78309,129703,214903
3729,3855,4353,5282,10276,15895,43781,80661,80394,201045
3627,4109,4458,5505,13827,25589,34910,46891,132176,208941
3678,3985,4450,5247,9805,38502,23503,46942,81099,162086
3557,4451,4509,5600,7759,12058,24747,50870,119240,195364
3593,4072,4398,5454,7931,13461,18810,104125,84179,198220
3651,3804,58545,5514,7914,24350,20557,71495,122091,164816
3678,4397,4711,6285,7616,31887,20859,49176,80928,220403
3615,4169,4511,22330,7617,11855,19933,95668,127044,196655
3607,4276,4415,5939,7808,11394,20597,81932,120033,192094
3638,3985,4938,5620,7254,13079,18498,69655,84690,171465
3611,4510,4852,5291,7503,24655,20569,425667,127152,205958
