b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192
8512,11024,22996,24922,28494,39103,59667,8105065,185139,491852
8796,10311,20600,24428,49210,29234,50672,8428805,132346,199185
8565,10191,19484,24956,26335,26460,51130,7946189,120146,196261
9163,11132,27418,24342,28967,36274,73685,8535303,118843,198508
8870,10718,21050,22797,25557,26711,36681,8494264,116716,194964
8369,10728,22938,28113,25031,31814,51166,8084444,157717,216492
8853,10799,21522,19422,23636,26642,44309,8522149,149580,190071
8825,12810,21368,23143,25060,27594,44562,7088302,115663,205834
8725,11242,22960,21444,27010,35442,49383,7919011,111903,190209
8745,10905,21505,22274,23374,34872,38144,8152128,136255,197315
9196,10901,21799,19897,25226,35591,48268,7947029,122298,205339
8208,11282,21599,18776,26112,29723,46862,73594,137629,209746
10869,10702,21012,22541,25403,40719,53367,98333,115950,189651
8747,11398,19916,23445,25573,34237,49259,69961,112055,196695
8851,10188,21986,19009,26490,27540,63373,87835,113592,196589
8511,10959,28769,19959,25130,39313,60524,61282,119290,202513
9235,10724,23230,19528,30807,27523,58186,66033,124528,202192
8593,10853,20568,21019,24611,33718,52321,62594,119012,199146
8570,10609,21823,23174,46997,31536,59387,58755,130563,209796
8371,10752,20915,20137,25431,26211,62149,59848,114165,223859
8928,10889,21568,19768,25372,33355,44761,59476,120401,224891
21122,10681,20237,21205,28415,28079,59296,62831,154656,207038
8977,11284,21905,19847,27517,27265,46068,73332,119136,193596
8826,9846,18867,19578,27686,38485,52032,59753,124797,201163
8689,9698,22101,20819,24145,39785,44107,94320,115694,193315
8809,10442,20157,22503,27388,28441,43844,61169,113200,193427
8606,9959,21184,17216,23057,40213,36549,8223103,143564,195339
8924,10294,21547,21246,25807,32102,46527,66961,143814,196093
8425,10430,24331,21293,28090,26992,43340,59688,148273,219461
8825,10392,20465,21464,27710,32402,49348,61338,115770,206938
8764,10696,21475,19776,23221,29515,57592,57357,125596,194440
9196,10828,28385,21706,23904,30242,38766,63188,129168,201431
9007,10207,20814,19412,25237,31759,39785,65086,117184,186224
9319,10630,19560,20160,22539,26406,47429,66059,122632,213416
8653,10239,20603,21314,21142,31117,34053,60794,116858,195467
8499,10547,21233,18568,22377,31890,41288,66100,184701,204629
8695,10511,20859,19411,34933,26138,38016,62061,125034,205118
8591,10497,21102,22108,23230,34670,42405,63872,185154,195280
8786,10514,19661,19532,22042,33149,46352,80849,123165,199545
9037,10649,29502,19047,21757,29032,31790,61436,114233,185644
8687,10527,20302,21243,23790,45699,47719,63255,127011,197078
8726,10784,20781,19507,22877,28873,41097,8137563,118995,200124
9040,10527,20349,20541,26322,29041,39464,97430,138127,184589
8686,10425,20159,21034,22144,28350,48782,62691,111084,194484
8693,10101,20158,19233,23047,28075,32747,63191,115107,195105
9664,10116,25850,20521,23991,31484,53190,68532,133914,193045
9137,10719,26417,23623,24750,30324,52479,63047,193813,189465
8891,12855,19005,20350,25647,28620,40817,63786,104637,200186
9223,11166,21499,21409,21578,25293,44136,62644,139065,195991
9225,10392,20101,22780,22398,26363,34811,7771734,124386,2978280
8711,10947,21722,21369,21985,29998,49967,11806881,119877,201546
8713,10472,21978,20973,22342,31151,37711,62158,142503,201361
9190,10600,22103,19715,24773,23955,43862,58878,115143,206362
8779,10357,21942,19194,21731,24716,42403,71688,124024,218679
8379,10581,20950,21455,22825,25437,32069,59431,111560,200949
8842,10916,39449,21804,22361,32635,45564,60209,121578,196987
8377,11334,21479,21607,24272,27820,39151,70464,108456,206979
8480,10437,19441,19778,22988,29876,40760,69351,121556,206646
8634,10267,20119,19314,37000,24743,43967,67135,116047,198757
8503,10691,20527,18278,29943,27740,31744,7920333,139032,250874
8399,10048,19812,18700,22916,30737,42842,8132866,119992,205921
8613,10261,20017,19514,26360,27737,36496,58701,114962,275808
9007,10130,20023,18787,21960,24671,40476,67419,142526,226719
8712,10596,21443,19547,21872,26060,46463,56477,128173,214099
9154,10685,21721,18833,20439,25237,42429,60643,118275,206903
8422,10672,18799,20471,20650,25556,42717,62002,119977,344165
9060,11282,43624,22068,22896,28265,35762,59807,135639,204075
8730,10655,26312,20314,21490,25576,38416,67255,119716,196055
8707,10577,22707,19778,21829,27938,40013,62568,116208,194609
9234,10585,30429,20345,19646,25660,45907,58651,119318,193352
8690,11114,22069,21815,20732,23109,36413,59858,117167,188993
8792,10110,20060,19749,22098,28066,40300,60541,138354,185794
8709,10447,18016,21040,24007,23787,44562,65731,119969,199401
8912,10427,19378,20531,22303,27191,32014,67088,144149,195580
8920,9926,20761,19991,21394,26626,39184,58579,129562,194045
8569,15278,17568,19790,20967,28177,55219,61813,118433,190730
9079,10125,19977,21069,22376,36934,50115,63566,115579,200863
9089,10280,20426,20849,24298,39912,50157,75272,108808,192822
12403,10814,22543,19560,26207,35255,64725,63689,115979,206516
8952,10009,18794,18873,23210,30417,49051,93638,147446,198731
8931,10507,19464,20975,44505,31682,46005,58853,115831,205359
9118,10839,16894,19335,21521,33542,38087,60296,125472,188844
8357,10764,28069,19044,25154,27064,45593,64496,114597,190597
8750,10352,26379,19106,20898,34500,34183,66506,115654,228007
8651,10192,19285,20424,24618,25768,42320,55989,116939,259234
9111,9926,19312,20699,20111,26096,41928,75966,120582,203083
9129,10251,17659,18513,22397,31389,38760,57692,109768,200482
8785,11976,17809,21692,31929,26688,42778,57670,117308,193144
8821,11284,26574,21956,24193,25440,40195,70466,123732,190841
22842,11252,23064,19171,21842,24972,48302,67028,121681,204232
8673,10985,27551,19205,22430,29346,44041,65000,113507,215100
8872,10566,17817,19245,20201,29101,32185,60813,129911,195309
9418,10535,67952,19492,24939,24347,42581,69319,129947,185750
9127,10681,21459,20565,21615,35072,29615,61993,142996,203724
9264,10483,21021,19989,21338,23528,34063,62699,130047,204092
9496,10740,17832,19019,21504,28567,39866,67514,117844,202003
8541,10527,17186,20923,21824,25102,33455,64268,117176,207569
9342,11365,17232,20310,23170,23751,35763,70447,127042,197409
8621,10932,17631,18469,22841,30844,32891,61217,126612,191503
8549,10752,18201,18464,22474,23338,50517,64175,134607,192575
8505,10162,15630,19492,21538,27861,43314,71986,121612,217665
8541,11243,17072,18413,21126,28879,37633,70525,118456,201084
8627,10664,18660,18152,24631,27219,44232,67538,115540,184404
8483,11375,20136,19870,21219,28392,36732,60908,148162,199882
8879,10958,18739,19433,19818,25985,37094,71129,130278,217442
8609,10704,19532,22242,19424,25533,44378,59714,118472,182361
11298,11189,18462,20881,21175,33306,36731,67087,121769,196883
8967,10359,19451,19146,23212,25337,33109,61753,149094,195388
8999,10585,18152,19957,21512,34761,35947,68364,115866,196936
8633,10285,18756,21477,21947,26641,37717,62136,116580,199081
8574,10517,16998,20795,21161,27168,42051,66651,176518,197528
9320,10485,29459,21430,20531,31739,43516,61912,110739,196774
8759,11171,80281,22356,25445,28005,44669,81205,118237,200288
8948,10377,19613,21386,22876,29269,44534,66702,128009,195210
