b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
4146,15875,31777,63337,126883,252954,503807,1015477,2027460,4076653,8144565,16310074,32651184,65289947
4121,16168,31833,62499,127223,251563,503673,1012012,2019032,4089443,8153556,16348227,32636840,65293724
4088,16117,31260,63240,127640,251359,505702,1010677,1959283,4075932,8154852,16354196,32633537,65341751
4022,15872,32120,62094,126516,250042,504606,1008759,1995184,4080967,8150867,16328780,32640437,65264667
4018,15632,31816,63591,125468,251639,504117,1012413,2025139,4078577,8151629,16290694,32636461,65328606
4111,16048,31846,62612,125625,253161,507033,1011501,2024635,4076423,8155178,16357186,32663769,65286591
3975,15800,32038,63655,126805,252147,504366,1013995,2016208,4074325,8131051,16360139,32640363,65289359
4314,16276,31647,62717,125396,250296,505847,1006202,2025972,4082672,8160315,16357652,32652015,65307692
3994,15786,31829,62602,125869,251198,505009,1011671,2020748,4081321,8157634,16352898,32641938,65266625
3965,15907,31384,63378,125049,248809,505137,1011875,2025724,4085707,8136565,16336927,32655334,65298538
4145,16200,31945,63312,126350,249493,505851,1008908,1963501,4077682,8166638,16300084,32650820,65239226
4232,16006,31332,64345,126808,249796,503820,1014458,1966430,4084537,8156375,16294943,32654906,65278520
4018,16293,31582,63272,126838,249329,506238,1014454,1998769,4078920,8154347,16370327,32616319,65290970
4306,16191,31414,62015,126383,249719,504287,1011449,1952226,4073709,8141304,16361982,32647323,65274852
4137,16615,31701,63713,125831,250577,504594,1012352,2021439,4085183,8145664,16334394,32668509,65303861
4028,15648,32020,62595,126417,249767,504828,1012769,2025696,4070803,8149265,16303738,32657345,65352801
4008,16050,31092,62657,128048,252383,506323,1010431,2024446,4080049,8152512,16322665,32648954,65319711
4165,15954,31879,63716,126078,251663,504638,1009802,2018903,4079631,8145708,16355558,32651142,65297770
4133,15923,32256,63392,125868,249692,505735,1011900,2017704,4075438,8141486,16348832,32621725,65344177
4282,15957,31637,64005,124901,251110,503951,1013865,2026152,4072718,8151776,16323837,32626153,65320954
4138,16348,31646,62493,127432,250165,504675,1015345,2022185,4088741,8159375,16322235,32623154,65318937
4160,15867,32437,63851,125903,250616,505690,1011793,2022126,4078973,8148318,16336614,32634785,65350870
4350,15785,32186,64515,124973,248646,509314,1015492,2026334,4088960,8149732,16307550,32646429,65098958
4261,15982,31504,63509,125793,249875,505209,1011319,2026353,4075590,8153141,16347554,32674141,65045589
4011,15914,31590,62436,126947,249629,505317,1010637,2017314,4085830,8139798,16316388,32630638,65131933
3968,16007,31977,63489,125790,248872,508327,1012507,2017782,4089353,8157942,16343751,32650489,64700875
3974,15978,31490,63348,127036,251756,509904,1013826,2023169,4074013,8158118,16337200,32615238,65296616
4001,16195,31397,62791,125343,250737,503516,1014148,2022600,4082162,8160194,16300485,32627658,65306178
4118,16190,31662,61999,126899,252196,504552,1014707,2022033,4080414,8147868,16318799,32655740,65285727
5216,15999,31582,62533,126644,251431,506658,1015200,2017029,4082913,8153932,16289291,32655583,65257016
3994,16081,31505,62328,126779,250719,506100,1010894,1995655,4075677,8155491,16324963,32629815,65267632
4001,15769,31692,62806,126160,250462,506810,1013123,2009664,4079444,8148032,16358495,32625002,65310972
4040,16137,30971,62763,126362,250072,506715,1011932,2014351,4081159,8154571,16319505,32648301,65263541
4112,16373,31121,62527,124882,250530,504110,1010803,2012184,4083266,8153700,16308463,32619650,65325856
4032,16749,31509,63171,125711,248973,507218,1007999,2015137,4084258,8148867,16326054,32660832,65266587
4263,16020,31519,62697,126660,251111,507360,1013731,2022469,4083368,8152724,16315198,31602263,65304727
4175,15812,32052,63207,125131,250082,507384,1011168,2011863,4085024,8140961,16297951,32589951,65284230
4248,15912,31425,63005,125701,250995,505548,1008773,2002964,4068900,8151411,16339258,32649478,65338250
3960,16146,32081,63492,125939,250819,507306,1009745,1959146,4082448,8157558,16326817,32615789,65343212
4007,16045,31620,63622,124523,250337,509116,1009275,2019088,4077894,8141462,16305842,32633391,65319400
4101,15921,31582,62976,125033,253277,504499,1010257,2020595,4083902,8155347,16026012,32623230,65321583
4166,16514,32162,62796,124614,251454,507300,1010913,2016351,4078179,8149172,16340242,32624201,65269912
4271,16098,31842,62737,125792,253188,504156,1010222,2016358,4078736,8137695,16341581,32634927,65318557
4084,16168,30899,62513,124460,251733,509919,1012453,2022256,4081400,8156683,16343261,32609954,65312390
4293,15571,32055,63759,125123,251110,506179,1009469,2022186,4080448,8140785,16326942,32627264,65306425
4243,16258,31511,62759,123930,249129,510113,1012519,2021387,4080472,8159328,16298695,32632864,65303517
