b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192
196705,276385,305297,407257,663545,2021732,2134830,19347293,11302040,23165238
213207,701420,307385,429206,2567859,1871502,2454866,7522972,13815754,25815081
252467,817982,298396,489528,908928,1130260,1730452,7671829,9596157,23010276
209286,256101,326406,405570,669727,1153949,1884193,12791715,13441354,25430958
209524,283694,330570,463658,624525,1115262,2399619,14500958,12249462,23202615
209302,281753,355728,404789,751254,2104741,1840265,6726771,11060046,25060842
196409,280970,296508,738456,595670,1872635,4985478,7511296,11710422,23026982
197564,255598,303508,902684,650007,1128401,1706612,7886231,13905441,20213675
191851,270532,309793,855072,667246,2102852,1866644,7532466,11328244,23079295
186739,283132,328230,446052,648402,1848288,2885937,5188013,12977436,24840814
194561,285058,325668,430862,629629,1080664,1816097,7986086,11158961,23398504
214181,286241,391979,411698,625618,2087943,3571091,7596395,12706799,24984114
210133,273168,297650,490487,672177,1081916,4113404,18038493,12955387,27871942
192183,303470,322239,423496,636041,2057484,2355499,9491372,13583353,24394697
196002,259595,297049,427098,643778,3796614,1713734,7336746,12469224,27862178
206707,291945,345979,391837,673057,1152482,1766621,5341111,10445598,24610166
192322,247703,335258,1026750,659883,1850285,2742116,10986490,15855852,17107652
210025,260351,306231,1066407,581488,1133057,1917136,7580719,13793808,24971339
202627,259587,341158,519988,596212,2529165,4902577,5657113,11749784,22492497
209760,277754,340151,418860,648173,1780929,2734018,8074813,13770824,34790308
238444,255929,303691,424858,659649,1102222,1880300,8057413,11349901,22342102
226008,276433,326364,448273,583326,2458006,1898312,7231204,14066397,24357142
208194,242608,317226,456563,653861,1122368,2058467,7995214,13178065,22181959
193258,319153,340392,474502,743679,1067317,5404361,22416929,13526048,23828134
210921,298075,343780,390625,623142,1787011,4920542,7356510,9710799,22827210
200223,255213,348703,448705,676991,1095760,2079846,14769964,17176442,24584858
216594,311257,371312,436961,607786,2492631,1971967,7340124,12460452,22123765
232261,249309,391224,432720,630842,4839446,1818049,7688547,13052746,24295114
212242,280849,349093,422958,709663,4056920,2831992,11025539,12456978,22608583
184591,284016,310184,415382,657916,2453217,1854009,7636587,10446008,24356697
211123,266315,297506,443223,627577,1300628,2575068,6404160,16400597,21727515
194256,282253,298494,437533,1579565,4150153,2586183,7755013,13713312,24545841
196657,283007,311568,413300,1165496,3899534,6187693,7829654,12781593,22273426
202948,278862,324304,415856,953287,2512565,3625510,7116474,13791256,24481832
215175,294519,325649,455069,635741,1246826,6010290,7801976,11420758,22299135
222210,268151,318472,438128,649925,3687978,2858409,7122390,13765403,24233171
217282,265663,692490,438567,642011,6992948,2848163,7734001,11692680,22431471
188101,268733,550163,440345,676580,1094942,1850188,7057659,13648588,24544127
206641,304972,537816,416331,884395,1313937,1816070,7553288,11494134,22412219
200258,378154,319491,452731,687316,1084917,2334292,7397054,13624537,24315493
201748,244341,348559,404411,739183,2493201,6593037,7644882,10662845,21749856
192316,277456,316717,414832,729751,1213997,2846167,6731395,13987202,24747630
191514,283890,314408,422610,675057,1170900,2445293,7660911,11662937,26493695
200958,295981,321337,433009,727531,3223150,1607098,7408419,14183334,22498860
191715,295623,337480,414940,627616,1405229,1822082,7664123,11882146,22234106
213188,291789,309143,407404,631073,2462648,2440365,5954219,13741581,22693526
228626,317013,309546,420610,711040,1867558,1618343,8152651,11782853,22252818
200645,274847,342894,438397,618486,1124545,4964009,9467122,13945661,23090781
209128,281699,298085,413107,694579,2443446,1660726,7005836,11818088,22278587
225487,277088,364235,471621,685868,1889821,1939142,7842026,13932363,22735855
206475,275728,323909,413659,690703,1073313,2438455,5893242,10841233,22046136
207526,260246,331100,432184,674048,2522901,17305611,8279683,13907153,20890721
214876,279947,295239,419526,688867,1911864,5012219,7815789,11738550,22504176
216654,251220,299570,454528,721333,1153016,3942327,14491388,21138654,22950724
194334,260334,316508,420090,703029,5465388,1802058,14578370,11814889,22324471
205491,255345,333514,428500,649778,3121344,2601413,15965425,13872502,22922698
211915,268333,305954,383427,627919,2209260,1800148,14404632,10246045,18034116
