b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192
17649,17890,17818,17646,17722,18266,19015,37585,31362,28631
23185,17964,88035,17598,18013,17719,21256,29132,30873,28971
17624,17818,18396,17712,17930,17783,23111,29021,30284,28872
17525,17934,17342,17624,17790,17981,19143,28928,29752,28474
17560,17811,17825,17860,18023,18026,19250,31325,31670,28315
17431,17909,17393,17676,17796,17661,19337,28700,29540,28958
17709,18055,17849,17480,17975,18399,20205,28099,30202,28291
17659,18161,26472,17730,17681,17665,18653,29625,30582,27890
17597,17980,17374,17807,17627,18530,18887,29267,29000,32092
17672,17850,17724,17677,17631,18311,26780,31318,30634,27173
17662,17881,17715,18114,17699,18555,23080,28828,31440,28435
17763,17880,17882,17607,17978,17680,20455,28447,30319,29392
17688,18054,17394,17517,17662,18386,19791,29240,31524,29132
17450,17873,17385,17665,17753,18345,23162,28711,30448,27347
30555,17436,17322,26264,17775,17375,19990,31240,30084,28328
17652,17636,17395,17412,17802,17784,20246,28575,34217,38818
17580,17887,17410,17610,19409,24051,20543,28732,31512,27603
17671,17797,17396,17710,17748,18014,19783,29344,31806,29969
17773,17971,17569,17596,18202,18278,21991,29232,29998,28711
17640,17807,17432,17758,18325,17663,20001,27539,29456,28604
17611,17783,17308,18082,18068,17707,20198,32309,31157,27349
17646,17852,17503,17598,18085,18014,21807,29124,30449,28885
17593,17852,17881,17682,17758,17725,20866,28220,31839,27949
17544,17753,17323,17659,18109,18549,26808,29141,50695,28460
17408,17879,17349,18199,17763,17822,26072,28506,31086,28361
17722,17802,17301,17465,17844,18876,26471,31342,31089,28172
17518,17726,17419,17551,18270,17497,25756,29199,29935,27396
17554,17637,17359,17585,18052,17505,21244,29005,32889,29128
17501,17723,17585,17655,18261,17945,22538,29007,31086,27186
17460,17666,17522,17630,17852,18553,20501,32951,29555,27906
22279,17954,17569,17667,32551,20094,20762,34085,31886,27838
17647,17983,17409,18195,20516,18089,32499,29246,30802,27576
17742,17994,17220,17782,18825,18268,20068,28740,30168,27762
17467,17889,17527,17779,18050,17737,21356,28658,31468,28747
17445,17913,17297,18105,18106,17644,22452,29541,30558,27378
17591,17922,17409,17739,17500,17733,25570,33802,30689,27420
17591,17938,17645,17614,18235,19337,26550,30430,30872,28759
17434,18024,17351,17539,17769,17575,20643,30631,48213,28473
17610,17910,17346,20535,17434,17707,20868,32662,31863,27545
17586,17712,17432,17562,17536,17168,20246,30180,31642,29509
17407,17921,17385,17643,17414,17928,22856,31466,30327,27961
