x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096,x86 inductor b8192,x86 inductor b16384,x86 inductor b32768,x86 inductor b65536,x86 inductor b131072,x86 inductor b262144
314555,290579,450011,484663,557623,803541,1340068,4759284,7709958,20975799,21401880,38237074,71522952,124279155,361095598
325426,289653,421565,483907,565810,793677,1290841,4558758,7399710,20817427,21358458,38257520,71352507,126340408,348586223
313656,301152,432787,488263,551724,779540,1201878,3353581,7684399,21086558,21443557,38412700,71510327,125337234,297302255
324799,293786,420175,493125,557016,803206,1168795,4448484,5983408,20788245,21460327,38373722,115219361,124818715,325249994
314042,291439,422559,470454,538343,786119,1200368,4265465,7750317,21040477,21406003,38425650,71348240,124059969,305050217
311697,289809,421187,478133,553516,822847,1275801,3313530,7682298,19846051,21546637,39102669,71199881,126432402,361723027
317385,456083,403612,480928,538786,810749,1232878,4794940,7359106,21627832,21371232,38320197,71501274,125077425,348491447
312412,399681,451880,480465,536187,823272,1271347,4706207,7681957,20891357,21354215,38405661,109978433,126101702,355970983
321776,381009,415498,481272,553588,813169,1138880,3698391,7396211,20970094,21472149,38305896,71460882,124191784,325662673
314484,386542,407600,467100,521670,834104,1236312,4720291,7926193,20801216,21618349,38337396,71218335,125010275,316931302
320387,388948,391005,498734,552971,826193,1126750,4533461,7360949,19953379,21555956,38292690,71737251,124529664,301793531
312494,302245,404473,490192,515621,809642,1131594,3197016,7658876,21403500,21486293,38472220,70812922,126416309,301824817
326309,297368,401802,451691,514529,837449,1113288,4667347,7367954,21115171,21659647,37715309,71389941,144207613,299830209
315070,299798,391881,481835,519456,812638,1136605,4541936,7673009,20737122,21442856,38416015,71033896,125231505,294027195
322197,288953,408151,499140,523123,841520,1088552,3517977,7404839,22585835,21414316,38507026,71406118,121766244,312592876
319375,288948,416338,453825,507052,845627,1167426,4449073,7618945,20772115,21420645,38490306,71051473,122770232,341662061
320554,353774,408107,465965,510018,827947,1164030,4297042,6186820,21699865,21536304,38416286,71374551,125158452,301745600
313566,305848,394049,485784,505833,834473,1112295,4352722,7809676,19935689,21386050,38722927,71062554,126220846,339705976
312618,291670,393513,488863,519696,831663,1128284,3603535,7796832,20029031,21293648,38322066,71231531,123920287,329237065
323226,298336,402714,489310,508838,809183,1238164,4567748,7414751,21400930,21540017,38238311,71029613,125348534,317351491
313010,293158,409189,476826,503869,850026,1269288,4828345,7770115,21040163,21153600,38412447,71331063,125694535,267638449
320204,290013,428850,481635,498004,860371,1221311,3496808,7419641,20594027,21656453,38333941,71107508,125843228,299701083
313782,293661,409994,470497,479691,839864,1097472,4519271,7718659,23476742,21333171,38720585,71398800,124040475,302872361
334198,290388,396931,488124,496274,858291,1195066,4853381,7391321,21446163,21577121,39303777,71123238,126828142,357240146
313117,296242,413721,468447,493039,825686,1129741,4734906,7715538,21022923,21481127,38416684,71828231,123850411,362606169
320990,290641,411644,479362,478165,832511,1155823,4641104,6110238,21981955,21362570,38418748,114918424,126418037,311215063
317470,343754,394865,482626,1667914,827521,1201667,4464247,8154162,22797373,21330155,38796043,70393971,124818388,311022634
314154,324635,387177,499155,681801,806191,1141445,4345092,7786017,21495126,21550044,38323228,69632798,124807940,322169793
314705,305394,408231,490060,573360,840870,1119162,3258876,6023946,20300463,21402601,38911510,70227351,124280997,358894551
313606,291022,403450,472769,536482,830781,1150688,4339604,7851372,21308692,21435857,38606522,69853336,126028637,347415782
314264,298509,401013,4849955,528818,811731,1177458,4881748,7928358,21144959,21483248,38311917,70122391,124974801,294292030
313673,291008,405382,1018606,536345,833083,1112190,3361467,7383607,19911401,21300887,38587472,69677450,122507387,343885061
323022,289319,403464,465097,536344,810773,1067567,4349747,7873928,21490098,21518743,38514676,70458537,125031711,345472763
312856,297732,397894,503127,520677,855881,1170799,4388764,6016126,20889410,21466381,38482334,69819551,125036683,335236469
321382,289020,387713,495015,524754,793077,1077204,3633082,7795639,19986952,21656220,38407796,70271527,123994221,367437971
313778,300148,397187,532592,494340,809016,1078524,4791424,7766657,21747682,21567190,38775701,69964714,125986529,336569072
329474,358031,398152,519849,504601,960046,1075914,4618864,6034121,21571588,21375880,38384432,70317907,124824747,306319633
314472,332198,405246,506455,518048,928872,1098948,4632848,7844975,20970261,21419733,38457263,72669534,124781485,329861131
323720,321795,382240,500172,516183,950321,1139475,3635073,7732806,21702241,21600817,38179963,70305957,126640998,348193537
314552,335105,394530,482043,487811,969288,1145761,4511395,7400888,23324547,21626263,38346410,69671510,123951790,277650335
315937,310736,407140,513140,485536,945423,1068679,4509107,7969158,22551046,21525083,38253200,70332405,121536570,291000861
314186,288711,410836,502251,500189,823628,1134144,3586238,7430803,21544911,21584697,38315058,69736078,130922440,360271602
314314,290517,417373,486702,476300,800944,1053926,4277828,7737533,22641749,21622533,38315636,70577342,123719480,325723618
322446,290566,414446,481348,495748,785028,1080431,4363777,7448012,21543425,21496923,38366639,69793762,125109223,292018137
317212,301787,416683,476146,487017,800817,1231278,3321321,7682773,22575527,21385833,39007905,70203323,123979272,292090833
323812,288586,383637,513407,478543,807036,1075463,4677255,7445924,21721935,21448774,38230741,69457978,126073432,324937097
319460,358885,400883,478685,465970,786123,1204707,4752621,7834667,23323501,21380340,38228051,70243299,124461706,343834311
326514,301740,392736,494401,465761,798286,1083292,4566022,7414257,21856248,21422657,38513113,69869687,123085734,344667660
312987,302744,399674,500009,489349,792650,1188983,3284069,7724297,20717888,21265682,38589039,70303619,124184220,330434252
326275,293745,396248,519130,480660,790479,1137218,4364306,6770884,22047708,21501783,38569604,69888946,128034646,370679493
314476,296447,400234,483357,482458,779795,1150998,4220057,7826069,22492964,21590180,38280865,70430394,124018057,348729015
314577,291191,399042,475951,460778,792489,1150323,3563304,7406510,21377295,21428944,38434095,69497351,124497557,304004666
311847,288732,407486,482203,464385,788026,1168833,4640605,7722512,21120784,21448501,39385635,69819034,123817180,307141690
314119,294598,417813,461872,477737,791685,1179815,4652550,7420749,20805178,21700457,38561428,69854225,126264498,346578730
314970,289660,434536,481695,493648,796829,1187104,3365594,7756695,21162741,21579438,38276727,70305341,125141089,334509763
317156,302325,429393,471860,475570,881456,1110735,4384909,7388548,20812741,21509762,38294039,69730702,124660137,326288060
326561,374000,414655,456407,472041,858920,1017191,4056563,7685355,21638677,21382783,38446406,70310916,123820779,300332306
314286,341430,449928,484616,472323,835568,1109355,4242125,7379618,20801113,21443139,38829758,69720336,126073371,347297049
326516,304813,442157,498152,486128,833616,1018366,2994209,7638323,19852881,21402740,38320345,69956361,124009910,348884933
314587,349666,430491,507022,469533,828835,1056054,4746781,7377114,20018593,21273529,39525766,69699801,132362971,325799134
322834,311381,429003,484399,473151,813496,1045143,4606599,7670014,21001363,20411593,38446464,70183128,125146143,313184551
315455,326186,436582,497110,484862,835013,1077816,3444360,7460077,20727086,21330035,38301599,69695923,123718814,353993406
323234,311245,411622,482563,458327,833743,976884,4354860,7888646,20836202,21678434,38252744,71313449,124952491,367550428
312793,287912,450225,486427,480953,814319,1100119,4383259,7584617,20914258,21420809,38403511,69636260,125905270,349596256
315886,298688,416307,538376,465952,825428,1048229,3424506,7707977,20706402,21432784,38178781,70158794,123897507,358144923
313174,290781,425791,489916,461869,829231,1016654,4376928,7401305,20691885,21424872,38244876,69952249,124748863,303939897
319575,347221,450801,476482,485187,813287,991912,4248977,7915746,21701805,22471891,38416235,69992761,123956727,312742726
322220,316972,438700,493387,472702,821834,1007482,4311450,5997068,20763288,21272070,38373787,69647172,126184042,367745312
313588,295347,425657,490667,479688,809742,1083157,3055075,7717926,19809661,21211021,38516103,70279565,125762163,365030728
324172,372516,465249,474786,466368,856275,1021719,4728496,7772518,22379820,38278335,39276567,69392066,126104805,345999413
312672,359039,433029,488628,474257,861431,1105996,4546170,7388024,21424356,36828459,38418416,70050400,124905143,346047562
327863,354477,424970,481714,469686,831249,1011686,3267272,7762435,20961341,37307874,38240721,69970206,128592225,347606613
313699,355089,436715,479213,470464,825204,1048211,4355605,7395628,21109342,37458461,38446490,70228958,123584643,334087740
320232,347207,436035,486446,475851,858326,1154695,4273533,7758947,19846130,26238521,38514015,76263048,125978206,345738560
314193,368596,442984,493774,473028,847761,1094226,3210699,7445040,21724241,21260153,39271492,70445366,122130496,354771700
314365,358840,454779,457109,510748,916269,987843,4282941,7769069,21014450,21217351,38518577,69755997,126546909,318693328
319609,411162,438757,507039,475365,899342,1098349,4662940,7454249,21875548,21205238,38373567,70064471,125209036,363038916
314918,355222,424049,480838,469856,873218,992451,4494371,7724729,21028030,21161286,38322099,69716917,125002593,335063256
321699,352360,421391,527706,485530,904811,1108104,3446422,7453631,21280253,21248623,38201961,70018616,125030610,327853592
314094,355946,446601,511208,470035,917895,1151942,4593072,7727632,21038455,21196062,38519988,69679407,126135559,346817997
322872,344565,432246,483321,469747,846954,1129672,4404045,7409907,21273242,34668824,38515175,70349333,122254402,302999154
313794,354264,435530,483665,478055,907448,1023612,3368528,7729299,21025634,36797839,38614110,69651818,125529034,342212180
324482,355706,417286,478594,488500,896799,1134293,4188447,7389749,21182778,36903469,38345429,70309305,123849746,358744439
313436,375093,433904,485803,470399,861991,1007694,4167695,7743224,21000714,37038237,38282060,69444200,127942678,331859688
323748,358726,433736,494408,464452,866994,983415,3179866,7453831,21023666,36173765,38398548,70310757,123269700,346789136
312806,373148,443198,485153,477226,836356,1004171,4555181,7664614,20998789,21471706,38500556,69686410,125582908,309076363
318353,400221,441429,480993,456185,828953,1140821,4486244,6035231,22073181,21241125,38344382,70234516,123542251,361043546
314594,345601,433403,477038,463649,824697,992082,4661232,7828161,20964587,21264292,38452987,69624300,124316752,356740114
313300,361080,426969,497847,494884,840493,1015615,3511272,7944773,21221022,21262253,38494827,72850265,124801273,311229118
311536,362215,425217,522475,482074,855671,1019721,4524305,7403851,20901385,21212566,38411866,70026108,124478688,287270295
311282,362220,422442,482211,490752,795112,1113693,4788684,7798130,20065149,21454854,39117380,70638266,124890612,351940681
322091,349008,414095,486411,482271,817306,1146718,3424855,7441624,21451810,21223844,38474104,69623091,126527122,369853759
313432,381117,431441,471842,470753,808969,1796314,4759635,7713436,22044403,21288978,38224750,70403664,121412824,330544682
321150,353064,439738,485159,474720,794472,1489681,4652354,7403627,21159994,21224142,38536063,69956151,124595254,326583426
314127,373165,427652,493793,473713,802378,1343841,3346836,7798619,21191465,37999162,39035275,69919675,124395164,305101230
325538,351556,412549,469078,462386,834871,1253492,4258965,7402942,25057371,36889641,38437126,69673705,124945750,335272246
321363,385820,424778,475984,480706,796173,1294858,4097144,7758406,23240786,36870315,38539834,69998373,123151356,349596327
315384,365037,413602,505005,490070,834966,1260436,4272536,7393525,21029345,36810140,38506675,69918358,124789520,370872802
315714,367637,427575,477650,470521,794161,1355648,3547967,7720528,20998577,36943488,38447726,70464486,124624808,313557427
314601,350274,423981,498557,490304,826868,1249063,4570176,7391515,20904928,36982776,38660686,69656170,124169602,369670297
316832,381453,429633,484050,481302,796084,1226782,4678125,7812508,21068295,23674759,38424851,70270847,124554282,305550569
317761,344513,427025,480770,478223,784706,1180855,3471915,7457884,20959857,26172476,38511234,69529818,124324620,365252564
311876,364993,428068,545343,469147,792285,1167776,4571188,7884214,21321227,36842081,38609077,70124718,124954707,360878134
312584,367660,424328,483030,472993,843791,1137516,4521471,7412244,14261176,36941455,38510097,69652789,124687465,292678005
322832,372319,417737,487488,482920,790169,1232973,3173659,7759173,16060857,36890755,38542793,70287640,124918334,295188459
315379,351659,420309,471441,483325,826823,1240943,4495518,7404247,12627086,37932935,38354000,70016212,124523990,297324308
326997,394771,416194,495910,473299,792043,1143889,4685417,7764414,14654742,36831079,38544601,70524141,123646937,342273056
315572,351698,414883,536749,472661,791416,1120236,4587344,7407873,13089247,36909749,38543014,69733463,124346528,361942566
325163,311780,432298,498686,467436,791505,1133769,3399733,7932205,13767565,36901803,38435164,70234043,124872123,351417339
315776,298569,423014,508687,481456,839942,1116318,4352110,7447259,12654619,36847261,38550477,69523325,126186981,334251752
315461,289079,425633,506869,484774,784413,1095838,4358371,7745719,13747815,36966899,38648026,70347858,124995755,338908216
314433,295198,425411,502277,495515,791980,1201559,3533971,7388331,12981080,36219875,38760682,69533766,125583364,345791677
313239,289166,416143,469572,470227,807700,1111608,4552487,7711607,15747121,36952748,38337779,69942920,126066212,327548549
313275,289877,411692,461178,479174,844130,1127000,4378095,7464314,13304055,36902370,38552181,69954555,125679661,306679778
315415,289001,418481,503085,483491,849816,1182888,3334403,7642145,13920428,36845264,38539824,70331536,125161180,317596538
322586,290296,413054,543999,472361,874112,1214567,4968926,6064163,12643399,37256404,38451958,69718166,125747811,310955568
419794,368960,435363,477214,473365,859080,1102875,4579286,7774468,14504365,37604179,38390054,70389894,125302130,332134988
386819,301991,435138,485431,454488,955526,1101003,4549917,7739350,12637357,38021860,39723594,69560179,131925403,324467081
384784,293807,425683,488844,489568,972151,1100277,3253001,7418832,13601147,36754562,38810095,70763643,124544845,291353520
377716,301275,397336,478012,486274,954693,1178946,4371590,7806655,12536119,36952228,38530759,69705606,126158697,310402631
384424,290155,391988,491583,483087,957175,1198461,4239884,7472215,13635177,36831804,38747918,69986569,121647988,343887490
373988,289943,398792,492620,485489,917875,1265306,3073854,7874987,12888598,36513268,38491419,69818031,132055523,358185480
374840,297280,400364,481068,465247,973983,1107577,4147238,7397320,13657671,37227081,38267566,70416734,124697183,298327713
383930,288894,416081,486303,479718,959020,1107086,4504120,7783894,13384933,37376731,39012842,76996966,124234013,335811633
372015,289464,418003,498728,470639,945230,1186104,3574962,6029121,15221184,36943871,38832015,70306258,125475778,340958129
375522,290396,414933,471707,469627,915469,1243275,4558029,7794427,13419571,37017298,38525491,69832551,124567439,307515659
424848,366406,410364,480728,481393,913174,1152381,4396896,7755175,13609101,36826855,38345366,70487850,134446827,364287173
386566,330925,421115,496205,482394,941926,1115099,4320283,5983406,13606674,36866777,38358879,69823365,145506226,318851804
373749,308166,407471,484578,468337,982728,1161047,3208659,7857951,13864309,36883686,38543699,70161860,171309707,329765849
381587,305345,424294,476397,476834,926663,1128227,4808857,7751384,12774393,36927930,38867032,69577072,215793066,352766966
369507,292980,414813,475449,468239,829448,1171747,4801225,6101802,13672695,36860658,38519604,70326354,195798738,309046308
376171,289071,404862,482536,467356,826256,1208809,3583841,7778384,12771022,30975065,39076012,69620011,198942820,348665882
377217,289181,394191,483082,471764,842387,1067157,4473999,7770514,13675904,24888583,38812089,70790606,197566301,326526429
372546,301618,411418,485530,472664,838652,1046403,4704434,6020116,12746660,21301552,39229008,69577394,211658122,314695696
385987,286016,387387,477919,466713,834858,1053736,3456168,7833071,11916190,21241585,38286450,70347703,194478281,337296224
375744,289440,410338,471686,479313,839340,1192686,4513373,7981172,12720352,36869578,38609865,69417400,208476109,351077535
403326,355840,418485,459742,496049,840837,1122617,4667925,5982966,13814670,36790572,38446732,70262911,196667642,343670266
400521,330814,416749,493036,477683,873084,1074680,4786664,7759621,12636999,36886121,38546326,69636729,196972722,300470115
383677,314052,406489,486838,469864,809679,1161442,3595359,7727192,13835670,36884890,38608604,70214705,185384328,345073661
371666,327386,419102,487748,461808,834039,1167391,4595950,6067858,12603592,37583343,38596879,69594246,192060365,363732299
384807,310081,392012,488789,457707,818539,992351,4397608,7540416,13877589,37802720,38454689,70265527,195794104,341237436
374762,331964,411897,484476,478770,855380,1073103,3307367,7979169,12782849,36692310,38455143,69661501,195833267,337904309
376042,300374,413767,478964,468497,818870,1003411,4359403,6034430,14126234,36863274,38321531,70295436,204015030,305612860
383681,292050,407600,473212,498025,866510,1004569,4521127,7883977,12648310,34677701,38653905,69636356,194136169,332889531
373411,290838,427079,477404,475620,827422,1172709,3200848,7656710,14778911,36726859,38424733,70323242,194066898,325915240
373751,298986,413205,510163,458473,783466,1072320,4874086,7422178,12775034,36743749,38249340,69815098,195780208,333661995
437322,369605,406134,526245,473120,801217,1130537,4683652,7818411,14229780,37262497,38286628,70622754,165170743,348437796
378393,301685,396275,494799,464323,818803,1007893,4670194,6030791,12974225,37145457,38355515,69690029,195418958,331743324
375898,311256,412554,471007,462488,797518,1005331,3631473,7778573,13773493,37369989,38240048,70222514,203819603,292102649
380502,291400,403473,495414,478992,792444,1014692,4348625,7743330,12784290,37584147,38305850,69525524,202077798,315610734
370940,291163,396926,555954,473676,802146,988949,4357070,5984616,12009961,37484193,38501352,70209077,194925363,350056012
376393,290477,418563,504282,480871,785796,995932,3111886,7870396,13258823,37737855,38509469,69575180,195711823,352143342
383022,293319,417557,466383,456231,808140,1107451,4695982,7753747,13788408,37212027,38459220,70446348,199668795,345564034
373351,300548,427304,481073,472503,802705,1160667,7884639,6042339,12049486,37114053,38271502,69681982,194367509,305339744
381836,288839,408102,501663,474092,808930,1133297,3921484,7817439,14206630,36781931,38489594,70228754,195361422,350569405
371857,291522,404557,475738,454568,797603,1126375,4507412,7701606,14565632,36832258,38460695,69570227,194366748,331806944
350088,371727,404629,509895,475095,787723,1026206,4384901,5989386,17067938,36784887,38274404,70211290,194016926,355757332
359815,309039,406454,506704,471878,793399,1118196,4577939,7884276,16976908,36649722,39061728,69681256,194767233,319194769
324623,291435,392572,487105,472640,788970,1154652,3314832,7771232,12834854,36849339,38132573,70272761,189005227,295621057
325150,300034,408315,470038,484031,794080,1045997,4289254,6144957,12984221,36865056,38249991,69907218,205845460,283920656
317517,289821,406194,491334,469364,804622,962813,4506288,7865262,13674522,36903665,38491029,70064628,193120396,334997761
318481,288875,395699,527461,474864,820928,1132835,3722393,7895619,11899264,35745023,38312295,69750214,194149175,363611476
312921,296147,415083,475307,463036,799692,968012,4645838,5967385,13976781,37442062,38181988,70320350,192839247,325956564
317722,290034,414696,469002,471313,797754,995143,4454317,7809126,12835567,37609811,38300875,69703081,194975060,343687173
314111,290803,418932,492860,472568,807914,985709,3264833,7680628,11983085,37588215,38550915,70300433,193150810,318000039
310071,288480,406233,471502,463890,799093,964021,4354634,6042064,12999255,30759342,38302024,69620873,195302056,354807806
325681,358311,390401,478157,491681,801783,1131399,4170964,7814055,13543291,31641746,38324163,70134179,193527184,367902471
314735,343079,399934,485844,521568,799639,1147825,4700733,7792246,12596289,37498745,38341877,69670603,206764625,315555061
328439,311323,400027,503046,475471,797416,970652,3510821,5991400,13621290,26248103,38517281,70341387,193074304,359479752
316235,336294,408217,484786,485557,819003,983960,4369580,7830911,12933624,36789005,38306729,69765196,194595713,293935425
321872,302425,410024,501525,488838,785266,1130234,6460905,7782469,13511631,36890888,38350211,70282095,193140545,335762784
313883,291444,411284,474791,474127,795834,1140903,3272497,5992883,14271081,36910823,38437584,69580338,194337788,364603982
324635,291844,397494,549441,465727,824317,1134473,4365817,7794452,13536073,36908677,38265207,70390086,194580013,309192385
315844,302261,426435,492871,470118,821944,1013235,4502764,7697991,12628328,21282065,60642246,69847362,194762360,306193938
315522,290100,409341,484635,476871,829057,1061122,3566402,5981969,13591180,21148980,38516009,70252614,194569603,352491971
314114,289198,414210,477525,488378,825198,1004233,4717567,7825176,12632240,21198309,38803435,69865964,194703321,315292796
315947,367954,391930,471140,465650,798843,1010943,4637480,7813366,13927680,21304024,42061962,70005700,194114794,312882730
324789,332722,410255,500787,473250,831919,988008,4732513,7428944,12595145,21167828,38644501,69477835,194366050,351344327
316643,316743,407826,536281,480369,817778,1121596,3399976,7689588,13532723,21236968,38408965,70516977,194090805,334174241
321253,334919,415861,504738,467331,811179,1041748,4446407,7375860,12667813,21114559,38462370,69655991,195695898,341082270
318492,305520,398867,480055,472678,821976,953112,4436807,7748011,13450144,21176869,38560080,70091798,192513386,364612319
324601,287492,407343,497146,470275,826552,1177647,3304157,7414531,12649357,21157401,38759810,69814458,194513498,347436503
315210,295427,388104,482963,470464,824129,959153,4346337,7789986,13722868,21286532,38423782,70595566,193826404,367669028
322227,291464,405437,476685,473000,832047,1102957,4452012,7404842,16007454,21131563,38431793,69663438,196790672,334224009
314675,288726,395891,482460,469929,828561,1135095,4980068,7690791,11929097,21268176,38426385,70858104,193691017,300721470
327818,296069,408930,481304,477542,844671,1298219,4708099,7454511,13053033,21215941,38309130,69483774,195095014,308361804
318756,359752,403976,478032,482955,854132,1052469,4398987,7673172,13651668,37506668,38561372,70445598,193616013,303530445
313197,303848,392240,480013,482892,822734,961946,4330134,7404482,12636499,37416489,38559476,71604592,194105296,319837477
313822,298257,409535,477720,479140,856079,1160623,3104555,7906106,14897005,37491788,38321271,70277781,193954138,323530025
314895,290698,414399,470667,472909,824924,1111032,4140169,7419368,13392608,37451433,38834237,69821696,193778661,357762670
325490,290221,392287,488027,481656,821202,1126217,4743060,7715441,13597097,37484218,38355435,67013552,204258794,311217365
315151,290592,413245,473728,482929,824174,1058984,3414460,7441405,11965124,37064661,38285281,69554257,201021800,352792451
324954,290503,402235,476693,481196,817202,1142003,4428006,10759583,14112150,36862423,38433396,70146397,198939777,357039946
318192,306652,416689,484176,469165,848035,1865666,6503366,7380023,12528119,36763092,38486685,69700120,206335051,323748207
323042,289507,404133,486423,473387,816249,1424006,3161586,7643299,11960264,36857675,38583269,70044938,206371848,307156539
315415,290073,401998,471408,453237,825452,1287618,4459924,7447697,13244841,36689456,38446673,69616595,197302858,298751843
317469,373222,389105,473290,462188,829765,1251623,4246186,7978047,13739501,36770472,38487870,69927961,206212040,293994097
311007,311648,390011,486441,467843,812399,1311270,4211259,7447119,12602817,36782599,38685350,69682352,204464292,343139653
314114,290070,391222,491293,473215,831657,1378329,3071832,7676354,11892542,30260129,38261070,70601089,198920209,350542298
314392,296184,400515,532602,471417,847974,1285965,4149807,7455179,13136810,36818497,38297447,69686541,204723546,361025912
319180,289436,396655,501874,470415,815304,1285503,4268752,7882140,13859625,36926120,38292863,70278326,205552804,323848516
325867,287768,412320,481803,470592,824010,1313081,3311637,7418497,11883602,36807369,38338427,69670738,196717165,344035636
315690,295531,408955,490524,470944,787569,1236749,4357202,7639560,17868301,36972361,38802215,70434912,216660045,360790653
322258,289984,401614,493216,478009,814297,1242372,4688402,7413080,14613821,36893402,38419967,69442985,188517141,367719417
313331,295594,401539,474306,458556,796077,1207125,3383415,7899941,14538961,36722898,38641411,70167119,198626476,347483303
325782,287792,395592,464709,445008,811207,1203986,6169989,6233215,12889143,36889448,38366828,69683598,218991679,355919047
319174,364387,386720,477423,473567,789149,1134830,5775876,7814894,14430886,37310895,39871720,70416151,193819722,351023059
328924,294944,382784,511685,475618,808777,1088946,5148090,7921812,13083923,37552182,38427991,69776083,200684177,344280309
312473,290324,405854,521496,488836,801856,1166291,3690216,7395270,13802210,37743868,38473535,70127269,195665633,320817424
316276,289309,395626,472199,471958,823241,1258191,4867269,7805154,12749396,36145071,38403821,69672974,205084763,360967454
318685,297458,420392,517594,476067,805259,1146372,4603267,7455528,13849836,36984129,38285504,70016139,218004032,298329729
315426,288850,403007,478058,490697,823662,1116841,3243443,7936556,12779913,35884419,39193437,69873776,207330306,295419676
315453,288179,392518,457984,457792,779174,1144115,4873160,7407481,13759079,36802581,38341065,70784750,206059736,360232291
313189,296020,418739,478026,468372,764126,1058373,6401200,7701982,12746742,36408328,38465064,69779811,206795014,349619716
322791,289519,397409,541276,468079,795144,1145990,6123569,7413417,13855950,36821069,38454199,70212120,207962104,333736584
313850,289889,395133,485111,470366,821979,1068403,4551684,7707030,13445653,36892754,38450093,69438002,208962503,361263330
331326,366146,411314,521438,477114,816799,1132430,4896652,7439983,15151592,36729047,38459365,70310178,207802138,326383411
314297,300678,405212,472744,475733,802997,1165798,5064190,7801524,20573248,36843828,38331496,69714860,208889426,366230115
322912,301840,407144,492566,477775,794535,1153234,3629309,7433046,15378270,36749488,38362157,70047204,207502962,360544377
312183,323904,407391,481515,488320,820099,1167501,4635772,7770350,13072433,36749523,38445812,69752093,207470375,287428801
323745,297273,407111,495287,468970,813146,1155547,4639792,7433933,14088750,36789350,38518965,70065138,206105784,327678459
310561,295746,412244,484265,484173,828170,1214558,3397899,7746175,12823274,36747958,38514524,69842771,207400010,313591406
319804,293084,423534,463412,453300,802698,1071901,4496616,7584833,13885060,37479634,38348174,70440501,207833895,346677404
315552,291222,404533,602996,476322,817166,1138336,4821054,7699165,12745464,37639646,38400618,76477311,208913944,334010118
315117,307268,400328,563175,465702,778616,1081619,3650963,7399702,13861177,37075060,38528297,70080125,207971336,303320637
311792,293005,407764,574809,467523,821808,1075265,4744335,7774229,13095417,36829600,38296593,69515179,207375275,360082372
316633,373868,390598,563327,485024,798267,1081227,4650181,7450780,14534156,37367865,38473327,70286126,199031707,301343051
323190,332440,390503,594820,471555,823929,1129699,4797341,7890080,13038098,37161461,38448390,69659661,207132973,367133912
315099,302991,400413,576398,485611,816696,1098724,3448932,7450382,12282435,37400688,36367916,70150921,207855589,344391894
326762,295281,400835,662436,475739,830819,1102795,4427596,7738394,13416935,36954141,38797691,69819270,201990314,330374912
312150,306827,408300,523862,474495,832738,1077400,5142490,7528119,13874841,36994566,38453207,70332117,208001775,301493833
321505,291977,409755,528366,472146,830494,1131523,3583477,7755189,12648782,21337754,39481587,69707140,208969396,345249626
312741,292904,400876,465146,449959,818048,1153846,4681297,7424465,13870531,36740387,38185773,70137967,206258686,356836988
315561,299364,388217,477428,470798,814055,1188973,4484395,7752390,12598154,35929007,38331116,69717405,208723375,363444516
314782,294542,388574,517559,479755,833229,1091582,3272916,7430463,13758239,36869744,38329810,70261876,202338008,326354628
312636,291331,411817,486675,482061,816079,1104804,5139391,7416658,12680904,37399911,38507839,69550898,208794451,325762825
326061,376521,404364,462124,476489,855264,1160141,4730293,7534982,14401605,36880670,38333012,70304323,206209607,360737146
314285,325532,395772,480169,481936,850937,1120371,4649373,7694322,12721488,37348293,38316577,72555206,207443097,347521913
321990,314540,396509,483902,469087,826877,1137610,3360045,7340557,12064165,36855817,38397818,70391437,207769959,281676907
312061,324357,404362,459942,465510,853063,1098293,4700203,7727321,13258953,36742854,38551472,69608078,207097796,261611862
362959,297273,403551,487815,475334,828585,1160530,4257529,7386637,13896573,36819253,38396913,70563429,206370726,330485771
376741,295142,400007,533631,472292,824987,1059762,3363046,7774848,12967822,36802050,38431655,69665764,207606353,312573713
371822,289818,407215,463741,480218,850975,1128468,4476783,7413397,14382233,37257653,38418759,70290701,208311046,314617502
388036,291522,404872,465254,474181,832195,1197403,4945677,7884342,13157362,36252123,39194580,69805821,218741974,346757618
372468,303682,415946,501033,490843,826125,1152366,3506880,7414614,14141367,36765020,38335694,70452785,218689030,369428406
369436,292540,408324,478761,465988,838960,1193484,5052598,7800685,21391148,36276342,38413931,69945064,214277595,354708666
318898,354695,397174,475835,472044,806316,1213506,4510889,7430908,21856317,36826211,38254013,70316895,216361071,348669744
316188,322717,399164,490260,479478,823794,1078419,4559527,7837818,16467598,36803297,38487197,69921841,217130756,326770134
323502,296558,401195,468848,480171,817127,1154524,3266515,7417039,14190850,37339528,38269496,70266459,203915100,337432042
317051,292332,419756,439648,467347,837915,1099130,4974142,7684314,21119050,35024795,38404906,69819757,205256277,289578302
325460,298496,404976,470940,480809,823868,1173916,4864145,7409745,21286298,37168252,39764617,70300350,205702735,289688501
315541,289337,412922,487544,477567,835043,1098655,3722490,7692771,21086929,37358636,38327939,69860222,217568448,327539784
327944,291296,397478,442105,479832,831678,1207811,4816069,7397999,21265819,36760626,38232604,70341468,198033071,316066718
314903,301219,390317,470994,481551,825477,1151504,5176308,7766423,21074629,36876865,38373817,69684241,206335177,301686489
324574,290635,396031,486703,482573,814877,1155297,3669448,7405195,21362309,36841042,38427371,70333153,216684948,285903897
313025,288457,402334,470687,474238,875901,1197548,4957155,7882132,21293440,37203953,38432767,69825485,205493420,315785443
