SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192
13185743,25787781,49769429,95103325,204768190,395210462,791259239,1585197386,3166830163,6351915416
13253631,25778301,51636074,103422369,189653683,396518616,793297765,1584865253,3167871767,6367124051
13171999,25751749,49767821,103261889,204591100,395525222,791599579,1575058191,3162700015,6327418476
13203514,25732608,49719160,95168533,204655201,396000284,790582510,1585794683,3170440581,6350897930
13229497,25739694,49799910,103318816,204637805,389838477,790735529,1565608817,3166990922,6350334263
13185966,25738183,51641528,103383539,204662486,389686652,793185720,1571033940,3166929733,6332647235
13194027,25797967,49720287,103861490,189674467,396242752,814712276,1569046717,3167083287,6350413278
13192500,25780229,49727034,93423400,204563596,396182298,816809209,1584823006,3167039311,6351099331
13193266,25743971,49742702,103838405,204639228,397586300,757514087,1585589964,3167206581,6352865571
13184049,25759899,49715829,95121347,204678744,389993067,757433841,1584406100,3166350754,6365747514
13211977,25744194,51625554,103352053,204645488,395181297,767019604,1583362987,3166205555,6372062260
13194923,25723918,49706599,103410164,204641154,394564504,764066114,1583665119,3167313896,6351858696
13163139,25768096,49714725,103417819,204583562,388914644,790010911,1585622855,3166133383,6351090145
13234362,25753671,49696724,95078386,204641224,392242804,793500273,1585680130,3167269154,6351836403
13192168,25725921,49711691,103351653,204720681,389803538,790471792,1584863601,3166769398,6351850514
13191179,25718981,51642653,103407163,204678787,388797818,790593712,1586066412,3165307864,6366076144
13171115,25721682,51639250,103296198,189639578,396178554,794362862,1584214012,3166346313,6362627177
13195320,25731441,51644059,103421051,185257801,395463407,801958633,1585719451,3166269653,6357704664
13178744,25715879,49693176,95075832,204669647,397596772,794488474,1574416519,3166308781,6420776001
13198745,25715580,49755874,103352787,189671182,395302039,792308497,1586039460,3164459430,6364191221
11920044,25732463,51621075,103274136,189662265,388714747,790155241,1583521451,3166660965,6345028706
11929427,25722862,51617472,103384999,204821251,393861360,793330446,1564969269,3168638455,6389506792
11901737,25722318,51603131,103327962,189600179,389717640,790204816,1585155499,3153850408,6353135413
11915250,25754826,51636517,95116809,204636222,391243922,790385888,1584835639,3168850785,6363066174
11932365,25745983,51600361,95038494,204681849,389695104,782382929,1587373797,3165476318,6386791428
11932624,25784550,51621713,103333043,204674842,394240677,792519721,1585263420,3168331292,6400756130
11947394,25761360,51618729,103275483,204612344,396146908,790352257,1585231268,3151738875,6324081138
11901178,25745569,50979053,95106171,204602043,395464472,790564682,1584667827,3168303931,6331854224
11892817,25767302,49751268,103338887,204704462,397830582,794130859,1589128295,3161986111,6332397266
11913848,25744672,49715403,103353077,204665038,395361267,791219888,1585588851,3168552877,6330636031
11895895,26997563,51629893,95105656,204610855,398765905,797837553,1585204487,3165089329,6329029596
11935799,27583841,51578783,95086201,204694261,398868909,801062171,1585215855,3168546877,6330100047
11886425,25769401,49772455,95086623,204657584,389858901,793657561,1585388387,3158907984,6330232828
11907873,25754108,51647875,95096520,204867146,400734787,790098222,1584991204,3167618975,6329624257
11898042,25757800,51653621,103373501,204829732,396179677,792225156,1585535546,3165039928,6320303278
11901506,25758612,51615117,95114540,204626247,395436451,791366370,1585565562,3154061025,6330395704
11904857,25759572,49915092,103294279,189646893,397459508,790107391,1585188229,3165770213,6328979513
11891197,25795553,51686551,95124310,189637783,389118179,793491013,1584774998,3168755399,6323135403
11891691,25768844,51695750,98570863,204684513,395364875,793451515,1585876588,3165625271,6330316796
11874151,25775330,49738095,103367154,204773138,390784347,790785382,1586285818,3168505860,6324762888
11883784,25723754,51608474,95075456,205920417,395444048,791557373,1593025853,3165241837,6325402074
11927607,25738864,51613859,103381405,204662264,397577598,790465015,1585792629,3168701027,6330849085
11896955,25753807,49838089,103307108,204639769,395384315,785556250,1585137338,3165382490,6307959018
11946975,25776574,49739018,103345798,204655710,395282976,791186246,1592548894,3168817960,6329816373
11888705,25727601,49727712,94993953,204670884,396116950,790448520,1614839132,3164384991,6330319886
11928138,25761160,49759748,95300033,204693702,395306286,793503872,1586312005,3168150160,6328801871
11924723,25766797,51606513,103354350,206650305,397606708,791509699,1585725635,3165329643,6328050648
11884169,25732481,49709978,95117485,205456071,390577348,790554842,1585332009,3166776646,6331010635
11916885,25723587,51591911,95150876,204711858,395298721,793639539,1583702331,3165273914,6328302828
11951188,25776409,49711846,95102397,204627267,397345742,791524372,1585870652,3168153442,6324931066
11936743,25720777,51639050,103262749,204785161,396328470,790768261,1592730333,3164143880,6330715499
11925942,25719683,51577334,95116401,204719555,395349801,793823481,1585603638,3168853347,6327370752
11929314,25714805,51594322,103343197,204649657,397524808,791762046,1582736738,3164300769,6308345985
11945771,25698880,49913965,103392981,204842288,395304715,792851610,1586315114,3168768142,6328978790
11938181,25719879,49995949,95071032,204761603,395268150,791104138,1585371351,3165271313,6320471441
11940683,25745659,51755705,95073629,204836340,390695435,790460541,1585177414,3167516438,6331129816
11921302,25702929,49775426,103272848,204825084,389171846,793624597,1580984729,3165292900,6303175830
11939306,25757682,49716156,95127679,189646970,391309894,791454451,1583503952,3167859544,6329563657
11919901,25737846,49761195,103511580,204782562,389183733,790482929,1585887431,3162869720,6330618099
11920636,25706560,51638848,95234634,204782880,395332395,793613531,1585491738,3172243653,6323462585
11911810,25746425,51646256,103323449,204706181,396001116,790535318,1583982104,3167206316,6330208369
11988567,25749346,49742725,103361204,189643574,395641808,790380366,1580113802,3167185175,6330185196
11936385,25702961,49890813,103265437,189634472,397625413,791194626,1582912064,3166218538,6324404457
11927742,25705020,49819324,103394583,189642748,390734252,790583178,1586411967,3166938971,6327823792
11908378,25710654,49696862,103403859,204757570,394618314,793637256,1585002837,3166519841,6330735001
11983993,25726448,51610743,103364353,189614514,397520081,791620880,1583348181,3167105323,6331422750
11971588,25697478,51828297,103345038,204735060,396958648,798391899,1588277927,3167150139,6323837879
11950052,25718715,49699428,103336708,204613381,395846174,793650760,1585607889,3166440264,6330959879
11911255,25741507,49755708,95087090,189682755,397517692,790648508,1583383578,3166821389,6329136115
11923076,25732060,49688881,103368185,189648068,394421653,790479655,1585339407,3167176510,6323669540
11937492,25737750,49710044,103390712,204795943,389667111,791571906,1583822287,3166440759,6330540681
11926814,25804391,51595662,103404005,205205522,391352576,785001730,1585779544,3167527713,6318455998
11917181,25809314,51620515,103297249,205386078,395494486,793739941,1585057026,3167119455,6322148851
11939805,25741769,51598729,104382045,205142266,397515041,791709848,1585814647,3166732485,6331200697
11907665,25743734,49739204,103821764,204780773,394156493,790615906,1584337434,3166521075,6298235029
12222600,25788857,50987201,103895699,204668521,389893932,794041631,1585295273,3167042304,6322902119
13316063,25753038,49705306,103363380,189690769,396198053,790963452,1586763291,3098060237,6329782599
13189942,26309286,49761190,95169240,204832535,395307144,796154650,1585744960,3167077751,6329421743
13173445,26007037,51054989,103446419,204757965,391894437,792819295,1568439821,3166124986,6323321608
13167242,25743473,51652256,103374774,204758607,396270904,795823550,1585421764,3164605370,6331130752
13172774,25759676,51670959,103344539,204683386,395283493,793571688,1585167696,3166590741,6319844011
13190631,25752689,50552603,95142745,204759645,392899288,790131983,1585472642,3158793817,6329936267
13173893,25789424,49207843,95086966,189690802,395440252,790688349,1584219552,3167286858,6328936227
13181357,25795954,48889810,95086844,204769591,395261923,793525804,1585717075,3167794714,6330390447
13173874,25735508,49707748,103347933,204836132,396185062,790882669,1584620729,3163311935,6330698070
13177953,25728236,49575636,103488251,204695180,396301260,790494599,1585307769,3168464750,6295235241
13217251,25698847,49052357,103452749,204636205,392101847,791508151,1585002819,3167455041,6297659811
13173201,25708517,49728395,95113609,189646831,395431563,790866063,1585744928,3166637895,6331123897
13161486,25703908,49674649,103365062,204319480,395169053,793789748,1584329858,3166132191,6310471588
13191167,25711909,49180341,95095239,204384771,394136631,792350135,1586023342,3167414884,6327652474
13182875,25712565,49709558,103342213,204436893,395349969,791469815,1584889613,3167414638,6330066303
13178345,25710600,49080922,103332598,204310383,397507899,789696376,1585690487,3166441662,6329189901
13151459,25748447,49078439,103332390,204356714,392626113,783406031,1585067492,3166453226,6323927869
13185698,25728508,49844157,103394454,206714497,395263669,790511128,1585855661,3165739309,6330912204
13161159,25723564,49254315,95298054,206571635,396156064,791347907,1583724900,3169727011,6329148198
13165497,25755466,48886232,95121574,189720760,395460230,790608097,1588824360,3166373991,6324329747
13163454,25718572,50299338,95087862,205382965,397714912,793543650,1585323027,3166976787,6330584623
13199508,25719077,52205382,103385890,205285857,390118293,791589733,1585554643,3166170903,6329600714
13198061,25716168,50040215,103298675,205271084,395191788,791867965,1585838326,3166185112,6325184939
13186184,25759581,49921565,103424834,190074276,396290831,777878306,1585534552,3154738341,6330486720
13160791,25753847,49709480,103367307,205976346,395466594,790720921,1585569471,3169696059,6328784887
14457821,25730345,49781847,95137651,205393370,392238777,790162358,1582988057,3168729289,6325935701
14924208,25754495,49538518,95137029,205277583,395537288,783494702,1585880509,3167265115,6398451007
13180770,25733957,49769786,95100345,205294215,395351770,790449294,1585316813,3168281347,6351719595
13213101,25727802,48858283,95071938,205288299,396277011,793282501,1584400127,3166448937,6377249534
13178984,25749985,49968203,95175067,205181263,388849526,791536491,1585093557,3172086711,6333637876
13158322,25712154,49734143,95110862,205232892,388961145,794751624,1583788960,3170811864,6366266356
13181353,25733276,49746359,103365709,205275722,388827186,793462408,1585068784,3167734923,6352274705
13164679,25739642,49485437,103876182,205213605,391854205,790615114,1584662608,3164484855,6375702425
13187012,25734190,49703547,103699157,205300779,392835049,790210154,1585376943,3167508916,6352871484
13167906,25736315,49645862,103587675,189585080,389876447,790729310,1584108085,3164455992,6354653825
13203447,25731381,66612324,103392841,205299412,389545440,790413361,1585100049,3168046622,6352101310
13147893,25731612,49070074,103343979,205214596,395375476,782969505,1583866224,3164101363,6385750659
13175120,25728133,49805319,103384294,205201646,397658022,791535828,1584939614,3168328637,6356365953
13184264,25721494,49637224,103303564,189665079,392346804,790505534,1584860066,3153862944,6404599129
13208607,25718575,49081733,103417674,189662606,388783534,793211924,1588172445,3167339025,6393232765
13198465,25786218,49737058,97222358,205247071,387712856,791395740,1585588773,3164697717,6398202897
13186411,25754693,49561165,99286240,189652554,395119868,790658952,1585766905,3167204780,6373425306
13174496,25716655,49059314,95059302,205178104,397517457,793544383,1553908644,3164250649,6366592213
13161226,25722027,49721040,103347490,205359933,391935370,791508742,1585801984,3168361651,6353212021
13197500,25732101,49765695,103360605,205358570,398664875,790523839,1585110735,3164769353,6351128685
13184523,25723426,49480305,93208083,205268335,391332243,791062276,1585701832,3166710764,6351769495
13167087,25917509,49122100,103265518,205304210,396049144,790423362,1583817524,3164854766,6363008366
13162940,25800290,49766993,103547070,205197511,395567434,789918335,1585431066,3167325917,6352200777
13192881,25739640,49042579,103397732,205252694,391261371,790829973,1584132508,3165057718,6376872081
13177343,25737500,49796415,103339216,205259996,392085256,793529837,1585047286,3167871165,6361412901
13196843,25729883,49625995,103342399,205192132,390063167,790402924,1584179673,3164863676,6330332911
13156548,25675227,49606403,103290626,205234796,394162715,790640228,1585705410,3167321868,6330409258
13179730,25740619,49792823,103330627,189695316,396124698,791642870,1577562886,3164999836,6330225918
13160241,25714623,49052785,95098365,189613709,391432380,796459587,1585540910,3167289189,6354191800
13161737,25731089,49069945,103480280,204519427,391916468,792565362,1584897514,3158585005,6350387717
13166081,25721183,49115182,103488734,204452664,390056299,790661012,1585906941,3167871781,6351081312
13160445,25756142,49799725,103291858,204490497,389067969,793606246,1584039671,3164973078,6353161338
13189338,25684480,49048671,95090897,204423065,390556473,791539346,1585446923,3167689121,6358292625
13163638,25875123,49339889,99161156,204478884,390974511,790681656,1584307255,3157418210,6350270272
13184024,25834499,49748641,99262573,204344442,391034124,793448700,1585934757,3167643240,6400934993
13164076,25722543,49032907,103311799,204539573,390129627,790688186,1555326673,3164592562,6330782675
13185213,25748109,49115339,103365928,204349564,393240725,790466428,1583254048,3168121330,6351305222
13177799,25711851,49073270,103284345,204404677,396077862,791642293,1584180399,3164248924,6388223180
13177395,25760515,49025451,103836990,204355504,395544758,790924368,1583942563,3170074973,6358658494
13203279,25729905,49061168,95574357,204277590,395443847,793647130,1583346253,3164786506,6351021003
13177816,25769513,49297284,95260410,204383043,388977253,791756053,1586196209,3167523948,6353118687
13187108,25730722,49665242,103326428,204564172,393452868,790985778,1585548956,3162756335,6361721362
13334233,25807072,49046045,95119845,204445043,390025333,794203103,1584108738,3099684608,6383758078
13285356,25763753,50444111,103338592,204374907,389263885,790707631,1585135888,3166866875,6324229327
13228812,25753945,49105716,96003338,204762706,390456794,793545183,1585377246,3165750563,6351628883
13234149,25704478,49074798,99144602,204941459,389616095,790728803,1585374538,3167215570,6352851189
13190209,25707803,49029333,99279813,204445604,393952263,790565225,1585068169,3165437374,6345473186
13171622,25753583,49088396,99235688,204466630,390381679,791554316,1585550073,3166999334,6378189306
13185755,25714528,52258600,99260679,204611764,388609020,778472534,1585227176,3167488906,6350950088
13168775,25740078,52104022,103425990,204306675,395527554,793721587,1585477610,3174702714,6349527701
13174296,25727546,49764449,95089906,204280146,395692613,792190463,1584121644,3157294626,6352047702
13164892,25724536,51659317,103260788,204368512,393393687,791406483,1588008949,3166773303,6290473875
13174261,25748247,50802202,103343794,189650263,395436170,790831165,1586127307,3166410130,6372694426
13191197,25752596,52937113,103368614,207066595,397446877,790376321,1584017188,3166928780,6351105488
13172938,25722143,52242959,103388827,204403920,395442570,792158641,1568765254,3165998287,6355541164
13176334,25771737,52000783,103326129,189541136,395382613,791370769,1585277733,3166979837,6346138298
13183784,25738995,51461614,103343256,204253394,393089019,790657031,1582947238,3166990993,6331950256
13181134,25729046,52089780,103288810,204454964,395554099,794365767,1588667470,3165821371,6375670936
13189566,25717528,52059252,95162171,189554655,397538667,777145865,1585624574,3166511338,6370943591
13177315,25740109,52561053,98811447,204492980,395854533,792264387,1584448647,3166145749,6387119589
13173028,25740694,49795658,103500780,204355028,389743741,791353019,1585567466,3166176226,6330811425
13171523,25737244,49796057,103325290,204342724,395339969,790460355,1583359167,3166221493,6345743841
13176509,25744694,49777151,95114350,204445225,389962384,792247605,1586393026,3166728410,6352998968
13164450,25781276,52081526,103438029,204274247,396360932,791431168,1585490847,3166382642,6376741704
13168768,25727125,52042212,98434807,204341605,395887420,790355120,1584988943,3166684328,6406827931
13169350,25725355,52051204,103354792,204396333,395482536,792150651,1585162644,3167348049,6405318309
13187473,25704861,52103366,103394174,204318692,395330348,790411861,1584037450,3145964655,6386841760
13182585,25705179,52258154,103358179,204400343,395508191,776757756,1585109519,3166080456,6406439909
13178793,25709212,49954327,103364016,204332165,396518577,787633239,1584318617,3166809781,6414104142
13195040,25702811,49775691,103850610,204396576,395442244,792103372,1564776898,3166033736,6409984152
13213331,25722629,50473316,104060532,204367637,395851843,795393197,1585542249,3165801691,6331689379
13164548,25760593,52666327,95420286,204282178,392969054,795243913,1583750109,3166951802,6329818272
13224216,25731317,52304213,103395721,204348489,395558751,786780516,1583875704,3165207704,6329669709
13218208,25765738,52086032,103302468,204307325,395360768,773031042,1585606204,3166525122,6330225515
13304186,25700643,52070977,103347909,204347166,396546682,772391898,1585588444,3166398252,6330755292
13248473,25701570,52147347,95101906,204375705,391219172,769505786,1584299098,3144129012,6328822742
13210511,25723957,52072052,95151677,204419014,392682051,769363679,1585494778,3166283690,6329835031
13182506,25721413,49856849,95071587,204362195,390115862,770172672,1583479552,3165433129,6328873063
13187745,25730379,49887539,103375630,204335559,395305939,769436843,1586203367,3166049093,6330090835
13165133,25714505,52120647,104218075,204293112,395476223,769584055,1585562632,3165561175,6328703321
13174580,25711934,52173302,103490647,204400974,389836494,790758537,1583884156,3163961471,6330978845
13175771,25733604,49914000,95046348,204395465,395573443,794218045,1585863696,3175817082,6328988548
13170844,25745455,49786651,95131804,204351599,395624166,793410787,1585577409,3167781486,6335948779
13162477,25758421,49796218,95097114,204374504,389711380,792357016,1583302746,3163212918,6336746346
13171472,25757538,52072087,95242796,204514521,394147977,792351569,1586391369,3167042087,6334612556
13154834,25728926,52050767,95207395,204367210,397532416,790639687,1585436594,3139664035,6330788741
13174613,25714704,49824095,103336586,204451777,391305573,790532339,1584972572,3154358992,6334615465
13182261,25706987,52095809,92854633,189635403,395579850,791432022,1585242704,3164566970,6329037141
13175718,25742264,52098987,92986059,204418987,397507993,790513878,1583523198,3167011826,6330858632
13174063,25733580,51413161,92938921,204355062,394782545,790466009,1587908863,3163626565,6329653664
13161859,25711181,49927726,104397750,198023061,395410806,790665849,1585642151,3167752394,6330710375
13177210,25727736,52163510,103689817,204383135,392158830,794048330,1584721811,3163687290,6331686261
13181795,25718086,52042756,103679195,204426052,390746209,791585900,1585539717,3167679978,6329619103
13181113,26827974,52125112,103342137,189584190,389826082,790737857,1583957716,3163437935,6330440046
13166215,26075892,52151553,95136069,204412203,391260346,797465000,1586514456,3167776505,6329259547
13174950,25725677,52084732,95140865,204548338,389708619,796920210,1585352180,3163549978,6328923426
13193470,25731698,53093181,103380353,204600975,395425220,793555253,1585459254,3168124991,6328856441
13167018,25755314,52648397,103498801,204492067,397530954,790681571,1585831122,3167831232,6329397059
13180851,25719563,49925246,103387660,204432760,395323862,790518589,1585424225,3167958379,6326956897
13169663,25718278,49804331,95005874,204344464,395522398,791494234,1585783964,3164263031,6330091932
13167159,25768186,52071576,95313113,204419790,390926585,790702384,1584227873,3168314504,6330019859
13185696,25746417,52055462,103511377,196499104,395599540,793604998,1586200701,3164794654,6329035361
13166796,25752845,51570417,103400965,204441844,395377774,790673758,1585963138,3167739335,6329810612
13159763,25717378,52147727,103342041,204555762,396166651,779623044,1583787169,3144041872,6329597548
13168538,25725915,51381757,103330972,204372788,392807669,791669441,1588198758,3150562710,6331051782
13166405,25737880,49806017,103890316,204343099,391914663,790836632,1585412227,3164535545,6325277632
13183170,25740232,51436766,103739112,204430178,396740479,793770570,1584505391,3167804422,6330239664
13176855,25752305,50595515,104225642,204303813,390106323,780007095,1586488590,3164395803,6347528423
13182223,25737886,52088466,95131166,189883458,390655553,790563846,1585788993,3168603740,6371155293
13179985,25703640,52054581,103357266,189636425,392400615,790278022,1584114989,3147651051,6386431230
13158733,25786153,49756562,99277618,204282038,391843538,790416190,1586156259,3168753901,6334544471
13152682,25722565,51558236,103398544,189667855,388924988,789952113,1585266827,3164678516,6334865234
13161260,25746353,52491649,95190899,204335960,395335267,790324608,1585001600,3168503923,6329475939
13196679,25761638,52060407,103393593,204381500,396135558,793442008,1585404827,3164061562,6305922281
13201311,25749770,52075923,103384742,205122456,395397562,800957725,1583329249,3168041099,6322805125
13203713,25747467,52057106,103371333,204426169,397621794,795558471,1586320454,3164685591,6330286453
13187514,25738352,51654756,103459108,204382917,388944475,784628663,1585483922,3167266495,6330253045
13327781,25763872,49745297,103367855,204350149,395145144,790384026,1584581769,3163925852,6330102378
13315319,25920738,50025579,104122162,204335784,390726459,793369061,1585818542,3167531889,6330799724
13177058,25881095,51955291,105796137,204270689,392363715,789167458,1583748601,3172302319,6331271692
13197436,25760102,49861487,103670039,189664641,397433666,790156687,1586128891,3169916950,6331144214
13177934,25754244,51084699,103299202,204694970,395484268,782212911,1584937953,3166771919,6321222992
13181258,25729083,51628675,107684927,205093396,394798451,790403583,1583110525,3167613312,6330335506
13152885,25699871,49737300,103465997,204508500,396166488,793393428,1575697706,3172313585,6329644442
13193730,25768958,51655166,103426750,204384099,395437237,790273096,1585499376,3168258609,6332984450
13214198,25721828,51644450,103368829,204590852,397549127,790149404,1583222302,3164733376,6330107212
13206048,25718016,49809354,103364389,204473574,389824214,793812304,1586015809,3151019693,6330884635
13213656,25718838,51653860,103334293,189600501,389121678,790770825,1584999952,3164381233,6330325295
13174822,25752506,49746819,95124660,204403425,390621085,793423773,1583259550,3167968360,6326069888
13165546,25729399,49751086,103274234,204350964,389300609,790143791,1587857564,3164359646,6331165891
13178162,25886703,49716366,103395848,204478798,391881037,790242696,1585556874,3172185784,6330937183
13183459,25879602,51641049,95066473,204410504,387301975,791169991,1583165682,3161514973,6330991379
13228585,25722907,49733049,97529640,189614444,394122358,773206037,1586210476,3167023965,6330689120
13228792,25743250,51820720,99170302,189643806,390586609,792082640,1585412322,3167777138,6330201164
13208307,25730485,49795939,99283431,204397104,389200377,791673781,1584256434,3168962423,6334885636
13246341,25735277,49780636,103269458,204369689,391231056,790633851,1586688168,3174440444,6325789046
13221395,25775682,49801567,103359459,204271020,390023362,792545582,1585280997,3166861896,6331754508
13228772,25743879,52079394,103316030,204371203,397395897,790893326,1582922144,3166863137,6335241701
13196763,25728040,49822808,103412980,204377555,396166334,795644532,1586282805,3216205952,6334074020
13190612,25721637,49780309,103371367,189561920,395478557,791885850,1585675617,3167934162,6330206407
13199601,25786303,52058810,95135985,204527340,397550840,790844217,1583816578,3172618922,6330697239
13224238,25781345,52046423,103302487,204338016,395513684,791435893,1585752632,3175461853,6321309445
13227352,25743726,52173477,103810550,204310983,395220782,790656768,1585428117,3168650862,6307199474
13214460,25725519,52052187,95026896,189633899,396151037,793620588,1583246353,3165847262,6330541827
13214169,25724455,52088084,95096998,204402581,395369438,790586957,1586261040,3176018227,6324937767
13195254,25715618,52063722,95038025,189712768,397569600,790518776,1585702362,3197924584,6330326377
13209909,25704557,52060041,95126012,204413562,389761329,791470974,1583797854,3172399318,6332734002
13221553,26063392,49840583,94983378,204368660,395381936,791929528,1586227135,3170526935,6328994653
13184611,25396159,51403447,103802290,189655859,396161284,790658603,1585280714,3179792503,6329134697
13182761,25724242,49793736,95033498,204454818,395435280,794649265,1583862573,3177666583,6328923497
13181116,25733861,52053083,103798953,204397285,397573538,791565452,1586096622,3168581384,6331532633
13186155,25716235,51390290,103760567,204443513,395450694,795725718,1585090053,3187014982,6328867394
13197740,25709431,52976525,95123943,189625898,395313722,794556629,1584645597,3228982746,6329549739
13250406,25733815,52110130,103296090,204326246,396086982,791957776,1585480497,3169053431,6328569318
13208051,25702278,52051786,95103818,204313590,395569418,791003265,1585457554,3212394891,6329300334
13202562,25718126,49758519,103290096,204422801,397588321,793554252,1584108181,3200622919,6331043416
13185557,25764479,52109768,103361267,204287578,390098487,790768093,1586337530,3178544847,6329170523
13211228,25717531,52279504,95066764,204514159,392734219,791857825,1585293916,3204481841,6328790966
13222080,25762948,52194604,103326243,189682120,396151543,791673131,1584152014,3204662339,6333783122
13204292,25728533,49796230,103279799,204285086,389622844,790700448,1586332425,3166256966,6328860503
13186535,25780115,52038023,95134948,204398021,397485938,795926518,1585565723,3178967144,6317200584
13211665,25720823,52048590,103333835,204271145,390096566,793442535,1583644670,3162576347,6328749440
13180896,25735794,52094829,103338370,204388362,389145089,792410853,1589097461,3167323348,6332226783
13198800,25709741,52066566,95042451,204564409,394462273,790473779,1585511220,3174205442,6323882789
13197981,25747716,53046529,103405238,204278694,395529911,790445017,1584377004,3203248333,6331113401
13177860,25050099,52085090,103303126,204437740,397545067,790084718,1588188601,3199900270,6335310184
13190317,25704820,52120633,95103470,189662868,396288632,790190249,1585425517,3164916365,6326239284
13308346,25725732,52051177,103285979,204348845,393425082,791027543,1582970509,3212161415,6331522013
13326239,25753688,52462560,103517159,204307466,396236580,790340971,1586195401,3163332193,6330536220
13254347,25807862,50211983,103323380,204392156,389855632,795630813,1585407433,3221892786,6333035582
13278703,25828681,51547492,103352827,204357937,397596864,791138459,1583782514,3182778837,6330531296
13192829,25723628,59868665,103326149,204386788,390076315,786012929,1585849497,3166126904,6328548036
13193712,25704481,52098605,103472735,204365210,389109515,790906100,1585215153,3170416698,6329160609
13202999,25734505,52056601,103403854,189645495,389885000,790397653,1582698251,3201046974,6329490887
13187721,25728551,52032418,103371369,204415872,389904972,789915260,1586404513,3178547549,6329426752
13197683,25721217,52078502,103315625,204411973,397278936,790374710,1585339304,3171258821,6329257498
13175900,25710571,49783102,103850649,204503930,389845249,793904378,1583680929,3171167213,6331111457
13205020,25744021,52064994,103849118,204470857,392009069,778893652,1585975259,3204297974,6325565641
13193201,25756914,49786616,103579954,204396312,390740591,790381664,1585344785,3191053392,6329846286
13200022,25712063,49765409,103300138,204356482,388992312,793357829,1582751354,3169839904,6329598355
13223947,25704879,52098113,103371977,204365204,394728927,790330845,1588299187,3198182956,6330916097
13195287,25693965,52083685,95210784,204420573,390069211,790187198,1585296436,3214774582,6330453305
13173512,25747883,52093923,103578422,204406831,391075614,794301534,1583407300,3187467424,6325519391
13162140,25751206,52089350,103379566,204347071,390998500,794403633,1585874801,3205445767,6331519431
13176964,25759555,52074116,104067745,204293208,390167926,772351181,1585428844,3171422768,6330118628
13235222,25748376,52020924,104217143,204362245,396234586,784635036,1583928006,3199250674,6323607332
13180365,25709623,52066507,103843847,204422147,395551046,789929658,1586471001,3241994077,6331200721
13177468,25710827,52037171,103352614,189636013,395362055,791178119,1585096364,3215896288,6334384936
13209839,25726316,52093345,103422635,204442235,390564792,790372340,1583125604,3190509980,6330053420
13204710,25726574,52081522,103313890,204366306,388972716,793377312,1585889717,3192909920,6332455456
13209417,25735310,52087533,103492268,204393914,395880769,791522364,1585537239,3167164046,6330473996
13199460,25734206,52141352,103446577,204436864,389948987,790795235,1584238008,3200721795,6329178958
13243765,25725069,51958760,105354530,189600517,390775075,790593887,1586132922,3208605195,6335144358
13195768,25717853,51656400,103673365,204391911,396112979,779257499,1585209031,3196159972,6330869317
13235162,25760799,51882812,103570896,204531786,390130495,793329455,1583248217,3220175129,6333107231
13166001,25773049,49783744,103253898,204342830,397672155,789228052,1585940538,3215458379,6330334264
13250726,25762067,51102974,103490176,189686297,390110357,791080139,1585661669,3192478042,6335705099
13179850,25750999,49753679,95133726,204342914,393541144,790730432,1583724569,3170253244,6388320579
13222827,25729718,49731983,103471313,204441908,392973185,790842498,1570464124,3175098169,6380394449
13175987,25720529,49730934,95181220,204267990,388991198,792471739,1584990575,3193068904,6362209015
13266890,25733395,49737206,104711708,204429812,395350039,790705888,1584949590,3174403955,6476224881
13197476,25873564,49828393,104580078,189700848,395406969,791005792,1585337528,3170982388,6404117895
13182121,25785359,49905309,95239175,204317176,392193007,791506135,1583937942,3167053124,6435170989
13189845,25735505,49833235,103457324,189649643,396382974,790633821,1586014799,3185626754,6436942825
13187126,25725606,52057958,103359649,204266155,389039957,793774663,1585739068,3178845598,6377626708
13216462,25741310,51562552,103447475,204335112,395152297,790891837,1583875108,3177508657,6375986520
13196091,25725940,52165157,103491468,204507182,395473924,790747170,1586635157,3206323967,6358678473
13204939,25704424,51424152,104778867,204308636,389998285,795699827,1585325072,3228484878,6377032631
13186709,25719796,53025842,95904733,204388503,419345449,790866186,1583858950,3227178761,6403607748
13218949,25721628,50365731,95453646,189669852,401339564,793607500,1585801765,3225723309,6377223611
13185153,25731304,50829905,103481803,204514843,391143624,797608624,1585771741,3235651818,6363121646
13195082,25738913,49819472,103344037,204446443,390107917,790845813,1583665574,3170612558,6459968472
13188084,25721487,51664875,95255758,204461989,389052881,791506044,1586639845,3180099635,6434439319
13187101,25722830,49771604,103478881,204402956,396129897,790574964,1585313890,3177844769,6400028879
13202582,25709514,51650640,103838224,204382406,390111081,790788790,1583924064,3221372292,6364102242
13339305,25710934,51693870,105408693,189590077,397377092,792408896,1588656303,3220224623,6362024482
13307183,25934130,49734609,103642832,189669032,390106982,794259570,1588258832,3179100779,6357236475
13212033,25820389,49754712,103460331,204413522,389781196,791443261,1583627231,3171161522,6363342561
13213565,25716579,49744322,103532870,204550418,396286930,790210015,1588847058,3168871989,6329864638
13188436,25719344,51693528,95181334,204350688,395540954,790998696,1585195245,3182869226,6374574754
13211518,25763526,49784966,105659400,189576136,391831804,790176962,1584477442,3169289854,6371159626
