SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192
706421,1252969,2151653,4162250,8073570,17218078,32239444,65773893,131808624,260266798
700916,1244502,2184843,4148297,8093144,16417473,31542561,66729367,128858218,258889689
707264,1218045,2161601,4162294,8155796,17506720,34051942,64425849,131601134,252217712
697487,1231135,2159944,4115134,8075816,16289787,31672380,67172281,128763788,260859646
700762,1225273,2158569,4117274,8126700,17526035,31535651,66528024,131596468,258716346
698720,1223559,2151893,4075370,8122516,16383512,32156435,64346287,128707465,251524397
701272,1237568,2176699,4166796,8122239,15709972,31650222,67006321,131633991,260062080
703911,1261711,2169448,4102640,8152770,17037862,31334474,66356841,129012536,259158198
706856,1241949,2152513,4128631,8170543,15821243,31608573,64387549,131653627,262980541
699871,1245975,2145266,4114143,8178416,15859194,31542577,67088951,125832136,260745689
703844,1237422,2181614,4113255,8144756,16392132,31710818,66603689,131826100,258455446
712521,1218382,2166100,4090665,8146176,15815023,31487688,64535427,130581192,251458496
704801,1235350,2152577,4146926,8147233,17415325,31916561,67179340,129314324,260009039
703360,1233389,2180312,4121136,8148154,16490156,31503371,66379930,138196654,258864746
709886,1245777,2166180,4145984,8089528,17006267,31441533,64527543,134183765,252001590
712021,1229883,2151514,4083670,8121788,17057281,31630358,67136678,130293543,260405158
702100,1236604,2169467,4110479,8103828,17255609,32395873,66410393,129610782,258620907
703072,1217469,2151400,4081761,8127158,16141241,32006729,64473196,130804709,251567200
704974,1231083,2151256,4112123,8160035,16069914,31814695,67368986,129520646,260250155
703129,1229350,2181975,4100461,8089865,16578575,31709114,66540361,130798229,258669375
697353,1221422,2166889,4137429,8125073,16181500,31588178,64419841,128785679,251685061
699930,1237538,2164255,4112236,8145105,17897694,32351677,67160333,130643439,260121306
702396,1223391,2187363,4108036,8070775,16879744,31542138,66655379,129818931,258784259
706113,1206466,2168203,4077642,8063301,17394736,33874254,64403859,130557888,251585956
697926,1229848,2171725,4132176,8057513,16236296,31494868,67195866,129806360,259776115
706221,1225989,2183519,4113103,8077714,16293273,31280932,66659281,130714923,258782520
705051,1213424,2183057,4217773,8089121,16840103,32153915,64314331,128846639,251275521
700813,1217676,2171523,4090706,8041895,16419728,31403998,67161679,130650039,260008252
694020,1233691,2187285,4118312,8097400,18007798,34076532,66637946,128888779,258615511
699050,1218907,2171646,4061297,8083323,16972707,31582050,64455208,130665974,251967313
693204,1232749,2176869,4131443,8083896,18118973,31269184,67225699,129870815,260077819
702751,1230812,2175268,4132714,8082502,17135890,31886287,66930421,130742629,258671381
696777,1215587,2166093,4131027,8049550,16324439,38304309,65737139,130025332,258364635
706428,1230732,2176950,4094818,8087710,17495341,32859409,66932907,130902741,258648992
704782,1227169,2164618,4119918,8096096,16239030,34407576,64484452,128879380,260860583
701524,1213259,2167381,4061848,8065817,19225792,31409790,67155741,130530683,259265186
694936,1232745,2183698,4137659,8108155,18390167,31280445,66953296,129777977,253038489
699208,1227821,2172331,4103805,8114952,16319222,31143687,64417687,130917802,260315094
701001,1250518,2187402,4160828,8033914,18013756,31769134,67170070,128844463,258443013
706165,1221271,2194067,4115974,8069692,16969430,31356061,67717077,130782440,258766689
697828,1232184,2181971,4143212,8046205,17866510,31473087,64394006,130014416,258533198
695891,1197394,2163921,4083735,8058196,16899595,31335941,67040433,130708060,258809506
699997,1228646,2187437,4134227,8077872,16320311,32199390,66542816,130020900,258428771
699250,1238374,2182962,4111951,8079521,17523542,32084551,64345901,130803142,251547218
699320,1210811,2167836,4121688,8182468,16282584,31462796,67049023,130075153,260544828
706775,1243946,2160462,4182159,8117164,16360548,32241462,66516844,130753760,258721968
708374,1230526,2216340,4196969,8088110,16908764,31462618,64286166,129965827,251307797
706249,1224930,2171639,4143515,8069674,16274543,31653588,67175196,130529027,260428935
701403,1227713,2176934,4193175,8039810,17788500,31541149,66473661,129779547,258454227
712034,1233544,2173657,4180395,8055288,16789532,31434547,64382668,130541948,258468466
707853,1219236,2165259,4171583,8116749,17847546,32205868,67108351,129657520,258609351
711891,1235300,2170549,4100112,8074568,16776844,31649708,66510059,130568405,258677304
698672,1239232,2173976,4098601,8050831,16260063,34099839,64479024,128959748,258571046
703796,1209510,2155574,4127250,8066083,17366038,31459427,67199717,130456197,251395139
696421,1227830,2173737,4129867,8047858,16163075,31390984,66531769,130015209,259872823
705644,1223351,2198570,4138720,8057322,16104557,32128784,64351310,130915964,258683319
699412,1272338,2162618,4130391,8079449,16538775,31628821,67162696,129995523,251438958
707847,1254790,2182311,4099781,8074231,16178677,34220963,66805443,130791467,260117424
706275,1235630,2182197,4140410,8089700,17694250,31571531,64480503,128767384,258563598
699530,1232302,2150644,4097407,8050441,16530248,31553168,67296699,130637939,251470469
698283,1290945,2162123,4126840,8067788,17850062,32152088,66741198,129650503,259822351
701304,1288080,2167006,4106300,8038891,16631433,31595066,64321019,130626543,258875951
701782,1243565,2169827,4101982,8005438,16234720,34169795,67489338,130116991,265169620
716153,1247824,2164655,4112927,8055133,17260365,32253355,66609507,130543890,260385797
713757,1224465,2180768,4115488,8031090,16115774,31631574,64481850,127115012,258190880
710205,1224785,2155731,4087768,8096619,16138377,34056942,68237770,130646825,250947654
715757,1230554,2178603,4104554,8130813,16498517,31524465,66774800,131272163,259738416
703954,1232579,2163426,4101556,8087143,16202647,31628599,64683643,128810942,258656582
704003,1238367,2155829,4202313,8118488,17663005,32087017,67289942,131374976,251562839
706058,1223068,2168207,4090131,8041279,16612768,31558421,66704142,128854871,260218490
713836,1230022,2177382,4129706,8004632,17719894,34067609,64395939,131526167,258397645
702501,1222642,2155332,4066238,8053667,16633783,31570625,67261453,128721253,251394155
698792,1256643,2172844,4102088,8073534,16276763,31444062,66404324,131575913,259976941
706886,1219161,2210292,4124940,8058876,18381013,32175653,64326804,128845172,258486113
702949,1212536,2168323,4160460,8108855,16200316,31581438,67271418,131624289,251312325
694585,1228755,2168208,4090324,8038785,16125320,33957770,66620252,128770653,260206524
693223,1229454,2177720,4104374,8066595,16762906,31391821,64288579,131760356,258265909
692906,1205219,2170354,4073784,8073123,16304165,31212132,67204836,125987455,251273798
694923,1222913,2187665,4145488,8023892,19745347,31884565,66564473,131793459,260335493
705266,1217745,2196007,4116083,8073016,17698674,31410938,64236523,130842204,258869430
700124,1227401,2175898,4127793,8068132,17778268,31190447,67226676,127273850,251060616
703450,1242928,2172049,4077200,8106467,16822961,31291435,66549606,130897829,260040481
706016,1206263,2181038,4142354,8102206,16278572,34088238,64438798,131842658,258436370
699289,1181791,2167634,4144048,8062362,17307577,31374532,67090736,126309418,251503384
701053,1193355,2173547,4190429,8049510,16130923,31248461,66454312,131657990,260115564
692004,1193145,3010159,4168597,8053233,19186904,31924299,64309261,130821198,258681865
701032,1184128,2372004,4133245,8028593,17131455,31495073,67155251,130085206,251495627
706933,1213740,2169157,4110315,8086032,16237427,33860262,66539983,130943860,262592627
701024,1190552,2178585,4128018,8094548,17696673,31426125,65697237,129899921,260702473
707452,1177455,2221273,4102706,8086237,16696229,31230033,66541325,130721108,252454766
702429,1195592,2224031,4127298,8115099,17865555,31831968,64453571,129965296,260191544
695298,1192662,2226000,4123209,8021528,16740210,31431463,67240833,130583226,259352047
695000,1191930,2200797,4123469,8060409,16268071,31431214,66500185,128838257,251452979
697414,1191060,2212911,4113463,8054023,17746537,31438245,64370855,130563793,260551863
698612,1189975,2195368,4163865,8058335,16557561,33833198,67293378,127234618,258481420
703113,1179213,2193876,4156673,8039004,16222699,31925647,66469354,130523728,251278269
697385,1193294,2225545,4191842,8078552,16014072,31462545,64293492,131780388,260581125
702281,1195724,2206662,4174680,8072294,16202525,31262976,67278117,125912396,259006628
703258,1178115,2210726,4174818,8089409,17601697,31394582,66593509,131829992,251741324
702163,1187533,2187482,4188375,8038851,16727897,32301551,64371930,130225842,260220492
693301,1186942,2209833,4126399,8067074,17790930,32304517,67121113,127388560,258471225
703850,1179038,2196266,4092025,8067199,16684448,31411566,66657797,130794667,251578573
736241,1204741,2206461,4137142,8065328,16263656,31302142,65716305,131599064,260108780
740328,1189484,2203904,4124013,8047640,17357982,31577667,66685000,128736984,259074006
708835,1180498,2211535,4139171,8061781,16123126,32488839,65714833,131548268,251665255
710819,1191473,2198654,4114708,8085562,16132157,32321614,66706093,128756343,260333422
705976,1187844,2209547,4116891,8085255,16640814,31628460,65833596,131448600,258513481
701001,1184642,2192094,4105347,8020144,16144181,32762349,66618846,128802809,259007427
689264,1193468,2201274,4119560,8075830,17663641,31593445,65913029,131547117,258826472
695744,1189514,2201914,4164086,8058417,16677511,31765086,66746446,128776598,259016641
697377,1177113,2191015,4146758,8038387,17773347,31465740,65595179,131511218,258533187
713888,1189073,2174444,4136202,8248572,16629275,31440656,66563247,125971335,251369765
705283,1187562,2174822,4128738,8158076,16208891,32216011,65660077,131994796,260296750
708866,1181411,2162037,4120097,8070312,17646732,31597530,66669768,130251273,258787483
704850,1192444,2166256,4128215,8097988,16577119,33969897,65797276,129941477,254195756
715377,1198602,2194551,4100844,8072954,16225032,31542375,66580066,130513877,260679538
706711,1175726,2149287,4140013,8065525,16003379,31422937,65799100,129929115,258536737
718019,1191122,2146782,4276339,8081832,16209616,32209440,66554746,130277114,259169888
695440,1186733,2181189,4110491,8040035,17732249,31570136,66009449,129993789,258449023
702711,1182826,2155498,4078162,8091567,16645783,34316739,66645678,130424624,258863496
701192,1206701,2154240,4124786,8051402,17911738,31540713,65887685,130019606,258774810
705266,1194410,2204998,4128961,8350318,16618253,31539487,66537297,130188276,251645684
716998,1180065,2167787,4147315,8099710,16214164,32082604,65699570,129717291,260727535
697298,1190912,2165183,4093443,8047376,17244913,31667643,66437795,130315461,258785865
694215,1181778,2230093,4108519,8074254,16353114,34079741,65769790,129807721,251116263
686669,1185128,2188433,4083615,8064619,16152969,31531487,66566694,130308152,260479350
696517,1190315,2205404,4142750,8108132,16704437,31480174,64234199,129742476,258543261
701098,1192079,2200739,4115909,8052155,16320741,32095585,67094496,130590257,258832578
700920,1183726,2178156,4144827,8049418,17762609,31610306,66555526,129793914,258773074
705896,1198241,2178133,4100504,8051127,16731528,34003477,64338911,130554958,259052715
704814,1192572,2198293,4113464,8052158,17227047,31562040,67166366,130221276,259052240
695546,1179175,4405996,4087404,9882604,16267697,31384759,66446626,138419953,251391194
697339,1191689,2994029,4134060,10419014,16128516,31934179,64274418,134171277,261083397
701144,1186454,4123416,4120333,10317004,16594497,31400914,67203735,130384974,258789921
697405,1182625,2229962,4157266,8591246,16187418,31051431,66489811,129981549,258892108
706884,1199740,2223325,4578897,8079060,17668340,31318274,64312774,130445436,259086122
700578,1190096,2235490,4306853,8048344,16693357,31400005,67195341,129986689,251746726
709575,1178986,2200786,4094299,8082507,17691017,31321910,66604201,130567181,261165058
709692,1190266,2256288,4121246,7997267,16716063,31104433,64236951,130032084,258742554
706261,1184498,2243740,4117347,8079428,16235262,31729058,67229296,130664100,251308358
705164,1188471,2229433,4139549,8113356,17110189,31169276,66558004,129904992,260517706
705391,1190182,2279213,4102947,8024639,16226687,31267940,64490987,130215692,258892082
711242,1193770,2228812,4140075,8112930,16065157,31302725,67161225,129990635,260658041
718913,1179303,2234614,4072462,8074145,16545725,32319431,66520001,130476351,258739553
705872,1194577,2311864,4131178,8089875,16217656,31464625,64277762,129994027,251630324
713865,1193202,2258718,4118530,8078930,17736976,31525025,67211268,130667661,261095657
712366,1180087,2215974,4156604,8057230,16730760,31938478,66776711,129884343,258759770
696994,1194539,2251349,4118588,8047965,17276547,31543199,64379690,130655066,258920507
686429,1197314,2221422,4136154,8106333,16157891,33827966,67195487,129967542,258225700
695577,1203007,2191327,4082687,8016002,16090617,31969922,66382207,130748618,251487662
682605,1202347,2238448,4122267,8126555,16677837,31468509,64307294,129933670,260139909
706001,1186382,2186924,4118196,8106152,16202421,33893994,67279148,130749448,258626367
695453,1179479,2226962,4144791,8069455,16050128,31369482,66625295,127343084,251566632
712554,1192188,2249162,4103847,8064068,16278378,31276428,64359397,130601641,260353798
701367,1185722,2280038,4130975,8026481,16061202,31863738,67241769,131502075,258275468
698170,1190641,2261980,4368242,8056792,17217385,31439916,66514399,126185309,251255184
686478,1190891,2255139,4494941,8103469,16869528,33822637,64272764,132082697,260129583
700313,1181580,2212687,4414137,8009545,17830078,31924451,67058813,130351739,258665394
693806,1179124,2239640,4136229,8057043,16514827,31442662,66625073,129679413,258335508
702786,1190780,2214641,4108080,8073878,16182819,33973804,64335763,130260466,259013824
701106,1191848,2226317,4134783,8062773,15968777,32154661,67256149,127178004,258704039
701024,1176697,2272596,4073612,8004988,16232661,31576307,66413436,130745600,258593511
703370,1194717,2210317,4123824,8080566,17195305,33990921,64253704,131609807,258655910
696361,1192785,2182680,4103352,8028572,16896127,32125267,67213565,128573519,258861805
695367,1178997,2192651,4131687,8013308,16038524,31377383,66393337,131004968,251411068
694853,1191998,2184865,4124834,8068710,16068268,31314491,64317271,128958318,260396235
698495,1180670,2188996,4114865,8073734,15978504,31668023,67049374,131694736,258628455
699182,1179478,2241471,4085646,8020154,16508396,32422866,66623088,128890727,258566933
697819,1205698,2208111,4116147,8081736,16154601,32387065,65788149,131403504,258435417
708777,1187656,2187210,4128955,8053782,17635214,31453233,66471377,128766440,253836242
700233,1179057,2206437,4129712,8027112,16628212,31707919,65067695,131840000,259999425
695275,1195081,2182481,4099528,8080807,17710068,31658310,66617576,128722420,258784628
683688,1185046,2200391,4145981,8046763,16658872,32627773,65726085,131931509,251571351
699129,1188685,2143372,4114567,8093084,16240944,32264714,66677617,129027990,260587960
701611,1193321,2167914,4129247,8097458,17202223,31650372,65885506,131803617,258646342
711878,1183995,2167032,4101025,8002127,16220346,32532325,66606710,127896571,251584652
770090,1176799,2155635,4135988,8070297,16048142,31585444,65525218,131670194,260975960
722829,1191363,2140515,4102439,8062929,16498355,31687241,66474230,128372825,258516875
699987,1194146,2179134,4111302,8036960,16162684,32132342,65745810,131511192,258474059
696342,1177853,2158110,4063653,8052498,15969570,31574220,66508680,128856353,258661886
689558,1194065,2176028,4136378,8051957,16093753,34057505,64280739,131874140,258359331
690073,1198227,2145947,4111362,8038165,17522406,31501118,67266715,127905355,258652386
698605,1178598,2159947,4118387,8005489,16523186,31423685,66645637,131908372,251595268
695004,1191225,2167741,4106157,8082907,16188301,32244620,65802387,128484873,261059916
699358,1191463,2151368,4130858,8100627,17622399,31612211,66600757,131943237,258694784
695311,1180647,2174829,4126024,8024001,16649116,32646100,64204622,128800743,258919236
697629,1204804,2184154,4192773,8078629,17151458,31535486,67257493,133180102,258537224
701894,1190907,2184954,4154261,8053604,16111662,31366032,66625142,131924289,258791209
683901,1176739,2204801,4185025,7996289,16060342,31259510,65483541,131839233,258274816
689228,1191469,2169462,4216782,8077697,16517795,31118725,66314649,128828639,258725333
684645,1187870,2174645,4211975,7999751,16136891,31779570,65759636,131720102,258333275
696344,1190384,2145019,4144108,8066887,17619200,31389633,66515299,126100716,251539886
688660,1194255,2167100,4198921,8117130,16681398,33778048,65976659,132139843,260782844
695981,1205736,2167622,4203281,8210446,17657769,31375840,66682252,130479864,258491548
693560,1214826,2177503,4183644,8071201,16741846,31270634,65855730,129002773,258254847
693956,1217032,2170717,4199567,8062072,16291308,31933576,66709074,130626737,258584789
690614,1191325,2172110,4216264,8054839,17209045,31378944,65791636,128794888,251479191
692717,1177283,2156952,4155382,8022524,16205895,32347518,66477306,130578390,263253462
693519,1194076,2157562,4199004,8080147,16079514,32089174,65626901,129777649,258876670
698849,1196917,2168748,4206872,8057535,16571048,31418686,66450134,130699121,252129763
694044,1178749,2171636,4197719,8020757,16193649,32049676,65806807,129966647,260649331
690665,1190313,2160850,4555944,8056201,17603841,31441650,66698557,130617337,258778598
704181,1194135,2171874,4209954,8078410,16788348,31388941,65648693,127304527,258819035
691632,1176649,2152646,4181860,8002794,17746224,31818579,66629088,130487810,258916165
703220,1197151,2161005,4148863,8061348,16679141,31425253,65908512,131909912,258659091
696423,1193010,2162198,4073447,8193319,16313564,33840890,66632072,128564293,258745650
697551,1179761,2196879,4139659,8134442,17375994,32004075,65694108,131751315,258737898
704347,1194285,2181702,4064398,8032152,16314590,31396039,66714040,126271401,259031193
705935,1189494,2170246,4102979,8003810,16231872,33817262,66020969,131705816,251343180
700016,1191977,2162860,4084613,8042450,16624748,31329879,66681963,130546364,260952606
696707,1190987,2164234,4113979,8088053,16157052,31253022,65788151,127431887,258773346
690286,1190561,2158757,4150456,8013047,17525851,32006721,66504860,130441381,251116769
691398,1178349,2188711,4145873,8058438,16693225,31400591,65674814,131733472,260393096
689181,1192435,2153095,4076845,8071972,17732060,32347116,66790005,126275266,259174134
687317,1201963,2189574,4095011,8022702,16722508,31540816,65694871,131858019,258521263
686175,1180669,2151802,4060846,8016516,16159856,31571350,66459977,130422966,259329332
693497,1192571,2160980,4138625,8097416,15983921,31480266,65588193,127377071,258488208
699918,1193562,2151246,4098848,8009428,16054030,31471926,66570951,130285646,258923612
698344,1178041,2184029,4101696,7995408,17653135,32159855,65680294,131844423,259176320
690676,1195547,2175632,4073343,10049985,16589209,31591106,68679803,126122664,258964723
688398,1186403,2164353,4124961,8662901,16120626,34064444,65908718,131949062,258654280
682526,1178769,2160225,4063146,8485437,16018304,31440499,67047737,130614205,259235017
691279,1196268,2160406,4118495,8743220,16210424,31446647,67306111,130026429,258552527
760367,1191328,2158669,4081834,8064276,17576821,32166494,67474486,130455330,259190549
695657,1177151,2165912,4151473,8016017,16648873,31615722,66889623,129002787,251426453
687765,1186724,2169540,4086459,8083365,17653087,32373161,64384968,130223069,262596856
702614,1188334,2169600,4127604,7986472,16673353,32200327,67351235,129838721,259033777
698665,1189955,2159997,4262274,8112505,16235269,31589262,66940741,130458218,250741852
696809,1192206,2185761,4112683,8106002,17147963,32375534,64425961,130015758,261279453
699367,1189949,2153154,4083377,8023266,16674039,31573026,67274367,130759588,258809046
696116,1178320,2160173,4119615,8075707,16211169,31619427,66616107,127552330,251029098
705828,1195641,2147459,4086230,8052558,17606184,32153412,64371790,130999483,260950644
698226,1194060,2167250,4097319,8013545,16634459,31514505,67359336,132238235,258923971
700362,1179656,2150564,4060570,8018494,17653723,33909455,67081364,128820762,258937917
714077,1192057,2158080,4123447,8047201,16644350,32045643,64421929,131709758,258799206
691964,1194752,2146528,4090639,8038133,16240164,31618731,67171890,127943503,258966332
689264,1178244,2176483,4134595,8030656,17292062,34016810,66894769,131715200,258795978
690244,1191513,2170673,4070152,8100645,16132308,32276393,64404500,128577558,251040517
683557,1189721,2163397,4119585,8126778,16082268,31540950,67294388,131659119,260530279
699974,1175907,2149785,4067831,8035635,16375942,33992809,66817159,129262311,258943932
686132,1206665,2161047,4119880,8133908,16198115,31509235,64365103,132271268,251241787
699571,1190161,2161290,4077757,8063985,17569734,31508235,67135486,131491791,260443285
700430,1180478,2175565,4135512,8006866,16633815,31928757,66492664,132095323,258858175
693722,1195435,2159882,4076178,8056925,17636429,31367659,63967002,128755592,250819863
693531,1189525,2189974,4100000,7992518,16640812,31076375,66986829,131886616,260475277
694176,1194542,2158605,4057783,8077124,16230889,31265695,66373340,128541584,258808966
700520,1200006,2174570,4106990,8083120,16031698,31414967,64035390,131812600,251148357
698032,1191999,2183757,4075331,8007366,16145914,31362304,67025679,127766552,260343476
694706,1177247,2197456,4111007,8106067,17633198,31135922,66513119,131975796,258921662
709514,1194370,2172293,4078208,8027441,16627221,31724643,64025127,128761431,250736871
698235,1202380,2179399,4106539,8023847,16204581,31191709,67048347,131831413,260437808
692050,1178007,2169952,4275746,8036278,16045197,31347146,66525076,128690362,266654268
688723,1187633,2175739,4255724,8049466,16270529,31248322,64005899,131949522,253819224
693987,1184116,2173763,4089422,8005475,17528437,32265234,67130587,127943164,260644582
698257,1182760,2190444,4121537,8013085,16702104,31396082,66350466,131819245,259358274
704788,1206027,2184208,4090083,8101333,17673085,31431296,63969301,126332681,251161596
699649,1193791,2167989,4075061,8068116,16761786,31873379,66919834,132120233,260899008
694084,1184693,2175464,4049994,7974832,16252190,31469468,66329482,130679259,259363340
701873,1193267,2187927,4117184,8076197,17210215,33831732,65462176,128913766,249971431
690479,1191123,2184342,4068999,8049912,16236271,31318123,66469409,130644898,260539546
688870,1188063,2175736,4089819,8007663,16072934,31234758,63956092,129096761,264437322
688115,1191683,2188309,4077925,8081434,16606107,31835109,67179791,130563141,251390093
689628,1192274,2181710,4082031,7991267,16191058,31431793,66591932,129997772,260865877
696670,1180589,2166335,4073802,8035992,17614396,31106663,65525792,130564868,259251963
695059,1191760,2190768,4092505,8048177,16704168,31200601,66451357,130002416,251510033
699626,1201144,2161264,4078293,8044882,17726141,34031396,63753533,130675216,261484866
695899,1179713,2182295,4114993,8068754,16723676,32043181,67034758,127476813,260394728
692141,1197425,2162802,4080007,7999962,16269162,31442474,66396931,131050924,259888087
685825,1194363,2187874,4064787,8051503,17223124,31112774,65685267,131500468,270344836
691084,1182700,2185260,4070631,8037618,16182576,31608547,66511118,126346710,259787735
695020,1201549,2171576,4082226,8078635,16015926,31475431,65887536,131896853,259720943
688437,1195833,2145843,4081919,8051156,16570699,32414696,66945756,130876298,250394796
697418,1182359,2160879,4115693,7997051,16162846,31543102,65567628,127517635,264265456
707257,1192494,2151535,4072321,8043452,17587720,31595477,66796730,130999285,259556903
697503,1191637,2168030,4067702,8085508,16699995,32230792,65543321,131564555,261191589
690257,1181939,2153973,4061899,7995045,17645928,31583592,66846647,127766243,260103041
686007,1189836,2173969,4097518,8068711,16710417,34182960,66861864,131470958,259227214
688192,1191622,2151828,4094035,8071052,16268996,31511222,66980923,126313366,258984960
690977,1191024,2161031,5279887,8017558,17199861,31431646,64255371,131634442,260802563
697996,1192228,2159001,4404887,8076420,16183039,32034650,67279295,130552931,268396458
692398,1193824,2157594,5399064,8025631,16224654,31684005,66458023,127252429,256339578
703920,1180454,2138826,4075255,8032360,16547306,31358944,65484306,130776469,261583182
707749,1195076,2175534,4117073,8052416,16161480,31479625,66312583,131695721,258870942
702393,1212137,2166177,4065179,8049611,17610573,34364728,64087861,126480336,250906286
701083,1182615,2164116,4127353,8103039,16835215,32194512,67179661,132029900,261721857
700293,1191903,2144679,4104832,8005456,17709813,31603337,66295832,130886791,259231974
693110,1190533,2158121,4080517,8026816,16772370,31370584,64241635,127332047,251256177
707650,1179120,2141439,4082898,8037139,16298543,31854178,67171268,130876580,261752285
695968,1194721,2159065,4125392,8035411,17154887,31542007,66436618,131544364,259313795
707480,1192557,2144314,4069818,8043803,16242721,32247597,65687332,126436490,250695596
700184,1181427,2176815,4116408,8000006,16095803,31600163,66264992,132421576,261379484
691554,1205621,2163583,4093406,8066258,16529970,31698323,64123004,130944805,259407836
695226,1188968,2204594,4096878,8092577,16177638,32186634,66880833,127583538,251351002
688666,1185259,2191384,4087232,7988494,17757712,31542657,66369620,130932540,261500032
686339,1194605,2194714,4111469,8076254,16720322,33834862,64315612,131811916,258766571
697163,1192130,2176735,4079904,8043538,17659875,31463820,66959226,126383876,251271701
696855,1189745,2194166,4075599,8049783,16730102,31434720,66443184,131775755,261115739
694369,1190431,2166064,4105725,8061578,16297208,31984244,65464841,130871377,259069515
738700,1193769,2203000,4081314,8023145,17136205,31362905,68067979,127435482,258951664
719133,1180041,2161054,4078051,8009930,16278583,31055332,64408108,131037426,259340627
698244,1193440,2168069,4114442,8079051,16122336,31239923,67215027,136487353,251481396
695463,1203026,2180823,4082073,8056116,17690894,34133916,66239171,138516758,261891533
704673,1181340,2169719,4073761,8068263,16417400,31998309,65702214,132592324,259221428
708301,1194863,2156355,4086326,8006886,17884586,31353117,66499462,134937699,251044934
697575,1191063,2176394,4080687,8024655,16476173,31127784,65669124,127301245,261554172
706305,1182751,2154409,4103935,8034037,17797822,31599997,66525867,131196380,259814264
700655,1206633,2187176,4095063,8013078,16466579,31216241,65659023,131605537,252601395
697668,1195017,2160562,4070270,8057269,15985678,32379453,68809774,126290302,261323015
695041,1179735,2196526,4109417,8018538,17111335,31433673,66564252,131944092,259917794
694695,1194987,2146752,4115090,8053591,17347090,31315889,66685881,131062292,259914254
697871,1193538,2177884,4075219,8097186,16418999,31954735,65522134,127501957,260214889
697746,1186213,2174690,4064063,7993762,16375705,31531729,66537949,131006830,259889828
698041,1192414,2171226,4101501,8065657,15806967,33901964,65556043,131605473,259587165
701361,1189024,2164127,4087404,8087461,17324915,31384795,66517894,126366119,259554115
706163,1182511,2186094,4107398,8032212,16303161,31256973,65484662,131903458,259502198
705491,1189549,2157053,4098681,8041672,17497008,31773536,66814260,130737029,259430051
737913,1199421,2352336,4066509,8015087,16416382,31434849,64589687,127197564,260248197
731040,1182578,2239169,4078522,7999742,15815657,31077530,68378841,130791821,259448181
704029,1196434,2165297,4106067,8051522,17028593,31288721,66565685,131731519,259550234
706615,1188419,2153709,4068182,8058488,15879337,34090734,64158590,126420110,251046390
703731,1177042,2177009,4095915,8089271,15841368,32053826,67197669,131793588,261277669
706696,1204955,2163727,4095166,7999163,16332728,31500578,66400764,130774344,259220284
712480,1188658,2168503,4088015,8019212,15762030,33903753,64069782,128695658,251479290
706258,1180481,2164190,4094411,8044206,17388154,31437023,67227983,131382453,261263843
701961,1194327,2179827,4084304,8014540,16438480,31229515,66383863,127451496,259682623
696743,1190941,2170148,4079010,8069899,17591860,31946050,64188253,131148863,251418571
706567,1197358,2176963,4112089,8002048,16358906,31437344,67195934,132220681,261846933
712104,1194515,2178729,4093856,8080655,15856553,33793747,66582745,126672693,259441581
707258,1241693,2166594,4076405,8090390,17234722,31384854,64087004,132087111,251241907
712304,1250617,2150845,4066539,7981368,15910306,31214503,67077417,131151670,264855142
712044,1263854,2157532,4121583,8048927,15845105,31820580,66621709,127555979,259529981
709175,1215497,2165168,4068220,8058306,16413566,31439050,64232862,131186813,251809042
686355,1205546,2158783,4128126,8031683,15793173,31036978,67194277,132004310,263734758
703483,1204621,2159147,4104116,8044002,17450301,31236674,66402753,129171589,267188576
697320,1201746,2164305,4096101,8010094,16430540,31316075,64173644,131817945,252378242
703699,1208000,2144308,4093796,8066659,17552792,31345839,67093209,129126491,262359169
696867,1201769,2174765,4113453,8090776,16487840,31210959,66607856,132001243,259437108
701958,1204167,2154069,4080195,8092091,15841928,31614136,64236557,129243133,259576373
705109,1187109,2167874,4072154,8080580,16948275,31155242,67065691,132010466,259584843
698965,1202043,2149512,4083658,7998998,15817236,31335002,66564901,129147536,259688298
692575,1214090,2162703,4113750,8030786,15812304,31262265,65708666,132108566,259760627
697136,1190330,2145165,4070372,8062529,16266287,32264437,66464047,129080155,259559810
696771,1200275,2168131,4150490,8021521,15823631,31377838,65655194,132135701,259847412
705250,1199360,2169620,4084602,8101457,17559486,31406606,66411608,129005280,259467427
696201,1185921,2176137,4068572,8054949,16376667,31210921,65668134,131913087,259407614
704244,1204109,2151286,4097426,8061522,17565522,31168821,66573824,128914978,259636829
707409,1195054,2168831,4090888,8079979,16455280,31692934,65591328,132009628,259722467
693073,1190003,2143363,4076437,7971435,15936493,31410948,66525468,128902382,259398766
695506,1216981,2165657,4078833,8062733,16942226,33897808,65379275,131939787,259664606
701888,1192412,2149782,4112197,8052521,15945445,31417974,66301634,128831750,259758188
700894,1190242,2168104,4103652,8039498,15879695,31146165,65657649,131843448,259309692
706947,1202128,2158772,4094226,8087497,16334009,31803753,66263897,133203510,259393071
698449,1200577,2180537,4074789,8015388,15876482,31422705,65689067,132567130,259619101
702622,1202578,2145325,4103512,8067370,17490117,31338959,66309610,129331297,259657032
703741,1229724,2184640,4114439,8068151,16442927,31489394,65583036,131547014,259544844
699709,1237680,2169719,4059789,8101939,16974056,34454228,69336249,128425946,260041312
