SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192
693910,1218333,2167978,4089183,8071098,16458002,32169619,66207689,132321269,259468116
697892,1257212,2164653,4089863,8058794,16990307,31618101,67036904,130488459,251794659
689005,1230849,2176057,4079816,8058601,15863373,34090169,65400748,128829063,274728082
707490,1229611,2172409,4064772,8082056,15944988,31506892,66413085,130310054,260918483
700130,1228745,2175387,4103906,8048265,16282862,31545797,65395385,128789219,263925297
703973,1242382,2173898,4216697,8068071,15944134,32093996,66425618,130535533,261937086
703097,1228469,2179741,4191185,8116728,17587237,31565551,65412531,129743669,259163058
692024,1231735,2155173,4150250,7987765,16552224,31317935,66462532,130610006,250566079
692134,1225824,2232391,4086602,8048629,17658273,31440902,65432531,129896958,261382082
698213,1235020,2179130,4081426,8043982,16507134,34447258,67296685,130372091,259071750
700131,1239248,2197943,4105610,8010904,16088031,32182578,66637719,129859998,258999835
695768,1230306,2162771,4078198,8071471,16029980,31430992,68106878,130474583,259129425
702186,1222146,2161685,4093517,8030953,15989585,31359227,66003792,128909183,258990721
701607,1224824,2176516,4091501,8070813,17623007,31471273,66520819,130419848,258792111
703397,1225638,2172573,4071476,8082081,16376979,31367946,65716888,129899411,258843052
698560,1224378,2175755,4081430,7988656,15889059,31841943,66219326,130289462,258985224
694722,1252863,2187423,4091073,8089579,17617548,31359228,65437623,129872374,258884009
705664,1224752,2205936,4087032,8034956,16524082,32260491,66397082,130547960,258917855
707032,1222151,2175473,4085659,8032927,17711899,32110064,64495459,129805769,258899916
707002,1222418,2165599,4153742,8069130,16494398,31510986,66378921,130428625,259062340
709318,1240664,2194329,4115623,8051904,16047642,31694268,64060977,129936268,259176384
707066,1214266,2164876,4094504,8043510,16014760,31469580,66953414,130540500,258868357
707373,1234621,2193566,4094217,8086864,15875300,32519720,66220359,130400694,251356128
704277,1235544,2161541,4085648,8033598,17518068,32257832,65471399,130772226,261196677
702795,1252941,2204029,5282055,8055569,16279515,31485322,66330792,130344632,258941400
700517,1247606,2178261,4141156,8071257,16061018,32408324,65533239,131020443,250465141
705851,1196227,2164801,4119502,8028190,17715921,32055773,66159907,130386877,261046812
702962,1201415,2153869,4092519,8085086,16568306,31516328,65751054,130991836,259052506
705695,1204401,2177250,4110917,8056760,17853069,32573820,66240930,130344069,259226841
697838,1198448,2158812,4078223,8035854,16527980,32119633,65594539,130734992,258910758
709569,1188994,2162931,4073537,8070482,17567662,31416582,66396511,129236664,258768667
687457,1199663,2166844,4100108,8002107,16005485,32467320,63962808,131079253,259547987
689601,1205170,2202548,4111161,8192519,16004949,31477512,66867432,129208742,259072971
1051399,1190034,2165553,4116957,8105625,17426233,31509420,66187735,130614924,259453043
697597,1199229,2202465,4147680,8068886,16369180,31392173,65319882,129652877,250885077
701781,1191066,2195999,4070834,8070611,15852853,31071482,66366705,131648095,261938509
694304,1187374,2186846,4086246,8057210,17421587,32037086,65538466,131529724,258695236
735560,1208706,2157720,4090246,8063783,26159295,31360689,66337512,130635727,250803265
714495,1198903,2162061,4087530,8077191,18436593,32271701,65479369,129739535,261347273
704367,1183620,2149963,4105419,8032432,16664239,32134818,66207781,130444817,258760107
693887,1202805,2166075,4121017,8075969,15996266,31359818,65438281,127111146,258678140
699709,1192695,2152442,4067839,8031930,16014979,32448427,66364610,130938153,259157543
712109,1186979,5919852,4123921,8036296,15939536,31425713,64077441,131637848,258902652
710896,1196299,2144417,5502425,8269164,17594951,31296327,66905438,128063246,259339105
704623,1196250,2158595,4300125,8163875,16514275,31235851,66450086,131643965,251284559
715202,1189037,2147631,4162667,8062016,15951577,31072531,65454401,126297121,260748898
711149,1197334,2156237,4208606,8100474,17557980,31760160,66570053,132029649,258942735
696472,1195999,2147549,4158654,7977311,16612124,31325304,64496100,130697713,251365378
695101,1195108,2156140,4145680,8058355,17504865,30958335,64575864,127189712,261410268
691616,1228030,2161567,4189148,8057940,16601918,31321698,64020397,130957835,259238580
701084,1232588,2179357,4175371,8052507,15898779,34149379,66860804,131572166,258544010
705769,1231919,2142017,4164793,8039154,15906931,32063327,66322507,126340965,259455825
706760,1247562,2154795,4190680,8081442,15804379,31341615,65514185,131890964,258911319
708638,1238884,2147983,4160617,9260005,17435581,31151714,66326250,130606477,259240055
707046,1217646,2189640,4151498,8490435,16384369,31319336,64122231,126904634,259688340
696527,1235993,2148026,4193281,8255418,15967244,34224327,66965218,131061386,260116564
680664,1232221,2182092,4121994,8190529,17376022,32088034,66143603,132358450,259499304
688951,1221873,2146947,4081270,8160123,16609271,31509448,65532779,127707443,260117650
695231,1236593,2164921,4153951,8053345,17484247,33909765,66395854,132529784,259488076
694735,1190359,2155247,4080907,8124593,16616263,31553319,65364472,131104620,260786503
690526,1186081,2155293,4080960,8097863,15884368,31525871,66294877,127685104,260049989
703701,1201138,2147763,4094017,8140619,15904212,32130420,65543413,131478554,260307895
707962,1198753,2159438,4094617,8173879,15826421,32210617,66465373,132182934,259827180
698811,1184872,2146653,4107111,8080117,17452890,31559432,65564135,126385041,260209248
697235,1195412,4203967,4101144,8130301,16509794,34386259,66329321,132566540,259649382
687557,1194596,2310965,4082537,8154330,15900870,32378655,65473713,130991113,260232489
694830,1192998,2161729,4123768,8075796,17355973,31516291,66136544,130354388,259693118
704272,1196408,2153794,4108813,8119446,16581746,33892122,65629873,130653906,260046151
699530,1190186,2165015,4105791,8095820,17491455,32205094,66695897,130339759,259627856
704727,1203420,2151916,4125037,8110623,16554307,31556464,65750560,131010962,260410965
707466,1197228,2191009,4137383,8183700,17487776,34061750,68726050,127657815,259874506
694046,1189631,2160567,4081488,8094007,16712014,32199487,68397795,131521046,260067826
693331,1183449,2156191,4115849,8145645,16946399,31522077,67025838,132048228,259495522
711079,1197005,2162942,4078290,8111633,15933831,33946694,64845666,126557452,260506766
700245,1205551,2185300,4089513,8032800,15874877,31488954,64833501,132529684,259680403
716353,1181735,2157421,4064693,8083093,16392600,31394952,65747426,131051845,260275818
700844,1198398,2170779,4083280,8052468,15915220,31961651,66499350,128858902,259788404
714156,1202465,2145956,4107778,8061484,17403007,31636048,65824045,130590611,259878743
713146,1182933,2153044,4074481,8157102,15893658,34139590,66485533,129713120,259621933
707468,1197490,2146727,4136429,8093495,15805929,31488769,65716062,130706495,260059906
702368,1195088,2170194,4097100,8139491,16381055,31317904,66475033,128886524,259382512
704936,1182097,2161415,4083954,8214347,15788992,32096414,65851477,130784029,260414517
699256,1215420,2181198,4142634,8045337,17341340,31466243,66467555,129653955,259677501
717237,1190189,2163200,4122485,8195647,16506810,32272925,64037716,130657533,260095561
706675,1184992,2167875,4117880,8177727,16885761,31464386,67257036,129670472,259850848
718652,1197124,2173777,4255510,8149425,16362095,31388291,66598386,130564343,260191598
715588,1197808,2182366,4098258,8208635,16929322,31224556,65861116,127181764,260104655
711504,1189868,2159385,4082060,8163556,15833006,31123921,66516281,131032390,260866565
703802,1193067,2188484,4124008,8136966,15997851,31931616,65708776,131398926,259824628
694955,1189383,2194587,4083066,8160613,16380907,31437222,66468138,125930133,260173325
693005,1184288,2180952,4119489,8137370,15933670,33800160,63956383,131719957,260092430
707251,1200328,2203127,4104967,8136673,17468568,31362689,67122549,130676624,260198517
699260,1227646,2182842,4112718,8117210,16490649,31116091,66532174,126850591,260127821
698115,1211420,2193559,4053688,8167225,17031001,31896693,64168019,130897284,260142547
705625,1232977,2196521,4096163,8232701,16570963,31500888,67127123,131530526,259788256
1128226,1232957,2165156,4077693,8173386,16977795,32737685,66441726,128834902,260714177
689519,1245293,2168914,4101124,8174293,15889293,31433473,65870532,131439792,260082881
694756,1223802,2175358,4098925,8210125,15996379,31483088,66553724,128847544,260288653
695210,1226462,2212885,4104508,8067337,16463455,31271799,64198545,131503978,259811830
707505,1210990,2162634,4083276,8183209,15884325,31465184,67056259,128827097,260200101
700774,1222765,2193999,4111388,8125970,17506023,31876102,66310197,131534439,259997598
693216,1239685,2169242,4076852,8166146,16479943,31396992,65729981,128517832,260268993
707086,1218410,2183232,4133468,8125575,17058987,33777346,66521343,131898758,260050588
697887,1241427,2195005,4108635,8115042,16451554,31415803,65881197,128852164,260493194
694632,1231594,2177310,5192239,8192679,17060201,31102675,66609995,131881811,259853199
701201,1223238,2187125,4120209,8160165,16440427,31919626,63845269,126409260,260302740
695767,1236674,2171800,4095030,8143053,16017013,31388871,67096453,132012792,260144610
706646,1225897,2166288,4095317,8193605,16034089,33810574,66718645,130954602,260106996
705228,1218617,2163713,4123072,8061147,15963946,31482643,64079238,129387369,259693806
704840,1235499,2156965,4141422,8102249,17632474,31404435,67000387,130930155,260266388
705109,1231344,2180269,4100125,8050912,16497955,32186512,66421951,127281909,259844339
695272,1211051,2175027,4076520,8117165,15981888,31565182,63964570,130922798,260215514
696025,1226008,2203969,4108310,8199753,17586561,33955499,67117551,132041675,253527055
699031,1227434,2185995,4086988,8119921,16584823,31514923,66443117,126089733,262813129
692022,1231441,2198529,4080711,8099318,17085432,31390304,65971040,132301360,260023865
706287,1224159,2195944,4100901,8100566,17807400,32104698,67170609,130912639,262323762
701090,1222931,2205257,4113744,8034465,17802881,31559353,65196651,129599623,259724332
710035,1219002,2166024,4089488,8077186,15951233,32602140,67571762,131263157,252978255
716026,1225823,2158446,4140926,8122900,16058797,31538836,66404176,131721345,261474836
706714,1224364,2148239,4095491,8069087,16429004,31596095,64242360,126497600,260218226
700411,1216356,3413395,4104370,8036650,16518355,32204926,66986969,132105180,252898001
699266,1239510,2370862,4100029,8087958,17576158,31572836,66331742,130805130,261621510
702878,1227027,2361959,4762756,8150504,16437965,34067807,65604480,130360169,259906544
710601,1232763,2167097,4437203,8056355,17103054,31522221,66437656,130897536,259970635
709967,1239773,2158825,4324587,8119203,16695299,31482874,65567819,126431463,260083582
708910,1265663,2157258,4095759,8150422,17126680,32021271,66461866,131049675,253019782
712719,1247579,2160223,4118376,8057251,17322078,31624370,64734223,131664688,261707862
705153,1237725,2151118,4101816,8103360,16158911,31388452,64593439,125674891,260333900
707939,1241735,2174388,4087523,8078130,16574031,31472588,65635852,131826990,253307364
700946,1235822,2160755,4090574,8082115,16006248,31501427,66472744,130805023,262493665
694283,1230026,2160561,4104869,8186440,17547985,31660470,64252989,129816208,259788544
702696,1227789,2155102,4100706,8092578,16489910,31518522,70075339,130750246,252854580
698752,1254892,2159712,4071187,8078533,17057153,31955289,66713635,126552854,261662754
703033,1252291,2154086,4092074,8125942,16486792,31494676,65578532,130830356,260402943
710931,1234904,2162678,4109185,8008738,17046105,31539842,66432925,131648421,253445597
698599,1222845,2166330,4116064,8090588,16376982,31559831,64067975,125770819,262454464
699470,1232280,2163454,4157248,8157568,15943955,32431742,66905264,131952535,259707535
695813,1226527,2163267,4181533,8172572,16066579,31435775,66325756,130620463,252961820
698620,1211886,2174077,4104735,8198924,15848834,31313611,65474317,126681324,262392989
761569,1229440,2163320,4106332,8146168,17505634,31224928,66423779,131041964,260039414
702182,1235000,2175347,4098984,8150007,16348283,31156545,65531067,131540668,251504954
705221,1213386,2170717,4079691,8271781,15913947,31824788,66471992,125735795,261542994
702698,1227883,2186487,4123769,8094800,17476428,31414046,65561154,131966277,259290192
703106,1236622,2183868,4105901,8112529,16516161,31003654,66546570,132125803,254837321
693848,1257197,2164292,4129974,8098227,17043895,31264065,65601326,127100322,260672761
695789,1246474,2162883,4092386,8058618,16482461,33772875,66461834,130950744,259120427
698035,1235779,2178660,4094327,8033241,16915057,31988070,65684368,132105011,250160995
707102,1248763,2194705,4073888,8069033,15967292,31329220,66740028,126187050,260850543
700328,1228189,2170182,4140191,8058967,16031430,31108939,65584576,132076694,258657668
713370,1238425,2161055,4151384,7997293,16392898,31348766,66497672,130880820,259846623
709952,1211891,2186877,4217387,8052314,15922104,32362511,65461319,127548861,259083418
696761,1231373,2167269,4204621,8083254,17476101,32157174,66337217,131127158,251086539
691629,1230659,2173129,4204626,8040101,16457425,31361588,65606386,131425493,260561706
699050,1216955,2175873,4160252,8048112,16975787,31250513,66503724,126068179,259156044
698912,1235614,2174669,4179302,7996587,16529087,31306543,65778105,132081192,251797806
711551,1219695,2169941,4082961,8055556,16984103,32260401,66369322,130727265,261024196
703675,1212313,2183540,4124514,8058915,15870038,32102672,65509948,127045933,259292013
707578,1221278,2172011,4115250,7997466,15927550,31477860,66380482,130994976,259269768
702431,1228582,2176863,4101547,8091124,16331215,32312941,65654888,131429766,259203478
696217,1210492,2194986,4096030,8049854,15913101,31468289,66435297,126281067,259133109
695426,1226992,2195030,4141459,8036345,17460477,31494453,65632961,131901264,259535716
690761,1233955,2180875,4137619,8036872,16648725,31321954,66486470,130580064,259324996
699523,1213027,2177557,4165228,8026468,17171522,31181663,65516503,127071439,259602244
707335,1230645,2165252,4146699,8067001,16692681,31845906,66314959,130955637,251714028
706172,1273998,2199739,4193248,8103636,17164545,31478854,65644689,131605795,260998238
710276,1257231,2160748,4082593,8013394,16711387,31243398,66621775,126464245,259690446
708319,1241891,2169145,4096571,8063610,17552487,31572549,65697041,132076958,250798460
701563,1240451,2169425,4071389,8087892,16526955,34006687,66819197,131022672,266751848
703780,1247060,2164248,4071931,8019559,17566084,32092663,65494305,127113696,260261622
707222,1236540,2164715,4108171,8069653,16592157,31569247,66346128,131531858,266051070
706497,1236621,2166493,4088558,7980622,16954573,34076735,65302474,132187799,266870341
715819,1221265,2174469,4260631,8065634,15895115,31503133,66365933,127653918,259406214
706204,1244729,2183491,4181858,8104345,15997081,31379326,65435306,132169874,251235060
709367,1232872,2165555,4112621,7966695,16462712,32175101,67283191,130727473,260544536
709844,1239282,2197699,4082835,8074772,16715790,31570089,66460583,129832263,258962850
703188,1244766,2163021,4099724,8045883,16673611,32562308,68197204,130765703,251442522
693925,1237335,2173368,4081425,8025504,15887898,32320946,65795020,128906404,260700828
697964,1210488,2179499,4077346,8056679,15956476,31522551,66420543,130616603,259298209
697622,1230499,2183069,4115230,8001963,15864893,32546989,65555413,128727289,251552221
703960,1236725,2156249,4074186,8049654,17255332,32337005,66435887,130589827,260924148
698106,1295514,2205420,4085055,8083869,16658886,31553970,65718114,128822256,259409210
696186,1260746,2197595,4118340,8002754,17523890,32614672,66401886,130478755,259281400
698162,1229815,2212158,4080298,8069349,16574531,32344315,65414661,129579379,259081758
692121,1233189,2207772,4105212,8042305,16972536,31605348,66465275,130558611,251400512
692675,1247998,2220811,4096317,8062886,16530639,32510447,65451194,129617113,261233415
696831,1240308,2192689,4110641,8058517,16944274,31522953,66374198,130602163,258881623
699087,1226280,2187655,4188473,8046617,15781372,31827988,65431115,129750775,251600338
706684,1236868,2172790,4219064,8067316,15907932,31537591,66320216,130528493,261428951
697670,1241492,2164927,4176120,8081259,16412294,31493194,65476358,131582244,258746407
707431,1223944,2160293,4193815,7949782,17606263,32259986,66467933,131246892,251131354
702009,1236987,2161477,4192066,8043710,16516123,31639819,65354489,129788226,261449015
698094,1246158,2152790,4192713,8076464,15837711,33996968,66501975,130706468,259419872
691238,1216658,2178973,4182280,8041828,17065974,31499056,65510370,128757617,251431162
699059,1238336,2162014,4215948,8059808,15782176,31349448,66392049,131000731,261413879
693891,1238224,2166953,4150882,8009243,15713500,31906347,65569792,128873414,258832397
698510,1233600,2146191,4172382,8038480,16424251,31519135,66403698,130797980,251396532
700342,1236318,2154364,4189404,8073287,17528898,33905186,65625165,128766219,261907463
707389,1236104,2159662,4371256,7947678,16525851,31444557,66342063,130705784,258760940
699770,1227077,2164380,4287187,8072122,15896242,31396776,64159506,129782472,251544167
696175,1237790,2157215,4183749,8048291,17126722,32085913,67092974,130737620,260698242
695394,1239639,2156530,4176843,8031916,15769254,31547881,66416337,127067401,258841898
686962,1229701,2153798,4157282,8034757,15842799,31290995,65744879,130959338,251267146
690941,1234834,2172612,4145452,8014196,16380771,31418126,66449963,131708392,260391553
704448,1239607,2145419,4185085,8042855,17508801,36085533,65729158,128878950,258976795
696950,1221009,2154180,4154768,8073969,16503815,31588485,66197638,131913623,251351069
708947,1245744,2142963,4198933,7940335,17525691,31189296,64135956,127563448,260620518
700483,1231696,2158743,4165623,8048183,16471132,31814362,66839173,131829367,259027235
694555,1216027,2145284,4138358,8060996,15773619,35678065,66310830,128681664,259010555
693357,1242020,2152601,4152977,8018131,17265675,34489122,64082644,131830695,258889675
697703,1238392,2148686,4169349,8082143,16625601,31539304,67068821,128498631,251829242
694273,1214949,2167118,4159460,8056694,15866704,31178469,66427763,131845035,260851713
704279,1243332,2144718,4177935,8062765,17246451,32041767,64318598,127760930,258981381
700189,1239138,2152580,4181771,8081970,16707139,31389572,66865925,132056102,258865682
704386,1218453,2176749,4160696,7938082,15870453,32431833,66330247,127528577,258878426
707431,1229218,2154486,4159588,8046162,17189533,31440096,64048525,133724019,258773441
698351,1238076,2145457,4151525,8062287,16626389,31500304,67146452,128460097,258652929
695842,1219117,2155049,4076946,8010007,15878061,31235696,66352650,131483230,258748533
698321,1227646,2145318,4138960,8037706,17181576,31071040,65697645,128942644,258742475
698188,1236984,2183830,4083802,8020876,16547617,31820070,66350632,131354496,258709559
710054,1228894,2153382,4080206,8079885,17323573,31360997,64299649,127719948,258646459
714528,1238886,2164905,4116871,8074047,16655668,31072946,66910197,131627245,258587681
712087,1238421,2156890,4108398,7930109,17356331,31209399,66380666,128856676,258571288
716877,1356683,2161032,4084399,8074768,16431303,31205890,64151775,131667984,258767874
706738,1493719,2163647,4103535,8032539,17348324,31231354,66906085,126051233,258883106
749900,1477052,2155495,4129457,8032304,16628411,31036650,66383238,131956777,258756218
711721,1440498,2149263,4086325,8040178,15805283,31750183,64244968,130565619,259388867
699701,1459723,2200913,4096471,8028466,17265426,31149126,67157831,128932713,252069914
701717,1445059,2145817,4090778,8035430,16703808,31379262,66877669,131101187,261253911
702706,1420605,2148431,4078666,8084237,15937785,31328745,64480504,127809772,258719192
708864,1425808,2156769,4104882,7965729,17109228,32219956,72213008,130907025,251358965
705378,1415826,2162293,4090677,8031841,16567922,31449388,67558035,131602268,260300282
697202,1419429,2145570,4089600,8052038,15894126,31527938,65935950,127725572,259129109
696691,1413735,2175854,4114346,8028508,17164319,31817995,66520987,131534031,251711062
699921,1399047,2153587,4098638,8058590,16611738,31434734,63996721,127557236,260506926
701164,1396735,2170328,4106639,8016582,15876697,33803164,67003791,131195628,258697384
707483,1393799,2156471,4774178,8040602,17129859,31967871,66549991,128604973,251429725
706608,1386497,2185218,4583039,8045868,16661317,31412196,63793250,131368518,260932084
709613,1364066,2180125,4182112,7954273,17468673,33712700,67186726,128587764,259018968
711689,1386716,2185011,4200053,8035126,16643299,31377278,66527355,131356024,258656128
706825,1396501,2185093,4167231,8175358,17427855,31187698,63863959,128586501,258716858
700588,1356241,2183007,4144457,8121319,16605863,31744779,66886457,131404438,258716937
697261,1373875,2178341,4222445,8162420,17545658,31397664,66429300,128765512,258637516
703635,1346882,2192310,4196675,8116608,16665861,33787869,63977651,131446836,258894360
707010,1341271,2191527,4147754,8068854,15840393,31349569,67021117,128685900,258949821
703975,1351972,2200792,4205759,8129214,17148206,31140511,66661835,131471483,258772783
715607,1359340,2189844,4208946,7951280,16575094,32036304,63879361,126192446,258929799
714744,1338982,2195240,4165868,8053148,15878889,31559332,66951307,132099658,251230384
702246,1347501,2190064,4187526,8035879,17045661,32259428,66473802,130994840,260591609
690477,1325349,2167134,4191521,8196900,16557955,32402287,64953365,129697791,258734979
700838,1322167,2141964,4131640,8136963,15937931,31537041,67584651,130573434,251374604
696890,1337101,2156982,4182042,8054360,17229218,32359017,66748437,127160368,260643811
703306,1331852,2143584,4175518,8040195,16574043,31564336,64190694,131284592,258998679
693618,1324396,2152768,4141742,8092383,15895911,31707429,67280925,131792636,255773700
707863,1333746,2138870,4152099,7952357,17140693,31514341,66723682,126246848,260341151
703161,1313005,2154831,4191307,8047694,16581139,31381841,64019406,131973630,258710977
698464,1304363,2148218,4178846,8055273,17485449,32164291,67318780,130855945,251632419
726980,1319228,2149301,4177438,8015043,16583823,31552973,66596074,129668904,260462037
721189,1332071,2155745,4172142,8065691,17471414,32308431,64137632,130598836,259241139
697983,1315241,2148282,4155468,8046144,16550276,31558463,66736721,129647119,259172938
702885,1326667,2140797,4199034,9667920,17443049,31628150,66269976,130446249,258716916
690515,1309068,2318445,4185004,8273564,16619492,31447498,64356229,127165306,259003777
707675,1296041,2488364,4160448,8120330,15917194,31358713,66984747,131292544,258971781
698310,1312369,2468397,4186830,8117562,17107543,32102662,66311916,131679694,251912125
681192,1303701,2462001,4214756,8109375,16655774,31600853,64144675,126293661,260677701
681586,1293422,2443580,4143744,8078481,15918007,34003670,66939633,132035191,258768623
688207,1306381,2413817,4169210,8112701,17171572,32066040,66384398,130744237,258749098
694590,1298242,2408204,4188179,8077892,16634158,31333715,64048525,129793868,258824466
696786,1300302,2391112,4161972,8081030,15916638,31339859,68930704,130788669,250952958
697835,1321104,2411968,4196553,8232749,17180654,31612327,66780636,127132612,260422417
701241,1316750,2382856,4175920,8083843,16704052,32488839,63662697,131363211,258709681
701834,1288177,2363228,4175833,9465764,15874443,32322038,66949470,131434068,250717838
695060,1297326,2359820,4158673,9049815,17057236,31405900,66506444,129194234,260800672
699770,1291431,2374782,4162546,8112748,16672059,31593391,63676184,131642983,258764241
694746,1284484,2338482,4152736,8028713,17492014,31569229,66953522,129107164,258756562
680539,1310292,2359420,4167284,8110154,16560885,32573420,66497104,131529115,258667572
697772,1308476,2350616,4189586,8067928,17478020,32240574,64042737,126198545,258984412
692371,1275537,2336772,4212045,8177260,16445485,31500948,69050949,132195737,258590529
689136,1286451,2310060,4191424,8084053,17552625,32496435,67638455,131080128,258711970
696298,1290368,2305760,4168462,8106372,16533039,31586602,67777896,129927147,258895627
691864,1279335,2289792,4151538,8120373,17660395,31653673,67070996,131080627,253392422
687482,1305204,2344460,4176508,8055840,16564808,32150812,66538572,129002207,268307047
691862,1287599,2300833,4173765,8091153,17575891,31478328,64036534,130940165,258801568
693013,1267242,2290364,4126574,8085816,16472899,34053672,67113627,128701257,250666427
696746,1278652,2294878,4161990,8108209,17610038,31473568,66425863,131047445,260188469
695145,1268107,2294954,4177667,8229689,16444377,31353986,65555058,130074698,258195738
698140,1260142,2287048,4191189,8091502,17562402,32143144,66470022,131644988,250529067
700729,1286107,2310107,4189149,8065238,16478785,31532832,64145275,127505989,259996021
695008,1266232,2311363,4197663,8199195,17530333,32625231,66727808,131110232,259223966
685669,1256741,2304719,4189895,7989334,16579977,31556538,67661665,131855885,251609587
697537,1261278,2270051,4154933,8088792,17566443,31660655,64087471,128079860,260684932
694374,1255063,2273450,4187702,8133265,16556995,33770461,66993399,132019225,259415984
706359,1236660,2263541,4154668,8066001,17562550,31580151,66385266,128011523,265971325
698149,1256989,2285946,4161017,8069802,16506608,32137715,63894803,131859006,259259873
713711,1246372,2238012,4168220,8121358,17552612,31683012,67004217,128569307,259641086
704768,1253761,2240179,4151477,8122295,16471382,34107649,66235265,132021633,258876412
702931,1239829,2278364,4181189,8123597,17432845,32073472,63865847,128595433,259233653
698768,1241422,2239930,4154375,8169716,16857056,35729446,66835764,131894722,259070883
702491,1229130,2220632,4145400,8046943,17390571,36269492,66239441,128799236,259645020
701646,1285226,2231525,4179093,8076589,16526747,32399215,65481960,131768882,258906991
704595,1248771,2239803,4163081,8079222,17496810,32655400,66225500,128867640,251460916
705143,1235387,2237834,4107179,7971258,16428401,32317216,63869622,131920241,260432756
709366,1244314,2229116,4105580,8067005,17366750,31370311,66894528,127734346,259333426
695251,1230084,2225504,4117610,8098102,16437733,31703963,69525121,131876071,250881582
