b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
26527,39647,38554,43511,73760,110777,220278,403055,744961,1928964,3543142,6693684,12535643,25130938
21405,45059,39244,41570,73241,94273,164250,378362,768279,1796855,3991583,6412217,12453690,24883422
20996,40258,36963,44233,84775,100986,206553,371922,746368,1499632,3556229,6369764,12058661,25301791
21040,39780,35190,41489,84012,79779,124710,401028,761690,1815074,3345287,6560749,12112594,24241654
21294,40188,33431,38413,98214,74265,177516,349301,762831,1946843,3502638,6875396,12856624,25186966
20849,38231,33665,45270,59629,90307,138462,361014,750474,1818147,3597373,6838805,12828749,25001186
20942,37884,33325,34796,62062,95685,148654,388617,769981,1720462,3416001,6824883,13138470,24893187
20972,39101,35568,38141,58078,86011,134101,416195,758617,1821544,3584371,6787402,12825150,24580277
20361,38925,33812,37589,56483,57377,119223,381405,747012,1949211,3439501,6419708,12751239,25206745
20294,36869,46360,37232,53669,58019,142666,388495,760223,2796212,3639234,6737191,13011927,25230738
20415,40823,33466,38296,56032,88258,140719,410012,779790,1937893,4127495,6563039,12110333,31482742
20525,38607,33293,37172,51648,62668,123358,405819,763952,1939515,3699477,7330760,11947116,24817574
20338,37593,33514,35653,50245,90653,208438,447765,775462,1800954,2977086,6447340,12530199,30742207
20311,36952,34910,36393,50172,90365,185441,377825,745857,1223639,3399796,6407850,12608871,25239062
20627,38348,32587,37807,48374,89672,157042,388505,761650,2526892,3979137,6753853,12345852,25556591
20994,36188,34763,38120,49722,89624,139024,434641,762863,1831314,3665386,6796010,12457412,25219283
20362,41202,33766,35831,49108,59742,121242,447902,769071,1814498,3411751,6882983,12719073,25476047
20537,40373,34505,37744,50591,85187,158628,388808,761158,1869018,3703854,6457007,12606802,25643813
20379,39066,33283,38159,48931,85292,112657,368343,747455,2363457,4143939,6712241,12687776,25006645
30704,41285,34467,39689,49022,96021,134588,391663,783136,2743769,3653485,6158055,12799236,25345232
30219,39797,34789,35849,47660,94986,131609,406188,772321,1947337,3568338,6363138,12803251,24388652
21621,40657,33385,38830,47828,91492,108272,408243,762534,1956825,3638528,6367479,12741452,25750396
20515,38720,34635,36361,52642,84019,125595,370783,749254,2002770,3597877,6775505,12168992,25059277
23925,39200,35151,39998,46195,91825,127436,386299,771113,1845045,3432598,6387548,12091650,25191457
19527,40661,33702,38664,45368,91222,152063,365511,758656,1840093,4462908,6673615,12212872,25567938
19928,41739,34665,35408,46826,92000,176108,388993,746762,2042069,3580590,6343836,12252841,25354266
19706,38374,35521,35227,43625,89926,119348,406059,779713,2012523,3558600,6335121,12130185,24355309
20287,34573,33527,36318,49704,111224,131955,402150,761538,2042267,3566024,6777773,12062790,24336792
19852,35952,34857,35794,53196,87314,119160,362580,736436,2197145,3646556,6830309,12088809,24300607
30253,36443,34318,34679,50178,87787,124448,387906,766223,2202665,3651227,6865257,11996268,25500060
22076,35140,33220,40044,55622,89493,135272,389800,749496,2022467,3403052,6715876,11993034,25118365
22425,42219,34695,37394,53113,93679,131034,395174,740629,2039094,4186615,6680930,12661884,25249744
21590,36202,54585,43591,47634,104372,127601,399995,756255,2010359,4444522,6503609,12797576,25289443
21443,40369,38147,43839,51311,112567,130567,394251,747673,2034653,3674562,6942671,12465305,25314090
21361,37211,38840,42843,62427,92693,159183,397371,772055,2327426,4131317,7031561,12562565,24908588
21649,38513,48844,45923,58441,69423,124084,396644,763919,1913678,3526667,6693310,12495582,24932915
22849,37026,37413,44528,57791,98885,220279,366523,765656,1923036,3652967,6422914,12498809,24994027
22064,34631,39801,44673,61023,96570,204578,392975,764083,1910832,3670200,6431048,12457159,24776854
21233,38553,35278,46625,63026,78009,181491,447429,763875,2405792,3633822,6840214,12619519,25220378
21725,36752,38678,41953,62993,69212,217268,389739,770406,2377812,3663962,6802908,12425683,25236056
21202,39394,39319,43710,55180,68220,224771,389362,712818,2111908,3690573,6792610,12799596,25208640
20569,38186,36103,41834,53494,94323,201516,382359,762802,2381457,2979800,6517954,12769481,25150879
19868,40129,35140,42433,53308,94806,188292,392518,766154,2323017,3683418,6464287,12726026,25270404
20529,40904,36606,52480,54594,84656,181794,380589,745525,2146618,3747178,6333709,12653201,25079367
19859,35613,33778,41176,52596,76359,208348,403727,680895,2413044,2967680,6593368,12034422,24923341
19364,36264,39472,42660,86179,94656,207705,399114,763893,1928483,3692278,6654532,12300838,24615285
19466,36683,35772,48292,54674,87956,182514,381172,791422,1969181,3684509,6722998,12265333,24260686
18982,37590,36785,47171,56219,117171,222310,376804,771088,1941234,3708992,6300051,12591629,25229803
19270,39275,39184,42161,87515,72215,183213,401148,761438,1929727,2966920,6642348,12590933,25209362
19245,35651,40126,44978,56126,73067,198467,398300,759927,2162963,2946202,13018573,12748371,25135813
19670,40993,35402,40097,71906,106167,224599,403357,776146,1924597,3574753,6504379,12691689,25034765
19153,35089,38619,41372,55042,93972,182905,391170,794676,2445522,2960799,6989553,12115616,25153694
19115,37285,47903,51025,55515,73262,182512,386817,764295,2319369,3523245,7114616,12073430,25170722
18891,34478,34738,43016,102440,68719,220262,399337,751033,2162538,2958106,7132905,12389887,24812496
18567,37426,35691,44549,87141,92182,221119,387721,750500,8239229,3521189,7001380,12857767,25028872
19139,38558,38865,42200,86798,116561,181442,391543,718135,1872993,2934771,6944230,12645617,24930466
18506,42978,36368,44838,54351,97721,221021,388469,749998,1878266,10499630,7378379,12488637,25312097
18484,39605,35221,39283,56178,102594,181806,380925,766597,1849081,3659653,13076430,12538546,24117455
18632,36493,35960,41006,103815,91510,164684,388426,746351,2286335,3330942,6441375,12687517,25172949
18480,33793,34748,37868,57416,104714,206612,388363,763393,2060539,3646822,7242880,12379375,25155160
18585,35057,32737,36754,84272,91133,182740,400990,788609,1506456,3660009,6237897,12820375,25001464
18568,33487,33729,37083,52907,82445,170373,376734,747816,1486599,3863829,6238948,12737709,24656351
18721,37083,36087,37925,51510,68527,150153,388549,761766,2153477,4013664,6387755,12626546,24999430
