b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
14056,13482,14369,14496,23512,42203,79080,127663,264738,449505,760082,1566665,2924922,6392188
13726,12906,13765,14924,26385,41654,76373,126159,213755,448153,759255,1646010,2936759,6420743
18745,12909,13498,14812,23610,45316,77078,121933,221778,450238,753016,1603887,3058073,6394824
16959,13463,13597,14519,20923,41961,77008,127758,234213,440124,761564,1561189,3048528,6483022
14814,12849,13083,14331,19138,42816,77301,127860,226598,441159,754796,1560134,3063497,6444517
14369,13031,13494,14074,18815,46135,80625,146877,224478,448106,814513,1552489,3041593,6511662
13916,12771,13245,15003,38417,38868,77503,182947,216515,445933,814205,1568220,3045550,6364189
14127,12997,13493,14300,29716,43439,75276,125762,227318,451248,814769,1559947,3042268,6483329
13712,12836,13586,14551,29392,42348,77218,126023,232183,399064,804732,1558447,3063176,6394508
14323,13141,13490,14622,26759,38532,79223,124005,222309,399774,822987,1557422,3059421,6375009
13857,13049,13574,14245,24267,43233,76791,144735,217044,401240,818472,1562352,3060468,6510093
14089,12789,13390,14149,24240,40480,75594,123344,225581,439340,816911,1594392,3043360,6416907
14027,12770,14654,14021,22423,41663,78395,134758,227939,444698,819150,1593167,3050841,6440198
14253,13068,13873,14160,22337,40575,77436,127923,273832,442509,818139,1557942,3044606,6479722
14293,13139,13485,14662,23436,38103,78367,127733,260898,455654,816369,1568413,3049685,6401609
13872,12853,13077,14346,22677,46830,76842,124464,217201,410850,816933,1609841,3062465,6473173
13906,12777,13340,14742,22838,41369,79205,129078,216854,439023,810371,1568025,3061444,6519229
13690,14373,13150,14230,21585,43322,76511,123810,222827,446771,1279393,1587591,3051567,6435107
13853,14273,13373,14154,22315,39846,81748,127520,218360,448851,806102,1563217,3047618,6420460
14283,14121,13396,14190,22162,35732,79053,124407,229787,436363,814207,1578936,3053176,6498630
13914,14694,17810,18838,24753,39079,100497,125854,220201,435349,812079,1554577,3062115,6491309
13926,14409,13816,16990,25736,39683,76332,130877,218969,439655,815318,1583526,3080249,6458389
13852,14674,13970,15050,24408,44441,76572,143944,208857,439384,827779,1573879,2914110,6453747
12832,14611,14424,14401,38374,40635,77770,259341,220059,452352,821252,1586043,2865390,6536895
12757,21225,13709,14231,23980,42217,77374,149306,221182,440769,811853,1564489,2873081,6418364
13834,12990,13566,14195,29215,52581,82222,133185,219054,441723,823418,1561014,2920792,6385940
13276,13379,13828,16030,29988,53372,77748,122887,211159,437485,825640,1562693,2876263,6495092
13066,13788,13758,15563,33606,54239,77248,129103,217246,436204,822851,1561417,3050202,6485636
12840,13354,14473,14465,33943,55082,77346,125786,211925,436953,816974,1465711,3049337,6412887
13164,13555,13516,15366,37683,52684,77635,128623,218500,439615,801636,1709600,3044945,6465967
13149,13273,13022,15041,36187,56343,88825,124246,224943,445300,813005,1592458,3048556,6393689
12899,13494,13309,14798,35573,54809,77515,129116,210829,451587,811860,1590262,2918283,6491869
12883,13385,13656,16592,34096,55730,78776,138495,211417,438302,820628,1567059,2898382,6459639
12732,12704,13688,15202,34638,53428,76205,148312,217915,444142,1167569,1554354,2892561,6415459
12630,12990,13278,15121,35915,53132,79087,158544,209515,444292,749051,1481010,2909915,6377989
12517,13047,13428,14524,34550,55199,79945,145303,215022,400558,759083,1476110,3035926,6444219
12156,13915,15044,16460,33250,67012,78483,151151,234831,443249,760961,1479232,3042021,6469280
