114,115,112,121,45,109,106,36,7,49,24,124,13,12,51,49,111,77,37,88,-32,79,41,64,-3,128,27,46,73,79,7,67
1098,1097,1121,1114,1063,1092,1095,1060,1006,1144,1019,1069,985,1081,1082,1058,1080,1075,1012,1102,1058,1044,1000,1021,1014,1134,1033,1059,1097,1056,1028,1093
-7,13,-6,10,26,18,10,-1,16,36,-34,3,-1,-19,-3,-4,9,20,19,15,12,26,17,-21,-16,-33,9,-21,28,10,15,-10
98,101,95,119,56,89,87,37,7,87,33,130,34,54,82,47,106,83,33,98,29,107,42,68,24,136,24,53,72,78,24,71
