SHIR FPGA 16,SHIR FPGA 32,SHIR FPGA 64,SHIR FPGA 128,SHIR FPGA 256,SHIR FPGA 512,SHIR FPGA 2048,SHIR FPGA 4096,SHIR FPGA 8192,SHIR FPGA 16384,SHIR FPGA 32768,SHIR FPGA 65536,SHIR FPGA 131072,SHIR FPGA 262144,SHIR FPGA 524288
488282,657193,870889,1409786,2543551,4899947,19907373,37707659,74771200,152105205,313556390,622055482,1234725029,2451588770,4885943517
493646,642347,872091,1403071,2535392,4968155,18672515,38336334,74794052,151476385,313844025,619868031,1234691055,2455547880,4884545514
489359,663629,872506,1400077,2539054,4964221,19411278,37061038,74730319,151317630,313745992,620259885,1234075928,2454534685,4880899289
491362,663248,861197,1407472,2534104,4757738,19801717,37249765,74830000,151641610,313223337,620714158,1233683402,2456548285,4880785237
503001,643319,861993,1400230,2547093,4807944,18790249,37815444,74783785,151286989,313185749,622023083,1233900726,2456673738,4886020555
516144,632265,859711,1405498,2544467,4800542,19412666,36873055,74788687,151413332,313554429,618827791,1239011834,2458110550,4883111662
488778,641088,861450,1401503,2542709,4801550,19845898,37891460,74788156,151661586,313200225,622585996,1229503152,2455491273,4884408234
484850,630572,882926,1407955,2537168,4794066,18767360,37809360,74759373,151416961,313634742,621506673,1232847951,2455502678,4882716399
484012,582359,860222,1402619,2545742,4791931,19373974,37032375,74758307,151885299,313325677,619765366,1229621756,2456997912,4881609488
483212,573985,861366,1405847,2558971,4862501,19834582,37722902,74812547,151602159,313313837,620278050,1231629749,2455924706,4886826687
475665,577476,856089,1400039,2550753,4891466,18743867,36996102,74815628,151582234,314445879,619990160,1227736553,2454823777,4886076322
488796,574213,861708,1415206,2536033,4856045,19320280,37101993,74872030,151407944,312982640,619374619,1231999087,2455963017,4889324572
488041,579536,861611,1437886,2563781,4872661,18950262,37776228,74859010,151777298,313150361,622282316,1236247808,2455862056,4881831752
492517,572915,864224,1413989,2532138,4852855,18805300,36806654,74759792,151437818,314133630,620431074,1236648462,2455181928,4886945906
435310,580629,859314,1426295,2548694,4832343,18652105,38059445,74839013,151789275,313215454,620941857,1237135054,2456303597,4881919327
451260,577837,862260,1406450,2536474,4865792,18658480,38359690,74966790,151412464,313251497,620112297,1236972121,2456848848,4884621331
446289,590647,863365,1409938,2552458,4835612,18561326,37320079,74993531,151868370,313182040,622183174,1232587168,2457388136,4886314366
461437,577773,871108,1406498,2538270,4842623,18488845,37956423,74928511,151424568,314166760,620575448,1232947639,2454937357,4885915402
440143,587774,853128,1412898,5439812,4829339,19227921,37555608,75020152,151706295,314642514,621410636,1233728361,2457555675,4885194124
440434,585591,856717,1401010,3043887,4769948,18798847,37704594,75030723,151453583,312752670,620877297,1233669467,2457495217,4881158467
449425,587395,853399,1411661,2571776,4831219,18556758,38272941,74917856,151565849,312386772,621425131,1232692387,2455926998,4876728337
453992,589401,860585,1395027,2531531,4805344,18551418,37310500,74977964,151654586,313609093,618483849,1234339392,2455970769,4878011219
433618,583740,857668,1406972,2539748,4938021,18470381,38355594,74930058,151702927,313519385,619122666,1236618102,2457765694,4882641523
448187,585434,868215,1411665,2544426,5092443,18507271,38249624,75070694,151327382,313129566,618943891,1233141754,2455037955,4880620284
440123,587083,873011,1427330,2560545,4963483,18380815,37216032,74831035,151729259,313115724,618243643,1231522123,2457523173,4880322116
436301,583743,857573,1410809,2539165,4900727,18518982,38133784,74912608,151232663,313018065,619506015,1234067662,2453766213,4881760929
427188,589020,869212,1407992,2547091,4867847,18493294,37418598,74937905,152164784,313522596,621476134,1234499324,2454139016,4880120143
448136,581902,858402,1402925,2546036,4863430,18424371,37807689,74840597,151153105,313121249,621254007,1232567695,2454092113,4880885682
443964,584900,871984,1424851,2578542,4874980,18356960,38452255,74929105,151850626,314034271,619635729,1234049537,2454602426,4881072533
446414,587508,868522,1406269,2539403,4917592,18694097,37381997,74955732,151344869,313885423,620493216,1233457396,2453645029,4879643784
437086,581399,874437,1410400,2540720,4823510,18597711,38108504,74894302,151740089,313149316,620738572,1235831494,2453463539,4879498122
435850,580337,888291,1409672,2561661,4919596,18550995,38517201,74980282,151495742,313688634,621849243,1230925448,2456513424,4884491099
432363,584175,876373,1413357,2565979,4896141,18505990,39121576,74972805,151731535,313377675,620233372,1232799408,2455314669,4887761610
435131,577704,872814,1407974,2556106,4923886,18458931,38337485,74940168,151510465,316358051,620026283,1232159675,2457303063,4888485887
446300,579993,878357,1402679,2562239,4883777,18437830,37409141,74753040,151813594,313989697,620657278,1232981666,2457030304,4892432443
440480,575065,879328,1409516,2546426,4951191,18400382,38721542,75093818,151698873,312674747,618926039,1233420559,2455863470,4888908332
433709,584311,884721,1406007,2543701,5070103,18495952,38836795,74912817,151795310,313419676,618330119,1234532852,2457700630,4885618211
438625,580751,875701,1407837,2534973,4993598,18594278,37374915,75011840,151122290,313344947,619113821,1237594967,2456394956,4889425439
430017,578537,872395,1407198,2530633,4820153,18455631,37942587,74806626,151742713,312806053,621743816,1230748637,2459404513,4883397130
432382,579721,854612,1416418,2539462,4889356,18402120,38267769,74972171,151053819,313283042,623004096,1232599548,2454314230,4878905996
431518,576348,862781,1433696,2534063,4846289,18498476,37238121,74853280,151957431,314118472,619565321,1247358352,2459100936,4881475223
432680,572797,863510,1432667,2541242,4923507,18669440,38111786,74820817,151481251,312407341,620386810,1234784652,2455685525,4879643695
435048,580042,856845,1422154,2547339,4873794,18702607,37607391,74787823,151883766,314109446,620199766,1233148678,2457936648,4880076165
421560,578187,857391,1400567,2561341,4855855,18645633,37749306,74787674,151659478,312897313,620086598,1233991878,2455328291,4885995526
432966,659211,859198,1427800,2571968,4877364,18612433,38340231,74802215,151475583,313363584,620344867,1233336242,2457367253,4880162551
427072,608637,864448,1412242,2537588,4867396,18671906,40582833,74852145,151377251,313230119,618447440,1233944447,2456630124,4888890014
438669,592705,868004,1397938,2539069,4891525,18714377,38437883,74822742,151776536,314924749,618678019,1233029706,2457604780,4891624958
431401,581080,852066,1397731,2537754,4899118,18707316,38289613,74766687,152044784,313342264,618939069,1234686567,2457545391,4885183202
435629,582617,858864,1421796,2560809,4893269,18655637,37653451,74904930,151733096,313103448,618818136,1240064839,2458129687,4884919735
422011,579132,861306,1399129,2565689,4857047,18704010,39028815,74784666,152040265,313314318,619197808,1234730515,2457388685,4887819344
425372,573799,870838,1412146,2555609,4816477,18691678,37629964,74771060,151976881,313315184,618710751,1237224036,2457258232,4888479507
441464,571862,865757,1398929,2534037,4846674,18824910,37548421,74915698,151546077,313403909,618105596,1233873169,2456430768,4883143140
411554,576324,863055,1403155,2567227,4877638,18649319,38409868,74841784,151914038,313690662,618783648,1234815532,2454938540,4881990567
413649,575037,856362,1403019,2557461,4881590,18844913,37562404,74807810,151462457,313310821,619287911,1230170087,2457733643,4881014229
410328,574851,858520,1429867,2552547,4895458,18704680,38465159,74727072,151457137,313310870,619489979,1239303066,2456303553,4878700726
415488,576561,856220,1411490,2549451,4920372,18771242,38404144,74826374,151216005,313473664,617927402,1233234014,2454549530,4881813830
412892,575860,866049,1398838,2531290,4892346,18687450,37656729,74849654,151441638,313466741,619147988,1233504920,2456087932,4896871445
415223,573515,855582,1393870,2574695,4932143,18732153,38439862,74768565,151285805,313276201,618011392,1231765782,2457701489,4883544170
408767,570682,852076,1388381,2556595,4842253,18589011,37681430,74791499,151545120,313458513,619818379,1233205342,2455745504,4881763240
413364,573969,854879,1405062,2537086,4856550,18715846,37792553,74736038,151409411,313378733,619458355,1237899127,2458579759,4880877442
412337,573458,859582,1400377,2551241,4897084,18590476,38367061,74705170,151550382,314856788,618083379,1231292547,2457792899,4878873365
419549,571624,864667,1706952,2532090,4854616,18651401,37680820,74746474,151580233,313484051,619485037,1232901827,2460529084,4878402242
410652,576175,855689,1475957,2540262,4817114,18562785,38293149,74737024,151472362,313153994,622068318,1234637992,2461220181,4879877083
416509,583437,855444,1410675,2537634,4823394,18826262,38270910,74784097,151636250,313314394,622756858,1232445217,2461779169,4879115360
412834,581984,860127,1416104,2541215,4784498,18591554,37622769,74809749,151698454,313801079,619753017,1236756590,2457856942,4876219234
414175,584856,863751,1400323,2526449,4817318,18788988,38256277,74935444,151659374,313549525,619880260,1234540391,2456253159,4879761280
410632,590354,862221,1403200,2549111,4764653,18631306,37704839,74727669,151520515,313482895,621059308,1230463477,2458256946,4887297484
429146,640141,857188,1418213,2531591,4744538,18750179,37744442,74619375,151301404,313356348,623874346,1230476533,2457539417,4885995272
405618,629686,931461,1440006,2546383,4769993,18688105,37994264,74757190,151681439,313346151,622238161,1230303188,2458004760,4880067538
406544,600613,861749,1440025,2544416,4751121,18592141,37596282,74831184,151326585,312498581,619008293,1232198590,2458532977,4883102208
412923,640178,860497,1421454,2570017,4758338,18526910,37893410,74880951,151354591,313344134,621539775,1232975804,2459527210,4887210743
407857,590100,866359,1409303,2559454,4829243,18512694,40119349,74857432,151018277,312658851,621126084,1233611123,2461294581,4882208334
403890,617531,861962,1432618,2544730,4815822,18492751,37624359,74828734,151440055,313201825,618794688,1232497480,2459530188,4881843020
415171,620787,855637,1414192,2523040,4812079,18512884,37966190,74778130,151419161,312924106,618199007,1236210291,2458751424,4877547109
405658,618209,860009,1402076,2540822,4801606,18579047,37141407,74840863,151656548,313209467,620483137,1233553335,2458860689,4885128645
410007,614333,854918,1427439,2555809,4778576,18530135,37847770,74734592,151693280,313262598,620169551,1230494601,2459880121,4887372921
433761,617497,867645,1388665,2552355,4806509,18458895,38021980,74826574,151660118,314302646,627636955,1231416523,2459026098,4907991634
414673,615889,860449,1401746,2536543,4788671,18529601,37123927,74803074,151511198,313985034,619621862,1233544070,2461219238,4886611524
408677,631058,844393,1406600,2537134,4777678,18560998,37987720,74891898,151607912,312716392,619399350,1235196204,2458483795,4885079070
416495,623533,824023,1409809,2542357,4829449,18619280,38049030,74758760,151695153,312467151,618794374,1236103168,2458033854,4880924844
406517,613939,840703,1720666,2570141,4805144,18574712,37320632,74773809,151896407,312781976,621054772,1236588877,2460373070,4885300280
405206,630997,832124,1394631,2536766,4804385,18510773,38107152,74863543,151407794,313064796,619794991,1236910615,2460216907,4883952159
414867,620221,820108,1411497,2539430,4782576,18422769,37386560,75106701,151587784,312279262,620934112,1235926971,2459550993,4882639782
406247,625933,837419,1411666,2535679,4820969,18717566,37369426,74801167,151279725,312123803,617942513,1230915122,2459363832,4893177553
401842,618493,825165,1419985,2528542,4860300,18661666,38171026,74874540,151575443,312337383,620210302,1230956667,2458634740,4876627678
409910,618259,828520,1399295,2534102,4825611,18667744,37380102,74935028,151382724,312482334,618700430,1234606442,2458055085,4879483612
400369,643283,833917,1424429,2558540,4800296,18511697,37890403,74926758,151817538,313265632,618958958,1232961202,2459557630,4886157566
404165,631166,824826,1411640,2540126,4809902,18538751,38406683,74871561,151817595,312833257,617777228,1235964104,2457280821,4890923265
402936,624004,833692,1416698,2538087,4799282,18456132,37244853,74867365,151620253,313442928,619423628,1234588551,2459484131,4893650466
401899,583911,825079,1413121,2529792,4806770,18534178,37645756,74839510,151173582,312981325,618560544,1236396319,2457222907,4890651843
402461,616477,846464,1418546,2566236,4791401,18540378,37469035,74751789,151602393,313147530,619104575,1235182665,2458754681,4885218290
424078,622062,834643,1399809,2528952,4761555,18525897,37432207,74855783,151659625,312903785,618770781,1234872780,2457278933,4885481973
399484,617888,824951,1410220,2591701,4803615,18502137,38206843,74927140,152603156,313432379,620222659,1233917340,2457839554,4887092136
401555,631192,817874,1419325,2542396,4801247,18547081,39797601,74838035,160085649,312690748,618191846,1234127579,2457013496,4892653630
403413,617279,848947,1430714,2578799,4778425,18574098,38198858,74840110,152089426,313459499,619489043,1236459498,2456843952,4888923551
406391,610571,825362,1404747,2537516,4800586,18665562,38235995,74830979,152178435,312912591,618586460,1231292234,2455095507,4891909510
403440,618621,835160,1426043,2542718,4806062,18608664,37354407,74870083,152317328,313140221,619136439,1235872258,2455030772,4888308226
401315,615869,837740,1425300,2530140,4815413,18740453,38243594,74865439,151402177,312942833,617841109,1234555713,2456427090,4884522715
399375,639460,827375,1473044,2527508,4799483,18682056,37723615,74776045,151986446,313389738,618159324,1232300325,2455070891,4885074395
403414,619908,831059,1448920,2533495,4784913,18753908,37641205,74740508,151261353,313262856,619108989,1229713884,2454357932,4887681527
399027,622988,819132,1431290,2560840,4836487,18651991,38371480,74751090,151669370,313378731,619656514,1230895129,2455656840,4883473934
406862,627347,839567,1424867,2530667,4810726,18862565,37620793,74736949,151369137,313241462,634209885,1232202312,2455696401,4886316434
394646,606024,829158,1429790,2538948,4780909,18729997,38531214,74730732,152396160,313584016,633530064,1232588101,2454187003,4891309696
405147,624326,839494,1432053,2545008,4804750,18893885,38431361,74860892,152204401,313337443,656570390,1230789589,2454453328,4882750804
393143,601239,902999,1438685,2563551,4792450,18738976,37706633,74792375,151855380,313561694,655495207,1230562217,2453831512,4887295748
408469,629938,904188,1425908,2536741,4799768,18823963,38336582,74767284,151169873,313145631,678679828,1230727342,2455624137,4891757181
405169,622661,913320,1422114,2556314,4793202,18726588,37523086,74758380,151635847,313415149,675619809,1230737524,2456139338,4882084881
398977,616415,890399,1434866,2544193,4762446,18687275,37669695,74766664,151420798,312823309,692056085,1230517208,2453721628,4885584560
400479,612398,899422,1432438,2538008,4796642,18704551,38398210,74814343,151756882,313488026,686983655,1230651933,2454338031,4879823386
399336,617860,895552,1426490,2540552,4740376,18720886,37551299,74831863,151278048,313517041,697355568,1230481362,2455146947,4885399383
395944,621608,900469,1450952,2548634,4863679,18673505,38374803,74715980,151520091,313892726,691635032,1230652921,2453995377,4885235496
401286,616213,909552,1431457,2538989,4889224,18691964,38402618,74732512,151202194,313408787,700176251,1229746491,2453100094,4881969899
394302,618836,897035,1423426,2582092,4843606,18697539,37587538,74748432,151654277,314258751,694363420,1230853024,2453013890,4886411508
401174,589556,896050,1426559,2546396,4868839,18706628,38317836,74818764,151397354,312805382,702077051,1231532522,2454414071,4882244510
397474,614558,900560,1443613,2546479,4828438,18808345,37567859,74680095,151785500,313872270,695454058,1232215979,2454351401,4882582526
398529,610392,908344,1438201,2546364,4791365,18725748,37429451,74842719,151546935,312928682,703257594,1232594111,2451824149,4880342769
396548,607092,906501,1427026,2550864,4850883,18665568,38478820,74837760,151588183,313404234,697409103,1231423467,2455750834,4883512491
398317,600547,901561,1444545,2540671,9036402,18812430,37365013,74815594,151587528,313306623,703155708,1232071524,2455417524,4891257892
403049,638012,893299,1432025,2542095,4840223,18817686,38345422,74720398,151389457,313606664,696180184,1232359257,2454351621,4892951690
392180,626147,892684,1435625,2533978,4871962,18710515,38472168,74798844,151841409,313060038,747683513,1230944342,2454433625,4887161000
398958,617353,906672,1424930,2552415,4841078,18738755,37658113,74804543,151656299,313898252,696959531,1231440194,2457151927,4888550730
391050,622211,893531,1441506,2541025,4851624,18851744,38366222,74706881,151802391,313055489,703193741,1231519491,2454143349,4890562909
409413,626810,929991,1431307,2560742,4834575,18750769,37672914,74787907,151615808,313706786,697332155,1232998083,2454654726,4889991583
392862,619798,896950,1399090,2529760,4816490,18764365,37403618,74812853,151605965,314909436,703426765,1232725624,2455138301,4887404431
387406,611754,903104,1412757,2538433,4870301,18594399,38110784,74741733,152599830,313591184,705098035,1235219215,2454794232,4889806922
403204,629621,898508,1412177,2564907,4835302,18557942,37081420,74860838,158890510,312930786,705654164,1232298288,2453644232,4888889026
390391,636459,897234,1393141,2563104,4833535,18609596,37853917,74872972,154036187,313121745,700293286,1233307882,2453427889,4891849930
393060,616000,897114,1388464,2548714,4859438,18509642,38052453,74843720,151471565,313213955,706049517,1235987702,2456202284,4886905005
