x86 inductor 16,x86 inductor 32,x86 inductor 64,x86 inductor 128,x86 inductor 256,x86 inductor 512,x86 inductor 1024,x86 inductor 2048,x86 inductor 4096,x86 inductor 8192,x86 inductor 16384,x86 inductor 32768,x86 inductor 65536,x86 inductor 131072,x86 inductor 262144,x86 inductor 524288
290572,364911,501208,336593,372503,587887,954393,2541750,5600836,10817939,19845996,38289812,66600781,124551519,217225329,429505854
269532,393744,436676,328982,361092,585586,2545092,3888337,4892850,10814254,19534514,39690649,97921132,123209417,207137487,409509905
280208,387942,489863,331031,345113,609395,1768505,1801010,7286785,10934724,19813170,38570746,87849681,123913824,214824388,423716849
262209,385396,442352,343933,339375,575401,1013074,4032544,4946867,10778767,19617028,39944235,103999745,124329365,215686329,427698713
280937,378520,495240,352596,378302,652521,2534102,2631158,7625044,10874346,19858407,38719758,99548018,124799767,208269642,429898614
266808,386766,446251,314442,346874,570641,1777666,4151643,5638959,10789122,19698865,39543047,113110006,125104880,210217503,436850348
282861,379136,492081,347263,375304,639241,997060,2782409,4790565,10887406,19730621,38684539,102938781,125670303,208435274,427623691
270976,394974,438184,346297,394185,686157,2625231,2377708,7382666,10918085,19568777,39776560,103513866,124401962,213623300,427717643
284019,381218,499929,324335,352801,764867,1758367,2474162,4889351,10892199,19702995,38567327,112836108,124427294,215790379,415376586
268592,391316,433783,342812,331625,763950,1054391,3790363,7510164,10955379,19522021,39611927,109494379,122547246,212626153,419741774
283169,370913,507024,335841,361336,783212,2549875,1806556,5621041,10846151,19865625,38673035,117672855,122920495,215837126,423656476
276934,385283,451556,324455,346656,690890,1715999,4045958,4949416,10867789,19471655,39812777,114047940,122454627,217279284,424371044
272619,382100,508135,314885,441047,597515,1174925,2688943,7544218,10819425,19842577,38754256,113205093,121818170,212987006,425536859
260674,391969,439888,334224,434358,607184,2700127,4004214,4964241,10785272,19516231,39799464,124083030,121940721,215418662,420152626
276809,370328,511035,322588,405176,587827,1945124,2622809,7595328,10823317,19819161,38618227,116393218,123491978,214762998,428312394
264388,384613,428324,327904,405341,579949,1118073,2497437,5578649,10765718,19824600,39985243,116819897,123044240,219323706,426048791
281060,380909,488557,341382,438004,594448,2582332,2468907,4796312,10709453,19878674,38799836,128032176,124805487,204979380,432398731
264837,395951,445692,337953,424920,592152,1835217,3908025,7516147,10798455,19851415,39615616,114073638,124020548,204110132,432094808
277733,386848,524202,314676,442556,575442,1129639,1791157,4936283,10975661,19743602,38748826,117457344,124974373,219808835,410319121
261809,384676,420641,339862,416407,592387,2593697,4037456,7191457,10820547,19821307,39089408,126924795,122951387,214099217,429037806
278047,386527,502429,348873,386915,649234,1807641,2398492,5583562,10930359,19298172,37531720,116310798,125446415,207123531,420886976
259969,399711,440028,327606,370153,595715,1060259,3865682,4912800,10766799,19800961,37499009,117475694,124647324,215292965,413442165
280531,376610,512107,325810,374047,681216,2620035,2703468,7788036,10783433,19718812,37608453,119900794,124722162,211854684,429113615
267030,393487,436684,345676,341840,689462,1735915,3155519,5640710,10778496,19846407,37580161,117567589,125626229,209342616,424036951
280554,390343,510062,332206,337839,664581,1032206,3349896,7608966,10907154,19807511,37503764,112115370,123867012,197367428,404146239
264690,375887,418407,318558,352436,637605,2558582,4545207,7442971,10827046,19904305,37774171,128336514,122502673,211788070,429032625
278911,387057,499135,324958,347506,585431,1757143,2330586,4982316,10801046,19944942,37726320,113171453,123551268,213456429,425714209
264205,383598,429078,326223,337617,649965,1010050,4478016,7494258,10867592,19800062,37732491,127954011,125448367,215774619,409646908
273881,390116,500886,335715,384255,581315,2467542,2869407,5582158,10877449,19730404,37685741,123329016,120801391,215056666,430196718
265071,394271,432177,335767,354182,567889,1723210,4160347,5442422,10765140,19445251,37912153,115966352,109890554,215368209,426475382
279406,381333,484744,317547,376660,528380,960611,2873184,6416375,10697301,19805606,37614790,115221445,124174473,205849254,432986515
262683,396728,425879,340588,373219,541205,2476153,2596467,5425462,10840087,19505624,37681654,128959027,125735114,215274936,431035586
281257,373092,491442,321259,386268,489983,1682299,2556935,6864288,10796881,19710690,37344051,120188296,124482016,216664403,413587943
266025,396790,434915,316773,346905,501817,928743,3874761,6908314,10726818,19549057,37678863,117691136,123498646,217463644,422404356
267901,376627,492803,312126,364000,528754,2438481,1826117,5015798,10650058,19770276,37417253,120934937,122952124,216922822,422868599
259162,387300,456581,320731,373500,510498,1730564,3895135,6637541,10736551,19598605,37871897,128104632,121860612,211765670,429392122
265295,394997,495117,345163,371016,517003,995753,2602666,5374208,10827235,19678759,37363751,115702718,122652826,218514247,434078867
261732,397406,439976,331522,399044,552239,2465421,3837179,5138585,10829785,19470167,37807891,127909990,123719294,217183332,429732570
265317,382262,501079,345111,390708,526655,1669980,2685203,6247958,10691749,19691430,37517362,110819008,122242642,205386077,429356720
264412,404899,456076,326278,381108,571520,1105409,2450616,5400117,10760866,19490332,37697764,117951125,123012358,207476616,409167971
289906,374768,500801,331143,390462,590444,2383080,2324756,6905541,10774917,19617424,37648610,113058820,122049515,213857531,425352370
280677,403533,423083,322977,365513,589255,1714715,3766174,6869542,10701359,19423122,37660348,117743242,123697451,214868046,418697510
266733,374990,486678,311317,379182,573262,968743,1743890,4952569,10844159,19678735,37383170,128355884,122273179,213648307,422810921
260055,384125,437739,318709,380576,625702,2434540,3903680,6518175,10714278,19583020,37765718,111577348,122079152,220856421,424205755
266908,390094,484943,350168,388525,612386,1728839,2352186,5163372,10786215,19672334,37598973,118733649,120850256,213166310,426299920
265316,406968,424647,322308,399571,645327,967696,3859810,5026985,10803390,19361371,37712068,111496247,123105415,216030385,425936270
268843,370828,514318,334206,380852,657167,2490325,2525550,6269329,10662819,19644154,37577048,118261867,123599542,214623535,433747456
268247,401220,433675,307095,347636,666944,1721931,2408193,5364658,10791931,19562928,37750612,111473914,123344541,214287831,398511612
267184,367162,496486,358759,355211,649164,954558,2290674,6831984,10806936,19882204,37642421,129140585,123554742,216233059,415010521
261141,402497,436717,321827,347626,680639,2464531,3709216,6910967,10815404,19585015,37793848,111615374,122774265,218010950,408897773
266281,388734,492600,339157,370171,687719,1652777,1738851,5053084,10605807,19674658,37534433,118614849,122980120,219210018,411708638
269860,407897,434441,335755,358378,650773,931850,3957704,10170548,10855749,19444837,37896242,112514479,123467398,212728659,418560925
261150,404489,491328,332616,360649,718921,2415245,2469505,5421599,10668584,19662445,37753801,129429234,123249587,214425283,425757496
265360,377862,434190,332140,334636,686085,1713414,3747220,5026720,10934614,19693687,37865403,121787401,123618646,215110934,429183477
266493,372804,491512,326081,348050,727009,888894,2540081,6274674,10854216,19742580,37487850,129813249,122946945,214445005,417548347
264514,386680,434886,338608,391137,692631,2397379,2410502,5690098,10664042,19584583,37789672,128865235,123531038,206360993,417860994
265876,401777,490220,335873,361985,673589,1701014,2473809,7353161,10803966,19797956,37524287,129546431,122351947,218393189,426343572
262037,399918,424503,346458,352071,644369,1016319,4538185,6991181,10806640,19689135,37673420,118384273,123562282,215302212,412318760
264443,380386,494038,308570,368486,680007,2575968,2526073,5006726,11018451,19969171,37779538,129810074,123398172,215307401,426338509
260939,401739,432293,351815,348224,737787,1767307,4841308,7117988,10786482,19788070,37664591,122250442,123500806,215774038,421116875
262707,378224,489195,314101,364105,704443,1023662,3123079,5673046,10800196,19832635,37849140,135289048,123453269,225960958,434479523
291208,405924,434185,320320,378548,682925,2644541,4345625,5674226,10905404,19797349,37602496,126246598,121714920,214148326,404944062
278763,383006,490388,332504,366111,718540,1776408,3019022,6999293,10861318,19806445,37562969,140106735,123162308,221320902,427869011
270086,425692,431443,346997,381379,695494,1043470,2733023,5717820,10952347,19757682,37692423,120604877,122675186,217982251,421491645
267642,399245,492251,321366,373597,743695,2597744,2634129,7222510,10804829,19884352,37727714,133822921,123426895,215333603,426244356
264542,389483,438122,350462,384660,794273,1752819,4112909,7040092,10684766,19672679,37674724,120074603,122772878,212714286,433139495
267777,385877,493794,331814,381253,652175,1020831,1891111,4951326,10898736,19909922,37571802,128967835,123654477,219103487,422562894
261529,414929,448430,325522,393756,706060,2619754,4146439,7199576,10854005,19757508,37504355,121893581,124412761,213957899,426202245
263230,378619,489604,310900,359111,708380,1776896,2609401,5582105,10899432,19835107,37634403,128696578,122210062,207665934,421401875
258735,422189,437612,329678,369512,655545,1037186,4010453,5558473,10813976,19845059,37465620,121931941,123799062,211179380,422412227
269828,379254,501733,334058,400803,702447,2584216,2770528,7204081,10609115,19823066,37471477,129716097,122255622,215004327,421319693
267701,389609,432065,322284,372233,688143,1812623,2507429,5639684,10772633,19747172,37566765,121410061,124104650,212548353,428844887
265011,377464,504602,342600,378096,682512,1032278,2494904,7388963,10810442,19958414,37290512,129267150,123632225,217791428,432609317
262555,394237,438598,323938,360860,684814,2589091,3847312,7199986,10753867,19779027,37455621,121872460,123868018,214472257,425201786
271374,388942,498184,325867,339724,629335,1814628,1790844,4957345,10821568,19897678,37432643,129248083,123317149,217699962,391497848
260251,400847,439621,339876,352291,694673,968727,4148673,7089520,10890530,20003385,37473926,122132930,126740818,213165084,412278925
263656,385261,504093,325595,359666,692169,2535558,2648943,5596800,10905673,19984337,37282165,128266096,127289957,217507353,422551327
263895,390645,442886,341736,345551,768897,1751987,3968771,5669582,11702311,19732845,37608977,140267453,128015064,215811675,416101578
264486,375826,496199,323073,333675,688787,1005200,2706978,7097566,10752487,19894509,37357300,125934542,125902343,211088163,428684231
266415,395033,437904,330209,370814,634168,2564609,2490761,5670627,10772003,19780008,37363419,129095985,125948352,212502855,430232837
272454,393571,503589,337511,332610,650753,1722665,2476345,7294963,10949532,19968753,37464608,121386311,125919650,202729870,442720312
264694,405138,439698,327496,339527,635091,1022600,3727430,7066639,10765915,19759476,37602865,129089890,126724639,209488199,438609983
270039,377132,485744,314374,359587,640644,2542283,1782035,4925001,10904137,19819177,37335724,129987356,125077568,210392854,432728392
260847,404268,431556,345006,353023,696545,1701681,4043202,6754711,10632747,19716149,37669895,127029069,125949640,214121457,442935866
263100,379462,484117,337622,339724,607971,969716,2612095,5610045,10783175,19713725,37209486,121028505,125508586,206757868,434302947
262460,403055,436608,341310,355117,681733,2452879,3849217,5032781,10703907,19511207,37375442,129201505,125855639,213577923,435712242
268200,383952,493752,318901,370344,676356,1659497,2644766,6239332,10860451,19790141,37497024,124525992,125462823,213805923,425623778
263343,389851,445038,330854,365974,647010,968127,2463220,7977004,10720900,19615464,37459648,134307123,126167719,212151645,439672781
264459,383636,492579,314018,368657,691912,2397693,2354708,7211648,10798771,19993003,37616761,126695587,126773489,212696585,418730064
264892,395299,445916,331472,378536,616503,1628991,3674340,7098342,10879539,19563828,37279019,124130552,126108528,213479240,425349726
267054,395304,504551,325639,393938,670824,954761,1755339,4903399,10760253,19777239,37390658,133818508,126339454,217159667,435398185
260341,387603,434429,329418,396055,677459,2346796,4514040,6559573,10698067,19598323,37571887,129241899,127465460,214520755,407923787
259350,391569,498227,336168,376033,637063,1676996,3172821,5612597,10737207,19746181,37249288,141322864,126409549,204738481,429590803
260809,393921,438895,342502,374312,637219,944312,4563313,5243510,10636824,19707610,37320043,125283124,126806639,220375980,432398655
265212,396913,494826,331803,378928,684341,2428011,3129605,6364448,10869473,19758002,37372617,130427127,126127309,206939542,429439685
264427,400146,438250,343691,379402,683329,1713962,2810724,5372628,10590075,19517638,38219530,122232211,126463455,213436116,417444411
266715,387920,497470,327669,375319,634281,910075,2693135,6682730,10794942,19831161,38339447,129532128,126640219,214991370,418821543
261289,374611,430902,338862,405135,711437,2433505,3916894,6666285,10575084,19522253,38136716,128197351,126576922,204668145,426716302
268181,369712,479274,335457,382521,715766,1689729,2073201,4845189,11791874,19713331,38139874,128383659,125610112,204324363,430187420
258167,386004,425270,329499,349553,685865,947514,4038336,6795939,10636280,19463941,37480212,119101663,126365783,214188063,430974427
262570,378169,613017,318589,375250,641091,2391222,2565804,5539230,10830372,19613917,37834746,125148815,126248940,215362059,422236683
263754,384795,429593,335119,346762,606773,1728189,3862128,5006000,10609998,19511157,37817339,120271176,126069033,213377390,424114905
265062,371114,499420,333730,365413,612707,903845,2862662,5984128,10872686,19794292,37903910,145429141,125977574,218414418,428674268
264699,396317,434754,335326,361572,665759,2417122,2518739,5914264,10728569,19628677,37667763,120033500,125953940,210841932,419004201
272335,368269,502766,315778,355914,589071,1659073,2329868,6765844,10699057,19874960,37626661,125706418,127714443,214967753,441165382
262983,401828,436610,340169,343522,535974,921202,3777334,6690393,10660313,19515490,37623523,120273223,128164993,205568494,447357515
268685,370628,511208,332876,357211,496500,2470230,1723231,4803018,10857376,19792411,37353559,140487155,127975932,216255413,425635412
258458,429124,442985,333806,355155,504463,1673979,3834930,6499430,10770658,19765256,36975528,119706819,128549646,214609538,432128820
264452,358262,482670,317338,358731,495006,932799,2447370,5634801,10829948,19768662,37253059,126632931,127773262,205991545,432218124
264026,406240,442815,329284,334960,500323,2354325,3796661,6151401,10699568,19595283,37245029,120206811,127523860,214829542,401034080
266755,387008,501564,318823,361112,490663,1669347,2551408,6636393,10856116,19710325,37265260,126362515,126240005,213124467,429544509
267053,397003,439679,323057,347598,504424,966232,2401818,5716868,10770825,19526727,37194117,119898692,127463481,214015484,442416645
265243,366978,493610,317202,347389,513696,2414008,2364580,6709101,10887733,19674214,37339681,126289331,127167499,206786870,435153463
263774,393787,445412,331217,374323,506275,1665024,3651841,6728286,10742403,19427528,37387589,120915084,127247782,212034491,420660258
265454,369321,500195,317752,390336,491872,945455,1749740,4807709,10773927,19807272,37308912,126625577,126721416,213652616,439645153
257865,400954,442035,311276,388766,496111,2424661,4008101,7157747,10652830,19567406,37149363,122126864,127662628,215621758,414332995
261658,381471,485305,322313,381342,488193,1677692,2335226,5403560,10712499,19755827,37227358,128360076,127747668,218003239,407998919
261595,394205,433266,332994,386788,493850,859186,3664335,5572695,10671790,19572934,37121262,121418242,127683995,212924991,440057791
268885,365788,498825,322389,375323,517061,2356117,2499737,6443857,10689867,19753709,35750302,128072989,126178547,209654103,435686678
271788,409049,442712,349552,386364,491689,1677055,2323021,6148608,10682368,19435202,36801075,121760401,125749544,215124794,425177133
268177,378520,497844,324081,406521,494769,924178,2328540,6629183,10763332,19910389,37146186,128160883,125624229,204509899,425920463
272869,381838,432270,300669,385356,520996,2344013,3739551,7110814,10552635,19498209,37162503,121179658,125887281,213884256,411350770
306734,400065,509415,322676,381283,483806,1582031,1722450,4871792,10816277,19848496,37182204,126198716,126895515,209011975,428801371
283452,395523,430170,337607,370440,501128,876375,3921089,6723080,10701853,19521549,37310609,120254750,127119184,214300277,420728162
272601,365345,484072,318318,381672,508960,2364783,3154981,5805438,10819324,19775880,36948165,124905710,126426319,208437446,431776194
263453,416007,428196,342783,352091,479956,1685266,4449179,6479557,10696218,19693152,36989001,120029162,127555362,216780182,427888217
277268,379010,491815,327921,388515,480267,965074,3229124,6238285,10833040,19775838,37257953,124661080,126197584,211233725,407499956
265365,397721,441518,319619,379230,525842,2379787,2870050,5822590,10807869,19654689,37114385,120889886,125109830,215115325,411941021
274247,386579,487645,320835,367620,515102,1663855,2817051,6618844,10739191,19843338,37021681,135044161,124076723,211047491,432140301
261990,387470,436171,328718,361836,473931,961341,4047158,7084306,10687493,19532207,37219676,120627949,123652925,213971914,422563486
276015,370882,498640,323194,368708,514580,2415096,1989836,4855450,10766470,19720750,37165164,134419686,123282871,217138362,429429054
259295,400819,433165,322088,396914,497565,1695359,4001232,6464220,10799086,19573561,37156468,119570928,124511242,214927855,427248640
271572,377408,489776,328453,364320,495075,925346,2571885,6530700,10808392,19782952,37173527,126330454,124977402,212968593,430671580
263505,405969,429165,317451,391921,507382,2442704,4339957,5096567,10727748,19619191,37173394,120249046,124256049,216998357,412416144
278479,381937,485681,332226,356837,499994,1697241,2970784,5955727,10854079,19552861,37067278,126216186,120553029,211907031,435716098
264480,391401,432023,325442,376544,470647,877153,2448398,5529297,10744329,19666097,37337472,120346009,126523063,214856700,429582201
273262,376965,503290,325394,357692,494171,2391276,2525152,8293928,10743762,19915911,37241401,132215385,125301181,212590305,432283649
261526,381207,447273,319899,362510,496960,1645294,3745181,6683202,10514956,19723290,37159624,118939060,124097923,208607283,426562915
280018,394825,501080,323165,349579,489138,897396,1842940,4907515,10656235,19840253,37019830,125114489,124307634,206945463,433828033
258492,473078,437566,332304,375209,509931,2488422,3969216,6828931,10754146,19754062,37432088,131516756,123703730,204445010,424805559
269812,325207,509370,318146,373191,493426,1692930,2547826,5532943,10691414,19883770,37554264,124735002,125584241,211067817,428364624
262154,381518,466767,331580,380828,481826,1022580,3929247,5446631,10856946,19831519,37863380,119246115,122136688,221236766,394930203
276686,328814,493483,330609,404026,568944,2545491,2665534,6872100,10940022,19811742,37267936,145987084,120937215,217008778,421615414
300417,385677,444569,321019,384147,574313,1703853,2350761,5622194,10862337,19843601,37731399,119569009,122608162,210755455,428013268
289647,327261,503637,316029,386248,539280,993661,2396265,7171959,10865360,20018843,37411713,125552031,122057997,209632193,400846179
332562,380457,450766,312927,387115,583529,2566399,3836796,6818376,10898910,19753606,37786745,119814612,123050225,218644745,426477111
267648,327923,498113,321699,374071,660862,1721906,1794041,4922026,10792208,19954563,37490386,125392692,123423295,215344018,430531007
269900,385796,445955,338619,386022,606084,979158,4016568,6798734,10754934,19815655,37697574,119486775,121826061,209512501,430951446
261493,346854,494723,344186,413662,657377,2513062,2517418,5531327,10812951,20019711,37486717,138033330,122044487,214080308,426363546
274846,358409,450293,315274,390204,702747,1769322,5373166,5406617,10845164,19752642,37613965,114249017,120808173,217300785,428255000
267846,328063,504417,326538,388381,653089,1004655,2666158,6833161,10799055,19822242,36785954,126311167,121498373,216123069,425813586
273780,379071,440310,323782,403511,676606,2888082,2374956,5519456,10753871,19904455,37541241,115436603,122361590,213670668,428797814
267971,315658,503090,323577,374737,621862,2031706,2425651,7039811,10834134,19842543,37332208,126491464,122413010,215905630,413942391
292600,366161,431651,308890,380078,627856,1103546,3859888,6786703,10825590,19790685,37741348,121450122,125090129,224473354,425343516
266092,339391,491377,331575,381057,667888,2834094,2390896,6675570,10703257,19968097,37409688,127892381,122180229,214757867,422235962
272183,382268,434973,318376,382706,662411,1961079,4762778,6895516,10785786,19826287,37754789,121052356,121961012,218891934,429852857
302835,332695,489146,311718,358172,693772,1066993,2992389,5565130,10848383,19866927,37322550,134438366,123863844,216084326,431902528
292511,378120,436119,334545,352736,644131,2741872,4420115,5425940,10761905,19801274,37474942,122014713,121923423,215619163,410961538
299760,354754,494188,331887,350854,685876,1834692,3169782,6880481,10776345,19900124,37297852,127481226,121024512,217252551,418937339
296381,385923,438072,314767,360574,734484,1055146,2597009,6044916,10832615,19721130,37704521,121301445,121948882,217308654,417287443
304978,326815,487160,332134,369733,672860,2584672,2730001,7059326,10708244,19845931,37180978,137280197,123892334,208744094,424724044
291314,385109,445827,336315,353558,718537,1758627,3964283,6741444,10848595,19921125,37637757,136873716,120789927,215992458,410590811
308863,358014,490505,313809,349166,730648,1164413,1931454,4874244,10850876,20152423,37364606,137758021,122357718,217302476,427101653
289429,377247,425510,339437,355791,700629,2618929,4019548,6838278,10840850,20648221,37725993,121298898,122086700,218185249,426943639
309314,326582,490417,334305,349905,728819,1680657,2634007,5505289,10774642,19773107,37320602,138906274,121890134,215543180,418526137
294325,362963,425152,313213,396890,715336,1016569,3969281,5420002,10802764,19746348,37573183,137926950,126366709,212278001,410477429
300695,344248,490428,341563,390307,663613,2573284,2807876,6838940,10775212,19825189,37490315,120780535,123875068,214677481,414401587
306514,389872,442777,312436,348953,703514,1719937,2378325,5616544,10673202,19616327,37223800,138059511,123266069,214196646,427313278
295461,329621,489504,337129,377098,635076,960840,2455602,6663934,10632881,19719930,37312766,120799984,122654029,209327359,427204917
318069,376110,435247,310388,339112,659066,2494049,3648266,6822582,10661227,19376264,37218195,126321880,122512903,216113122,423352475
302652,351749,503908,334329,372714,692807,1701894,1727017,4884026,10663847,19661934,37160612,119110864,122505379,214962158,399703940
289884,383491,434177,314640,332170,623690,1013450,3947278,6501793,10690735,19505142,37226651,138530049,122336136,215009525,422523671
295493,330530,492659,343843,363308,631696,2521898,2551352,5494831,10719692,19918186,37025179,132597655,121203316,219977230,401063878
296228,374144,444138,318855,342866,667220,1721204,3782975,5195595,10743428,19480722,37503814,137892126,122806079,218089275,424373624
303609,346085,495272,328722,358987,699957,1017777,2669500,9733919,10821093,19630250,37255501,120178226,121336239,214323322,418876432
298849,380647,440487,321862,354237,657347,2526859,2338126,5338904,10785706,19547644,37231780,124879920,122497586,211334425,415949284
308682,335827,500348,313556,382454,715374,1742649,2416087,7231702,10780329,19847331,37038052,188085621,121303279,205332962,428007202
294780,380857,440986,318309,346180,680815,1002441,3730993,6966904,10737547,19426200,37231385,107256024,121668809,217063718,421612295
299765,328588,499321,323846,374984,672045,2526214,1740848,4858000,10676775,19703569,37168435,106203978,124696435,207122854,421640752
292904,380636,443596,326724,350348,690054,1774942,3992120,6602214,10773765,19492623,37114309,108222684,121730572,213450959,419092414
300906,330690,492907,317329,351980,636149,1054871,2653412,5503734,10665198,19759255,37105102,107981018,123657390,217456853,402773043
305850,374071,439302,311627,350200,668708,2570706,3833183,5899283,10890141,19543486,37192688,109305884,123788306,215161786,422572834
301299,345493,490208,309576,352657,683989,1740378,2512708,6341257,10776052,19673999,37214259,107616676,123522000,216532554,409227842
311382,370369,426830,322861,340420,684575,1047427,2210336,5656379,10680978,19608819,37252220,108244534,123832752,217164184,417207362
327323,328496,487518,334864,368385,629325,2555814,2356617,7116581,10695027,19735493,37295039,107548741,122387287,215388239,413687172
315839,387617,433508,334394,343511,686873,1726954,3765373,7057079,10644077,19503852,37415330,109342853,121974093,215765835,421879207
299009,336655,488618,313841,347449,654256,1041119,2095596,4897294,10755608,19754532,37080548,107979537,121323108,214310566,421691707
303712,361432,438367,316609,368380,679977,2560055,4529173,7208534,10745000,19458738,37169606,118874934,122391702,218324388,427735064
294989,327032,483255,334097,355549,674486,1765561,3090153,5724801,10692149,19836126,36996469,112113335,123195179,205343863,411093027
305703,385674,420708,315227,360639,672184,1026704,4322445,5697489,10664262,19584279,37139553,118963248,121177982,215424150,407956535
299950,337147,492202,330892,345649,648901,2539477,3149286,7127517,10689493,19629888,37347723,105502704,117972300,219148667,417317172
301440,377586,429613,319864,372681,613688,1751699,2607192,5809943,10669258,19540127,37444621,118939381,122443120,217210767,432250392
298427,347940,502284,328500,344714,666487,1003918,2710248,7173093,10672523,19825251,37121256,116863171,124143491,215631807,400625022
297729,381894,559586,315083,404864,667210,2513280,3858103,7146672,10779999,19400600,37240068,107114469,124102497,220480787,420902379
314202,329074,582651,330329,369183,638783,1778932,1879139,4726278,10649151,19824338,36894900,120895657,124895880,214655739,421702136
290027,375942,524685,332279,378480,709633,1020203,4103691,7138586,10749461,19833768,37024518,109252190,124346825,216089499,423687690
304372,334493,583786,333684,390101,689974,2699850,2540654,5585438,10663084,19790607,37036690,121079462,124946887,205259080,431366861
297710,381743,525247,338093,400396,701951,1776839,3922489,5474253,10896590,19777205,37234489,105535746,124063509,217406995,391954548
299849,332103,603076,329330,386782,707242,1110006,2791872,7115834,10735486,19729523,37076695,121465950,124972740,207483172,422768303
296925,382776,541868,333003,365122,661454,2693680,2447159,5690560,10791438,19779350,37330015,104810319,123954558,213339342,427465368
301720,325824,597739,335018,351656,687900,1718392,2487139,7256499,10909413,19903214,37014313,121362831,121729560,205425621,398797864
305351,386463,581026,328973,351473,697421,1020588,3900558,7082910,10777839,19693461,37124556,105221214,122624992,201795140,430142939
301983,327298,561051,308409,380773,704378,2664491,1941376,4853016,10716990,19747305,37135332,120718036,121393580,213982262,427486025
313084,382298,514966,344046,367061,790332,1718409,4001187,7080165,10842976,19756779,37063658,143990622,122614188,213353077,414053752
297683,337784,574771,347886,421080,712862,1008023,2452242,5501442,10897843,19887157,36989918,134454555,118959177,203617399,420681802
288076,2327374,494174,323472,399229,701090,2662438,3974423,5503207,10653361,19691074,37247373,119154974,122621035,211214454,425558820
301170,837980,451084,341407,394486,716311,1698587,2582436,7010412,10729876,19766228,36992964,117548017,121850866,197553849,435660354
288273,378400,415289,340395,405922,672982,1000476,2371754,5651798,10770091,19990374,37384201,115887195,121802687,220353123,445424440
301225,333052,469228,335346,392789,681259,2681068,2517688,7244437,10762462,19950333,37322552,126767982,121590707,215270951,431348984
289206,359035,412774,333177,368207,853544,1763247,3917336,7219170,10872671,19869693,37243452,121901064,121732518,216597736,434170167
307830,320520,472691,329860,374811,721933,1005054,1826458,5048617,10806285,19681695,37088054,124767305,121894586,217255796,427836123
302317,373113,425572,338318,380087,741420,2614427,4008763,7195602,10671936,19756738,37244510,112080348,121729783,209610756,420716163
294677,336526,460031,324474,393906,716833,1729600,2513451,5582464,10794669,19711887,36994834,125731110,122748222,216403633,423158364
304982,376506,415491,342766,393617,668525,1049848,3938237,5454915,10794626,19675938,37257013,114150968,122188547,213405654,438827491
308945,322454,472193,345613,383148,677343,2637344,2666872,7071078,10926707,20032049,36902256,114912172,122180748,215914258,440893647
307256,361204,412022,309421,369628,705624,1725654,2373775,5614612,10779351,19767149,37202945,123093897,122858523,213422891,421469683
298372,320668,464784,328761,372181,753369,986965,2447154,7296113,10751070,19890989,37256248,111471432,122836176,212016500,416946452
276886,381669,424780,339206,393085,747635,2697193,3902945,7064178,10765739,19695947,37388616,127122206,118948409,209362729,420979400
266107,327713,476706,313885,387339,693103,1758190,1727887,4996732,10878233,19905382,37131138,127478221,121345881,212697955,426172061
259385,369156,421251,319887,375925,732512,987411,4005809,7051987,10787256,20918662,37169814,138001825,122152221,218357503,440015557
262913,335888,478542,335732,398401,684727,2642993,2744755,5671845,10814693,19921724,36916628,130930986,118638935,207623003,417496589
263606,377265,419568,333200,388323,734768,1735407,4508323,5553429,10806485,19746546,37124279,134169075,110867206,217558179,421346480
268159,320975,485514,318304,382776,684446,994721,3120495,6955016,10834266,19794072,36970061,137203648,124420931,206735341,428655558
266197,377037,411944,341731,401497,721265,2296287,2731042,5638448,10863618,19507819,37169882,123235704,122049000,219985051,406406985
266185,340187,463601,321655,381509,685424,1559588,2708523,7608754,10777375,19728662,37060671,138322852,122261991,215555129,420731461
262362,376943,409235,335814,401453,684655,905878,3940800,6909035,10611760,19489741,37269556,128152178,122497546,219002658,423851320
267560,328854,470304,310147,388996,664087,2282417,1886443,5087992,10807655,19552855,36946343,137509620,122765337,211658907,429297682
260332,362165,416473,339577,382120,690116,1701078,3863115,6458832,10727030,19645380,37264278,136848718,121684867,218333837,417161999
263719,332835,472347,322196,393327,666584,948867,2544154,5622086,10608376,19716718,36999601,137405110,121344900,218287123,417318193
261300,398320,409030,332552,379244,699053,2414522,3815345,5030521,10741032,19620297,37081117,137444950,121053493,216359366,424597546
265974,335856,472324,313402,388709,677217,1565344,2656468,5968441,10738735,19746433,36950784,122827861,121216243,221592495,409292695
265551,372016,418050,335143,387329,606918,959588,2339644,5299415,10932896,19486988,37248793,137864896,121063791,208199208,404670672
265963,342808,474777,318541,411832,683806,2400012,2351357,7295383,10660778,19582253,37017992,135339115,120956295,213069315,430100601
261724,386544,420342,326428,390125,667030,1565706,3727167,6980519,10637196,19549265,37193692,136657622,121041568,212800826,416074951
264482,322045,480595,305009,379731,667648,1018798,1785969,5020117,10786638,19781625,36855637,127562997,122257379,215853570,414910091
260515,379920,421662,318613,391515,631737,2470266,4004925,6509806,10788015,19455900,37245185,136989808,122054842,219052889,420613220
265126,335951,478453,301894,402633,702454,1609017,2434118,5580392,10713645,19907024,37145593,133163814,123459668,214383919,426326501
262948,382055,422978,328882,380867,672437,1032219,3865664,5098474,10658444,19477410,37360979,136759938,120861572,214005134,423960725
266706,337720,487899,312505,383322,681213,2431483,2502583,6345801,10862242,19708987,37139222,137371409,121758360,215453052,429560340
