x86 inductor 16,x86 inductor 32,x86 inductor 64,x86 inductor 128,x86 inductor 256,x86 inductor 512,x86 inductor 1024,x86 inductor 2048,x86 inductor 4096,x86 inductor 8192,x86 inductor 16384,x86 inductor 32768,x86 inductor 65536,x86 inductor 131072,x86 inductor 262144,x86 inductor 524288
264493,362740,429848,331263,384532,654254,1573332,2296959,6807882,10616790,19518186,37381093,136338584,122090814,211574049,420854113
263307,326179,478492,315076,372628,643724,1004791,2334265,6751615,10876043,19691021,37168242,126804353,121765365,214366068,429669025
264323,378477,437562,324593,407824,673107,2362718,3826100,6958874,10700005,19185442,38848861,136936813,121747232,224054437,395778533
265606,320761,501421,309059,407155,645667,1582509,1719292,5062496,10902106,19727191,37127202,136001960,121483222,214074500,421725016
262009,377446,432847,328592,388826,669804,1003623,3926356,6818880,10754021,19454537,38828121,135451704,121469239,204436547,404192023
263449,334382,490569,317934,385445,625334,2364530,2471090,5626296,10836086,19611292,37668895,122589759,123887694,212847617,424640426
283389,375732,428705,330038,385638,638376,1582619,3786571,5163165,10898792,19530927,38709858,136605829,124308267,211381363,431506527
278302,356673,491501,314802,387875,677839,1008478,2619538,6317364,10729727,19773374,37688117,119421076,123875742,214602843,423378939
267416,333932,442193,328334,415000,706946,2409036,2302733,5517434,10924579,19602392,38706047,137097965,121475975,207369543,425311381
272293,356029,497132,317514,414906,704476,1532840,2375517,6961241,10939440,19428497,37705017,135360072,122634851,211869888,421384445
264358,352523,435393,321456,388790,610918,989701,3735183,6978535,10873005,19560767,38805489,142364781,122130365,208555332,421351510
266668,361785,480273,322994,413477,640225,2709533,1810526,4988400,10870231,19792924,37869602,141991138,125038695,214117677,423422395
258863,356370,432344,337970,389928,760867,1646256,4043302,7081457,10786308,19797702,38668369,157550476,125259446,212989277,432101674
264977,356329,478851,307960,392805,679225,1044878,2546989,5803134,10642424,19859490,37802135,142649353,127708948,213933158,394199970
266619,354798,432347,333750,410184,705728,2693790,3952285,5659151,10769009,19776759,38695610,141416996,125013890,212875705,426970678
269748,354151,480975,338054,399648,731724,1819571,2807443,7010857,10820497,19904050,37615512,141058116,121517329,212585726,401342628
265547,350184,432194,324995,378531,696787,1111987,3126607,5694364,10740525,19834848,39029425,142894353,121274955,212259715,426049487
267688,364304,482666,326980,398162,691130,2812895,3029443,7260832,10828371,19897074,37903519,143399332,123292257,214441313,421100712
261403,346394,432699,338981,379181,682528,1771447,4305103,7232254,10640580,19799603,38920744,143369076,124350685,213613261,428913166
266715,358200,489867,348750,395878,704787,1092046,2112694,5088088,10805009,22799216,37001015,143797640,120721595,180641094,431488900
260870,354372,493043,312688,408782,733956,2734734,4350114,7211713,10658436,20069599,38768067,142966659,120822010,205459615,409987638
263770,350568,481330,310759,386474,735773,1815704,2657021,5662819,10648684,19824032,37836349,144112627,120786194,209616474,420592326
262317,333881,432784,335751,380624,669858,1061025,3985897,5790304,10674057,19883659,38861693,143867537,123183816,215276706,435854072
263596,384787,481845,352232,420246,746380,2778674,2828560,7105648,10650804,19721820,37841449,156177566,120995461,215066236,427944610
266772,333635,427293,317623,397071,736802,1765759,2495820,5672924,10679988,19845109,38770507,140881367,121010661,213388367,416365306
263914,348507,486438,334009,381112,751448,1087322,2594304,7319383,10720044,19788197,37760055,142177097,125583607,216540892,424110710
263437,336581,421965,312167,407363,646705,2767596,3928645,7192653,10769525,19961931,38788236,144169042,122053674,210645225,428392176
268073,357092,485479,328915,382499,713528,1823332,1983365,4969567,10899618,19917709,37766489,143083725,122311880,218780535,430778037
258482,370838,431250,341124,386984,750489,1082758,4106822,7083968,10839942,19265556,38980028,143291172,128813904,208893674,430911299
261837,326855,480421,343718,411535,718510,2744864,2586281,5913448,10710834,19854199,37825980,143427668,124328211,216426868,427268197
261609,364775,425356,321458,374016,704789,1830522,3945207,5669957,10744526,19894264,38845615,127257809,124270346,206125607,421694165
267230,312152,482596,331762,393021,669880,1092686,2809668,7079282,10787085,19745874,37685539,142859921,123989037,215985115,420139058
267779,386323,424124,348688,386747,730853,2743094,2518818,5758221,10806292,19888320,38784372,142599840,122270080,210279212,421160754
266234,338451,482167,314656,394318,680611,1783243,2663929,7327621,10708110,19841730,37784460,143065513,122173259,206530005,423616155
261831,365616,427375,322164,389401,663861,1098419,3918145,7277046,10695405,19589391,39585270,142798735,123083083,214215581,412566286
269692,315732,486866,338971,382721,747104,2821924,1861585,5008476,10750703,19693523,40439265,144388742,121292719,217200533,426639929
260699,376867,421255,313918,390538,742092,1733456,4042844,7227944,10686582,19650707,39100439,142531306,121191836,215542021,420756902
266423,322865,484911,333956,356315,743347,1128957,2516914,5669799,10588799,19878316,37668120,142911138,121655174,213430366,420165319
260259,374974,425299,329670,363602,700459,2696888,4016663,5572891,10752994,19662553,38691321,142112534,121293080,217221114,425337369
269581,329251,481032,331370,328931,701910,1690798,2652677,6516497,11002046,19882407,37578383,143047419,120874146,212895598,395482328
264836,406833,429270,322980,356646,608267,1037929,2280775,5669857,10846791,19508703,38818346,142561514,121920048,214774828,417538176
266815,331652,498694,324386,358868,694697,2628871,2326110,6752959,10723721,17779764,37755140,142402442,123580941,212871135,424487397
265654,407249,430675,322289,335075,700230,1794055,3773581,6877791,10794771,19335116,37321088,143875525,124009755,218466099,410053942
267615,368143,492660,331066,368756,693542,1035941,1760095,4961222,10728020,19795469,37805188,143590699,123081721,218081241,418486433
258587,404720,426727,323468,351378,703336,2329570,3894034,6556408,10875758,19538798,38981210,142721256,124118000,207312018,418468140
268616,399677,493511,323401,343661,714943,1601345,2517057,5643154,10716759,19896569,37789683,143023485,123809835,215789805,425088710
258993,401494,440351,336295,341360,664736,1028091,3830645,5216029,10752212,19568511,37245647,124101451,126340467,217688293,420604927
286802,384563,492659,317655,335531,709265,2492352,2673174,6935271,10895642,19735204,37883115,143288760,122277322,215437873,433163257
294599,403363,436101,319591,342728,612649,1686965,3221518,5682140,10728227,19610178,37287115,130295770,121800185,215401571,438311763
273573,379157,488659,324567,329573,675691,1011156,3256994,6825143,10816925,19593900,37821349,142995749,123610930,219406245,439334528
388905,405413,436285,332727,342590,737919,2545612,4401885,6917210,10793766,19543653,38805316,143076948,121777677,209241059,438128706
370236,401566,502628,321836,354765,663072,1736991,2288612,4961520,10873429,19764334,38171518,143627138,121347498,212001390,424215907
362695,408627,437715,322312,343294,694048,1057108,4331405,6591573,10963585,19485247,37310890,143262155,121383451,209769941,435119225
370857,381990,499061,306978,379442,689230,2368407,2756564,5640475,10839282,19917599,37979012,143756633,122647067,212939462,424339877
367074,396649,424182,328078,336395,660794,1756107,4120680,5208932,10910374,19375662,37307050,143470397,122714229,211136076,410492835
388838,376895,488934,320312,364184,681246,961049,2992177,6370901,10847735,19887899,38007458,143032342,121241803,205028282,416264507
358425,407297,433359,328562,340133,702441,2495465,2613168,5527507,10868138,19628778,38754319,143398141,120981857,214401168,424762983
383328,373336,478854,302700,339100,608428,1979010,2490808,6689058,10743459,19656668,38193895,143569471,120848239,217585009,408335611
378773,416691,424995,322208,359546,638575,1135669,3909835,6853440,10913817,19826328,38902129,143704342,123005212,214568140,423288557
375482,376903,484925,329459,344282,705749,2510663,1852529,4921518,10835227,19978948,36893550,143040967,123469967,215707698,425150229
350627,363212,427216,314040,355520,646962,1856698,3962816,6372277,10867929,19518259,38421961,143176435,124160018,216018028,426193127
397199,353437,479022,314671,340923,669639,1067657,2497625,5568289,10796598,19955217,36877760,143910501,123930341,217617450,433037951
380994,355546,423942,320091,377763,682851,2447902,3790898,5382949,10885511,19508592,39036211,142998356,123613898,211347275,409471177
351069,370456,488061,334180,333835,633587,1770444,2609883,6371349,10774518,19744177,38133079,143470155,120765710,214893562,420453361
383960,359387,419817,322061,356407,677469,1058658,2357505,5337480,10853497,19535083,38736991,143016999,121634093,216043763,427637632
368555,365390,474244,318733,357742,710034,2572121,2341364,6859672,10917326,19691161,36990567,144003617,124439625,216612627,411675629
384383,346767,422717,328327,344513,641648,1802996,3841820,7053983,10787901,19528158,38698882,143167167,124133758,202499175,421094955
370513,342461,481209,315706,345170,619074,1297464,1742069,4808958,10699624,19800873,38074910,143423062,124000504,214808619,421657850
361871,382858,432408,340142,362834,613667,2784393,3994878,7324872,10759124,19486580,38985022,142825479,122297238,211405184,400652667
353720,349548,484157,324751,349825,655299,1744639,2525190,5825431,10708982,19830729,37520686,144035478,121993251,205048437,424714693
399103,370220,425486,333193,337635,685203,1145976,3855594,5885055,10635340,19614351,38506043,143225185,122081538,216338731,415419270
346700,319521,485539,329018,346602,687762,2733926,2649757,7409132,10692556,19748602,36986586,144162785,121612568,217502509,410564363
384401,372410,421951,318842,359026,661505,1760275,2444735,5593864,10600683,19460515,38739864,142370714,120768378,215169296,420176574
352897,351983,484134,321871,363673,673721,1118445,2466587,7332769,10658731,19734296,38158144,143611285,121347700,213315174,422141118
384840,353737,428600,337630,353293,595387,2844579,3835759,7376492,10768784,19490884,38886359,142261887,121170846,219443461,421687451
344760,315207,483629,321886,332986,604978,2083283,1715575,4831934,10700288,19622102,38266819,143426839,121346653,214906091,416410417
403035,398880,431509,320789,354063,645230,1080949,4084634,7372351,10615960,19514417,39038294,143302518,121607883,213964244,415761302
355114,324375,487835,300722,366670,687562,2815032,2553310,9624306,10623007,19761907,38160085,143888672,122899650,209674364,429584926
385965,374222,419759,326389,371877,689443,1668222,4888655,8395398,10700843,19527116,38857840,135540284,122518086,217440244,436595923
391113,348749,492554,357497,354640,683300,1075489,3598048,7403748,10599970,19810148,37886060,124202489,122933297,217511289,422063214
330855,331066,424886,304973,358169,663987,2820312,3238252,5695165,10717402,19519844,38815111,127206994,123085149,216087191,437901868
389880,350182,500065,335133,373680,705755,1752531,2959294,7283095,10799172,19772496,37851753,134486134,122902171,214482499,429259898
361525,328862,437229,308747,369461,694669,1149654,4472780,7326587,10614192,19506488,38829303,142205263,124670208,212865309,418346906
389069,351047,498313,312714,383761,627556,2820164,2163975,4988852,10660874,19628977,38174878,123227576,124508030,212002247,436762714
336483,338415,437100,322022,363035,706649,1844112,4266082,7419662,10631759,19430609,38677778,130501181,126101063,214779585,428520176
378409,346943,487339,316417,361885,703456,1135927,3509632,5593160,10790149,19861946,38358218,119528663,122702923,212711477,432244428
344351,319990,431204,322890,378908,691433,2829499,4907543,5889989,10594747,19562066,39481403,141683450,123273063,212665075,430057158
401034,356308,492217,318987,354796,668179,1806728,3483452,7348719,10730358,19876400,37893209,128822338,122442906,220501280,427384946
371400,335908,436232,326998,387029,606559,1126312,3094232,5581839,10714013,19475308,38870010,130235075,122936625,213092058,424921625
396526,376435,487840,331295,377601,675700,2777084,2951740,7539927,10639467,19690544,37521588,142425514,121869540,214917499,433166542
347516,370092,436378,343354,348394,664948,1718504,4273077,7259549,10673141,19446954,38804380,131135905,122392984,214408888,412906252
394807,332253,538751,325006,349578,670351,2025683,2108470,4954893,10723096,19709369,37963741,143754364,122715595,213652128,424096546
347265,378209,491277,333142,362867,618919,2741192,4177665,7017762,10686838,19703506,39042611,141782735,122990441,214522867,419407358
385616,314421,526872,317065,343115,658148,1709149,3255361,5512201,10767834,19713863,38049841,139122165,123228308,213494328,434406702
349979,361200,474365,335768,359883,735730,1066960,4486692,5814741,10693864,19401913,38835495,141177389,121871869,214282231,434467110
385455,312419,526274,329190,364509,716058,2668945,3153275,6955997,10628120,19597444,36877557,123101708,122705911,211270024,429657583
364128,377155,474067,314804,374025,703651,1685987,2838127,5472649,10673325,19427853,37719425,141597781,122836994,213828784,430384376
385720,313315,529118,320262,337338,932520,1019391,2725123,6667729,10643782,19676827,38182249,141535061,122550542,208435060,427211904
354507,371018,458470,339416,370168,688314,2556346,3778582,7060392,10640629,19518319,38948588,141209828,122432249,212767227,398199227
389051,328532,534051,324377,349414,621910,1676249,1953452,4817137,10775338,23806032,37491393,119943913,122353037,211269673,404310043
261891,356622,465652,332700,354662,576802,1029845,4125168,6715035,10727918,19525680,38762412,143355043,123652498,209890853,423449280
273100,309314,528473,318572,355073,629255,2457589,2480060,5539842,10687201,20003130,38158322,120305665,123776843,211650413,423414531
261796,362962,476748,337418,340794,574830,1647581,4302232,5871995,10665232,19857877,38759769,142017180,120544914,210102096,421587406
265757,326008,521780,322604,352973,601251,1022108,3030016,6654610,10772406,19902361,38072002,135915072,121072333,212827466,426829405
265230,370113,475016,339296,368037,588389,2501090,2711324,5544198,10673939,19556098,38854408,126719954,123316676,206960473,426968193
262032,322809,619209,327789,341681,669400,1651000,2631919,6813644,10638247,19759246,37872081,141356574,124103100,215491062,414848073
261796,368489,565674,340744,347843,588910,1026172,3781528,6716580,10635936,20984495,38820729,124372999,123302594,195253018,402888734
263058,314136,611388,331364,356169,671764,2455749,1940633,4884011,10636477,19633789,38220157,141431066,123913090,218152071,414024539
288720,371684,567261,342379,343963,647783,1603924,3930890,6308848,10743725,19504809,38907530,120262725,123258331,214693447,416113355
275345,307936,607759,313735,364037,557279,1044106,2503316,5248266,10760184,19681083,38123918,141844985,124050167,215721825,412298789
266689,386266,537301,325249,339390,679882,2619376,4667806,5309824,10572221,19342513,38672456,120191711,123541149,214609478,425869749
271461,307017,610799,315632,364876,700576,1659154,3353650,6388756,10814131,19542520,38094496,141617267,124458962,215130932,411771877
272692,373010,566306,320346,363569,680144,1018402,3001032,5834658,10784557,19561488,38721194,140534943,123762240,214825821,418536923
264108,314240,588267,322304,369825,575595,2457627,2892367,7176410,10669065,19670889,38099302,120862751,124492393,216385972,425563974
270116,384167,545039,313788,358197,699290,1651057,4135112,7534345,10622527,19493496,38616994,130062677,124205436,214294575,421809190
269049,310252,609038,318391,361793,586692,1009531,2827459,4867562,10648640,19541815,38047075,142006711,124630643,213131813,416704607
267876,359628,487636,337644,349739,659387,2629466,4126052,6856513,10775976,19230982,37786501,141523755,122258306,221902353,417171331
262583,329832,517421,317250,361670,661653,1660276,3070905,5591288,10673027,19660911,36659819,125695682,123289040,219723215,421494148
262677,378919,431362,316406,332874,586192,1024703,4220349,5396017,10616173,19319025,37771881,141866783,121927877,218140615,415499636
265941,338302,481547,338524,375228,668350,2453641,2760755,6614663,10621324,20144203,36756037,120751045,122825232,214036491,412197900
265833,359887,425960,337713,337713,719554,1658377,2588302,5396412,10708866,19647440,38772593,141862656,122311415,222847300,434038189
263819,310715,484442,349699,379701,662473,1025776,2534646,6735795,10735576,20412635,37985230,121096315,121532752,215825430,436660117
262271,366713,424812,312453,383656,597609,2837456,3990175,6696390,10871757,19346845,38744537,142378752,123835602,218541240,430789120
268383,332555,484066,330643,369970,535178,1788717,1897754,4909708,10856233,19909534,36695473,142095439,122762226,214502569,408024627
261606,377234,429316,321458,375436,506203,1046430,4170665,6866364,10882314,19874259,39026163,141474087,123544387,216738187,429475013
263080,313105,488664,340526,377227,514922,2659792,2557778,5600322,10882340,20857406,38273124,141690475,122013895,221149742,416804199
262286,379410,430884,353556,362520,505984,1708032,7816708,5444068,10833321,19447608,38703615,141996651,121821441,217302190,434582776
274457,306963,483640,311450,376298,703120,1114081,2830296,6854317,10843911,19762935,36873974,143044846,121966099,222329858,427739635
264169,376136,426067,343717,380658,550836,2767665,2636846,5742130,10755732,19818665,38842699,201477579,123507220,218649984,431504200
282695,332340,490536,327544,401471,497413,1700570,2501074,7068204,10844904,20737120,37892269,130066309,123018357,215806415,417923473
284379,367891,428599,333462,380164,482998,1089976,5317380,6878605,10846472,19814574,38994477,122121084,122275559,215880423,431088476
266616,319391,484640,300019,375406,545005,2761917,6112352,4881909,10739075,20723529,38100252,143133701,122510175,212446478,440233271
259992,399125,430388,325329,362492,533094,1741342,4404174,6844047,10826942,19690238,38924747,121552229,122798151,207044791,420246473
263926,320066,487855,341228,371161,512180,1115304,2748883,5516260,10867405,20512313,38038130,142982277,124587405,214719760,408355273
261252,365929,425393,337025,364343,512222,2781167,4123076,5425662,10747329,19746293,38891116,120617174,121995925,215184563,440625146
265041,330609,484327,322327,402899,511694,1733635,2770735,6843811,10843889,20677369,37974419,142080419,121926704,215272675,434762370
271341,380881,422391,317094,371690,493849,1143987,2562636,5478791,10897155,19692237,42804675,135719735,121554272,207819103,437531155
265737,314649,489216,318557,383424,528482,2794827,2545702,7170868,10808353,20488937,37520205,136921628,122683233,207854626,433837148
261736,377332,434033,305407,367756,479117,1742494,3978722,6844996,10920294,19729457,38805362,127798044,122715567,215546673,432014979
267434,331946,490044,339807,390731,482848,1138311,1761403,4921198,10853141,20157264,37853479,142403038,122772503,215295149,432487151
258692,376997,417751,308974,394225,549460,2764314,4060039,6860554,10836317,19735954,39002598,141642070,123308109,218022133,393947225
262341,331824,479557,344734,383020,527013,1691299,2655645,5540663,10918650,20648903,38053860,129976813,124304148,221605076,429520484
265041,365322,419689,323870,377918,525775,1044169,3985625,5436233,10740331,19818340,38713258,129553343,124989009,219487172,437899776
265865,314244,475887,339686,381541,542637,2792970,2850625,6552364,10845827,20736622,37827062,138109379,124014729,207193745,417638745
265055,365630,424471,327500,389970,570967,1748616,3450286,5480488,10766914,20058179,38945016,141961503,123481972,220521166,429060617
262959,319961,480514,334828,394534,521592,1090863,3340332,7093239,10774175,20908390,37929166,123554827,122443087,218915195,436302851
260772,371786,422421,325181,385252,2368445,2726262,4787263,6871511,10941220,21725507,38953861,141917290,122117466,221670638,433879721
268181,315793,489578,325045,413933,650443,1743476,2328275,4863839,10778012,21917455,37873881,120201255,121673023,219355107,424335771
260406,384727,429839,344771,393170,523385,1092513,4588133,6901012,10833491,20265018,39046286,142425475,121230016,218801059,427200854
265758,321940,481387,318109,411565,596522,2638085,2998437,5480194,10829626,20783645,37003823,127796426,122102529,219708798,423023177
261302,373351,427022,350596,390927,540339,1655751,4232857,5162443,10598896,20045385,38905376,130223955,122412690,216955342,428417102
262693,329194,479031,327929,405209,585077,1030242,2898307,6280220,10616664,20946980,38137376,143324400,126285034,218312686,430931577
267354,391933,419024,362224,412163,619539,2576677,2655465,5438957,10811671,19861706,38923327,119196591,122817830,218240504,412227580
269169,326472,483999,309227,421578,586546,1633829,2564820,6788412,10720404,20968069,37905308,143536214,121906543,219211442,426028844
261831,372097,417755,338866,392291,574147,1017732,3918472,6691128,10677764,20379330,38866149,119475382,123844185,216937494,404164587
264738,330171,509297,332861,400396,600307,2387353,1817141,4799216,10668676,19990117,36919155,142714714,122238684,219883604,423437596
258180,362004,475405,342147,397535,594196,1648734,3995225,6448091,10664463,19640149,39002952,142140883,121360551,219342495,420021857
262842,324253,526788,338653,383697,706513,975978,2552023,5430734,10752558,19980684,37795575,121113585,120750652,217785783,426267504
264849,360095,490381,333027,396628,723125,2572001,3797684,5028460,10619020,19683748,38749830,143595071,120997506,219838926,422150030
267723,411593,538105,317831,384256,634053,1610341,2579316,6106817,10650577,19958712,36892945,142040398,118169536,222698525,420253057
263322,370684,494344,340970,379244,672509,1002545,2389428,5363579,10769606,19732951,38544536,141452562,120187237,221483999,415140707
267973,339999,530248,315975,360489,742286,2374750,2390211,6582661,10790702,20098880,38241617,120270169,121422123,222685562,407322804
270331,370163,495748,343841,353435,684377,1638786,3727055,6678637,10789474,19704543,38721051,142027166,121498052,217062772,430021911
263574,341696,526715,329592,360414,703588,981225,1725614,4826720,10691571,19918293,37898466,139285658,121649864,217136396,432993050
258835,371122,491192,352744,378944,731042,2596371,3813076,6472494,10698786,19550521,38883067,141412056,121298859,220840504,432471032
261326,332686,551885,315688,350627,749439,1675146,2476244,5354756,10745114,19983019,38175822,151602053,121741619,211620367,433983381
259124,367242,498351,340296,352346,693170,1001463,3847123,5008771,10787583,19691545,38854914,142602765,121459854,213801678,418935603
265690,330995,532007,339348,372148,751571,2520398,2599745,6388972,10727377,19976466,38008676,142096673,124457561,212869853,429519721
265875,373585,504039,336917,361782,715666,1620246,2392277,6087528,10734977,19732446,38412256,142220337,124360193,218320312,422881497
266787,327187,548714,321740,377505,765645,1018111,2386879,6894982,10723589,20094247,38116356,140929674,124150353,217104040,429267045
289687,364138,491842,333825,370392,755853,2418987,3811531,6954472,10685194,19664523,39010643,138860181,124271781,213425828,439219303
319584,353113,536697,321115,375709,790803,1596653,1749022,4874404,10597747,20020872,38064970,139954876,124678906,216058280,416346544
300492,349191,507838,336743,360066,653123,997055,3912481,6880470,10680856,19877180,38785243,141002671,124625225,215963708,430776474
294830,353271,543632,416385,372094,705763,2552296,2458641,5638318,10628603,19903644,38104240,118654043,125596510,219830245,420113443
307926,333584,491611,427051,382667,789315,1558113,3777456,5067590,10639322,19641047,38928212,140828503,125302918,209825290,437618916
300473,348032,540714,314993,362211,792869,990426,2492227,6630308,10777105,20082354,37850083,118441637,124701490,206209013,436892926
300761,342324,504733,324078,360259,754294,2590960,2391650,5727491,10709953,19804422,38868495,140267972,124645682,212367509,408099938
296357,355008,546497,354804,358218,702542,1581450,2370974,6562790,10765505,20130681,38168111,141153719,125152453,213432117,411688259
300825,333957,508538,331380,336000,681434,1103112,4778760,6987115,10933733,19667155,38790414,141162940,125080062,216574927,426961835
306290,366165,554915,340944,351901,620913,2800105,2527152,4886667,10904212,20049669,37968749,119177661,124687296,215498592,429411790
290397,346941,510964,328484,338133,598381,1654537,4779665,7078575,10609403,19587406,38771210,129163699,124801298,213875827,427943858
303803,364808,546160,346421,373396,556992,1094371,3131344,5716717,10924399,20043093,38073418,141273366,121496271,210884322,425816692
291841,330728,427826,318832,348466,682211,2826554,4352280,5448992,13996763,19716905,38906444,143498272,122371596,212836881,417043965
300980,360526,717988,333450,382527,572432,1786966,3001615,6937858,14994535,19954663,38326463,122518814,122188764,214323460,415854209
299020,335564,655178,329354,368604,571956,1096062,2644267,6114814,11136010,19596460,38910772,141672716,122719988,217339767,420407452
293108,388202,701550,333087,343549,584695,2795725,2647517,7187288,10689773,19862181,40337432,142039983,123008829,212376349,430490800
302399,375200,653803,347914,371351,553641,1762474,4145387,7175022,10859523,20920872,39300112,141636469,123097844,215733556,423352250
299083,335005,702279,314782,338317,567159,1142768,1979789,4911585,10855370,23020927,37619972,135160486,124451564,208559495,420944913
301574,387106,651122,333144,373706,587180,2797245,4192762,7088719,10817874,20178593,39259321,137696871,124191852,213173493,428844907
305180,330244,715526,331667,368601,679521,1809845,2755759,5662655,10929044,21187372,38075404,135959731,124538694,215631544,419682476
294133,368389,640369,321946,350298,693163,1114381,4130170,5489393,10753380,20069869,38439485,126346530,124368672,222603712,413616815
298383,362947,694719,321384,376885,630348,2732373,2886757,6950679,10982452,20968559,38065426,128507557,124460949,205625479,418318845
294969,346702,642059,326893,359995,676465,1747835,2580567,6106443,10859898,20104434,39321334,141045556,124525429,213269366,417960031
309568,343852,696895,321973,380533,715126,1072017,2501599,7093157,11005843,21036708,38113420,118323791,121581404,200840337,422925177
293282,348041,646595,314524,367200,666581,2782254,4053603,6964853,10791324,20227281,39000784,143563077,124289826,215374784,431298131
312412,351134,699728,319696,354747,663334,1786818,1817608,4807668,10855773,20109491,38041511,121329975,125069698,216246365,415254092
290420,343723,636251,314863,360708,667186,1347242,4194643,7041569,10934773,19618805,39288545,163519082,126409680,214614399,424636881
297400,351979,665440,347090,398923,702534,3003828,2629935,5654716,10811714,19999238,38223632,139713258,125684561,208850918,424095586
292384,350129,628471,320318,381732,686169,2009231,4124958,5478135,10931751,19762544,39035004,144131330,123918470,211461938,424233967
299399,351572,668639,346948,389112,668822,1240058,2730776,6844775,10859775,20121862,38084352,142246773,123358982,219114837,420565522
305189,353481,618468,349103,361544,724375,2891829,3066522,5926968,10879841,19798440,39385419,140900096,123030982,215248782,422084685
301400,373371,682777,339551,379733,720704,1862024,2843301,7070150,10793259,20022747,38024492,141142314,123016926,209396159,427702875
295947,350617,599660,322088,392642,755192,1188468,4099175,6820039,10929143,19719583,39097959,141695422,124022255,218064697,418050669
298982,358998,678896,328049,354048,675486,2861479,1923286,4893639,10858157,20027594,37667199,142242592,123966672,203258493,422527792
294162,370615,590999,320264,366407,706253,1808509,4101129,6884151,10605069,19762232,39243031,140588586,123982265,211662129,415221005
303168,412603,629808,329603,353152,736915,1141367,2605115,5560746,10839231,20074981,38068419,141727597,126290358,216425286,401459862
293937,416188,585274,316777,372410,729327,2632294,3915799,5152291,10611328,19756930,38785092,142000044,125649848,214192543,416734006
304181,422687,643665,323093,346345,695258,1728686,2548797,6147590,10690102,20081892,38126320,141624153,125987968,210226092,412274881
296317,425184,588283,323314,351901,723478,985331,2459812,5536967,10654740,19749893,38803733,141943863,126340944,214969049,420949844
304064,387658,637941,305327,355001,623505,2469144,2357469,6902308,10742522,20069595,38014463,142130387,125814927,211045376,421468583
294624,416124,597252,322222,373306,673155,1706148,3805476,7021226,10568246,19606269,38932415,141699205,123140916,217835737,428650813
301810,380704,639990,329799,340195,640249,973957,2041062,4950882,10742300,20111713,37589474,141943038,123836516,215007491,418213665
298585,430002,595399,312495,368926,697998,2573000,4788575,6916216,10707399,20563095,37664187,142080614,123659990,212616157,412236428
297542,397082,614022,327681,351775,770886,1757246,2990606,5612239,10733837,20944083,37986460,141849646,124110746,217565412,423459512
300130,373709,567123,326225,369097,794003,1010310,4362595,5103917,10699858,19862121,38636567,141649503,124256213,214472767,425512984
302657,391052,610543,327389,347353,730776,2575857,2844390,6698694,10734511,21109378,38143693,141758498,123509283,216447819,431479100
308753,398475,562770,319168,368569,780921,1715626,2623334,5383109,10649229,20004038,37912066,141936019,123829540,214504890,408826757
303474,377050,624125,333346,344431,804232,1006921,2563640,6747035,10764566,21055151,37863364,142146384,122943256,219430503,414935401
302190,414245,566643,320177,377478,815395,2583536,3964655,7103335,10552912,20050852,38759652,142035553,123702687,216263204,418922671
309527,389584,611420,356216,363414,824915,1593347,1900889,4891576,10601397,21806347,38383055,141892033,124545091,218087062,410297168
294801,396444,584492,359541,366991,739607,1019544,4050495,6773450,10722980,20139355,38823808,142184561,123721726,216442614,428127738
313371,396319,578937,370616,365187,759569,2528578,2575172,5767972,10745271,21026085,38214498,121738783,125858266,209176548,415777833
290606,424325,537356,359404,377159,779983,1632724,3884922,5358227,10780067,19968411,38500906,141312333,126312445,209224482,430983439
301162,395806,583220,377592,346909,776422,1018215,2558156,6878509,10748597,20753220,38238074,148756551,126363216,219561608,432547760
293732,418360,548552,357033,376027,730380,2563834,2386284,6111731,10764487,20033468,38872493,148905042,126293914,215257167,429187413
296798,403054,591915,376043,355428,780070,1536578,2369149,6871859,10762602,20966553,38177503,143920539,125848671,215595377,416048439
298986,410417,541982,317510,365508,989255,946793,3821263,7273424,10719336,20299348,38928353,152401649,124097997,216038112,431084461
295788,378139,599839,322521,362608,911011,2530371,1628571,4898587,10689847,24848119,38035964,148538172,121407563,216865239,402699855
305435,391704,546035,328320,362763,824522,1592265,3928207,6777999,10637549,19925056,38837134,149013568,121468920,217409468,431825915
298429,378605,589714,331285,355231,794385,1027288,2379135,5693596,10787789,20682581,38117278,140928164,122455333,217592497,430956132
301809,412231,523657,336576,404336,762392,2508020,3895919,5310952,10673569,19922677,37953268,140302911,122195017,213987054,415891857
290392,368837,571126,283035,405713,756187,1584992,2644939,6183076,10728623,20668750,38106199,140885330,123427717,213359760,417156047
282522,403217,519891,299369,400076,687778,1004610,2340862,5349534,10735817,20033181,39001099,141103029,121256781,215651533,419801943
273329,387363,576086,300816,401726,672310,2613791,2323316,7342336,10778376,20818356,38889772,140916086,117157419,201778895,434752166
272005,398867,522986,297295,383210,642057,1652208,3986586,7460452,10733339,19734667,39038145,140979464,122649659,214222546,424726186
273484,368078,571871,312070,385481,591869,1052311,1842782,4934588,10874030,20644419,38047131,140944629,122037079,212556162,413815251
265763,400219,528768,282047,397458,606295,2784152,4156486,7710807,10707991,19935294,38832581,140773296,122501923,211344348,413331717
267389,358365,587830,305651,414382,582128,1721788,2616269,5580152,10882683,20659661,36889310,140863321,122153791,214164900,433031125
