FP32 inductor 16,FP32 inductor 32,FP32 inductor 64,FP32 inductor 128,FP32 inductor 256,FP32 inductor 512,FP32 inductor 1024,FP32 inductor 2048,FP32 inductor 4096,FP32 inductor 8192,FP32 inductor 16384,FP32 inductor 32768,FP32 inductor 65536,FP32 inductor 131072,FP32 inductor 262144,FP32 inductor 524288
310957,414100,444775,420464,469628,4523683,2712249,5915780,6187373,12454672,21953766,39709225,72626122,131447497,236018469,427451750
302369,396036,424979,432441,439010,596436,1902834,3351021,8474856,12521346,22002841,39816671,72552712,129744043,263404161,444002556
302221,379827,445793,429956,433621,591942,1172607,3248370,6147295,12496690,22120407,39562529,71402458,131678154,223588132,424164087
303706,399087,433379,426862,441557,580580,2703510,6222331,8431653,12569574,21896001,39717177,73017773,130664689,240907902,428012562
295725,394380,421810,423207,435350,578661,1903253,3636929,6134256,12165446,21884303,39659544,72502234,132971975,236159633,425284924
307695,396746,417332,410585,429853,578138,1207727,6032370,5144960,12308628,22102270,39742733,72885098,133112631,217751587,433148939
295775,397589,429177,417627,493992,590919,2734323,3173661,7426148,12127423,21713655,39651225,70956451,132416064,238542597,419026472
336076,399648,426977,403108,467874,574301,1912378,3269940,5989775,12516143,22031804,39727652,72935309,131960100,236979698,415877559
305065,396506,442022,418933,443121,580804,1171030,6141800,8373006,12349141,21840522,39443416,72801416,132387656,221339069,424731798
317083,394454,440237,428535,425060,572942,3164518,3657528,6187640,12298936,21876315,39744759,72417721,132829580,233250519,445511340
304999,415356,426266,426280,431892,555660,2051470,5895813,8325649,12503807,21866116,39712536,72780871,132072045,229367349,423489619
303977,401677,440077,424599,428356,610325,1309007,3087823,6124429,12364827,21927964,39863783,72458468,130775375,229397205,424291539
306168,400263,438239,428154,464421,579291,2842085,3324225,8478012,12540285,21834745,39848499,72558595,131600791,216949591,432954135
299154,384685,398254,417860,413474,648351,2000043,5422389,6125793,12209314,21961191,39938262,74634537,132269394,220005469,443152294
302108,394490,427966,418934,450354,636184,1285538,3125100,5832156,12205157,21832601,39854713,71148399,132678362,238362622,445947342
301443,392077,421479,416052,422990,594394,2775067,5523343,7382375,12418235,21962279,39780423,72931131,134330266,232212217,441623628
311546,395680,431648,423826,441591,628651,1980315,2812476,6006248,12208850,21760725,39631461,71416112,134256281,234720211,432225595
307091,410890,410120,423919,413369,617242,1211438,2949738,7368809,12162965,22042715,39754818,71920897,134242245,237283778,443015045
312781,402745,425656,436696,448489,578424,2741655,5101856,5859175,12241310,21840440,39772197,70565185,131323604,234392181,439990282
303032,398133,411982,411254,461900,614787,1972178,2956698,5862727,12215620,22093007,39866246,70736351,133008081,234379264,436857972
312846,425159,440848,415924,421900,586587,1453493,5356425,8310143,12199766,21713943,39709397,70036127,133059231,238603672,431859670
303933,399353,419626,403942,429525,560745,2832728,2838972,6055274,12193877,21807506,39699389,71082105,133306468,237458999,417339975
308227,401741,407577,426571,425290,586096,1940747,2883898,8443853,12217495,21818857,39596007,71273112,133909090,227409921,444740637
304536,398667,454581,416813,426783,583075,1322340,5152273,6128465,12269327,21882942,39987575,71001722,133017765,215321337,437500118
306148,401986,430617,413950,442855,597280,2643261,3123082,5523703,12478075,21876923,39804807,72676530,131835764,218491160,424201078
313123,412358,414790,414951,421819,588223,1803034,6449890,6591872,12374565,21914170,39812470,70909304,133065391,223435648,434668477
303823,376880,439865,436793,433979,563588,1061041,3479961,5892993,12425134,21963464,39595465,73052544,130283465,239865773,439039960
315075,420830,395843,424706,432968,558325,2411095,3486322,6912641,12444639,21925626,39676662,70972793,131247969,226167034,425444293
299969,409548,417695,417960,428730,567458,1829180,5769964,5749446,12357860,21828989,39826331,70848892,132503919,238119721,426324526
316461,381458,428828,419342,400694,542300,1062988,3238479,7849328,12479664,21954742,39802040,71089911,133143000,232942065,422530394
301206,399173,415946,410696,452224,566487,2411342,5615258,5968524,12678480,22085209,39773838,70846629,133357183,235640855,425506516
313514,384425,404364,398197,415920,560750,1745056,2957911,5326095,12488600,21880198,39794373,71343345,131423140,234033913,433092124
308098,401705,413190,414329,433784,594237,1017802,3008227,6504762,12519206,22017081,39504930,70502998,129539069,236015970,443338723
300013,390528,431816,410049,468839,641685,2398671,5457584,5855931,12326456,21856235,39820476,72492192,130587497,216337118,439586357
298645,401695,412797,423751,430462,621114,1781705,2978612,8084864,12606513,22025295,39768621,70691404,131848222,232566551,440674582
305192,387364,412467,432098,425407,614846,1078620,5340581,6004213,12362226,22013020,39712802,70618227,131853820,231919577,435289300
331711,402903,415887,417443,451111,604654,2433146,2895490,5315473,12483871,22052208,39765431,70763198,130434159,232930394,432893453
330620,397357,406816,503021,440469,603912,1781874,2909162,6838915,12597428,21889673,39724873,70972495,131001553,215970666,426110016
305267,380451,418674,435544,481061,593753,1071426,5474668,5773473,12545514,21929033,39824416,71018186,130257959,235693275,426745581
315025,400113,424391,435711,454088,609963,2404018,3003076,7820938,12458485,22026637,39678129,70609147,130601085,213986197,435463562
303817,409655,398902,472489,445789,613605,1760176,5290779,5887892,12643198,21938973,39635222,71082377,132353932,231127381,436644913
312655,405732,416406,476106,420393,582062,1072293,2831330,4536562,12437247,22021782,39810202,70935256,130362245,236962225,436038106
309363,393969,414744,485052,446180,573236,2429474,2976215,6457017,12414672,22008960,39661023,70889644,130380060,226760020,438971539
302112,405154,404458,477522,427786,575273,1766448,5159583,5876044,12350207,21840845,39838170,71274298,130922766,232628622,441235594
306363,394793,407005,464336,431269,575212,1089248,3061315,8231562,12498861,22079397,39619437,70368330,128846781,220014949,434705098
303841,401893,404552,479799,414056,568503,2382018,5389059,5949451,12509077,21904968,39640620,72092387,131875597,236387186,440526259
300720,398611,408215,432422,496075,574182,1743148,2901487,4554855,12495733,22028765,39872479,68846214,129518046,232204624,443180909
305643,394631,423903,417127,414905,591388,1088388,2892012,6607344,12363417,21906241,39859477,105413644,131138120,232201470,431953370
311938,408544,411187,412631,459851,584255,2342498,5155814,5954043,12392279,22186393,39643584,71772051,130738194,232341559,423832318
346733,407717,425478,421996,429011,595683,1770567,2894006,7952417,12321393,21953561,39845268,133281419,133211334,234659170,430041073
329131,390874,414438,433106,438048,558811,1014015,5326552,5987981,12265898,22066231,39661744,89458025,131227716,238780993,425678471
314307,396969,407876,428179,429667,579913,2507515,2829797,8268617,12321308,21917640,39857049,126136919,133198008,220584507,423379666
310086,420163,419743,433689,450139,577092,1881266,2782449,6173706,12383050,21794941,39749410,103145899,134977019,232660041,426740805
311440,392739,436173,428039,421777,1367598,1164010,5145176,8360141,12532018,21863359,39675787,126568340,136397580,240217365,428552487
306396,399422,430719,429556,442480,586795,2690201,2815237,6038997,12271370,21838622,39700818,103295526,128852267,219136475,422693659
304440,399282,402535,431481,421556,597819,1878161,5212960,8422289,12295029,21883770,39881931,101955501,128912836,221212826,432529491
304477,393687,443154,427880,444422,613414,1193453,2706953,6169689,12251030,21717939,39776132,140730794,130977474,237007539,427981624
352209,420674,424765,431198,441758,598980,2612592,2845736,8367824,12347213,21880285,39784561,108099263,131540032,237964066,431017505
321862,409497,405468,538425,441408,571737,1915881,5031074,7520471,12278089,21839600,39683912,137957169,131991971,235917974,425664986
317105,402611,434682,523195,431327,587135,1178713,3189232,5910213,12239852,21954738,39711977,105858046,131193524,231183457,437182087
303559,382091,419489,463988,485034,576565,2648612,6178205,7433834,12304213,21933151,39702525,138230406,131559245,235554759,426864843
314582,395289,420677,457529,444682,619067,1906835,3257649,6077441,12532816,21955955,39779634,94805198,134210173,229573856,437449809
309597,405009,437236,454727,477975,589336,1225351,3171147,7406312,12254757,21766884,39609891,99943050,129872451,230316822,441979333
319452,401432,432052,449183,467872,596809,2647581,5615333,6034739,12540597,21845476,39908141,138880310,130597900,232694086,421347093
304848,388205,416736,449325,464881,604309,1857047,3027455,7514484,12449350,21759398,39487446,99463039,129902276,218111047,445747899
311989,383736,435579,430989,448799,611305,1185838,5513439,6068297,12381916,21978187,39693717,105608764,129703510,215404223,414321944
303019,389575,418073,437392,457617,572519,2665873,2864599,7495150,12325038,21675197,39791209,140247226,128005984,217293946,420077945
358527,406884,438532,430928,471370,582285,1880268,2916078,6111157,12242741,21858854,39998253,105882271,125594242,234516884,441874882
354706,411373,424009,431772,493420,574915,1208925,5302454,7378469,12192378,21834002,39569620,139085365,130290598,216666843,427482271
342417,405942,431395,435662,466858,579456,2632026,2821625,6050408,12377748,21973262,39646865,108273525,130711399,227885374,432962315
348867,396416,408968,425445,422940,592405,1911104,5139287,8388054,12155019,21844781,39943179,153317503,127062356,232343188,430794692
338250,390983,425733,384739,414124,584377,1195956,2721984,6187958,12473448,22086751,39503230,99764598,129875868,217843187,429634374
340799,390037,429392,396180,460883,598699,2621232,2814219,5113098,12569271,21811709,39735654,137862003,130008938,234996758,439338749
345259,406192,420312,388153,490042,590744,1909080,5138287,7560716,12507337,21834998,39766443,99822439,133471476,232682713,436325460
337775,403499,427363,397522,459526,579105,1219431,2788807,7388947,12304938,21747297,39782328,102233872,132574084,225246878,429965560
347638,393691,427638,379435,424939,584727,2637888,5192337,6725113,12097577,21982859,39680324,140177762,129304496,235758515,444918252
337646,383292,421142,374872,419774,573479,1910176,2804697,6047515,12341469,21720662,39909751,105995393,129097679,232575580,433279816
341924,395522,431247,394284,421329,574358,1201333,2834126,7343533,12195758,22036890,39538841,138845014,130690013,235584264,432251591
341779,405626,399137,375902,454153,585709,2665197,5211088,6048459,12379358,21672246,41146543,99966887,129933700,230275001,442524198
338540,377636,403035,386453,417831,591172,1814266,3057622,7276297,12427399,21875563,39562383,104888275,129595274,233438060,435129189
342273,388347,407938,388958,434467,607812,1163950,5389645,6111469,12370411,21953733,39395135,139258832,130757853,229501539,431793256
344249,401651,411279,380410,426135,586373,2574614,2802880,6822463,12366164,21855262,39594790,115161882,130032754,220071470,444156338
340824,386251,400116,394805,442307,552992,1812150,2969441,7052616,12387317,21964941,39536146,125759527,131797733,235400622,446411853
346368,388730,434784,384880,417577,567101,1175961,5012605,5082754,12459815,21835327,39510560,139037387,131285312,235147170,428593302
335935,393012,423486,399832,434517,561406,2485821,3086931,6369702,12399463,22014651,39796285,127921283,131287162,232123693,432192730
340324,391960,420176,376339,424319,563399,1717136,5228837,12154629,12417816,21951476,43591608,143093375,130555718,233506974,434008377
346540,380995,420291,380620,432270,561452,1130143,2818727,5332411,12484023,21995897,39936027,138968862,131172430,233008743,440610480
340384,403400,429866,373517,441468,573987,2485406,3064794,6393509,12352887,22029696,39694064,152517413,131673979,230574780,425184128
338268,400153,399990,389506,426870,587966,1797495,5111327,5885364,12410968,21981880,39384774,139526358,131899144,239241267,441651966
348589,376957,422188,376976,431125,585498,1128940,2977126,6856140,12400401,21994041,39654381,157426938,129923108,216271630,416772392
337837,379318,416377,403475,416508,550236,2411422,5292632,6048332,12401818,22005115,39448758,139673398,129341236,237863150,437652717
347243,390298,434916,382586,401747,571702,1711550,2859051,6919401,12303514,21875575,39852829,141152359,129366207,233134951,418260008
339056,390400,437776,396100,413491,570192,1127571,3650995,6056241,12429005,21974671,39787365,145752430,129170359,237726711,429927298
336401,394749,428472,392079,413723,550091,2444741,6188721,6765816,12292487,21915320,40205714,128222200,131703669,231411841,419560036
351401,389873,389441,384887,416167,575281,1820095,3433634,5818884,12415628,22006427,39465000,138216112,127815377,237967215,425121902
338739,418250,415260,433046,412022,575208,1120154,5842586,7807766,12343900,21947316,39140511,141110695,129699532,236443205,423532655
337809,379742,427335,433224,435195,601025,2510832,3483265,6074893,12258955,22020827,40124894,138068670,130591692,230125206,438163550
339974,401903,403959,394225,414403,576644,1669066,3278497,7699159,12356964,21814308,39931360,141524597,131911109,234920248,432570537
384249,383872,428878,412912,439240,571266,1137649,6190577,6029695,12468328,22120607,40009944,138320030,130833849,225429708,428417190
377823,381976,391032,399098,418771,570294,2441031,3543189,8035843,12420569,21959686,40107001,141039933,131280475,212537563,414093065
343838,397745,406686,410003,454381,558022,1822682,5894314,6134770,12529415,21964706,40377905,125642745,130200610,233922179,428258134
346891,402994,418810,388643,417534,555978,1147821,3129327,7844256,12459357,21901316,39365038,128784801,130320119,232580664,427980886
340535,383074,401360,404557,416058,597379,2398496,3298546,6153697,12345341,22009591,39630168,125425927,129216522,235435577,437867310
346097,397583,391894,395927,444665,562986,1709337,5615734,4625945,12565539,21989747,39502807,128632643,130784579,239054616,436970838
337829,392063,428579,388670,430453,593913,1134837,3167079,6684800,12189525,21991959,39358342,128577982,129147381,231131685,440359836
394408,408431,427000,381213,414356,591330,2492229,5528686,6016828,12440730,21992716,39238190,128755692,129626753,232509367,429911443
355439,407653,404130,385979,438730,565517,1837530,2809048,8278852,12549071,22045970,39231519,125355384,129687949,233717952,419539462
356037,416562,421525,402756,408253,579483,1157762,2848385,5756902,12369617,23522988,39157563,128747837,130474414,242718533,449619781
334254,393525,417968,378982,429297,581728,2671956,5039839,6076344,12278919,21901910,39483618,125099953,128415898,238158815,430828968
334662,382646,407881,395407,406028,574256,1874588,2939337,8231070,12570228,21865859,39470285,128822956,130126758,241128901,425786366
349166,382284,426762,370495,431107,586864,1226288,5250775,6059905,12327788,21790129,39089237,124780430,129704921,220992184,431779505
334215,403113,415026,380206,417127,586971,2668045,2656898,8277754,12413773,22081809,39151182,138450733,130111456,236447553,411414044
348190,395424,423180,393808,436687,595630,1763775,2816981,7609050,12366637,21817090,39440952,147723945,129538500,235218330,431878792
335114,394590,428863,380294,416493,595156,1207932,5249165,6085210,12312471,21809367,39457289,140747405,129563745,235130747,423292979
338700,396292,419911,420377,452709,560678,2691817,2781285,7403434,12322679,21796394,39329267,138476527,130988349,235043968,433717513
351188,387614,407443,393002,626943,593618,1889302,5214849,5971377,12299957,21865267,39729633,141962701,130528966,239056442,429547467
333850,412319,412081,366809,517627,587644,1192774,2669030,8205264,12241453,21933164,39351784,145923396,130394754,218149187,417136644
339877,407329,413269,392007,524469,577062,2666844,2765960,6076364,12257576,21030173,39415826,129063861,129956535,237645966,430847246
369311,410985,405989,370055,556087,589241,1908531,4998333,5776305,12336068,21889923,40085331,139337876,130814681,225874188,422039715
377932,389085,426559,383937,501209,588695,1213493,2963107,7430987,12244588,21968003,40076094,146275488,130138046,233878423,417047339
337792,388834,419662,388444,524128,592233,2681579,5245620,5962079,12296839,22016684,39302234,127303213,129741713,233740380,432372765
339321,392184,404222,368907,506175,609380,1890475,2681027,8263590,12609599,21953348,38958595,142585238,129797260,228664034,420377003
337202,411253,431725,399443,543262,563793,1186735,3486007,6055087,12335976,21774807,40196020,139994957,129125650,218687044,461094756
345733,406414,411668,434719,524384,575371,2655614,5853139,5906987,12333576,21916364,38314968,142378623,129900799,235432533,425601062
347388,401993,405220,404633,518341,585922,1762209,3312109,7460925,12311194,21940152,39932832,138710943,130750488,233012693,426177982
338102,391931,433376,388545,515592,577920,1248670,5776555,6069851,12250172,21946254,39829346,142068460,131876126,228244858,432804572
334670,389872,411682,390755,466230,585941,2728804,3096160,7445983,12259122,21887082,39228513,137413044,132577428,234112063,419440363
347112,413406,413495,418494,446890,594150,1759120,3050028,6097177,12219750,21852880,42497490,146343294,129789836,236259547,434443696
340233,408558,428355,377796,474569,613981,1183525,5303853,8261995,12314835,21862176,40015915,127766171,131341169,237977513,432928264
349094,392999,429555,399013,464823,592495,2689402,2981008,6253551,12237224,21878112,40362586,141271912,130131171,235688492,416964364
332081,390827,418625,389763,446956,560420,1888796,5357240,5949547,12517038,21977487,39908513,137693138,130391918,235661095,417306248
337686,385772,429522,395727,455959,572145,1214731,2730642,7405801,12209725,21894063,39697578,141036761,129790534,232438228,429431902
348704,407099,420900,372642,463302,586414,2699505,2809732,5984664,12270169,21966576,39601664,138091187,131353619,239400505,426396865
376222,410061,412121,396354,467129,562985,1891887,5291053,8303184,12258380,21795799,39669790,141492937,129625264,237873938,430447505
360906,397673,436414,418093,462826,1157567,1216669,2757326,6169740,12206664,21986889,40537695,138194569,129786620,240616326,411750344
336028,386576,416938,381160,465836,826244,2664774,5143098,5906558,12164064,21977677,40336614,141393588,130441262,222451144,413224865
347082,392782,415584,400043,458922,736038,1900046,2670537,7465026,12420354,21850063,39885475,138223065,133447695,225170142,418253457
342069,394115,421762,379176,452720,736916,1172545,2756229,5897631,12254845,21810235,40314861,141229211,129699145,243605176,432494463
341737,409521,423374,395869,535394,677778,2661648,5024289,8311823,12360922,22025040,40568942,138207477,131945682,234691824,460436150
372287,407742,414363,388494,453278,687759,1894861,2963564,6242675,12315945,21876501,40240718,141890168,131113558,238802337,429260115
365266,388853,418282,392442,489375,680019,1212183,5152639,5965583,12310957,21971430,41920304,138056200,129884371,220811662,421522714
334911,397271,424889,386602,460326,673205,2704596,2689356,7363444,12172653,21856313,39738231,141439462,129570526,234273281,410222130
352426,396964,423774,442218,457592,698981,1888939,2743158,5972216,12126465,21890804,40343321,137855740,129237253,234901492,433856201
334642,402419,413684,447206,466230,669770,1190700,5028775,8143348,12584572,22032222,40408303,141365314,131479777,220723179,426055162
341837,408544,423812,442454,481412,675221,2654558,2804026,6246237,12315321,21865459,40575766,137614108,132234399,234941030,427062746
345545,403115,427577,429345,453423,660336,1889592,5246336,5203402,12241006,21881108,39603928,141123628,132298915,224778547,425061376
332717,387117,431217,447047,459011,639009,1248873,2680911,7485974,12269432,21871589,39926828,138033542,129520716,235580927,430911673
352141,393643,418632,447334,456991,623017,2662362,2677822,6075615,12178715,21876496,40297626,141106795,131545554,240664877,435226154
331776,395148,421172,436088,466149,647518,2262351,5231340,7378749,12537817,21956641,41143661,137766431,130557221,232256751,447159525
338788,408879,437708,426885,465239,611499,1414080,2747147,5697152,12263335,21888019,39685774,141197675,130390659,219873019,446588642
344024,396093,443923,416120,467180,625141,2990004,5245522,5935732,12224174,22042489,40168061,126732894,131477603,234717557,480729961
329508,390451,405322,422251,452486,630542,1958382,2691023,8286496,12271206,21864184,40299997,141452067,130092705,231203463,428838508
349364,350345,446553,418030,461692,640292,1340312,2661656,6050500,12301756,21797531,39614339,143125364,131042376,231704940,411715044
332797,385074,431045,368053,472568,604657,2839536,5240687,8207856,12186611,21888410,39572405,140994066,131670210,225633890,436476504
342488,352387,416474,381806,470090,601220,1881593,3669481,7369313,12273337,21861714,39798240,137317383,129051822,235675254,430739091
341443,370053,428026,366509,450110,573986,2060574,6106060,7025024,12323607,21826074,40213794,140791283,130348530,235359260,442642137
333264,362129,436395,378055,465485,596349,2798147,3363902,5982539,12290724,22011390,40468371,137695994,129886190,219667054,428173263
352264,391832,411819,377158,461359,581476,2002530,3298941,8481933,12230801,21866838,40998536,143634028,128179108,237468897,439250512
335196,376869,433210,390877,463113,596731,1286694,5626653,6124274,12361345,21788313,39836484,139818234,133772381,231457889,412886761
340790,380073,411953,372723,466456,607606,2757332,3102412,5152226,12225703,21872319,40555346,143807174,132364628,216066423,427865417
348199,385930,412726,395097,471372,615073,1962617,5580189,7521162,12288750,21774868,39949147,125444244,130914694,230509661,426442430
382704,361986,444438,368407,446029,612028,1226775,2967200,5976243,12314166,21829917,39794979,131366934,129764820,236020522,444846522
364434,383895,451490,384878,499094,589563,2620082,2927550,7461522,12256913,21970082,40263718,139796344,131185552,234056870,435666783
339118,379237,441780,369884,455575,591381,1883419,5251071,6041252,12570301,21947525,40261890,140749253,128907196,235274594,426537606
353426,404682,463251,372175,493582,578087,1167562,2978619,7038231,12466867,22014121,39848761,139379180,129164292,232703433,428816768
343611,376896,436921,373829,466313,567474,2453704,5410555,5984945,12524350,21972583,37673260,142624607,129850087,233738001,430562588
334235,384098,440782,404574,467312,571672,1895037,2948172,6859233,12482005,21281670,40184036,139548355,131058625,217550766,433996304
348466,381988,475034,359300,452966,570695,1115513,2867475,6015033,12503126,22024775,39597266,142952073,129356119,223165694,431277487
336100,397875,427433,367167,457795,585768,2483135,5207637,5201140,12437988,22032629,39885076,139046792,129967442,236022505,434387922
348856,374603,415769,384557,495578,582670,1880575,2917136,6727182,12308802,22101055,40118100,142646907,133562723,230440623,432943668
337442,388784,435214,396397,474047,566721,1128514,5307454,6096795,12449646,22059014,40429897,138045972,131216997,215847184,426369110
334882,363276,434060,385781,476001,558834,2606418,2806415,7920704,12527547,21832276,40218454,143022498,129380277,235155082,432415367
348573,388243,423293,375103,465255,564757,1870396,2818324,5991030,12417159,22054064,39816439,138861555,129794025,217485731,427758224
333722,369311,435220,373001,443922,543788,1141341,5161970,7687126,12561418,22044176,40721222,142896454,130400143,228624347,431294191
337912,392820,419633,361638,472241,562964,2404926,2865396,7297753,12557007,22123464,39636748,139540511,129734541,235947712,409916733
336239,344338,427637,370122,449565,570306,1849755,5348429,5409214,12466583,21936756,39346763,149095169,129465088,236270038,425802321
335877,387925,437591,382551,469237,591532,1164737,2862214,7507438,12417901,21976061,39209055,148879775,129798983,236216899,420967786
361124,364053,419013,379178,463146,571875,2458386,2867206,6086728,12317961,21887217,39592840,141714702,132257570,230079225,432291605
316761,392300,421952,373981,485521,559095,1776758,5204588,7154595,12578059,21992902,38388069,140092090,129615608,230528466,433667599
306041,370221,434859,384409,484794,557676,1141455,2891742,5829915,12453582,22067256,39500043,142876295,128483841,219912250,425251576
347670,405594,433382,370374,471287,562615,2539941,5302872,7792477,12571766,22026161,40449511,144874854,129165354,218687307,425289963
328728,393542,420205,375553,442373,547819,1803967,2906694,6700988,12546645,21889465,39954868,150413460,134894914,231359743,471914159
308671,363503,427630,359803,460777,567685,1121730,2905259,9087685,12418833,21912636,38992484,158263793,129140635,221013182,425782783
312961,397034,430338,369136,459278,567920,2532352,5145470,5995585,12534327,21877534,39257769,142821419,129382364,218104456,433759019
305973,389677,430247,372438,467096,581675,1869862,2869408,8599147,12318910,21956308,40139951,142733432,132313467,239939507,420075825
309660,401821,428619,378047,449122,623042,1162541,5287803,5802404,12490971,22301241,39104098,128128785,130723163,235906219,423655485
300326,380280,425778,386239,487004,602482,2457647,2880600,8480042,12512207,21976926,39232773,139208971,131557408,211910756,458991417
315381,377131,423745,395655,450786,671967,1840119,2834448,5907286,12691480,21648270,39519289,142529376,130884946,218622245,431970852
302244,371287,438671,415247,457996,649844,1113684,6079976,8500573,12338306,21991164,39044527,139029023,129279024,213748849,413646946
313944,398891,422805,434344,461185,622811,2507949,3445272,5823809,12381772,21868101,39400770,142364338,133611773,233339819,410782340
304105,370430,406926,434502,482384,598928,1830554,5752391,4720578,12483411,21968818,39222567,139426676,130586201,213640360,426664052
302052,377370,410559,425033,471848,653112,1169248,2995147,7003843,12474122,21889969,38996508,142301695,130800940,234748648,424584618
308039,377650,424355,425188,472556,651013,2644098,3060431,5894275,12328271,21927446,39051507,136433425,127439581,232039395,427671774
301171,404249,410597,429586,453049,649502,1900967,5348379,8500326,12457846,21851573,41427044,143164197,131480135,219549454,424638582
304723,372940,432267,438459,462156,604243,1163999,2959435,5955234,12357478,21928035,39361628,139208135,130251962,217023739,408794138
309710,386187,419532,431659,480902,602819,2689184,5205937,4710331,12527019,21260446,39063627,136742760,131627470,240054863,414708217
309891,383277,421670,377322,460851,642032,1880482,2708232,6926940,12312906,21827211,38963461,139968285,128169619,229707983,432270705
308974,391290,420818,366454,437482,596310,1176347,2856336,6053777,12185176,21798431,38862129,142136870,131749205,233938304,431404884
313385,370356,419977,396719,463785,621143,2615580,4971824,8913462,12203407,21867068,39272258,146943156,130569602,234180745,432563283
302976,386679,418422,382368,474238,630383,1874109,2759898,5965346,12125024,21854663,38895937,139518682,132720628,231808755,413503465
311474,386247,420134,388497,460472,595659,1184422,5183710,8367685,12481048,21836169,39170510,137650334,131981577,239413142,457048398
303656,396317,394001,387353,450720,583002,2628476,2688522,5971979,12237746,21778934,38859733,141385604,132260000,232841558,418811104
310646,342901,410682,411491,459130,554741,1896086,2872871,8235006,12147858,21767968,39221238,137681937,132049325,230473154,442576243
302516,375629,422414,380427,462495,681424,1193762,4995094,6262245,12217175,21828872,39143749,137736665,132572743,235745727,426428981
303012,386226,419975,391805,491438,576559,2612757,2867853,8528733,12214369,21854623,38932243,137856596,131731793,235748074,424039506
302288,398279,423403,385938,453705,604001,1888253,5201006,6175963,12293626,21899787,38886737,140997478,131934545,234500673,419631167
301079,379363,426117,369766,460720,599650,1224618,2747666,5653956,12329147,21671070,38789958,137859628,131621229,237332423,433101023
312513,390223,426709,388013,448642,581936,2658716,2856831,6938119,12469539,21876054,38960443,141108889,131747934,216418308,460341571
305605,371962,405971,364136,483237,612916,1899199,4858296,6020438,12443930,21936722,38915453,137891005,130693439,235478515,427885316
312804,401499,422601,392977,448121,599729,1198482,2806202,9218618,12436770,21783316,39209827,141286031,131876030,232552548,440280045
303656,371858,429789,403590,472746,585565,2644038,5215175,6375190,12194349,21817700,38914733,137755330,131660549,237910665,433374836
306590,394101,390796,389945,452498,587663,1900714,2782387,4697834,12248887,22012545,38816775,140988085,130053410,236404030,431092887
304489,357328,438896,367475,468208,588446,1187458,2855396,7190681,12184441,21901333,38977321,138125594,131743747,234314119,472801915
304613,382326,428534,377624,467779,582147,2668145,5241106,6103343,12220665,21806766,38783642,141452012,130962733,235868544,437613978
306810,363029,400457,374299,484698,602345,1763620,2777268,7235304,12323342,21783081,38840510,138120744,129706961,229223066,428048769
305790,402745,414477,381502,455913,640177,1201522,5157687,6199110,12571738,21843779,39169473,134437068,131833347,232449602,427270886
302741,391746,416573,390386,468559,599485,2674209,2737471,7185836,12216266,21796338,38979597,139406085,129175592,214141203,440205176
305200,376321,400110,384252,470644,604513,1870485,2809154,5941594,12347525,21877645,39179834,142636490,129143987,235024409,429271949
314376,345082,417123,414363,474179,564503,1149401,5128320,6871667,12182913,21999250,39279913,139565648,128335020,226716182,434020855
307434,389923,430105,384901,460637,567606,2533751,2965102,5988470,12363932,21972153,39226444,143497182,129074552,226816803,428187032
308662,362135,421340,395699,466807,557547,1715095,5337771,7316455,12404677,21926851,39076165,139508811,129908423,234112855,459857394
299764,391139,426681,405309,457936,556985,1127884,2836120,5881901,12368371,21860663,39137974,139648424,128938041,231348824,430525208
318987,390498,413565,402004,478183,559054,2508037,3730969,6834340,12362836,22082004,39256838,139911595,130612443,226850742,434691293
299315,369657,416831,392078,445500,561302,1844590,6129428,5799048,12421217,21980017,39300604,140744153,130080790,237646410,433631527
308294,377869,428611,392916,471398,3148123,1137671,3459724,7933472,12423620,22013687,39318930,126058821,128605268,234843040,452778051
297574,382605,421852,379757,459269,591629,2520897,5841263,5904586,12369537,21927122,39404781,128865484,130759208,235937490,426104672
299301,390332,406941,387343,465029,559901,1842273,3196731,4893580,12401419,22087316,39134329,125823531,129733987,237904034,431142359
316389,371115,418788,390760,456466,572330,1144537,3208096,6630790,12356546,22044704,39266312,128661813,128030503,221529932,430589273
301875,390753,452037,364786,472875,546777,2433456,5585365,5960909,12320171,22111832,39201622,125783972,130004278,236012229,437447830
316208,382051,437694,393295,470508,596393,1714037,3047344,4829584,12381113,21979765,39258224,129113769,129007234,240145297,426850107
304081,394484,403870,389367,468789,616318,1143718,5421149,8118825,12332835,21960412,40539764,125470277,130976012,232144288,428742861
314425,363149,439443,379150,480534,607864,2511390,2870921,6162772,12337256,21963336,39165033,128899815,130251848,234776408,433152285
310207,387713,422437,396371,475479,625354,1827422,2882051,7200775,12598999,21945688,39883744,125742247,129026471,230492174,455199673
309995,365531,419499,429872,454314,768806,1128511,5331750,6003240,12457114,22094504,40142589,128899194,130990007,233860322,434101854
305356,380117,436672,438974,475101,658800,2511347,2958789,4435058,12245545,22010026,39837509,126188703,128910707,219247703,415557008
308166,374619,414598,444827,459702,648160,1818237,5278788,4032397,12357865,22197227,39936461,128912533,131661863,237112163,434024875
299295,402644,431482,428699,460259,660129,1140876,2893657,4176844,12334122,22026858,40332221,126005646,131692515,217591444,420305404
307077,359963,396887,430088,463396,633487,2515295,3039596,9212741,12268479,21768947,39988175,132299972,130151909,234070593,430287771
