FP32 inductor 16,FP32 inductor 32,FP32 inductor 64,FP32 inductor 128,FP32 inductor 256,FP32 inductor 512,FP32 inductor 1024,FP32 inductor 2048,FP32 inductor 4096,FP32 inductor 8192,FP32 inductor 16384,FP32 inductor 32768,FP32 inductor 65536,FP32 inductor 131072,FP32 inductor 262144,FP32 inductor 524288
308765,395490,462407,372567,472427,584669,1217870,2610401,5931637,12272724,21211128,32198846,72653252,130623635,235901619,435780476
313513,379275,452718,402040,468685,653353,2824664,2697649,6747832,12337771,21502245,32100220,71968471,133064699,236620758,434586597
308476,379563,456693,394048,485398,586114,1971509,4823653,5749931,12332276,21091245,32338749,72624455,132524405,237551465,424972476
314398,385183,473773,374878,463561,592069,1221001,2582766,6779776,12258349,21520086,32335306,71559620,133981838,236557493,414055064
302255,379805,474308,396950,489070,636232,2847232,5856190,5797855,12312358,21235153,31927631,71806767,130986571,237988021,438218605
313632,389025,438927,400849,434125,597862,1871316,3123634,6798489,12302365,21550505,32277627,70613934,131989984,225998675,434424661
300627,375425,489014,408281,428552,579309,1205265,3204267,5714713,12397685,21109442,31864810,72527782,130979549,228419379,440762362
310178,394559,473246,380451,427038,586898,2833695,5348243,6982938,12278163,21480161,32270573,72649604,129231633,236633889,437697863
300841,377572,453300,386690,431796,593617,1943963,2987760,5759606,12590170,21056284,31854346,72342223,129290529,239440183,429821453
319574,398011,434815,377508,430180,603961,1232704,5301758,6741873,12242951,21655991,32578679,71815205,130889675,240456378,432040179
299935,376321,430263,392195,443964,593445,2861981,2745955,5820163,12215258,21410026,32040441,71902535,131307291,219565384,424087176
320120,388482,413010,380217,436470,642095,1951497,3292802,5276600,12266448,21501599,32442334,72019449,130943133,236051009,442729566
300874,406438,425437,390158,433752,616310,1208241,5325890,7787289,12191036,21685585,31990105,72758310,131316366,242323394,438576656
320895,368555,441121,382676,424586,611339,2853312,3021708,5805544,12360256,21669527,32479849,72203315,131821226,237212536,446646612
299492,390236,395635,397684,428294,581493,1873127,5223377,7732910,12255007,21830066,31875466,71846001,132638440,236694127,442631464
329710,389948,418963,409535,420883,596243,1247489,2706078,5731553,12308440,21461848,32216128,71645928,132241517,234516541,443195781
299493,381405,445662,417597,432830,582620,2784905,2802033,5424341,12224897,21913593,32293862,72199451,131374468,234416980,448287554
313638,361930,424553,379542,398196,629104,1874730,4856333,6759092,12269454,21555907,33834874,72610381,128752510,218343243,452353176
301551,401538,448335,412689,428650,652333,1236077,2787121,5697797,12129171,21179762,31863717,71041695,129303339,232808712,442708875
310079,393081,445098,393169,458914,581385,2753643,4880009,8450777,12433395,21590935,32073243,71640820,133226189,227991403,425808785
306792,387111,430792,384319,474513,582592,1733175,2733717,5812472,12175418,21500211,32081394,71532286,132651542,217140873,439945722
317075,374349,418525,378796,485557,581602,1116441,2920725,7874212,12636106,21615557,32134614,72580487,133298809,229829632,445152899
310089,390732,425917,402366,491027,551635,2634800,4980351,5786453,12248538,21244869,31658537,71696344,132483069,239452385,421343473
317909,367286,417400,394299,495811,589815,1826101,2950959,7969505,12439606,21444544,32439356,73379873,131277752,234719009,440471317
314775,396321,435009,398187,502080,622366,1115346,5014465,5747220,12554717,21231192,32269259,72089603,129694081,233701027,433964388
314430,388338,423372,400864,467354,598337,2456652,2730089,5109597,12445373,21578671,32351758,72049103,128225552,219690165,426711352
307755,402590,426333,374919,468512,599687,1794991,2863928,6464931,12259244,21265932,32129433,72493373,130285472,237182255,447551919
313038,388874,421963,397736,480348,597257,1125325,5094118,5861825,12263176,21339834,32353911,70721489,129778487,239008715,432089751
304242,394886,423466,391690,490149,616007,2520177,2893620,7698425,12270597,21202121,32034152,72096510,133135183,212355199,434204041
320752,386242,410694,383083,473968,612475,1873159,5046574,5743349,12625286,21491651,32128826,72350686,130470115,231485871,476600920
310474,380743,430090,387344,473835,628778,1108833,2776850,8341995,12398192,21302010,31781944,71570029,131804458,233337884,443127255
370494,375254,423015,445676,465789,578771,2496104,2895106,5794876,12242724,21377997,31398033,72280144,132203529,224909374,438001787
355720,377260,417706,440000,493134,550753,1833679,4927440,4748272,12219430,21226566,31985959,72452070,131145903,227894212,445421545
342803,375698,422203,455068,441249,541604,1110664,2753570,6752384,12238029,21548123,32226796,72028849,131441448,237495710,417359987
334511,384340,437128,446762,442673,561416,2415750,5054337,5762851,12186194,21963077,31941814,72106329,132136100,236442845,440591284
358857,379830,400297,442940,447660,562005,1779518,2659596,7401216,12209711,22631367,32435614,71928626,131172625,236138120,450157876
329803,384233,409209,447904,448804,606267,1125144,3031196,5797723,12443947,24332279,32106251,72378606,131074098,238001733,434694363
346852,368011,420559,429122,455896,568292,2507259,4909648,6709218,12230288,21588190,32080109,72929156,132579155,224398984,432570165
338547,394399,412978,426451,439024,553747,1756738,3651946,5695614,12134763,21531024,31866919,72006219,132914766,236540742,460323412
344193,392574,426693,423200,436256,622513,1086970,5950510,5471845,12255049,21805803,32508093,73722826,130912584,235085730,438404489
343324,389652,440912,421115,441586,611534,2571672,3339181,7482398,12285454,21293698,31837416,72061988,131385437,234910399,411999398
341258,369653,417201,374329,402792,584915,1731313,3320225,5649783,12303146,21872815,31938042,71430133,130422733,240896492,417403821
333634,385695,438742,361400,442329,571259,1132153,5470404,7740814,12325554,21146274,31815187,72273290,131940060,239833444,429782476
352416,392608,430639,354527,429994,564194,2410977,3081999,7062409,12328828,22012008,32065504,72300251,132407653,237785716,419805519
335640,424257,418297,361220,448638,600013,1795015,5405172,5883450,12406447,21198771,31982064,71996664,130661009,237590974,443986818
372575,407828,475012,371888,446773,590381,1107099,3657350,6744838,12293767,21742639,31973539,72069303,129467444,226235277,428680672
337165,408663,472032,375073,453567,562515,2546710,3403371,5738271,12214175,21689561,32002190,71638356,130667794,234123183,428891314
345753,405965,462156,371777,429086,675672,1810955,5619823,6848500,12137444,21819015,32396709,71994965,127178070,235277139,438706053
342684,403977,464776,373713,438978,672517,1194617,3072178,5779821,12200100,21627057,32196123,71247288,132623142,224287237,437112380
343302,407489,448842,369527,439806,673638,2739629,5105546,6691165,12277229,21828644,32399596,72044584,132614780,234556238,448151752
338816,410485,420652,367129,434824,668450,1920710,2763278,5802654,12169569,21107536,31810911,72079297,130757389,238392846,445659342
351731,409277,434907,356425,436511,633243,1214993,2798791,6678099,12176172,21926099,32238447,72345401,130617542,236704969,441599612
380110,412214,464922,377363,436570,672822,2878575,4945161,5769913,12350307,21684384,32181233,72640394,129319694,228714683,424818500
365363,410033,420433,370220,433232,654652,1940263,2799875,5185660,12193165,22020544,32004516,72790940,129010497,238608913,441989425
335536,413615,445688,391434,418370,679124,1236979,5172366,7485653,12454670,21779460,31898407,72112684,131271705,236510601,441202958
354361,418956,458107,379318,433834,667979,2851060,2623237,5545240,12139108,21726138,32166767,72236819,131738956,230353092,445592017
334036,443652,433133,368421,440581,655796,1952783,2689205,7917363,12225877,21471931,31804710,72509874,132152031,218801573,440045958
354741,422677,460416,355159,431427,599428,1223177,4894305,5690150,12192911,22054710,31140501,72531205,133241932,236660291,413953334
335690,402501,435057,359430,462929,636780,2861614,2725735,4772704,12261535,26188112,32104770,72493350,132594036,216238127,423692790
346835,446213,430375,364399,433049,1100723,1967149,4955624,6743047,12331988,23139169,32195573,72105181,130542265,233359892,434285280
343113,449693,460168,372668,439163,619073,1215691,2564510,5583326,12221949,22492362,31916072,72309142,132835916,234996555,438402472
344423,428697,444003,378238,437172,702812,2790653,2640096,8207750,12176518,22924234,31044925,72498062,130856907,234844451,441542075
334133,430198,442219,388897,438851,664924,1926490,4795457,5737105,12808763,22576934,31959509,72503191,131937117,219761054,428490613
351549,447633,442658,382339,426641,666083,1193266,2587692,5596060,12278216,23936153,34274873,71873470,129867591,229332754,438450445
337316,463897,473542,356938,442274,591144,2727487,4990648,6737967,12265810,22878376,31783032,72199868,129924269,235723460,440352423
352529,410425,444622,382204,422486,751441,1954077,2596633,5874132,12883326,22099573,32700467,71884000,130188301,227942238,422989003
343002,444596,444242,365056,441612,674449,1223170,2610359,5246520,12368988,22729779,31039189,71922310,129891280,236442851,432215057
351520,445407,449895,369106,433968,607480,2776810,4805797,7562281,12547937,21461913,32993406,72680338,128556746,227105824,447699484
341443,461810,437847,365542,433388,699851,1916877,2689722,7362130,12495698,23241171,31957207,72825575,130677663,233176889,436929170
341609,459993,438777,372104,457040,640887,1189362,4913901,5090540,12415049,21545473,31284508,72014764,129455725,228029184,452323462
341852,455097,438397,378953,454975,706862,2784184,2575764,7649164,12481307,21437702,32006567,71783180,132146272,222316625,429719125
344601,455091,439931,375837,434702,607014,1931030,2598816,5774300,12292182,21580045,32121078,71686978,132337314,222331146,422434448
334078,448436,478130,359610,433327,689077,1203123,5826339,5351030,12502749,21778048,31742645,71852541,131344741,232003951,422801082
353456,450576,496563,372616,445171,597359,2826755,3304679,7710081,12504236,21828327,32090321,71691253,132920443,222544561,432276506
333113,447827,439224,363330,457296,721068,1969150,5639788,5649611,12374316,21782841,32087765,72333739,133061928,244079723,408516767
342890,434703,456191,377405,444608,589777,1211257,3081923,7971664,12469238,21257509,32313319,73279590,129942153,230574482,430880379
340112,439927,463173,358967,445286,597639,2623095,3161735,7282304,12490392,21704774,31949521,72059772,130200718,237187140,429526614
342322,440022,461675,359536,451616,1268550,1819699,5415875,6945801,12477763,21780390,32032274,73182025,130655193,223038718,433384072
345642,447657,482140,481607,442354,556302,1126814,3056807,6196946,12494773,21624799,31633578,71989684,131668046,237060080,440717295
341558,440247,462585,474594,438979,573634,2525918,5349660,5265566,12468853,21649607,32330109,72193462,130446525,230647763,466041792
333736,437553,458538,464338,442629,557062,1665216,2835257,7018718,12566436,21601350,32142102,71746444,130975962,236027900,443457996
352369,447683,462037,463224,422938,569334,1096791,2925906,6063146,12517919,22189034,32248308,71278055,129338661,236058415,432831466
330578,460235,454863,470328,442683,566288,2605974,5079335,7162685,12492877,22181053,31867754,71637763,130773297,228742949,436551908
344040,450206,432017,498088,433002,580080,1764362,2816098,5712791,12479598,22564184,32275455,72038026,130839209,230740105,438320137
330233,406740,460172,469333,442594,597471,1104586,5091503,8920412,12497214,22372878,31940729,71555066,130385976,234272782,412588631
359443,404127,441766,467029,445814,567073,2425294,2807122,6252837,12470241,21881338,32299299,71375144,130455629,236481732,436661386
348027,399023,426321,453409,458492,561574,1767241,2886689,8938049,12429799,21903056,31817921,71158374,130732499,233717637,430699539
343483,388798,455275,434540,439618,578160,1103996,4919451,6215675,12500949,21951686,32754412,72090558,131230408,232242730,461770715
302053,387237,438862,439853,445258,564369,2533065,2957542,5246646,12309869,22007575,31717301,71524745,130357414,235978793,416188215
320054,379815,453782,431404,422284,556280,1806934,5106072,6986146,12506507,21966381,31980180,71443141,133511461,231544076,439833160
302524,393341,442507,448795,450209,561268,1091799,2801975,5849889,12467609,21904770,31776061,71362417,130758303,233885123,439154274
322575,391456,435213,435724,423771,586862,2409573,2873404,8627805,12481457,21836475,32199720,71828913,130926845,233614607,444037281
297823,402863,432235,437845,442051,598268,1667169,5000108,6196730,12458539,21758138,31568802,72700164,131723648,235216311,483598179
333143,371426,459814,439398,432362,626639,1089202,2925304,8032409,12407603,21869454,39648059,71942469,129616364,236822495,428274933
346470,383660,460263,442309,448791,552653,2419266,5020266,7166207,12444227,21763160,39386078,71750575,131317080,224171412,434091549
315132,389259,427450,431761,449927,565450,2063579,2716083,5999681,12522561,21876099,39774533,72467574,129859235,229574094,439744462
301048,422423,435707,453625,439821,560249,1452520,2793849,7619017,12464667,21996550,39067629,71759579,130720747,223062294,425080982
310135,415718,428825,447068,430305,587162,2720820,5026980,6048245,12400210,21845075,39472385,72027634,130973044,236907770,434359901
304632,415705,423738,441937,450846,570207,2008853,2901378,7033458,12490397,22006070,39571418,71370807,130944241,238366679,430004737
320957,399272,449741,435085,441128,576457,1233985,5062870,6075267,12431962,21768350,39755810,71823043,131543513,231509627,426032581
301306,392899,455678,443574,498815,1018868,2625850,2725899,7558285,12442845,21779289,43299810,72226634,132095433,230828077,435024074
324821,390635,447875,448446,491947,616915,1898604,2792785,6082114,12381377,21675209,41960508,71556380,131971881,220689884,436331367
298701,400732,446077,451477,483340,590633,1192992,4959350,7791120,12436603,21794513,42685929,71846223,130980712,233554020,426192444
320289,395144,455120,409322,492494,589270,2732803,2934822,5825815,12480296,21843887,36980945,71821631,131538088,220636219,431235931
301790,383650,440872,394672,475558,649911,2029798,4958475,8608957,12537852,21836207,39226100,71926520,132266562,236268608,419656034
317612,390082,483325,405825,460817,600319,1239219,3229242,6159906,12594471,21827014,38648649,72095713,130475259,238434683,425217559
300053,390741,481245,390792,481553,701226,2804520,3318435,5317420,12575519,21617364,39030639,69974592,131676322,235905222,438694396
313839,400204,436322,402639,455539,697040,1829582,5532598,7722145,12332863,21674654,38792447,71383148,130373100,219769780,434274100
302344,402317,463405,403197,475161,618302,1218057,3103072,5740365,12214510,21602532,37511110,71922762,131832096,236627268,447229076
313612,397396,447848,417863,466170,730102,2853060,5185783,8327629,12253874,21838315,38887180,71858477,131506222,235283265,436073854
308538,401172,440862,414439,463124,758579,1977148,2764312,6120892,12482021,21583483,38865952,71306139,129494807,239136342,443613425
308763,393126,470236,410752,434946,708142,1190211,2819253,8299521,12565057,21332223,38811419,71284652,130982828,238746958,422996906
311421,410145,457548,402943,440053,598193,2793127,4967970,6091280,12287011,21608661,38880258,71794811,130155236,239977296,421771699
352731,401894,447361,401424,427737,694711,1971521,3105919,5270355,12503771,21399576,38901500,71840923,129385857,241055892,444008994
328252,397157,410946,403216,431011,673099,1222784,5688680,6784399,12152203,21601425,39538975,72183621,129567339,241869506,433873985
323464,380956,430987,377958,445592,619311,2788986,2975365,5694807,12485085,21537826,38806046,71391657,130982191,221056040,429458765
298698,402872,412833,396484,434934,667095,1962773,2945242,8287964,12438864,21698112,39577548,71817591,132926654,241932463,442302065
313515,386812,425952,395020,416930,642503,1204078,4946194,6175928,12526860,21379378,39893824,72461661,133725833,236475334,417263058
300155,411436,408462,409801,438769,4062492,2852613,2722565,9038751,12376955,21504935,38873416,71806525,132829176,221155498,434133616
307055,421461,418852,403542,415591,1672687,1941479,4949158,6118035,12573637,21458667,38841505,70237702,131147814,222907743,431664109
307384,396006,416966,372968,428066,650644,1205150,2617971,8248300,12536876,21498222,39707289,71753417,130681743,235206025,440900423
309594,390922,409016,395078,417082,606918,2727865,2607518,6191580,12226873,21517427,42162791,71879878,132861380,235607765,432861998
310884,399179,415526,398589,431684,685022,1945616,4910110,8356954,12465581,21626629,40653003,70778489,132562308,234685581,414395031
306529,401645,409884,409450,414382,721449,1208116,2605517,6181068,12478430,21588042,41829516,71166669,130852170,223254049,429367894
304351,391160,413224,405227,451413,640753,2748288,4938673,5312357,12276014,21703820,40851261,70963856,131860728,237671202,427951882
310004,390169,400249,423172,452875,728841,1914490,2579831,7179007,12498845,21628381,39313732,70766994,132199557,240140451,436092352
312586,385367,424221,406321,446649,601928,1232238,2595395,5769809,12459629,21666177,39025476,71191944,130748959,240794295,427143761
312142,391063,400184,413422,447727,663504,2772158,4794974,8519192,12117597,21560944,39036863,71499814,131081204,238405527,436271626
300568,419649,397737,382443,418313,591673,1930843,2613712,6097701,12561531,23568935,39503726,70657058,126912763,242146152,435257201
313597,403597,421160,391515,435614,646110,1234898,4927577,5562816,12454405,22456142,39359753,71009102,128918363,237902501,434984695
299288,386408,411815,401338,434842,628541,2781985,2589884,7571181,12455145,21199504,40245116,72500058,128421974,239001537,441476174
311467,389776,400071,385823,421557,604977,1882622,2584112,5979990,12421651,21070956,35862403,71811520,123664897,236367206,436766099
303946,386345,420593,390049,428114,655835,1166069,4921385,5159408,12535614,21268805,39013204,71007554,130197151,225827360,413107353
319076,389712,413780,405760,441829,629556,2543909,2621607,6872938,12531672,21537727,37733966,72021414,131071328,219852648,433691670
330322,430648,396883,415184,431866,608663,1864048,4869262,6159021,12208305,21671481,38918733,72185658,131394652,235027035,436587759
325242,406693,418937,403439,421161,603615,1103547,3174011,6761726,12325199,21039104,37551419,71718017,129622711,238508612,436142159
312453,388914,414047,384112,430731,601687,2424095,3268372,5717012,12465959,21608061,39993014,70883699,129841968,240617067,434839366
306960,393067,403553,402848,436307,593895,1795589,5460901,6805226,12447140,25775598,39660494,70766173,130029182,240640031,430025287
298354,405475,419750,406772,418981,599549,1122203,3066814,5794654,12519405,21314346,37106815,72054023,129311517,221111348,431701073
311105,408795,417227,383316,477135,629562,2509034,5317897,7523168,12538525,21358374,39519094,71003611,130316065,243606687,426693548
301190,451043,407424,396862,480584,607533,1823565,2801312,5769462,12536929,21617432,39727749,70883872,130474524,240123712,433182255
309400,420654,419617,396481,460906,620417,1112560,2820230,6965225,12545474,21583433,39337697,71892108,131311775,240480029,440882621
301840,399896,426530,418606,483817,584848,2448216,4940837,5752501,12528103,21528243,39108406,71329988,130391325,238395603,439723680
317046,397266,409979,400288,429271,639510,1813221,2709073,4276288,12408425,21351226,39948939,70803315,129740741,223144876,444401069
302997,396138,413086,415096,438647,600186,1114039,5157157,3866395,12479186,21736512,39732484,70861643,131951418,237378830,443112278
323308,409755,401249,382441,463394,591420,2399269,2643816,3877926,12782153,21523485,38502922,71978171,129479933,234927218,435613478
303984,409717,411065,395533,442060,608794,1831133,2589285,3655772,12523016,21523731,38368266,70982138,127790066,237348922,453471548
318867,380259,422160,380749,434899,599339,1089488,4739681,4114050,12355229,21465853,38885441,72031811,129976368,235383164,435972547
309473,395626,420931,398823,439306,607663,2543688,2628859,3792474,12530970,21571645,40046467,71644281,129171799,239292490,425710509
329872,392975,415036,395323,466378,618295,1801667,4794994,4171922,12538381,21034505,39759262,72080842,130377368,233677998,423698059
307286,392751,428474,402701,433604,599840,1114963,2543695,5009621,12452437,21604801,40091752,71005503,128390706,239009506,445525074
311056,396085,423454,396619,434399,598868,2372814,2531081,7159154,12509080,21495273,40366369,71808064,130358688,225285067,424797928
298451,401235,407036,386675,436113,605501,1772476,4755134,5826658,12462589,21658150,40020271,71157342,128524964,242231554,472940775
311482,387990,412078,396997,424312,608546,1082670,2576594,4349906,12440636,21415449,39956573,70885107,129745153,241608297,445679072
308425,401035,430339,383567,463790,617100,2464071,4825151,3804784,12526995,21558456,39867248,71832318,129830147,221753466,427292882
312290,396180,394014,392321,445701,623866,1784798,2583832,3838879,12532156,21394733,39834856,72883258,130521056,239474544,426335672
311700,407492,420442,394621,441804,625216,1113806,2561710,5327207,12373459,21553770,40179262,70870531,129335863,238863406,413815664
312202,385525,427425,409619,448545,636491,2346556,4775145,4873436,12444479,21365304,39847560,70938027,129469205,237405764,445342006
311546,399300,415195,412640,435748,565802,1851162,2620558,6135396,12479447,21537384,40018005,72078396,129498303,239176693,432390146
312811,387014,416553,449904,425182,576360,1218882,5040810,5569405,12328018,21536043,39232320,71504989,131255145,238361345,407845950
303018,390785,417077,398656,464117,555799,2857324,2720071,7883621,12417159,21695766,40128675,70831990,129879618,243247828,428409185
308219,398420,399753,398525,422624,573729,1917313,2820631,5986204,12531812,21476596,40339174,72193334,129971532,234775025,436396224
301074,395694,423108,372599,436270,597776,1234728,4905372,5621381,12497372,21637567,39351611,71000723,130993532,242879147,459065957
317896,379793,411689,378719,439170,575486,2865300,2760532,7135574,12479971,21380711,39825121,70830383,130398582,223407545,410914569
302022,401413,417773,396780,430590,573596,1933300,5031046,5718865,12468104,21508768,40370824,71202105,131476842,221628312,435793731
324326,385146,398594,399672,422145,560805,1234950,2736042,7939429,12374761,21360664,39680743,70991061,131146873,238807688,429130276
302800,394523,436757,397100,434624,567591,2817924,2778535,5700469,12448749,21612960,39857738,70927380,130660943,223340543,436594130
318523,391282,411908,408956,439260,549526,1954446,5935917,4867170,12454838,21561960,39948657,72054628,130584265,222135914,429028913
300948,400013,429593,386841,480154,557784,1223965,3453913,6893420,12437899,21456373,39508595,71747590,130620406,227987806,436303335
321444,394815,440402,409358,479463,541996,2800717,5802629,5704979,12473690,21579137,39772260,70988536,130281506,239704355,423987046
303168,388950,425337,401320,444555,582704,1931974,3239797,7039088,12401920,21578762,33037338,71849472,129963400,224613469,422780978
309910,382808,404381,403091,434129,569947,1184658,3209940,5641394,12442929,21494018,39882861,71005521,129563724,231630414,453483931
299941,410167,432636,398946,458952,571539,2860567,5414702,8193171,12489111,21574707,40281997,71817765,130059928,235946902,439801860
313248,396959,421392,391792,425295,596131,1982053,3058565,5970028,12498624,21411604,40339226,70991324,130437306,236810298,446544909
309555,386802,413386,400798,444851,553781,1220840,5272926,4672786,12298342,21434830,40202804,71651712,129036687,242233970,422332925
350450,402319,404403,452386,447785,554929,2807943,2848308,6782222,12389213,21634807,41354254,71294645,130225404,236596716,412992415
322768,401590,407968,380760,431926,551671,1938464,3016340,5593868,12473830,21694038,41161979,72242161,126888610,225558901,430671226
325670,387395,422001,410639,430056,563703,1223312,5159595,7967943,12198159,23245351,40037932,71113928,131304615,239982527,445327569
301442,405718,421657,398058,449899,575665,2741996,2895262,6061803,12504795,21410820,40731028,71793935,129572184,240404026,458252835
309599,406137,411661,401789,424768,579912,1919736,5036767,4711688,12338433,21583906,39891934,70930250,130438449,242349622,436571277
299001,382422,420986,396460,444643,579636,1248653,2712931,6802451,12470368,21441974,39952105,70887073,132650078,240010206,425793232
317571,383818,399907,392575,448011,557851,2795028,2786774,7184265,12460206,21567064,39524331,72042373,130453394,247216446,420696851
301080,388987,414234,400646,466590,563495,1900390,4847716,7473384,12514942,21621267,39663906,71255774,129598253,239882385,424888016
310488,389257,411755,388411,434120,617343,1244491,2958153,5982722,12497213,21400802,43077860,70917301,130913885,239951575,426742940
305755,410752,414006,397264,452675,618605,2826506,5028842,7570176,12324399,21599627,40099919,70944742,130364605,228552942,424291297
313262,390453,390843,418397,451505,562071,1937582,2715755,5945754,12159019,21235000,39963049,71978933,132624266,243531971,426286383
313068,413858,423408,402597,439960,910243,1186601,2835467,7260588,12560333,21416772,40036384,71102179,131855563,243476295,422260507
309418,402183,430932,384832,443480,834114,2673717,4678160,5981524,12549189,21334837,39980318,70810060,131841898,242916334,420600687
312197,403844,420071,399428,436125,745434,1883019,2682161,7022976,12359736,21301380,40170200,71779527,130863295,241321142,430942634
311750,402669,422982,383220,436423,721290,1155861,4856063,5948723,12493610,21397500,39173449,71038552,131954030,242926142,432923807
314040,423654,418739,398493,450922,690159,2494572,2603197,7003139,12461964,21302609,38992877,70938948,130674713,236705305,428661491
310023,383584,420081,393059,427082,697940,1752198,2588236,5948910,12423967,21401557,39047366,72636714,130210086,239530843,438454588
309508,395236,421046,389613,454323,600760,1112992,4776425,7153283,12529566,21386331,39454282,71401328,130985853,240823117,425748049
312733,381426,429738,414920,430371,671600,2445367,2645206,6193853,12633477,21407685,39367159,71238315,129483079,237725715,435557100
302180,397939,419712,412883,440383,630917,1860019,4851739,5456480,12509204,21513455,39834574,71715361,130635547,243906773,426700071
319867,396061,434695,412063,431866,618834,1122148,2585099,8865216,12781482,21367624,40328058,71245642,130089317,235778989,428867686
300826,397188,421092,410465,437748,661131,2500541,2551132,5626541,12494670,21550705,39745145,71361960,132201756,242640204,427699398
322608,381852,408359,407268,432755,614616,1817273,4740058,9076733,12630601,21426511,39741059,72149558,131303611,244197438,440913532
300598,391827,421779,418843,442870,630015,1125812,2616536,5952278,12493751,21297244,39972215,71733941,132284901,242916877,461636462
327309,387775,411488,415381,469400,598410,3175831,4876492,4413476,12467438,21297008,39458656,71486741,131144344,244441192,417433939
300006,394610,419213,413416,445728,619646,1872741,2580782,6659893,12522699,21459134,39357021,71826594,131087986,241342392,426508726
320360,401235,410251,409671,428758,592770,1129868,3626542,5840170,12496974,21497778,39971824,71902993,131746625,239007029,431464491
298462,381927,425386,393360,460176,599208,2455441,5569087,7034080,12596163,21445215,39654241,71147123,130114910,242825016,416713884
311038,382410,414826,411354,413351,678893,1811967,3214455,5721446,12429097,21442904,39577996,71268049,128991787,240381101,423163814
302005,388109,434132,391799,443586,587209,1144556,5507051,7028500,12439532,21354238,39844006,72042544,128236775,240788936,449285050
312064,393090,422741,420426,443886,697995,2488051,2904872,5859658,12507716,21455598,39231342,71369115,130941297,244072919,429885571
307589,399319,408669,401681,443495,615439,1850916,2923891,7563573,12483806,21402652,39060434,71940674,132233775,240799815,431788140
309509,408590,428789,400387,445655,666033,1131125,5043062,5829358,12489420,21257203,38986901,71283159,132206468,243352870,419137789
313216,384193,416782,394393,450604,633950,2414597,2830020,7289839,12426869,21361376,39400994,71848665,131672164,241969604,447414122
306719,395784,402027,387865,446090,696539,1814523,5071537,5676475,12396869,21428089,40237905,71517881,130965053,245655737,426920764
309271,397551,431501,383968,450589,719287,1127266,2658153,8380362,12453451,21401004,39695717,71309817,130942048,243973714,425608380
314896,396254,401314,394531,440722,652449,2531360,2703094,5906770,12412130,21318186,39788407,71824980,127192093,244118587,458679490
303708,381571,411587,390253,455075,713559,1807484,4799902,4374383,12448774,21355585,40030884,71948329,130377825,242984451,467220148
311635,383404,402648,389896,419525,641820,1384632,2849695,6600898,12498439,21331629,38919662,71244436,131059865,243472729,451177613
309489,390517,409431,404839,453053,570649,2704399,5240784,6948336,12547593,21435357,39334713,71739837,132224872,242190118,410052807
309614,420944,411416,403987,436170,565452,1890481,2836821,5886972,12503811,21422443,39521664,70349477,128835724,241554988,416866677
311417,395643,431527,405902,444253,572381,1224396,2856327,5562474,12506246,21508638,39528469,70298565,131614965,243602025,453930620
320549,409324,398394,394670,429302,556030,2878195,4884120,8724343,12526128,21192562,39095895,70088221,129469602,239406204,419865790
299885,403100,410108,414499,446106,598019,1953229,2846351,5897916,12452784,21523190,38508522,70043620,129242203,241445583,447365125
318371,381192,424105,391824,421818,578138,1228284,4937441,5002277,12486965,21482468,39028785,70677182,131578058,235158206,453260520
298135,379558,456280,399948,442942,576045,2862245,2713850,7079811,12477750,21432664,39524898,70345333,130022467,240804273,423282172
320654,385492,432990,412255,441095,612396,1953434,2939461,5554806,12528110,21232372,42234860,70237218,129832808,238431733,426588140
301657,409818,453787,446202,485552,599359,1244156,4869432,4544837,12449857,21487706,39967204,71354369,130704681,237919384,433814948
318057,401292,451264,445093,508028,600376,5962685,2834264,6651815,12391614,21207959,40676526,109703380,130046763,231364697,424063453
300659,385261,439149,384680,473166,595442,2373528,5000501,5390849,12470996,21401501,39477037,70770542,129713051,243984504,426632989
316367,394802,479031,406525,453638,592193,1301758,2752119,6730606,12498033,21406843,39450033,72307610,129910765,236169585,421209149
307242,385050,451353,376564,453281,605639,2836828,2795974,6718872,12444942,21110157,39659266,150829057,130297208,239906551,433529817
315983,419520,447879,392153,446848,618000,2064993,4823090,4505959,12413068,22713448,39570211,82961080,129586122,226765578,429944311
309837,408549,468134,388025,445218,659219,1268635,2765781,4877395,12587414,21698579,39453403,82417178,132584932,238478629,437003124
311065,396592,440893,403615,442313,570473,2799378,5021670,4187925,12485228,22088199,39414286,138243046,128158091,235928630,426873378
313922,391813,399809,407449,459563,576087,1951577,2765135,5523925,12335528,22141680,39602541,107428024,133654411,243125391,425486238
312959,392142,463820,392994,441471,565757,1205888,2780788,5825855,12417703,21661017,39147962,111137737,135265008,223405733,438059874
299831,379446,431466,382584,459781,559327,2802252,4875016,7210202,12492038,21129187,40180543,134428583,134930674,235390346,466826548
312399,401581,405253,403057,438835,613621,1949389,2775738,5996274,12482899,21637772,39769699,116253979,132060372,240260320,425109055
300678,390340,417641,408334,491104,591296,1224375,5066174,4320045,12385638,21628325,39549460,135919187,129684858,237589797,430011044
314186,379611,419744,381720,445432,584028,2794417,3414258,4228557,12449817,22017450,39540215,132477462,129137360,227741534,434686353
335134,387728,417342,389502,425188,585931,1954436,3485509,3852271,12462319,21065331,39337530,131125739,131962572,236947177,427436976
331867,384689,391311,389159,438451,614589,1193358,5384928,5341894,12361156,21688351,41187867,144665375,131953274,228278520,424047622
