b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288
17838,25114,29164,36205,44729,48099,53536,124198,241576,549591,992267,2893169,5562212,20659438,21892987,42733274
17473,25049,36312,35739,44715,49833,48996,114037,252806,553577,993018,2991737,5599697,26689938,21904040,42429148
27899,24207,37452,34706,41303,53573,52318,122723,259703,517971,990741,2913816,5505885,20192585,21935702,42510757
17472,25618,28517,36045,41482,49115,52603,143887,267287,516496,999629,2929653,5530438,21902992,21853546,41803305
17786,32681,38097,35843,42229,48204,51228,129880,270294,552058,980177,3944094,5577899,21715627,21761463,42010650
17359,24769,38795,39902,42763,51833,52303,132528,238899,548022,995722,2916361,5589409,22008578,21847302,40585316
17446,24286,29735,38361,39973,48086,55992,105958,263650,520863,1003800,2899779,5566767,20012010,21769171,41879101
17867,24968,43867,38068,41227,56458,50717,122617,282727,539888,997408,2907081,5508227,22427650,21821982,40928986
17246,24859,28256,45321,42018,48907,51358,134957,262394,2671335,992900,2897576,5509091,18668824,21796107,42046459
17468,24928,28832,42146,58885,48159,53079,113469,294187,513403,983941,2942972,5431586,22174292,21991957,42416958
17097,24345,33284,41164,41297,53171,54457,112559,257626,515881,941630,2902089,5425102,18634209,21748372,41216054
17479,24954,32054,40609,43757,47394,58916,155180,239949,511485,979509,2908531,5434906,22224357,21906114,40684405
17487,24257,31903,39149,43325,50000,66298,127055,259088,547692,1008749,2955755,5369978,18694889,21798915,40632338
17764,24647,47282,44842,45047,50080,50459,120418,261402,513496,999403,2946547,5403559,22729253,21861831,40949612
17340,24959,31744,39072,40110,41481,57896,131240,259754,533838,992999,2914184,5351061,18631732,21642640,41123890
17724,33459,32269,38973,49499,39199,59988,146538,246589,529456,989612,3986736,5377566,22257719,21857423,40992625
16986,24538,41972,39604,50251,39157,80568,136337,261496,519814,985738,2999251,5378472,18257097,21800705,41496875
17266,24047,35364,40577,51568,38956,61030,156421,239813,518937,1029384,2908819,5386700,22001945,21816160,41081850
17461,25466,37295,39546,50053,42910,54001,149624,272897,520662,992163,2961172,5402670,20769094,21774901,40916676
17446,25458,44049,49265,50647,39948,54531,134509,254055,526320,996399,2967490,5562037,21179865,21816511,41385054
17386,24300,41451,38832,46950,40979,58316,127806,276596,545840,976082,2980537,5613703,19412673,21754463,41258632
16952,25362,42266,43962,49833,40013,59437,115677,289254,533821,989307,3926320,5586636,30005096,21823916,41324195
16963,24379,32749,38703,50178,38862,59339,126986,228509,532491,982257,2924196,5573013,20824529,21641638,41332048
17392,25787,33341,40826,50976,41959,53387,122476,255228,514383,984597,2977969,5564897,21450337,22150038,41068440
17084,24921,31333,43459,41909,41352,51272,120724,290148,545872,981366,2948163,5606128,19627475,22042651,42518393
16805,25019,31139,39898,43516,40984,51294,105689,276097,509525,985863,2921135,5620564,24794540,22189113,42218783
16719,24355,30563,35552,41258,40534,66499,101791,290050,521667,991893,2914486,5514655,20284162,22053343,42387154
17022,25361,31755,37029,40481,40582,53805,121175,292489,561797,970654,2930851,5606091,24649918,22167116,42477032
16241,27443,31102,36866,40836,39584,62602,137041,276762,505981,998450,2928724,5619561,19939673,22065944,41644019
16412,25150,34279,39055,44147,40793,55619,134289,303436,514005,999143,2887947,5664223,24751506,22095139,42720380
16682,24475,32377,37084,43237,39786,53826,262369,286258,537363,989894,2939669,5569027,20459754,22087120,41730525
17045,25886,31157,38026,41936,40708,52141,109093,265330,556534,982695,2931458,5639150,24596718,22240873,43201500
17071,25185,31531,36559,43821,39480,60956,117503,263988,514137,974501,2982092,5565408,20339366,22503814,42168056
17060,24874,32758,37328,44043,40532,53216,109742,265374,528628,993908,2936218,5801649,24643708,22700711,41234680
16817,24302,32320,34726,42321,37851,58537,114869,253981,509817,964985,2923578,5956103,20341158,22489084,42252317
17091,24978,37492,35179,45508,39071,53134,98769,279723,518003,1011519,2924692,5877785,24720129,22576145,41995957
16697,24429,40064,36806,45755,39953,50425,95627,258202,546189,989422,2972772,5823419,20356131,22420647,40982551
17149,24816,31901,39456,41686,44610,58447,124535,268126,511462,994416,2942199,5800617,24642661,22638068,41323633
16660,24230,29817,35847,42566,52583,52903,96883,276566,547601,986609,2949539,5798515,20454764,22473003,41666484
17029,25582,30873,34324,44641,40771,58843,112782,302884,531449,970692,2951024,5852835,24698959,22564973,41217118
16685,24763,28597,33739,42824,40696,50677,105079,262647,525814,988717,3914617,5655774,20573468,22571849,41595264
16078,41808,45702,36055,44367,42011,53518,96478,253643,520744,990299,2939351,5546198,24602675,22607341,43150879
17688,24392,29569,34191,40504,39921,59038,116196,306303,516646,1002313,2899853,5608577,20562594,22806605,41107036
17085,25625,30453,35942,41451,42566,59882,100097,276847,521144,991547,2906152,6042756,24716819,22796359,41935754
16663,23770,30328,33803,41421,40167,53313,113592,297565,557357,992803,2946204,5836481,20603004,22858059,41772957
16466,25614,29994,36807,45131,41787,58385,102143,271011,534072,986988,2911091,5789743,24678945,22721541,40982613
16195,25596,31024,32763,44512,39600,60367,112571,303789,515356,983322,2925555,5782846,20352600,23126915,41651542
16706,25134,29018,32137,45882,47452,128189,124060,263880,540999,979840,3000873,5894709,24690824,23094060,41859149
16552,23738,34214,33475,44779,39923,58026,147777,309840,516947,1055167,2947107,5719637,20533565,22696417,43193209
17254,24778,29279,36359,44172,38512,71399,141239,250435,539335,1010473,2967711,5703052,24650816,22954889,42418580
16274,23526,28845,33619,41416,39202,64735,124093,306380,531015,1017644,2900962,5915753,20393625,22850944,44324426
16554,24940,33027,35511,44058,40768,65594,137179,275827,549004,1007456,3015940,5477690,24672807,22867579,42233489
16774,27860,28675,32025,43309,39874,73516,131335,268040,546811,996974,3015060,4928579,20529316,22917199,39476615
23773,25580,29464,36863,45665,42570,59053,116972,263900,507989,987555,2948198,4999838,24647067,22913341,39341901
16531,24605,28729,32917,43788,47301,69455,126701,264620,555436,991342,3038771,4920662,20319823,22834389,40103265
16637,25151,49649,33162,44569,49935,58525,140939,257524,526207,1014838,2952617,4980698,21563002,22743945,38540631
16173,25505,28017,32081,41048,47542,66114,107599,243328,542408,1009666,2973655,5018093,19019660,22568099,41835545
16677,24317,37531,33741,42245,49642,56975,118462,249166,518366,999775,2930261,4979547,22125093,22707711,42271560
16467,25455,30092,39969,43337,46842,57061,108833,263945,520824,1003132,2922982,4960656,21035090,22600235,42984766
16889,25708,31887,33412,43407,50558,58835,116979,251774,545715,1007410,2961570,4953128,23600084,22686816,42160578
16622,25637,29835,32521,59035,48580,52729,107530,273249,565000,999501,2944970,4981319,19556973,22658040,42272988
16528,25089,44463,37027,42285,49679,53640,111616,237283,548935,1001470,3945799,5016208,22412987,22646287,42625899
16197,24398,27819,35882,41679,48642,51499,120044,261250,522430,1007868,3281121,5199263,18135647,22586365,43695256
16114,25147,29388,34440,52035,57969,50978,123673,267795,504184,995826,2909730,5188844,21894134,22624330,42070420
15855,25856,27768,31369,53761,48627,57322,113198,261622,523102,997544,2937986,4940606,19338620,22681768,43260552
17116,24723,27971,35456,52380,43484,73005,116805,259784,522396,1000448,3217538,5005617,22303263,22670090,43407504
17179,25579,34453,30907,50988,41044,53833,130897,247002,545382,1003468,2969629,5499315,19437992,22607001,41283494
16194,25868,32450,30479,43913,40367,56291,130855,277517,541021,999583,2947166,5602578,22301188,22756077,44454243
16285,25970,28323,30974,42434,37965,58445,122174,261032,548294,997840,2942429,5499592,18300916,22712631,42364280
16185,25764,32940,34921,44305,40297,47876,128366,274208,523286,994557,2953147,5421906,21852513,22799904,42648688
25052,22905,28137,30250,43598,43093,58685,124167,247548,548640,1006235,2994435,5548358,20786270,22687706,42946598
16214,25781,33829,30502,42180,38396,51684,109616,269613,517867,1003911,2916647,5543508,21689627,22800181,43005177
16159,25940,28453,30518,43562,40913,44816,151743,257008,513830,998175,2979929,5560416,19792818,22710279,41541877
