b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288
16579,16281,14599,16874,18458,18068,18428,88682,89702,180882,227525,532039,760226,1825050,3117267,5884599
16523,16533,15030,17067,20205,17702,18208,85317,85541,177292,225244,507051,766286,1953121,3054217,7559048
16228,17022,14891,17536,18490,16189,20000,88044,83471,182055,236650,401820,756023,1725705,3060652,8142615
16487,16735,15064,22788,18422,16404,20019,95268,88364,176185,226819,395200,769587,1493295,3068560,6098517
16332,16766,15551,17049,18438,16225,19877,84303,106585,190395,228051,396921,770456,1880737,3116500,5917859
16762,15138,15087,16757,18356,17750,20079,82419,102864,186781,225892,397274,810841,1756211,3057641,5837720
16369,16686,14862,16244,17998,16224,20020,81560,87956,177591,232126,398827,835429,1480105,3065261,5796890
16452,16476,14929,16525,17874,16334,19960,86278,84638,183295,226130,397256,828175,2075358,3109842,7330237
16954,16829,15090,16564,17834,16139,20031,93190,97273,185177,227123,398451,853184,1742334,2998557,5922352
16532,15960,14994,16343,17909,17631,19753,85160,87427,190567,229172,402082,830415,1495173,3051746,7381258
16288,16582,14900,16679,18562,17622,20024,86734,107325,186096,229364,398855,828961,2200311,3043359,7684937
16222,14917,14771,16454,17709,16480,20287,83802,89821,182448,237340,397015,763097,1745821,3428218,6323778
16659,16756,15722,17378,18986,18557,20942,87394,89398,192755,227138,398716,760477,1474083,3960275,5859258
16843,16508,14806,16094,18607,18810,20027,85895,87733,183444,235995,401930,772242,1830142,3017033,5914373
15919,14452,14861,15965,18308,18408,19886,84541,92209,184841,227925,406023,765747,1710733,3047204,5878645
16804,16162,15035,16135,18528,18110,26947,84491,111613,179929,227461,397749,772652,1482735,3061934,7452115
16033,16117,23852,16622,18712,18646,20616,99237,106555,181850,225236,396140,767327,1483180,3048595,7145638
15606,15935,15173,16469,18610,19026,19986,83318,109219,180054,226384,394714,765009,1499455,3074192,6000277
15846,15896,14638,15912,17603,18554,20093,71825,109990,179975,227605,397078,757683,1569608,3074626,7945269
15771,24093,14860,16161,18355,20468,20131,71774,106799,181080,228053,396297,763157,1744353,3004223,7164491
15487,16242,15601,15456,19118,18034,20310,69844,109021,185425,233659,403841,767023,2016196,3043262,8295835
16222,16266,14885,15869,25451,20347,19638,64409,116510,183579,230417,396183,753633,1752904,3042789,7073934
15814,16096,14849,21298,18119,18186,19676,72188,110202,186448,232330,395928,767740,2010072,3048216,6569132
16398,16993,14622,15667,18896,18162,17783,60460,105631,177345,227159,399897,767656,1744178,3070835,6661054
15901,16394,14956,15357,19012,17795,18317,66934,104579,181569,225575,397272,767067,1574349,3104141,5978965
15761,16026,15206,15526,17813,15673,20204,65407,108876,182770,229715,402925,762078,1892843,3023065,6093350
15831,16183,15209,15472,18087,17820,19704,63286,138190,178310,228251,400513,763903,1722637,3013997,5920754
15907,16392,14985,15541,18838,15807,19688,70570,103326,190252,225801,396629,764722,1595778,3120552,6022554
15887,15907,14626,15036,17647,17406,19953,61706,111871,185723,226579,402333,780914,1498525,3054461,5836542
16003,15095,14734,15138,18641,15696,19731,67270,108988,181225,226026,403601,764489,1707472,3056943,7337479
23841,16245,14790,15286,18968,17759,19987,68072,101870,186009,229303,400319,774161,2066035,3094867,7479755
15904,16075,14765,15295,17761,17705,20202,61250,107678,186560,227751,397443,773419,1636290,3048055,5963166
16183,16068,14941,15132,18291,17605,18458,73223,102903,179963,224522,406547,771152,1934962,3019444,6002652
15802,19459,14797,15339,17971,15956,18421,62065,110827,193147,227278,400703,757941,1561675,3133631,6019645
15790,16862,15032,15086,18853,17443,19992,65532,105317,182344,225426,428216,767199,1970024,3052599,7598650
