b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288
19990,19287,18468,18844,18338,18229,18364,22700,27519,30011,30936,27690,31019,32216,29089,31850
19871,19473,18405,18895,18301,18357,18424,25789,26412,30094,29285,28413,29707,29983,28896,35186
19810,19340,18578,23932,18549,18076,18216,24026,26905,41417,29510,28191,30901,34000,29192,29836
31369,19206,18604,18881,18541,18614,18574,26516,27243,31579,30643,27605,30820,28998,28844,34115
19843,19170,18368,18665,18668,18472,18334,24536,27474,30445,30270,27894,33573,29484,28663,33249
19542,19544,18523,18586,27906,17936,18312,30351,27651,29659,30636,27732,29844,30073,28240,31704
19426,19444,18476,18353,18413,17989,18677,25081,44996,30147,29730,28202,33623,28605,29528,43408
19858,19328,18562,18299,18601,18237,18601,23723,26864,29793,29872,27580,29818,28796,28975,30796
19530,19368,18396,18177,18537,18383,18782,24571,26916,30458,30170,34736,34415,29352,29013,31244
19990,19192,18450,18409,18374,18375,18210,23590,27272,29926,30252,27546,33627,30863,29013,34686
24531,20232,18361,18399,18558,18419,18862,26493,28048,30788,29360,26814,32876,28900,30804,41199
19688,19762,18378,18229,18493,18496,18752,27646,26672,29676,29610,28377,36546,29669,29524,29482
19492,19497,18277,18223,18421,18425,18654,23209,27219,30369,29558,27158,28733,28092,28377,29647
19588,19318,18500,18227,18418,18297,18628,24580,26919,30947,30783,28485,28635,30344,29784,36724
19824,19161,24197,18339,18579,18151,18726,25895,26580,29800,29518,27818,28772,29219,33813,49477
19833,18446,18429,18479,18456,18111,18588,26342,23820,30069,29830,27118,30298,28046,29583,33104
19652,18358,18176,18343,18375,18420,18614,28108,24144,29217,29353,27771,33538,30935,29229,29508
19371,18761,18236,18464,18550,18608,18220,28784,26571,30497,30723,27386,32264,30458,38689,30256
19196,18461,18537,18373,18434,18423,18329,27947,24551,29696,29162,27556,32792,28609,29618,38743
19412,18617,18350,25107,18544,18165,18590,28159,23413,29935,29502,28492,34141,32387,28149,36026
19124,18374,18347,18664,18520,18417,18349,27765,33787,35837,30426,28525,32292,28489,27808,27942
18971,18297,18232,18407,18469,18338,18278,27948,22330,32256,30500,27448,33973,29487,28815,28680
18943,18427,18153,18328,18670,18008,18866,28298,24496,31832,30399,27967,33640,30297,28735,30809
19235,18589,18367,18331,18505,18421,18296,28824,26223,32414,30258,27553,31091,30013,30202,30556
19020,18598,18443,18542,18607,18129,18293,28753,26139,32293,28954,27358,33090,30722,29355,30669
19040,18583,18261,18389,18342,18124,18418,28990,23583,32826,30236,28039,33363,29161,42219,30399
19048,18463,18088,18230,18743,18489,18679,29888,22890,32340,29388,27680,32533,31605,30494,38062
18773,18493,18136,18468,18581,18456,18613,28016,22932,32047,30361,27525,32793,29065,29864,36179
19085,18598,18192,18321,18571,18307,18550,28290,22346,32502,30333,28194,30145,28683,32681,33844
18855,20022,18374,18321,18525,17966,18458,30424,26704,31490,30201,27480,33774,28580,30226,31047
19031,19187,18189,18354,18330,18312,18350,28215,24569,33002,29457,35222,31160,28799,29745,34061
19158,19327,18157,18227,18547,18441,18335,29486,23276,31771,30749,28269,30404,28794,42358,31879
19202,19092,18290,18314,18507,18375,18241,27228,22048,32712,30571,27393,29702,29211,31260,28857
