b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288
49190,58484,74116,73708,95197,138907,303718,508786,832978,2854912,2693594,7150748,14188546,22544177,41511640,68220916
47320,57711,81895,73519,94054,127617,314166,636929,842536,1408339,2673200,7086826,14044334,24055511,41555002,67661809
48988,56895,81572,75539,95164,131753,276767,500580,880905,1358331,2723115,6980009,13896895,22654649,41564601,76731805
51518,57921,85759,81678,98045,127310,279169,448555,845168,2863786,2720326,6999359,14079773,24817539,41413886,78455152
51024,58174,72452,85163,96617,137271,264156,440934,847012,1389616,2683666,7405916,14223406,22706387,41416348,77457854
50184,57567,82307,73951,98823,119179,282070,457362,828537,1400656,2672712,6696314,13952347,24591068,41417343,79058263
49662,56856,82486,83216,532285,129996,279188,632198,790112,2868324,2703369,6724662,14035013,23800560,41502831,70539892
50105,58569,90715,75000,85236,122457,282125,467583,809494,1410654,2728092,6748562,13047582,23830880,41357895,77555210
49954,67994,91829,77059,102557,127450,300873,499361,806883,1507663,2688280,6712359,14084584,22325098,41297952,78978403
47729,56655,74139,74611,110223,133177,276646,448065,732922,2879249,2724744,6850758,14016763,24258086,41431659,79283697
49927,56594,82060,76875,107397,140838,296048,417337,836570,1477550,2675703,7170335,13320239,22586919,41428902,78196033
46849,59136,83196,77627,89918,128282,288920,611119,937098,1372126,2721614,6966486,14049556,24106712,41313275,77839713
49709,56860,62225,75320,91210,140321,270222,413327,766068,2673372,2750205,7021388,14008729,22538289,41439654,78767103
49325,55815,79092,76255,96401,140198,280018,417647,747263,1418833,2693850,6635809,14002544,24077602,41437442,77181783
48976,56490,86693,86173,99931,136324,308739,417147,767149,1447384,2685966,6717961,13997028,22629032,41252863,77772939
49575,56272,67451,80003,98287,134064,273222,406457,735089,2909476,2723037,6754123,13959502,39331987,41375109,76490934
48799,57279,81094,74586,101845,146008,261063,581456,749639,1460034,2791293,7247195,13962464,37497093,41466482,77642313
48676,58724,82634,86058,97593,136997,286390,413913,803830,1556479,2814102,6934143,13925414,39018923,41581889,66475227
46784,55535,73464,85410,94238,137210,264390,450145,824714,1416384,2727033,7273780,13987045,37367080,41444613,78608944
56727,58077,79733,85461,95841,126816,287909,498185,739827,1352192,2810996,6792346,13794184,39075295,41623700,78526941
50892,57102,85875,83284,91493,120136,276033,472122,822472,2860881,2786915,6741621,13780515,37275965,41474045,78587159
47304,58781,64651,97292,99377,129888,277844,637507,762073,1406369,2823510,6795475,13847728,39000203,41529771,77602759
48227,59839,76067,84908,83180,135581,286386,459567,777689,1424228,2804833,6752948,13874298,37477415,41399389,78699172
47276,56232,74198,85190,99761,105045,301295,510229,842243,2805854,2809582,7047709,13783926,41973914,41484549,78880125
48415,57363,85031,84342,84493,103431,278271,514564,782060,1381389,2810276,6755837,13830011,37041189,41484983,79045627
47995,56248,85984,85370,92404,105563,296815,488765,723916,1674794,2795265,6764909,13791978,41238472,41422997,78835502
58658,59806,91377,84987,91769,100877,276709,710723,779218,1450129,2812726,6816948,13844538,38792730,41368005,78473487
56814,59206,63198,85180,98868,100932,308982,491549,771764,1389738,2803479,7231709,12809075,49759776,41381083,77754776
49620,59635,64374,86236,84369,102614,284891,486195,789201,2933673,2784478,7203052,12801328,47860712,41488280,77775662
47944,56906,64691,97883,91124,113050,295552,443008,791958,1316042,2810955,6942777,12813596,41284964,41558854,77728292
47924,64499,82226,84614,84385,98860,291396,422844,755708,1609694,2819577,6811335,12754713,38743585,41526802,79784839
46907,60313,75137,83297,100633,102167,279811,596073,758802,1441027,2822907,6880281,12803199,39833551,41659919,78317964
49712,59639,83662,96019,97796,101428,265135,403810,818518,1589391,2814856,7427764,12806915,37295385,42020200,66478810
47271,57835,80228,84939,106893,98822,271293,403430,851348,1329698,2803924,6990648,12773378,41158862,41629527,78209791
47493,56528,86942,71577,91926,103358,310694,381568,854291,1321174,2824550,7007876,12776107,38377011,41773802,77543925
47521,58440,72298,82814,89710,101344,275831,418816,827540,2825866,2791151,7019131,12753010,48525487,41815173,77026048
48815,60295,78624,82344,82758,100495,297324,669433,806511,1374996,2810855,7022917,12764784,51391750,41694480,76530324
56038,57676,64783,79905,99063,111058,270034,447731,805177,1514695,2784037,6912209,12799084,40895677,41566600,77751921
48514,64635,83772,80897,97307,95974,272628,436603,854702,1347348,2796481,6958812,12772725,37758660,41576173,76695845
47028,57825,80608,80203,100742,100378,279986,409503,858403,1455102,2829436,7030530,12734628,52280204,41946965,76694043
46889,56810,81344,81209,96283,101009,271064,439175,836070,1376328,2830576,6905062,12778524,38523633,41671997,67587954
46009,59714,74161,84689,94761,99811,306596,581020,820009,1538524,2831894,7041551,12816577,40748720,41631861,77187751
47696,54762,86207,79602,95416,95895,302224,393443,806472,1298219,2785756,7065662,12940524,38364892,41635698,77047114
46288,56740,64856,78168,103446,94150,275042,419051,818695,1427224,2822526,7011644,11173689,40533792,41586762,77269491
46070,57524,86107,78558,94994,94193,258089,393404,789343,2848807,2816111,7100968,11133628,38070421,41600683,78027715
45993,59034,78377,80370,90355,101288,312627,374366,838561,1369778,2790597,7028535,11183132,40618225,41771591,77157360
46604,66517,76347,79023,100119,103061,274055,561255,869818,1534960,2817983,7088873,11156881,38218889,41503739,78652532
45639,58228,79347,81894,99109,104256,276879,386335,837635,1370695,2804436,6931822,11126758,40510345,41518536,73883364
53946,58672,75916,78165,93985,105481,266579,365141,793280,1446478,2812828,7082151,11038577,38505964,41594434,72460555
45403,57678,64539,75492,103342,118368,280756,385216,758147,1371379,2782044,6929375,12663007,40642282,41514814,78000421
48682,58832,79365,77849,87489,106702,308006,388704,777771,1533445,2799191,6947327,12667518,38525546,43052516,76602106
47308,57724,70235,81126,90886,105551,295126,531701,840231,1284002,2832014,6997996,12786592,40676994,41674911,68515111
46113,64791,89427,78327,95760,111823,326721,377143,799854,1545199,2824355,7031154,12739855,38328407,42585553,73471518
45599,61891,76468,77729,99887,108099,305027,389126,814762,1333178,2827672,7090196,12743788,49564650,42699244,76097755
47954,57980,83933,76208,84461,105692,274308,450062,797509,1387781,2788151,6983716,12671377,38543057,43393400,75132286
45849,57029,74976,80595,103446,100767,2400663,425595,840828,2873214,2838596,6957147,12711655,40800295,42918548,77880255
