b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288
5309,5072,4691,5604,7359,9252,13581,25714,45838,80110,165649,401539,904285,1605547,3239965,7158372
5842,4713,4575,5764,7324,9094,19437,26447,44951,81163,161386,374592,909059,1760460,3505893,8237990
5780,4812,4635,5661,7115,8795,13475,25762,44885,81286,163053,389019,762037,1600796,3052943,6882500
5557,4855,4497,5956,7495,8889,13825,25786,44195,78975,164111,389225,773026,1666986,3443155,6148092
5445,4734,4431,5549,7403,8806,13210,26860,45786,80362,162060,391410,782702,1489889,3493844,6944585
5401,4864,4412,5563,51350,8814,13651,26311,44640,83492,163802,381391,760734,1746155,3498345,10900954
5400,4945,4541,5890,7475,9075,13409,26980,43422,79847,163682,372906,888121,1870375,3217316,10936571
5750,4933,4510,5852,7387,8985,13294,27762,46743,80808,170210,382724,902068,1763944,3522013,9381993
5444,4869,4510,5593,7047,10233,16239,27337,42669,80497,161599,393184,876349,1936808,3508087,12962605
5297,4786,4573,5663,7121,9944,13365,27168,44713,81439,164110,401356,801824,1731269,3498517,6951895
5433,5037,4583,5642,7227,8957,13317,26838,44770,90418,163138,382861,775677,1549834,3221634,7911709
5413,4616,4656,5651,7077,8694,13383,26670,45592,80281,159298,390825,887216,1592203,3206796,9673864
5468,4743,4565,5769,7223,10521,13540,26984,44867,80993,167044,385336,890139,1604913,3512043,6374023
5434,4703,4671,5896,7173,9045,13748,26697,44890,84080,166427,385093,738124,1759925,3347027,8180025
5378,4796,4529,5954,7074,8730,13460,27409,44766,84411,168760,377113,791693,1619163,3408726,6957934
5014,5198,4649,6222,7146,8866,13391,26381,44492,85566,161201,393521,797088,1791043,3277549,7075886
5229,4757,4394,5840,7115,8979,13603,26544,49709,79102,161304,384783,774998,1612499,3257307,10796143
5247,4754,4470,5595,7190,10043,13767,27816,44034,80279,157993,394557,746208,1804413,3264358,6972443
5117,4793,4657,5485,7067,9216,13778,26621,43622,84037,163419,383204,742880,1599308,3508926,6797253
5361,4664,4513,5465,7358,9039,13436,26792,43640,78607,160248,387873,774002,1806004,3288016,6886261
5386,4813,4664,5850,7540,11050,13407,26266,43728,80309,159879,366322,795344,1617973,3432475,6900260
5385,4775,4515,6263,7620,9457,13456,26374,43721,79831,158590,372779,776146,1776724,3500097,6982688
5508,4645,4655,5673,7462,9422,13458,26134,45411,78798,163160,404905,766842,1487000,3238772,6748176
5251,4622,6828,5856,7015,8175,13402,26837,44465,78547,160226,390291,736497,1789803,3519295,6866676
6057,4982,4460,5593,7039,9480,13354,26782,44344,84810,159202,399621,798439,1449880,3507908,6227831
5433,4894,4631,5559,7359,8086,13416,26363,43958,79189,163204,388806,783743,1534782,3274977,6212217
5400,4836,4596,5519,7561,8226,13636,25716,44421,88442,159686,381620,791385,1525709,3399620,6324169
5341,4529,4468,5539,7056,9033,13489,26097,44447,82771,158545,377615,734350,1613652,3509183,6867099
5124,4737,4545,5898,7150,9359,13389,26387,46005,79928,160548,376998,778091,1548459,3511072,6967087
5140,4779,4815,5627,6931,8004,13403,26446,43794,86742,169244,380615,780859,1531465,3255165,6909404
5257,5149,4562,5374,7313,16533,13525,26050,43334,79500,163950,378867,790838,1453855,3502623,6924076
5355,5128,4505,5936,7027,9036,13483,26745,44773,81817,160744,391512,789374,1673925,3208542,7158325
5223,4937,4501,5363,7427,9149,13305,26091,45180,79012,158738,387681,779637,1612958,3219063,6240335
5238,4871,4272,5153,7565,8264,13448,25436,45155,78499,158139,399493,787563,1604705,3222855,8508972
5124,4844,4506,6962,7222,8093,13497,26873,45126,83167,158047,385063,772770,1603875,3515936,7110292
5161,5659,4517,7096,7016,8031,13495,27224,45099,87772,162954,386617,770289,1563409,3259741,8541849
5066,4892,4541,6932,7545,9175,13436,26072,45635,77983,166001,363512,736563,1579007,3446751,7035775
5070,4770,4366,6929,7458,8052,13309,25667,45352,78668,198400,380659,744390,1588504,3500345,6243260
5310,4981,4416,6996,7261,8368,13287,25291,44516,79068,161124,400700,749511,1602670,3244946,8246040
4978,4771,4442,7249,7398,8234,13789,25552,44524,77817,160033,382265,788766,1604219,3418537,7007529
5318,4794,4525,6728,13258,7932,13441,25846,44372,79990,163084,382440,825579,1603582,3286104,7010398
4963,4530,4476,6901,7638,8230,13820,25762,45867,84450,161554,393788,885791,1472478,3507076,15109836
5189,4804,4458,6858,7574,8134,13708,26256,44448,83036,161778,370909,897894,1500722,3268557,7161511
4977,4671,4478,6606,7366,10720,13494,25429,45725,82069,160245,385767,902829,1606623,3277442,6835101
4961,4692,4536,6804,6993,9643,13163,25518,45022,80939,165889,389569,886948,1592712,3262109,6986060
5189,4547,4852,7134,7491,9269,13421,24962,45749,82130,160658,386340,893269,1584158,3228209,6399137
5148,4769,4739,6720,7352,8013,13402,24911,44150,80137,163364,392742,893992,1590178,3173854,6387794
5281,4619,4586,6821,7611,9437,13546,25238,46036,82105,162227,384716,853823,1612570,3527342,6255979
4975,14499,4383,6596,7382,9497,13463,25016,45095,82237,160446,380070,773259,1604304,3519279,9534491
5105,4977,4327,6696,7076,8093,14010,25703,43989,82858,169581,379368,772047,1620500,3060396,6385079
5138,4929,4428,6632,7109,9489,13418,24669,45600,80061,162592,391217,1367867,1609835,3262271,14897249
5046,4551,4353,6717,7405,8206,13522,24953,44081,79804,159674,377135,795265,1582425,3519244,8716989
5077,4607,4464,6503,7264,9125,13348,25068,55554,81407,158656,380255,799288,1611918,3293397,7443146
5158,4804,4618,6432,6944,8422,13100,27146,45505,89771,196994,383165,770674,1611094,3229764,6373193
5006,4692,4518,6193,7339,9201,14427,27461,45364,81739,162713,384456,1000907,1568722,3247853,6726276
5341,4412,4371,6436,7579,9468,12756,25444,45453,78844,162316,377423,784774,1609320,3217645,8143315
4948,4613,4680,6146,7628,8223,12700,25143,45209,82339,167129,372290,800492,1599649,3511601,6906605
5160,4509,4602,6228,7289,8104,14592,25188,45636,79324,162225,395471,910088,1585284,3248249,7008777
4863,4653,4495,6304,7446,8997,12965,25000,45062,85518,165818,398296,1354631,1591034,3160404,6166143
4994,5273,4377,6063,7453,8264,12958,25644,43834,78896,159525,384145,746900,1571209,3235636,6993222
4893,4928,4454,6141,7702,9388,12823,25587,44199,81020,164844,383314,789263,1600291,3511180,6963945
4891,4669,4491,6172,7684,9264,12806,26246,44852,79880,161306,406900,791462,1601796,3491539,6109095
4911,4756,4431,6069,7651,8935,12906,27125,44806,86104,169268,390994,787203,1588388,3234784,6938308
5163,4865,4367,6321,7358,9051,16498,27292,43804,81095,160972,387637,778515,1794846,3509178,6598601
4919,4910,4661,6210,7535,9044,13201,27024,45378,83714,164419,382905,774307,1525200,3136407,6883147
4940,4749,4565,5790,7536,8822,12694,27017,44207,80850,160093,392157,765353,1513906,3071541,6373445
4877,4949,4737,5920,7431,9032,12983,26699,43599,80789,159075,394661,777706,1608097,3169501,6769468
4933,4685,4543,6018,7616,9205,12732,27711,44140,80235,159404,384743,749877,1618078,3176615,6938389
4890,5013,4858,7425,7587,9108,12777,27293,49303,82578,161632,379127,770931,1446464,3433512,6402005
4910,4554,4520,6050,7130,8872,12674,27045,44730,80817,163669,400926,891624,1636104,3211234,6715587
4831,4810,4361,5960,7065,8821,12605,27137,45533,79899,202442,396477,1413120,1589598,3509779,6932037
5341,5148,4570,5602,7315,9078,12509,27181,44246,79390,166917,394527,783893,1678440,3512546,6136204
4757,14073,4435,5820,7100,9268,12522,27086,45261,81134,164233,409416,780463,1588498,3500908,8505258
4893,4952,4357,5752,7100,9535,12754,27157,44198,81003,162985,416521,778266,1751943,3201698,6581608
5033,4953,4654,5936,7349,8104,12777,26650,43703,78633,161612,380998,776503,1520100,3439334,11250340
4817,4767,4453,5839,7244,8375,12729,27119,44491,80262,161916,378282,792156,1596379,3258967,6937837
4798,4290,4477,5724,7502,8005,12751,26813,45095,81142,162360,377447,758684,1605124,3513262,6405917
4851,4357,4520,5708,7340,9261,12715,27692,45180,79113,164576,377865,779814,1520737,3293389,6640354
4708,5172,4532,5656,7034,8174,12535,26935,43964,80293,166952,376271,787779,1525836,3517021,8238389
4676,4883,4451,5542,7250,8106,12614,26224,44131,80996,164486,389294,791358,1610549,3524730,6288595
4868,14246,4332,5708,7294,8149,12587,26485,44613,79995,162663,372890,774138,1524823,3141174,7238216
4809,4687,4382,5514,7311,9158,12519,26247,44449,79105,165240,397923,789383,1534525,3174443,7020636
4733,4944,4257,5594,7321,9477,12508,27956,45513,88277,164128,370207,792849,1813863,3174119,6796358
4744,4592,4490,5483,6962,8106,12633,26377,43865,81316,166405,384556,791376,1471376,3589531,6877551
6268,6246,4413,5473,7539,9461,12538,26782,44422,90811,161819,380471,768245,3316224,3500737,6986606
4955,4956,4342,5288,7200,9115,12538,26561,43963,79467,164932,391254,782105,1780591,3511298,6896929
4914,4463,4315,5340,7565,9168,12768,27111,43160,84821,165626,389263,774423,1531606,3176824,7100709
5103,4925,4392,5605,7386,9132,16817,26047,44710,83698,163356,387760,779248,1621860,3303180,6812565
4807,4834,5318,6023,8156,10230,13447,27961,46566,80675,168962,388134,798566,1527188,3535239,7782057
4649,4865,4721,5409,7381,9246,12721,26269,45073,82834,165342,371624,793593,1478293,3524847,6879923
4642,5035,4712,5510,6984,9032,12545,24780,44028,80379,162184,385370,768954,1538066,3226134,8814342
4713,4990,4454,7863,8754,10015,12621,24948,44847,79804,160058,383082,774258,1361993,3064858,6827171
4697,4961,4725,5469,8057,8901,12584,24997,45661,80488,159638,385245,794573,1624986,3246917,11030561
4477,4755,4807,5316,7459,9956,12571,24941,45056,80505,166015,370444,776342,1518594,3141587,8208911
4864,4923,4786,5346,6988,8842,12600,25322,44403,80038,162412,375841,787388,1794900,3225631,6923263
4844,4486,4550,5276,7343,8925,12439,24591,45050,78904,166414,385288,777667,1445649,3506276,6531802
9948,4926,4576,5326,7237,9007,12353,24491,44294,81564,165918,369747,802481,1517836,3507925,6765389
4662,4959,4510,5293,7029,7916,12613,24743,44283,78879,168434,376616,780735,1778852,3180860,6802065
4784,4832,4603,5219,6878,9269,12577,24579,46883,81560,162095,371309,783734,1448795,3129472,6460451
4589,4844,4587,5179,7312,8026,12557,25233,44851,82656,163428,368560,781948,1483376,3508110,6917938
4639,4885,4488,5207,6797,8998,12908,25012,45387,78366,158470,388438,795425,1623997,3428410,6396488
4572,4426,4404,5182,7445,8191,12606,24791,45108,80190,164087,388739,771975,1580270,3443204,7025375
4481,4888,4929,5158,7352,9106,12587,25196,44283,83643,161508,369762,773231,1669026,3452390,6270532
4542,5045,4367,5164,7060,9114,12814,24863,44707,79855,170086,382702,778295,1336396,3245779,6877820
4691,4946,4344,5192,7528,9322,12693,25174,44493,93952,201432,386126,787170,1583840,3242414,6696328
4540,5448,4462,5164,13111,7990,12900,25226,44394,81081,161208,396241,770844,1370785,3524687,7469294
