SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192,SHIR FPGA b16384,SHIR FPGA b32768,SHIR FPGA b65536,SHIR FPGA b131072,SHIR FPGA b262144,SHIR FPGA b524288
224549,264828,363253,428324,625340,996326,1865621,4177169,6313049,14087623,25793301,63087138,124150786,244596860,479477624,942789909
224433,277331,359112,400495,631274,967999,1827543,3390480,6915961,13304377,25807795,62229510,124427010,244384057,480283799,947212093
228930,265738,361145,409781,626061,987632,1906327,4571356,6519652,15869141,25764474,63083233,124373354,244194051,478943212,945322201
223683,281775,377401,412314,615797,1003734,1834696,3323232,7333652,13928061,25919836,62755272,123771380,243640883,480083019,944585959
222043,267943,361824,427536,628646,1009522,1890356,3364017,6708023,13593923,25745257,63123733,124072527,243226147,478426989,942363852
224951,317344,358720,403014,628365,990803,1824322,4118959,6463402,13928368,25773090,62590055,124072960,243139063,479806514,943431535
221935,310876,371857,426701,631287,1018301,1842527,3374705,7285204,13578774,25702814,62928894,123812080,243338956,478842118,942781979
230691,321221,369355,402925,624501,1003779,1862527,5080123,6776090,14000049,25840215,62647748,123996837,243616519,480740517,945294313
219119,315885,383711,419537,604337,998145,1880505,3566905,7383812,13601556,25794336,62965083,124221693,243525650,479742074,944611007
236781,275414,385908,404052,604121,1030709,1863529,3516945,6708115,13982046,25601371,62420024,124596155,244357448,480654732,944813090
218874,263367,377091,430565,623767,1000262,1868155,4197696,6442656,13637205,25765011,63053495,124096201,244540114,477929001,941778979
230062,270407,382230,434300,606129,1017653,1763273,3428001,7412613,14027426,26804678,62644952,124049943,244996402,480975069,945614202
215656,276322,381441,446055,659112,1007939,1918638,4561637,6879788,13578246,26019730,63091558,124407558,243933388,477699958,942958653
226791,269271,385713,422758,660430,993989,1833314,3380892,7306267,14028869,29284671,62674524,124315408,245143929,479973863,954278484
218995,266571,369558,412084,648534,1028343,1877721,3486948,6655424,13597227,25646541,62994523,123644439,244446616,490777347,945336753
229090,277583,358246,407686,653216,999436,1796911,4163928,6497647,14018243,25912195,62618054,123727082,244764141,479477561,948732320
234975,266318,372937,410593,668071,1040865,1867956,3445630,7060154,13235300,25747784,63007901,124125850,245516980,475917735,947522860
218821,270531,384436,404769,656726,1020326,1858371,4571491,6436840,15794062,25894725,62706857,124134162,244076404,479825852,949093020
228380,266581,349683,419765,631684,1011864,1896434,3374666,6889685,14102095,25862695,63177509,124076810,244370276,477470408,946906350
223726,265460,363936,428881,639628,1027751,1841374,3396407,6594359,13077797,25740683,62316885,124604902,244212367,480394590,948506343
212965,275938,341374,445100,744173,995370,1854831,4115051,6623534,15692134,25933572,62913817,125826397,244158671,477638962,950027560
229211,267162,337378,425834,713065,990246,1774426,3345026,7375442,13966907,25957504,62747318,124770276,244950510,481245129,952586315
220168,268368,348967,429457,702392,1000236,1866667,4551577,6790916,13672050,25807117,63420053,125057721,244024272,477619138,948934043
235923,266514,349776,426205,675808,1005891,1764391,3342192,7425771,14049102,25987686,62144054,124055250,244510059,479713054,946527378
224740,266838,344547,446198,641946,1023773,1841539,3354075,7574461,13606212,25927654,63198007,123743404,247094224,477524902,943064232
228773,272373,351534,415075,628512,1003481,1772467,4085789,6651745,14114348,25739824,62085153,124491153,244653774,479944396,944497882
222738,270809,353244,453549,631433,1007454,1800776,3563712,7457950,13615573,25888460,63074181,124012587,244594744,477637475,944564668
223581,268200,344518,435558,631361,1001018,1799396,4804482,6879068,14100004,25635458,62076364,125790393,245016342,480257634,940581396
212897,272590,345780,425532,612409,997167,1838695,3457417,7496472,13685491,25958089,62992296,124405662,243973384,478249325,941142820
223529,269310,335566,432426,611032,1012670,1795630,3473122,6860809,14114812,25715948,62271272,123814331,245199553,481039269,940932799
230966,271832,336590,427410,632450,989439,1805408,4171959,8124801,13617561,25740785,63673701,124200030,243778274,477389584,946347385
219550,268306,340542,423939,648519,980621,1768441,3402931,7529964,13965876,25823222,65345582,124207563,245258972,482540525,945736081
215324,268843,334652,436294,639087,973558,1867776,4647738,6821637,13054467,25696977,63152950,124209062,243386560,477236693,944441447
232630,278231,354296,421048,610877,995328,1799802,3476668,7575035,15854428,25890263,61920382,124224903,244579657,479616237,942851573
217965,268689,339264,443879,644886,1002141,1841556,3467535,6806468,14109972,25774706,63370246,125199939,243386100,476484871,945089101
220368,268410,342839,409518,621860,1002897,1776040,4264195,6727427,13563379,25898019,62320373,124393218,244765162,479792918,948976535
215118,278156,348170,418099,640341,979514,1906724,3417516,9718796,14139595,25953267,63081190,123968482,245324885,478807603,950087676
222688,268071,348024,434853,641178,998876,1776715,4599991,6877444,13657918,25921815,62159149,126256633,244167473,481394736,947342133
218605,270960,345981,419371,654698,982323,1878959,3335941,7725837,14223851,25754114,63123229,126087876,244567860,478257847,946300678
235035,266234,337094,438999,653941,1025084,1839520,3369691,6705696,13580463,25733292,62568449,124148147,244773950,478084799,949192553
219900,264060,339659,426590,693517,977370,1865149,4064685,6659524,14155814,25985705,63217928,123840906,243812235,479155517,947004024
230862,274201,345263,428672,657142,972732,1778571,3367861,7467997,13514873,25873759,62238204,124607076,244605418,478985736,950481243
220214,269786,337221,409520,658953,979606,1872918,4539965,6881150,14085985,25775046,63426189,124034379,244426772,476654894,946287244
228845,269219,352209,410720,646225,1002792,5406090,3302814,7595522,13577258,25574849,62417196,124381137,244711655,479305437,945171187
216883,277844,335403,406079,641273,1018538,1863813,3396294,6908849,14136965,25596823,63382729,126434648,245367184,475608594,946419392
221960,267796,345794,421373,612041,985009,1821603,4522404,6694424,13618710,26058470,62403578,124385704,243562155,479192483,946284514
224435,276750,352790,436789,617267,967713,1823290,3606208,7414054,14010064,25751298,63045855,123702506,243838567,477374435,947430314
220731,266853,337947,409184,627588,986674,1832337,4681713,6863641,13561528,26117679,62168641,124393140,244772208,479263917,948246153
226285,267205,336283,430946,615326,1002143,1883948,3418218,7549742,14082116,25677207,63068300,125008169,244781630,478044659,947454699
218835,273492,349299,422824,619429,1056128,1890656,3467983,6841529,13493371,27378885,62654873,122879169,243785739,479357475,949659576
217434,268997,349715,425289,628394,984398,1883161,4167350,6518259,13975931,26193158,63017497,124241008,244861930,477953374,948660163
231934,268096,346280,410497,625283,1017139,1844800,3390507,7326575,13367000,29333871,62248198,125521706,244336737,482815659,949274033
222970,268598,422798,418470,622497,1019675,1954144,4653008,6569159,13938283,25652603,63036162,123598516,244975275,476390263,949418421
237002,268281,349997,421427,619797,1006461,1880983,3464318,7065179,13088955,25937967,62143569,123811131,245332763,476622833,948758386
219319,274277,356281,423663,620143,1051274,1954356,3483850,6782825,15860421,25649440,62621001,123632197,245328079,475279395,952178353
239228,266915,332345,433043,630750,1024332,1868618,4125633,6839447,13840254,25693835,62404230,124355318,244440028,477647333,951273741
217567,268703,351269,428354,623287,1036595,1962519,3398848,7304387,13576306,25664210,62874027,124802167,244222914,476245320,950181179
224880,275431,363013,412048,618518,1001321,1912138,4570804,6599261,14218355,25726669,62264544,125079323,244772459,477787682,950115571
225644,269049,333371,404368,614377,992314,1971821,3363843,7137138,13834865,25763613,62757716,123488365,245162272,481405689,948589543
222360,278741,332899,422845,626964,1025570,1936135,3416903,6520370,14301306,25846297,62296300,123674745,244799609,475844012,951159256
231091,267262,351627,422707,621656,1000576,1843508,4129522,6311183,13777506,25647322,62880319,124012563,244348816,473982839,947373929
225612,270548,372487,447467,622599,999210,1861781,3561518,7152054,14079751,25639813,62086716,124838978,243268232,475548710,952703486
235211,276008,356016,413983,635859,1015352,1935983,4823166,6681498,13154346,25622805,62817048,124154423,245177697,473232201,947995508
227067,267176,355627,405172,630844,1028756,2068045,3481287,7166607,16031131,25846071,62107274,124582812,244076508,476521442,947472861
218504,269238,388974,419850,630103,1021929,2021500,3496141,6556687,14447638,25710981,63108375,124305395,243995295,473777749,946657550
219962,268880,371507,401178,675931,1058661,1973675,4184067,6418498,13945776,25718781,66946954,124254084,243827180,475913600,943047856
220529,268422,378725,423650,681368,1047089,2030549,3373109,6875122,14415046,25848459,62713264,123974441,245863936,472840059,943682338
227415,279775,372114,402213,670748,1065804,2044498,4650396,6262855,13838891,25479352,62433657,123805814,244227145,475711099,939641500
217898,273973,374767,428471,674761,1058879,1966372,3341357,7116967,14257507,25617060,62967522,123454168,245493433,471804849,941580415
240543,269151,371803,403203,682314,1095793,1995207,3391667,6666307,13886746,25737641,62192222,123485510,244116550,476268291,939921513
219337,272275,375274,425582,687143,994767,1910842,4075942,6439489,14274346,25626567,62664961,124881718,245408122,473080830,939205484
231104,268085,384578,404512,675543,1011155,1984308,3363190,7127870,14005347,25866399,62427396,124580667,244948156,476723056,942350125
271061,276862,368891,406431,644174,1012219,2001324,4584331,6476568,14347540,25928701,62746787,125327036,245033688,473960572,941631885
294832,266480,357523,419580,631744,1009432,1910306,3695469,6992152,13020819,25988582,62252473,124394404,244599979,477441888,942494945
290932,267495,371528,422331,652031,1060583,1995635,3619101,6749260,16047386,25689069,62797297,124357953,244653167,475784231,942950674
272560,274095,361169,414723,622102,984895,1963887,4231395,6411091,14295405,25807272,62005715,124148834,243534671,477567422,945035305
268631,269659,366237,413592,632105,996892,1919317,3651017,7076916,13857862,25715795,62712791,124608844,244906656,475105789,939929858
279003,267532,356305,421052,609843,970108,1899192,5675264,6570949,14458081,25809288,62328712,125959081,244358594,476663313,941372788
290579,265967,368942,426231,622656,1000812,1904071,3397924,7440641,13887762,25638860,62940450,125115901,244754994,474172743,942377148
274495,267262,396243,426717,618366,1028538,1910321,3408310,6776417,14191679,25718801,62195714,124601551,244401113,478482819,946447680
268608,273687,374865,422912,623983,1039699,1876333,4296008,6668300,13886259,25643961,62980501,124873418,245631839,474417085,956678177
273232,264880,388801,407494,619538,1035363,1815533,3650280,7703122,14429521,25844353,62256746,124568608,243441768,477242630,951242999
264766,266100,380039,432702,615433,1049713,1928628,5176126,6703675,13241377,25553349,62869562,123843939,244998331,477168113,954469978
273245,274131,370215,405336,629604,1053433,1886530,3461902,7535000,16016848,25843762,62105406,128964999,244786157,478003018,952326576
262744,269644,377522,415617,656808,1071805,1892976,3450639,6815469,14527751,25842322,62832350,124575158,243331584,473810774,953565079
269967,267526,370988,404803,653318,1052348,1826460,4419882,6688949,14055760,25764959,61950411,124419713,245285694,478760323,949793250
269065,267968,372834,441400,616691,1059646,1975738,3456261,7560789,14186589,26145385,62873025,124467170,243639080,475201878,949818638
282819,266594,375304,405540,629031,1070059,1911077,5042086,6780339,13992402,26572994,62278777,132392549,244796363,476333975,951086479
254588,280003,372762,420780,634976,977563,1929878,3399325,7526705,14640042,25721031,62963184,124548199,244510887,477973625,948115368
264864,265925,358635,423171,629465,1011145,1843443,3427728,6821945,13744917,25752594,62174520,123270336,243283577,478251453,949576674
269027,269403,361831,413261,670285,975682,1842625,4439294,8337710,14419247,25755465,62815316,123485896,245866590,475427886,951459694
280731,267869,360591,409150,651883,998493,1844533,3554589,7561516,14106910,25847768,62051892,123177775,243398917,478312191,954403772
270748,271200,370194,410004,684397,972529,1882180,5140448,6671502,14417420,25780251,62641924,123071591,244774578,475326932,952301086
275874,278798,373841,424433,640590,978488,1805910,3452624,7404761,14065920,25787529,62313377,123025207,244800473,476692770,951535553
274213,266070,379034,412740,654337,998087,1888589,3426102,6650666,14323144,25847164,62618456,123443532,244844527,474482302,947121519
277042,268176,369420,428073,675603,973969,1828747,4313584,6654985,14044218,25839164,62155626,123570926,244064249,480279678,952431561
259813,277251,367688,414138,687364,977742,1844954,3454285,7614143,14576951,25858164,62992433,123681769,245682260,473507870,949943428
269949,262222,373447,418909,711781,979117,1832447,5035908,6706648,14111741,25674924,62639457,122621381,244453733,477704913,950032510
270590,268484,359772,433100,754496,991994,1890472,3546564,7390162,14555879,25712420,63199650,128314402,243914343,475208326,941027156
287133,267624,374535,425607,734740,991921,1896811,3518130,6821190,13951933,25761679,62714958,122570433,243566862,479072614,946078507
269609,269015,375967,414732,688420,959136,1858302,4493249,6570907,14517170,25752925,63021238,122514257,244231471,478190665,943247212
264020,276915,372708,440711,676704,972047,1808207,3521229,7319018,14084346,25774931,62796504,123574741,244409128,481790409,941494097
277530,268669,388340,423165,655097,976427,1861947,5151591,6643234,14353059,25974024,62981108,123696750,244766387,478186863,950748436
270373,267912,368002,402485,631821,1065116,5492890,3454033,7424693,14026715,25889277,62586253,123193583,244909944,480321002,956788572
281346,266043,378915,418924,644893,1046761,2029454,3360355,6811782,14469503,25772800,62881866,123560775,244333619,478534168,955955127
275580,267692,381048,423415,661819,1021407,1835755,4128431,6386894,13988969,25778875,62450285,123192250,245396656,479325921,952548558
281928,275309,379490,414438,669604,988374,1921998,3349718,7014946,14431933,25962102,62697446,123698719,244331372,478999944,950250620
277934,268538,367218,406535,677760,1017977,1983133,4686158,6532539,13997392,25835263,62651834,124157050,243820793,480305343,957034056
261057,267772,359345,418501,643353,1004248,1957174,3249902,6895600,14439516,25781079,63088217,122967641,245008404,477094783,951521990
273593,275464,356776,419243,675245,1028199,1890203,3248494,6540960,13969138,25924934,62368354,123062378,243751852,481764976,947720857
275750,274288,357228,408595,670987,1020501,1936651,3950823,6719003,14495113,25617828,62798641,123051964,244360019,475618558,952375247
272718,277821,360002,413422,664554,1038598,1898912,3321215,7169564,13974076,26007988,62589443,123289865,243959680,481654547,949293468
275024,269491,356826,413084,656322,1022222,2019515,4649966,6573590,14317804,25908879,62795759,123426659,244341825,476306286,944547603
2615082,264781,362471,419930,633465,1010522,1902939,3203859,7093365,13644378,25847956,62640600,123600581,244991546,478287475,944622519
290450,268863,367365,423478,668229,1018232,1950866,3255944,6680375,14345378,25811624,62978174,123516959,243612870,475785883,940957970
273375,270257,358358,405284,644474,1016119,1932723,3902606,6624722,13852402,25894134,62581075,123342301,243748356,479233986,946814602
260178,269742,372915,441339,645729,997991,1937310,3300247,7275318,14332709,25785992,62924056,123783232,248190338,474676487,942765519
278771,268497,371984,417472,651369,1039735,1912908,5100891,6648521,13582566,25818429,62413291,123934964,245332433,477781832,941985642
269654,266858,381611,416040,639865,1068703,1931294,3457467,7092400,14374994,25849345,63006844,123261271,245016873,475323654,943166982
285561,275542,371987,446110,671284,1025544,1955327,3363719,6489369,13895486,25923309,62591038,122786913,243744798,478614285,944288445
261841,265410,361176,423993,680805,1015722,1905704,3981601,6379502,14200602,25807699,63072966,123090580,244609727,476665673,946016174
285270,301818,384222,415181,659089,999739,1890558,3400679,7292907,13886493,25810701,62514591,123028412,244277196,479708983,947186172
270363,321784,377944,416455,644957,1013628,1991300,4679333,6700817,14447519,25589151,62890890,123607463,245030304,477708523,946516794
284249,294851,381609,413869,642578,1032763,1946508,3294418,7130470,13926037,25844823,62307904,123134762,245079498,480132796,946670653
270027,334984,358786,417202,670532,1028274,1922858,3308521,6502615,14370008,31901794,62731099,123292941,243600537,478099235,945263082
278293,336312,359488,403413,659480,998800,1892025,4012414,6353600,13966399,28376101,62384910,123539145,245371739,480585986,945784771
281363,304708,371044,426183,684194,1280465,5791164,3295319,6849421,14479710,26740722,62901021,123622544,244633847,480013605,942526226
281197,298794,360526,411450,645955,1107123,2077795,4487806,6505052,13219214,26606780,62236505,122699253,245321074,478589956,943350173
273335,303694,375855,431880,638596,1073782,1775171,3193830,7226897,15984619,26616826,62764116,122923160,243756739,476741421,943346571
281058,330799,360654,423440,650768,1064833,1913574,3282376,6583724,14234626,26537462,62386019,123026423,243971016,478643045,946015981
271062,312201,371929,428722,669879,1050606,1798009,3847874,6269805,13793647,26476375,63020050,127340907,245181120,474647401,945446682
287018,325768,360121,421425,663891,1036772,1795682,3292474,7066923,14247211,26718796,62285300,124631324,245399168,478349425,951362291
264880,310545,355582,415308,671164,1038881,1872457,4600635,6473688,13889941,26567670,63150713,123494293,245014388,476991968,951565879
264254,318290,386103,405828,651295,1026633,1877095,3170086,7197019,14191587,26545539,62449371,123659036,245133152,479043273,950000366
273961,300477,370258,431579,655105,1046778,1849155,3227465,6731623,13052813,26697650,62945681,125804122,245032568,476182008,946846998
263738,318407,376628,418805,687607,1035234,1780530,3821011,6510198,16065815,26536760,62490476,124963230,245022332,479966630,945416283
273042,324170,379699,415495,673020,1024974,1796196,3420854,7075360,14395672,26575457,62654802,123649874,245139712,476712019,947841181
270608,304422,398017,405718,679159,1019433,1867041,4670056,6487561,13077396,26828151,62573508,123382507,244499577,480201629,950411004
282724,321728,384103,422068,643709,1017959,1794877,3275307,6920705,15944627,26561964,62785027,126893770,243904234,477130685,946411566
270469,288376,353581,406771,666858,1031724,1831038,3260992,6820527,14436103,26726182,62462969,125992035,244579277,480365913,950791488
262725,328096,360639,427327,647599,1023292,2053705,3889409,6473940,13268323,26639126,62441819,124116856,245360977,478967369,949783256
273324,282296,363646,416970,678813,1016756,1913019,3325866,7194415,15862647,26859677,62436749,124099972,245530185,481426517,955634188
274338,342660,362223,408054,652126,1010331,1935669,4610941,6587791,14289495,26516330,62471423,123564015,245254510,478380807,953948090
283591,280764,373469,432094,624126,1019621,1842035,3321751,7554966,13929923,27085405,62135848,123214011,244954129,482917454,950897619
265688,327102,371064,423522,672192,1030705,1777874,3285678,7008907,14394307,26545287,61923971,124526726,244174432,484286796,954100721
282286,293201,355218,402666,642901,1006467,1760306,3849008,6634686,13843683,27004700,61874743,126133109,245137050,483461174,946425972
260010,314012,369125,429684,659282,1003212,1807110,3278577,7359965,14488537,26623500,61610694,124719816,245317887,475254327,943420183
276695,285244,408092,406172,683369,1027029,1841361,4603635,6675551,13830359,26828732,62050438,123730903,245154255,479723170,946597461
271443,336969,369909,494015,659964,1036679,1764939,3201206,7204061,14242528,26601487,62233286,123787907,244205504,475505090,946264123
279506,280191,415203,456913,649786,1072126,1826476,3232510,6495584,13877092,26980875,61726499,123923716,244314263,479300261,949674529
283690,327953,389659,463949,662739,1040825,1823841,3930067,6441241,14177467,26760880,61991081,124576248,245429940,473950826,945290067
260919,320545,381550,451188,668826,1076089,1771064,3261620,7400886,13785945,26596892,61687720,124422038,243810393,480160394,942676369
268711,314184,378397,412604,643780,1020147,1788102,5259845,6769347,14248875,26530206,61861663,124754173,244140123,474311150,944386525
264928,325565,359892,411928,649854,1008414,1831499,3402178,7229582,13863579,26835345,61959849,125553959,245060729,475870412,950939530
279365,280160,368153,413539,648716,1032682,1826390,3342109,6991443,14404606,26690684,61978724,123752733,243967746,472781805,947593150
279207,282024,368368,424137,677133,1028521,1801435,4053605,6684322,13859771,26929856,61766331,123781333,243919506,477015665,962546618
273309,326442,358382,425146,667918,995801,1783088,3365251,7682561,14320485,27652533,62037954,126201991,244688232,474679948,945420422
283679,278734,384919,408405,664237,1018031,1840465,4720990,6883223,13742852,26669533,61718679,127828936,244514722,477028290,950354987
272676,318214,362886,428721,638227,994002,1824594,3215425,7344326,14183549,27703328,62131218,123871137,245323820,475205365,943965025
278386,280783,357526,424258,662556,1015997,1804802,3301168,6678424,13851405,25780853,61893759,123489602,243638062,477547349,946554908
268015,326987,414754,418802,635167,994976,1829529,4166736,6536065,14371488,25664314,61742686,124225302,244712981,474558519,947222902
275753,285377,427375,405802,621071,979176,1800619,3387018,11273049,13984430,25725837,63219278,123731297,243456339,478181979,946637202
285711,269639,414796,416602,628891,967712,1850359,5122962,6771602,14268364,25579057,63183597,123953789,245913060,475165974,941632341
270609,266030,417449,440103,625391,977235,1818702,3402505,7643456,14021535,26198769,62505713,124303895,245039014,479547471,946229429
275835,268898,418777,414936,631998,992583,1868693,3348120,6818980,14273751,25733201,62967111,123964583,244739471,473314159,946235867
274339,267315,422934,433677,637690,979831,1800989,4253127,6782910,13962357,25827332,62923134,124576895,244896364,477067073,947460009
283470,267939,393522,424443,1010110,960770,1827885,3410086,7565026,14300508,25611882,62811317,126842222,244980903,472481362,942864477
264978,268408,391422,415536,660653,982846,1842759,5078686,6701777,14005456,25885351,62383812,123780398,244247327,478580484,943726771
264310,266108,405290,427158,606471,991638,1848888,3388562,7546713,14570506,25747496,62772875,123939664,244130359,475901287,940958589
278287,270335,402223,414944,642480,979402,1848527,3417214,7400621,13030087,25859874,62974699,124196258,243864600,476896705,944632817
262948,276843,411275,436052,639210,956849,1828281,4247076,6808082,16047412,25800400,63076618,124275852,244990590,474512849,947434005
273698,267996,399214,434107,653785,958842,1811322,3419744,7521004,14323554,25705356,62529984,124229107,245103023,476063334,943068111
257365,324550,402445,428630,619483,973881,1872539,5294249,6804499,13132449,25665385,62728489,123734265,243691034,473590808,947503014
272025,273038,411156,421281,643816,985315,1828702,3409603,7806255,16194802,25744699,62647480,124058183,244151061,477168775,946121402
276106,253315,402332,429168,686402,992933,1880025,3416221,6825298,14387633,25849288,62852077,124688278,245346997,473900214,947231156
282495,271545,413975,416024,661748,961055,1834907,4401032,6771807,13043434,25850617,62481028,124272192,243390715,477470829,947597601
266812,270758,406433,426907,633231,979259,1816273,3552709,7625151,16136364,25865989,62850432,124407227,243924873,473606695,945725880
277041,279452,415181,414754,631575,977085,1861135,5351680,6877993,14383533,26124954,62704188,122461588,244371339,477023374,948598139
288187,265946,397731,429499,618927,985709,1845476,3543211,7516200,13828682,25688393,62933634,125501550,244813501,473574112,951869394
272825,267779,400010,410648,625782,993566,1827661,3503647,7816037,14439430,25904469,62667066,123662336,242615457,477220344,951963694
267175,268828,403122,445129,638075,994422,1849088,4504789,6755936,13126170,25811946,62948398,124518294,242580406,474542486,943714879
262080,266181,401993,423086,633995,969389,1803352,3505569,9267198,16189929,25892053,62665893,124201321,241575153,476902319,943936604
274535,275096,388352,433054,628131,961729,1828394,5182526,6896528,14579238,25801201,62949518,123169956,241977578,473850165,937671198
286283,268634,420339,415230,617712,976037,1858343,3440079,7539651,13909965,26009027,62903607,124505730,241002555,477227659,942297733
268386,266719,415940,438682,618043,998011,1854152,3458131,6819276,14240145,25755140,63046488,125719216,241909749,473695853,937707974
278483,276740,391836,429775,639165,981993,1836799,4316856,6538493,13924618,25886189,62734732,123894658,240726353,478264254,938738889
275106,268904,401614,428946,628151,970515,1850847,3529075,7529965,14466857,25635950,62807486,123786663,241471778,473027833,941450244
265459,268824,398671,419867,628290,1015511,1840600,5118040,6911223,13847913,26353646,62572530,123839410,242196806,477577395,941611706
263854,269226,407891,421179,617255,994721,1854758,3351753,7401450,14412443,25753848,62705209,125043568,242447911,476983585,936056737
270562,269383,391094,416161,620678,1000709,1847571,3535260,6666872,13626454,25900431,62947341,124019818,242585304,477772115,938085496
283179,275677,380287,427568,637219,991234,1792522,4181012,6499673,14299508,25869094,63091001,123342639,242109718,477300977,937932382
273058,267224,382585,416299,626525,1035128,1829470,3473114,7182811,13730263,25715406,62661032,123404402,242252702,496736302,940685727
211607,269593,406618,428752,620113,988329,1876015,4806303,6757508,14444706,25998907,62951241,124353844,240834305,479681706,940292067
219989,268133,380565,419271,605407,1004832,1835446,3310861,7460966,13853381,25828776,62815595,124253793,240686897,480237271,947583416
237927,269720,383861,432435,625781,1029920,1845210,3320755,6743459,14393999,25820548,62987680,123614482,241105536,480836126,945064666
219734,271291,405853,405874,644609,1012366,1798558,3929289,6496276,13842883,25709724,62514656,124615561,242013843,481017572,948904531
225392,270428,392084,440845,623631,1807695,1795626,3375179,6953290,14402867,25907639,62748751,123492821,241208179,473543883,946316147
217252,268047,387812,405000,630707,1010935,1873897,4706092,6452939,13886175,26595895,62632596,123525048,240631350,479661317,947332720
221504,274012,377146,466611,612503,991849,1852151,3382844,6951494,14387863,27959168,62719963,123668715,242168771,478944071,950783812
229822,267077,389106,444680,689024,1037364,1813488,3415301,6536356,13925477,26207998,62427449,127178290,242499108,483950398,945735736
214707,268209,383619,459443,705859,1036140,1834517,3937018,6512856,14188082,25778318,62883216,124138996,240418837,481841929,943572815
229437,266066,382030,445260,703068,1005582,1787181,3296702,7139464,13155430,25810478,65962209,124275669,242366091,482141159,948950171
228234,268217,379031,478309,693506,1005482,1915889,4695086,6472677,16052749,25772531,61935391,123659759,242696811,478069486,946721949
235063,275238,387465,464833,691234,1013485,1845096,3239505,6918759,14271275,25741074,62159802,124370174,241043624,480057454,939911614
218308,267840,376368,457458,660033,1136725,1861119,3318563,6556707,13852454,25737295,61982252,123583288,242052875,477261705,943846663
227479,266631,396779,492301,670613,982707,1843732,3872800,6607339,14308776,25776334,61719563,123803903,242009463,480364171,941582182
234872,268266,385532,445211,681160,1005706,1809901,3326557,7213974,13833486,25933003,61611254,123970467,242132577,478772467,939369213
221567,268334,364011,436885,729523,1037841,1882102,4523742,6671639,14255627,25650982,61538142,123780913,240536320,482785332,942448644
233227,284611,376588,450750,661835,1021643,1812302,3436199,7035232,13647613,25875559,61874836,124446557,241857873,480683570,940171242
220547,266777,381861,448621,661773,1039213,1867821,3371132,6392005,13745790,25976750,61245638,123230657,242003904,482033816,944549998
231068,270497,382506,482307,677717,1022489,1830034,3976809,6405218,13590750,25713853,61913763,127084702,241884205,480769773,945281785
228294,273980,383625,469255,695591,1140573,1826640,3358233,6965090,14309886,25770771,62488153,123588125,241763503,484216661,940642635
220135,272011,386905,441129,678940,1033106,1829648,4595063,6503040,13809254,25731353,62029564,123449079,241160792,478580931,939529172
224012,269433,371084,444831,652260,1005804,1834232,3263332,7166591,14317470,25841839,61584484,124699642,241603824,484540022,943132033
225722,265766,364892,444889,690088,1041924,1853637,3257074,6577026,13817441,25838371,66833612,123834188,241504622,480401829,940879707
223509,268776,362768,458313,681475,997614,1855641,3982694,6376711,14353685,26225701,62557747,123965218,241562244,481517305,943217146
215605,277101,378097,445852,699056,983446,1791401,3351060,8087401,13822440,26101672,62732009,124856592,241790728,480797553,948698335
227909,268839,372665,464511,699872,1014493,2105888,4487636,7088135,14334664,25804696,62898895,124086593,241200732,483164999,949263994
224733,268711,376139,472168,679894,1011251,1941993,3187891,7497678,13847694,25723705,62819122,124183535,241780216,480011439,953569565
222774,268348,379919,459230,676326,1066222,1885659,3327175,6744249,14468126,26122941,62360762,124340516,240364420,484674587,953256081
220451,269277,371634,454065,686197,1944429,1856602,3861595,6569134,13790739,25886289,62809924,123430108,241152501,482013432,945171452
220327,277499,369455,450709,682098,1022395,1859621,3396001,7531992,14455742,25693590,62587428,124947090,242229492,483932668,949708645
221070,267295,377669,490656,670298,1000711,1857403,4573522,7009323,13821670,25873817,62717651,123793019,241362192,488666905,944273026
222877,271787,378672,467307,649032,1017503,1842246,3236916,7410924,14236383,25721467,62591859,123581810,241393121,482308546,947299994
232213,268917,426194,454117,656790,1016058,1827706,3244016,6867750,13761296,25784621,63475426,124357944,241703429,481021992,947781059
224986,263256,418997,446371,653515,993586,1819818,3898152,7423221,14242106,26815807,62506040,124152214,241222531,481432650,948391744
234240,267944,426937,451558,655538,972191,1809743,3449147,7477428,13809659,26587345,63025460,123451307,240752267,480686427,948261936
223682,266574,392804,449931,647478,992505,1896967,5163308,6850963,14187332,26452996,62280114,123267020,241770598,485158130,952327521
221374,269027,387632,456478,626101,991416,1814631,3388366,7542804,13888383,26552415,63167258,123953582,241711935,478679347,946000700
220555,276395,385516,453291,686613,1004262,1866658,3384822,6882306,14251959,26392623,62429156,123886324,241865476,487985751,945323949
222500,270502,377467,458343,671495,984709,1818097,3982577,6672169,13777854,26371799,62721748,123782208,241173077,486495627,945943253
244986,269460,370149,448971,677866,988435,1824673,3337750,7461370,14215476,26565560,62520756,123752015,241966000,481415752,944259377
217652,286121,420654,468955,637682,981302,1843906,4625983,6924537,13948305,26639843,63311471,123940050,241088539,485114383,945163145
235267,345729,383106,454163,629015,973913,1833998,3268840,7483690,14439791,26462603,62546357,124383764,242276549,485425547,946510661
222762,352178,400022,450292,1073900,1061500,1811200,3297633,6903848,13996044,26477882,63111371,123266900,241241617,479794603,943243269
